Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Mounting Type","Termination Style","Ingress Protection","Features","Operating Force","Release Force","Pretravel","Differential Travel","Overtravel","Operating Temperature"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13583SCT-ND,ESE-22MH22,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,9939,0,"0.44000","0","1","Cut Tape (CT)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13583SDKR-ND,ESE-22MH22,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,9939,0,"Digi-Reel","0","1","Digi-Reel®","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13375STR-ND,ESE-22MH54,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,6000,0,"0.21924","0","3000","Tape & Reel (TR)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13375SCT-ND,ESE-22MH54,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,11085,0,"0.44000","0","1","Cut Tape (CT)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13375SDKR-ND,ESE-22MH54,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,11085,0,"Digi-Reel","0","1","Digi-Reel®","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13584STR-ND,ESE-22MH24,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,140000,0,"0.23200","0","4000","Tape & Reel (TR)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13584SCT-ND,ESE-22MH24,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,144063,0,"0.47000","0","1","Cut Tape (CT)","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MH.JPG,P13584SDKR-ND,ESE-22MH24,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,144063,0,"Digi-Reel","0","1","Digi-Reel®","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://www.ckswitches.com/media/1303/hdp.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_HDP001L.jpg,CKN10547TR-ND,HDP001L,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,10000,0,"0.24679","0","2500","Tape & Reel (TR)","HDP","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","Gull Wing","-","Board Guide","-","-","0.006"" (0.15mm)","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1303/hdp.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_HDP001L.jpg,CKN10547CT-ND,HDP001L,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,11433,0,"0.50000","0","1","Cut Tape (CT)","HDP","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","Gull Wing","-","Board Guide","-","-","0.006"" (0.15mm)","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1303/hdp.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_HDP001L.jpg,CKN10547DKR-ND,HDP001L,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,11433,0,"Digi-Reel","0","1","Digi-Reel®","HDP","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","Gull Wing","-","Board Guide","-","-","0.006"" (0.15mm)","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1303/hdp.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_HDP001R.jpg,CKN10548TR-ND,HDP001R,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,7500,0,"0.24679","0","2500","Tape & Reel (TR)","HDP","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","Gull Wing","-","Board Guide","-","-","0.006"" (0.15mm)","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1303/hdp.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_HDP001R.jpg,CKN10548CT-ND,HDP001R,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,8210,0,"0.50000","0","1","Cut Tape (CT)","HDP","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","Gull Wing","-","Board Guide","-","-","0.006"" (0.15mm)","-","-","-20°C ~ 70°C"
https://www.ckswitches.com/media/1303/hdp.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MFG_HDP001R.jpg,CKN10548DKR-ND,HDP001R,C&K,SWITCH DETECTOR SPST-NO 1MA 5V,8210,0,"Digi-Reel","0","1","Digi-Reel®","HDP","Active","SPST-NO","Off-Mom","1mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","Gull Wing","-","Board Guide","-","-","0.006"" (0.15mm)","-","-","-20°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V0xA.JPG,P11151STR-ND,ESE-13V01A,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,72000,0,"0.27494","0","3000","Tape & Reel (TR)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","-","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V0xA.JPG,P11151SCT-ND,ESE-13V01A,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,74419,0,"0.30000","0","1","Cut Tape (CT)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","-","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V0xA.JPG,P11151SDKR-ND,ESE-13V01A,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,74419,0,"Digi-Reel","0","1","Digi-Reel®","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","-","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C18.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-24SV3.jpg,P10870S-ND,ESE-24SV3,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,15838,0,"0.28000","0","1","Bulk","ESE24","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Through Hole","PC Pin","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MH2T.jpg,P8098STR-ND,ESE-11MH2T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,1500,0,"0.28721","0","1500","Tape & Reel (TR)","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MH2T.jpg,P8098SCT-ND,ESE-11MH2T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,1632,0,"0.53000","0","1","Cut Tape (CT)","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MH2T.jpg,P8098SDKR-ND,ESE-11MH2T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,1632,0,"Digi-Reel","0","1","Digi-Reel®","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount, Right Angle","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-13H01B.jpg,P13357STR-ND,ESE-13H01B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,15000,0,"0.30422","0","5000","Tape & Reel (TR)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-13H01B.jpg,P13357SCT-ND,ESE-13H01B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,19328,0,"0.63000","0","1","Cut Tape (CT)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-13H01B.jpg,P13357SDKR-ND,ESE-13H01B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,19328,0,"Digi-Reel","0","1","Digi-Reel®","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C10.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-31L11T.JPG,P13567STR-ND,ESE-31L11T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,2500,0,"0.31508","0","2500","Tape & Reel (TR)","ESE31","Active","SPST-NO","Off-Mom","10mA (DC)","20V","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","40gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C10.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-31L11T.JPG,P13567SCT-ND,ESE-31L11T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,5000,0,"0.63000","0","1","Cut Tape (CT)","ESE31","Active","SPST-NO","Off-Mom","10mA (DC)","20V","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","40gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C10.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-31L11T.JPG,P13567SDKR-ND,ESE-31L11T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,5000,0,"Digi-Reel","0","1","Digi-Reel®","ESE31","Active","SPST-NO","Off-Mom","10mA (DC)","20V","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","40gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V01C.JPG,P13355STR-ND,ESE-13V01C,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,3000,0,"0.31509","0","3000","Tape & Reel (TR)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V01C.JPG,P13355SCT-ND,ESE-13V01C,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,5494,0,"0.81000","0","1","Cut Tape (CT)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V01C.JPG,P13355SDKR-ND,ESE-13V01C,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,5494,0,"Digi-Reel","0","1","Digi-Reel®","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","-","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-11SH1C.jpg,P10862S-ND,ESE-11SH1C,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,15671,0,"0.38000","0","1","Bulk","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Through Hole, Right Angle","PC Pin","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11HS2.jpg,P10865S-ND,ESE-11HS2,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,1948,0,"0.38000","0","1","Bulk","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Chassis Mount","Solder Lug","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MV1.jpg,P10866S-ND,ESE-11MV1,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,1945,0,"0.38000","0","1","Bulk","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11HS1.jpg,P10864S-ND,ESE-11HS1,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,1056,0,"0.38000","0","1","Bulk","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Chassis Mount","Solder Lug","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V0xx.JPG,P13356STR-ND,ESE-13V01D,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,81000,0,"0.38825","0","3000","Tape & Reel (TR)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V0xx.JPG,P13356SCT-ND,ESE-13V01D,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,84298,0,"0.78000","0","1","Cut Tape (CT)","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C6.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-13V0xx.JPG,P13356SDKR-ND,ESE-13V01D,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,84298,0,"Digi-Reel","0","1","Digi-Reel®","ESE13","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","SMD (SMT) Tab","-","Board Guide","30gf","-","15°","-","60°","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C12.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-22MV.JPG,P122547-ND,ESE-22MV21,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,3568,0,"0.40000","0","1","Bulk","ESE22","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","SMD (SMT) Tab","-","Board Guide","30gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C2.pdf,-,P122537TR-ND,ESE-58L11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,5000,0,"0.42000","0","5000","Tape & Reel (TR)","ESE58","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C2.pdf,-,P122537CT-ND,ESE-58L11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,8930,0,"0.87000","0","1","Cut Tape (CT)","ESE58","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C2.pdf,-,P122537DKR-ND,ESE-58L11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,8930,0,"Digi-Reel","0","1","Digi-Reel®","ESE58","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C2.pdf,-,P122541TR-ND,ESE-58R11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,5000,0,"0.42000","0","5000","Tape & Reel (TR)","ESE58","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C2.pdf,-,P122541CT-ND,ESE-58R11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,9370,0,"0.87000","0","1","Cut Tape (CT)","ESE58","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C2.pdf,-,P122541DKR-ND,ESE-58R11B,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,9370,0,"Digi-Reel","0","1","Digi-Reel®","ESE58","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C16.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-23J101.jpg,P12340STR-ND,ESE-23J101,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,24000,0,"0.43500","0","4000","Tape & Reel (TR)","ESE23","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C16.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-23J101.jpg,P12340SCT-ND,ESE-23J101,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,24025,0,"0.87000","0","1","Cut Tape (CT)","ESE23","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C16.pdf,//media.digikey.com/photos/Panasonic%20Photos/ESE-23J101.jpg,P12340SDKR-ND,ESE-23J101,Panasonic Electronic Components,SWITCH DETECTOR SPDT 10MA 5V,24025,0,"Digi-Reel","0","1","Digi-Reel®","ESE23","Active","SPDT","Mom-Off-Mom","10mA (DC)","-","5V","Angled Toggle (Detector)","Surface Mount, Right Angle","J Lead","-","Board Guide","30gf","-","-","-","-","-10°C ~ 60°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MV13.jpg,P15881STR-ND,ESE-11MV13T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,2400,0,"0.43840","0","800","Tape & Reel (TR)","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MV13.jpg,P15881SCT-ND,ESE-11MV13T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,2874,0,"0.80000","0","1","Cut Tape (CT)","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11MV13.jpg,P15881SDKR-ND,ESE-11MV13T,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,3194,0,"Digi-Reel","0","1","Digi-Reel®","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Surface Mount","Gull Wing","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
https://industrial.panasonic.com/cdbs/www-data/pdf/ATB0000/ATB0000C14.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ESE-11SH2C.jpg,P10863S-ND,ESE-11SH2C,Panasonic Electronic Components,SWITCH DETECTOR SPST-NO 10MA 5V,19136,0,"0.46000","0","1","Bulk","ESE11","Active","SPST-NO","Off-Mom","10mA (DC)","-","5V","Overtravel Plunger","Through Hole, Right Angle","PC Pin","-","-","35gf","-","-","-","-","-10°C ~ 70°C"
http://spec_sheets.e-switch.com/specs/Q930000.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TS20100F070S.jpg,EG4686TR-ND,TS20100F070S,E-Switch,SWITCH SNAP SPST-NO 100MA 125V,2400,0,"0.49445","0","1200","Tape & Reel (TR)","TS2","Active","SPST-NO","Off-Mom","100mA (AC/DC)","125V","48V","Round (Pin Plunger)","Surface Mount","SMD (SMT) Tab","-","-","70gf","-","0.008"" (0.2mm)","-","-","-25°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/Q930000.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TS20100F070S.jpg,EG4686CT-ND,TS20100F070S,E-Switch,SWITCH SNAP SPST-NO 100MA 125V,3561,0,"0.87000","0","1","Cut Tape (CT)","TS2","Active","SPST-NO","Off-Mom","100mA (AC/DC)","125V","48V","Round (Pin Plunger)","Surface Mount","SMD (SMT) Tab","-","-","70gf","-","0.008"" (0.2mm)","-","-","-25°C ~ 85°C"
http://spec_sheets.e-switch.com/specs/Q930000.pdf,//media.digikey.com/Photos/E-Switch%20Photos/TS20100F070S.jpg,EG4686DKR-ND,TS20100F070S,E-Switch,SWITCH SNAP SPST-NO 100MA 125V,3561,0,"Digi-Reel","0","1","Digi-Reel®","TS2","Active","SPST-NO","Off-Mom","100mA (AC/DC)","125V","48V","Round (Pin Plunger)","Surface Mount","SMD (SMT) Tab","-","-","70gf","-","0.008"" (0.2mm)","-","-","-25°C ~ 85°C"
