Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Circuit","Operate Range","Release Range","Current - Switching","Voltage - Switching AC","Voltage - Switching DC","Power - Rated","Operate Time","Release Time","Mounting Type","Termination Style","Length - Overall","Size - Body","Height Above Board","Operating Temperature","Capacitance","Current - Carry"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240000030e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1138-2-ND,MK24-A-3,Standex-Meder Electronics,SWITCH REED SPST-NO 100MA 30V,34000,0,"2.48920","0","2000","Tape & Reel (TR)","MK24","Active","Molded Body","SPST-NO","23 ~ 50AT","-","100mA (AC/DC)","30V","30V","1W","0.25ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","300mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240000030e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1138-1-ND,MK24-A-3,Standex-Meder Electronics,SWITCH REED SPST-NO 100MA 30V,35699,0,"4.69000","0","1","Cut Tape (CT)","MK24","Active","Molded Body","SPST-NO","23 ~ 50AT","-","100mA (AC/DC)","30V","30V","1W","0.25ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","300mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240000030e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1138-6-ND,MK24-A-3,Standex-Meder Electronics,SWITCH REED SPST-NO 100MA 30V,35699,0,"Digi-Reel","0","1","Digi-Reel®","MK24","Active","Molded Body","SPST-NO","23 ~ 50AT","-","100mA (AC/DC)","30V","30V","1W","0.25ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","300mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240000031e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1075-2-ND,MK24-B-3,Standex-Meder Electronics,SWITCH REED SPST-NO 300MA 30V,26000,0,"2.48920","0","2000","Tape & Reel (TR)","MK24","Active","Molded Body","SPST-NO","33 ~ 67AT","-","300mA (AC/DC)","30V","30V","3W","0.2ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240000031e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1075-1-ND,MK24-B-3,Standex-Meder Electronics,SWITCH REED SPST-NO 300MA 30V,26966,0,"4.69000","0","1","Cut Tape (CT)","MK24","Active","Molded Body","SPST-NO","33 ~ 67AT","-","300mA (AC/DC)","30V","30V","3W","0.2ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240000031e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1075-6-ND,MK24-B-3,Standex-Meder Electronics,SWITCH REED SPST-NO 300MA 30V,26966,0,"Digi-Reel","0","1","Digi-Reel®","MK24","Active","Molded Body","SPST-NO","33 ~ 67AT","-","300mA (AC/DC)","30V","30V","3W","0.2ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","500mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-mk24-series-reed-sensor/,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1291-2-ND,MK24-E-3,Standex-Meder Electronics,SWITCH REED SPST-NO 300MA 30V,8000,0,"2.48920","0","2000","Tape & Reel (TR)","MK24","Active","Molded Body","SPST-NO","50 ~ 112AT","-","300mA (AC/DC)","30V","30V","3W","0.2ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","500mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-mk24-series-reed-sensor/,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1291-1-ND,MK24-E-3,Standex-Meder Electronics,SWITCH REED SPST-NO 300MA 30V,9223,0,"4.69000","0","1","Cut Tape (CT)","MK24","Active","Molded Body","SPST-NO","50 ~ 112AT","-","300mA (AC/DC)","30V","30V","3W","0.2ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","500mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-mk24-series-reed-sensor/,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK24%202-SMD%20J%20LEAD.jpg,374-1291-6-ND,MK24-E-3,Standex-Meder Electronics,SWITCH REED SPST-NO 300MA 30V,9223,0,"Digi-Reel","0","1","Digi-Reel®","MK24","Active","Molded Body","SPST-NO","50 ~ 112AT","-","300mA (AC/DC)","30V","30V","3W","0.2ms","0.15ms","Surface Mount","J Lead","0.217"" (5.51mm)","0.197"" L x 0.087"" W x 0.067"" H (5.00mm x 2.20mm x 1.70mm)","0.071"" (1.80mm)","-40°C ~ 130°C","0.1pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/21/2119401015e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/KSK-1C90U-1015.JPG,374-1148-ND,KSK-1C90U-1015,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,6360,0,"2.75000","0","1","Bulk","KSK","Active","Glass Body","SPDT","10 ~ 15AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Through Hole","Axial","2.209"" (56.10mm)","0.100"" Dia x 0.551"" L (2.54mm x 14.00mm)","-","-40°C ~ 130°C","1pF","1A (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mrpr_20_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_MRPR-20.JPG,F7516-ND,MRPR-20-17-23,Littelfuse Inc.,SWITCH REED SPST-NO 1.1A 265V,1817,0,"2.80000","0","1","Bulk","MRPR-20","Active","Glass Body","SPST-NO","17 ~ 23AT","-","1.1A (AC), 1.5A (DC)","265V","250V","50W","0.75ms","0.3ms","Through Hole","Axial","2.230"" (56.64mm)","0.112"" Dia x 0.800"" L (2.84mm x 20.32mm)","-","-20°C ~ 125°C","0.2pF","3A (DC)"
//media.digikey.com/pdf/Data%20Sheets/Meder%20PDFs/KSK-1C90F-2025_Spec.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/KSK-1C90F-2025.jpg,374-1126-ND,KSK-1C90F-2025,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,5346,0,"2.90000","0","1","Bulk","KSK","Active","Glass Body","SPDT","20 ~ 25AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Through Hole","Axial","2.169"" (55.10mm)","0.100"" Dia x 0.551"" L (2.54mm x 14.00mm)","-","-40°C ~ 130°C","1pF","1A (AC/DC)"
//media.digikey.com/pdf/Data%20Sheets/Meder%20PDFs/KSK-1C90F-1520_Spec.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/KSK-1C90F-1520.jpg,374-1125-ND,KSK-1C90F-1520,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,7332,0,"2.90000","0","1","Bulk","KSK","Active","Glass Body","SPDT","15 ~ 20AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Through Hole","Axial","2.169"" (55.10mm)","0.100"" Dia x 0.551"" L (2.54mm x 14.00mm)","-","-40°C ~ 130°C","1pF","1A (AC/DC)"
//media.digikey.com/pdf/Data%20Sheets/Meder%20PDFs/KSK-1C90F-1015_Spec.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/KSK-1C90F-1015.jpg,374-1082-ND,KSK-1C90F-1015,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,3944,0,"2.90000","0","1","Bulk","KSK","Active","Glass Body","SPDT","10 ~ 15AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Through Hole","Axial","2.169"" (55.10mm)","0.100"" Dia x 0.551"" L (2.54mm x 14.00mm)","-","-40°C ~ 130°C","1pF","1A (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdrr_dt_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/MDRR-DT%2015-25%20F.JPG,HE506-ND,MDRR-DT-15-25-F,Littelfuse Inc.,SWITCH REED SPDT 180MA 120V,2120,0,"3.16000","0","1","Bulk","MDRR-DT","Active","Glass Body","SPDT","15 ~ 25AT","-","180mA (AC), 250mA (DC)","120V","175V","5W","0.7ms","1ms","Through Hole","Axial","2.034"" (51.66mm)","0.100"" Dia x 0.580"" L (2.54mm x 14.73mm)","-","-40°C ~ 125°C","1pF","1.5A (DC)"
http://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.r41.cf5.rackcdn.com/datasheets/22/2211000008e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK01-B.jpg,374-1208-2-ND,MK01-H,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,2000,0,"3.97788","0","2000","Tape & Reel (TR)","MK01","Active","Molded Body","SPDT","42 ~ 84AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Surface Mount","J Lead","0.740"" (18.80mm)","0.709"" L x 0.146"" W x 0.134"" H (18.00mm x 3.70mm x 3.40mm)","0.134"" (3.40mm)","-20°C ~ 130°C","1.5pF","1A (AC/DC)"
http://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.r41.cf5.rackcdn.com/datasheets/22/2211000008e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK01-B.jpg,374-1208-1-ND,MK01-H,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,3981,0,"7.32000","0","1","Cut Tape (CT)","MK01","Active","Molded Body","SPDT","42 ~ 84AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Surface Mount","J Lead","0.740"" (18.80mm)","0.709"" L x 0.146"" W x 0.134"" H (18.00mm x 3.70mm x 3.40mm)","0.134"" (3.40mm)","-20°C ~ 130°C","1.5pF","1A (AC/DC)"
http://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.r41.cf5.rackcdn.com/datasheets/22/2211000008e.pdf,//media.digikey.com/Photos/Standex-Meder%20Electronics/MK01-B.jpg,374-1208-6-ND,MK01-H,Standex-Meder Electronics,SWITCH REED SPDT 500MA 175V,3981,0,"Digi-Reel","0","1","Digi-Reel®","MK01","Active","Molded Body","SPDT","42 ~ 84AT","-","500mA (AC/DC)","175V","175V","10W","0.7ms","1.5ms","Surface Mount","J Lead","0.740"" (18.80mm)","0.709"" L x 0.146"" W x 0.134"" H (18.00mm x 3.70mm x 3.40mm)","0.134"" (3.40mm)","-20°C ~ 130°C","1.5pF","1A (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdrr_dt_datasheet.pdf.pdf,//media.digikey.com/photos/Littelfuse%20Photos/MDRR-DT_U-Series.jpg,HE532-ND,MDRR-DT-30-35-U,Littelfuse Inc.,SWITCH REED SPDT 180MA 120V,1704,0,"4.06000","0","1","Bulk","MDRR-DT","Active","Glass Body","SPDT","30 ~ 35AT","-","180mA (AC), 250mA (DC)","120V","175V","5W","0.7ms","1ms","Through Hole","Axial","2.066"" (52.48mm)","0.100"" Dia x 0.580"" L (2.54mm x 14.73mm)","-","-40°C ~ 125°C","1pF","1.5A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdrr_dt_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDRR-DT%2015-20%20F.JPG,HE567-ND,MDRR-DT-15-20-F,Littelfuse Inc.,SWITCH REED SPDT 180MA 120V,3623,0,"4.11000","0","1","Bulk","MDRR-DT","Active","Glass Body","SPDT","15 ~ 20AT","-","180mA (AC), 250mA (DC)","120V","175V","5W","0.7ms","1ms","Through Hole","Axial","2.034"" (51.66mm)","0.100"" Dia x 0.580"" L (2.54mm x 14.73mm)","-","-40°C ~ 125°C","1pF","1.5A (DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240100021e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/MK24-B-2-OE.jpg,374-1136-2-ND,MK24-B-2-OE,Standex-Meder Electronics,SWITCH REED SPST-NC 300MA 30V,3500,0,"4.33342","0","500","Tape & Reel (TR)","MK24","Active","Molded Body","SPST-NC","20 ~ 40AT","10 ~ 35AT","300mA (AC/DC)","30V","30V","3W","0.25ms","0.15ms","Surface Mount","Gull Wing","0.283"" (7.20mm)","0.197"" L x 0.087"" W x 0.102"" H (5.00mm x 2.20mm x 2.60mm)","0.102"" (2.60mm)","-40°C ~ 115°C","0.1pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240100021e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/MK24-B-2-OE.jpg,374-1136-1-ND,MK24-B-2-OE,Standex-Meder Electronics,SWITCH REED SPST-NC 300MA 30V,3573,0,"7.69000","0","1","Cut Tape (CT)","MK24","Active","Molded Body","SPST-NC","20 ~ 40AT","10 ~ 35AT","300mA (AC/DC)","30V","30V","3W","0.25ms","0.15ms","Surface Mount","Gull Wing","0.283"" (7.20mm)","0.197"" L x 0.087"" W x 0.102"" H (5.00mm x 2.20mm x 2.60mm)","0.102"" (2.60mm)","-40°C ~ 115°C","0.1pF","500mA (AC/DC)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/92/9240100021e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/MK24-B-2-OE.jpg,374-1136-6-ND,MK24-B-2-OE,Standex-Meder Electronics,SWITCH REED SPST-NC 300MA 30V,3573,0,"Digi-Reel","0","1","Digi-Reel®","MK24","Active","Molded Body","SPST-NC","20 ~ 40AT","10 ~ 35AT","300mA (AC/DC)","30V","30V","3W","0.25ms","0.15ms","Surface Mount","Gull Wing","0.283"" (7.20mm)","0.197"" L x 0.087"" W x 0.102"" H (5.00mm x 2.20mm x 2.60mm)","0.102"" (2.60mm)","-40°C ~ 115°C","0.1pF","500mA (AC/DC)"
http://magnasphere.com/download/magnasphere-n-series-product-sheet/?wpdmdl=17548,//media.digikey.com/photos/Magnasphere%20Photos/MFG_MG-A2%20SERIES.jpg,735-1000-ND,MG-A2-1.5-N,Magnasphere Corp,SWITCH MAGNETIC 250MA 30V,2028,0,"6.49000","0","1","Bulk","N","Active","Magnasphere®","SPST-NO","20.78mm","33.35mm","250mA (DC)","-","30V","-","-","-","Through Hole","PC Pin","0.615"" (15.62mm)","0.244"" Dia x 0.175"" L (6.20mm x 4.45mm)","0.175"" (4.45mm)","-40°C ~ 150°C","1pF","-"
http://magnasphere.com/download/magnasphere-tw-series-product-sheet/?wpdmdl=17556,//media.digikey.com/photos/Magnasphere%20Photos/MFG_MG-A2-5.5-TW.jpg,735-1003-ND,MG-A2-5.5-TW,Magnasphere Corp,SWITCH MAGNETIC 250MA 30V,480,0,"7.22000","0","1","Bulk","TW","Active","Magnasphere®","SPST-NO","14.66mm","18.11mm","250mA (DC)","-","30V","-","-","-","Through Hole","PC Pin","0.613"" (15.57mm)","0.198"" Dia x 0.183"" L (5.03mm x 4.65mm)","0.183"" (4.65mm)","-40°C ~ 150°C","1pF","-"
http://magnasphere.com/download/magnasphere-l-series-product-sheet/?wpdmdl=17554,//media.digikey.com/Photos/Magnasphere%20Photos/MG-B2-10-L.jpg,735-1005-ND,MG-B2-6.5-L,Magnasphere Corp,SWITCH MAGNETIC 250MA 30V,792,0,"7.45000","0","1","Bulk","L","Active","Magnasphere®","SPST-NC","25.40mm","27.74mm","250mA (DC)","-","30V","-","-","-","Through Hole","PC Pin","0.723"" (18.36mm)","0.198"" Dia x 0.244"" L (5.03mm x 6.20mm)","0.244"" (6.20mm)","-40°C ~ 85°C","1pF","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/DRS-DTH_Series_Prelim.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_DRS-DTH.jpg,F10259-ND,DRS-DTH-45-50,Littelfuse Inc.,SWITCH REED SPDT,1675,0,"14.02000","0","1","Bulk","DRS-DTH","Active","Glass Body","SPDT","45 ~ 50AT","-","350mA (AC), 500mA (DC)","350V","500V","30W","4.5ms","7ms","Through Hole","Axial","3.375"" (85.73mm)","0.210"" Dia x 1.500"" L (5.33mm x 38.10mm)","-","-20°C ~ 125°C","2pF","3A (DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-02GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI02.jpg,1835-1005-ND,RI-02GP1015,Comus International,SWITCH REED SPST-NO 500MA 140V,16421,0,"0.51000","0","1","Bulk","RI-02","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","140V","200V","10W","0.3ms","0.07ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.394"" L (1.80mm x 10.00mm)","-","-55°C ~ 125°C","0.3pF","500mA (DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-grgp560-series-reed-switch/,//media.digikey.com/Photos/Standex-Meder%20Electronics/GR560152001.jpg,374-1352-ND,SW GR560/15-20 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 1A 125V,4879,0,"0.51000","0","1","Bulk","GR560","Active","Glass Body","SPST-NO","15 ~ 20AT","6 ~ 21AT","1A (AC/DC)","125V","100V","10VA","0.6ms","0.1ms","Through Hole","Axial","2.126"" (54.00mm)","0.091"" Dia x 0.559"" L (2.30mm x 14.20mm)","-","-40°C ~ 125°C","0.2pF","1.5A (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59165_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/59165-1-S-00-D.jpg,HE634TR-ND,59165-1-S-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,9000,0,"0.55955","0","1500","Tape & Reel (TR)","59165","Active","Molded Body","SPST-NO","10 ~ 15AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Surface Mount","Gull Wing","0.795"" (20.19mm)","0.630"" L x 0.095"" W x 0.095"" H (16.00mm x 2.40mm x 2.40mm)","0.099"" (2.52mm)","-40°C ~ 105°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59165_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/59165-1-S-00-D.jpg,HE634CT-ND,59165-1-S-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,10406,0,"1.13000","0","1","Cut Tape (CT)","59165","Active","Molded Body","SPST-NO","10 ~ 15AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Surface Mount","Gull Wing","0.795"" (20.19mm)","0.630"" L x 0.095"" W x 0.095"" H (16.00mm x 2.40mm x 2.40mm)","0.099"" (2.52mm)","-40°C ~ 105°C","0.3pF","800mA (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_59165_datasheet.pdf.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/59165-1-S-00-D.jpg,HE634DKR-ND,59165-1-S-00-D,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,10406,0,"Digi-Reel","0","1","Digi-Reel®","59165","Active","Molded Body","SPST-NO","10 ~ 15AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","1ms","1ms","Surface Mount","Gull Wing","0.795"" (20.19mm)","0.630"" L x 0.095"" W x 0.095"" H (16.00mm x 2.40mm x 2.40mm)","0.099"" (2.52mm)","-40°C ~ 105°C","0.3pF","800mA (DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-oki-reed-switch-ord324/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/ORD324-1015.jpg,374-1092-ND,ORD 324/10-15 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 200V,61544,0,"0.60000","0","1","Bulk","ORD","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (DC)","-","200V","10W","0.4ms","0.05ms","Through Hole","Axial","1.744"" (44.30mm)","0.087"" Dia x 0.551"" L (2.20mm x 14.00mm)","-","-40°C ~ 125°C","0.3pF","1A (DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-oki-reed-switch-ord324/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/ORD324-1520.JPG,374-1200-ND,ORD 324/15-20 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 200V,23136,0,"0.60000","0","1","Bulk","ORD","Active","Glass Body","SPST-NO","15 ~ 20AT","-","500mA (DC)","-","200V","10W","0.4ms","0.05ms","Through Hole","Axial","1.744"" (44.30mm)","0.087"" Dia x 0.551"" L (2.20mm x 14.00mm)","-","-40°C ~ 125°C","0.3pF","1A (DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-oki-reed-switch-ord228vl/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/ORD228VL-1015.jpg,374-1088-ND,ORD 228VL/10-15 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 100V,13357,0,"0.76000","0","1","Bulk","ORD","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","100V","100V","10W","0.4ms","0.05ms","Through Hole","Axial","1.744"" (44.30mm)","0.087"" Dia x 0.551"" L (2.20mm x 14.00mm)","-","-","0.3pF","1A (AC/DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-70GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI70.jpg,1835-1025-ND,RI-70GP0710,Comus International,SWITCH REED SPST-NO 500MA 120V,3749,0,"0.80000","0","1","Bulk","RI-70","Active","Glass Body","SPST-NO","7 ~ 10AT","-","500mA (AC/DC)","120V","170V","10W","0.15ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.276"" L (1.80mm x 7.00mm)","-","-55°C ~ 125°C","0.35pF","400mA (AC/DC)"
https://www.comus-intl.com/wp-content/uploads/2018/10/RI-70GP.pdf,//media.digikey.com/Photos/Comus%20International/MFG_RI70.jpg,1835-1026-ND,RI-70GP1015,Comus International,SWITCH REED SPST-NO 500MA 120V,2510,0,"0.80000","0","1","Bulk","RI-70","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","120V","170V","10W","0.15ms","0.03ms","Through Hole","Axial","1.811"" (46.00mm)","0.071"" Dia x 0.276"" L (1.80mm x 7.00mm)","-","-55°C ~ 125°C","0.35pF","400mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-oki-reed-switch-ord211/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/ORD211-1015.jpg,374-1083-ND,ORD 211/10-15 AT,Standex-Meder Electronics,SWITCH REED SPST-NO 100MA 24V,9311,0,"0.82000","0","1","Bulk","ORD","Active","Glass Body","SPST-NO","10 ~ 15AT","-","100mA (AC/DC)","24V","24V","1VA","0.3ms","0.05ms","Through Hole","Axial","1.406"" (35.70mm)","0.079"" Dia x 0.394"" L (2.00mm x 10.00mm)","-","-","0.2pF","300mA (AC/DC)"
https://standexelectronics.com/resources/technical-library/technical-papers/datasheet-ksk-1a66-series-reed-switch/,//media.digikey.com/Photos/Meder%20Electronics%20Photos/KSK-1A66-1015.jpg,374-1077-ND,KSK-1A66-1015,Standex-Meder Electronics,SWITCH REED SPST-NO 500MA 180V,7343,0,"0.94000","0","1","Bulk","KSK","Active","Glass Body","SPST-NO","10 ~ 15AT","-","500mA (AC/DC)","180V","180V","10W","0.5ms","0.1ms","Through Hole","Axial","1.744"" (44.30mm)","0.087"" Dia x 0.551"" L (2.20mm x 14.00mm)","-","-40°C ~ 130°C","0.2pF","1.25A (AC/DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switch_flex-14_datasheet.pdf.pdf,//media.digikey.com/photos/Hamlin%20Photos/FLEX-14-Series.jpg,HE556-ND,FLEX-14-15-20,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,5252,0,"1.08000","0","1","Bulk","FLEX-14","Active","Glass Body","SPST-NO","15 ~ 20AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.55ms","0.2ms","Through Hole","Axial","1.744"" (44.30mm)","0.090"" Dia x 0.551"" L (2.28mm x 14.00mm)","-","-40°C ~ 125°C","0.2pF","1A (DC)"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_switches/littelfuse_reed_switches_mdcg_4_datasheet.pdf.pdf,//media.digikey.com/Photos/Hamlin%20Photos/MDCG-4%2012-33.JPG,HE574-ND,MDCG-4-12-18,Littelfuse Inc.,SWITCH REED SPST-NO 350MA 140V,2033,0,"1.22000","0","1","Bulk","MDCG-4","Active","Glass Body","SPST-NO","12 ~ 18AT","-","350mA (AC), 500mA (DC)","140V","200V","10W","0.6ms","0.2ms","Through Hole","Axial","1.590"" (40.39mm)","0.090"" Dia x 0.600"" L (2.28mm x 15.24mm)","-","-40°C ~ 125°C","0.2pF","1.2A (DC)"
