Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Coil Type","Coil Current","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Features","Mounting Type","Termination Style","Operating Temperature"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1AH-12V,%20CB1AH-24V.jpg",CB1AF-T-12V-ND,CB1AF-T-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.08500","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Flux Protection","Socketable","Plug In, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 125°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1AF-T-R-P-12V-ND,CB1AF-T-R-P-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.08500","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 125°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1AF-R-P-12V-ND,CB1AF-R-P-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.10400","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CM1A-12V.JPG,CM1AF-R-24V-ND,CM1AF-R-24V,Panasonic Electric Works,CM RELAY 1 FORM A 24V,0,0,"4.14200","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Resistor, Sealed - Flux Protection","Socketable","Plug In","-40°C ~ 85°C"
-,-,1-1393277-9-ND,1-1393277-9,TE Connectivity Potter & Brumfield Relays,RELAY AUTOMOTIVE SPST 40A 24V,0,0,"4.16954","0","525","Bulk","V23076","Active","Non Latching","66.7mA","24VDC","SPST-NO (1 Form A)","40A","12VDC - Nom","14.1 VDC","2.4 VDC","5ms","3ms","Sealed - Fully","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1A-R-P-12V-ND,CB1A-R-P-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.19900","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Fully","Through Hole","PC Pin","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CM1A-12V.JPG,CM1AF-24V-ND,CM1AF-24V,Panasonic Electric Works,CM RELAY 1 FORM A 24V,0,0,"4.21800","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Flux Protection","Socketable","Plug In","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1AH-12V,%20CB1AH-24V.jpg",255-2174-ND,CB1AF-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 20A 24V,0,0,"4.23700","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Sealed - Flux Protection","Socketable","Plug In, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1AF-R-M-12V-ND,CB1AF-R-M-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.29400","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1AF-R-P-24V-ND,CB1AF-R-P-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 20A 24V,0,0,"4.33200","0","50","Bulk","CB","Active","Non Latching","84.0mA","24VDC","SPST-NO (1 Form A)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1F-R-P-12V-ND,CB1F-R-P-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.35100","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CM1A-12V.JPG,CM1A-24V-ND,CM1A-24V,Panasonic Electric Works,CM RELAY 1 FORM A 24V,0,100,"4.35100","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Fully","Socketable","Plug In","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_CM-Series_SPDT_Socketable.jpg,CM1F-24V-ND,CM1F-24V,Panasonic Electric Works,CM RELAY 1 FORM C 24V,0,0,"4.38900","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Flux Protection","Socketable","Plug In","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1-R-P-12V-ND,CB1-R-P-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.40800","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Fully","Through Hole","PC Pin","-40°C ~ 85°C"
http://www.panasonic-electric-works.com/eu-asset/en/downloads/ds_61204_en_cm_pd2014.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CM1A-12V.JPG,CM1AF-D-24V-ND,CM1AF-D-24V,Panasonic Electric Works,CM RELAY 1 FORM A 24V,0,0,"4.42700","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","15ms","Diode, Sealed - Flux Protection","Socketable","Plug In","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1AF-M-24V-ND,CB1AF-M-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 20A 24V,0,0,"4.44600","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_CM-Series_SPDT_ThroughHole.jpg,CM1-P-24V-ND,CM1-P-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 15A 24V,0,0,"4.46500","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Fully","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1A-R-SM-12V-ND,CB1A-R-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.48400","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-SM-12V-ND,CB1F-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.48400","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_CM-Series_SPDT_Socketable.jpg,CM1-24V-ND,CM1-24V,Panasonic Electric Works,CM RELAY 1 FORM C 24V,0,150,"4.52200","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Fully","Socketable","Plug In","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_CM-Series_SPDT_Socketable.jpg,CM1F-R-24V-ND,CM1F-R-24V,Panasonic Electric Works,CM RELAY 1 FORM C 24V,0,0,"4.52200","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Resistor, Sealed - Flux Protection","Socketable","Plug In","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1AF-R-M-24V-ND,CB1AF-R-M-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 20A 24V,0,0,"4.54100","0","50","Bulk","CB","Active","Non Latching","84.0mA","24VDC","SPST-NO (1 Form A)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1-SM-12V-ND,CB1-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.57900","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-R-SM-12V-ND,CB1F-R-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.57900","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1F-R-P-24V-ND,CB1F-R-P-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.59800","0","50","Bulk","CB","Active","Non Latching","84.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1A-SM-12V-ND,CB1A-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.61700","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1-R-P-24V-ND,CB1-R-P-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.63600","0","50","Bulk","CB","Active","Non Latching","84.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Resistor, Sealed - Fully","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1A-D-SM-12V-ND,CB1A-D-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.63600","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","-","Diode, Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1A-WM-12V-ND,CB1A-WM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.63600","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1A-P-12V,%20CB1A-P-24V.jpg",CB1AF-T-P-12V-ND,CB1AF-T-P-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.69300","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 125°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1-12V,%20CB1-24V.jpg",CB1AF-T-R-12V-ND,CB1AF-T-R-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.69300","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Socketable","Plug In, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 125°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_CM-Series_SPDT_ThroughHole.jpg,CM1A-P-24V-ND,CM1A-P-24V,Panasonic Electric Works,CM RELAY,0,0,"4.69300","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Fully","Through Hole","PC Pin","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/CM_Relays_2012.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_CM-Series_SPDT_ThroughHole.jpg,CM1AF-P-24V-ND,CM1AF-P-24V,Panasonic Electric Works,CM RELAY 1 FORM A 24V,0,0,"4.69300","0","50","Bulk","CM","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","15A","28VDC - Nom","14 VDC","2.4 VDC","10ms","10ms","Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-D-SM-12V-ND,CB1F-D-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.71200","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","-","Diode, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
-,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-WM-12V-ND,CB1F-WM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.71200","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://www.panasonic-electric-works.com/cps/rde/xbcr/pew_eu_en/ds_61215_en_cj.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ACJ5x12P.JPG,ACJ5212P-ND,ACJ5212P,Panasonic Electric Works,RELAY AUTOMOTIVE SPDTX2 20A 12V,0,105,"4.72000","0","35","Tube","ACJ","Active","Non Latching","53.3mA","12VDC","SPDT (1 Form C) x 2","20A","14VDC - Nom","7.2 VDC","1 VDC","10ms","10ms","Sealed - Flux Protection","Through Hole","PC Pin","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1-D-SM-12V-ND,CB1-D-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.78800","0","50","Bulk","CB","Active","Non Latching","117mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","-","Diode, Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1-SM-24V-ND,CB1-SM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.78800","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-R-M-24V-ND,CB1F-R-M-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.78800","0","50","Bulk","CB","Active","Non Latching","84.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1A-D-SM-24V-ND,CB1A-D-SM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 20A 24V,0,0,"4.86400","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","-","Diode, Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,255-3731-ND,CB1A-WM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 20A 24V,0,0,"4.86400","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPST-NO (1 Form A)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,255-2164-ND,CB1-R-SM-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 40A 12V,0,0,"4.88300","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPDT (1 Form C)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,-,CB1A-T-R-12V-ND,CB1A-T-R-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 40A 12V,0,0,"4.88300","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","40A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Fully","Socketable","Plug In, Quick Connect - 0.250"" (6.3mm)","-40°C ~ 125°C"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/G8N-1%20SERIES.JPG,G8NB-1DC12-ND,G8NB-1 DC12,Omron Electronics Inc-EMC Div,RELAY AUTOMOTIVE SPDT 30A 12V,0,0,"4.88400","0","2700","Bulk","G8N-1","Active","Non Latching","53.3mA","12VDC","SPDT (1 Form C)","30A","16VDC - Max","7.2 VDC","1 VDC","10ms","10ms","-","Through Hole","PC Pin","-"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-D-SM-24V-ND,CB1F-D-SM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.92100","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","-","Diode, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
-,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-WM-24V-ND,CB1F-WM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.92100","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,"//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/CB1AH-12V,%20CB1AH-24V.jpg",CB1AHF-R-12V-ND,CB1AHF-R-12V,Panasonic Electric Works,RELAY AUTOMOTIVE SPST 70A 12V,0,0,"4.97800","0","50","Bulk","CB","Active","Non Latching","134mA","12VDC","SPST-NO (1 Form A)","70A","14VDC - Nom","7 VDC","1.2 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Socketable","Plug In, Quick Connect - Multiple Sizes","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1-D-SM-24V-ND,CB1-D-SM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.99700","0","50","Bulk","CB","Active","Non Latching","75.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","-","Diode, Sealed - Fully","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/350,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/CB1F-M-24V.jpg,CB1F-R-WM-24V-ND,CB1F-R-WM-24V,Panasonic Electric Works,RELAY AUTOMOTIVE SPDT 20A 24V,0,0,"4.99700","0","50","Bulk","CB","Active","Non Latching","84.0mA","24VDC","SPDT (1 Form C)","20A","28VDC - Nom","14 VDC","2.4 VDC","15ms","15ms","Resistor, Sealed - Flux Protection","Chassis Mount","Quick Connect - 0.250"" (6.3mm)","-40°C ~ 85°C"
