Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Positions","Mounting Type","Termination Style","For Use With/Related Products"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2982689,//media.digikey.com/Photos/Phoenix%20Photos/2982689.JPG,277-4964-ND,2982689,Phoenix Contact,RELAY SOCKET DIN RAIL,20,0,"44.94000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
-,//media.digikey.com/Photos/Phoenix%20Photos/5521856.JPG,277-5059-ND,5521856,Phoenix Contact,RELAY SOCKET DIN RAIL,7,174,"68.00000","0","1","-","Active","Socket","-","DIN Rail","Screw Terminal","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/5601975.JPG,277-5271-ND,5601975,Phoenix Contact,RELAY SOCKET 8 POSITION DIN RAIL,22,0,"76.50000","0","1","RMOB-JR","Active","Socket","8","DIN Rail","Screw Terminal","Relays, 8 Pin Octal"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2950996.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2950996.jpg,277-5198-ND,2950996,Phoenix Contact,RELAY SOCKET DIN RAIL,2,0,"104.49000","0","1","-","Active","Socket","-","DIN Rail","Screw Terminal","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E162.jpg,PB801-ND,27E162,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS PANEL MOUNT,75,0,"2.26000","0","1","R10","Active","Socket","10","Panel Mount","Solder Lug","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KH_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E006.jpg,PB144-ND,27E006,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS CHASSIS MT,45,0,"2.40000","0","1","-","Active","Socket","14","Chassis Mount","Solder Lug","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E193.jpg,PB803-ND,27E193,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS THROUGH HOLE,244,0,"2.69000","0","1","R10","Active","Socket","10","Through Hole","PC Pin","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E163.jpg,PB802-ND,27E163,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS PANEL MOUNT,99,0,"2.81000","0","1","R10","Active","Socket","16","Panel Mount","Solder Lug","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E126.jpg,PB133-ND,27E126,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS PANEL MOUNT,66,0,"2.98000","0","1","R10","Active","Socket","16","Panel Mount","Solder Lug","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,-,PB2203-ND,27E629,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS THROUGH HOLE,87,0,"3.22000","0","1","R10","Active","Socket","16","Through Hole","PC Pin","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E127.jpg,PB798-ND,27E127,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 22 POS PANEL MOUNT,68,0,"3.72000","0","1","R10","Active","Socket","22","Panel Mount","Solder Lug","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E152.jpg,PB800-ND,27E152,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS CHASSIS MT,42,0,"3.72000","0","1","R10","Active","Socket","16","Chassis Mount","Solder Lug","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MTacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/7-1415043-1.jpg,PB2116-ND,7-1415043-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS PANEL MOUNT,97,0,"4.56000","0","1","MT, SCHRACK","Active","Socket","8","Panel Mount","Solder Lug","MT, SCHRACK"
https://www3.panasonic.biz/ac/e_download/option/option/socket/catalog/mech_eng_dk_op.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/DK2A-PSL2.JPG,255-3726-ND,DK2A-PSL2,Panasonic Electric Works,RELAY SOCKET 8 POS THROUGH HOLE,50,0,"5.21000","0","1","DK","Active","Socket","8","Through Hole","PC Pin","DK1A1B and DK2A Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KUKUP&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E396.jpg,PB810-ND,27E396,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS PANEL MOUNT,53,0,"5.38000","0","1","KU","Active","Socket","11","Panel Mount","Quick Connect - 0.187"" (4.7mm)","KU Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RMacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/RM78701.jpg,PB928-ND,RM78700,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS CHASSIS MT,36,0,"5.50000","0","1","RM, SCHRACK","Active","Socket","11","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","RM, SCHRACK"
https://www.littelfuse.com/~/media/commercial-vehicle/datasheets/automotive-fuse-holders/powr-blok-modules-datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03540551Z.JPG,F7129-ND,03540551Z,Littelfuse Inc.,RELAY HSG 5POS WIRING HARNESS,77,0,"11.21000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","280 Micro Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98016&DocType=SS&DocLang=EN,-,PB2057-ND,1393824-4,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS PANEL MOUNT,15,0,"22.44000","0","1","AXICOM","Active","Socket","10","Panel Mount","Solder Lug","Cradle Relays, AXICOM"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2777043,//media.digikey.com/Photos/Phoenix%20Photos/2777043.jpg,277-14683-ND,2777043,Phoenix Contact,TERM BLOCK 3POS DIN RAIL MOUNT,10,0,"23.87000","0","1","INTERFACE UDK-RELG","Active","Socket","3","DIN Rail","Screw Terminal","ST-REL Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967811,//media.digikey.com/Photos/Phoenix%20Photos/2967811.JPG,277-5165-ND,2967811,Phoenix Contact,RELAY SOCKET DIN RAIL,9,0,"24.61000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967785,//media.digikey.com/Photos/Phoenix%20Photos/2967785.JPG,277-9497-ND,2967785,Phoenix Contact,RELAY SOCKET DIN RAIL,10,0,"26.75000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2967028,//media.digikey.com/Photos/Phoenix%20Photos/2967028.jpg,277-5037-ND,2967028,Phoenix Contact,RELAY SOCKET DIN RAIL,9,100,"27.82000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KBP&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/27E928.jpg,PB813-ND,27E928,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 20 POS PANEL MOUNT,35,0,"28.08000","0","1","KBP","Active","Socket","20","Panel Mount","Solder Lug","KBP Series"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6B-4BND-DC24.jpg,Z6470-ND,P6BF4BNDDC12,Omron Electronics Inc-EMC Div,RELAY SOCKET DIN RAIL G3S4 G6B-4,7,0,"90.49000","0","1","G6B-4","Active","Socket","-","DIN Rail","Screw Terminal","G3S4 and G6B-4 Series"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5521898.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5521898.jpg,277-15493-ND,5521898,Phoenix Contact,CONN TERM BLOCK,2,0,"127.75000","0","1","-","Active","Socket","-","DIN Rail","-","-"
http://us.idec.com/Common/Download.aspx?d=43465,//media.digikey.com/photos/IDEC/MFG_SY4S-62.jpg,1885-1317-ND,SY4S-62,IDEC,RELAY SOCKET 14 POS THROUGH HOLE,498,0,"1.82000","0","1","SY","Active","Socket","14","Through Hole","PC Pin","RY Series"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/Photos/IDEC/MFG_SH2B-62.jpg,1885-1213-ND,SH2B-62,IDEC,RELAY SOCKET 8 POS THROUGH HOLE,410,0,"1.92000","0","1","SH","Active","Socket","8","Through Hole","PC Pin","RH Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=282435&DocType=Customer+Drawing&DocLang=English,-,PB2469-ND,282435-2,TE Connectivity Potter & Brumfield Relays,RELAY HSG W SEC LOCK ASSY 9 POS,572,0,"1.93000","0","1","-","Active","Housing","9","Wiring Harness","Quick Connect Terminals (Not Provided)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-Z1001-B045&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6-1904045-5.jpg,PB2511-ND,6-1904045-5,TE Connectivity Potter & Brumfield Relays,V23333Z1001B045-EV-441,271,0,"2.07000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/NC_Relays.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/NC2-SS.JPG,255-3669-ND,NC2-SS,Panasonic Electric Works,RELAY SOCKET 8 POS CHASSIS MOUNT,37,0,"2.50000","0","1","NC","Active","Socket","8","Chassis Mount","Solder Lug","NC2D Relays"
-,-,PB2514-ND,670-0014,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET,100,0,"3.36000","0","1","-","Active","Socket","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901872,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901872.jpg,277-17651-ND,2901872,Phoenix Contact,RELAY SOCKET DIN RAIL,42,60,"3.37000","0","1","RIF","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
-,-,PB2513-ND,670-0013,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET,100,0,"3.60000","0","1","-","Active","Socket","-","-","-","-"
-,//media.digikey.com/Photos/TE%20Connectivity/670-0154.jpg,PB2515-ND,670-0154,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET,89,0,"4.15000","0","1","-","Active","Socket","-","-","-","-"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_relay-modules-1-2-position.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03540506Z.jpg,F11910-ND,03540506Z,Littelfuse Inc.,RELAY HSG 5 POS WIRING HARNESS,34,0,"4.39000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","ISO Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900930,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900930.jpg,277-17652-ND,2900930,Phoenix Contact,RELAY SOCKET DIN RAIL,40,0,"4.49000","0","1","RIF","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
http://us.idec.com/Common/Download.aspx?d=425,//media.digikey.com/Photos/IDEC/MFG_SJ1S-07LW.jpg,1885-1574-ND,SJ1S-07LW,IDEC,RELAY SOCKET 5 POSITION DIN RAIL,70,0,"4.51000","0","1","SJ","Active","Socket","5","DIN Rail","Screw Terminal","RJ Series"
-,-,2066-94.72-ND,94.72,"Finder Relays, Inc.",SOCKET FOR 55.32 RELAYS,50,0,"4.75000","0","1","94","Active","Socket","14","DIN Rail","Screw Terminal","55.32 Relays"
-,-,2066-95.03-ND,95.03,"Finder Relays, Inc.",SOCKET FOR 40 SERIES,100,0,"4.87000","0","1","95","Active","Socket","8","DIN Rail","Screw Terminal","40.31 Relays"
-,-,2066-90.20-ND,90.20,"Finder Relays, Inc.",SOCKET FOR 60.12 RELAYS,50,0,"5.06000","0","1","90","Active","Socket","11","DIN Rail","Screw Terminal","60.12 Relays"
-,-,2066-95.03SPA-ND,95.03SPA,"Finder Relays, Inc.",SOCKET FOR 40 SERIES W/095.01,98,0,"5.18000","0","1","95","Active","Socket","14","DIN Rail","Screw Terminal","40.31 Relays"
-,-,2066-97.01-ND,97.01,"Finder Relays, Inc.",SOCKET FOR 46.61 RELAYS,75,0,"5.57000","0","1","97","Active","Socket","8","DIN Rail","Screw Terminal","46.61 Relays"
-,-,2066-94.73-ND,94.73,"Finder Relays, Inc.",SOCKET FOR 55.33 RELAYS,48,0,"5.57000","0","1","94","Active","Socket","11","DIN Rail","Screw Terminal","55.33 Relays"
-,-,2066-96.02-ND,96.02,"Finder Relays, Inc.",SOCKET FOR 56.32 RELAYS,50,0,"5.69000","0","1","96","Active","Socket","14","DIN Rail","Screw Terminal","56.32 Relays"
-,-,2066-97.P1SPA-ND,97.P1SPA,"Finder Relays, Inc.",SOCKET FOR 46.61 RELAY W/097.01,50,0,"5.69000","0","1","97","Active","Socket","8","DIN Rail","Spring Terminal","46.61 Relays"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_relay-modules-1-2-position.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03540536Z.jpg,F10778-ND,03540536Z,Littelfuse Inc.,RELAY HSG 5POS WIRING HARNESS,100,0,"5.84000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","ISO Relays"
-,-,2066-90.21-ND,90.21,"Finder Relays, Inc.",SOCKET FOR 60.13 RELAYS,49,0,"5.88000","0","1","90","Active","Socket","8","DIN Rail","Screw Terminal","60.13 Relays"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_relay-modules-3-position_1-position_9-pin.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_03540542Z.jpg,F11131-ND,03540542Z,Littelfuse Inc.,RELAY HSG 9POS WIRING HARNESS,57,0,"5.91000","0","1","-","Active","Housing","9","Wiring Harness","Quick Connect Terminals (Not Provided)","ISO Relays"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,-,Z11270-ND,PY08-Y1,Omron Automation and Safety,RELAY SOCKET 8 POS PANEL MOUNT,29,0,"5.94000","0","1","MY","Active","Socket","8","Panel Mount","Solder Lug","MY2 Relays"
-,-,2066-90.27-ND,90.27,"Finder Relays, Inc.",SOCKET FOR 60.13 RELAYS,100,0,"5.98000","0","1","90","Active","Socket","11","DIN Rail","Screw Terminal","60.13 Relays"
-,//media.digikey.com/Photos/Omron%20Auto/PY14-Y1.jpg,Z11272-ND,PY14-Y1,Omron Automation and Safety,RELAY SOCKET 14 POS PANEL MOUNT,30,0,"6.02000","0","1","MY","Active","Socket","14","Panel Mount","Solder Lug","MY4/MY2K Relays"
-,-,2066-95.P3SPA-ND,95.P3SPA,"Finder Relays, Inc.",SOCKET FOR 40.31 RLY W/095.91.3,50,0,"6.41000","0","1","95","Active","Socket","8","DIN Rail","Spring Terminal","40.31 Relays"
-,-,2066-96.72-ND,96.72,"Finder Relays, Inc.",SOCKET FOR 56.32 RELAYS,50,0,"6.41000","0","1","96","Active","Socket","8","DIN Rail","Screw Terminal","56.32 Relays"
https://www.gavazzionline.com/pdf/RRM-DS.pdf,-,1864-2883-ND,ZRM2N,Carlo Gavazzi Inc.,RELAY SOCKET 8 POSITION DIN RAIL,71,0,"6.60000","0","1","RRM","Active","Socket","8","DIN Rail","Screw Terminal","RRM Relays"
-,-,2066-95.P5SPA-ND,95.P5SPA,"Finder Relays, Inc.",SOCKET 40/44 SERIES W/095.91.3,50,0,"6.60000","0","1","95","Active","Socket","11","DIN Rail","Spring Terminal","40.51, 40.52, 40.61, 40.62 Relays"
-,-,2066-97.02-ND,97.02,"Finder Relays, Inc.",SOCKET FOR 46.52 RELAYS,100,0,"6.82000","0","1","97","Active","Socket","8","DIN Rail","Screw Terminal","46.52 Relays"
-,-,2066-97.P2SPA-ND,97.P2SPA,"Finder Relays, Inc.",SOCKET FOR 46.52 RELAY W/097.01,50,0,"6.91000","0","1","97","Active","Socket","5","DIN Rail","Spring Terminal","46.52 Relays"
-,-,2066-90.03-ND,90.03,"Finder Relays, Inc.",SOCKET FOR 60.13 RELAYS,100,0,"7.03000","0","1","90","Active","Socket","11","DIN Rail","Screw Terminal","60.13 Relays"
-,//media.digikey.com/Photos/Weidmuller/MFG_8690830000.jpg,281-4997-ND,8690830000,Weidmüller,SRC 2CO RELAY BASE,52,100,"7.03000","0","1","SRC","Active","Socket","8","DIN Rail","Screw Terminal","FG Relays"
http://us.idec.com/Common/Download.aspx?d=42867,//media.digikey.com/photos/IDEC/MFG_SM2S.jpg,1885-1683-ND,SM2S-05,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,74,0,"7.30000","0","1","SM","Active","Socket","8","DIN Rail","Screw Terminal","RM Series"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Industrial_Relays_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8869480000.jpg,281-6084-ND,8869480000,Weidmüller,RELAY SOCKET 8 POSITION DIN RAIL,88,0,"7.36000","0","1","RCI","Active","Socket","8","DIN Rail","Screw Terminal","RCI Relays"
https://www.gavazzionline.com/pdf/RCI-2017-DS.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/ZCI11.jpg,1864-2869-ND,ZCI11,Carlo Gavazzi Inc.,RELAY SOCKET 11 POS DIN RAIL,47,0,"7.66000","0","1","RCI","Active","Socket","11","DIN Rail","Screw Terminal","RCI Relays"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Industrial_Relays_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8869490000.jpg,281-5007-ND,8869490000,Weidmüller,RELAY SOCKET 8 POSITION DIN RAIL,73,420,"7.71000","0","1","RCI","Active","Socket","8","DIN Rail","Screw Terminal","RCI Relays"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/Photos/IDEC/MFG_SH1B-05C.jpg,1885-1190-ND,SH1B-05C,IDEC,RELAY SOCKET 5 POSITION DIN RAIL,47,0,"7.73000","0","1","SH","Active","Socket","5","DIN Rail","Screw Terminal","RH Series"
http://us.idec.com/Common/Download.aspx?d=42867,//media.digikey.com/photos/IDEC/MFG_SM2S.jpg,1885-1333-ND,SM2S-05C,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,69,0,"8.11000","0","1","SM","Active","Socket","8","DIN Rail","Screw Terminal","RM Series"
-,-,2066-96.04-ND,96.04,"Finder Relays, Inc.",SOCKET FOR 56.34 RELAYS,50,0,"8.66000","0","1","96","Active","Socket","5","DIN Rail","Screw Terminal","56.34 Relays"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Industrial_Relays_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8869500000.jpg,281-5008-ND,8869500000,Weidmüller,RELAY SOCKET 8 POSITION DIN RAIL,66,508,"8.82000","0","1","RCI","Active","Socket","8","DIN Rail","Spring Terminal","RCI Relays"
-,-,2066-92.03-ND,92.03,"Finder Relays, Inc.",SOCKET FOR 62.32/33 RELAY,100,0,"9.50000","0","1","92","Active","Socket","11","DIN Rail","Screw Terminal","62.31, 62.32, 62.33 Relays"
-,-,2066-94.P3SPA-ND,94.P3SPA,"Finder Relays, Inc.",SOCKET FOR 55.33 RELAY W/094.91.,50,0,"9.50000","0","1","94","Active","Socket","5","DIN Rail","Spring Terminal","55.33 Relays"
-,-,2066-94.P4SPA-ND,94.P4SPA,"Finder Relays, Inc.",SOCKET FOR 55.34 RELAY W/094.91.,50,0,"9.50000","0","1","94","Active","Socket","8","DIN Rail","Spring Terminal","55.32, 55.34 Relays"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Industrial_Relays_DS.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8869420000.jpg,281-5005-ND,8869420000,Weidmüller,RELAY SOCKET 14 POS DIN RAIL,61,92,"9.57000","0","1","RCM","Active","Socket","14","DIN Rail","Screw Terminal","RCM Relays"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,-,Z11273-ND,PY14QN,Omron Automation and Safety,RELAY SOCKET 14 POS PANEL MOUNT,30,0,"10.09000","0","1","MY","Active","Socket","14","Panel Mount","Wire Wrap","MY4/MY2K Relays"
-,-,2066-96.74-ND,96.74,"Finder Relays, Inc.",SOCKET FOR 56.34 RELAYS,50,0,"10.22000","0","1","96","Active","Socket","5","DIN Rail","Screw Terminal","56.34 Relays"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/Photos/IDEC/MFG_SH3B-05C.jpg,1885-1279-ND,SH3B-05C,IDEC,RELAY SOCKET 11 POS DIN RAIL,40,0,"10.42000","0","1","SH","Active","Socket","11","DIN Rail","Screw Terminal","RH Series"
-,-,Z11283-ND,PYF14-ESS-B,Omron Automation and Safety,MY SOCKET/BOX TYPE,29,0,"11.03000","0","1","*","Active","-","-","-","-","-"
https://www3.panasonic.biz/ac/e_download/option/option/terminal-socket/catalog/mech_eng_he_op.pdf,-,255-5711-ND,JH1-SF,Panasonic Electric Works,RELAY SOCKET 4 POSITION DIN RAIL,90,10,"11.43000","0","1","HE","Active","Socket","4","DIN Rail","Screw Terminal","HE1A Relays"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/MFG_SR3P-05C.jpg,1885-1252-ND,SR3P-05C,IDEC,RELAY SOCKET 11 POS DIN RAIL,81,0,"11.54000","0","1","SR","Active","Socket","11","DIN Rail","Screw Terminal","RR Series"
http://us.idec.com/Common/Download.aspx?d=430,//media.digikey.com/Photos/IDEC/SU4S-11L.jpg,1885-1221-ND,SU4S-11L,IDEC,RELAY SOCKET 14 POS DIN RAIL,81,0,"12.56000","0","1","SU","Active","Socket","14","DIN Rail","Spring Terminal","RU Series"
http://us.idec.com/Common/Download.aspx?d=43465,//media.digikey.com/Photos/IDEC/MFG_SY4S-05C.jpg,1885-1087-ND,SY4S-05C,IDEC,RELAY SOCKET 14 POS DIN RAIL,92,0,"12.87000","0","1","SY","Active","Socket","14","DIN Rail","Screw Terminal","RY Series"
http://www.amphenolpcd.com/sites/default/files/product-docs/relay-sockets/JRE200100_C.pdf,-,APC1954-ND,JRS200300,Amphenol PCD,QUICK MOUNT 2 POLE,50,0,"12.97000","0","1","*","Active","-","-","-","-","-"
https://www3.panasonic.biz/ac/e_download/option/option/terminal-socket/catalog/mech_eng_he_op.pdf,-,255-5712-ND,JH2-SF,Panasonic Electric Works,RELAY SOCKET 6 POSITION DIN RAIL,82,0,"13.19000","0","1","HE","Active","Socket","6","DIN Rail","Screw Terminal","HE2A Relays"
-,-,966-1878-ND,25622203,Crouzet,CONTROL TIMER ACCESS SOCKET 8P,26,0,"14.20000","0","1","-","Active","Socket","8","-","-","Multiple Series"
https://industrial.omron.us/en/media/PYF-PU_P2RF-PU_Datasheet_en_201604_J286I-E-01_refJ212_tcm849-112366.pdf,//media.digikey.com/Photos/Omron%20Auto/PYF-14-PU.jpg,Z11281-ND,PYF-14-PU,Omron Automation and Safety,SOCKET FOR MY4 GEN PURP RELAY,35,66,"14.63000","0","1","MY","Active","Socket","14","DIN Rail","Spring Terminal","MY4 Relays"
https://industrial.omron.us/en/media/PYF-PU_P2RF-PU_Datasheet_en_201604_J286I-E-01_refJ212_tcm849-112366.pdf,//media.digikey.com/Photos/Omron%20Auto/PYF-14-PU-L.jpg,Z11280-ND,PYF-14-PU-L,Omron Automation and Safety,SOCKET FOR H3Y(N)-4-B TIMERS,30,38,"14.63000","0","1","MY","Active","Socket","14","DIN Rail","Spring Terminal","H3Y and H3YN Series"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,-,Z11284-ND,PYF14A-C,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,30,0,"15.27000","0","1","MY","Active","Socket","14","DIN Rail","Screw Terminal","MY4/MY2K Relays"
http://us.idec.com/Common/Download.aspx?d=358409,//media.digikey.com/Photos/IDEC/MFG_SF1V-6-07L.jpg,1885-1144-ND,SF1V-6-07L,IDEC,RELAY SOCKET 14 POS DIN RAIL,41,0,"18.20000","0","1","SF1V","Active","Socket","14","DIN Rail","Screw Terminal","RF1V Series"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Photos/SFS4-SFD.jpg,255-6218-ND,SFS4-SFD-R,Panasonic Electric Works,RELAY SOCKET 10 POS DIN RAIL,35,0,"20.48000","0","1","SFS","Active","Socket","10","DIN Rail","Screw Terminal","SFS Relays"
-,//media.digikey.com/Photos/Weidmuller/MFG_1220250000.jpg,281-4403-ND,1220250000,Weidmüller,RELAY SOCKET SPW 3CO,24,50,"21.37000","0","1","SPW","Active","Socket","11","DIN Rail","Screw Terminal","DRH and DRW Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900254,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900254.jpg,277-16788-ND,2900254,Phoenix Contact,TERM BLOCK,20,0,"22.20000","0","1","PLC-BPT","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900446,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900446.jpg,277-16795-ND,2900446,Phoenix Contact,PLC-BPT- 24UC/21,8,0,"23.27000","0","1","PLC-BPT","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Photos/SFS6-SFD.jpg,1110-4176-ND,SFS6-SFD,Panasonic Industrial Automation Sales,RELAY SOCKET 14 POS DIN RAIL,38,0,"31.27000","0","1","SFS","Active","Socket","14","DIN Rail","Screw Terminal","SFS Relays"
