Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Positions","Mounting Type","Termination Style","For Use With/Related Products"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393234&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/RP78602.jpg,PB525-ND,RP78602,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS THROUGH HOLE,7162,0,"1.97000","0","1","RT, SCHRACK","Active","Socket","8","Through Hole","PC Pin","RT Series, SCHRACK"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCF4-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Potter%20Brumfield%20Photos/VCF4-1000.jpg,PB232-ND,VCF4-1000,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,4504,0,"2.38000","0","1","VF4","Active","Socket","5","Through Hole","PC Pin","VF4-1 and VF4-4 Relays"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PY14-02.jpg,Z813-ND,PY14-02,Omron Automation and Safety,RELAY SOCKET 14 POS THROUGH HOLE,2376,12981,"3.37000","0","1","MY","Active","Socket","14","Through Hole","PC Pin","MY4/MY2K Relays"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/PA_Relays.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/PA1A-PS.jpg,255-2049-ND,PA1A-PS,Panasonic Electric Works,RELAY SOCKET 4 POS THROUGH HOLE,8442,0,"3.65000","0","1","PA","Active","Socket","4","Through Hole","PC Pin","PA1A Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCFM-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/VCFM-1000.jpg,VCFM-1000-ND,VCFM-1000,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,5732,0,"3.65000","0","1","VFM","Active","Socket","5","Through Hole","PC Pin","VFM Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/RT78726.jpg,PB780-ND,6-1415035-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POSITION DIN RAIL,1437,0,"4.95000","0","1","RT, SCHRACK","Active","Socket","8","DIN Rail","Screw Terminal","RT Series, SCHRACK"
https://assets.omron.com/m/29e17638638b1d35/original/G2R-_-S-Datasheet.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2RF-05-E.jpg,Z855-ND,P2RF-05-E,Omron Automation and Safety,RELAY SOCKET 5 POSITION DIN RAIL,3501,0,"6.43000","0","1","G2RS","Active","Socket","5","DIN Rail","Screw Terminal","G2R-1-S Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCF4-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/VCF4-1002.jpg,PB714-ND,VCF4-1002,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5POS WIRING HARNESS,2010,0,"6.63000","0","1","VF4","Active","Housing","5","Wiring Harness, Interlockable","Quick Connect Terminals (Not Provided)","VF4-1 and VF4-4 Relays"
http://www.crydom.com/en/products/catalog/e_d_sockets.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRSED.jpg,CC1830-ND,DRSED,Sensata-Crydom,RELAY SOCKET 5 POSITION DIN RAIL,166,0,"7.22000","0","1","LifePlus ED","Active","Socket","5","DIN Rail","Screw Terminal","ED Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/MK%20General%20Purpose%20Relay.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PLE11-0.jpg,Z839-ND,PLE11-0,Omron Automation and Safety,RELAY SOCKET 11 POS THROUGH HOLE,926,0,"7.83000","0","1","MK","Active","Socket","11","Through Hole","PC Pin","MK Series, 3PDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=K10_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E895.jpg,PB332-ND,27E895,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POSITION DIN RAIL,398,0,"8.20000","0","1","K10","Active","Socket","8","DIN Rail","Screw Terminal","K10 Series"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PTF08A-E.jpg,Z791-ND,PTF08A-E,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,9904,29714,"9.34000","0","1","LY","Active","Socket","8","DIN Rail","Screw Terminal","LY Series, SPDT/DPDT"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900445,//media.digikey.com/Photos/Phoenix%20Photos/2900445.JPG,277-9421-ND,2900445,Phoenix Contact,RELAY SOCKET DIN RAIL,1022,1560,"9.36000","0","1","PLC-BPIT","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2RF-08-E.jpg,Z207-ND,P2RF-08-E,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,2064,4093,"10.78000","0","1","G2RS","Active","Socket","8","DIN Rail","Screw Terminal","G2R-2-S Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KUKUP&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E121.jpg,PB165-ND,27E121,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS CHASSIS MT,320,0,"11.99000","0","1","KU","Active","Socket","11","Chassis Mount","Screw Terminal","KU Series"
http://downloads.omron.eu/IAB/Products/Control%20Components/Timers/Analogue%20Solid%20State%20Timers/H3Y/L097/L097-E1-01.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF14A-E.jpg,Z811-ND,PYF14A-E,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,1010,6863,"12.92000","0","1","MY","Active","Socket","14","DIN Rail","Screw Terminal","MY4/MY2K Relays"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PTF14A-E.jpg,Z2612-ND,PTF14A-E,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,1292,5401,"13.29000","0","1","LY","Active","Socket","14","DIN Rail","Screw Terminal","LY Series, 4PDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KUKUP&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E893.jpg,PB166-ND,27E893,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS DIN RAIL,341,0,"14.36000","0","1","KU","Active","Socket","11","DIN Rail","Screw Terminal","KU Series"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2966896,//media.digikey.com/Photos/Phoenix%20Photos/2966896.JPG,277-4900-ND,2966896,Phoenix Contact,RELAY SOCKET DIN RAIL,342,300,"15.78000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2966016,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2966016.jpg,277-2397-ND,2966016,Phoenix Contact,RELAY SOCKET DIN RAIL,224,2530,"16.85000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
http://www.ia.omron.com/data_pdf/cat/g7sa_j120-e1_12_4_csm1269.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P7SA-10F-ND-DC24.JPG,Z3323-ND,P7SA-10F-ND-DC24,Omron Automation and Safety,RELAY SOCKET 10 POS DIN RAIL,110,5237,"41.18000","0","1","G7SA","Active","Socket","10","DIN Rail","Screw Terminal","G7SA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCF4-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/VCF4-1001.jpg,PB316-ND,VCF4-1001,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5 POS WIRING HARNESS,4692,0,"1.17000","0","1","VF4","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","VF4-1 and VF4-4 Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1904045-6.JPG,A124188-ND,1-1904045-6,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5POS WIRING HARNESS,2666,0,"1.26000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","Micro Relays"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20P%20B%20PDFs/T7C_Series.pdf,//media.digikey.com/photos/Tyco%20Photos/27E1064.JPG,PB1129-ND,27E1064,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,1725,0,"1.58000","0","1","-","Active","Socket","5","Through Hole","PC Pin","T7C/N, SRUDH and ORWH Series"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/Photos/IDEC/MFG_SH1B-62.jpg,1885-1325-ND,SH1B-62,IDEC,RELAY SOCKET 5 POS THROUGH HOLE,1910,0,"1.73000","0","1","SH","Active","Socket","5","Through Hole","PC Pin","RH Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-Z1001-B045&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_1-1904045-5.JPG,PB2132-ND,1-1904045-5,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5 POS WIRING HARNESS,2883,0,"2.07000","0","1","-","Active","Housing","5","Wiring Harness, Interlockable","Quick Connect Terminals (Not Provided)","ISO Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-Z1001-A008&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1904045-2.jpg,PB1317-ND,1-1904045-2,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5 POS WIRING HARNESS,2221,0,"2.38000","0","1","-","Active","Housing","5","Wiring Harness, Interlockable","Quick Connect Terminals (Not Provided)","ISO Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCFM-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/VCFM-1002.jpg,PB1871-ND,VCFM-1002,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5 POS WIRING HARNESS,1903,0,"2.53000","0","1","VFM","Active","Housing","5","Wiring Harness, Interlockable","Quick Connect Terminals (Not Provided)","VFM Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393234&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/RP78601.jpg,PB667-ND,RP78601,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,792,0,"2.92000","0","1","RT, SCHRACK","Active","Socket","5","Through Hole","PC Pin","RT Series, SCHRACK"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=K10_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E489.jpg,PB334-ND,27E489,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS THROUGH HOLE,1723,0,"3.10000","0","1","K10","Active","Socket","8","Through Hole","PC Pin","K10 Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2R-05P.jpg,Z995-ND,P2R-05P,Omron Automation and Safety,RELAY SOCKET 5 POS THROUGH HOLE,2273,34037,"3.29000","0","1","G2RS","Active","Socket","5","Through Hole","PC Pin","G2R-1-S Relays"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6b.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P6B-04P.jpg,Z993-ND,P6B-04P,Omron Electronics Inc-EMC Div,RELAY SOCKET 4 POS THROUGH HOLE,1974,3240,"3.29000","0","1","G6B","Active","Socket","4","Through Hole","PC Pin","G6B Series, SPST"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2R-08P.jpg,Z2605-ND,P2R-08P,Omron Automation and Safety,RELAY SOCKET 8 POS THROUGH HOLE,1968,7899,"3.29000","0","1","G2RS","Active","Socket","8","Through Hole","PC Pin","G2R-2-S Relays"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_s.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/S-PS.JPG,255-1751-ND,S-PS,Panasonic Electric Works,RELAY SOCKET 12 POS THROUGH HOLE,1022,0,"3.31000","0","1","S","Active","Socket","12","Through Hole","PC Pin","S Series"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PT08.jpg,Z793-ND,PT08,Omron Automation and Safety,RELAY SOCKET 8 POS PANEL MOUNT,184,528,"3.40000","0","1","LY","Active","Socket","8","Panel Mount","Solder Lug","LY Series, SPDT/DPDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KUKUP&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E046.jpg,PB522-ND,27E046,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS THROUGH HOLE,3404,0,"3.50000","0","1","KU","Active","Socket","11","Through Hole","PC Pin","KU Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E130.jpg,PB799-ND,27E130,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 22 POS THROUGH HOLE,457,0,"3.53000","0","1","R10","Active","Socket","22","Through Hole","PC Pin","R10 Series"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/PT08-0.jpg,Z792-ND,PT08-0,Omron Automation and Safety,RELAY SOCKET 8 POS THROUGH HOLE,474,0,"3.57000","0","1","LY","Active","Socket","8","Through Hole","PC Pin","LY Series, SPDT/DPDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1415044-1.JPG,PB1492-ND,1415044-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS THROUGH HOLE,1044,0,"3.79000","0","1","MT, SCHRACK","Active","Socket","11","Through Hole","PC Pin","MT, SCHRACK"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6b.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P6B-26P.jpg,Z994-ND,P6B-26P,Omron Electronics Inc-EMC Div,RELAY SOCKET 6 POS THROUGH HOLE,1455,8400,"4.25000","0","1","G6B","Active","Socket","6","Through Hole","PC Pin","G6B Series, DPST"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6c.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P6C-06P.jpg,Z126-ND,P6C-06P,Omron Electronics Inc-EMC Div,RELAY SOCKET 6 POS THROUGH HOLE,2022,120,"4.32000","0","1","G6C","Active","Socket","6","Through Hole","PC Pin","G6C Series"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2900931.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_2900931.jpg,277-11891-ND,2900931,Phoenix Contact,RIF-1-BPT/2X21,185,290,"4.49000","0","1","RIF","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/RT78724.jpg,PB779-ND,8-1415035-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POSITION DIN RAIL,2843,0,"4.67000","0","1","RT, SCHRACK","Active","Socket","5","DIN Rail","Screw Terminal","RT Series, SCHRACK"
https://www3.panasonic.biz/ac/e_download/option/option/socket/catalog/mech_eng_dk_op.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/DK2A-PS.JPG,255-1102-ND,DK2A-PS,Panasonic Electric Works,RELAY SOCKET 6 POS THROUGH HOLE,499,0,"4.80000","0","1","DK","Active","Socket","6","Through Hole","PC Pin","DK1A1B and DK2A Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KR_Accessories&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/27E891.jpg,PB520-ND,27E891,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POSITION DIN RAIL,433,0,"4.95000","0","1","KRPA","Active","Socket","8","DIN Rail","Screw Terminal","KRPA Series"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/265,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/DSP2A-PS.jpg,255-1060-ND,DSP2A-PS,Panasonic Electric Works,RELAY SOCKET 6 POS THROUGH HOLE,542,0,"5.54000","0","1","DSP","Active","Socket","6","Through Hole","PC Pin","DSP2A and DSP1 Relays"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3dz.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P6D-04P.jpg,Z1684-ND,P6D-04P,Omron Electronics Inc-EMC Div,RELAY SOCKET 4 POS THROUGH HOLE,3737,0,"5.57000","0","1","G6D-ASI","Active","Socket","4","Through Hole","PC Pin","G6D-ASI Series"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2900958.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_2900958.jpg,277-11898-ND,2900958,Phoenix Contact,RIF-0-BPT/21,309,260,"5.62000","0","1","RIF","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/SR2P-06.jpg,1885-1733-ND,SR2P-06,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,117,0,"6.02000","0","1","SR","Active","Socket","8","DIN Rail","Screw Terminal","RR Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/PT78720.jpg,PB723-ND,6-1415034-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POSITION DIN RAIL,625,0,"6.26000","0","1","PT, SCHRACK","Active","Socket","8","DIN Rail","Screw Terminal","PT, PTH and KHA Series"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/Photos/IDEC/SH1B-05.JPG,1885-1007-ND,SH1B-05,IDEC,RELAY SOCKET 5 POSITION DIN RAIL,1333,0,"6.41000","0","1","SH","Active","Socket","5","DIN Rail","Screw Terminal","RH Series"
http://us.idec.com/Common/Download.aspx?d=43465,//media.digikey.com/photos/IDEC/MFG_SY2S.jpg,1885-1067-ND,SY2S-05,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,301,0,"6.74000","0","1","SY","Active","Socket","8","DIN Rail","Screw Terminal","RY Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/RT7872P.JPG,PB1240-ND,1860200-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POSITION DIN RAIL,309,0,"7.43000","0","1","RT, SCHRACK","Active","Socket","8","DIN Rail","Spring Terminal","RT Series, SCHRACK"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/MK%20General%20Purpose%20Relay.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PF083A-E.jpg,Z805-ND,PF083A-E,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,168,4575,"7.53000","0","1","MK","Active","Socket","8","DIN Rail","Screw Terminal","MK Series, DPDT"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/Photos/IDEC/MFG_SH2B-05.jpg,1885-1000-ND,SH2B-05,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,1341,0,"7.99000","0","1","SH","Active","Socket","8","DIN Rail","Screw Terminal","RH Series"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/photos/IDEC/MFG_SH3B-05.jpg,1885-1094-ND,SH3B-05,IDEC,RELAY SOCKET 11 POS DIN RAIL,202,0,"8.69000","0","1","SH","Active","Socket","11","DIN Rail","Screw Terminal","RH Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KR_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/27E122.jpg,PB177-ND,27E122,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS CHASSIS MOUNT,193,0,"8.95000","0","1","KRPA","Active","Socket","8","Chassis Mount","Screw Terminal","KRPA Series"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/SR3P-05.JPG,1885-1040-ND,SR3P-05,IDEC,RELAY SOCKET 11 POS DIN RAIL,390,0,"9.12000","0","1","SR","Active","Socket","11","DIN Rail","Screw Terminal","RR Series"
http://www.ia.omron.com/data_pdf/cat/my_ds_e_7_3_csm59.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF08A-E.jpg,Z882-ND,PYF08A-E,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,1733,4374,"9.32000","0","1","MY","Active","Socket","8","DIN Rail","Screw Terminal","MY2 Relays"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/photos/IDEC/MFG_SH2B.jpg,1885-1036-ND,SH2B-05C,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,192,0,"9.55000","0","1","SH","Active","Socket","8","DIN Rail","Screw Terminal","RH Series"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/SR3B-05.JPG,1885-1010-ND,SR3B-05,IDEC,RELAY SOCKET 11 POS DIN RAIL,1366,0,"9.62000","0","1","SR","Active","Socket","11","DIN Rail","Screw Terminal","RR Series"
http://www3.panasonic.biz/ac/e_download/option/option/terminal-socket/catalog/mech_eng_hn_op.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/AHNA21.jpg,255-1802-ND,AHNA21,Panasonic Electric Works,RELAY SOCKET DIN RAIL,516,0,"9.67000","0","1","AHN","Active","Socket","-","DIN Rail","Screw Terminal","HN2 Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=K10_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E487.jpg,PB642-ND,27E487,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS CHASSIS MOUNT,307,0,"9.89000","0","1","K10","Active","Socket","8","Chassis Mount","Screw Terminal","K10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KR_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E123.jpg,PB178-ND,27E123,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS CHASSIS MT,170,0,"9.89000","0","1","KRPA","Active","Socket","11","Chassis Mount","Screw Terminal","KRPA Series"
http://www.ia.omron.com/data_pdf/cat/g7sa_j120-e1_12_4_csm1269.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P7SA-10P.JPG,Z3324-ND,P7SA-10P,Omron Automation and Safety,RELAY SOCKET 10 POS THROUGH HOLE,438,2987,"10.02000","0","1","G7SA","Active","Socket","10","Through Hole","PC Pin","G7SA Series"
http://relays.tycoelectronics.com/schrack/pdf/ACC_rohs.pdf,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/MT78740.jpg,PB870-ND,MT78740,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS DIN RAIL,168,0,"10.57000","0","1","MT, SCHRACK","Active","Socket","11","DIN Rail","Screw Terminal","MT, SCHRACK"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KR_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E892.jpg,PB521-ND,27E892,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS DIN RAIL,132,0,"10.91000","0","1","KRPA","Active","Socket","11","DIN Rail","Screw Terminal","KRPA Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2RF-05.jpg,Z2285-ND,P2RF-05,Omron Automation and Safety,RELAY SOCKET 5 POSITION DIN RAIL,237,429,"11.44000","0","1","G2RS","Active","Socket","5","DIN Rail","Screw Terminal","G2R-1-S Relays"
http://us.idec.com/Common/Download.aspx?d=43465,//media.digikey.com/Photos/IDEC/MFG_SY4S-05.jpg,1885-1004-ND,SY4S-05,IDEC,RELAY SOCKET 14 POS DIN RAIL,1499,0,"11.47000","0","1","SY","Active","Socket","14","DIN Rail","Screw Terminal","RY Series"
http://www.ia.omron.com/data_pdf/cat/g7sa_j120-e1_12_4_csm1269.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P7SA-14P.jpg,Z2628-ND,P7SA-14P,Omron Automation and Safety,RELAY SOCKET 14 POS THROUGH HOLE,720,1430,"12.03000","0","1","G7SA","Active","Socket","14","Through Hole","PC Pin","G7SA Series"
https://industrial.omron.us/en/media/H3Y_H3Y-B_H3YN_H3YN-B_Datasheet_en_201603_M25I-E-01_tcm849-113625.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF14A-N.jpg,Z2614-ND,PYF14A-N,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,319,918,"13.29000","0","1","MY","Active","Socket","14","DIN Rail","Screw Terminal","MY4/MY2K Relays"
https://industrial.omron.us/en/media/GP_Relay_MJN_datasheet_EN_201609_J34IE03_tcm849-112841.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PTF11PC.jpg,Z251-ND,PTF11PC,Omron Automation and Safety,RELAY SOCKET 11 POS DIN RAIL,167,1072,"13.43000","0","1","MJN","Active","Socket","11","DIN Rail","Screw Terminal","MJN Series"
