Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Number of Channels","Connector Type","Mounting Type"
http://www.grayhill.com/assets/1/7/IO_Racks_4_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK4.jpg,GH7028-ND,70RCK4,Grayhill Inc.,I/O MODULE RACK 4 CHANNEL,116,0,"41.72000","0","1","System 50","Active","Standard","4","Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70mrck16-hl.JPG,GH7437-ND,70MRCK16-HL,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,41,0,"143.92000","0","1","System 50","Active","Mini","16","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_24_InLine_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70MRCQ24-HL.JPG,GH7438-ND,70MRCK24-HL,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,43,23,"197.08000","0","1","System 50","Active","Mini","24","Header, Screw Terminal Blocks","Standoffs"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P7TF-05.jpg,Z3225-ND,P7TF-05,Omron Automation and Safety,I/O MODULE RACK CHANNEL,145,387,"11.95000","0","1","P7TF","Active","G3TA, G7T","1","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK8.jpg,GH7029-ND,70RCK8,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,122,104,"87.85000","0","1","System 50","Active","Standard","8","Card Edge, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK16.jpg,GH7031-ND,70RCK16,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,49,21,"121.32000","0","1","System 50","Active","Standard","16","Card Edge, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20P%20B%20PDFs/2IO_Series.pdf,"//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/2IO4A,%202IO4B.jpg",PB696-ND,2IO4A,TE Connectivity Potter & Brumfield Relays,I/O MODULE RACK 4 CHANNEL,31,0,"106.47000","0","1","2IO","Obsolete","Standard","4","Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_24_InLine_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70MRCK24-EC.jpg,GH3008-ND,70MRCK24-EC,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,2,0,"213.73000","0","1","System 50","Active","Mini","24","Card Edge, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_4_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70grck4.JPG,GH7432-ND,70GRCK4,Grayhill Inc.,I/O MODULE RACK 4 CHANNEL,7,9,"42.06000","0","1","System 50","Active","G5","4","Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_4_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK4R.jpg,GH3035-ND,70RCK4R,Grayhill Inc.,I/O MODULE RACK 4 CHANNEL,24,0,"45.57000","0","1","System 50","Active","Standard","4","Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2282075.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2282075.JPG,277-5171-ND,2282075,Phoenix Contact,I/O MODULE RACK 1 CHANNEL,20,0,"82.43000","0","1","VARIOFACE, FLKM","Active","Standard","1","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70MRCK8-EC.jpg,GH7030-ND,70MRCK8-EC,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,13,0,"91.39000","0","1","System 50","Active","Mini","8","Card Edge, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK16-HL.jpg,GH3045-ND,70RCK16-HL,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,9,20,"136.66000","0","1","System 50","Active","Standard","16","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70grck16-hl.JPG,GH7444-ND,70GRCK16-HL,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,3,106,"135.06000","0","1","System 50","Active","G5","16","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2282088.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2282088.JPG,277-5315-ND,2282088,Phoenix Contact,I/O MODULE RACK 2 CHANNEL,5,42,"141.23000","0","1","VARIOFACE, FLKM","Active","Standard","2","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2282091.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2282091.JPG,277-5231-ND,2282091,Phoenix Contact,I/O MODULE RACK 4 CHANNEL,20,30,"185.06000","0","1","VARIOFACE, FLKM","Active","Standard","4","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_24_InLine_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK24.jpg,GH3007-ND,70RCK24,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,8,19,"196.82000","0","1","System 50","Active","Standard","24","Card Edge, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_24_Channel.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70MRCQ24-HL.jpg,GH7425-ND,70MRCQ24-HL,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,5,4,"213.48000","0","1","System 50","Active","Mini","24","Header, Screw Terminal Blocks","Standoffs"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2972990,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2972990.jpg,277-14978-ND,2972990,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,4,0,"481.75000","0","1","VARIOFACE, UMK","Active","-","16","Screw Terminal Blocks","DIN Rail"
http://www.crouzet-ssr.com/english/products/download/PB24C4.pdf,//media.digikey.com/Photos/Crydom%20Photos/PB-24C4.jpg,CC2366-ND,PB-24C4,Sensata-Crydom,I/O MODULE RACK 24 CHANNEL,2,0,"404.12000","0","1","PB","Active","C4","24","Header, Screw Terminal Blocks","Standoffs"
-,//media.digikey.com/Photos/Weidmuller/MOS1GN.jpg,281-5301-ND,MOS1GN,Weidmüller,DELCON BASE OUTPUT 1CH. S CONN,29,255,"19.70000","0","1","DELCON","Active","-","4","Screw Terminal Blocks","DIN Rail"
-,//media.digikey.com/Photos/Weidmuller/MOS1GNEX.JPG,281-6256-ND,MOS1GNEX,Weidmüller,DELCON OUT BASE SCREW REFORCED,25,101,"20.09000","0","1","DELCON","Active","-","4","Screw Terminal Blocks","DIN Rail"
http://www.crydom.com/en/products/catalog/p_b4.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PB4.jpg,CC1206-ND,PB4,Sensata-Crydom,I/O MODULE RACK 4 CHANNEL,5,0,"96.53000","0","1","PB","Not For New Designs","Standard","4","Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972916_Appl_Note.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2972916.jpg,277-5332-ND,2972916,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,5,0,"219.50000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,//media.digikey.com/photos/Omron%20Auto/P7TF-OS16-DC12V.jpg,Z9900-ND,P7TF-OS16 DC12V,Omron Automation and Safety,I/O MODULE RACK 16 CHANNEL,2,0,"323.57000","0","1","P7TF","Active","G3TA, G7T","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5604258_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/5604258.jpg,277-17488-ND,5604258,Phoenix Contact,UM-8REL/SI/21/14/PLCASSY,3,0,"434.50000","0","1","VARIOFACE, UM","Active","Standard","8","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20P%20B%20PDFs/2IO_Series.pdf,//media.digikey.com/Photos/TE%20Connectivity/1393026-8.JPG,PB1950-ND,1393026-8,TE Connectivity Potter & Brumfield Relays,I/O MODULE RACK 16 CHANNEL,12,0,"188.53000","0","1","2IO","Obsolete","Standard","16","Card Edge, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_4_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70GRCK4R.jpg,GH3031-ND,70GRCK4R,Grayhill Inc.,I/O MODULE RACK 4 CHANNEL,1,0,"49.02000","0","1","System 50","Active","G5","4","Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,//media.digikey.com/photos/Grayhill%20Photos/70RCK8-HL.jpg,GH3044-ND,70RCK8-HL,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,2,0,"92.58000","0","1","System 50","Active","Standard","8","Header, Screw Terminal Blocks","Standoffs"
-,//media.digikey.com/photos/Grayhill%20Photos/70GRCK8-HS.jpg,GH3032-ND,70GRCK8-HS,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,4,1,"94.96000","0","1","System 50","Active","G5","8","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70MRCK8-HL.jpg,GH7424-ND,70MRCK8-HL,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,5,0,"97.30000","0","1","System 50","Active","Mini","8","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2968386.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2968386.jpg,277-9500-ND,2968386,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,1,0,"297.15000","0","1","VARIOFACE, UM","Active","-","8","Header, Screw Terminal Blocks","DIN Rail"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2971344,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2971344.jpg,277-14977-ND,2971344,Phoenix Contact,I/O MODULE RACK 4 CHANNEL,1,0,"154.75000","0","1","VARIOFACE, UMK","Active","-","4","Screw Terminal Blocks","DIN Rail"
-,//media.digikey.com/Photos/Phoenix%20Photos/2968373.JPG,277-9499-ND,2968373,Phoenix Contact,I/O MODULE RACK 32 CHANNEL,1,32,"867.83000","0","1","VARIOFACE, UM","Active","-","32","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5529191.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5529191.jpg,5529191-ND,5529191,Phoenix Contact,I/O MODULE RACK CHANNEL,0,17,"48.30000","0","1","VARIOFACE, UMK","Active","-","-","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,-,GH3050-ND,70LRCK8-HL,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,0,69,"91.54000","0","1","System 50","Active","OpenLine®","8","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_8_Channel.pdf,-,70GRCK8-HL-ND,70GRCK8-HL,Grayhill Inc.,I/O MODULE RACK 8 CHANNEL,0,0,"94.84000","0","1","System 50","Active","G5","8","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5601741.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5601741.jpg,5601741-ND,5601741,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"110.90000","0","1","VARIOFACE, UMK","Active","-","-","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972880.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2972880.jpg,2972880-ND,2972880,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"125.25000","0","1","VARIOFACE, UMK","Active","-","4","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972835.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_29728xx.jpg,2972835-ND,2972835,Phoenix Contact,I/O MODULE RACK 4 CHANNEL,0,0,"131.50000","0","1","VARIOFACE, UMK","Active","-","4","-","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972851.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_29728xx.jpg,2972851-ND,2972851,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"131.50000","0","1","VARIOFACE, UMK","Active","-","4","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,-,70MRCK16-EC-ND,70MRCK16-EC,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"134.35000","0","1","System 50","Active","Mini","16","Card Edge, Screw Terminal Blocks","Standoffs"
-,-,70GRCK16-HS-ND,70GRCK16-HS,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,2,"135.11000","0","1","System 50","Active","G5","16","Header, Screw Terminal Blocks","Standoffs"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,-,70MRCK16-HS-ND,70MRCK16-HS,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,0,"143.97000","0","1","System 50","Active","Mini","16","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5602114.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5602114.jpg,5602114-ND,5602114,Phoenix Contact,I/O MODULE RACK CHANNEL,0,8,"148.58000","0","1","VARIOFACE, UMK","Active","-","-","Screw Terminal Blocks","DIN Rail"
http://www.crydom.com/en/products/catalog/p_b8.pdf,//media.digikey.com/photos/Crydom%20Photos/PB-8.jpg,CC1219-ND,PB-8,Sensata-Crydom,I/O MODULE RACK 8 CHANNEL,0,0,"154.50000","0","3","PB","Active","Standard","8","Card Edge, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2971551.pdf,-,2971551-ND,2971551,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"160.21000","0","1","VARIOFACE, UMK","Active","-","4","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_16_Channel.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70GRCK16I.jpg,70GRCK16I-ND,70GRCK16I,Grayhill Inc.,I/O MODULE RACK 16 CHANNEL,0,1,"165.58000","0","1","System 50","Active","G5","16","Screw Terminal Blocks","Standoffs"
-,-,70MRCK24-RL-ND,70MRCK24-RL,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"183.92000","0","1","System 50","Active","Mini","24","Header, Screw Terminal Blocks","Standoffs"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2976420.jpg,2976420-ND,2976420,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"185.86000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
-,-,70RCK24-HS-ND,70RCK24-HS,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"188.57000","0","1","System 50","Active","Standard","24","Header, Screw Terminal Blocks","Standoffs"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2970882.jpg,2970882-ND,2970882,Phoenix Contact,I/O MODULE RACK 4 CHANNEL,0,0,"200.00000","0","1","VARIOFACE, UMK","Active","-","4","Screw Terminal Blocks","DIN Rail"
-,//media.digikey.com/photos/Grayhill%20Photos/70GRCQ24-HL.JPG,GH3033-ND,70GRCQ24-HS,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"209.29000","0","1","System 50","Active","G5","24","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2971357.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2971357.jpg,2971357-ND,2971357,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"209.55000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
http://www.grayhill.com/assets/1/7/IO_Racks_24_Channel.pdf,-,70MRCQ24-HS-ND,70MRCQ24-HS,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,28,"213.52000","0","1","System 50","Active","Mini","24","Header, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972932.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_29729xx.jpg,2972932-ND,2972932,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"219.50000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972945.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_29729xx.jpg,2972945-ND,2972945,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"219.50000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2970743.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2970743.jpg,2970743-ND,2970743,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"220.76000","0","1","VARIOFACE, UMK","Active","-","4","Screw Terminal Blocks","DIN Rail"
-,-,70GRCQ32-HL-ND,70GRCQ32-HL,Grayhill Inc.,I/O MODULE RACK 32 CHANNEL,0,0,"220.96000","0","1","System 50","Active","G5","32","Header, Screw Terminal Blocks","Standoffs"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-OS08-1DC24-ND,P7TF-OS08-1 DC24,Omron Automation and Safety,I/O MODULE RACK 8 CHANNEL,0,0,"221.41000","0","1","P7TF","Active","G3TA, G7T","8","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-OS08DC12V-ND,P7TF-OS08 DC12V,Omron Automation and Safety,I/O MODULE RACK 8 CHANNEL,0,0,"221.41000","0","1","P7TF","Active","G3TA, G7T","8","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-OS08DC24V-ND,P7TF-OS08 DC24V,Omron Automation and Safety,I/O MODULE RACK 8 CHANNEL,0,19,"221.41000","0","1","P7TF","Active","G3TA, G7T","8","Screw Terminal Blocks","DIN Rail"
-,-,70MRCK24-HS-ND,70MRCK24-HS,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,1,"221.96000","0","1","System 50","Active","Mini","24","Header, Screw Terminal Blocks","Standoffs"
-,-,70GRCK24-HL-ND,70GRCK24-HL,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"230.53000","0","1","System 50","Active","G5","24","Header, Screw Terminal Blocks","Standoffs"
-,-,70MRCK24-DIN-ND,70MRCK24-DIN,Grayhill Inc.,I/O MODULE RACK 24 CHANNEL,0,0,"237.15000","0","1","System 50","Active","Mini","24","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2974914.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2974914.jpg,2974914-ND,2974914,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"258.56000","0","1","VARIOFACE, UMK","Active","-","8","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972961.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2972961.jpg,2972961-ND,2972961,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"261.75000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
-,-,P7TF-OS16-1DC12-OLD-ND,P7TF-OS16-1 DC12-OLD,Omron Automation and Safety,I/O MODULE RACK CHANNEL,0,0,"290.40000","0","1","P7TF","Active","G3TA, G7T","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2976721.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2976721.jpg,2976721-ND,2976721,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"300.66000","0","1","VARIOFACE, UMK","Active","-","16","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2900893.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900893.jpg,2900893-ND,2900893,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"309.23000","0","1","VARIOFACE, UM","Active","-","8","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-OS16-124VDC-ND,P7TF-OS16-1 24VDC,Omron Automation and Safety,I/O MODULE RACK 16 CHANNEL,0,0,"317.46000","0","1","P7TF","Active","G3TA, G7T","16","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-OS16DC24V-ND,P7TF-OS16 DC24V,Omron Automation and Safety,I/O MODULE RACK 16 CHANNEL,0,0,"317.46000","0","1","P7TF","Active","G3TA, G7T","16","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-IS16DC24V-ND,P7TF-IS16 DC24V,Omron Automation and Safety,I/O MODULE RACK 16 CHANNEL,0,0,"323.57000","0","1","P7TF","Active","G3TA, G7T","16","Screw Terminal Blocks","DIN Rail"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2972738.jpg,2972738-ND,2972738,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"329.25000","0","1","VARIOFACE, UMK","Active","-","8","Screw Terminal Blocks","DIN Rail"
https://www.ia.omron.com/data_pdf/cat/p7tf-is16_os16_os08_ds_e_2_1_csm1056312.pdf,-,P7TF-IS16AC110/120V-ND,P7TF-IS16 AC110/120V,Omron Automation and Safety,I/O MODULE RACK 16 CHANNEL,0,0,"329.67000","0","1","P7TF","Active","G3TA, G7T","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2976187.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2976187.jpg,2976187-ND,2976187,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,1,"334.43000","0","1","VARIOFACE, UMK","Active","-","8","-","DIN Rail"
-,-,2973038-ND,2973038,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"352.61000","0","1","VARIOFACE, UMK","Active","-","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2962900.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2962900.jpg,2962900-ND,2962900,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"369.08000","0","1","VARIOFACE, UM","Active","-","8","Header, Screw Terminal Blocks","DIN Rail"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2979469,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2979469.jpg,2979469-ND,2979469,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"376.43000","0","1","VARIOFACE, UMK","Active","-","8","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2972974.pdf,-,2972974-ND,2972974,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"391.18000","0","1","VARIOFACE, UMK","Active","-","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2973041.pdf,-,2973041-ND,2973041,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"391.18000","0","1","VARIOFACE, UMK","Active","-","16","Screw Terminal Blocks","DIN Rail"
http://www.crydom.com/en/products/catalog/p_b24.pdf,//media.digikey.com/Photos/Crydom%20Photos/PB-24.jpg,CC2365-ND,PB24,Sensata-Crydom,I/O MODULE RACK 24 CHANNEL,0,0,"404.12333","0","3","PB","Active","Standard","24","Card Edge, Screw Terminal Blocks","Standoffs"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2975722.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2975722.jpg,2975722-ND,2975722,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"443.89000","0","1","VARIOFACE, UMK","Active","-","8","-","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2962463.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2962463.jpg,2962463-ND,2962463,Phoenix Contact,I/O MODULE RACK CHANNEL,0,2,"476.44000","0","1","VARIOFACE, UM","Active","-","8","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2979485.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2979485.jpg,2979485-ND,2979485,Phoenix Contact,I/O MODULE RACK 8 CHANNEL,0,0,"492.19000","0","1","VARIOFACE, UMK","Active","-","8","Header, Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2973067.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2973067.jpg,2973067-ND,2973067,Phoenix Contact,I/O MODULE RACK CHANNEL,0,0,"500.25000","0","1","VARIOFACE, UMK","Active","-","16","Screw Terminal Blocks","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2962023.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2962023.jpg,2962023-ND,2962023,Phoenix Contact,I/O MODULE RACK 16 CHANNEL,0,0,"518.87000","0","1","VARIOFACE, UM","Active","-","16","Header, Screw Terminal Blocks","DIN Rail"
