Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1)","Resistor - Emitter Base (R2)","DC Current Gain (hFE) (Min) @ Ic, Vce","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Frequency - Transition","Power - Max","Mounting Type","Package / Case","Supplier Device Package"
https://www.diodes.com/assets/Datasheets/ds30322.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;SOT-323;;3.jpg,DDTC143ZUA-FDICT-ND,DDTC143ZUA-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT323,8999,0,"0.26000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","SC-70, SOT-323","SOT-323"
https://www.diodes.com/assets/Datasheets/ds30322.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;SOT-323;;3.jpg,DDTC143ZUA-FDIDKR-ND,DDTC143ZUA-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT323,8999,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","200mW","Surface Mount","SC-70, SOT-323","SOT-323"
https://www.diodes.com/assets/Datasheets/ds30321.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;SOT-323;;3.jpg,DDTC114EUA-FDITR-ND,DDTC114EUA-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT323,3000,0,"0.04347","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","200mW","Surface Mount","SC-70, SOT-323","SOT-323"
https://www.diodes.com/assets/Datasheets/ds30321.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;SOT-323;;3.jpg,DDTC114EUA-FDICT-ND,DDTC114EUA-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT323,7127,0,"0.26000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","200mW","Surface Mount","SC-70, SOT-323","SOT-323"
https://www.diodes.com/assets/Datasheets/ds30321.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;SOT-323;;3.jpg,DDTC114EUA-FDIDKR-ND,DDTC114EUA-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT323,7127,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","200mW","Surface Mount","SC-70, SOT-323","SOT-323"
https://www.diodes.com/assets/Datasheets/ds30385.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTB113ZC-FDITR-ND,DDTB113ZC-7-F,Diodes Incorporated,TRANS PREBIAS PNP 200MW SOT23-3,3000,3000,"0.04347","0","3000","Tape & Reel (TR)","-","Active","PNP - Pre-Biased","500mA","50V","1 kOhms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30385.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTB113ZC-FDICT-ND,DDTB113ZC-7-F,Diodes Incorporated,TRANS PREBIAS PNP 200MW SOT23-3,5036,3000,"0.26000","0","1","Cut Tape (CT)","-","Active","PNP - Pre-Biased","500mA","50V","1 kOhms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30385.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTB113ZC-FDIDKR-ND,DDTB113ZC-7-F,Diodes Incorporated,TRANS PREBIAS PNP 200MW SOT23-3,5036,3000,"Digi-Reel","0","1","Digi-Reel®","-","Active","PNP - Pre-Biased","500mA","50V","1 kOhms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/digital/dtc014eebtl-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-UMT3F.jpg,DTC014EUBTLTR-ND,DTC014EUBTL,Rohm Semiconductor,TRANS PREBIAS NPN 50V 0.2W UMT3F,3000,0,"0.04370","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","150mV @ 500µA, 5mA","-","250MHz","200mW","Surface Mount","SC-85","UMT3F"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/digital/dtc014eebtl-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-UMT3F.jpg,DTC014EUBTLCT-ND,DTC014EUBTL,Rohm Semiconductor,TRANS PREBIAS NPN 50V 0.2W UMT3F,3646,0,"0.26000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","150mV @ 500µA, 5mA","-","250MHz","200mW","Surface Mount","SC-85","UMT3F"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/digital/dtc014eebtl-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-UMT3F.jpg,DTC014EUBTLDKR-ND,DTC014EUBTL,Rohm Semiconductor,TRANS PREBIAS NPN 50V 0.2W UMT3F,3646,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","150mV @ 500µA, 5mA","-","250MHz","200mW","Surface Mount","SC-85","UMT3F"
https://www.onsemi.com/pub/Collateral/FJN3305R-D.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,FJN3305RTATB-ND,FJN3305RTA,ON Semiconductor,TRANS PREBIAS NPN 300MW TO92-3,6000,54000,"0.04613","0","2000","Tape & Box (TB)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","100nA (ICBO)","250MHz","300mW","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.onsemi.com/pub/Collateral/FJN3305R-D.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,FJN3305RTACT-ND,FJN3305RTA,ON Semiconductor,TRANS PREBIAS NPN 300MW TO92-3,7886,54000,"0.27000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","100nA (ICBO)","250MHz","300mW","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.rohm.com/datasheet/DTC143ZEB/dtc143zebtl-e,//media.digikey.com/renders/Rohm%20Renders/VMT3%20Pkg.jpg,DTC143ZMT2LTR-ND,DTC143ZMT2L,Rohm Semiconductor,TRANS PREBIAS NPN 150MW VMT3,144000,0,"0.05000","0","8000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","150mW","Surface Mount","SOT-723","VMT3"
https://www.rohm.com/datasheet/DTC143ZEB/dtc143zebtl-e,//media.digikey.com/renders/Rohm%20Renders/VMT3%20Pkg.jpg,DTC143ZMT2LCT-ND,DTC143ZMT2L,Rohm Semiconductor,TRANS PREBIAS NPN 150MW VMT3,144656,0,"0.34000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","150mW","Surface Mount","SOT-723","VMT3"
https://www.rohm.com/datasheet/DTC143ZEB/dtc143zebtl-e,//media.digikey.com/renders/Rohm%20Renders/VMT3%20Pkg.jpg,DTC143ZMT2LDKR-ND,DTC143ZMT2L,Rohm Semiconductor,TRANS PREBIAS NPN 150MW VMT3,144656,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","150mW","Surface Mount","SOT-723","VMT3"
http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-723_631AA.jpg,DTC114EM3T5GOSTR-ND,DTC114EM3T5G,ON Semiconductor,TRANS PREBIAS NPN 260MW SOT723,8000,304000,"0.05040","0","8000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","250mV @ 300µA, 10mA","500nA","-","260mW","Surface Mount","SOT-723","SOT-723"
http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-723_631AA.jpg,DTC114EM3T5GOSCT-ND,DTC114EM3T5G,ON Semiconductor,TRANS PREBIAS NPN 260MW SOT723,13201,304000,"0.34000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","250mV @ 300µA, 10mA","500nA","-","260mW","Surface Mount","SOT-723","SOT-723"
http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SOT-723_631AA.jpg,DTC114EM3T5GOSDKR-ND,DTC114EM3T5G,ON Semiconductor,TRANS PREBIAS NPN 260MW SOT723,13201,304000,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","250mV @ 300µA, 10mA","500nA","-","260mW","Surface Mount","SOT-723","SOT-723"
http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SC-70-3_419AB-01.jpg,SMUN5211T1GOSTR-ND,SMUN5211T1G,ON Semiconductor,TRANS PREBIAS NPN 202MW SC70-3,6000,6927000,"0.05072","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","250mV @ 300µA, 10mA","500nA","-","202mW","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)"
http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SC-70-3_419AB-01.jpg,SMUN5211T1GOSCT-ND,SMUN5211T1G,ON Semiconductor,TRANS PREBIAS NPN 202MW SC70-3,7995,6928000,"0.30000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","250mV @ 300µA, 10mA","500nA","-","202mW","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)"
http://www.onsemi.com/pub/Collateral/DTC114E-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/SC-70-3_419AB-01.jpg,SMUN5211T1GOSDKR-ND,SMUN5211T1G,ON Semiconductor,TRANS PREBIAS NPN 202MW SC70-3,7995,6928000,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","35 @ 5mA, 10V","250mV @ 300µA, 10mA","500nA","-","202mW","Surface Mount","SC-70, SOT-323","SC-70-3 (SOT323)"
https://www.onsemi.com/pub/Collateral/FJN3302R-D.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,FJN3302RTATB-ND,FJN3302RTA,ON Semiconductor,TRANS PREBIAS NPN 0.3W TO92-3,48000,244000,"0.05144","0","2000","Tape & Box (TB)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","100nA (ICBO)","250MHz","300mW","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.onsemi.com/pub/Collateral/FJN3302R-D.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3%20Formed%20Leads.jpg,FJN3302RTACT-ND,FJN3302RTA,ON Semiconductor,TRANS PREBIAS NPN 0.3W TO92-3,49847,244000,"0.30000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","100nA (ICBO)","250MHz","300mW","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
https://www.rohm.com/datasheet/DTC123JEB/dtc123jebtl-e,//media.digikey.com/renders/Rohm%20Renders/VMT3%20Pkg.jpg,DTC123JMT2LTR-ND,DTC123JMT2L,Rohm Semiconductor,TRANS PREBIAS NPN 150MW VMT3,16000,0,"0.05200","0","8000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","150mW","Surface Mount","SOT-723","VMT3"
https://www.rohm.com/datasheet/DTC123JEB/dtc123jebtl-e,//media.digikey.com/renders/Rohm%20Renders/VMT3%20Pkg.jpg,DTC123JMT2LCT-ND,DTC123JMT2L,Rohm Semiconductor,TRANS PREBIAS NPN 150MW VMT3,18327,0,"0.35000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","150mW","Surface Mount","SOT-723","VMT3"
https://www.rohm.com/datasheet/DTC123JEB/dtc123jebtl-e,//media.digikey.com/renders/Rohm%20Renders/VMT3%20Pkg.jpg,DTC123JMT2LDKR-ND,DTC123JMT2L,Rohm Semiconductor,TRANS PREBIAS NPN 150MW VMT3,18327,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","2.2 kOhms","47 kOhms","80 @ 10mA, 5V","300mV @ 250µA, 5mA","500nA","250MHz","150mW","Surface Mount","SOT-723","VMT3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/digital/dtd113zct116-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-SST3.jpg,DTD113ZCT116TR-ND,DTD113ZCT116,Rohm Semiconductor,NPN 500MA/50V DIGITAL TRANSISTOR,3000,0,"0.05221","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","500mA","50V","1 kOhms","10 kOhms","82 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SST3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/digital/dtd113zct116-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-SST3.jpg,DTD113ZCT116CT-ND,DTD113ZCT116,Rohm Semiconductor,NPN 500MA/50V DIGITAL TRANSISTOR,4522,0,"0.31000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","500mA","50V","1 kOhms","10 kOhms","82 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SST3"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/digital/dtd113zct116-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-SST3.jpg,DTD113ZCT116DKR-ND,DTD113ZCT116,Rohm Semiconductor,NPN 500MA/50V DIGITAL TRANSISTOR,4522,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","500mA","50V","1 kOhms","10 kOhms","82 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SST3"
https://www.rohm.com/datasheet/DTC114EE/dtc114eetl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC114EETLTR-ND,DTC114EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,117000,0,"0.05290","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC114EE/dtc114eetl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC114EETLCT-ND,DTC114EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,117978,0,"0.31000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC114EE/dtc114eetl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC114EETLDKR-ND,DTC114EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,117978,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","50mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTA114EEB/dta114eebtl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTA114EETLTR-ND,DTA114EETL,Rohm Semiconductor,TRANS PREBIAS PNP 150MW EMT3,12000,0,"0.05290","0","3000","Tape & Reel (TR)","-","Active","PNP - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTA114EEB/dta114eebtl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTA114EETLCT-ND,DTA114EETL,Rohm Semiconductor,TRANS PREBIAS PNP 150MW EMT3,14222,0,"0.31000","0","1","Cut Tape (CT)","-","Active","PNP - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTA114EEB/dta114eebtl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTA114EETLDKR-ND,DTA114EETL,Rohm Semiconductor,TRANS PREBIAS PNP 150MW EMT3,14222,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","PNP - Pre-Biased","100mA","50V","10 kOhms","10 kOhms","30 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.diodes.com/assets/Datasheets/ds30384.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTD123YC-7-FDITR-ND,DDTD123YC-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT23-3,3000,0,"0.05313","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","500mA","50V","2.2 kOhms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30384.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTD123YC-7-FDICT-ND,DDTD123YC-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT23-3,4776,0,"0.31000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","500mA","50V","2.2 kOhms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30384.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTD123YC-7-FDIDKR-ND,DDTD123YC-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT23-3,4776,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","500mA","50V","2.2 kOhms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30399.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTD142JC-FDITR-ND,DDTD142JC-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT23-3,75000,24000,"0.05796","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","500mA","50V","470 Ohms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30399.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTD142JC-FDICT-ND,DDTD142JC-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT23-3,78000,24000,"0.34000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","500mA","50V","470 Ohms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.diodes.com/assets/Datasheets/ds30399.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg,DDTD142JC-FDIDKR-ND,DDTD142JC-7-F,Diodes Incorporated,TRANS PREBIAS NPN 200MW SOT23-3,78000,24000,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","500mA","50V","470 Ohms","10 kOhms","56 @ 50mA, 5V","300mV @ 2.5mA, 50mA","500nA","200MHz","200mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/PBRN123Y_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5417-2-ND,"PBRN123YT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,12000,0,"0.06038","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","600mA","40V","2.2 kOhms","10 kOhms","500 @ 300mA, 5V","1.15V @ 8mA, 800mA","500nA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PBRN123Y_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5417-1-ND,"PBRN123YT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,14863,0,"0.36000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","600mA","40V","2.2 kOhms","10 kOhms","500 @ 300mA, 5V","1.15V @ 8mA, 800mA","500nA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://assets.nexperia.com/documents/data-sheet/PBRN123Y_SER.pdf,//media.digikey.com/Photos/Nexperia/MFG_SOT23.jpg,1727-5417-6-ND,"PBRN123YT,215",Nexperia USA Inc.,TRANS PREBIAS NPN 250MW TO236AB,14863,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","600mA","40V","2.2 kOhms","10 kOhms","500 @ 300mA, 5V","1.15V @ 8mA, 800mA","500nA","-","250mW","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
https://www.rohm.com/datasheet/DTC143EE/dtc143eetl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC143EETLTR-ND,DTC143EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,15000,0,"0.06210","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC143EE/dtc143eetl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC143EETLCT-ND,DTC143EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,16480,0,"0.37000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC143EE/dtc143eetl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC143EETLDKR-ND,DTC143EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,16480,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","4.7 kOhms","4.7 kOhms","30 @ 10mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC144EEB/dtc144eebtl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC144EETLTR-ND,DTC144EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,12000,0,"0.06210","0","3000","Tape & Reel (TR)","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","68 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC144EEB/dtc144eebtl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC144EETLCT-ND,DTC144EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,15149,0,"0.37000","0","1","Cut Tape (CT)","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","68 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
https://www.rohm.com/datasheet/DTC144EEB/dtc144eebtl-e,//media.digikey.com/Renders/Rohm%20Renders/Rohm-EMT3.jpg,DTC144EETLDKR-ND,DTC144EETL,Rohm Semiconductor,TRANS PREBIAS NPN 150MW EMT3,15149,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN - Pre-Biased","100mA","50V","47 kOhms","47 kOhms","68 @ 5mA, 5V","300mV @ 500µA, 10mA","500nA","250MHz","150mW","Surface Mount","SC-75, SOT-416","EMT3"
