Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector Type","1st Connector Gender","1st Connector Number of Positions","1st Connector Number of Positions Loaded","1st Connector Shell Size - Insert","1st Connector Orientation","1st Connector Mounting Type","2nd Connector Type","2nd Connector Gender","2nd Connector Number of Positions","2nd Connector Number of Positions Loaded","2nd Connector Shell Size - Insert","2nd Connector Orientation","2nd Connector Mounting Type","Length","Assembly Configuration","Cable Type","Cable Material","Color","Shielding","Ingress Protection","Usage"
https://b2b.harting.com/files/download/PRD/PDF_TS/21348485CXXXXX_100583187DRW009A.pdf,//media.digikey.com/Photos/Harting/21348485C78010.jpg,1195-6277-ND,21348485C78050,HARTING,CBL FMALE TO MALE 12POS 16.4',56,0,"49.15000","0","1","M12","Active","Receptacle","Male Pins","12","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","12","All","M12","A","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273103&DocType=Customer+Drawing&DocLang=German,//media.digikey.com/Photos/TE%20Connectivity/2273103-1.jpg,A128617-ND,2273103-3,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 8POS 16.4',8,0,"49.73000","0","1","M12","Active","Receptacle, Right Angle","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Gray","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1408748.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1408748.jpg,277-9871-ND,1408748,Phoenix Contact,CBL MALE TO MALE 8POS SHLD 1.64',24,54,"49.74000","0","1","-","Active","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyurethane (PUR)","Blue","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1500758.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1500758.JPG,277-4296-ND,1500758,Phoenix Contact,CBL FMALE TO WIRE LEAD 5P 32.8',22,451,"52.74000","0","1","-","Active","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","32.8' (10.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1554775.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1554775.jpg,277-4776-ND,1554775,Phoenix Contact,CBL MALE TO WIRE LEAD 12P 4.92',13,0,"53.41000","0","1","-","Active","Receptacle","Male Pins","12","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1556265,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1556265.jpg,277-13439-ND,1556265,Phoenix Contact,CBL MALE TO WIRE LEAD 12P 1.64',37,0,"53.68000","0","1","-","Active","Receptacle","Male Pins","12","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1419053,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1419053.jpg,277-16511-ND,1419053,Phoenix Contact,CBL FMALE TO MALE 5P SHLD 16.4',13,7,"55.46000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Gray","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1554898,//media.digikey.com/Photos/Phoenix%20Photos/1554898.jpg,277-13434-ND,1554898,Phoenix Contact,CBL FMALE RA TO WIRE 12POS 4.92',30,0,"56.61000","0","1","-","Active","Plug, Right Angle","Female Sockets","12","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1430446,//media.digikey.com/Photos/Phoenix%20Photos/1430446.JPG,277-13144-ND,1430446,Phoenix Contact,CBL FMALE TO WIRE LEAD 12P 1.64',17,0,"58.95000","0","1","-","Active","Plug","Female Sockets","12","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1556252.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1556252.jpg,277-7292-ND,1556252,Phoenix Contact,CBL FMALE TO WIRE LEAD 12P 1.64',74,103,"59.16000","0","1","-","Active","Plug","Female Sockets","12","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1518449.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1518449.jpg,277-4476-ND,1518449,Phoenix Contact,CBL FMALE TO MALE 5POS 16.4',20,43,"60.14000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1406118.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1406118.jpg,277-9833-ND,1406118,Phoenix Contact,CBL MALE TO MALE 8POS SHLD 6.56',92,236,"60.77000","0","1","-","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","6.56' (2.00m)","Standard","Round","Polyurethane (PUR)","Blue","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1529166.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1529166.jpg,277-8375-ND,1529166,Phoenix Contact,CBL FMALE TO MALE 8POS 16.4',19,0,"61.06000","0","1","-","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
-,//media.digikey.com/photos/Phoenix%20Photos/1419302.jpg,277-7659-ND,1419302,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 3.28',33,7,"61.22000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.alphawire.com/~/media/189655316A524968AFEA4133BCCB6CF4.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/DR08AR12x-SL.jpg,DR08AR128SL359-ND,DR08AR128 SL359,Alpha Wire,CBL FMALE TO MALE 8P SHLD 32.8',57,0,"61.47000","0","1","-","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","32.8' (10.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Slate","Shielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1522697.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1522697.jpg,277-4718-ND,1522697,Phoenix Contact,CBL FMALE TO MALE 8POS 4.92',32,0,"62.66000","0","1","-","Active","Receptacle","Male Pins","8","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213492924XXXXX_100588528DRW000D.pdf,//media.digikey.com/Photos/Harting/21349292477075.jpg,1195-6189-ND,21349292477030,HARTING,CBL MALE TO MALE 4POS SHLD 9.84',14,0,"64.02000","0","1","M12","Active","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Green","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
https://catalog.rosenberger.com/images/documents/db/C003-MB-XXX-Y_DB.pdf,//media.digikey.com/Photos/Rosenberger/C003-MB-2000.jpg,1868-1499-ND,C003-MB-2000,Rosenberger,CBL FMALE TO WIRE LEAD 6P 6.56',58,0,"70.16000","0","1","RoPD®","Active","Receptacle (Magnetic)","Female Sockets","6 (4 + 2 Power)","All","-","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","-","White","-","IP64/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1507557.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1518300.jpg,277-4581-ND,1507557,Phoenix Contact,CBL FMALE TO MALE 5P SHLD 6.56',38,71,"72.19000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","6.56' (2.00m)","Standard","Round","Polyurethane (PUR)","Violet","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1419054,//media.digikey.com/photos/Phoenix%20Photos/1419054.jpg,277-13084-ND,1419054,Phoenix Contact,CBL FMALE TO MALE 5P SHLD 32.8',23,0,"81.55000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","32.8' (10.00m)","Standard","Round","Polyurethane (PUR)","Gray","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213492924XXXXX_100588528DRW000D.pdf,//media.digikey.com/Photos/Harting/21349292477075.jpg,1195-3951-ND,21349292405100,HARTING,CBL MALE TO MALE 4POS SHLD 32.8',10,0,"88.26000","0","1","M12","Active","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","32.8' (10.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Green","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/213492934XXXXX_100588517DRW000C.pdf,//media.digikey.com/Photos/Harting/21349293405005.jpg,1195-3937-ND,21349293405100,HARTING,CBL FMALE TO MALE 4P SHLD 32.8',43,0,"90.39000","0","1","M12","Active","Receptacle","Male Pins","4","All","M12","D","Free Hanging (In-Line)","Plug","Female Sockets","4","All","M12","D","Free Hanging (In-Line)","32.8' (10.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Green","Shielded","IP67 - Dust Tight, Waterproof","Cat5, Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1430064.pdf,//media.digikey.com/photos/Phoenix%20Photos/1430064.jpg,277-8315-ND,1430064,Phoenix Contact,CBL MALE TO WIRE LEAD 12P 16.4',5,0,"105.31000","0","1","-","Active","Receptacle","Male Pins","12","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407379,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1407379.jpg,277-12894-ND,1407379,Phoenix Contact,CBL MALE TO MALE 4POS SHLD 32.8',17,20,"106.39000","0","1","-","Active","Receptacle","Male Pins","4 (Data)","All","M12","D","Free Hanging (In-Line)","Receptacle","Male Pins","4 (Data)","All","M12","D","Free Hanging (In-Line)","32.8' (10.00m)","Standard","Round","Polyurethane (PUR)","Blue","Shielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Cat5, Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/BEI%20Sensor%20PDFs/31186-12_Dwg.pdf,//media.digikey.com/Photos/BEI%20Sensors/31186-1210.jpg,1724-1175-ND,31186-1210,Sensata-BEI Sensors,CBL FMALE TO WIRE LEAD 10P 10',9,0,"158.76000","0","1","-","Active","Plug","Female Sockets","10","All","M12","N","Free Hanging (In-Line)","-","-","-","-","-","-","-","10.00' (3.05m)","Standard","Round","Polyvinyl Chloride (PVC)","Gray","Shielded","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1684056.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1684056.jpg,277-4409-ND,1684056,Phoenix Contact,CBL MALE TO WIRE LEAD 19P 16.4',3,126,"182.48000","0","1","-","Active","Plug","Female Sockets","19 (16 + 3 Power)","All","M23","N","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273009&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273009-1.jpg,A120955-ND,1-2273009-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 3POS 4.92',75,0,"6.91000","0","1","M8","Active","Receptacle, Right Angle","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12D-04PMMC-SF8XXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/M12D-04PMMC-SF8B15.JPG,1754-1045-ND,M12D-04PMMC-SF8B15,Amphenol LTW,CBL MALE TO WIRE LEAD 4POS 0.49',61,0,"7.14000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","D","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12D-04PMMC-SH8XXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/M12D-04PMMC-SH8B15.JPG,1754-1046-ND,M12D-04PMMC-SH8B15,Amphenol LTW,CBL MALE TO WIRE LEAD 4POS 0.49',60,0,"7.14000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","D","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12A-XXPMMX-SH8XXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/M12A-04PMMC-SH8B15.JPG,1754-1009-ND,M12A-04PMMC-SH8B15,Amphenol LTW,CBL MALE TO WIRE LEAD 4POS 0.49',30,0,"7.14000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68/69K - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12A-XXPFFX-SF8XXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/M12A-04PFFC-SF8B15.JPG,1754-1003-ND,M12A-04PFFC-SF8B15,Amphenol LTW,CBL FMALE TO WIRE LEAD 4P 0.49',62,0,"7.56000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68/69K - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273010&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273010-1.jpg,A120956-ND,1-2273010-1,TE Connectivity AMP Connectors,CBL MALE RA TO WIRE LD 4P 4.92',51,0,"7.68000","0","1","M8","Active","Plug, Right Angle","Male Pins","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12S-04PMMS-SF8BXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_M12S-04PMMS-SF8BXX.JPG,1754-1049-ND,M12S-04PMMS-SF8B15,Amphenol LTW,CBL MALE TO WIRE LEAD 4POS 0.49',81,0,"8.08000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","S","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12T-04PMMS-SH8BXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_M12T-04PMMS-SH8BXX.JPG,1754-1056-ND,M12T-04PMMS-SH8B15,Amphenol LTW,CBL MALE TO WIRE LEAD 4POS 0.49',59,0,"8.08000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","T","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
http://www.amphenolltw.com/2012download/2D%20PDF/03_M%20Series%20Sensor%20Connectors/M12T-04PMMS-SF8BXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_M12T-04PMMS-SF8BXX.jpg,1754-1055-ND,M12T-04PMMS-SF8B15,Amphenol LTW,CBL MALE TO WIRE LEAD 4POS 0.49',50,0,"8.08000","0","1","-","Active","Receptacle","Male Pins","4","All","M12","T","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12A-XXPFFX-SH8XXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/M12A-05PFFC-SH8B15.JPG,1754-1015-ND,M12A-05PFFC-SH8B15,Amphenol LTW,CBL FMALE TO WIRE LEAD 5P 0.49',66,0,"8.18000","0","1","-","Active","Plug","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68/69K - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12A-XXPFFX-SF8XXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/M12A-05PFFC-SF8B15.JPG,1754-1014-ND,M12A-05PFFC-SF8B15,Amphenol LTW,CBL FMALE TO WIRE LEAD 5P 0.49',53,0,"8.18000","0","1","-","Active","Plug","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68/69K - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12T-04PFFS-SF8BXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_M12T-04PFFS-SF8BXX.jpg,1754-1059-ND,M12T-04PFFS-SF8B15,Amphenol LTW,CBL FMALE TO WIRE LEAD 4P 0.49',97,0,"8.20000","0","1","-","Active","Plug","Female Sockets","4","All","M12","T","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
http://www.amphenolltw.com/2012download/2D PDF/03_M Series Sensor Connectors/M12T-04PFFS-SH8BXX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_M12T-04PFFS-SH8BXX.JPG,1754-1060-ND,M12T-04PFFS-SH8B15,Amphenol LTW,CBL FMALE TO WIRE LEAD 4P 0.49',79,0,"8.20000","0","1","-","Active","Plug","Female Sockets","4","All","M12","T","Panel Mount","Wire Leads","-","-","-","-","-","-","0.49' (150.00mm)","Standard","Individual","-","Multiple","Shielded","IP68 - Dust Tight, Waterproof; NMEA 2000","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273009&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273009-1.jpg,A120991-ND,2273009-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 3POS 4.92',100,0,"8.26000","0","1","M8","Active","Receptacle, Right Angle","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273010&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273010-1.jpg,A120992-ND,2273010-1,TE Connectivity AMP Connectors,CBL MALE RA TO WIRE LD 4P 4.92',84,0,"8.90000","0","1","M8","Active","Plug, Right Angle","Male Pins","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1406318.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1406318.JPG,277-9862-ND,1406318,Phoenix Contact,CBL FMALE TO WIRE LEAD 3P 6.56',39,236,"9.59000","0","1","-","Active","Plug","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.alphawire.com/~/media/2BC8B87B9549478490A15C91221F44CC.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/305DCFS-NC032.jpg,305DCFSNC032-ND,305DCFS NC032,Alpha Wire,CBL MALE TO WIRE LEAD 4POS 1.64',45,0,"9.99000","0","1","DCFS","Active","Receptacle","Male Pins","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67/69K - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1406214,//media.digikey.com/photos/Phoenix%20Photos/1406214.jpg,277-12864-ND,1406214,Phoenix Contact,CBL MALE RA TO WIRE LD 4P 6.56',38,18,"10.42000","0","1","-","Active","Receptacle, Right Angle","Male Pins","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1406250,//media.digikey.com/photos/Phoenix%20Photos/1406250.jpg,277-12872-ND,1406250,Phoenix Contact,CBL FMALE RA TO WIRE 4POS 6.56',33,152,"10.94000","0","1","-","Active","Plug","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://assets.tripplite.com/product-pdfs/en/p222025.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P222-0xx%20Series.jpg,TL628-ND,P222-025,Tripp Lite,CBL FMALE TO MALE 6P SHLD 25',43,0,"11.15000","0","1","-","Active","Receptacle","Male Pins","6","All","MiniDin","-","Free Hanging (In-Line)","Plug","Female Sockets","6","All","MiniDin","-","Free Hanging (In-Line)","25.0' (7.62m)","Standard","Round","-","Beige","Shielded","-","Keyboard, PS/2"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273034&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273034-1.jpg,A120962-ND,1-2273034-1,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 4.92',34,0,"11.39000","0","1","M12","Active","Receptacle","Male Pins","5","All","M12","D","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
