Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","1st Connector","2nd Connector","Number of Conductors","Cord Type","Wire Gauge","Shielding","Length","Approval Marks","Approved Countries","Color","Voltage Rating","Current Rating (Amps)","Operating Temperature","Features"
http://cnctech.us/pdfs/800-1400-2-SJT0-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1400-2-SJT0-BL-00200.jpg,1175-1312-ND,800-1400-2-SJT0-BL-00200,CNC Tech,CORD 14AWG 320C14 - C13 6.56',376,0,"15.40000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","14 AWG","-","6.56' (2.00m)","CSA, UL","Canada, United States","Black","250V","15A","105°C","-"
https://assets.tripplite.com/product-pdfs/en/p0040062c13.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P004-006-2C13.jpg,TL597-ND,P004-006-2C13,Tripp Lite,CORD 18AWG IEC320C14 - 320C13 6',284,0,"15.87000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13 (2)","3","SJT","18 AWG","-","6.00' (1.83m)","UL","United States","Black","100 ~ 250V","10A","-","-"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL19-SE-H05-3150-200.jpg,817-1862-ND,IL19-SE-H05-3150-200,Schaffner EMC Inc.,CRD 16AWG IEC320-C19 - CBL 6.56',125,50,"16.02000","0","1","IL 19","Active","Female Sockets (Slots) to Leads","IEC 320-C19","Cable","3","SJT","16 AWG","Unshielded","6.56' (2.00m)","CSA, KEMA, PSE, RoHS, UR","Canada, Japan, Netherlands, United Kingdom, United States","Black","250V","16A","-25°C ~ 70°C","-"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13-US2-SJT-3100-275.jpg,817-1850-ND,IL13-US2-SJT-3100-183,Schaffner EMC Inc.,CORD 18AWG NEMA5-15P - IEC320 6',175,200,"16.17000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","6.00' (1.83m)","CSA, KEMA, PSE, RoHS, UR","Canada, Japan, Netherlands, United Kingdom, United States","Black","125VAC","10A","-25°C ~ 70°C","Hospital Grade"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23308006.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233080-06.jpg,Q954-ND,233080-06,Qualtek,CRD 12AWG NEMA5-15P - 320C19 10',396,0,"18.41000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C19","3","SJT","12 AWG","-","10.00' (3.05m)","CSA, UL","Canada, United States","Gray","125VAC","15A","60°C","Hospital Grade"
http://cnctech.us/pdfs/800-14-0OD-GR-0006F.pdf,//media.digikey.com/Photos/CnC%20Tech/800-14-0OD-GR-0006F.jpg,1175-1503-ND,800-14-0OD-GR-0006F,CNC Tech,CORD 14AWG NEMA5-15P - IEC320 6',403,0,"18.48000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","14 AWG","Unshielded","6.00' (1.83m)","CSA, cUL, UL","Canada, United States","Gray","125VAC","15A","105°C","Hospital Grade"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22700301.pdf,//media.digikey.com/Photos/Qualtek%20Photos/227003-01.jpg,Q920-ND,227003-01,Qualtek,CORD 12AWG 5-20P - 320-C19 8.2',254,300,"18.54000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-20P","IEC 320-C19","3","SJT","12 AWG","Unshielded","8.20' (2.50m)","CSA, UL","Canada, United States","Black","125V","20A","105°C","-"
https://www.us.tdk-lambda.com/ftp/outlines/hfe-c15u.pdf,-,285-2430-ND,HFE/C15-U,TDK-Lambda Americas Inc.,CORD 14AWG 5-15P - 320-C15 6.56',104,0,"18.64000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C15","3","SJT","14 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","15A","105°C","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=72,//media.digikey.com/Photos/General%20Cable%20Photos/02686.70.01.jpg,42-1022-ND,02686.70.01,General Cable/Carol Brand,CORD 16AWG NEMA 5-15P TO CBL 8',287,0,"18.71000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJOW","16 AWG","-","8.00' (2.44m)","CSA, UL","Canada, United States","Black","125VAC","13A","60°C","-"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13-US2-SJT-3100-275.jpg,817-1849-ND,IL13-US2-SJT-3100-275,Schaffner EMC Inc.,CORD 18AWG NEMA5-15P - IEC320 9',205,2900,"18.75000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","9.00' (2.74m)","CSA, KEMA, PSE, RoHS, UR","Canada, Japan, Netherlands, United Kingdom, United States","Black","125VAC","10A","-25°C ~ 70°C","Hospital Grade"
http://www.assmann-wsw.com/fileadmin/datasheets/A-PC2302-050026-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-PC2302-050026-1.jpg,AE10731-ND,A-PC2302-050026-1,Assmann WSW Components,CRD 14AWG NEMA5-15P - C13 16.4',196,0,"18.79000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","14 AWG","Unshielded","16.40' (5.00m)","UL","United States","Black","125V","18A","60°C","-"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_6009.5195.pdf,//media.digikey.com/Photos/Schurter%20Photos/6009.5195.jpg,486-1964-ND,6009.5195,Schurter Inc.,CORD 14AWG 5-15P - 320-C19 8.2',409,450,"18.83000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C19","3","SJT","14 AWG","-","8.20' (2.50m)","CSA, UL","Canada, United States","Black","125VAC","15A","-40°C ~ 60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22800301.pdf,-,Q1120-ND,228003-01,Qualtek,CORD 12AWG 6-20P - 320-C19 8.2',407,0,"19.25000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 6-20P","IEC 320-C19","3","SJT","12 AWG","Unshielded","8.20' (2.50m)","cUL, UL","Canada, United States","Black","250V","20A","60°C","-"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13P-US1-SJT-3160-366.jpg,817-1857-ND,IL13P-US1-SJT-3160-183,Schaffner EMC Inc.,CORD NEMA5-15P - IEC 320-C13 6',188,100,"20.39000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","-","-","6.00' (1.83m)","CSA, KEMA, PSE, RoHS, UR","Canada, Japan, Netherlands, United Kingdom, United States","Black","125VAC","15A","-25°C ~ 70°C","Bracket Release"
https://assets.tripplite.com/product-pdfs/en/p024015.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P024-015.jpg,TL1035-ND,P024-015,Tripp Lite,CORD 14AWG NEMA5-15P - 5-15R 15',127,0,"23.92000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","NEMA 5-15R","3","SJT","14 AWG","-","15.00' (4.57m)","UL","United States","Black","125VAC","15A","-","-"
http://cnctech.us/pdfs/800-12-32D-BL-0008F.pdf,//media.digikey.com/Photos/CnC%20Tech/800-12-32D-BL-0008F.jpg,1175-1501-ND,800-12-32D-BL-0008F,CNC Tech,CORD 12AWG IEC320C20 - 320C19 8',232,0,"24.05000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C20","IEC 320-C19","3","SJT","12 AWG","Unshielded","8.00' (2.44m)","CSA, cUL, UL","Canada, United States","Black","250V","20A","105°C","-"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13P-US1-SJT-3160-366.jpg,817-1858-ND,IL13P-US1-SJT-3160-275,Schaffner EMC Inc.,CORD NEMA5-15P - IEC 320-C13 9',194,300,"26.51000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","-","-","9.00' (2.74m)","CSA, KEMA, PSE, RoHS, UR","Canada, Japan, Netherlands, United Kingdom, United States","Black","125VAC","15A","-25°C ~ 70°C","Bracket Release"
https://www.schaffner.com/product-storage/datasheets/if-13/,-,817-2296-ND,IF13-US3-H05-3100-WF-200,Schaffner EMC Inc.,CORD 18AWG 5-15P TO C13 6.56',197,1480,"37.74000","0","1","IF 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","H05VV-F","18 AWG","Shielded","6.56' (2.00m)","CSA, UR","Canada, United States","White","120V","10A","-25°C ~ 70°C","Filter"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_0888.0221.pdf,//media.digikey.com/photos/Schurter%20Photos/0888.0221.jpg,486-2036-ND,0888.0221,Schurter Inc.,CRD 14AWG NEMA5-15P - 320C19 10',585,0,"38.91000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C19","3","SJTW","14 AWG","-","10.00' (3.05m)","CSA, UL","Canada, United States","Gray","125VAC","15A","-40°C ~ 85°C","Hospital Grade"
https://www.schaffner.com/product-storage/datasheets/if-13/,-,817-2294-ND,IF13-EU2-H05-3100 WF-200,Schaffner EMC Inc.,CORD 18AWG CEE 7/VII - C13 6.56',190,0,"40.03000","0","1","IF 13","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/VII","IEC 320-C13","3","H05VV-F","18 AWG","Shielded","6.56' (2.00m)","CSA, UR","Canada, United States","White","250V","10A","-25°C ~ 70°C","Filter"
https://www.schaffner.com/product-storage/datasheets/if-13/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IF13-SE-H05-3100-WF-200.jpg,817-2295-ND,IF13-SE-H05-3100-WF-200,Schaffner EMC Inc.,CRD 18AWG IEC320-C13 - CBL 6.56',251,300,"46.87000","0","1","IF 13","Active","Female Sockets (Slots) to Leads","IEC 320-C13","Cable","3","H05VV-F","18 AWG","Shielded","6.56' (2.00m)","CSA, UR","Canada, United States","White","250V","10A","-25°C ~ 70°C","Filter"
https://assets.tripplite.com/product-pdfs/en/p040014.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P040%20Series.jpg,TL468-ND,P040-014,Tripp Lite,CORD 12AWG NEMA L6-20P - C19 14',163,0,"54.94000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA L6-20P","IEC 320-C19","3","SJT","12 AWG","-","14.00' (4.27m)","-","-","Black","250V","20A","-","-"
https://us.schurter.com/pdf/english/typ_6010.5274.pdf,//media.digikey.com/Photos/Schurter%20Photos/6010.5274.JPG,486-4157-ND,6010.5274,Schurter Inc.,CORD 18AWG NEMA 1-15P - C7 6.56',368,240,"3.01000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125V","7A","-25°C ~ 70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22100103.pdf,//media.digikey.com/Photos/Qualtek%20Photos/221001-03.JPG,Q100-ND,221001-03,Qualtek,CORD 18AWG 1-15P POLRZ TO CBL 6',254,300,"3.58000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","6.00' (1.83m)","cUL, UL","Canada, United States","Brown","125V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22100108.pdf,//media.digikey.com/photos/Qualtek%20Photos/221001-08.JPG,Q101-ND,221001-08,Qualtek,CORD 18AWG 1-15P POLRZ TO CBL 6',1029,0,"3.59000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","6.00' (1.83m)","cUL, UL","Canada, United States","White","125V","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00013.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00013.jpg,839-1176-ND,11-00013,Tensility International Corp,CORD 18AWG 1-15P - 320-C7 6.56',1571,0,"3.60000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P, Polarized","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","White","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00027.pdf,//media.digikey.com/Photos/Tensility%20Intl/11-00027.jpg,839-1190-ND,11-00027,Tensility International Corp,CORD 18AWG 1-15P - C7 6.56' BLK,561,0,"3.61000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P, Polarized","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8404_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-RA-6-0.jpg,AE10694-ND,AK500-RA-6-1.5,Assmann WSW Components,CORD 18AWG IEC320 RA - CBL 4.92',320,0,"3.68000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SVT","18 AWG","Unshielded","4.92' (1.50m)","UL","United States","Black","120V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/36000701.pdf,//media.digikey.com/photos/Qualtek%20Photos/360006-E01.JPG,Q949-ND,360007-01,Qualtek,CORD IEC 884/EN50 075 - C7 8.20',151,0,"3.86000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 884/EN50 075","IEC 320-C7","2","H03VVH2-F","-","Unshielded","8.20' (2.50m)","-","Austria, Belgium, Denmark, Finland, France, Germany, Italy, Netherlands, Norway, Sweden, Switzerland","Black","250V","2.5A","70°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8389_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-OE-11.jpg,AE10681-ND,AK500/16-OE-11-0.5,Assmann WSW Components,CORD 16AWG 320C14 - C13 1.64',134,0,"4.21000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","16 AWG","Unshielded","1.64' (500.0mm)","UL","United States","Black","120V","13A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31800201.pdf,//media.digikey.com/photos/Qualtek%20Photos/318002-01.JPG,Q127-ND,318002-01,Qualtek,CORD 18AWG 320C14 - C13 3.25',294,299,"4.37000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","Unshielded","3.25' (990.6mm)","cUL, UL","Canada, United States","Black","125V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8380_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E14-OE-11-0.jpg,AE10665-ND,AK500/14-OE-11-0.5,Assmann WSW Components,CORD 14AWG 320C14 - C13 1.64',111,0,"4.48000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","14 AWG","Unshielded","1.64' (500.0mm)","UL","United States","Black","120V","18A","60°C","-"
http://cnctech.us/pdfs/800-1808-2-SPT2-BL-0006F.pdf,//media.digikey.com/photos/CnC%20Tech/800-1808-2-SPT2-BL-0006F.jpg,1175-1328-ND,800-1808-2-SPT2-BL-0006F,CNC Tech,CORD 18AWG NEMA 1-15P TO CBL 6',205,0,"4.50000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P","Cable","2","SPT-2","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125V","10A","105°C","-"
https://us.schurter.com/pdf/english/typ_6010.5278.pdf,//media.digikey.com/Photos/Schurter%20Photos/6010.5274.JPG,486-4151-ND,6010.5278,Schurter Inc.,CORD 18AWG 1-15P - 320-C7 13.12',127,0,"4.64000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","13.12' (4.00m)","CSA, UL","Canada, United States","Black","125V","7A","-25°C ~ 70°C","-"
http://cnctech.us/pdfs/800-1803-2-SVT0-BL-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1803-0-SVT0-BL%20SERIES.jpg,1175-1319-ND,800-1803-2-SVT0-BL-00050,CNC Tech,CORD 18AWG IEC320 RA - CBL 1.64',950,0,"4.75000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SVT","18 AWG","Shielded","1.64' (500.0mm)","CSA, UL","Canada, United States","Black","250V","10A","105°C","Drain Wire"
http://cnctech.us/pdfs/800-1809-2-SPT2-BL-0006F.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1809-2-SPT2-BL-0006F.jpg,1175-1325-ND,800-1809-2-SPT2-BL-0006F,CNC Tech,CORD 18AWG NEMA 1-15P TO CBL 6',345,0,"4.75000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P","Cable","2","SPT-2","18 AWG","Unshielded","6.00' (1.83m)","CSA, UL","Canada, United States","Black","125V","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/37300801.pdf,//media.digikey.com/photos/Qualtek%20Photos/373008-01.JPG,Q407-ND,373008-01,Qualtek,CORD AS3112 TO CBL 5.90' BLACK,3831,2240,"5.33000","0","1","-","Active","Male Pins (Blades) to Leads","AS3112","Cable","3","H05VV-F","-","Unshielded","5.91' (1.80m)","SAA","Australia, New Zealand","Black","250V","10A","70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31800701.pdf,//media.digikey.com/Photos/Qualtek%20Photos/318007-01.JPG,Q356-ND,318007-01,Qualtek,CORD 16AWG 320C14 - C13 3.25',819,0,"5.33000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","16 AWG","Unshielded","3.25' (990.6mm)","cUL, UL","Canada, United States","Black","125V","13A","60°C","-"
http://www.tensility.com/pdffiles/11-00031.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00031.jpg,839-1194-ND,11-00031,Tensility International Corp,CORD 18AWG 5-15P TO C13 6.56',133,0,"5.36000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","White","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/38000701.pdf,//media.digikey.com/Photos/Qualtek%20Photos/380007-01.JPG,Q414-ND,380007-01,Qualtek,CORD CEI 23-50 TO CBL 5.90' BLK,106,0,"5.45000","0","1","-","Active","Male Pins (Blades) to Leads","CEI 23-50","Cable","3","H05VV-F","-","Unshielded","5.91' (1.80m)","IMQ","Italy","Black","250V","10A","70°C","-"
//media.digikey.com/pdf/Data%20Sheets/Orion%20Fans%20PDFs/Power_Cords.pdf,//media.digikey.com/Photos/Orion%20Fans/PowerCord_5-15P.jpg,1053-1743-ND,28230-67-01,Orion Fans,CORD 18AWG NEMA5-15P - CBL 6.58',125,0,"5.50000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","6.58' (2.01m)","ASTA, BSI Kitemark, CEBEC, CSA, DEMKO, ESTI, FIMKO,  IMQ, KEMA, NF, NEMKO, OVE, SEMKO, SAA, T,  UL, VDE Registered","Australia, Canada, Europe, Finland, Japan, Netherlands, New Zealand, Norway, Sweden, United Kingdom, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21200401.pdf,//media.digikey.com/Photos/Qualtek%20Photos/212004-01.JPG,Q347-ND,212004-01,Qualtek,CORD 18AWG 5-15P - 320-C13 7.50',1225,21300,"5.53000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","Unshielded","7.50' (2.29m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Orion%20Fans%20PDFs/Power_Cords.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_26171-C-14-to-C13.jpg,1053-1741-ND,28171-33-01,Orion Fans,CORD 18AWG 320C14 - C13 3.25',693,0,"5.63000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","18 AWG","Unshielded","3.25' (990.6mm)","ASTA, BSI Kitemark, CEBEC, CSA, DEMKO, ESTI, FIMKO,  IMQ, KEMA, NF, NEMKO, OVE, SEMKO, SAA, T,  UL, VDE Registered","Australia, Canada, Europe, Finland, Japan, Netherlands, New Zealand, Norway, Sweden, United Kingdom, United States","Black","125VAC","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7995_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-RA-6-1-R.jpg,AE10680-ND,AK500/16-RA-6-2,Assmann WSW Components,CORD 16AWG IEC320 RA - CBL 6.56',2782,0,"5.79000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SJT","16 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","120V","13A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7967_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500U-4,JC,OE%20FIG%2042.jpg",AE9914-ND,AK500-OE-11-2.5,Assmann WSW Components,CORD 18AWG IEC320C14 - C13 8.2',823,0,"5.81000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","Unshielded","8.20' (2.50m)","UL","United States","Black","120V","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31300101.pdf,//media.digikey.com/photos/Qualtek%20Photos/313001-01.JPG,Q354-ND,313001-01,Qualtek,CORD 18AWG 5-15P TO C13 7.50',423,150,"5.96000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13, Right Angle","3","SVT","18 AWG","Unshielded","7.50' (2.29m)","cUL, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://cnctech.us/pdfs/800-1401-2-SJT0-BL-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1401-2-SJT0-BL%20SERIES.jpg,1175-1194-ND,800-1401-2-SJT0-BL-00050,CNC Tech,CORD 14AWG NEMA5-15P - CBL 1.64',641,0,"6.00000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","14 AWG","Shielded","1.64' (500.0mm)","CSA, UL","Canada, United States","Black","125VAC","15A","105°C","Drain Wire"
http://cnctech.us/pdfs/800-1403-2-SJT0-BL-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1403-2-SJT0-BL-00050.jpg,1175-1311-ND,800-1403-2-SJT0-BL-00050,CNC Tech,CORD 14AWG IEC320 RA - CBL 1.64',289,0,"6.00000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SJT","14 AWG","-","1.64' (500.0mm)","CSA, UL","Canada, United States","Black","250V","15A","105°C","-"
https://assets.tripplite.com/product-pdfs/en/p006004yw.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P006-004-YW.jpg,TL605-ND,P006-004-YW,Tripp Lite,CORD 18AWG NEMA5-15P - IEC320 4',120,0,"6.01000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","4.00' (1.22m)","UL","United States","Black","125VAC","10A","-","Yellow Housing"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/21101706.pdf,//media.digikey.com/Photos/Qualtek%20Photos/211012-06.JPG,Q986-ND,211017-06,Qualtek,CORD 18AWG NEMA 5-15P TO CBL 6',468,0,"6.08000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","6.00' (1.83m)","cUL, UL","Canada, United States","Gray","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/39800501.pdf,//media.digikey.com/photos/Qualtek%20Photos/398005-01.JPG,Q423-ND,398005-01,Qualtek,CORD SI 32 TO CBL 8.20' BLACK,353,0,"6.14000","0","1","-","Active","Male Pins (Blades) to Leads","SI 32 (Angled)","Cable","3","H05VV-F","-","Unshielded","8.20' (2.50m)","SII","Israel","Black","250V","10A","70°C","-"
http://cnctech.us/pdfs/800-1800-2-SVT0-BL-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1800-0-SVT0-BL%20SERIES.jpg,1175-1335-ND,800-1800-2-SVT0-BL-00050,CNC Tech,CORD 18AWG 320C14 - C13 1.64',239,0,"6.24000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","-","1.64' (500.0mm)","CSA, UL","Canada, United States","Black","250V","10A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8389_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-OE-11.jpg,AE10683-ND,AK500/16-OE-11-1.5,Assmann WSW Components,CORD 16AWG 320C14 - C13 4.92',117,0,"6.37000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","16 AWG","Unshielded","4.92' (1.50m)","UL","United States","Black","120V","13A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/366042d01.pdf,"//media.digikey.com/Photos/Qualtek%20Photos/366040-D01,366042-D01,366044-D01.jpg",Q950-ND,366042-D01,Qualtek,CORD IEC884/CEE7-VII - CBL 8.20',220,200,"6.57000","0","1","-","Active","Male Pins (Blades) to Leads","IEC 884/CEE7-VII","Cable","3","H05VV-F","-","Unshielded","8.20' (2.50m)","CB, CEBEC, DEMKO, FIMKO, KEMA, NEMKO, NF, OVE, SEMKO, VDE","Africa, Americas, Asia, Austria, Australia, Belgium, Denmark, Europe, Finland, France, Germany, Netherlands, Norway, Sweden","Black","250V","10A","70°C","-"
