Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Type","Number of Positions","Number of Rows","Pitch - Connector","Pitch - Cable","Length","Features","Color","Shielding","Usage","Cable Termination","Contact Finish","Contact Finish Thickness"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205116-x.jpg,A123440-ND,2205116-1,TE Connectivity AMP Connectors,CA 75MM 12 POS. MOW-PB M-M VALUE,113,0,"2.71000","0","1","-","Active","Plug to PCB","12","2","0.050"" (1.27mm)","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205069-x.jpg,A123313-ND,2205069-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 6POS,484,0,"2.77000","0","1","-","Active","Plug to PCB","6","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205109-x.JPG,A123419-ND,2205109-1,TE Connectivity AMP Connectors,CA 75MM 16 POS. MOW-MOW M-M VALU,309,0,"2.89000","0","1","-","Active","Plug to Plug","16","2","0.050"" (1.27mm)","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205116-3.jpg,A123442-ND,2205116-3,TE Connectivity AMP Connectors,CA 200MM 12 POS. MOW-PB M-M VALU,121,0,"2.89000","0","1","-","Active","Plug to PCB","12","2","0.050"" (1.27mm)","-","-","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/2205117-x.jpg,A123443-ND,2205117-1,TE Connectivity AMP Connectors,CA 75MM 14 POS. MOW-PB M-M VALUE,148,0,"3.00000","0","1","-","Active","Plug to PCB","14","2","0.050"" (1.27mm)","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205109-x.JPG,A123420-ND,2205109-2,TE Connectivity AMP Connectors,CA 150MM 16 POS. MOW-MOW M-M VAL,341,0,"3.02000","0","1","-","Active","Plug to Plug","16","2","0.050"" (1.27mm)","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/2205063-3.jpg,A123292-ND,2205063-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 10POS,469,0,"3.11000","0","1","-","Active","Plug to Plug","10","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/2205117-x.jpg,A123444-ND,2205117-2,TE Connectivity AMP Connectors,CA 150MM 14 POS. MOW-PB M-M VALU,496,0,"3.12000","0","1","-","Active","Plug to PCB","14","2","0.050"" (1.27mm)","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205110-x.jpg,A123422-ND,2205110-1,TE Connectivity AMP Connectors,CA 75MM 18 POS. MOW-MOW M-M VALU,492,0,"3.13000","0","1","-","Active","Plug to Plug","18","2","0.050"" (1.27mm)","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205070-x.jpg,A123316-ND,2205070-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 8POS,113,0,"3.14000","0","1","-","Active","Plug to PCB","8","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205071-x.jpg,A123317-ND,2205071-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 10POS,273,0,"3.27000","0","1","-","Active","Plug to PCB","10","2","-","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205110-x.jpg,A123423-ND,2205110-2,TE Connectivity AMP Connectors,CA 150MM 18 POS. MOW-MOW M-M VAL,497,0,"3.28000","0","1","-","Active","Plug to Plug","18","2","0.050"" (1.27mm)","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205110-x.jpg,A123424-ND,2205110-3,TE Connectivity AMP Connectors,CA 200MM 18 POS. MOW-MOW M-M VAL,487,0,"3.37000","0","1","-","Active","Plug to Plug","18","2","0.050"" (1.27mm)","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205111-x.JPG,A123425-ND,2205111-1,TE Connectivity AMP Connectors,CA 75MM 20 POS. MOW-MOW M-M VALU,465,0,"3.38000","0","1","-","Active","Plug to Plug","20","2","0.050"" (1.27mm)","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.molex.com/pdm_docs/sd/151330302_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-3-POS.jpg,WM16326-ND,0151330302,Molex,PICO-CLASP 3 CIRCUIT 150MM,931,0,"3.39000","0","1","Pico-Clasp 15133","Active","Socket to Socket","3","1","-","0.039"" (1.00mm)","0.492' (150.00mm, 5.91"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/151330301_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-3-POS.jpg,WM16325-ND,0151330301,Molex,PICO-CLASP 3 CIRCUIT 100MM,908,0,"3.39000","0","1","Pico-Clasp 15133","Active","Socket to Socket","3","1","-","0.039"" (1.00mm)","0.328' (100.00mm, 3.94"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205064-x.jpg,A123295-ND,2205064-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 12POS,208,0,"3.48000","0","1","-","Active","Plug to Plug","12","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205071-x.jpg,A123319-ND,2205071-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 10POS,480,0,"3.49000","0","1","-","Active","Plug to PCB","10","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205111-x.JPG,A123426-ND,2205111-2,TE Connectivity AMP Connectors,CA 150MM 20 POS. MOW-MOW M-M VAL,417,0,"3.53000","0","1","-","Active","Plug to Plug","20","2","0.050"" (1.27mm)","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205065-x.jpg,A123296-ND,2205065-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 14POS,354,0,"3.57000","0","1","-","Active","Plug to Plug","14","2","-","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.molex.com/pdm_docs/sd/923150815_sd.pdf,//media.digikey.com/photos/Molex/0923150810.jpg,WM13326-ND,0923150815,Molex,8CCT PICOFLEX 150MM LONG,450,0,"3.58000","0","1","Picoflex 92315","Active","Socket to Socket","8","2","0.100"" (2.54mm)","0.050"" (1.27mm)","0.492' (150.00mm, 5.91"")","-","Gray, Ribbon","Unshielded","-","IDC","Tin","80.0µin (2.03µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/2205111-x.JPG,A123427-ND,2205111-3,TE Connectivity AMP Connectors,CA 200MM 20 POS. MOW-MOW M-M VAL,426,0,"3.64000","0","1","-","Active","Plug to Plug","20","2","0.050"" (1.27mm)","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205072-x.jpg,A123320-ND,2205072-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 12POS,104,0,"3.66000","0","1","-","Active","Plug to PCB","12","2","-","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205065-x.jpg,A123297-ND,2205065-2,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 14POS,250,0,"3.74000","0","1","-","Active","Plug to Plug","14","2","-","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.molex.com/pdm_docs/sd/151330305_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-3-POS.jpg,WM16328-ND,0151330305,Molex,PICO-CLASP 3 CIRCUIT 450MM,802,0,"3.76000","0","1","Pico-Clasp 15133","Active","Socket to Socket","3","1","-","0.039"" (1.00mm)","1.48' (450.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205072-x.jpg,A123321-ND,2205072-2,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 12POS,487,0,"3.82000","0","1","-","Active","Plug to PCB","12","2","-","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205065-x.jpg,A123298-ND,2205065-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 14POS,348,0,"3.85000","0","1","-","Active","Plug to Plug","14","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/2205120-3.jpg,A123452-ND,2205120-1,TE Connectivity AMP Connectors,CA 75MM 20 POS. MOW-PB M-M VALUE,488,0,"3.86000","0","1","-","Active","Plug to PCB","20","2","0.050"" (1.27mm)","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205072-x.jpg,A123322-ND,2205072-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 12POS,476,0,"3.92000","0","1","-","Active","Plug to PCB","12","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.molex.com/pdm_docs/sd/151330400_sd.pdf,//media.digikey.com/Photos/Molex/MFG_15133_PicoClasp_4-Pos.jpg,WM16330-ND,0151330400,Molex,PICO-CLASP 4 CIRCUIT 50MM,820,0,"3.97000","0","1","Pico-Clasp 15133","Active","Socket to Socket","4","1","-","0.039"" (1.00mm)","0.164' (50.00mm, 1.97"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/2205120-3.jpg,A123453-ND,2205120-2,TE Connectivity AMP Connectors,CA 150MM 20 POS. MOW-PB M-M VALU,249,0,"4.03000","0","1","-","Active","Plug to PCB","20","2","0.050"" (1.27mm)","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205066-x.jpg,A123300-ND,2205066-2,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 16POS,456,0,"4.09000","0","1","-","Active","Plug to Plug","16","2","-","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773840-5_MICRO-MATCH-VALUE-LINE-QRG&DocType=DS&DocLang=EN,//media.digikey.com/photos/TE%20Connectivity/2205120-3.jpg,A123454-ND,2205120-3,TE Connectivity AMP Connectors,CA 200MM 20 POS. MOW-PB M-M VALU,220,0,"4.14000","0","1","-","Active","Plug to PCB","20","2","0.050"" (1.27mm)","-","-","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205066-x.jpg,A123301-ND,2205066-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 16POS,478,0,"4.22000","0","1","-","Active","Plug to Plug","16","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205069-x.jpg,A123311-ND,2205069-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 6POS,692,0,"4.43000","0","1","-","Active","Plug to PCB","6","2","-","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.molex.com/pdm_docs/sd/151330405_sd.pdf,//media.digikey.com/Photos/Molex/MFG_15133_PicoClasp_4-Pos.jpg,WM16334-ND,0151330405,Molex,PICO-CLASP 4 CIRCUIT 450MM,939,0,"4.44000","0","1","Pico-Clasp 15133","Active","Socket to Socket","4","1","-","0.039"" (1.00mm)","1.48' (450.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205067-x.jpg,A123303-ND,2205067-2,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 18POS,285,0,"4.45000","0","1","-","Active","Plug to Plug","18","2","-","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205076-x.jpg,A123305-ND,2205076-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 20POS,384,0,"4.56000","0","1","-","Active","Plug to Plug","20","2","-","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205067-x.jpg,A123304-ND,2205067-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 18POS,187,0,"4.59000","0","1","-","Active","Plug to Plug","18","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/2205062-3.jpg,A123289-ND,2205062-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 8POS,146,0,"4.65000","0","1","-","Active","Plug to Plug","8","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205068&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205070-x.jpg,A123314-ND,2205070-1,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTB 8POS,487,0,"4.74000","0","1","-","Active","Plug to PCB","8","2","-","-","0.246' (75.00mm, 2.95"")","-","Gray","-","-","IDC","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205076-x.jpg,A123306-ND,2205076-2,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 20POS,480,0,"4.80000","0","1","-","Active","Plug to Plug","20","2","-","-","0.492' (150.00mm, 5.91"")","-","Gray","-","-","IDC","-","-"
"//media.digikey.com/PDF/Data%20Sheets/Tyco%20Electronics%20Corcom%20PDFs/FA,%20JA,%20LA,%20MA,%20PA%20-%20Accessories.pdf",//media.digikey.com/Photos/Tyco%20Photos/MA100.jpg,MA100-ND,MA100,TE Connectivity Corcom Filters,POWER ENTRY MOD M SER 8.5"" LEADS,134,0,"4.90000","0","1","M","Active","Plug to Individual Wire Leads","6","2","-","-","0.708' (215.80mm, 8.50"")","-","Multiple, Individual","Unshielded","Power Module","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2205060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2205076-x.jpg,A123307-ND,2205076-3,TE Connectivity AMP Connectors,CABLE ASSEMBLY HEADER WTW 20POS,467,0,"4.96000","0","1","-","Active","Plug to Plug","20","2","-","-","0.656' (200.00mm, 7.87"")","-","Gray","-","-","IDC","-","-"
https://www.molex.com/pdm_docs/sd/151330505_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-5-POS.jpg,WM16340-ND,0151330505,Molex,PICO-CLASP 5 CIRCUIT 450MM,823,0,"5.28000","0","1","Pico-Clasp 15133","Active","Socket to Socket","5","1","-","0.039"" (1.00mm)","1.48' (450.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/151330506_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-5-POS.jpg,WM16341-ND,0151330506,Molex,PICO-CLASP 5 CIRCUIT 600MM,776,0,"5.58000","0","1","Pico-Clasp 15133","Active","Socket to Socket","5","1","-","0.039"" (1.00mm)","1.97' (600.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/151330700_sd.pdf,//media.digikey.com/Photos/Molex/151330700.jpg,WM16348-ND,0151330700,Molex,PICO-CLASP 7 CIRCUIT 50MM,994,0,"5.79000","0","1","Pico-Clasp 15133","Active","Socket to Socket","7","1","-","0.039"" (1.00mm)","0.164' (50.00mm, 1.97"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/151330702_sd.pdf,//media.digikey.com/Photos/Molex/151330702.jpg,WM16350-ND,0151330702,Molex,PICO-CLASP 7CIRCUIT 150MM,981,0,"5.79000","0","1","Pico-Clasp 15133","Active","Socket to Socket","7","1","-","0.039"" (1.00mm)","0.492' (150.00mm, 5.91"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/1502070002_sd.pdf,//media.digikey.com/Photos/Molex/1502070005.jpg,WM10881-ND,1502070012,Molex,DITTO SG/END HARNESS 6 CKT .15M,127,0,"6.08000","0","1","Ditto 172578","Active","Self Mating, Non-Gendered to Individual Wire Leads","6","1","0.098"" (2.50mm)","-","0.492' (150.00mm, 5.91"")","-","Black, White","-","-","Crimp","Tin","-"
https://www.molex.com/pdm_docs/sd/151330801_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-8-POS.jpg,WM16355-ND,0151330801,Molex,PICO-CLASP 8 CIRCUIT 100MM,962,0,"6.13000","0","1","Pico-Clasp 15133","Active","Socket to Socket","8","1","-","0.039"" (1.00mm)","0.328' (100.00mm, 3.94"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/151330800_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-8-POS.jpg,WM16354-ND,0151330800,Molex,PICO-CLASP 8 CIRCUIT 50MM,942,0,"6.13000","0","1","Pico-Clasp 15133","Active","Socket to Socket","8","1","-","0.039"" (1.00mm)","0.164' (50.00mm, 1.97"")","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/151330705_sd.pdf,//media.digikey.com/Photos/Molex/151330705.jpg,WM16352-ND,0151330705,Molex,PICO-CLASP 7 CIRCUIT 450MM,999,0,"6.31000","0","1","Pico-Clasp 15133","Active","Socket to Socket","7","1","-","0.039"" (1.00mm)","1.48' (450.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/1502070002_sd.pdf,//media.digikey.com/Photos/Molex/1502070005.jpg,WM10874-ND,1502070005,Molex,DITTO SG/END HARNESS 6 CKT .30M,733,0,"6.46000","0","1","Ditto 172578","Active","Self Mating, Non-Gendered to Individual Wire Leads","6","1","0.098"" (2.50mm)","-","0.984' (300.00mm, 11.81"")","-","Black, White","-","-","Crimp","Tin","-"
https://www.molex.com/pdm_docs/sd/151330805_sd.pdf,//media.digikey.com/Photos/Molex/Pico-Clasp-15133-8-POS.jpg,WM16358-ND,0151330805,Molex,PICO-CLASP 8 CIRCUIT 450MM,915,0,"6.98000","0","1","Pico-Clasp 15133","Active","Socket to Socket","8","1","-","0.039"" (1.00mm)","1.48' (450.00mm)","-","Black","-","-","Crimp","Tin","39.4µin (1.00µm)"
https://www.molex.com/pdm_docs/sd/1502070002_sd.pdf,//media.digikey.com/Photos/Molex/1502070005.jpg,WM10882-ND,1502070013,Molex,DITTO SG/END HARNESS 7 CKT .15M,148,0,"7.82000","0","1","Ditto 172578","Active","Self Mating, Non-Gendered to Individual Wire Leads","7","1","0.098"" (2.50mm)","-","0.492' (150.00mm, 5.91"")","-","Black, White","-","-","Crimp","Tin","-"
-,//media.digikey.com/Photos/Molex/MFG_15136070x.jpg,WM16385-ND,0151360706,Molex,MICROCLASP 7 CIRCUIT 600MM,901,0,"8.13000","0","1","MicroClasp 15136","Active","Socket to Socket","7","1","0.079"" (2.00mm)","-","1.97' (600.00mm)","Latch Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
http://www.tensility.com/pdffiles/10-02408.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02408.jpg,839-1349-ND,10-02408,Tensility International Corp,CBL ASSY 16AWG 6' RED TO SAE PIN,476,0,"8.29000","0","1","-","Active","SAE Connector to Cable","2","1","0.295"" (7.50mm)","-","6.00' (1.83m)","Dust Cap","Black, Red","Unshielded","-","-","Nickel","-"
-,//media.digikey.com/Photos/Molex/0151360806.jpg,WM16386-ND,0151360806,Molex,MICROCLASP 8 CIRCUIT 600MM,970,0,"8.72000","0","1","MicroClasp 15136","Active","Socket to Socket","8","1","0.079"" (2.00mm)","-","1.97' (600.00mm)","Latch Lock","Black, Individual","Unshielded","-","Crimp","Tin","35.4µin (0.90µm)"
https://www.molex.com/pdm_docs/sd/451330801_sd.pdf,//media.digikey.com/Photos/Molex/0451330803.jpg,WM13012-ND,0451330801,Molex,ULTRAFIT 8 CIRCUIT BLACK 150MM,393,0,"11.11000","0","1","Ultra-Fit 45133","Active","Socket to Socket","8","2","-","-","0.492' (150.00mm, 5.91"")","-","Multiple","-","-","Crimp","Tin","15.0µin (0.38µm)"
https://www.molex.com/pdm_docs/sd/451330610_sd.pdf,//media.digikey.com/Photos/Molex/04513306xx.jpg,WM13011-ND,0451330610,Molex,ULTRAFIT 6 CIRCUIT BLACK 1M,530,0,"11.21000","0","1","Ultra-Fit 45133","Active","Socket to Socket","6","2","-","-","3.28' (1.00m)","-","Multiple","-","-","Crimp","Tin","15.0µin (0.38µm)"
http://www.tensility.com/pdffiles/10-02410.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02410.jpg,839-1351-ND,10-02410,Tensility International Corp,CBL ASSY SAE Y SPLIT TO 2 SAE,470,0,"11.21000","0","1","-","Active","SAE Connector to SAE Connector (2)","2","1","0.295"" (7.50mm)","-","1.00' (304.80mm)","Dust Cap","Black, Red","Unshielded","-","-","Nickel","-"
