Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Length","Cable Type","Shielding","Style"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QXK-24%20G.jpg,M7QXK-2410J-ND,M7QXK-2410J,3M,IDC CABLE - MDJ24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RXK-1406R-ND,M7RXK-1406R,3M,IDC CABLE - MDK14K/MC14M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RXK-1406J-ND,M7RXK-1406J,3M,IDC CABLE - MDK14K/MC14G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RXK-1410R-ND,M7RXK-1410R,3M,IDC CABLE - MDK14K/MC14M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RXK-1410J-ND,M7RXK-1410J,3M,IDC CABLE - MDK14K/MC14G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-1406R-ND,M7UXK-1406R,3M,IDC CABLE - MDN14K/MC14M/X,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-1406J-ND,M7UXK-1406J,3M,IDC CABLE - MDN14K/MC14G/X,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-1410R-ND,M7UXK-1410R,3M,IDC CABLE - MDN14K/MC14M/X,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-1410J-ND,M7UXK-1410J,3M,IDC CABLE - MDN14K/MC14G/X,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-2406R-ND,M7UXK-2406R,3M,IDC CABLE - MDN24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-2406J-ND,M7UXK-2406J,3M,IDC CABLE - MDN24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-2410R-ND,M7UXK-2410R,3M,IDC CABLE - MDN24K/MC24M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-2410J-ND,M7UXK-2410J,3M,IDC CABLE - MDN24K/MC24G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-3606R-ND,M7UXK-3606R,3M,IDC CABLE - MDN36K/MC37M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-3606J-ND,M7UXK-3606J,3M,IDC CABLE - MDN36K/MC37G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-3610R-ND,M7UXK-3610R,3M,IDC CABLE - MDN36K/MC37M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-3610J-ND,M7UXK-3610J,3M,IDC CABLE - MDN36K/MC37G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-5006R-ND,M7UXK-5006R,3M,IDC CABLE - MDN50K/MC50M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-5006J-ND,M7UXK-5006J,3M,IDC CABLE - MDN50K/MC50G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Cable (Flat)","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-5010R-ND,M7UXK-5010R,3M,IDC CABLE - MDN50K/MC50M/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UXK-5010J-ND,M7UXK-5010J,3M,IDC CABLE - MDN50K/MC50G/X,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Cable (Flat)","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KKK-24%20M.jpg,M7KKK-2406R-ND,M7KKK-2406R,3M,IDC CABLE - MDG24K/MC24M/MDG24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KKK-24%20G.jpg,M7KKK-2406J-ND,M7KKK-2406J,3M,IDC CABLE - MDG24K/MC24G/MDG24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KKK-24%20M.jpg,M7KKK-2410R-ND,M7KKK-2410R,3M,IDC CABLE - MDG24K/MC24M/MDG24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7KKK-24%20G.jpg,M7KKK-2410J-ND,M7KKK-2410J,3M,IDC CABLE - MDG24K/MC24G/MDG24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LLK-24%20M.jpg,M7LLK-2406R-ND,M7LLK-2406R,3M,IDC CABLE - MDH24K/MC24M/MDH24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LLK-24%20G.jpg,M7LLK-2406J-ND,M7LLK-2406J,3M,IDC CABLE - MDH24K/MC24G/MDH24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LLK-24%20M.jpg,M7LLK-2410R-ND,M7LLK-2410R,3M,IDC CABLE - MDH24K/MC24M/MDH24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7LLK-24%20G.jpg,M7LLK-2410J-ND,M7LLK-2410J,3M,IDC CABLE - MDH24K/MC24G/MDH24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QQK-24%20M.jpg,M7QQK-2406R-ND,M7QQK-2406R,3M,IDC CABLE - MDJ24K/MC24M/MDJ24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QQK-24%20G.jpg,M7QQK-2406J-ND,M7QQK-2406J,3M,IDC CABLE - MDJ24K/MC24G/MDJ24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QQK-24%20M.jpg,M7QQK-2410R-ND,M7QQK-2410R,3M,IDC CABLE - MDJ24K/MC24M/MDJ24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22506O/3mtm-d-ribbon-wm-plug-bailmount-option-3000-series-ts0819.pdf,//media.digikey.com/Renders/3M%20Renders/M7QQK-24%20G.jpg,M7QQK-2410J-ND,M7QQK-2410J,3M,IDC CABLE - MDJ24K/MC24G/MDJ24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Male to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RRK-1406R-ND,M7RRK-1406R,3M,IDC CABLE - MDK14K/MC14M/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Female","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RRK-1406J-ND,M7RRK-1406J,3M,IDC CABLE - MDK14K/MC14G/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Female","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RRK-1410R-ND,M7RRK-1410R,3M,IDC CABLE - MDK14K/MC14M/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Female","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7RRK-1410J-ND,M7RRK-1410J,3M,IDC CABLE - MDK14K/MC14G/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Female","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-1406R-ND,M7UUK-1406R,3M,IDC CABLE - MDN14K/MC14M/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Female","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-1406J-ND,M7UUK-1406J,3M,IDC CABLE - MDN14K/MC14G/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Female","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-1410R-ND,M7UUK-1410R,3M,IDC CABLE - MDN14K/MC14M/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Female","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-1410J-ND,M7UUK-1410J,3M,IDC CABLE - MDN14K/MC14G/MDN14K,0,0,"Obsolete","0","1","Delta","Obsolete","Centronics 14 pos Female to Female","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-2406R-ND,M7UUK-2406R,3M,IDC CABLE - MDN24K/MC24M/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Female","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-2406J-ND,M7UUK-2406J,3M,IDC CABLE - MDN24K/MC24G/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Female","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-2410R-ND,M7UUK-2410R,3M,IDC CABLE - MDN24K/MC24M/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Female","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-2410J-ND,M7UUK-2410J,3M,IDC CABLE - MDN24K/MC24G/MDN24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Female","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-3606R-ND,M7UUK-3606R,3M,IDC CABLE - MDN36K/MC37M/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Female","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-3606J-ND,M7UUK-3606J,3M,IDC CABLE - MDN36K/MC37G/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Female","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-3610R-ND,M7UUK-3610R,3M,IDC CABLE - MDN36K/MC37M/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Female","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-3610J-ND,M7UUK-3610J,3M,IDC CABLE - MDN36K/MC37G/MDN36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Female","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-5006R-ND,M7UUK-5006R,3M,IDC CABLE - MDN50K/MC50M/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Female","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-5006J-ND,M7UUK-5006J,3M,IDC CABLE - MDN50K/MC50G/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Female","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-5010R-ND,M7UUK-5010R,3M,IDC CABLE - MDN50K/MC50M/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Female","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
http://multimedia.3m.com/mws/media/22507O/3mtm-d-ribbon-wiremount-socket-bailmount-option-ts0820.pdf,-,M7UUK-5010J-ND,M7UUK-5010J,3M,IDC CABLE - MDN50K/MC50G/MDN50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Female","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
-,-,M7KRK-1406R-ND,M7KRK-1406R,3M,IDC CABLE - MDG14K/MC14M/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
-,-,M7KRK-1406J-ND,M7KRK-1406J,3M,IDC CABLE - MDG14K/MC14G/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
-,-,M7KRK-1410R-ND,M7KRK-1410R,3M,IDC CABLE - MDG14K/MC14M/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
-,-,M7KRK-1410J-ND,M7KRK-1410J,3M,IDC CABLE - MDG14K/MC14G/MDK14K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 14 pos Female to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-24%20M.jpg,M7KRK-2406R-ND,M7KRK-2406R,3M,IDC CABLE - MDG24K/MC24M/MDK24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-24%20G.jpg,M7KRK-2406J-ND,M7KRK-2406J,3M,IDC CABLE - MDG24K/MC24G/MDK24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-24%20M.jpg,M7KRK-2410R-ND,M7KRK-2410R,3M,IDC CABLE - MDG24K/MC24M/MDK24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-24%20G.jpg,M7KRK-2410J-ND,M7KRK-2410J,3M,IDC CABLE - MDG24K/MC24G/MDK24K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 24 pos Female to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-36%20M.jpg,M7KRK-3606R-ND,M7KRK-3606R,3M,IDC CABLE - MDG36K/MC37M/MDK36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-36%20G.jpg,M7KRK-3606J-ND,M7KRK-3606J,3M,IDC CABLE - MDG36K/MC37G/MDK36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-36%20M.jpg,M7KRK-3610R-ND,M7KRK-3610R,3M,IDC CABLE - MDG36K/MC37M/MDK36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-36%20G.jpg,M7KRK-3610J-ND,M7KRK-3610J,3M,IDC CABLE - MDG36K/MC37G/MDK36K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 36 pos Female to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-50%20M.jpg,M7KRK-5006R-ND,M7KRK-5006R,3M,IDC CABLE - MDG50K/MC50M/MDK50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","6.00' (1.83m)","Ribbon, Multi","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-50%20G.jpg,M7KRK-5006J-ND,M7KRK-5006J,3M,IDC CABLE - MDG50K/MC50G/MDK50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","6.00' (1.83m)","Ribbon, Gray","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-50%20M.jpg,M7KRK-5010R-ND,M7KRK-5010R,3M,IDC CABLE - MDG50K/MC50M/MDK50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","10.00' (3.05m)","Ribbon, Multi","Unshielded","Bidirectional"
-,//media.digikey.com/Renders/3M%20Renders/M7KRK-50%20G.jpg,M7KRK-5010J-ND,M7KRK-5010J,3M,IDC CABLE - MDG50K/MC50G/MDK50K,0,0,"Discontinued at Digi-Key","0","1","Delta","Discontinued at Digi-Key","Centronics 50 pos Female to Male","10.00' (3.05m)","Ribbon, Gray","Unshielded","Bidirectional"
