Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Length","Color","Wire Gauge"
http://schmartboard.com/content/Brochures/920-0153-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/920-0153-01.JPG",1988-1155-ND,920-0153-01,"Schmartboard, Inc.",10 PACK 7"" BLACK MALE TO FEMALE,10,0,"7.00000","0","1","-","-","Active","Male to Female","7.00"" (177.80mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/922-0002-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/922-0002-01.jpg",1988-1182-ND,922-0002-01,"Schmartboard, Inc.",QTY. 5 WHITE MALE/FEMALE 11"" 4 W,22,0,"9.00000","0","1","-","-","Active","Male to Female","11.00"" (279.40mm)","White","-"
http://schmartboard.com/content/Brochures/922-0004-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/922-0004-01.JPG",1988-1183-ND,922-0004-01,"Schmartboard, Inc.",QTY. 5 YELLOW MALE/FEMALE 11"" 4,22,0,"9.00000","0","1","-","-","Active","Male to Female","11.00"" (279.40mm)","Yellow","-"
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_JPW_2013.pdf,-,JPW-05-R-52--ND,JPW-05-R-52-,Yageo,JUMPER WIRE M TO M 2.063"",0,0,"0.00757","0","10000","-","JPW","Active","Male to Male","2.063"" (52.40mm)","Gray","-"
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_JPW_2013.pdf,-,JPW-08-T-52--ND,JPW-08-T-52-,Yageo,JUMPER WIRE M TO M 2.063"",0,0,"0.01683","0","5000","-","JPW","Active","Male to Male","2.063"" (52.40mm)","Gray","-"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Wire.pdf,-,4110KI-ND,4110,Kitronik Ltd.,JUMPER WIRE M TO M 7.874"" 10PCS,0,0,"0.81688","0","208","-","-","Active","Male to Male","7.874"" (200.00mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Wire.pdf,-,4128-ND,4128,Kitronik Ltd.,JUMPER WIRE M TO F 7.874"" 10PCS,0,0,"0.81688","0","208","-","-","Active","Male to Female","7.874"" (200.00mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/800-00016_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_800-00016.jpg,800-00016-ND,800-00016,Parallax Inc.,JUMPER WIRE PREFORM 3"" 10PCS,0,0,"3.23000","0","1","-","-","Active","Pre-Formed for Breadboard","3.000"" (76.20mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0178-01.pdf,-,920-0173-01-ND,920-0173-01,"Schmartboard, Inc.",JUMPER WIRE F TO F 4PCS,0,0,"3.99000","0","1","4 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09385_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09385.JPG,PRT-09385-ND,PRT-09385,SparkFun Electronics,JUMPER WIRE M/F 12"" 10PCS,0,0,"4.50000","0","1","10 per Pkg","-","Active","Male to Female","12.00"" (304.80mm)","Various","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09387_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09387.JPG,PRT-09387-ND,PRT-09387,SparkFun Electronics,JUMPER WIRE M/M 12"" 10PCS,0,0,"4.50000","0","1","10 per Pkg","-","Active","Male to Male","12.00"" (304.80mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0105-01.pdf,-,920-0105-01-ND,920-0105-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 10PCS,0,0,"4.79000","0","1","10 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0079-01.pdf,-,920-0079-01-ND,920-0079-01,"Schmartboard, Inc.",JUMPER WIRE F TO F 2PCS,0,0,"7.20000","0","1","4 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0178-01.pdf,-,920-0174-01-ND,920-0174-01,"Schmartboard, Inc.",JUMPER WIRE F TO F 10PCS,0,0,"7.98000","0","1","10 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Various","-"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0095-25-ND,920-0095-25,"Schmartboard, Inc.",JUMPER WIRE VARIOUS 5PCS,0,0,"12.00000","0","1","20 per Pkg","-","Active","Male to Female","Various","Various","28 AWG"
http://schmartboard.com/content/Brochures/920-0079-01.pdf,-,920-0080-01-ND,920-0080-01,"Schmartboard, Inc.",JUMPER WIRE F TO F 5PCS,0,0,"13.20000","0","1","10 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0194-50.pdf,-,920-0194-50-ND,920-0194-50,"Schmartboard, Inc.",JUMPER WIRE FEMALE 50PCS,0,0,"15.00000","0","1","50 per Pkg","-","Active","Female to Female","8.00"" (203.20mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0195-50.pdf,-,920-0195-50-ND,920-0195-50,"Schmartboard, Inc.",JUMPER WIRE FEMALE 50PCS,0,0,"15.00000","0","1","50 per Pkg","-","Active","Female to Female","8.00"" (203.20mm)","Black","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0067-25-ND,920-0067-25,"Schmartboard, Inc.",JUMPER WIRE VARIOUS 5PCS,0,0,"15.00000","0","1","25 per Pkg","-","Active","Female to Female","Various","Various","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0067-50-ND,920-0067-50,"Schmartboard, Inc.",JUMPER WIRE VARIOUS 10PCS,0,0,"20.00000","0","1","50 per Pkg","-","Active","Female to Female","Various","Various","28 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-14671_Web.pdf,-,PRT-14671-ND,PRT-14671,SparkFun Electronics,JUMPER KIT VARIOUS 22AWG 700PCS,0,0,"25.00000","0","1","700 per Pkg","-","Active","Kit - Pre-Formed for Breadboard","Various","Various","22 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0095-60-ND,920-0095-60,"Schmartboard, Inc.",JUMPER WIRE VARIOUS 15PCS,0,0,"33.00000","0","1","60 per Pkg","-","Active","Male to Female","Various","Various","28 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-09388_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-09388.jpg,PRT-09388-ND,PRT-09388,SparkFun Electronics,JUMPER WIRE M/M 12"" 100PCS,0,0,"34.95000","0","1","100 per Pkg","-","Active","Male to Male","12.00"" (304.80mm)","Various","-"
http://schmartboard.com/content/Brochures/920-0005-01.pdf,-,920-0008-01-ND,920-0008-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 3"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","3.00"" (76.20mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0016-01.pdf,-,920-0017-01-ND,920-0017-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 2"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","2.00"" (50.80mm)","Blue","28 AWG"
http://schmartboard.com/content/Brochures/920-0097-01.pdf,-,920-0098-01-ND,920-0098-01,"Schmartboard, Inc.",JUMPER WIRE MALE 5"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Male to Male","7.00"" (177.80mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0104-01.pdf,-,920-0108-01-ND,920-0108-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0105-01.pdf,-,920-0109-01-ND,920-0109-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0106-01.pdf,-,920-0110-01-ND,920-0110-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0107-01.pdf,-,920-0111-01-ND,920-0111-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0161-01%20and%20920-0165-01.pdf,-,920-0165-01-ND,920-0165-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 3"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","3.00"" (76.20mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0162-01%20and%20920-0166-01.pdf,-,920-0166-01-ND,920-0166-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 3"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","3.00"" (76.20mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0163-01%20and%20920-0167-01.pdf,-,920-0167-01-ND,920-0167-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 3"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","3.00"" (76.20mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0164-01%20and%20920-0168-01.pdf,-,920-0168-01-ND,920-0168-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 3"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","3.00"" (76.20mm)","Blue","28 AWG"
-,-,920-0177-01-ND,920-0177-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 5"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Gray","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0179-01-ND,920-0179-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 5"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","5.00"" (127.00mm)","Violet","28 AWG"
http://schmartboard.com/content/Brochures/920-0180-01.pdf,-,920-0181-01-ND,920-0181-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 5"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","5.00"" (127.00mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0182-01.pdf,-,920-0183-01-ND,920-0183-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 5"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","5.00"" (127.00mm)","Red","28 AWG"
https://store-92j852.mybigcommerce.com/content/Brochures/920-0204-01%20and%20920-0205-01.pdf,-,920-0205-01-ND,920-0205-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Green","28 AWG"
https://store-92j852.mybigcommerce.com/content/Brochures/920-0206-01%20and%20920-0207-01.pdf,-,920-0207-01-ND,920-0207-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Brown","28 AWG"
https://store-92j852.mybigcommerce.com/content/Brochures/920-0208-01%20and%20920-0209-01.pdf,-,920-0209-01-ND,920-0209-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Gray","28 AWG"
https://store-92j852.mybigcommerce.com/content/Brochures/920-0210-01%20and%20920-0211-01.pdf,-,920-0211-01-ND,920-0211-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Orange","28 AWG"
https://store-92j852.mybigcommerce.com/content/Brochures/920-0212-01%20and%20920-0213-01.pdf,-,920-0213-01-ND,920-0213-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 7"" 100PCS,0,0,"38.00000","0","1","100 per Pkg","-","Active","Female to Female","7.00"" (177.80mm)","Violet","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0067-01-ND,920-0067-01,"Schmartboard, Inc.",JUMPER WIRE VARIOUS 20PCS,0,0,"40.00000","0","1","100 per Pkg","-","Active","Female to Female","Various","Various","28 AWG"
http://schmartboard.com/content/Brochures/920-0020-01.pdf,-,920-0019-01-ND,920-0019-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 12"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Green","28 AWG"
http://schmartboard.com/content/Brochures/920-0022-01.pdf,-,920-0023-01-ND,920-0023-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 5"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Female","5.00"" (127.00mm)","Violet","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0066-01-ND,920-0066-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 9"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","9.00"" (228.60mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0089-01.pdf,-,920-0092-01-ND,920-0092-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 7"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Female","7.00"" (177.80mm)","Brown","28 AWG"
http://schmartboard.com/content/Brochures/920-0099-01.pdf,-,920-0100-01-ND,920-0100-01,"Schmartboard, Inc.",JUMPER WIRE MALE 7"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Male","7.00"" (177.80mm)","Blue","28 AWG"
http://schmartboard.com/content/Brochures/920-0139-01.pdf,-,920-0140-01-ND,920-0140-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0141-01.pdf,-,920-0142-01-ND,920-0142-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Yellow","28 AWG"
http://schmartboard.com/content/Brochures/920-0145-01.pdf,-,920-0146-01-ND,920-0146-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 12"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","12.00"" (304.80mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0184-01.pdf,-,920-0185-01-ND,920-0185-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 9"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","9.00"" (228.60mm)","Green","28 AWG"
http://schmartboard.com/content/Brochures/920-0186-01.pdf,-,920-0187-01-ND,920-0187-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 9"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","9.00"" (228.60mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0188-01.pdf,-,920-0189-01-ND,920-0189-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 9"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","9.00"" (228.60mm)","Orange","28 AWG"
http://schmartboard.com/content/Brochures/920-0190-01.pdf,-,920-0191-01-ND,920-0191-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 9"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Female to Female","9.00"" (228.60mm)","Brown","28 AWG"
http://schmartboard.com/content/Brochures/920-0147-01.pdf,-,920-0148-01-ND,920-0148-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 7"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Female","7.00"" (177.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0149-01.pdf,-,920-0150-01-ND,920-0150-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 7"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Female","7.00"" (177.80mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0151-01.pdf,-,920-0152-01-ND,920-0152-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 7"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Female","7.00"" (177.80mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0153-01.pdf,-,920-0154-01-ND,920-0154-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 7"" 100PCS,0,0,"45.00000","0","1","100 per Pkg","-","Active","Male to Female","7.00"" (177.80mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0143-01.pdf,-,1988-1151-ND,920-0144-01,"Schmartboard, Inc.",QTY 100 RED FEMALE,0,0,"45.00000","0","1","-","-","Active","Female to Female","12.00"" (304.80mm)","Red","28 AWG"
http://schmartboard.com/content/Brochures/920-0074-01.pdf,-,920-0075-01-ND,920-0075-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 24"" 100PCS,0,0,"50.00000","0","1","100 per Pkg","-","Active","Female to Female","24.00"" (609.60mm)","Black","28 AWG"
http://schmartboard.com/content/Brochures/920-0090-01.pdf,-,920-0093-01-ND,920-0093-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 9"" 100PCS,0,0,"50.00000","0","1","100 per Pkg","-","Active","Male to Female","9.00"" (228.60mm)","White","28 AWG"
http://schmartboard.com/content/Brochures/920-0091-01.pdf,-,920-0094-01-ND,920-0094-01,"Schmartboard, Inc.",JUMPER WIRE M TO F 12"" 100PCS,0,0,"50.00000","0","1","100 per Pkg","-","Active","Male to Female","12.00"" (304.80mm)","Orange","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_f.pdf,-,920-0203-01-ND,920-0203-01,"Schmartboard, Inc.",JUMPER WIRE FEMALE 24"" 100PCS,0,0,"50.00000","0","1","100 per Pkg","-","Active","Female to Female","24.00"" (609.60mm)","Red","28 AWG"
http://schmartboard.com/content/Other/schmartboard_pd_920-00xx-01_terminal_m.pdf,-,920-0095-01-ND,920-0095-01,"Schmartboard, Inc.",JUMPER WIRE VARIOUS 25PCS,0,0,"50.00000","0","1","100 per Pkg","-","Active","Male to Female","Various","Various","28 AWG"
http://www.globalspecialties.com/accessories/wires-connectors/download/1718_0cefcd1baa0c3952e484cd160e3f3bd3.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_WK-4.jpg,WK-4-ND,WK-4,Global Specialties,JUMPER M/M VARIOUS 24AWG 100PCS,0,0,"65.00000","0","1","100 per Pkg","-","Active","Male to Male","Various","Various","24 AWG"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990044.jpg,110990044-ND,110990044,"Seeed Technology Co., Ltd",JUMPER WIRE VARIOUS 140PCS,0,0,"3.97800","0","10","140 per Pkg","-","Active","-","Various","Various","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990045.jpg,110990045-ND,110990045,"Seeed Technology Co., Ltd",JUMPER WIRE M TO F 12PCS,0,0,"5.09000","0","8","12 per Pkg","-","Active","Male to Female","-","Various","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990032.jpg,110990032-ND,110990032,"Seeed Technology Co., Ltd",JUMPER WIRE F TO F 10PCS,0,0,"5.09000","0","7","10 per Pkg","-","Active","Female to Female","-","Various","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990029.jpg,110990029-ND,110990029,"Seeed Technology Co., Ltd",JUMPER WIRE VARIOUS 200M,0,0,"5.10000","0","8","-","-","Active","-","Various","Various","-"
-,-,BBPDC-ND,BBPDC,Matrix Orbital,JUMPER WIRE M TO M PARALLEL DEV,0,0,"6.95000","0","1","-","-","Active","Male to Male","-","Various","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990049.jpg,110990049-ND,110990049,"Seeed Technology Co., Ltd",JUMPER WIRE VARIOUS 200M,0,0,"7.65000","0","5","-","-","Active","-","Various","Various","-"
-,-,923351-R-ND,923351-R,3M,JUMPER WIRE ASSORTMENT 35PCS,0,0,"Obsolete","0","5","35 per Pkg","-","Obsolete","-","-","-","-"
-,-,BKWK-5-ND,WK-5,B&K Precision,JUMPER M/M VARIOUS 24AWG 80PCS,0,0,"Obsolete","0","1","80 per Pkg","-","Obsolete","Male to Male","Various","Various","24 AWG"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-13870.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13870.jpg,1568-1438-ND,PRT-13870,SparkFun Electronics,JUMPER M/M 4"" 20AWG 30PCS,0,0,"Obsolete","0","1","30 per Pkg","-","Obsolete","Male to Male","4.000"" (101.60mm)","Various","20 AWG"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_321070026.jpg,321070026-ND,321070026,"Seeed Technology Co., Ltd",JUMPER WIRE F TO F SPLITTABLE,0,0,"Obsolete","0","12","-","-","Obsolete","Female to Female","-","Various","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/MIKROE-2021_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MIKROE-2021.jpg,1471-1513-ND,MIKROE-2021,MikroElektronika,JUMPER KIT VARIOUS 22AWG 350PCS,0,0,"Obsolete","0","1","350 per Pkg","-","Obsolete","Kit - Pre-Formed for Breadboard","Various","Various","22 AWG"
