Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Package Accepted","Number of Positions","Pitch","Board Thickness","Material","Size / Dimension"
http://www.capitaladvanced.com/pdf%20documents/6900sds.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/6908.jpg,6908CA-ND,6908,Capital Advanced Technologies,PROTO-BRD 8PIN DISCRETE SMT SIP,54,0,"2.14000","0","1","6000, Surfboards®","Active","SMD to SIP","1206, Mini MELF","8","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.800"" W (12.70mm x 20.32mm)"
http://www.capitaladvanced.com/pdf documents/6800sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6808.jpg,6808CA-ND,6808,Capital Advanced Technologies,PROTO-BRD 8PIN DISCRETE SMT SIP,42,0,"2.14000","0","1","6000, Surfboards®","Active","SMD to SIP","Non Specific","8","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.800"" W (12.70mm x 20.32mm)"
http://www.capitaladvanced.com/pdf documents/6000sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6004.jpg,6004CA-ND,6004,Capital Advanced Technologies,PROTO-BRD 4PIN DISCRETE SMT SIP,485,0,"2.19000","0","1","6000, Surfboards®","Active","SMD to SIP","SOT-23","4","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.400"" W (12.70mm x 10.16mm)"
http://www.capitaladvanced.com/pdf documents/33205ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33205.jpg,33205CA-ND,33205,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT SOT-23-5,340,0,"2.37000","0","1","33000, Surfboards®","Active","SMD to SIP","SC-59, SC-74, SOT-23, SOT-25","5","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.400"" W (12.70mm x 10.16mm)"
http://www.capitaladvanced.com/pdf documents/33208ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33208.jpg,33208CA-ND,33208,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT SSOP-8,89,0,"2.38000","0","1","33000, Surfboards®","Active","SMD to SIP","SSOP, TSSOP","8","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.800"" L x 0.400"" W (20.32mm x 10.16mm)"
http://www.capitaladvanced.com/pdf documents/33113ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33113.jpg,33113CA-ND,33113,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT TO-263AB,96,0,"2.42000","0","1","33000, Surfboards®","Active","SMD to SIP","TO-263","6","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.600"" L x 0.800"" W (15.24mm x 20.32mm)"
http://capitaladvanced.com/pdf%20documents/33508ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33508.jpg,33508CA-ND,33508,Capital Advanced Technologies,PROTOBOARD SMT FOR SC-70-8/SC-8,76,0,"2.42000","0","1","33000, Surfboards®","Active","SMD to SIP","SC-8, SC-70-8, US8","8","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.800"" L x 0.350"" W (20.32mm x 8.89mm)"
http://capitaladvanced.com/pdf%20documents/33505ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33505.jpg,33505CA-ND,33505,Capital Advanced Technologies,PROTOBOARD SMT FOR .65MM ON SEMI,222,0,"2.46000","0","1","33000, Surfboards®","Active","SMD to SIP","SC-70, SC-88A, SOT-323, SOT-353","5","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.400"" W (12.70mm x 10.16mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1870_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1870.jpg,1528-2012-ND,1870,Adafruit Industries LLC,CONNECTOR TO DIP 4-POS CR2032,69,0,"2.50000","0","1","-","Active","Connector to DIP","CR2032","4","0.100"" (2.54mm)","0.060"" (1.52mm)","-","0.900"" L x 1.100"" W (22.86mm x 27.94mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3575_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3575.jpg,1528-2358-ND,3575,Adafruit Industries LLC,TOUCH SCREEN BREAKOUT BOARD FOR,70,0,"2.50000","0","1","-","Active","Connector to Plated Through Hole","FPC Connector","4","0.039"" (1.00mm)","-","-","0.500"" L x 0.500"" W (12.70mm x 12.70mm)"
http://www.capitaladvanced.com/pdf%20documents/9161ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/9161.jpg,9161CA-ND,9161,Capital Advanced Technologies,PROTO BOARD 14/16PIN SOIC SMT,508,0,"2.61000","0","1","9000, Surfboards®","Active","-","SOIC","16","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.800"" L x 1.050"" W (20.32mm x 26.67mm)"
http://www.capitaladvanced.com/pdf documents/6100sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6106.jpg,6106CA-ND,6106,Capital Advanced Technologies,PROTO-BRD 6PIN DISCRETE SMT SIP,141,0,"2.61000","0","1","6000, Surfboards®","Active","SMD to SIP","SOT-23","6","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.600"" W (12.70mm x 15.20mm)"
http://www.capitaladvanced.com/pdf documents/6000sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6006.jpg,6006CA-ND,6006,Capital Advanced Technologies,PROTO-BRD 6PIN DISCRETE SMT SIP,133,0,"2.61000","0","1","6000, Surfboards®","Active","SMD to SIP","SOT-23","6","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.600"" W (12.70mm x 15.20mm)"
http://www.chipquik.com/datasheets/PA0090.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0090.JPG,PA0090-ND,PA0090,Chip Quik Inc.,TSOC-6 TO DIP-6 SMT ADAPTER,57,0,"2.69000","0","1","Proto-Advantage","Active","SMD to DIP","TSOC","6","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.300"" (17.78mm x 7.62mm)"
http://capitaladvanced.com/pdf%20documents/33406ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33406.jpg,33406CA-ND,33406,Capital Advanced Technologies,PROTOBOARD SMT FOR SC-89/SOT-66,231,0,"2.73000","0","1","33000, Surfboards®","Active","SMD to SIP","SC-75-6, SC-89, SOT-66, SOT-563, SOT-666","6","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.600"" L x 0.350"" W (15.24mm x 8.89mm)"
http://www.capitaladvanced.com/pdf documents/33117ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33117.jpg,33117CA-ND,33117,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT 7-PIN D2,62,0,"2.74000","0","1","33000, Surfboards®","Active","SMD to SIP","TO-263","7","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.700"" L x 0.800"" W (17.78mm x 20.32mm)"
http://www.capitaladvanced.com/pdf%20documents/9162ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/9162.jpg,9162CA-ND,9162,Capital Advanced Technologies,PROTO BOARD 14/16PIN SOIC SMT,371,0,"2.76000","0","1","9000, Surfboards®","Active","-","SOIC","16","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 1.250"" W (25.40mm x 31.75mm)"
http://www.capitaladvanced.com/pdf documents/33623ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33623.jpg,33623CA-ND,33623,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT SOT-223,67,0,"2.94000","0","1","33000, Surfboards®","Active","SMD to SIP","SOT-223, SC-63","3","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.600"" L x 0.500"" W (15.24mm x 12.70mm)"
https://github.com/sparkfun/Full_Bridge_Motor_Driver_Breakout-L298N/tree/V_1.2,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-09540.JPG,1568-1380-ND,BOB-09540,SparkFun Electronics,SPARKFUN FULL-BRIDGE MOTOR DRIVE,26,0,"2.95000","0","1","-","Active","Through Hole to SIP","Multiwatt","15","-","-","-","1.600"" L x 0.800"" W (40.64mm x 20.32mm)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/319010352_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_319010352.jpg,1597-1263-ND,319010352,"Seeed Technology Co., Ltd",XQFP BREAKOUT BOARD 0.5MM,71,0,"3.06000","0","1","-","Active","SMD to Plated Through Hole Board","QFP","80","0.020"" (0.50mm)","-","-","1.575"" L x 1.575"" W (40.00mm x 40.00mm)"
http://www.chipquik.com/datasheets/F127T254P20.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_F127T254P20.jpg,F127T254P20-ND,F127T254P20,Chip Quik Inc.,PITCH CHANGER 1.27 MM TO 2.54 MM,63,0,"3.39000","0","1","Proto-Advantage","Active","Plated Through Hole to Plated Through Hole","-","20","0.050"" (1.27mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","-"
http://www.chipquik.com/datasheets/F200T254P20.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_F200T254P20.jpg,F200T254P20-ND,F200T254P20,Chip Quik Inc.,PITCH CHANGER 2.00 MM TO 2.54 MM,47,0,"3.39000","0","1","Proto-Advantage","Active","Plated Through Hole to Plated Through Hole","-","20","0.079"" (2.00mm)","0.063"" (1.60mm)","FR4 Epoxy Glass","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1871_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1871.jpg,1528-1458-ND,1871,Adafruit Industries LLC,20MM COIN BATT BREAKOUT W/SWITCH,64,0,"3.50000","0","1","-","Active","Connector to DIP","CR2032","4","0.100"" (2.54mm)","0.060"" (1.52mm)","-","1.100"" L x 1.100"" W (27.94mm x 27.94mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3119_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3119.JPG,1528-1714-ND,3119,Adafruit Industries LLC,HDMI PLUG BREAKOUT BOARD,36,0,"3.50000","0","1","-","Active","Connector to Plated Through Hole","HDMI","20","-","-","-","1.992"" L x 0.984"" W (50.60mm x 25.00mm)"
http://www.chipquik.com/datasheets/PA0062.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0062.JPG,PA0062-ND,PA0062,Chip Quik Inc.,QFN-16 TO DIP-16 SMT ADAPTER,40,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","QFN","16","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1211_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1211.jpg,1528-1070-ND,1211,Adafruit Industries LLC,SMT ADAPTERS 6 PACK 12SOIC/TSSOP,71,0,"4.95000","0","1","-","Active","SMD to DIP","SOIC, TSSOP","12","-","-","-","0.700"" L x 0.600"" W (17.78mm x 15.24mm)"
http://www.chipquik.com/datasheets/CN0008.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0008.jpg,CN0008-ND,CN0008,Chip Quik Inc.,USB - MICRO AB ADAPTER BOARD,55,0,"5.29000","0","1","Proto-Advantage","Active","Connector to SIP","USB - micro AB","5","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 0.500"" (10.16mm x 12.70mm)"
http://www.capitaladvanced.com/pdf%20documents/9165ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/9165.jpg,9165CA-ND,9165,Capital Advanced Technologies,PROTOBOARD 14/16 SOIC SMT SIP,49,0,"5.57000","0","1","9000, Surfboards®","Active","SMD to SIP","SOIC","16","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.125"" L x 1.925"" W (28.58mm x 48.89mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1162_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1162%20TQFP-44.jpg,1528-1064-ND,1162,Adafruit Industries LLC,SMT ADAPTERS 3 PACK 44TQFP/QFN,58,0,"5.95000","0","1","-","Active","SMD to DIP","QFN, QFP","44","-","-","-","2.200"" L x 0.800"" W (55.88mm x 20.32mm)"
http://www.capitaladvanced.com/pdf documents/9210ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/9210.jpg,9210CA-ND,9210,Capital Advanced Technologies,PROTOBOARD 20 W SOIC SMT SIP,58,0,"6.04000","0","1","9000, Surfboards®","Active","SMD to SIP","SOIC","20","0.050"" (1.27mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.925"" L x 2.000"" W (23.50mm x 50.80mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-TSOP32-1.JPG,A896AR-ND,LCQT-TSOP32-1,Aries Electronics,SOCKET ADAPTER TSOP TO 32DIP,26,0,"7.22000","0","1","Correct-A-Chip®","Active","SMD to DIP","TSOP","32","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.600"" L x 0.700"" W (40.64mm x 17.78mm)"
https://www.arieselec.com/products/data/18043-surface-mount-to-dip-jedec-sot-adapter.pdf,//media.digikey.com/Photos/Aries/1110748.jpg,A800AR-ND,1110748,Aries Electronics,SOCKET ADAPTER SOT25 TO 6DIP 0.3,37,0,"10.40000","0","1","Correct-A-Chip® 1110748","Active","SMD to DIP","SOT","6","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.300"" L x 0.400"" W (7.62mm x 10.16mm)"
http://www.logicalsys.com/datasht/ssd3sm18.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-ssd3sm18-28.jpg,309-1109-ND,PA-SSD3SM18-28,Logical Systems Inc.,SOCKET ADAPTER SSOP TO 28DIP,26,0,"14.00000","0","1","-","Active","SMD to DIP","SSOP, TSSOP","28","0.026"" (0.65mm)","-","-","1.450"" L x 0.450"" W (36.83mm x 11.43mm)"
http://www.chipquik.com/datasheets/PA0107.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0107.JPG,PA0107-ND,PA0107,Chip Quik Inc.,PLCC-44/LCC-44/JLCC-44 TO DIP-44,88,0,"14.69000","0","1","Proto-Advantage","Active","SMD to DIP","LCC, JLCC, PLCC","44","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.200"" (25.40mm x 55.88mm)"
https://www.arieselec.com/products/data/18045-sowi-to-soic-adapter.pdf,//media.digikey.com/Photos/Aries/16-665000-00.jpg,A823AR-ND,16-665000-00,Aries Electronics,SCK ADAPT 16P SOIC-W TO SOIC 0.6,38,0,"14.82000","0","1","Correct-A-Chip® 665000","Active","SMD to SMD","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","-"
https://www.arieselec.com/products/data/18036-ssop-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/28-351000-10.jpg,A734-ND,28-351000-10,Aries Electronics,SOCKET ADAPTER SSOP TO 28DIP 0.3,23,0,"16.10000","0","1","Correct-A-Chip® 351000","Active","SMD to DIP","SSOP","28","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.800"" L x 0.400"" W (71.12mm x 10.16mm)"
//media.digikey.com/pdf/Data%20Sheets/Aries%20Electronics%20PDFs/351000_Series.pdf,//media.digikey.com/photos/Aries/16-351000-11-RC.jpg,A748-ND,16-351000-11-RC,Aries Electronics,SOCKET ADAPTER SSOP TO 16DIP 0.3,21,0,"16.11000","0","1","Correct-A-Chip® 351000","Active","SMD to DIP","SSOP","16","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","-","1.600"" L x 0.400"" W (40.64mm x 10.16mm)"
http://www.chipquik.com/datasheets/PA0219SOCKET.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0219SOCKET.jpg,PA0219SOCKET-ND,PA0219SOCKET,Chip Quik Inc.,PLCC-52 SOCKET TO DIP-52 ADAPTER,18,0,"20.99000","0","1","Proto-Advantage","Active","SMD to DIP","LCC, JLCC, PLCC","52","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 2.600"" (25.40mm x 66.04mm)"
http://www.chipquik.com/datasheets/CN0036.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0036.jpg,CN0036-ND,CN0036,Chip Quik Inc.,QSTRIP QTH-060-01-L-D-A ADAPTER,17,0,"25.19000","0","1","Proto-Advantage","Active","Connector to DIP","Header","120","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.500"" x 6.400"" (38.10mm x 162.56mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-1006.JPG,1006CA-ND,US-1006,Capital Advanced Technologies,PROTO BOARD 6PIN THRU-HOLE SIP,723,0,"1.17000","0","1","1000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","6","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.600"" W (12.70mm x 15.20mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-1007.JPG,1007CA-ND,US-1007,Capital Advanced Technologies,PROTO BOARD 7PIN THRU-HOLE SIP,101,0,"1.32000","0","1","1000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","7","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.700"" W (12.70mm x 17.80mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-2010.JPG,2010CA-ND,US-2010,Capital Advanced Technologies,PROTO BOARD 10PIN THRU-HOLE SIP,35,0,"2.07000","0","1","2000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","10","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.598"" L x 1.000"" W (12.70mm x 25.40mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-4012.JPG,4012CA-ND,US-4012,Capital Advanced Technologies,PROTO BOARD 12PIN THRU-HOLE SIP,37,0,"2.08000","0","1","4000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","12","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 1.201"" W (25.40mm x 30.50mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-4008.jpg,4008CA-ND,US-4008,Capital Advanced Technologies,PROTO BOARD 8PIN THRU-HOLE SIP,310,0,"2.22000","0","1","4000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","8","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 0.800"" W (25.40mm x 20.30mm)"
http://www.capitaladvanced.com/pdf documents/33105ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33105.jpg,33105CA-ND,33105,Capital Advanced Technologies,PROTO BOARD ADAPTER SMT SOT-89-5,99,0,"2.31000","0","1","33000, Surfboards®","Active","SMD to SIP","SOT-89","5","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.400"" W (12.70mm x 10.16mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-2012.JPG,2012CA-ND,US-2012,Capital Advanced Technologies,PROTO BOARD 12PIN THRU-HOLE SIP,50,0,"2.37000","0","1","2000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","12","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.598"" L x 1.201"" W (15.20mm x 30.50mm)"
http://www.capitaladvanced.com/pdf documents/33008ids.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/33008.jpg,33008CA-ND,33008,Capital Advanced Technologies,PROTO BOARD ADAPT SMT SUPERSOT-8,68,0,"2.38000","0","1","33000, Surfboards®","Active","SMD to SIP","SuperSOT","8","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.800"" L x 0.400"" W (20.32mm x 10.16mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-3014.JPG,3014CA-ND,US-3014,Capital Advanced Technologies,PROTO BOARD 14PIN THRU-HOLE SIP,53,0,"2.38000","0","1","3000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","14","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 1.402"" W (25.40mm x 35.60mm)"
http://capitaladvanced.com/pdf%20documents/33308ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33308.jpg,33308CA-ND,33308,Capital Advanced Technologies,PROTOBOARD SMT FOR .35MM ON SEMI,41,0,"2.42000","0","1","33000, Surfboards®","Active","SMD to SIP","-","8","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.800"" L x 0.350"" W (20.32mm x 8.89mm)"
http://www.capitaladvanced.com/pdf documents/6400sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6405.jpg,6405CA-ND,6405,Capital Advanced Technologies,PROTO-BRD 5PIN DISCRETE SMT SIP,90,0,"2.46000","0","1","6000, Surfboards®","Active","SMD to SIP","SOT-23","5","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.500"" W (12.70mm x 12.70mm)"
http://capitaladvanced.com/pdf%20documents/33405ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33405.jpg,33405CA-ND,33405,Capital Advanced Technologies,PROTOBOARD SMT FOR SOT-553/665,64,0,"2.46000","0","1","33000, Surfboards®","Active","SMD to SIP","SOT-553, SOT-665","5","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.350"" W (12.70mm x 8.89mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-5008.jpg,5008CA-ND,US-5008,Capital Advanced Technologies,PROTO BOARD 8PIN THRU-HOLE SIP,27,0,"2.52000","0","1","5000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","8","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.299"" L x 0.800"" W (33.00mm x 20.30mm)"
http://www.capitaladvanced.com/pdf documents/6300sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6306.jpg,6306CA-ND,6306,Capital Advanced Technologies,PROTO BOARD 6PIN SOT-89 SMT SIP,30,0,"2.61000","0","1","6000, Surfboards®","Active","SMD to SIP","SOT-89","6","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.600"" W (12.70mm x 15.20mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-4010.jpg,4010CA-ND,US-4010,Capital Advanced Technologies,PROTO BOARD 10PIN THRU-HOLE SIP,46,0,"2.67000","0","1","4000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","10","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 1.000"" W (25.40mm x 25.40mm)"
http://www.capitaladvanced.com/pdf%20documents/unsp1pg.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/US-3010.jpg,3010CA-ND,US-3010,Capital Advanced Technologies,PROTO BOARD 10PIN THRU-HOLE SIP,35,0,"2.67000","0","1","3000, UNI-SIP™","Active","Through Hole to SIP","Non Specific","10","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 1.000"" W (25.40mm x 25.40mm)"
http://capitaladvanced.com/pdf%20documents/33106ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33106.jpg,33106CA-ND,33106,Capital Advanced Technologies,PROTOBOARD SMT FOR .35MM TI,27,0,"2.67000","0","1","33000, Surfboards®","Active","SMD to SIP","SOT-963","6","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.600"" L x 0.350"" W (15.24mm x 8.89mm)"
http://capitaladvanced.com/pdf%20documents/33306ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33306.jpg,33306CA-ND,33306,Capital Advanced Technologies,PROTOBOARD SMT FOR .4MM ON SEMI,47,0,"2.73000","0","1","33000, Surfboards®","Active","SMD to SIP","-","6","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.600"" L x 0.350"" W (15.24mm x 8.89mm)"
http://capitaladvanced.com/pdf%20documents/33110ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33110.jpg,33110CA-ND,33110,Capital Advanced Technologies,PROTOBOARD SMT FOR .4MM TI,36,0,"2.78000","0","1","33000, Surfboards®","Active","SMD to SIP","-","10","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 0.400"" W (25.40mm x 10.16mm)"
http://capitaladvanced.com/pdf%20documents/33310ids.pdf,//media.digikey.com/Photos/Capital%20Advanced%20Tech%20Photos/MFG_33310.jpg,33310CA-ND,33310,Capital Advanced Technologies,PROTOBOARD SMT FOR .35MM TI,34,0,"2.78000","0","1","33000, Surfboards®","Active","SMD to SIP","-","10","0.100"" (2.54mm)","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","1.000"" L x 0.400"" W (25.40mm x 10.16mm)"
http://www.capitaladvanced.com/pdf documents/6000sds.pdf,//media.digikey.com/photos/Capital%20Advanced%20Tech%20Photos/6007.jpg,6007CA-ND,6007,Capital Advanced Technologies,PROTO-BRD 7PIN DISCRETE SMT SIP,78,0,"2.91000","0","1","6000, Surfboards®","Active","SMD to SIP","SOT-23","7","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.500"" L x 0.700"" W (12.70mm x 17.80mm)"
