Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Package Accepted","Number of Positions","Pitch","Board Thickness","Material","Size / Dimension"
https://www.arieselec.com/products/data/18010rc-rohs-compliant-soic-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/24-350000-11-RC.jpg,A755-ND,24-350000-11-RC,Aries Electronics,SOCKET ADAPTER SOIC TO 24DIP 0.3,502,0,"8.42000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","24","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.400"" L x 0.450"" W (60.96mm x 11.43mm)"
https://www.arieselec.com/products/data/18010rc-rohs-compliant-soic-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/08-350000-11-RC.jpg,A744-ND,08-350000-11-RC,Aries Electronics,SOCKET ADAPTER SOIC TO 8DIP 0.3,1478,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","8","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.800"" L x 0.460"" W (20.32mm x 11.68mm)"
https://www.arieselec.com/products/data/18010-soic-and-soj-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/16-350000-10.jpg,A726-ND,16-350000-10,Aries Electronics,SOCKET ADAPTER SOIC TO 16DIP 0.3,1293,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.600"" L x 0.450"" W (40.64mm x 11.43mm)"
https://www.arieselec.com/products/data/18010rc-rohs-compliant-soic-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/20-350000-11-RC.jpg,A751-ND,20-350000-11-RC,Aries Electronics,SOCKET ADAPTER SOIC TO 20DIP 0.3,283,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","20","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.000"" L x 0.450"" W (50.80mm x 11.43mm)"
https://www.arieselec.com/products/data/18010-soic-and-soj-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/08-350000-10.jpg,A724-ND,08-350000-10,Aries Electronics,SOCKET ADAPTER SOIC TO 8DIP 0.3,477,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","8","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.800"" L x 0.460"" W (20.32mm x 11.68mm)"
https://www.arieselec.com/products/data/18010rc-rohs-compliant-soic-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/16-350000-11-RC.jpg,A747-ND,16-350000-11-RC,Aries Electronics,SOCKET ADAPTER SOIC TO 16DIP 0.3,449,0,"8.74000","0","1","Correct-A-Chip® 350000","Active","SMD to DIP","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.600"" L x 0.450"" W (40.64mm x 11.43mm)"
https://www.arieselec.com/products/data/18007-sowic-to-dip-adapter.pdf,//media.digikey.com/Photos/Aries/28-35W000-10.jpg,A849AR-ND,28-35W000-10,Aries Electronics,SOCKET ADAPT SOIC-W TO 28DIP 0.3,273,0,"13.90000","0","1","Correct-A-Chip® 35W000","Active","SMD to DIP","SOIC","28","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.800"" L x 0.500"" W (71.12mm x 12.70mm)"
"//media.digikey.com/pdf/Data%20Sheets/Aries%20Electronics%20PDFs/450001,650000_Series.pdf",//media.digikey.com/photos/Aries/28-650000-10.jpg,A320-ND,28-650000-10,Aries Electronics,SOCKET ADAPTER SOIC TO 28DIP 0.6,1305,0,"18.54000","0","1","Correct-A-Chip® 650000","Active","SMD to DIP","SOIC","28","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","2.800"" L x 0.480"" W (71.12mm x 12.19mm)"
https://www.arieselec.com/products/data/18011-soic-and-soj-to-dip-adapter.pdf,//media.digikey.com/photos/Aries/32-650000-10.jpg,A323-ND,32-650000-10,Aries Electronics,SOCKET ADAPTER SOJ TO 32DIP 0.6,580,0,"18.54000","0","1","Correct-A-Chip® 650000","Active","SMD to DIP","SOJ","32","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","3.200"" L x 0.480"" W (81.28mm x 12.19mm)"
http://www.chipquik.com/datasheets/PCB3005A1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PCB3005A1.jpg,PCB3005A1-ND,PCB3005A1,Chip Quik Inc.,SOIC-8 TO DIP-8 SMT ADAPTER (1.2,243,0,"2.09000","0","1","Proto-Advantage","Active","SMD to DIP","SOIC","8","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 0.400"" (10.16mm x 10.16mm)"
http://www.chipquik.com/datasheets/PCB3007-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PCB3007-1.jpg,PCB3007-1-ND,PCB3007-1,Chip Quik Inc.,SOT23 TO DIP SMT ADAPTER,123,0,"2.09000","0","1","Proto-Advantage","Active","SMD to DIP","SOT-23","6","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 0.300"" (10.16mm x 7.62mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOB-12035_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-12035.JPG,1568-1194-ND,BOB-12035,SparkFun Electronics,MICROB USB BREAKOUT,263,0,"2.50000","0","1","-","Active","Connector to Plated Through Hole","USB - micro B","5","0.100"" (2.54mm)","-","-","0.800"" L x 0.450"" W (20.32mm x 11.43mm)"
http://www.chipquik.com/datasheets/PA0086.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0086.JPG,PA0086-ND,PA0086,Chip Quik Inc.,SOT23-5/SC59-5/SC-74A TO DIP-6,301,0,"2.69000","0","1","Proto-Advantage","Active","SMD to DIP","SOT-23, SC-59, SC-74A","5","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.300"" (17.78mm x 7.62mm)"
http://www.chipquik.com/datasheets/PA0085.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0085.JPG,PA0085-ND,PA0085,Chip Quik Inc.,SOT23-6/SC59-6 TO DIP-6 SMT ADAP,290,0,"2.69000","0","1","Proto-Advantage","Active","SMD to DIP","SOT-23, SC-59","6","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.300"" (17.78mm x 7.62mm)"
http://www.chipquik.com/datasheets/PA0083.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0083.JPG,PA0083-ND,PA0083,Chip Quik Inc.,SOT23/TO-236 TO DIP-4 SMT ADAPTE,223,0,"2.69000","0","1","Proto-Advantage","Active","SMD to DIP","SOT-23, TO-236","3","0.037"" (0.95mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.200"" (17.78mm x 5.08mm)"
http://www.chipquik.com/datasheets/PA0087.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0087.JPG,PA0087-ND,PA0087,Chip Quik Inc.,SC70-6/SOT-363 TO DIP-6 SMT ADAP,194,0,"2.69000","0","1","Proto-Advantage","Active","SMD to DIP","SC-70, SC-88, SOT-363","6","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.300"" (17.78mm x 7.62mm)"
http://www.chipquik.com/datasheets/PA0088.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/PA0088.JPG,PA0088-ND,PA0088,Chip Quik Inc.,SC70-5/SOT-353 TO DIP-6 SMT ADAP,144,0,"2.69000","0","1","Proto-Advantage","Active","SMD to DIP","SC-70, SOT-353","5","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.300"" (17.78mm x 7.62mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1212_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1212.jpg,1528-1071-ND,1212,Adafruit Industries LLC,SMT ADAP 6 PACK 8SOIC/MSOP/TSSOP,1648,0,"2.95000","0","1","-","Active","SMD to DIP","MSOP, SOIC, TSSOP","8","-","-","-","0.550"" L x 0.425"" W (13.97mm x 10.80mm)"
http://www.chipquik.com/datasheets/PA0042.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0042.jpg,PA0042-ND,PA0042,Chip Quik Inc.,VSSOP-8 TO DIP-8 SMT ADAPTER,526,0,"3.19000","0","1","Proto-Advantage","Active","SMD to DIP","VSSOP","8","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.400"" (17.78mm x 10.16mm)"
http://www.chipquik.com/datasheets/PCB3008-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PCB3008-1.jpg,PCB3008-1-ND,PCB3008-1,Chip Quik Inc.,TSSOP-14 TO DIP-14 SMT ADAPTER,365,0,"3.19000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","14","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.400"" x 0.700"" (10.16mm x 17.78mm)"
http://www.chipquik.com/datasheets/PA0032.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0032.JPG,PA0032-ND,PA0032,Chip Quik Inc.,TSSOP-8 TO DIP-8 SMT ADAPTER,349,0,"3.19000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","8","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.400"" (17.78mm x 10.16mm)"
http://www.chipquik.com/datasheets/PCB3001-1.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PCB3001-1.jpg,PCB3001-1-ND,PCB3001-1,Chip Quik Inc.,SOIC28W/N AND SOP28 TO DIP SMT A,161,0,"3.19000","0","1","Proto-Advantage","Active","SMD to DIP","SOIC, SOP","28","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.800"" x 1.400"" (20.32mm x 35.56mm)"
http://www.chipquik.com/datasheets/PA0089.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0089.JPG,PA0089-ND,PA0089,Chip Quik Inc.,SOT23-8/TSOT-8 TO DIP-8 SMT ADAP,139,0,"3.19000","0","1","Proto-Advantage","Active","SMD to DIP","SOT-23, TSOT","8","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.400"" (17.78mm x 10.16mm)"
http://www.chipquik.com/datasheets/PA0003.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0003.JPG,PA0003-ND,PA0003,Chip Quik Inc.,SOIC-14 TO DIP-14 SMT ADAPTER,434,0,"3.49000","0","1","Proto-Advantage","Active","SMD to DIP","SOIC","14","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.700"" (17.78mm x 17.78mm)"
http://www.chipquik.com/datasheets/PA0026.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0026.jpg,PA0026-ND,PA0026,Chip Quik Inc.,UMAX-8/USOP-8/MSOP-8 TO DIP-8,210,0,"3.49000","0","1","Proto-Advantage","Active","SMD to DIP","MSOP, uMAX, uSOP","8","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.400"" (17.78mm x 10.16mm)"
http://www.chipquik.com/datasheets/PA0004.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0004.JPG,PA0004-ND,PA0004,Chip Quik Inc.,SOIC-14 TO DIP-14 SMT ADAPTER,136,0,"3.49000","0","1","Proto-Advantage","Active","SMD to DIP","SOIC","14","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.700"" (17.78mm x 17.78mm)"
http://www.chipquik.com/datasheets/IPC0142.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0142.jpg,IPC0142-ND,IPC0142,Chip Quik Inc.,SOP-8 TO DIP-8 SMT ADAPTER,102,0,"3.49000","0","1","Proto-Advantage","Active","SMD to DIP","SOP","8","0.100"" (2.54mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.400"" (25.40mm x 10.16mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-TSSOP14.JPG,A882AR-ND,LCQT-TSSOP14,Aries Electronics,SOCKET ADAPTER TSSOP TO 14DIP,6090,0,"3.51000","0","1","Correct-A-Chip®","Active","SMD to DIP","TSSOP","14","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" L x 0.500"" W (17.78mm x 12.70mm)"
http://www.chipquik.com/datasheets/FPC050P010.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P010.JPG,FPC050P010-ND,FPC050P010,Chip Quik Inc.,FPC/FFC SMT CONN .5MM PITCH 10PI,348,0,"3.69000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","10","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 0.550"" (22.86mm x 13.97mm)"
http://www.chipquik.com/datasheets/PA0033.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0033.JPG,PA0033-ND,PA0033,Chip Quik Inc.,TSSOP-14 TO DIP-14 SMT ADAPTER,254,0,"3.69000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","14","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.700"" (17.78mm x 17.78mm)"
http://www.chipquik.com/datasheets/FPC100P010.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC100P010.JPG,FPC100P010-ND,FPC100P010,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 1 MM PITCH,122,0,"3.69000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","10","0.039"" (1.00mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 0.850"" (22.86mm x 21.59mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1207_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1207.jpg,1528-1067-ND,1207,Adafruit Industries LLC,SMT ADAPTERS 3 PAK 16SOIC/TSSOP,839,0,"3.95000","0","1","-","Active","SMD to DIP","SOIC, TSSOP","16","-","-","-","0.800"" L x 0.700"" W (20.32mm x 17.78mm)"
https://github.com/sparkfun/TRRS_3.5mm_Jack_Breakout/tree/V_1.0,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-11570.jpg,1568-1382-ND,BOB-11570,SparkFun Electronics,SPARKFUN TRRS 3.5MM JACK BREAKOU,111,0,"3.95000","0","1","-","Active","Connector to Plated Through Hole","3.5mm TRRS","4","-","-","-","1.772"" L x 1.516"" W (45.00mm x 38.50mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-SOIC14.JPG,A883AR-ND,LCQT-SOIC14,Aries Electronics,SOCKET ADAPTER SOIC TO 14DIP,120,0,"4.09000","0","1","Correct-A-Chip®","Active","SMD to DIP","SOIC","14","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" L x 0.700"" W (17.78mm x 17.78mm)"
http://www.chipquik.com/datasheets/PA0027.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0027.jpg,PA0027-ND,PA0027,Chip Quik Inc.,UMAX-10/USOP-10/MSOP-10TODIP-10,113,0,"4.09000","0","1","Proto-Advantage","Active","SMD to DIP","MSOP, uMAX, uSOP","10","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.500"" (17.78mm x 12.70mm)"
http://www.chipquik.com/datasheets/PA0005.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0005.JPG,PA0005-ND,PA0005,Chip Quik Inc.,SOIC-16 TO DIP-16 SMT ADAPTER,110,0,"4.09000","0","1","Proto-Advantage","Active","SMD to DIP","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-SOIC16W.JPG,A887AR-ND,LCQT-SOIC16W,Aries Electronics,SOCKET ADAPTER SOIC-W TO 16DIP,207,0,"4.26000","0","1","Correct-A-Chip®","Active","SMD to DIP","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.800"" L x 0.700"" W (20.32mm x 17.78mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-TSSOP16.JPG,A885AR-ND,LCQT-TSSOP16,Aries Electronics,SOCKET ADAPTER TSSOP TO 16DIP,186,0,"4.26000","0","1","Correct-A-Chip®","Active","SMD to DIP","TSSOP","16","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.800"" L x 0.700"" W (20.32mm x 17.78mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-SOIC16.JPG,A886AR-ND,LCQT-SOIC16,Aries Electronics,SOCKET ADAPTER SOIC TO 16DIP,142,0,"4.26000","0","1","Correct-A-Chip®","Active","SMD to DIP","SOIC","16","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.800"" L x 0.700"" W (20.32mm x 17.78mm)"
https://github.com/sparkfun/microSD_Transflash_Breakout/tree/V_1.4,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOB-00544.jpg,1568-1345-ND,BOB-00544,SparkFun Electronics,SPARKFUN MICROSD TRANSFLASH BREA,278,0,"4.50000","0","1","-","Active","Connector to Plated Through Hole","microSD™ Card","7","-","-","-","0.850"" L x 0.800"" W (21.59mm x 20.32mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOB-15100_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-15100.jpg,1568-1958-ND,BOB-15100,SparkFun Electronics,USB-C BREAKOUT,105,0,"4.50000","0","1","-","Active","Connector to SIP","USB - C","6","0.100"" (2.54mm)","-","-","0.870"" L x 0.550"" W (22.10mm x 14.00mm)"
http://www.chipquik.com/datasheets/PA0035.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0035.JPG,PA0035-ND,PA0035,Chip Quik Inc.,TSSOP-20 TO DIP-20 SMT ADAPTER,197,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","20","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.000"" (17.78mm x 25.40mm)"
http://www.chipquik.com/datasheets/FPC100P020.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC100P020.JPG,FPC100P020-ND,FPC100P020,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 1 MM PITCH,175,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","20","0.039"" (1.00mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 1.250"" (22.86mm x 31.75mm)"
http://www.chipquik.com/datasheets/PA0101.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0101.jpg,PA0101-ND,PA0101,Chip Quik Inc.,LGA-14 TO DIP-14 SMT ADAPTER,146,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","LGA","14","0.031"" (0.80mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.700"" (17.78mm x 17.78mm)"
http://www.chipquik.com/datasheets/IPC0060.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0060.JPG,IPC0060-ND,IPC0060,Chip Quik Inc.,DFN-8 TO DIP-8 SMT ADAPTER,144,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","DFN","8","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.400"" (25.40mm x 10.16mm)"
http://www.chipquik.com/datasheets/PA0060.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0060.jpg,PA0060-ND,PA0060,Chip Quik Inc.,QFN-16-THIN TO DIP-16 SMT ADAPTE,133,0,"4.79000","0","1","Proto-Advantage","Active","SMD to DIP","QFN THIN","16","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
http://www.chipquik.com/datasheets/DC0805T.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_DC0805T_10X.jpg,DC0805T-10X-ND,DC0805T-10X,Chip Quik Inc.,10PC DISCRETE 0805 TO 300MIL TH,130,0,"4.90000","0","1","Proto-Advantage","Active","SMD to DIP","0805","2","-","0.031"" (0.79mm) 1/32""","FR4 Epoxy Glass","0.400"" x 0.100"" (10.16mm x 2.54mm)"
http://www.logicalsys.com/datasht/msd3sm18-8.pdf,//media.digikey.com/Photos/Logical%20Systems%20Photos/MFG_pa-msd3sm18-08.jpg,309-1120-ND,PA-MSD3SM18-08,Logical Systems Inc.,SOCKET ADAPTER MSOP TO 8DIP,127,0,"5.00000","0","1","-","Active","SMD to DIP","MSOP","8","0.026"" (0.65mm)","-","-","0.450"" L x 0.450"" W (11.43mm x 11.43mm)"
http://www.chipquik.com/datasheets/PA0009.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0009.JPG,PA0009-ND,PA0009,Chip Quik Inc.,SOIC-24 TO DIP-24 SMT ADAPTER,226,0,"5.29000","0","1","Proto-Advantage","Active","SMD to DIP","SOIC","24","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.200"" (17.78mm x 30.48mm)"
http://www.chipquik.com/datasheets/CN0035.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_CN0035.jpg,CN0035-ND,CN0035,Chip Quik Inc.,"8P8C (RJ45, ETHERNET) ADAPTER BO",200,0,"5.29000","0","1","Proto-Advantage","Active","Connector to SIP","RJ45, Ethernet Plug","8","-","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
http://www.chipquik.com/datasheets/IPC0051.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0051.JPG,IPC0051-ND,IPC0051,Chip Quik Inc.,POWERSOIC-8/PSOP-8/HSOP-8 TO DIP,193,0,"5.29000","0","1","Proto-Advantage","Active","SMD to DIP","PowerSOIC, PSOP, HSOP","8","0.050"" (1.27mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.600"" (25.40mm x 15.24mm)"
http://www.chipquik.com/datasheets/PA0036.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0036.JPG,PA0036-ND,PA0036,Chip Quik Inc.,TSSOP-24 TO DIP-24 SMT ADAPTER,124,0,"5.29000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","24","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 1.200"" (17.78mm x 30.48mm)"
http://www.chipquik.com/datasheets/PA0193.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0193.JPG,PA0193-ND,PA0193,Chip Quik Inc.,TSSOP-16-EXP-PAD TO DIP-16 SMT,123,0,"5.29000","0","1","Proto-Advantage","Active","SMD to DIP","TSSOP","16","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.700"" x 0.800"" (17.78mm x 20.32mm)"
http://www.chipquik.com/datasheets/IPC0067.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0067.JPG,IPC0067-ND,IPC0067,Chip Quik Inc.,DFN-10 TO DIP-14 SMT ADAPTER,110,0,"5.79000","0","1","Proto-Advantage","Active","SMD to DIP","DFN","10","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 0.700"" (25.40mm x 17.78mm)"
http://www.chipquik.com/datasheets/FPC050P030.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P030.JPG,FPC050P030-ND,FPC050P030,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 0.5 MM PIT,105,0,"5.79000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","30","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 1.550"" (22.86mm x 39.37mm)"
https://github.com/sparkfun/MagJack_Breakout/tree/HW_v1.2,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/BOB-13021.JPG,1568-1384-ND,BOB-13021,SparkFun Electronics,SPARKFUN RJ45 MAGJACK BREAKOUT,153,0,"5.95000","0","1","-","Active","Connector to Plated Through Hole","RJ45","13","-","-","-","1.300"" L x 1.100"" W (33.02mm x 27.94mm)"
https://www.arieselec.com/products/data/19000-small-outline-prototyping-adapters.pdf,//media.digikey.com/Photos/Aries/LCQT-TSSOP28.JPG,A891AR-ND,LCQT-TSSOP28,Aries Electronics,SOCKET ADAPTER TSSOP TO 28DIP,133,0,"6.76000","0","1","Correct-A-Chip®","Active","SMD to DIP","TSSOP","28","0.026"" (0.65mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.400"" L x 0.700"" W (35.56mm x 17.78mm)"
http://www.chipquik.com/datasheets/IPC0079.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0079.JPG,IPC0079-ND,IPC0079,Chip Quik Inc.,MSOP-16 TO DIP-20 SMT ADAPTER,201,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","MSOP","16","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","1.000"" x 1.000"" (25.40mm x 25.40mm)"
http://www.chipquik.com/datasheets/FPC050P040.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P040.JPG,FPC050P040-ND,FPC050P040,Chip Quik Inc.,FPC/FFC SMT CONNECTOR 0.5 MM PIT,103,0,"6.89000","0","1","Proto-Advantage","Active","SMD to DIP","FPC Connector","40","0.020"" (0.50mm)","0.062"" (1.57mm) 1/16""","FR4 Epoxy Glass","0.900"" x 2.050"" (22.86mm x 52.07mm)"
