Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Oxygen Range","Accuracy","Output","Operating Temperature","Voltage - Supply","Current - Supply"
//media.digikey.com/pdf/Data%20Sheets/SPEC%20Sensors%20PDFs/110-502.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_110-502.jpg,1684-1018-ND,110-502,"SPEC Sensors, LLC",SENS GAS NITR DIOX ANALG CUR MOD,0,0,"Obsolete","0","100","-","Obsolete","Nitrogen Dioxide (NO2)","-","±3%","Current","-40°C ~ 50°C","-","-"
//media.digikey.com/pdf/Data%20Sheets/SPEC%20Sensors%20PDFs/968-004.pdf,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_ULPSM-Gas-Sensor.jpg,1684-1019-ND,968-004,"SPEC Sensors, LLC",SENSOR NITR DIOX ANALOG VLTG MOD,0,0,"Obsolete","0","10","-","Obsolete","Nitrogen Dioxide (NO2)","-","±2%","0 V ~ 3 V","-40°C ~ 50°C","2.7V ~ 3.3V","15µA"
-,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS801TR-ND,CCS801,ams,ULTRA LOW GAS SENSOR FOR INDOOR,0,0,"Discontinued at Digi-Key","0","500","-","Discontinued at Digi-Key","Air Quality","-","-","Voltage","-5°C ~ 50°C","1.5V ~ 3.3V","-"
-,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS801CT-ND,CCS801,ams,ULTRA LOW GAS SENSOR FOR INDOOR,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Air Quality","-","-","Voltage","-5°C ~ 50°C","1.5V ~ 3.3V","-"
-,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS801DKR-ND,CCS801,ams,ULTRA LOW GAS SENSOR FOR INDOOR,0,0,"Digi-Reel","0","1","-","Discontinued at Digi-Key","Air Quality","-","-","Voltage","-5°C ~ 50°C","1.5V ~ 3.3V","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/CCS803.pdf,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS803TR-ND,CCS803,ams,LOW POWER SENSOR FOR ETHANOL DET,0,0,"Obsolete","0","500","-","Obsolete","Alcohol (C2H6O)","-","-","Voltage","-5°C ~ 50°C","1.5V ~ 3.3V","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/CCS803.pdf,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS803CT-ND,CCS803,ams,LOW POWER SENSOR FOR ETHANOL DET,0,0,"Obsolete","0","1","-","Obsolete","Alcohol (C2H6O)","-","-","Voltage","-5°C ~ 50°C","1.5V ~ 3.3V","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/CCS803.pdf,//media.digikey.com/Renders/AMS%20Renders/CCS801.jpg,CCS803DKR-ND,CCS803,ams,LOW POWER SENSOR FOR ETHANOL DET,0,0,"Digi-Reel","0","1","-","Obsolete","Alcohol (C2H6O)","-","-","Voltage","-5°C ~ 50°C","1.5V ~ 3.3V","-"
-,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-037.jpg,1684-1037-ND,968-037,"SPEC Sensors, LLC",DGS-NO2 DIGITAL GAS SENSOR MODUL,0,0,"Obsolete","0","10","-","Obsolete","Nitrogen Dioxide (NO2)","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
-,//media.digikey.com/Photos/SPEC-Sensors-LLC/MFG_968-039.jpg,1684-1039-ND,968-039,"SPEC Sensors, LLC",DGS-O3 DIGITAL GAS SENSOR MODULE,0,0,"Obsolete","0","10","-","Obsolete","Ozone (O3)","-","±15%","USB","-20°C ~ 40°C","2.6V ~ 3.6V","4mA"
https://www.sgxsensortech.com/content/uploads/2014/07/DS-0247-IR1-Single-Gas-Series-Datasheet-V2.pdf,//media.digikey.com/Photos/SGX-Sensortech/MFG_IR11EJ.JPG,IR14BD-ND,IR14BD,Amphenol SGX Sensortech,"19MM, 0-100% LEL ACETYLENE INFRA",0,0,"Obsolete","0","25","IR1","Obsolete","Acetylene","-","±5%","Voltage","-20°C ~ 55°C","3V ~ 5V","60mA"
https://www.sgxsensortech.com/content/uploads/2014/07/DS-0239-IR600-Datasheet-V1.pdf,-,IR604/1-ND,IR604/1,Amphenol SGX Sensortech,IR SENSOR HEAD FOR 0-100% LEL AC,0,0,"Obsolete","0","25","IR600","Obsolete","Acetylene","-","-","Voltage","-20°C ~ 60°C","5V","60mA"
https://www.sgxsensortech.com/content/uploads/2014/07/DS-0239-IR600-Datasheet-V1.pdf,-,IR604/2-ND,IR604/2,Amphenol SGX Sensortech,IR SENSOR HEAD FOR 0-100% LEL AC,0,0,"Obsolete","0","25","IR600","Obsolete","Acetylene","-","-","Voltage","-20°C ~ 60°C","5V","60mA"
https://www.sgxsensortech.com/content/uploads/2014/07/DS-0239-IR600-Datasheet-V1.pdf,-,IR604/3-ND,IR604/3,Amphenol SGX Sensortech,IR SENSOR HEAD FOR 0-100% LEL AC,0,0,"Obsolete","0","25","IR600","Obsolete","Acetylene","-","-","Voltage","-20°C ~ 60°C","5V","60mA"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/IAQ2000-DAC-CON.jpg,IAQ2000DACCON-ND,IAQ2000 DAC CON,ams,IAQ-2000 MODULE LF DAC-IF W CON,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/IAQ2000-I2C-CON.jpg,IAQ2000I2CCON-ND,IAQ2000 I2C CON,ams,IAQ-2000 MODULE LF I2C-IF W CON,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/IAQ-ENGINE%5ET.JPG,IAQ-ENGINE/T-ND,IAQ-ENGINE/T,ams,IAQ-ENGINE/T MODULE LF I2C & 0-5,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10-18C-ND,GMS10-18C,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10SENSORS-ND,GMS10SENSORS,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10WH-ND,GMS10WH,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10WHISPER-ND,GMS10WHISPER,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS-MSTH2.S.V.3-ND,GMS-MSTH2.S.V.3,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/KGZ-10_Series.pdf,-,KGZ10-5PIN-ND,KGZ10-5PIN,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN 4.35V 40UA,0,0,"Obsolete","0","0","-","Obsolete","Oxygen","2 mbar ~ 3 bar","< 5 mbar","45mV, 64mV, 85mV","700°C","4V","-"
-,-,KGZ11-ND,KGZ11,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ12DITT4V-150-ND,KGZ12DITT4V-150,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ21-ND,KGZ21,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ50-ND,KGZ50,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZBL100-ND,KGZBL100,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZBL50-ND,KGZBL50,Honeywell Sensing and Productivity Solutions,SENSOR,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,MF010-0-LC4-200-ND,MF010-0-LC4-200,Honeywell Sensing and Productivity Solutions,SENSOR GAUGE,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/MF010_020_DS.pdf,-,MF010-2-LC4-ND,MF010-2-LC4,Honeywell Sensing and Productivity Solutions,SENSOR GAUGE,0,0,"Obsolete","0","0","MF010","Obsolete","Oxygen","1 mbar ~ 1000 mbar","±2%","4mA ~ 20mA","-10°C ~ 50°C","22.8V ~ 25.2V","500mA"
-,-,GMS10-18C/MF010-ND,GMS10-18C/MF010,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10AUT/MF010-ND,GMS10AUT/MF010,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10RIV-ND,GMS10RIV,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS10SP-ND,GMS10SP,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS20-ND,GMS20,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS20F-ND,GMS20F,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS20F-100-ND,GMS20F-100,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS20F-20-ND,GMS20F-20,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS20F-5-ND,GMS20F-5,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GMS20F-50-ND,GMS20F-50,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,GWZ-S2-ND,GWZ-S2,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/KGZ-10_Series.pdf,-,KGZ-10SP-5PIN-ND,KGZ-10SP-5PIN,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/KGZ-10_Series.pdf,-,KGZ-10SP-5PINREV1-ND,KGZ-10SP-5PIN REV1,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ-NGL-ND,KGZ-NGL,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ-NGL-096-ND,KGZ-NGL-096,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ-NGL-370-REV2-ND,KGZ-NGL-370-REV2,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
-,-,KGZ-NGL-F-ND,KGZ-NGL-F,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","-","Obsolete","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/MF010_020_DS.pdf,-,MF010-O-LC-ND,MF010-O-LC,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","MF010","Obsolete","Oxygen","-","±2%","-","-10°C ~ 50°C","22.8V ~ 25.2V","500mA"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/MF010_020_DS.pdf,-,MF010-O-LC-HT-ND,MF010-O-LC-HT,Honeywell Sensing and Productivity Solutions,SENSOR OXYGEN,0,0,"Obsolete","0","0","MF010","Obsolete","Oxygen","-","±2%","-","-10°C ~ 50°C","22.8V ~ 25.2V","500mA"
https://raw.githubusercontent.com/SeeedDocument/Grove-Gas_Sensor-MQ5/master/res/MQ-5.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/314100010.jpg,1597-1356-ND,314100010,"Seeed Technology Co., Ltd",GAS SENSOR -MQ5,0,0,"Obsolete","0","12","*","Obsolete","Natural Gas, Propane","-","-","-","-10°C ~ 50°C","5V","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/314100012.jpg,1597-1357-ND,314100012,"Seeed Technology Co., Ltd",SMOKE SENSOR,0,0,"Obsolete","0","10","*","Obsolete","Alcohol, Butane, Hydrogen, Methane, Propane","-","-","-","-20°C ~ 50°C","5V","-"
http://www.seeedstudio.com/document/pdf/MQ303A.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_314100009.jpg,314100009-ND,314100009,"Seeed Technology Co., Ltd",ALCOHOL SENSOR MQ303A,0,0,"Obsolete","0","9","*","Obsolete","-","-","-","-","-","-","-"
