Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Thread/Screw/Hole Size","Diameter - Inside","Diameter - Outside","Thickness","Plating","Material"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6881-ND,17W04371,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .20",50000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.200"" (5.08mm)","0.437"" (11.10mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6831-ND,16FWRT008062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",49965,0,"0.18000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#8","-","0.390"" (9.91mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W04721.jpg,RPC6777-ND,17W04721,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .37",49900,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.375"" (9.53mm)","0.505"" (12.83mm)","0.060"" (1.52mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6804-ND,17W03758,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .12",15000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.125"" (3.18mm) 1/8""","0.375"" (9.53mm)","0.047"" (1.19mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW006062.jpg,RPC6850-ND,16FW008125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .17",14900,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W05016B.JPG,RPC6785-ND,17W05008B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .188",10000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.188"" (4.78mm)","0.505"" (12.83mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW008032B.JPG,RPC6786-ND,16FW008125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .171",10000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","#8","0.171"" (4.34mm)","0.375"" (9.53mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
https://cadlinks.rafhdwe.com/dk2d/1055-ss/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/1055-SS.jpg,1772-3517-ND,1055-SS,RAF Electronic Hardware,STAINLESS STEEL SPRING,10000,13453,"0.18000","0","1","*","Active","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC6317-ND,16FW002125,Essentra Components,WASHER FLAT M2 NYLON NATURAL,8520,0,"0.18000","0","1","FW","Active","-","#2","0.090"" (2.29mm)","0.250"" (6.35mm) 1/4""","-","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Plastic_Flat_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC3487-ND,585040000011,Essentra Components,WASHER FLAT M8 PLASTIC,5900,0,"0.18000","0","1","-","Active","Flat","M8","0.331"" (8.40mm)","0.630"" (16.00mm)","0.063"" (1.60mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW010125B.jpg,RPC6776-ND,16FW010125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .194",5000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","#10","0.194"" (4.93mm)","0.375"" (9.53mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W03123B.jpg,RPC6853-ND,17W03123B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .130",5000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.130"" (3.30mm)","0.318"" (8.08mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W03768B.jpg,RPC6857-ND,17W03505B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .130",5000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.130"" (3.30mm)","0.355"" (9.02mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W05016B.JPG,RPC6869-ND,17W04721B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .375",4990,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.375"" (9.53mm)","0.505"" (12.83mm)","0.060"" (1.52mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W08801.JPG,RPC6760-ND,17W03505,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .13",4975,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.130"" (3.30mm)","0.355"" (9.02mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6903-ND,17W03123,Essentra Components,"FLAT WASHER, NYLON, BLACK, .130",4975,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.130"" (3.30mm)","0.318"" (8.08mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6304-ND,17W04376,Essentra Components,WASHER FLAT M4 NYLON,4000,0,"0.18000","0","1","FW","Active","-","-","0.195"" (4.95mm)","-","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW006093.jpg,RPC6320-ND,16FW006093,Essentra Components,WASHER FLAT M3.5 NYLON NATURAL,3000,0,"0.18000","0","1","FW","Active","-","#6","0.140"" (3.56mm)","0.312"" (7.93mm)","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W03768B.jpg,RPC6813-ND,17W03758B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .125",3000,0,"0.18000","0","1","MicroPlastics, FW","Active","Flat","-","0.125"" (3.18mm) 1/8""","0.375"" (9.53mm)","0.047"" (1.19mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW006093B.jpg,RPC6321-ND,16FW006093B,Essentra Components,WASHER FLAT M3.5 NYLON BLACK,1986,0,"0.18000","0","1","FW","Active","-","#6","0.140"" (3.56mm)","0.312"" (7.93mm)","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW004125.JPG,RPC6301-ND,16FW004125,Essentra Components,WASHER FLAT M2.5 NYLON NATURAL,1971,0,"0.18000","0","1","FW","Active","-","#4","0.115"" (2.92mm)","0.250"" (6.35mm) 1/4""","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W04371B.JPG,RPC6865-ND,17W04371B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .200",50000,0,"0.19000","0","1","MicroPlastics, FW","Active","Flat","-","0.200"" (5.08mm)","0.437"" (11.10mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6820-ND,16FWRT008045,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",19000,0,"0.19000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#8","-","0.453"" (11.51mm)","0.045"" (1.14mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6875-ND,16FW375093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .38",12000,0,"0.19000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.380"" (9.65mm)","0.625"" (15.88mm)","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW375093B.jpg,RPC6797-ND,16FW375093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .380",10000,0,"0.19000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.380"" (9.65mm)","0.625"" (15.88mm)","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC6322-ND,16FW010093,Essentra Components,WASHER FLAT M4 NYLON NATURAL,9764,0,"0.19000","0","1","FW","Active","-","#10","0.194"" (4.93mm)","0.375"" (9.53mm) 3/8""","-","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Plastic_Flat_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_032030011407.JPG,RPC3455-ND,032040011407,Essentra Components,WASHER FLAT M4 PLASTIC,8842,0,"0.19000","0","1","-","Active","Flat","M4","0.169"" (4.29mm)","0.472"" (12.00mm)","0.059"" (1.50mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT004125.JPG,RPC6340-ND,16FWRT004125,Essentra Components,WASHER FLAT RETAINING #4 NYLON,2555,0,"0.19000","0","1","FW","Active","Flat, Retaining","#4","0.102"" (2.59mm)","0.265"" (6.73mm)","0.125"" (3.18mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250125.jpg,RPC6784-ND,16FW250125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",74990,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW500093.JPG,RPC6810-ND,16FW500062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .50",74855,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","1/2""","0.505"" (12.83mm)","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT250062.jpg,RPC6829-ND,16FWRT250062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",50000,0,"0.20000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","1/4""","-","0.593"" (15.06mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6868-ND,16FW437062,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .44",50000,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW500093B.jpg,RPC6872-ND,16FW500062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .505",50000,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","1/2""","0.505"" (12.83mm)","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT250062.jpg,RPC6828-ND,16FWRT312062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",49998,0,"0.20000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","5/16""","-","0.734"" (18.64mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW312125.JPG,RPC6897-ND,16FW312125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .31",49990,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","-","0.317"" (8.05mm)","0.500"" (12.70mm) 1/2""","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW437062B.JPG,RPC6757-ND,16FW437062B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .443",14880,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW250062B.jpg,RPC6801-ND,16FW250125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .257",10000,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","1/4""","0.257"" (6.53mm)","0.500"" (12.70mm) 1/2""","0.125"" (3.18mm) 1/8""","-","Nylon"
https://cadlinks.rafhdwe.com/dk2d/1056-ss/,-,1772-3518-ND,1056-SS,RAF Electronic Hardware,STAINLESS STEEL SPRING,9949,28073,"0.20000","0","1","*","Active","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_032030011407.JPG,RPC6843-ND,16FW312125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .317",5000,0,"0.20000","0","1","MicroPlastics, FW","Active","Flat","-","0.317"" (8.05mm)","0.500"" (12.70mm) 1/2""","0.125"" (3.18mm) 1/8""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MFW.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19738.jpg,RPC4349-ND,MFW080A,Essentra Components,WASHER FLAT M8 NYLON,4670,0,"0.20000","0","1","MFW","Active","Flat","M8","0.331"" (8.40mm)","0.630"" (16.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6837-ND,17W06264,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .31",50000,0,"0.21000","0","1","MicroPlastics, FW","Active","Flat","-","0.315"" (8.00mm)","0.625"" (15.88mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W08801.JPG,RPC6768-ND,17W06262,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",49299,0,"0.21000","0","1","MicroPlastics, FW","Active","Flat","-","0.257"" (6.53mm)","0.625"" (15.88mm)","0.030"" (0.76mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6870-ND,17W05003,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .28",48996,0,"0.21000","0","1","MicroPlastics, FW","Active","Flat","-","0.281"" (7.14mm)","0.490"" (12.45mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6822-ND,16FWRT375062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",24980,0,"0.21000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","3/8""","-","0.890"" (22.61mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W06264B.JPG,RPC6770-ND,17W06264B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .315",5000,0,"0.21000","0","1","MicroPlastics, FW","Active","Flat","-","0.315"" (8.00mm)","0.625"" (15.88mm)","0.032"" (0.81mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MFW.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20310.jpg,RPC4350-ND,MFW080B,Essentra Components,WASHER FLAT M8 NYLON,4837,0,"0.21000","0","1","MFW","Active","Flat","M8","0.331"" (8.40mm)","0.630"" (16.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W05016B.JPG,RPC6871-ND,17W05003B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .281",3790,0,"0.21000","0","1","MicroPlastics, FW","Active","Flat","-","0.281"" (7.14mm)","0.490"" (12.45mm)","0.031"" (0.79mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6883-ND,17W06221,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",50000,0,"0.22000","0","1","MicroPlastics, FW","Active","Flat","-","0.252"" (6.40mm)","0.622"" (15.80mm)","0.060"" (1.52mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6896-ND,16FW375125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .38",50000,0,"0.22000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.380"" (9.65mm)","0.625"" (15.88mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W08801.JPG,RPC6886-ND,17W05008,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .18",49990,0,"0.22000","0","1","MicroPlastics, FW","Active","Flat","-","0.188"" (4.78mm)","0.505"" (12.83mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW375125B.jpg,RPC6799-ND,16FW375125B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .380",10000,0,"0.22000","0","1","MicroPlastics, FW","Active","Flat","3/8""","0.380"" (9.65mm)","0.625"" (15.88mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W06255B.JPG,RPC6792-ND,17W06221B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .252",50000,0,"0.23000","0","1","MicroPlastics, FW","Active","Flat","-","0.252"" (6.40mm)","0.622"" (15.80mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6864-ND,17W05622,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .26",49400,0,"0.23000","0","1","MicroPlastics, FW","Active","Flat","-","0.260"" (6.60mm)","0.562"" (14.27mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6819-ND,16FWRT007062,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",20000,0,"0.23000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","#7","-","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01500xx00503.JPG,RPC3444-ND,015008000503,Essentra Components,WASHER FLAT RETAIN 5/16 PLASTIC,9978,0,"0.23000","0","1","-","Active","Flat, Retaining","5/16""","0.331"" (8.40mm)","0.669"" (17.00mm)","0.079"" (2.01mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01510xx00203.JPG,RPC3447-ND,015108000203,Essentra Components,WASHER FLAT RETAIN 5/16 PLASTIC,9971,0,"0.23000","0","1","-","Active","Flat, Retaining","5/16""","0.331"" (8.40mm)","0.512"" (13.00mm)","0.106"" (2.69mm)","-","Plastic"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Retaining_Washers.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_01520xx08703.JPG,RPC3452-ND,015208008703,Essentra Components,WASHER FLAT RETAIN 5/16 PLASTIC,9971,0,"0.23000","0","1","-","Active","Flat, Retaining","5/16""","0.331"" (8.40mm)","0.591"" (15.00mm)","0.059"" (1.50mm)","-","Plastic"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W08754B.jpg,RPC6867-ND,17W07192B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .281",5000,0,"0.23000","0","1","MicroPlastics, FW","Active","Flat","-","0.281"" (7.14mm)","0.719"" (18.26mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W08754B.jpg,RPC6910-ND,17W08759B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .377",3000,0,"0.23000","0","1","MicroPlastics, FW","Active","Flat","-","0.377"" (5.58mm)","0.875"" (22.23mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W01815.JPG,RPC6299-ND,17W01815,Essentra Components,WASHER FLAT M2 NYLON,2300,0,"0.23000","0","1","FW","Active","-","-","0.094"" (2.39mm)","0.188"" (4.78mm)","-","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6901-ND,17W07530,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",74800,0,"0.24000","0","1","MicroPlastics, FW","Active","Flat","-","0.257"" (6.53mm)","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6809-ND,17W06881,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .39",49900,0,"0.24000","0","1","MicroPlastics, FW","Active","Flat","-","0.390"" (9.91mm)","0.688"" (17.48mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6818-ND,16FWRT437032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",15000,0,"0.24000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","7/16""","-","1.031"" (26.19mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6936-ND,17M06DIN34815,Essentra Components,"FLAT WASHER, NYLON, NATURAL, 6.4",12000,0,"0.24000","0","1","MicroPlastics","Active","-","-","0.252"" (6.40mm)","0.472"" (12.00mm)","0.063"" (1.60mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W07402B.JPG,RPC6877-ND,17W05622B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .260",9995,0,"0.24000","0","1","MicroPlastics, FW","Active","Flat","-","0.260"" (6.60mm)","0.562"" (14.27mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FWRT002062.JPG,RPC6817-ND,16FWRT500032,Essentra Components,"RETAINING WASHER, NATURAL, NYLON",5000,0,"0.24000","0","1","MicroPlastics, WRT","Active","Flat, Retaining","1/2""","-","1.125"" (28.58mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W06255.JPG,RPC6876-ND,17W06255,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .25",49940,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.250"" (6.35mm) 1/4""","0.625"" (15.88mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6906-ND,17W07192,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .28",15000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.281"" (7.14mm)","0.719"" (18.26mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07530B.jpg,RPC6835-ND,17W07530B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .257",14990,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.257"" (6.53mm)","0.750"" (19.05mm) 3/4""","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW500093.JPG,RPC6894-ND,16FW500093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .50",14990,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","1/2""","0.505"" (12.83mm)","0.750"" (19.05mm) 3/4""","0.094"" (2.39mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6844-ND,17W07120,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .52",12000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.522"" (13.26mm)","0.712"" (18.08mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6852-ND,16FW437093,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .44",12000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.093"" (2.36mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W06866.jpg,RPC6888-ND,17W06866,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .26",5000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.260"" (6.60mm)","0.687"" (17.45mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W06866B.JPG,RPC6889-ND,17W06866B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .260",5000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.260"" (6.60mm)","0.687"" (17.45mm)","0.125"" (3.18mm) 1/8""","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW437062B.JPG,RPC6805-ND,16FW437093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .443",4000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.094"" (2.39mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/16FW500093B.jpg,RPC6791-ND,16FW500093B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .505",3000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","1/2""","0.505"" (12.83mm)","0.750"" (19.05mm) 3/4""","0.094"" (2.39mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/17W06881B.JPG,RPC6891-ND,17W06881B,Essentra Components,"FLAT WASHER, NYLON, BLACK, .390",3000,0,"0.25000","0","1","MicroPlastics, FW","Active","Flat","-","0.390"" (9.91mm)","0.688"" (17.48mm)","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17M10DIN34815B.JPG,RPC6928-ND,17M06DIN34815B,Essentra Components,"FLAT WASHER, NYLON, BLACK, 6.4 M",3000,0,"0.25000","0","1","MicroPlastics","Active","-","-","0.252"" (6.40mm)","0.472"" (12.00mm)","0.063"" (1.60mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6905-ND,17W07401,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .34",75000,0,"0.26000","0","1","MicroPlastics, FW","Active","Flat","-","0.340"" (8.64mm)","0.740"" (18.80mm)","0.062"" (1.57mm)","-","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/17W07517.jpg,RPC6790-ND,17W07517,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .40",50000,0,"0.26000","0","1","MicroPlastics, FW","Active","Flat","-","0.406"" (10.31mm)","0.750"" (19.05mm) 3/4""","0.032"" (0.81mm)","-","Nylon"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/16FW375032.JPG,RPC6878-ND,16FW437125,Essentra Components,"FLAT WASHER, NYLON, NATURAL, .44",50000,0,"0.26000","0","1","MicroPlastics, FW","Active","Flat","7/16""","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","0.125"" (3.18mm) 1/8""","-","Nylon"
