Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Driver Circuitry","Input Type","Voltage - Rated","Voltage Range","Frequency","Technology","Operating Mode","Duration","Sound Pressure Level (SPL)","Current - Supply","Port Location","Operating Temperature","Approvals","Ratings","Ingress Protection","Mounting Type","Termination","Size / Dimension","Height - Seated (Max)"
https://www.cui.com/product/resource/digikeypdf/cpe-350.pdf,//media.digikey.com/photos/CUI%20Photos/CPE-350.JPG,102-1636-ND,CPE-350,CUI Inc.,AUDIO PIEZO INDICATOR 3-28V CHAS,5837,0,"3.03000","0","1","Bulk","CPE","Active","Indicator, Internally Driven","DC","12V","3 ~ 28V","2.8kHz","Piezo","Single Tone","-","85dB @ 12V, 30cm","7mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.646"" Dia (41.80mm)","0.650"" (16.50mm)"
http://www.puiaudio.com/pdf/AI-1440-TWT-24V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AI-1440-TWT-24V-2-R.jpg,668-1342-ND,AI-1440-TWT-24V-2-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 6-30V TH,4297,0,"3.03000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","24V","6 ~ 30V","4kHz","Piezo","Single Tone","-","87dB @ 24V, 10cm","18mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.543"" Dia (13.80mm)","0.315"" (8.00mm)"
http://www.puiaudio.com/pdf/AI-1433-TWT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AI-1433-TWT-R.jpg,668-1341-ND,AI-1433-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-18V TH,2143,0,"3.03000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 18V","3.3kHz","Piezo","Single Tone","-","80dB @ 12V, 10cm","7mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.543"" Dia (13.80mm)","0.315"" (8.00mm)"
https://www.cui.com/product/resource/digikeypdf/cep-2260a.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-2260A.jpg,102-1120-ND,CEP-2260A,CUI Inc.,AUDIO PIEZO INDICATOR 3-20V CHAS,18330,0,"3.07000","0","1","Bulk","CEP","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3.5kHz","Piezo","Single Tone","-","93dB @ 12V, 30cm","10mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.260"" Dia (32.00mm)","0.551"" (14.00mm)"
http://www.puiaudio.com/pdf/AI-3245-TF-LW95-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-3245-TF-LW95-R.jpg,668-1033-ND,AI-3245-TF-LW95-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-28V CHAS,2342,0,"3.16000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 28V","4.5kHz","Piezo","Single Tone","-","90dB @ 12V, 10cm","5mA","Top","-20°C ~ 60°C","-","-","-","Panel Mount, Flange","Wire Leads","0.866"" Dia (22.00mm)","0.425"" (10.80mm)"
https://www.cui.com/product/resource/digikeypdf/cep-2202a.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-2202A.jpg,102-1116-ND,CEP-2202A,CUI Inc.,AUDIO PIEZO INDICATOR 3-20V TH,10513,0,"3.21000","0","1","Tray","CEP","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3kHz","Piezo","Single Tone","-","85dB @ 12V, 30cm","11mA","Top","-30°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.953"" Dia (24.20mm)","0.650"" (16.50mm)"
http://www.puiaudio.com/pdf/AI-1622-TWT-12V-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/AT-1620-TWT-R,AI-1622-TWT-5V-R,AI-1622-TWT-12V-R.jpg",668-1020-ND,AI-1622-TWT-12V-R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 8-15V TH,2806,0,"3.25000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","8 ~ 15V","2.2kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.630"" Dia (16.00mm)","0.559"" (14.20mm)"
https://www.cui.com/product/resource/digikeypdf/cep-2272a.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-2272A.jpg,102-1118-ND,CEP-2272A,CUI Inc.,AUDIO PIEZO INDICATOR 3-20V TH,1940,0,"3.27000","0","1","Tray","CEP","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3.5kHz","Piezo","Single Tone","-","93dB @ 12V, 30cm","10mA","Top","-30°C ~ 85°C","-","-","-","Through Hole","PC Pins","1.232"" Dia (31.30mm)","0.650"" (16.50mm)"
https://www.mspindy.com/Specifications/PB-12N32MP-05AQ.PDF,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/PB-12N32MP-05AQ.jpg,458-1249-ND,PB-12N32MP-05AQ,Mallory Sonalert Products Inc.,AUDIO MAGNETIC INDICATOR 3-7V TH,1587,0,"3.43000","0","1","Bulk","PB","Active","Indicator, Internally Driven","DC","5V","3 ~ 7V","3.2kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","50mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.323"" (8.20mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKB24SPCH3601-B0.jpg,490-4702-ND,PKB24SPCH3601-B0,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 3-15V TH,11935,0,"3.45000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 15V","3.6kHz","Piezo","Single Tone","-","90dB @ 12V, 10cm","-","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.957"" Dia (24.30mm)","0.394"" (10.00mm)"
https://www.cui.com/product/resource/digikeypdf/cep-2202as.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-2202AS.jpg,102-1117-ND,CEP-2202AS,CUI Inc.,AUDIO PIEZO INDICATOR 3-20V TH,9176,0,"3.48000","0","1","Tray","CEP","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3kHz","Piezo","Single Tone","-","85dB @ 12V, 30cm","11mA","Top","-30°C ~ 85°C","-","Washable","-","Through Hole","PC Pins","0.953"" Dia (24.20mm)","0.650"" (16.50mm)"
http://www.puiaudio.com/pdf/AI-4228-TF-LW140-4-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-4228-TF-LW140-3-R,AI-4228-TF-LW140-4-R.jpg",668-1050-ND,AI-4228-TF-LW140-4-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-18V CHAS,1865,0,"3.59000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 18V","2.8kHz","Piezo","Single Tone","-","95dB @ 12V, 10cm","7mA","Top","-20°C ~ 60°C","-","-","-","Panel Mount, Flange","Wire Leads","1.646"" Dia (41.80mm)","0.650"" (16.50mm)"
https://www.mspindy.com/specifications/ASI301Q.pdf,"//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/ASI301Q,ASI401Q.jpg",458-1049-ND,ASI301Q,Mallory Sonalert Products Inc.,AUDIO MAGNETIC IND 4-7V SMD,4848,0,"3.65000","0","1","Tube","ASI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","90dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.496"" L x 0.496"" W (12.60mm x 12.60mm)","0.402"" (10.20mm)"
http://www.puiaudio.com/pdf/AI-4228-TWT-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-4228-TWT-R,AT-4228-TWT-F-R.jpg",668-1053-ND,AI-4228-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-28V TH,2290,0,"3.70000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 28V","2.8kHz","Piezo","Single Tone","-","99dB @ 12V, 10cm","10mA","Top","-30°C ~ 85°C","-","Washable","-","Through Hole","PC Pins","1.654"" Dia (42.00mm)","0.571"" (14.50mm)"
https://www.mspindy.com/specifications/PB-12N23P-03Q.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PB-12N23P%20SERIES.jpg,458-1063-ND,PB-12N23P-03Q,Mallory Sonalert Products Inc.,AUDIO MAGNETIC INDICATOR 2-5V TH,11855,0,"3.71000","0","1","Tube","PB","Active","Indicator, Internally Driven","DC","3V","2 ~ 5V","2.3kHz","Magnetic","Single Tone","-","85dB @ 3V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.402"" (10.20mm)"
https://www.mspindy.com/specifications/PB-12N23P-05Q.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PB-12N23P%20SERIES.jpg,458-1064-ND,PB-12N23P-05Q,Mallory Sonalert Products Inc.,AUDIO MAGNETIC INDICATOR 4-7V TH,9554,0,"3.71000","0","1","Tube","PB","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.3kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.402"" (10.20mm)"
https://www.cui.com/product/resource/digikeypdf/cmi-1240-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CMI-1240.jpg,102-1196-5-ND,CMI-1240-SMT,CUI Inc.,BUZZER PIEZO 12V 16.9MM SMD,898,0,"3.72000","0","1","Tube","-","Active","Indicator, Internally Driven","DC","12V","3 ~ 18V","4kHz","Piezo","Single Tone","-","83dB @ 12V, 10cm","18mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.665"" L x 0.665"" W (16.90mm x 16.90mm)","0.327"" (8.30mm)"
https://www.mspindy.com/Specifications/PK-11N40PQ.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/PK-11N40PQ.jpg,458-1342-ND,PK-11N40PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-5V TH,2241,0,"3.75000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","5V","3 ~ 5V","4.1kHz","Piezo","Single Tone","-","80dB @ 5V, 10cm","5mA","Top","-20°C ~ 100°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.217"" (5.50mm)"
http://www.puiaudio.com/pdf/AI-2438-TT-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-2438-TT-R.jpg,668-1030-ND,AI-2438-TT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 8-18V TH,8617,0,"3.86000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","8 ~ 18V","3.8kHz","Piezo","Single Tone","-","95dB @ 12V, 10cm","12mA","Top","-30°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.697"" (17.70mm)"
http://www.puiaudio.com/pdf/AI-2429-TWT-12V-2-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-2429-TWT-R.jpg,668-1223-ND,AI-2429-TWT-12V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 3-20V TH,7304,0,"3.86000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","2.9kHz","Magnetic","Single Tone","-","100dB @ 12V, 10cm","8mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.937"" Dia (23.80mm)","0.650"" (16.50mm)"
http://www.puiaudio.com/pdf/AI-2429-TWT-12V-3-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-2429-TWT-12V-3-R.jpg,668-1026-ND,AI-2429-TWT-12V-3-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-20V TH,6097,0,"3.86000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","2.9kHz","Piezo","Single Tone","-","95dB @ 12V, 10cm","8mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.937"" Dia (23.80mm)","0.650"" (16.50mm)"
http://www.puiaudio.com/pdf/AI-2437-TWT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AI-2437-TWT-R.jpg,668-1029-ND,AI-2437-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-16V TH,5972,0,"3.86000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 16V","3.7kHz","Piezo","Single Tone","-","100dB @ 12V, 10cm","8mA","Top","-20°C ~ 60°C","-","Washable","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.728"" (18.50mm)"
http://www.puiaudio.com/pdf/AI-2429-TWT-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-2429-TWT-R.jpg,668-1028-ND,AI-2429-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-20V TH,5603,0,"3.86000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","2.9kHz","Piezo","Single Tone","-","100dB @ 12V, 10cm","8mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.937"" Dia (23.80mm)","0.650"" (16.50mm)"
https://www.mspindy.com/specifications/PK-12N40PQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PK-12N40PQ.jpg,458-1066-ND,PK-12N40PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-15V TH,3980,0,"3.86000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 15V","4.1kHz","Piezo","Single Tone","-","83dB @ 12V, 10cm","5mA","Top","-20°C ~ 90°C","-","-","-","Through Hole","PC Pins","0.551"" Dia (14.00mm)","0.323"" (8.20mm)"
http://www.puiaudio.com/pdf/AI-2331-TWT-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-2331-TWT-R.jpg,668-1025-ND,AI-2331-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-20V TH,2801,0,"3.86000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3.1kHz","Piezo","Single Tone","-","85dB @ 12V, 10cm","15mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.921"" Dia (23.40mm)","0.402"" (10.20mm)"
https://www.mspindy.com/specifications/PK-21N30PQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PK-21N30PQ.jpg,458-1071-ND,PK-21N30PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 1.5-30V TH,2324,0,"3.95000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","1.5 ~ 30V","3kHz","Piezo","Single Tone","-","80dB @ 12V, 30cm","12mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.382"" (9.70mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-2-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMI-1324-TW-5V-2-R-TR.JPG,668-1336-2-ND,SMI-1324-TW-5V-2-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,2250,0,"3.96376","0","450","Tape & Reel (TR)","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-2-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMI-1324-TW-5V-2-R-TR.JPG,668-1336-1-ND,SMI-1324-TW-5V-2-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,2426,0,"6.52000","0","1","Cut Tape (CT)","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-2-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMI-1324-TW-5V-2-R-TR.JPG,668-1336-6-ND,SMI-1324-TW-5V-2-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,2426,0,"Digi-Reel","0","1","Digi-Reel®","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-40°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-12V-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMI-1324-TW-12V-R-T%5ER.JPG,668-1335-2-ND,SMI-1324-TW-12V-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 8-15V SMD,1050,0,"3.96377","0","350","Tape & Reel (TR)","SMI","Active","Indicator, Internally Driven","DC","12V","8 ~ 15V","2.4kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.283"" (7.20mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-12V-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMI-1324-TW-12V-R-T%5ER.JPG,668-1335-1-ND,SMI-1324-TW-12V-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 8-15V SMD,1285,0,"6.52000","0","1","Cut Tape (CT)","SMI","Active","Indicator, Internally Driven","DC","12V","8 ~ 15V","2.4kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.283"" (7.20mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-12V-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMI-1324-TW-12V-R-T%5ER.JPG,668-1335-6-ND,SMI-1324-TW-12V-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 8-15V SMD,1285,0,"Digi-Reel","0","1","Digi-Reel®","SMI","Active","Indicator, Internally Driven","DC","12V","8 ~ 15V","2.4kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","0.283"" (7.20mm)"
https://www.cui.com/product/resource/digikeypdf/cep-2250.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-2250.jpg,102-1122-ND,CEP-2250,CUI Inc.,AUDIO PIEZO INDICATOR 3-28V CHAS,2977,0,"3.99000","0","1","Bulk","CEP","Active","Indicator, Internally Driven","DC","12V","3 ~ 28V","3.5kHz","Piezo","Single Tone","-","85dB @ 12V, 30cm","6mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.102"" Dia (28.00mm)","1.020"" (25.90mm)"
https://www.mspindy.com/Documents/TechAppGuides/PAG-Transducers-External%20Drive-Piezo.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PT-2726PQ.jpg,458-1081-ND,PT-2726PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO TRANSDUCER 1-30V TH,4828,0,"4.02000","0","1","Bulk","PT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 30V","2.5kHz","Piezo","Single Tone","-","90dB @ 5V, 10cm","1.5mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","1.181"" Dia (30.00mm)","0.402"" (10.20mm)"
https://www.mspindy.com/Documents/TechAppGuides/PAG-Transducers-External%20Drive-Piezo.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PT-2735FPLQ.jpg,458-1083-ND,PT-2735FPLQ,Mallory Sonalert Products Inc.,AUDIO PIEZO TRANSDUCER 3-28V TH,3911,0,"4.07000","0","1","Bulk","PT","Active","Transducer, Externally Driven","DC","12V","3 ~ 28V","3.5kHz","Piezo (with Feedback)","Single Tone","-","88dB @ 12V, 30cm","10mA","Top","-20°C ~ 90°C","-","-","-","Through Hole","PC Pins","1.181"" Dia (30.00mm)","0.362"" (9.20mm)"
http://www.puiaudio.com/pdf/AI-4228-TF-LW140-3-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-4228-TF-LW140-3-R,AI-4228-TF-LW140-4-R.jpg",668-1049-ND,AI-4228-TF-LW140-3-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-20V CHAS,3320,0,"4.08000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","2.8kHz","Piezo","Single Tone","-","105dB @ 12V, 10cm","10mA","Top","-20°C ~ 60°C","-","-","-","Panel Mount, Flange","Wire Leads","1.646"" Dia (41.80mm)","0.650"" (16.50mm)"
https://www.mspindy.com/specifications/MCP320Q.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MCP320Q.jpg,458-1060-ND,MCP320Q,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-20V TH,2952,0,"4.49000","0","1","Bulk","MCP","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3.15kHz","Piezo","Single Tone","-","55dB @ 3V, 61cm","3 ~ 25mA","Top","-20°C ~ 90°C","-","Washable","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.689"" (17.50mm)"
https://www.mspindy.com/specifications/PK-27N36PSQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PK-27N36PSQ.jpg,458-1073-ND,PK-27N36PSQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-28V TH,3228,0,"4.59000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 28V","3.5kHz","Piezo","Single Tone","-","90dB @ 12V, 30cm","15mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","1.181"" Dia (30.00mm)","0.402"" (10.20mm)"
https://www.mspindy.com/specifications/PK-20A38PQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PK-20A38PQ.jpg,458-1069-ND,PK-20A38PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-24V TH,8183,0,"4.77000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 24V","3.8kHz","Piezo","Single Tone","-","95dB @ 12V, 30cm","15mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.717"" (18.20mm)"
https://www.mspindy.com/specifications/PK-20A35EWQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PK-20A35EWQ.jpg,458-1068-ND,PK-20A35EWQ,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 3-24V PNL MNT,6613,0,"4.99000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 24V","3.5kHz","Piezo","Single Tone","-","95dB @ 12V, 30cm","10mA","Top","-20°C ~ 70°C","-","-","-","Panel Mount, Flange","Wire Leads","1.102"" Dia (28.00mm)","0.992"" (25.20mm)"
https://www.mspindy.com/specifications/PK-20A25PQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PK-20A25PQ.jpg,458-1067-ND,PK-20A25PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-24V TH,5728,0,"5.12000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 24V","2.5kHz","Piezo","Single Tone","-","95dB @ 12V, 30cm","25mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.717"" (18.20mm)"
http://www.puiaudio.com/pdf/X-2629-TWT-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/X-2629-TWT-R.jpg,668-1055-ND,X-2629-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 5-14V TH,2005,0,"5.33000","0","1","Bulk","X","Active","Indicator, Internally Driven","DC","12V","5 ~ 14V","2.9kHz","Piezo","Single Tone","-","107dB @ 12V, 10cm","35mA","Top","-40°C ~ 85°C","-","Washable","-","Through Hole","PC Pins","0.984"" Dia (25.00mm)","0.917"" (23.30mm)"
http://www.puiaudio.com/pdf/AT-5210-TT-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AT-5210-TT-R.jpg,668-1384-ND,AT-5210-TT-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-60V TH,1992,0,"5.81000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","18V","1 ~ 60V","1kHz","Piezo","Single Tone","-","105dB @ 18V, 10cm","10mA","Top","-40°C ~ 105°C","-","-","-","Through Hole","PC Pins","2.028"" Dia (51.50mm)","0.626"" (15.90mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-2-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMI-1324-TW-12V-R,SMT-1324-TW-12V-R,SMT-1324-TW-1V-R,SMT-1324-TW-5V-R.jpg",668-1023-5-ND,SMI-1324-TW-5V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,2608,0,"5.92000","0","1","Tube","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-40°C ~ 85°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/AI-3238-TF-LW140-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AI-3238-TF-LW140-R.jpg,668-1277-ND,AI-3238-TF-LW140-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-20V CHAS,1219,0,"6.03000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","3.8kHz","Piezo","Single Tone","-","106dB @ 12V, 10cm","10mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.260"" Dia (32.00mm)","0.551"" (14.00mm)"
