Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Driver Circuitry","Input Type","Voltage - Rated","Voltage Range","Frequency","Technology","Operating Mode","Duration","Sound Pressure Level (SPL)","Current - Supply","Port Location","Operating Temperature","Approvals","Ratings","Ingress Protection","Mounting Type","Termination","Size / Dimension","Height - Seated (Max)"
//media.digikey.com/pdf/Data%20Sheets/Mallory%20Sonalert%20PDFs/PK-35H29W-24VQ_Dwg.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/PK-35H29W-24VQ.jpg,458-1361-ND,PK-35H29W-24VQ,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 18-28V CHASSIS,340,0,"6.37000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","24V","18 ~ 28V","2.9kHz","Piezo","Single Tone","-","100dB @ 24V, 30cm","30mA","Top","-20°C ~ 70°C","-","-","-","Panel Mount, Flange","Wire Leads","1.654"" Dia (42.00mm)","0.638"" (16.20mm)"
https://www.mspindy.com/Specifications/MSR320SR.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MSR320R.jpg,458-1202-ND,MSR320SR,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-20V TH,2949,0,"6.58000","0","1","Bulk","MSR","Active","Indicator, Internally Driven","DC","-","3 ~ 20V","3.5kHz","Piezo","Single Tone","-","73dB @ 3V, 30cm","3 ~ 16mA","Top","-40°C ~ 85°C","-","Washable","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.421"" (10.70mm)"
http://www.puiaudio.com/pdf/AI-4228-TF-SP-LW145-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-4228-TF-SP-LW145-R,AI-4228-TF-LW140-FP-R.jpg",668-1052-ND,AI-4228-TF-SP-LW145-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-20V CHAS,457,0,"6.58000","0","1","Bulk","AI","Active","Indicator, Internally Driven","DC","12V","3 ~ 20V","2.8kHz","Piezo","Pulse, Slow","1.5 PPS","98dB @ 12V, 10cm","10mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.646"" Dia (41.80mm)","0.650"" (16.50mm)"
https://www.mspindy.com/specifications/MSR320R.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MSR320R.jpg,458-1087-ND,MSR320R,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-20V TH,3713,0,"6.60000","0","1","Bulk","MSR","Active","Indicator, Internally Driven","DC","-","3 ~ 20V","3.5kHz","Piezo","Single Tone","-","73dB @ 3V, 30cm","3 ~ 16mA","Top","-40°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.421"" (10.70mm)"
https://www.cui.com/product/resource/digikeypdf/cpe-243.pdf,//media.digikey.com/photos/CUI%20Photos/CPE-243.jpg,102-1281-ND,CPE-243,CUI Inc.,AUDIO PIEZO INDICATOR 9-16V CHAS,645,0,"6.71000","0","1","Bulk","CPE","Active","Indicator, Internally Driven","DC","12V","9 ~ 16V","5kHz","Piezo","Single Tone","-","80dB @ 12V, 30cm","35mA","Top","-30°C ~ 85°C","-","-","IP67 - Dust Tight, Waterproof","Custom","Wire Leads","0.551"" Dia (14.00mm)","0.413"" (10.50mm)"
https://www.cui.com/product/resource/digikeypdf/cpe-244.pdf,//media.digikey.com/photos/CUI%20Photos/CPE-244.jpg,102-1468-ND,CPE-244,CUI Inc.,AUDIO PIEZO INDICATOR 9-16V TH,1853,0,"6.74000","0","1","Tray","CPE","Active","Indicator, Internally Driven","DC","12V","9 ~ 16V","5kHz","Piezo","Single Tone","-","80dB @ 12V, 30cm","35mA","Top","-30°C ~ 85°C","-","-","IP67 - Dust Tight, Waterproof","Through Hole","PC Pins","0.551"" Dia (14.00mm)","0.413"" (10.50mm)"
http://www.puiaudio.com/pdf/XL-2835-TF-LW150-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/XL-2835-TF%20SERIES.jpg,668-1058-ND,XL-2835-TF-LW150-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 3-28V CHAS,635,0,"6.74000","0","1","Bulk","XL","Active","Indicator, Internally Driven","DC","12V","3 ~ 28V","3.5kHz","Piezo","Single Tone","-","95dB @ 12V, 10cm","6mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.102"" Dia (28.00mm)","1.020"" (25.90mm)"
https://www.mspindy.com/Specifications/MSO320SR.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MSO320SR.JPG,458-1369-ND,MSO320SR,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-20V TH,670,0,"7.26000","0","1","Bulk","MSO","Active","Indicator, Internally Driven","DC","-","3 ~ 20V","3.5kHz","Piezo","Single Tone","-","73dB @ 3V, 30cm","3 ~ 16mA","Top","-20°C ~ 65°C","-","Washable","-","Through Hole","PC Pins","0.906"" L x 0.906"" W (23.00mm x 23.00mm)","0.535"" (13.60mm)"
https://www.mspindy.com/specifications/PS-562Q.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/PS-562Q.jpg,458-1074-ND,PS-562Q,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 5-15V CHAS,1377,0,"7.36000","0","1","Bulk","PS","Active","Indicator, Internally Driven","DC","12V","5 ~ 15V","2.5kHz","Piezo","Warble, Slow","-","100dB @ 12V, 100cm","40mA","Top","-20°C ~ 70°C","-","-","-","Panel Mount, Flange","Wire Leads","1.654"" Dia (42.00mm)","0.638"" (16.20mm)"
http://www.puiaudio.com/pdf/X-4033-TF-LW80-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/X-4033-TF-LW80-R.jpg,668-1056-ND,X-4033-TF-LW80-R,"PUI Audio, Inc.",AUDIO PIEZO IND 1.5-12V CHASSIS,1397,0,"7.43000","0","1","Bulk","X","Active","Indicator, Internally Driven","DC","6V","1.5 ~ 12V","3.3kHz","Piezo","Single Tone","-","106dB @ 6V, 10cm","9mA","Top","-30°C ~ 80°C","-","-","-","Panel Mount, Flange","Wire Leads","1.575"" Dia (40.00mm)","0.925"" (23.50mm)"
https://www.cui.com/product/resource/digikeypdf/cpe-267.pdf,//media.digikey.com/photos/CUI%20Photos/CPE-267.jpg,102-1282-ND,CPE-267,CUI Inc.,AUDIO PIEZO INDICATOR 6-14V CHAS,31869,0,"7.47000","0","1","Bulk","CPE","Active","Indicator, Internally Driven","DC","12V","6 ~ 14V","2.8kHz","Piezo","Single Tone","-","85dB @ 12V, 30cm","35mA","Top","-30°C ~ 85°C","-","-","IP67 - Dust Tight, Waterproof","Panel Mount, Flange","Wire Leads","1.008"" Dia (25.60mm)","0.650"" (16.50mm)"
https://www.mspindy.com/specifications/MSR516NR.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MSR320R.jpg,458-1088-ND,MSR516NR,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 5-16V TH,2307,0,"7.56000","0","1","Bulk","MSR","Active","Indicator, Internally Driven","DC","-","5 ~ 16V","3.9kHz","Piezo","Single Tone","-","86dB @ 5V, 30cm","3 ~ 14mA","Top","-40°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.421"" (10.70mm)"
https://www.mspindy.com/specifications/MAS800Q.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MAS800Q.jpg,458-1086-ND,MAS800Q,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 9-12V TH,1469,0,"7.69000","0","1","Bulk","MAS","Active","Indicator, Internally Driven","DC","12V","9 ~ 12V","2.7kHz","Piezo","Single Tone","-","103dB @ 12V, 10cm","50mA","Top","-20°C ~ 90°C","-","-","-","Through Hole","PC Pins","1.024"" Dia (26.00mm)","0.862"" (21.90mm)"
https://www.mspindy.com/Specifications/MAS803Q.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_MAS803Q.jpg,458-1257-ND,MAS803Q,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 1.5-30V TH,1934,0,"7.72000","0","1","Bulk","MAS","Active","Indicator, Internally Driven","DC","6V","1.5 ~ 6V","2.8kHz","Piezo","Single Tone","-","105dB @ 6V, 10cm","130mA","Top","-20°C ~ 90°C","-","-","-","Through Hole","PC Pins","1.024"" Dia (26.00mm)","0.862"" (21.90mm)"
https://www.mspindy.com/Specifications/MSR516NSR.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MSR320R.jpg,458-1204-ND,MSR516NSR,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 5-16V TH,1423,0,"7.80000","0","1","Bulk","MSR","Active","Indicator, Internally Driven","DC","-","5 ~ 16V","3.9kHz","Piezo","Single Tone","-","86dB @ 5V, 30cm","3 ~ 14mA","Top","-40°C ~ 85°C","-","Washable","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.421"" (10.70mm)"
https://www.mspindy.com/Specifications/PF-21A31PQ.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MFG_PF-21A31PQ.jpg,458-1250-ND,PF-21A31PQ,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 3-24V TH,555,0,"8.08000","0","1","Bulk","PF","Active","Indicator, Internally Driven","DC","12V","3 ~ 24V","3kHz","Piezo","Pulse, Fast","-","85dB @ 12V, 30cm","18mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.559"" (14.20mm)"
https://www.mspindy.com/specifications/MAS806Q.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MAS806Q.jpg,458-1057-ND,MAS806Q,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 6-14V TH,10923,0,"8.26000","0","1","Bulk","MAS","Active","Indicator, Internally Driven","DC","12V","6 ~ 14V","2.8kHz","Piezo","Single Tone","-","103dB @ 12V, 10cm","50mA","Top","-20°C ~ 90°C","-","-","-","Through Hole","PC Pins","1.024"" Dia (26.00mm)","0.862"" (21.90mm)"
https://www.mspindy.com/Specifications/PK-27A35EPQ.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/PK-27A35EPQ.jpg,458-1254-ND,PK-27A35EPQ,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 3-24V PNL MNT,1258,0,"9.21000","0","1","Bulk","PK","Active","Indicator, Internally Driven","DC","12V","3 ~ 24V","3.5kHz","Piezo","Single Tone","-","95dB @ 12V, 30cm","15mA","Top","-20°C ~ 70°C","-","-","-","Panel Mount","Screw Terminal, Quick Connect Tab - 0.189"" (4.80mm)","1.437"" Dia (36.50mm)","0.933"" (23.70mm)"
https://www.mspindy.com/specifications/MSR205NR.PDF,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MSR205%20SERIES.JPG,458-1313-ND,MSR205NR,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 2-5V TH,419,0,"9.35000","0","1","Bulk","MSR","Active","Indicator, Internally Driven","DC","-","2 ~ 5V","3.9kHz","Piezo","Single Tone","-","85dB @ 2V, 30cm","10mA","Top","-40°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.906"" Dia (23.00mm)","0.421"" (10.70mm)"
https://www.mspindy.com/specifications/MSO206NR.PDF,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MSO206NR.jpg,458-1163-ND,MSO206NR,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 2-6V TH,2087,0,"12.08000","0","1","Bulk","MSO","Active","Indicator, Internally Driven","DC","-","2 ~ 6V","3.5kHz","Piezo","Single Tone","-","90dB @ 2V, 30cm","30mA","Top","-20°C ~ 65°C","-","-","-","Through Hole","PC Pins","0.906"" L x 0.906"" W (23.00mm x 23.00mm)","0.535"" (13.60mm)"
http://www.puiaudio.com/pdf/AI-4328-P-C120D-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-4328-P-C28-2-R.jpg,668-1188-ND,AI-4328-P-C120D-R,"PUI Audio, Inc.",AUDIO PIEZO IND 30-120V PNL MNT,848,0,"13.92000","0","1","Tray","AI","Active","Indicator, Internally Driven","AC, DC","110V","30 ~ 120V","2.8kHz","Piezo","Single Tone","-","98dB @ 110V, 10cm","17mA","Top","-20°C ~ 60°C","-","-","-","Panel Mount","Screw Terminal, Quick Connect Tab - 0.256"" (6.50mm)","1.693"" Dia (43.00mm)","1.319"" (33.50mm)"
https://www.mspindy.com/Specifications/MSS5M0.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MSS5M0.JPG,458-1315-ND,MSS5M0,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 4-6V TH,5394,0,"17.80000","0","1","Bulk","MSS","Active","Indicator, Internally Driven","DC","5V","4 ~ 6V","325Hz","Piezo","Single Tone","-","85dB @ 5V, 10cm","200mA","Top","-30°C ~ 55°C","cUL, UL","-","-","Through Hole","PC Pins","0.906"" L x 0.906"" W (23.00mm x 23.00mm)","-"
https://www.mspindy.com/Specifications/MSS5MMG.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/MSS5MMG.JPG,458-1405-ND,MSS5MMG,Mallory Sonalert Products Inc.,AUDIO MAGNETIC INDICATOR 4-6V TH,1778,0,"19.01000","0","1","Bulk","MSS","Active","Indicator, Internally Driven","DC","5V","4 ~ 6V","2.075kHz","Magnetic","Pin Selectable","Variable","85dB @ 5V, 10cm","45 ~ 150mA","Top","-30°C ~ 55°C","cUL, UL","Medical","-","Through Hole","PC Pins","0.906"" L x 0.906"" W (23.00mm x 23.00mm)","-"
https://www.mspindy.com/specifications/MSS5M1.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MSS5M1.JPG,458-1118-ND,MSS5M1,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 4.5-5.5V TH,2014,0,"19.06000","0","1","Bulk","MSS","Active","Indicator, Internally Driven","DC","5V","4.5 ~ 5.5V","2.075kHz","Piezo","Pin Selectable","Variable","85dB @ 5V, 10cm","45 ~ 150mA","Top","-30°C ~ 55°C","cUL, UL","-","-","Through Hole","PC Pins","0.906"" L x 0.906"" W (23.00mm x 23.00mm)","-"
https://www.mspindy.com/specifications/SC628.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/SC%20FIG%201A%201507%20T061%20YELLOW.jpg,458-1029-ND,SC628,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 6-28V PNL MNT,295,0,"20.93000","0","1","Bulk","SC","Active","Indicator, Internally Driven","DC","-","6 ~ 28V","2.9kHz","Piezo","Single Tone","-","68dB @ 6V, 61cm","3 ~ 18mA","Top","-30°C ~ 65°C","cUL, UL","-","-","Panel Mount","Screw Terminal, Quick Connect Tab - 0.250"" (6.35mm)","1.687"" Dia (42.85mm)","1.809"" (45.96mm)"
https://www.mspindy.com/specifications/SC628R.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/SC%20FIG%201A%201507%20T061%20YELLOW.jpg,458-1150-ND,SC628R,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 6-28V PNL MNT,131,0,"20.93000","0","1","Bulk","SC","Active","Indicator, Internally Driven","DC","-","6 ~ 28V","2.9kHz","Piezo","Single Tone","-","68dB @ 6V, 61cm","3 ~ 18mA","Top","-30°C ~ 65°C","cUL, UL","-","-","Panel Mount","Screw Terminal, Quick Connect Tab - 0.250"" (6.35mm)","1.692"" Dia (42.98mm)","1.399"" (35.54mm)"
http://www.puiaudio.com/pdf/XL-5530-LW300-S-R.pdf,//media.digikey.com/Photos/PUI%20Audio/XL-5530-LW300-S-R.jpg,668-1258-ND,XL-5530-LW300-S-R,"PUI Audio, Inc.",AUDIO PIEZO INDICATOR 6-16V CHAS,129,0,"21.95000","0","1","Bulk","XL","Active","Indicator, Internally Driven","DC","12V","6 ~ 16V","3kHz","Piezo","Siren","3 PPS","123dB @ 12V, 10cm","260mA","Top","-20°C ~ 60°C","-","-","-","Bracket Mount","Wire Leads","2.146"" Dia (54.50mm)","2.224"" (56.50mm)"
https://www.mspindy.com/specifications/SBM428R.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MFG_SBM%20SERIES.jpg,458-1138-ND,SBM428R,Mallory Sonalert Products Inc.,AUDIO PIEZO INDICATOR 4-28V TH,160,0,"24.42000","0","1","Bulk","SBM","Active","Indicator, Internally Driven","DC","-","4 ~ 28V","2.9kHz","Piezo","Single Tone","-","64dB @ 4V, 61cm","3 ~ 16mA","Top","-30°C ~ 65°C","cUL, UL","-","-","Through Hole","PC Pins","1.687"" Dia (42.85mm)","0.684"" (17.37mm)"
https://www.mspindy.com/specifications/SC616NR.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/SC%20FIG%201A%201507%20T061%20YELLOW.jpg,458-1146-ND,SC616NR,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 6-26V PNL MNT,421,0,"26.02000","0","1","Bulk","SC","Active","Indicator, Internally Driven","DC","-","6 ~ 26V","2.9kHz","Piezo","Single Tone","-","80dB @ 6V, 61cm","6 ~ 22mA","Top","-30°C ~ 65°C","cUL, UL","-","-","Panel Mount","Screw Terminal, Quick Connect Tab - 0.250"" (6.35mm)","1.687"" Dia (42.85mm)","1.399"" (35.54mm)"
https://www.mspindy.com/specifications/SCE016XD3CTB.pdf,//media.digikey.com/Photos/Mallory%20Sonalert%20Products%20Photos/Sonalert-Series.JPG,458-1101-ND,SCE016XD3CTB,Mallory Sonalert Products Inc.,AUDIO PIEZO IND 6-16V PNL MNT,120,0,"28.27000","0","1","Bulk","SCE","Active","Indicator, Internally Driven","DC","-","6 ~ 16V","2.9kHz","Piezo","Single Tone","-","95dB @ 6V, 61cm","40mA","Top","-40°C ~ 85°C","cUL, UL","-","-","Panel Mount","Terminal Block","1.692"" Dia (42.98mm)","1.511"" (38.39mm)"
http://www.puiaudio.com/pdf/AW-10FR-NSVC.pdf,//media.digikey.com/Photos/PUI%20Audio/AW-10FR-NSVC.jpg,668-1249-ND,AW-10FR-NSVC,"PUI Audio, Inc.",SIREN PIEZO INDICATOR 9-28V CHAS,185,0,"31.83000","0","1","Bulk","AW","Active","Indicator, Internally Driven","DC","12V","9 ~ 28V","2.9kHz","Piezo","Dual Tone","-","118dB @ 12V, 10cm","15mA","Top","-25°C ~ 70°C","-","-","IP65 - Dust Tight, Water Resistant","Panel Mount, Flange","Wire Leads","2.087"" Dia (53.00mm)","1.713"" (43.50mm)"
http://www.puiaudio.com/pdf/AW-10PR.pdf,//media.digikey.com/Photos/PUI%20Audio/AW-10PR.jpg,668-1251-ND,AW-10PR,"PUI Audio, Inc.",SIREN PIEZO IND 9-28V PNL MNT,130,0,"36.98000","0","1","Bulk","AW","Active","Indicator, Internally Driven","DC","24V","9 ~ 28V","Multiple","Piezo","Pin Selectable","Variable","88dB @ 24V, 100cm","8 ~ 35mA","Top","-10°C ~ 60°C","-","-","IP65 - Dust Tight, Water Resistant","Panel Mount","Wire Leads","1.969"" Dia (50.00mm)","1.791"" (45.50mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKM13EPYH4000-A0.jpg,490-4698-3-ND,PKM13EPYH4000-A0,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 30V TH,6500,0,"0.34064","0","500","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/sound/p37e.ashx?la=en-us,//media.digikey.com/photos/Murata%20Photos/PKM13EPYH4000-A0.jpg,490-4698-1-ND,PKM13EPYH4000-A0,Murata Electronics North America,AUDIO PIEZO TRANSDUCER 30V TH,9887,0,"0.60000","0","1","Bulk","PK","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","30V (Max)","4kHz","Piezo","Ringer","-","70dB @ 1.5V, 10cm","-","Top","-40°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.496"" Dia (12.60mm)","0.291"" (7.40mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/Photos/TDK%20Photos/PS-PC%20SERIES.JPG,445-5242-3-ND,PS1440P02BT,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,4200,0,"0.49160","0","350","Tape & Box (TB)","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","75dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.551"" Dia (14.00mm)","0.362"" (9.20mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/Photos/TDK%20Photos/PS-PC%20SERIES.JPG,445-5242-1-ND,PS1440P02BT,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,4793,0,"0.75000","0","1","Cut Tape (CT)","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","75dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.551"" Dia (14.00mm)","0.362"" (9.20mm)"
https://www.soberton.com/wp-content/uploads/2019/02/WT-1201-16-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/WT-1201.jpg,433-1027-ND,WT-1201,Soberton Inc.,AUDIO MAGNETIC XDCR 1-2V TH,1806,0,"0.55000","0","1","Bulk","WT","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","1 ~ 3V","2.4kHz","Magnetic","Single Tone","-","80dB @ 1.5V, 10cm","50mA","Top","-30°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.386"" (9.80mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/photos/TDK%20Photos/PS1720P02.jpg,445-2527-ND,PS1720P02,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,3437,0,"0.68000","0","1","Bulk","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","2kHz","Piezo","Single Tone","-","70dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.669"" Dia (17.00mm)","0.327"" (8.30mm)"
https://www.soberton.com/wp-content/uploads/2019/02/PT-2404-15-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/PT-2404.JPG,433-1054-ND,PT-2404,Soberton Inc.,AUDIO PIEZO XDCR 1-15V CHASSIS,4979,0,"0.70000","0","1","Tray","PT","Active","Transducer, Externally Driven","Peak-Peak Signal","15V","1 ~ 12V","4.8kHz","Piezo","Single Tone","-","85dB @ 4.8V, 10cm","8mA","Top","-20°C ~ 70°C","-","-","-","Panel Mount, Flange","Wire Leads","0.945"" Dia (24.00mm)","0.217"" (5.50mm)"
https://www.soberton.com/wp-content/uploads/2019/02/PT-1704-15-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/PT-1404.jpg,433-1062-ND,PT-1704,Soberton Inc.,AUDIO PIEZO TRANSDUCER 1-30V,1754,0,"0.70000","0","1","Tray","PT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","1 ~ 30V","4kHz","Piezo","Single Tone","-","75dB @ 3V, 10cm","3mA","Top","-20°C ~ 70°C","-","-","-","Custom","Wire Leads","0.669"" Dia (17.00mm)","0.177"" (4.50mm)"
https://www.soberton.com/wp-content/uploads/2016/11/PT-1307-data-sheet-2.pdf,//media.digikey.com/Photos/Soberton%20Photos/MFG_PT-1307.JPG,433-1055-ND,PT-1307,Soberton Inc.,AUDIO PIEZO TRANSDUCER 1-20V TH,1339,0,"0.70000","0","1","Tray","PT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","1 ~ 20V","4kHz","Piezo","Single Tone","-","70dB @ 3V, 10cm","1mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.496"" Dia (12.60mm)","0.283"" (7.20mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/Photos/TDK%20Photos/PS1740P02CE.jpg,445-172992-ND,PS1740P02CE,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,4427,0,"0.72000","0","1","Tray","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","60dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.669"" Dia (17.00mm)","0.193"" (4.90mm)"
https://product.tdk.com/info/en/catalog/datasheets/piezoelectronic_buzzer_ps_en.pdf,//media.digikey.com/photos/TDK%20Photos/PS1740P02.jpg,445-2528-ND,PS1740P02E,TDK Corporation,AUDIO PIEZO TRANSDUCER 30V TH,4348,0,"0.72000","0","1","Bulk","PS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","30V (Max)","4kHz","Piezo","Single Tone","-","75dB @ 3V, 10cm","-","Top","-10°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.669"" Dia (17.00mm)","0.307"" (7.80mm)"
http://www.puiaudio.com/pdf/AT-1220-TT-10-R.pdf,//media.digikey.com/Photos/PUI%20Audio/Circular-12.00mmDiaX8.50mm-H.jpg,668-1464-ND,AT-1220-TT-10-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 1-2V TH,6648,0,"0.73000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","1.5V","1 ~ 2V","2.048kHz","Magnetic","Single Tone","-","85dB @ 1.5V, 10cm","20mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.343"" (8.70mm)"
http://www.puiaudio.com/pdf/AT-1220-TT-3V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AT-1220-TT-3V-2-R.jpg,668-1466-ND,AT-1220-TT-3V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-5V TH,5132,0,"0.74000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 5V","2kHz","Magnetic","Single Tone","-","85dB @ 3V, 10cm","80mA","Top","-25°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.177"" (4.50mm)"
http://www.puiaudio.com/pdf/AT-1224-TWT-12V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/Circular-12.00mm-DiaX9.50mm-H.jpg,668-1469-ND,AT-1224-TWT-12V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 8-15V TH,2124,0,"0.77000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","12V","8 ~ 15V","2.4kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","40mA","Top","-30°C ~ 80°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.386"" (9.80mm)"
