Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Color","Lens Color","Lens Transparency","Ratings","Voltage","Current","Panel Cutout Shape","Panel Cutout Dimensions","Lens Style","Lens Size","Millicandela Rating","Wavelength - Peak","Viewing Angle","Termination Style","Ingress Protection","Features"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PCL22.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/PCL2224V500B.JPG,PCL2224V500B-ND,PCL2224V500B,Visual Communications Company - VCC,PMI RND 22MM LED 24V SCREW BLOCK,123,0,"7.70000","0","1","PCL22","Active","LED","Green","Green","Diffused","AC/DC","24V","50mA","Round","0.88"" (22.30mm)","Round with Flat Top","29.50mm Dia","75mcd","516nm","110°","Screw Terminal","IP65","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PCL22.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/PCL2212V500B.JPG,PCL2212V500B-ND,PCL2212V500B,Visual Communications Company - VCC,PMI RND 22MM LED 12V SCREW BLOCK,132,0,"7.70000","0","1","PCL22","Active","LED","Green","Green","Diffused","AC/DC","12V","50mA","Round","0.88"" (22.30mm)","Round with Flat Top","29.50mm Dia","75mcd","516nm","110°","Screw Terminal","IP65","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_606_Jan2018.pdf,//media.digikey.com/Photos/Dialight/606-2415-130F.jpg,350-2915-ND,6062415130F,Dialight,"LED PNL IND 6MM R,G 12V RECESS",280,0,"7.86000","0","1","606","Active","LED","Green, Red","-","-","DC","12V Green, 12V Red","10mA Green, 10mA Red","Round","0.25"" (6.35mm)","Round with Flat Top","-","18mcd Green, 35mcd Red","-","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_606_Jan2018.pdf,//media.digikey.com/Photos/Dialight/606-2415-120F.jpg,350-2914-ND,6062415120F,Dialight,"LED PNL IND 6MM R,G 6V RECESS",194,0,"7.86000","0","1","606","Active","LED","Green, Red","-","-","DC","6V Green, 6V Red","10mA Green, 10mA Red","Round","0.25"" (6.35mm)","Round with Flat Top","-","18mcd Green, 35mcd Red","-","-","-","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/LE2870C5G.JPG,1091-1130-ND,LE2870C5G,Bulgin,LED PNL MNT 125/250V GREEN,339,0,"7.95000","0","1","LE","Active","LED","Green","Green","Diffused","AC","125V ~ 250V","-","Round","0.50"" (12.70mm)","Round with Flat Top","13.60mm Dia","-","-","-","Quick Connect - 0.250"" (6.3mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_606_Jan2018.pdf,//media.digikey.com/Photos/Dialight/606-1415-130F.JPG,350-2911-ND,6061415130F,Dialight,"LED PNL IND 6MM R,G 12V PROTRUD",524,0,"8.09000","0","1","606","Active","LED","Green, Red","-","-","DC","12V Green, 12V Red","10mA Green, 10mA Red","Round","0.25"" (6.35mm)","Round with Domed Top","-","18mcd Green, 35mcd Red","-","-","-","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/LE67C5G.jpg,1091-1126-ND,LE67C5G,Bulgin,LED PNL MNT 125/250V GREEN,1669,0,"8.90000","0","1","LE","Active","LED","Green","Green","Diffused","AC","125V ~ 250V","-","Round","0.50"" (12.70mm)","Round with Flat Top","16.00mm Dia","-","-","-","Quick Connect - 0.250"" (6.3mm)","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/LE67C5R.JPG,1091-1127-ND,LE67C5R,Bulgin,LED PNL MNT 125/250V RED,328,0,"8.90000","0","1","LE","Active","LED","Red","Red","Diffused","AC","125V ~ 250V","-","Round","0.50"" (12.70mm)","Round with Flat Top","16.00mm Dia","-","-","-","Quick Connect - 0.250"" (6.3mm)","-","-"
http://www.vcclite.com/_pdf/L58Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L58D-G24-W.jpg,L58D-G24-W-ND,L58D-G24-W,Visual Communications Company - VCC,LED PANEL INDICATOR GRN 24V,182,0,"8.97000","0","1","L58","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.19"" (4.83mm)","Round with Domed Top","7.11mm Dia","20mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight%20PMI%20Catalog_2017.pdf,"//media.digikey.com/photos/Dialight/559-6001-007,559-6201-007,559-6401-007.jpg",350-1595-ND,5596201007F,Dialight,LED 5MM GREEN CLR PANEL MOUNT,134,0,"9.12000","0","1","559","Active","LED","Green","Colorless","Clear","Vf (Typ), If (Max)","3.5V","30mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","2200mcd","525nm","30°","Wire Leads - 14"" (355.60mm)","-","-"
http://vcclite.com/_pdf/L79Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L79D-R125-W.jpg,L79D-R125-W-ND,L79D-R125-W,Visual Communications Company - VCC,LED IND RED DIFF 125VAC 6"" LEADS,344,0,"9.19000","0","1","L79","Active","LED","Red","Red","Diffused","AC","125V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","-","80mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.vcclite.com/_pdf/L79Series.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/L79D-G24-W.jpg,L79D-G12-W-ND,L79D-G12-W,Visual Communications Company - VCC,12V GRN DIFFUSED LENS,121,0,"9.19000","0","1","L79","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","-","80mcd","-","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/C17811.pdf,//media.digikey.com/Photos/Dialight/507-4857-3332-500F.JPG,350-2404-ND,50748573332500F,Dialight,LED PANEL IND 5V 20MA GREEN,195,0,"9.36000","0","1","507","Active","LED","Green","-","-","Vf (Typ), If (Max)","5V","20mA","Round","Cartridge-Holder Required","Round with Flat Top","7.14mm Dia","50mcd","-","-","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_6226_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1BAAS-PR7-1-R.jpg,AE10586-ND,A-LED8-1BAAS-PR7-1,Assmann WSW Components,LED 3MM BLUE PNL MNT WATER PROOF,642,0,"9.83000","0","1","-","Active","LED","Blue","-","-","Vf (Typ), If (Max)","3.5V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","2000mcd","-","-","PC Pin","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_249_Feb2018.pdf,//media.digikey.com/Photos/Dialight/249-7872-3331-504F.JPG,350-2397-ND,24978723331504F,Dialight,LED PANEL IND RED 28V CYLINDER,211,0,"10.40000","0","1","249","Active","LED","Red","-","-","DC","28V","20mA","Round","0.38"" (9.65mm)","Round with Flat Top","7.10mm Dia","55mcd","-","-","Wire Wrap","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/677_Watertight_Series.pdf,//media.digikey.com/Photos/Dialight/6771412324F.jpg,350-3962-ND,6771412324F,Dialight,7MM HB/B PMI-6VDC W/O-RING,148,0,"10.41000","0","1","677","Active","LED","Blue","-","-","DC","6V","30mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","700mcd","-","-","Solder Lug","IP66, NEMA 4X","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/677_Watertight_Series.pdf,//media.digikey.com/Photos/Dialight/6771212322F.jpg,350-3958-ND,6771212322F,Dialight,7MM HG/G PMI-6VDC W/O-RING,140,0,"10.41000","0","1","677","Active","LED","Green","-","-","DC","6V","30mA","Round","0.28"" (7.11mm)","Round with Domed Top","4.00mm Dia","4135mcd","-","-","Solder Lug","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_249_Feb2018.pdf,//media.digikey.com/Photos/Dialight/249-7972-3332-504F.JPG,350-2399-ND,24979723332504F,Dialight,LED PANEL IND GRN 28V CYLINDER,326,0,"10.59000","0","1","249","Active","LED","Green","-","-","DC","28V","20mA","Round","0.38"" (9.65mm)","Round with Flat Top","7.10mm Dia","40mcd","-","-","Wire Wrap","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_249_Feb2018.pdf,//media.digikey.com/Photos/Dialight/249-7972-3732-504F.jpg,350-2400-ND,24979723732504F,Dialight,LED PANEL IND GRN 28V STOVEPIPE,238,0,"10.59000","0","1","249","Active","LED","Green","-","-","DC","28V","20mA","Round","0.38"" (9.65mm)","Round with Domed Top","-","100mcd","-","-","Wire Wrap","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_6229_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1GAAS-PR7-1-R.jpg,AE10587-ND,A-LED8-1GAAS-PR7-1,Assmann WSW Components,LED 3MM GRN PNL MNT WATER PROOF,309,0,"10.62000","0","1","-","Active","LED","Green","-","-","Vf (Typ), If (Max)","2.2V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","5000mcd","-","-","PC Pin","IP67","-"
http://www.vcclite.com/_pdf/L60.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/L60D-R12-W.jpg,L60D-R28-W-ND,L60D-R28-W,Visual Communications Company - VCC,PMI 5.9MM 635NM RED 28V WT 6"" LD,185,0,"10.68000","0","1","L60","Active","LED","Red","Red","Diffused","DC","28V","-","Round","0.23"" (5.84mm)","Round with Flat Top","6.60mm Dia","60mcd","635nm","45°","Wire Leads - 6"" (152.40mm)","Water Resistant","-"
http://www.vcclite.com/_pdf/L60.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/L60D-G5-W.jpg,L60D-G28-W-ND,L60D-G28-W,Visual Communications Company - VCC,PMI 5.9MM 565NM GRN 28V WT 6"" LD,129,0,"10.68000","0","1","L60","Active","LED","Green","Green","Diffused","DC","28V","-","Round","0.23"" (5.84mm)","Round with Flat Top","6.60mm Dia","44mcd","565nm","45°","Wire Leads - 6"" (152.40mm)","Water Resistant","-"
http://www.vcclite.com/_pdf/L60.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/L60D-G5-W.jpg,L60D-G5-W-ND,L60D-G5-W,Visual Communications Company - VCC,PMI 5.9MM 565NM GRN 5V WT 6"" LD,103,0,"10.68000","0","1","L60","Active","LED","Green","Green","Diffused","DC","5V","-","Round","0.23"" (5.84mm)","Round with Flat Top","6.60mm Dia","44mcd","565nm","45°","Wire Leads - 6"" (152.40mm)","Water Resistant","-"
http://vcclite.com/_pdf/CNX722FV.Series.LED.Indicator.Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_CNX722X500xxT.jpg,CNX722C500FVT-ND,CNX722C500FVT,Visual Communications Company - VCC,IND PMI 22MM GRN FLEXVOLT SOLDER,478,0,"10.72000","0","1","CNX 722FV","Active","LED","Green","-","-","DC","5V ~ 28V","20mA","Round","0.88"" (22.35mm)","Round with Domed Top","25.60mm Dia","1050mcd","-","-","Solder Lug","IP67, NEMA 6P","-"
http://vcclite.com/_pdf/CNX722FV.Series.LED.Indicator.Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_CNX722C200xxT.jpg,CNX722C200FVT-ND,CNX722C200FVT,Visual Communications Company - VCC,IND PMI 22MM RED FLEXVOLT SOLDER,421,0,"10.72000","0","1","CNX 722FV","Active","LED","Red","-","-","DC","5V ~ 28V","20mA","Round","0.88"" (22.35mm)","Round with Domed Top","25.60mm Dia","1300mcd ~ 1900mcd","-","-","Solder Lug","IP67, NEMA 6P","-"
http://vcclite.com/_pdf/CNX722FV.Series.LED.Indicator.Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_CNX722C200xxW.jpg,CNX722C200FVW-ND,CNX722C200FVW,Visual Communications Company - VCC,IND PMI 22MM RD FLEXVOLT WIRE LD,130,0,"11.03000","0","1","CNX 722FV","Active","LED","Red","-","-","DC","5V ~ 28V","20mA","Round","0.88"" (22.35mm)","Round with Domed Top","25.60mm Dia","1300mcd ~ 1900mcd","-","-","Wire Leads - 6"" (152.40mm)","IP67, NEMA 6P","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/CNX714.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/CNX714C500FVW.JPG,CNX714C500FVW-ND,CNX714C500FVW,Visual Communications Company - VCC,IND TUFFLED FLEXVOLT 14MM GREEN,153,0,"11.04000","0","1","CNX 714FV","Active","LED","Green","-","-","-","5V ~ 28V","-","Round","0.55"" (13.97mm)","Round with Domed Top","17.00mm Dia","1050mcd","-","-","Wire Leads - 6"" (152.40mm)","IP67, NEMA 6P","-"
http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/C17811.pdf,//media.digikey.com/Photos/Dialight/507-4861-3332-500F.JPG,350-2405-ND,50748613332500F,Dialight,LED PANEL IND 28V 20MA GREEN,192,0,"11.15000","0","1","507","Active","LED","Green","-","-","Vf (Typ), If (Max)","28V","20mA","Round","Cartridge-Holder Required","Round with Flat Top","7.14mm Dia","50mcd","-","-","-","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PML50-Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_PML50BFVW.jpg,PML50BFVW-ND,PML50BFVW,Visual Communications Company - VCC,LED BLUE ROUND PANEL MOUNT,2356,0,"11.91000","0","1","PML50","Active","LED","Blue","Blue","Clear","DC","5V ~ 28V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","270mcd","-","-","Wire Leads - 5.5"" (139.70mm)","IP67","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PML50-Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/PML50GFVW.jpg,PML50GFVW-ND,PML50GFVW,Visual Communications Company - VCC,LED GREEN ROUND PANEL MOUNT,489,0,"11.91000","0","1","PML50","Active","LED","Green","Green","Clear","DC","5V ~ 28V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","3640mcd","-","-","Wire Leads - 5.5"" (139.70mm)","IP67","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PML50-Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/PML50YFVW.jpg,PML50YFVW-ND,PML50YFVW,Visual Communications Company - VCC,LED YELLOW ROUND PANEL MOUNT,190,0,"11.91000","0","1","PML50","Active","LED","Yellow","Yellow","Clear","DC","5V ~ 28V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","2020mcd","-","-","Wire Leads - 5.5"" (139.70mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/q8p1bxxr110e.JPG,679-1485-ND,Q8P1BXXR12E,APEM Inc.,INDICATOR 12V 8MM PROMINENT RED,1036,650,"11.96000","0","1","Q Series","Active","LED","Red","Red","Diffused","DC","12V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","100mcd","-","100°","Solder Lug","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/photos/APEM%20Comp%20Photos/Q8R1CXXG12E.JPG,679-1551-ND,Q8R1CXXG24E,APEM Inc.,INDICATOR 24V 8MM RECESSED GRN,308,300,"11.96000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","60mcd","-","100°","Solder Lug","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/photos/APEM%20Comp%20Photos/Q8F1BXXG12E.JPG,679-1516-ND,Q8F1BXXG12E,APEM Inc.,INDICATOR 12V 8MM FLUSH GREEN,267,150,"11.96000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","100°","Solder Lug","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7CXXR02E.jpg,679-2772-ND,Q6F7CXXR02E,APEM Inc.,LED PM INDICATOR FLUSH RED,405,50,"12.01000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","10mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7BXXY02E.JPG,679-2791-ND,Q6F7BXXY02E,APEM Inc.,LED PM INDICATOR FLUSH YLW,326,0,"12.01000","0","1","Q Series","Active","LED","Yellow","Yellow","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7CXXY02E.JPG,679-2770-ND,Q6F7CXXY02E,APEM Inc.,LED PM INDICATOR FLUSH YLW,255,75,"12.01000","0","1","Q Series","Active","LED","Yellow","Yellow","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6P7CXXR02E.jpg,679-2782-ND,Q6P7CXXR02E,APEM Inc.,LED PM INDICATOR PROMINENT RED,150,75,"12.01000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","40mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1BAAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1BAAS-MR7-1-R.jpg,AE10581-ND,A-LED8-1BAAS-MR7-1,Assmann WSW Components,LED 3MM BLUE PNL MNT WATER PROOF,1324,0,"12.21000","0","1","-","Active","LED","Blue","-","-","Vf (Typ), If (Max)","3.5V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","2000mcd","-","-","PC Pin","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1YAAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1YAAS-MR7-1-R.jpg,AE10585-ND,A-LED8-1YAAS-MR7-1,Assmann WSW Components,LED 3MM YLW PNL MNT WATER PROOF,431,0,"12.21000","0","1","-","Active","LED","Yellow","-","-","Vf (Typ), If (Max)","2V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","1600mcd","-","-","PC Pin","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1RAAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1RAAS-MR7-1-R.jpg,AE10583-ND,A-LED8-1RAAS-MR7-1,Assmann WSW Components,LED 3MM RED PNL MNT WATER PROOF,173,0,"12.21000","0","1","-","Active","LED","Red","-","-","Vf (Typ), If (Max)","2.2V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","2000mcd","-","-","PC Pin","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/C18283.pdf,//media.digikey.com/Photos/Dialight/6791222332F.JPG,350-4021-ND,6791222332F,Dialight,9MM HG/G PMI-12VDC W/O-RING,562,0,"12.39000","0","1","679","Active","LED","Green","-","-","DC","12V","30mA","Round","0.37"" (9.40mm)","Round with Domed Top","6.00mm Dia","5870mcd","-","-","Solder Lug","IP66, NEMA 4X","-"
http://vcclite.com/_pdf/CNX722FV.Series.LED.Indicator.Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_CNX722C500xxB.jpg,CNX722C500FVB-ND,CNX722C500FVB,Visual Communications Company - VCC,IND PMI 22MM GRN FLEXVOLT SCREW,308,0,"12.39000","0","1","CNX 722FV","Active","LED","Green","-","-","DC","5V ~ 28V","20mA","Round","0.88"" (22.35mm)","Round with Domed Top","25.60mm Dia","1050mcd","-","-","-","IP67, NEMA 6P","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8R7BXXG02E.jpg,679-2748-ND,Q8R7BXXG02E,APEM Inc.,LED PM IND RECESSED GREEN,449,25,"12.41000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","40mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8R7CXXR02E%20(2).JPG,679-2747-ND,Q8R7BXXR02E,APEM Inc.,LED PM INDICATOR RECESSED RED,312,4750,"12.41000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","50mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F7CXXG02E.jpg,679-2756-ND,Q8F7CXXG02E,APEM Inc.,LED PM INDICATOR FLUSH GRN,114,75,"12.41000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8R7CXXG02E.jpg,679-2743-ND,Q8R7CXXG02E,APEM Inc.,LED PM IND RECESSED GREEN,102,0,"12.41000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","40mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/photos/APEM%20Comp%20Photos/Q14P1CXXG24E.JPG,679-1645-ND,Q14P1CXXG24E,APEM Inc.,INDICATOR 24V 14MM PROMINENT GRN,679,0,"12.57000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.55"" (13.97mm)","Round with Domed Top","10.00mm Dia","60mcd","-","100°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
