Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Color","Lens Color","Lens Transparency","Ratings","Voltage","Current","Panel Cutout Shape","Panel Cutout Dimensions","Lens Style","Lens Size","Millicandela Rating","Wavelength - Peak","Viewing Angle","Termination Style","Ingress Protection","Features"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F3BXXG24E.jpg,679-2982-ND,Q8F3BXXG12E,APEM Inc.,LED PM INDICATOR FLUSH GREEN,142,75,"13.77000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://vcclite.com/_pdf/CNX722FV.Series.LED.Indicator.Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/CNX722C400FVB.jpg,CNX722C400FVB-ND,CNX722C400FVB,Visual Communications Company - VCC,IND PMI 22MM YLW FLEXVOLT SCREW,467,0,"13.79000","0","1","CNX 722FV","Active","LED","Yellow","-","-","DC","5V ~ 28V","20mA","Round","0.88"" (22.35mm)","Round with Domed Top","25.60mm Dia","140mcd","-","-","-","IP67, NEMA 6P","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6R7BXXG02E.jpg,679-2764-ND,Q6R7BXXG02E,APEM Inc.,LED PM INIDCATOR RECESSED GREEN,197,25,"14.03000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","40mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/508-xx38-504.pdf,//media.digikey.com/Photos/Dialight/508-8738-504.jpg,350-2538-ND,5088738504,Dialight,DATALAMP HOLDER COLLAR TURRET,179,0,"14.17000","0","1","508","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6P7CXXG02E.jpg,679-2781-ND,Q6P7CXXG02E,APEM Inc.,LED PM INDICATOR PROMINENT GRN,345,0,"14.22000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","40mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q14F3CXXHR110E.jpg,679-2889-ND,Q14F3CXXR24E,APEM Inc.,LED PM INDICATOR FLUSH RED,109,0,"14.38000","0","1","Q Series","Active","LED","Red","Red","Diffused","DC","24V","20mA","Round","0.55"" (13.97mm)","Round with Flat Top","10.00mm Dia","10mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/photos/APEM%20Comp%20Photos/Q14P1BZZRYG12E.JPG,679-1671-ND,Q14P1BZZRYG12E,APEM Inc.,INDICATOR 12V 14MM PROM R/Y/G,374,400,"14.43000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","12V Green, 12V Red, 12V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.55"" (13.97mm)","Round with Domed Top","10.00mm Dia","50mcd Green, 80mcd Red, 50mcd Yellow","-","100°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q14P1CZZRYG24E.JPG,679-1670-ND,Q14P1CZZRYG24E,APEM Inc.,INDICATOR 24V 14MM PROM R/Y/G,181,350,"14.43000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","24V Green, 24V Red, 24V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.55"" (13.97mm)","Round with Domed Top","10.00mm Dia","50mcd Green, 80mcd Red, 50mcd Yellow","-","100°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8P7BXXR02E.JPG,679-2751-ND,Q8P7BXXR02E,APEM Inc.,LED PM IND PROMINENT RED,199,50,"14.59000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","100mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/photos/APEM%20Comp%20Photos/q8p1bzzryg24e.JPG,679-1578-ND,Q8P1BZZRYG24E,APEM Inc.,INDICATOR 24V 8MM PROM R/Y/G,545,475,"14.62000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","24V Green, 24V Red, 24V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","15mcd Green, 60mcd Red, 13mcd Yellow","-","100°","Solder Lug","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F3BYYRG12E.jpg,679-2721-ND,Q6F3BYYRG24E,APEM Inc.,LED PM IND FLUSH GRN/RD,275,0,"14.83000","0","1","Q Series","Active","LED","Green, Red","-","Diffused","DC","24V Green, 24V Red","20mA Green, 20mA Red","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","8mcd Green, 10mcd Red","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_557_Sep2018.pdf,//media.digikey.com/Photos/Dialight/557-1502-203F.jpg,350-2411-ND,5571502203F,Dialight,LED PNL MT 11/16"" 5V WT RED,110,0,"14.91000","0","1","557","Active","LED","Red","-","-","DC","5V","80mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","-","-","-","Wire Leads - 0.50"" (12.70mm)","Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q14F1BXXHR24E.jpg,679-3682-ND,Q14F1BXXHR02E,APEM Inc.,14MM FLSH BLK CHRM HYPR RED 2VDC,251,25,"14.99000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.55"" (13.97mm)","Round with Flat Top","10.00mm Dia","800mcd","-","-","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F1BXXHR24E.jpg,679-3706-ND,Q8F1BXXHR02E,APEM Inc.,8MM FLSH BLK CHRM HYPR RED 2VDC,240,0,"15.09000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.32"" (8.13mm)","Round with Flat Top","9.40mm Dia","980mcd","-","-","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=937,//media.digikey.com/photos/APEM%20Comp%20Photos/Q12P1CXXR110E.jpg,679-1579-ND,Q12P1CXXR12E,APEM Inc.,INDICATOR 12V 12MM PROMINENT RED,399,150,"15.11000","0","1","Q Series","Active","LED","Red","Red","Diffused","DC","12V","20mA","Round","0.47"" (11.94mm)","Round with Domed Top","8.00mm Dia","350mcd","-","60°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=937,//media.digikey.com/photos/APEM%20Comp%20Photos/Q12P1BXXG12E.jpg,679-1595-ND,Q12P1BXXG12E,APEM Inc.,INDICATOR 12V 12MM PROMINENT GRN,153,150,"15.11000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.47"" (11.94mm)","Round with Domed Top","8.00mm Dia","60mcd","-","60°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=937,//media.digikey.com/photos/APEM%20Comp%20Photos/Q12P1BXXG24E.jpg,679-1600-ND,Q12P1BXXG24E,APEM Inc.,INDICATOR 24V 12MM PROMINENT GRN,125,425,"15.11000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.47"" (11.94mm)","Round with Domed Top","8.00mm Dia","60mcd","-","60°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.bulgin.com/products/pub/media/bulgin/data/Indicators.pdf,//media.digikey.com/photos/Bulgin%20Photos/DX1093%5ERD.JPG,708-2477-ND,DX1093/RD,Bulgin,LED PANEL INDICATOR RED 2V,139,0,"15.35000","0","1","-","Active","LED","Red","-","-","Vf (Typ), If (Max)","2V","30mA","Round","0.315"" (8.00mm)","Round with Domed Top","5mm, T-1 3/4","25mcd","-","-","-","IP66","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F7BXXG02E.jpg,679-2760-ND,Q8F7BXXG02E,APEM Inc.,LED PM INDICATOR FLUSH GRN,1798,0,"15.39000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_657_Jan2019.pdf,//media.digikey.com/Photos/Dialight/657%20Series%20Red.jpg,350-2265-ND,6571502103F,Dialight,LED 17.46MM RED DIFF PANEL MOUNT,456,0,"15.66000","0","1","657","Active","LED","Red","Red","Diffused","DC","5V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","16.50mm Dia","-","-","-","Wire Leads - 6"" (152.40mm)","IP67, NEMA 4X","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7CXXB02E.jpg,679-2769-ND,Q6F7CXXB02E,APEM Inc.,LED PM INDICATOR FLUSH BLUE,306,225,"16.22000","0","1","Q Series","Active","LED","Blue","Blue","Diffused","Vf (Typ), If (Max)","3.3V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","100mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_656_Jul2018.pdf,//media.digikey.com/Photos/Dialight/6561106304F.JPG,350-3865-ND,6561104304F,Dialight,LED 1/2"" FLAT RED 24VDC TERM,703,0,"17.21000","0","1","656","Active","LED","Red","Red","Clear","DC","24V","20mA","Round","0.50"" (12.70mm)","Round with Flat Top","-","1100mcd","-","-","Quick Connect","IP66/67, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_656_Jul2018.pdf,//media.digikey.com/Photos/Dialight/6561204304F.jpg,350-3879-ND,6561206304F,Dialight,LED 1/2"" FLAT GRN 28VDC TERM,131,0,"17.21000","0","1","656","Active","LED","Green","Green","Clear","DC","28V","18mA","Round","0.50"" (12.70mm)","Round with Flat Top","-","1140mcd","-","-","Quick Connect","IP66/67, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_657_Jan2019.pdf,//media.digikey.com/Photos/Dialight/657%20Series%20Green.jpg,350-2271-ND,6571602103F,Dialight,LED 17.46MM GREEN DIFF PANEL MNT,361,0,"17.32000","0","1","657","Active","LED","Green","Green","Diffused","DC","5V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","16.50mm Dia","-","-","-","Wire Leads - 6"" (152.40mm)","IP67, NEMA 4X","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6R7BXXB02E.jpg,679-2795-ND,Q6R7BXXB02E,APEM Inc.,LED PM INDICATOR RECESSED BLUE,109,75,"17.58000","0","1","Q Series","Active","LED","Blue","Blue","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","1200mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_656_Jul2018.pdf,//media.digikey.com/Photos/Dialight/6561105303F.jpg,350-3866-ND,6561105303F,Dialight,LED 1/2"" FLAT RED 120AC/DC LEAD,106,0,"17.80000","0","1","656","Active","LED","Red","Red","Clear","AC/DC","120V","5mA","Round","0.50"" (12.70mm)","Round with Flat Top","-","230mcd","-","-","Wire Leads - 6"" (152.40mm)","IP66/67, NEMA 4X","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F1BXXG110E.jpg,679-3702-ND,Q8F1BXXHG02E,APEM Inc.,8MM FLSH BLK CHRM HYPR GRN 2VDC,203,0,"17.88000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.32"" (8.13mm)","Round with Flat Top","9.40mm Dia","300mcd","-","-","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F3BZZRYG24E.jpg,679-2972-ND,Q8F3BZZRYG24E,APEM Inc.,LED PMI FLUSH GRN/RED/YLW,289,150,"18.59000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","24V Green, 24V Red, 24V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","10mcd Green, 15mcd Red, 6mcd Yellow","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F3CZZRYG12E.jpg,679-2823-ND,Q8F3CZZRYG12E,APEM Inc.,LED PM INDICATOR FLUSH GR/RD/YLW,104,25,"18.59000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","12V Green, 12V Red, 12V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","10mcd Green, 15mcd Red, 6mcd Yellow","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q14F3CZZRYG24E.jpg,679-2884-ND,Q14F3CZZRYG24E,APEM Inc.,LED PMI FLUSH GRN/RED/YLW,149,100,"19.06000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","24V Green, 24V Red, 24V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.55"" (13.97mm)","Round with Flat Top","10.00mm Dia","30mcd Green, 180mcd Red, 30mcd Yellow","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1264,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q14F3CZZRYG12E.jpg,679-2890-ND,Q14F3CZZRYG12E,APEM Inc.,LED PMI FLUSH GRN/RED/YLW,346,75,"19.29000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","12V Green, 12V Red, 12V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.55"" (13.97mm)","Round with Flat Top","10.00mm Dia","30mcd Green, 180mcd Red, 30mcd Yellow","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8P3BZZRYG24E.jpg,679-2984-ND,Q8P3BZZRYG24E,APEM Inc.,LED PMI PROMINENT GRN/RED/YLW,257,1225,"19.76000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","24V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","15mcd Green, 60mcd Red, 13mcd Yellow","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F3BZZRYG12E.jpg,679-2978-ND,Q8F3BZZRYG12E,APEM Inc.,LED PMI FLUSH GRN/RED/YLW,932,0,"20.07000","0","1","Q Series","Active","LED","Green, Red, Yellow","-","Diffused","DC","12V Green, 12V Red, 12V Yellow","20mA Green, 20mA Red, 20mA Yellow","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","10mcd Green, 15mcd Red, 6mcd Yellow","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.ia.omron.com/data_pdf/cat/m16_ds_e_7_4_csm605.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/M165-TW-24D.jpg,Z1361-ND,M165-TW-24D,Omron Automation and Safety,LED PANEL INDICATOR WHITE 24V,111,0,"30.07000","0","1","M16","Active","LED","White","White","Diffused","AC/DC","24V","8mA","Round","0.63"" (16.00mm)","Round with Flat Top","15.10mm Dia","-","-","-","Quick Connect - 0.110"" (2.8mm)","IP65","Oil Resistant"
https://www.bivar.com/Files/Datasheets/PM5-B5XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/PM5-B5R2.0V.jpg,492-1387-ND,PM5-B5R2.0V,Bivar Inc.,PANEL MOUNT ASSEM 5MM RED,102,0,"31.21000","0","1","PM5","Active","LED","Red","Red","Fresnel","Vf (Typ), If (Max)","2V","20mA","Round","0.20"" (5.08mm)","Round with Flat Top","5.10mm Dia","39mcd","660nm","120°","Wire Leads - 5.9"" (150.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1204,//media.digikey.com/Photos/APEM%20Comp%20Photos/QRM85BXXG24E.jpg,679-2804-ND,QRM85BXXG12E,APEM Inc.,LED PMI REAR MOUNT GREEN,129,25,"31.45000","0","1","QRM","Active","LED","Green","Green","Diffused","DC","12V","20mA","Round","0.32"" (8.13mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","60°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1204,//media.digikey.com/Photos/APEM%20Comp%20Photos/QRM85BXXG24E.jpg,679-2809-ND,QRM85BXXG02E,APEM Inc.,LED PMI REAR MOUNT GREEN,1339,0,"33.33000","0","1","QRM","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.32"" (8.13mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","60°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1268,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_Q10F5SXXSR.jpg,679-3903-ND,Q10F5SXXSR24E,APEM Inc.,LED PANEL INDICATOR RED 24V IP67,112,50,"40.03000","0","1","Q Series","Active","LED","Red","-","-","DC","24V","20mA","Round","0.39"" (10.00mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","60°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.bivar.com/Files/Datasheets/PM5-S17XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/PM5-S17R28V.jpg,492-1364-ND,PM5-S17R28V,Bivar Inc.,"PANEL MOUNT ASSEMBLY RED, 12.7MM",101,0,"41.06000","0","1","PM5","Active","LED","Red","Red","Fresnel","AC/DC","12V ~ 28V","20mA","Round","0.50"" (12.70mm)","Round with Flat Top","10.20mm Dia","600mcd","630nm","120°","Quick Connect - 0.110"" (2.8mm)","IP67","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXMP059ID.pdf,"//media.digikey.com/photos/Lumex%20Photos/SSI-LXMP059ID,SSI-LXMP059SRD.jpg",67-1179-ND,SSI-LXMP059ID,Lumex Opto/Components Inc.,LED 2X5MM RED PANEL MOUNT,13331,0,"0.87000","0","1","-","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","30mA","Rectangular","0.26"" x 0.18"" (6.60mm x 4.57mm)","Rectangle with Flat Top","4.20mm x 1.83mm","10mcd","635nm","110°","-","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH9YD-150.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH9YD-150.jpg,67-1161-ND,SSI-LXH9YD-150,Lumex Opto/Components Inc.,LED 5MM YEL 6""LDS REAR PANEL MT,1274,0,"1.60000","0","1","-","Active","LED","Yellow","Yellow","Diffused","Vf (Typ), If (Max)","2.1V","30mA","Round","0.33"" (8.38mm)","Round with Domed Top","5mm, T-1 3/4","30mcd","585nm","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/5101H%20Series%20Panel%20Mounted%20LED%20Indicator%20Light.pdf,//media.digikey.com/photos/CML%20Innovative%20Photos/5101H1.jpg,L10031-ND,5101H1,Visual Communications Company - VCC,LED RED 1/4"" HOLE PANEL MOUNT,1291,0,"1.62000","0","1","5101H","Active","LED","Red","-","-","Vf (Typ), If (Max)","2.2V","60mA","Round","0.25"" (6.35mm)","Round with Domed Top","-","6.3mcd","650nm","-","Wire Wrap","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/C17286.pdf,//media.digikey.com/Photos/Dialight/558-1101-001F.jpg,350-3142-ND,5581101001F,Dialight,LED PANEL IND RED DIFF SNAP-IN,1127,0,"1.69000","0","1","558","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","1.7V","7mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","1.8mcd","635nm","-","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight%20PMI%20Catalog_2017.pdf,//media.digikey.com/photos/Dialight/559-5301-007F.JPG,350-2135-ND,5595301007F,Dialight,LED SNAP-IN PANEL 5MM 3V YELLOW,1121,0,"2.04000","0","1","559","Active","LED","Yellow","-","Diffused","Vf (Typ), If (Max)","2.2V","25mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","34mcd","583nm","50°","Wire Leads - 14"" (355.60mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/558_SnapInLED_DS.pdf,//media.digikey.com/Photos/Dialight/558-0101-027F.jpg,350-2956-ND,5580101027F,Dialight,LED PMI .158"" RED PVC FREE,1048,0,"2.26000","0","1","558","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","10mcd","650nm","-","Wire Leads - 14"" (355.60mm)","-","-"
https://www.bivar.com/Files/Datasheets/PM3XXXWX.X.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/PM3YDW12.0.jpg,492-1617-ND,PM3YDW12.0,Bivar Inc.,PNL MNT YLW 20MA W/WIRE 12"",1605,0,"2.44000","0","1","PM3","Active","LED","Yellow","Yellow","Diffused","Vf (Typ), If (Max)","2V","30mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","20mcd","590nm","40°","Wire Leads - 12"" (304.80mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/558_SnapInLED_DS.pdf,//media.digikey.com/Photos/Dialight/558-0202-023F.jpg,350-2960-ND,5580202023F,Dialight,LED PMI SNAP-IN GREEN PVC FREE,1406,0,"2.53000","0","1","558","Active","LED","Green","-","-","DC","5V","12mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","19mcd","565nm","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/1050QA1051QA1052QA1053QA.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/MFG_1051QA3.JPG,1051QA3-ND,1051QA3,Visual Communications Company - VCC,INDICATOR NEON AMBER PANEL MNT,738,0,"2.75000","0","1","1051QA","Active","Neon","Amber","Amber","-","AC","208V ~ 250V","-","Round","0.50"" (12.70mm)","Round with Domed Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://www.vcclite.com/_pdf/1050QC%201051QC%201052QC%201053QC%20and%201090QC%20Series%20Non-Relampable%20Neon-Incandescent%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/1050QC2.JPG,1050QC2-ND,1050QC2,Visual Communications Company - VCC,INDICATOR NEON CLEAR PANEL MNT,476,0,"2.75000","0","1","1050QC","Active","Neon","Clear","-","-","AC","105V ~ 125V","-","Round","0.50"" (12.70mm)","Round with Flat Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://www.vcclite.com/_pdf/1050QA%201051QA%201052QA%20and%201053A%20Series%20Non-Relampable%20Neon%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/105xQA1.JPG,1051QA1-ND,1051QA1,Visual Communications Company - VCC,INDICATOR NEON RED PANEL MNT,314,0,"2.75000","0","1","1051QA","Active","Neon","Red","Red","-","AC","208V ~ 250V","-","Round","0.50"" (12.70mm)","Round with Domed Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://www.vcclite.com/_pdf/1050QC%201051QC%201052QC%201053QC%20and%201090QC%20Series%20Non-Relampable%20Neon-Incandescent%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/1050QC4.JPG,1050QC4-ND,1050QC4,Visual Communications Company - VCC,INDICATOR NEON WHITE PANEL MNT,300,0,"2.75000","0","1","1050QC","Active","Neon","White","White","-","AC","105V ~ 125V","-","Round","0.50"" (12.70mm)","Round with Flat Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/1050QA1051QA1052QA1053QA.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/1050QA4.jpg,1050QA4-ND,1050QA4,Visual Communications Company - VCC,INDICATOR NEON WHITE PANEL MNT,248,0,"2.75000","0","1","1050QA","Active","Neon","White","White","-","AC","105V ~ 125V","-","Round","0.50"" (12.70mm)","Round with Domed Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
http://www.vcclite.com/_pdf/1050QA%201051QA%201052QA%20and%201053A%20Series%20Non-Relampable%20Neon%20Indicator%20Lights.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/1050QA3.JPG,1050QA3-ND,1050QA3,Visual Communications Company - VCC,INDICATOR NEON AMBER PANEL MNT,118,0,"2.75000","0","1","1050QA","Active","Neon","Amber","Amber","-","AC","105V ~ 125V","-","Round","0.50"" (12.70mm)","Round with Domed Top","-","-","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
