Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Values"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0199.pdf,//media.digikey.com/photos/Molex/76650-0199.JPG,WM8513-ND,76650-0199,Molex,KIT IGRID 2.00MM DR V 10-18 PIN,0,0,"30.84000","0","1","Plastic Box","iGrid","Active","Rectangular - Contact, Housing","220 pcs - Assorted 10, 12, 14, 16, 18 Circuit Housing, 26 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0187.pdf,//media.digikey.com/photos/Molex/76650-0187.JPG,WM8504-ND,76650-0187,Molex,KIT CONN MILLI-GRID WTB,3,0,"30.94000","0","1","Plastic Box","Milli-Grid","Active","Rectangular - Contact, Header, Housing","130 pcs - Assorted 4, 6, 10, 14, 16 Circuit Header, Housing, 30 ~ 24 AWG Crimp Terminal"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0135.pdf,//media.digikey.com/photos/Molex/MFG_76650-0135.jpg,WM8460-ND,76650-0135,Molex,KIT CONN MICROCLASP WTB,3,0,"32.03000","0","1","Plastic Box","MicroClasp","Active","Rectangular - Contact, Header, Housing","150 pcs - Assorted 8, 12, 14, 18, 20 Circuit Header, Housing, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0116.pdf,//media.digikey.com/photos/Molex/MFG_76650-0116.jpg,WM8444-ND,76650-0116,Molex,KIT CONN MINI-LOCK ASSORTED,2,0,"32.66000","0","1","Plastic Box","Mini-Lock","Active","Header, Receptacle","150 pcs - Assorted 2 ~ 6 Circuit Header, Receptacle, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0201.pdf,//media.digikey.com/photos/Molex/76650-0201.JPG,WM8515-ND,76650-0201,Molex,KIT IGRID 2.00MM DR RA 10-18 PIN,3,0,"32.92000","0","1","Plastic Box","iGrid","Active","Rectangular - Contact, Header, Housing","220 pcs - Assorted 10, 12, 14, 16, 18 Circuit Housing, 26 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0124.pdf,//media.digikey.com/photos/Molex/MFG_76650-0124.jpg,WM8452-ND,76650-0124,Molex,KIT PICOFLEX ALL INCLUSIVE,2,0,"34.56000","0","1","Plastic Box","Picoflex PF-50 90325, 90327","Active","Rectangular - Free Hanging, Header","40 pcs - Assorted 4, 6, 8, 10, 12 position"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0227.pdf,//media.digikey.com/Photos/Molex/76650-0227.jpg,WM8541-ND,76650-0227,Molex,KIT MINI-LATCH 2.50MM WTB VERT R,3,0,"34.86000","0","1","Plastic Box","Mini-Latch™","Active","Contact, Header, Housing","190 pcs - Assorted 3, 4, 6 Circuit Header, Housing, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0028.pdf,//media.digikey.com/photos/Molex/MFG_76650-0028.jpg,WM8408-ND,76650-0028,Molex,KIT QUICK DISCONNECTS 16-14AWG,3,0,"35.49000","0","1","Plastic Box","-","Active","Quick Disconnect","361 pcs - Assorted 16 ~ 14 AWG Crimp Terminals, Crimp Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0008.pdf,//media.digikey.com/photos/Molex/KK-156.jpg,WM9804-ND,0766500008,Molex,KIT CONN KK SERIES ASSORTED,4,0,"39.32000","0","1","Plastic Box with Bin Guide","KK®","Active","Circuit Terminal Header, Housing","200 pcs - Assorted 2 ~ 6, 10 Circuit Housing, Headers, KK Crimp Terminals, Crimp Tool, Extraction Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0033.pdf,//media.digikey.com/photos/Molex/76650-0033.JPG,WM8436-ND,76650-0033,Molex,KIT PERMA-SEAL ASSORTED,3,0,"40.43000","0","1","Plastic Box","Perma-Seal","Active","Heat Shrink, Spade Terminals","95 pcs - 2 ea 3/16"", 2 ea of 1/4"", Assorted 22 ~ 10 AWG Crimp Terminals, Crimp Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0025.pdf,//media.digikey.com/photos/Molex/76650-0025.JPG,WM1054-ND,76650-0025,Molex,KIT EUROSTYLE 5.08MM K-ESE44,2,0,"41.46000","0","1","Plastic Box with Bin Guide","Eurostyle ESE 39544","Active","Terminal Blocks - Wire to Board","44 pcs - Assorted 2 ~ 6 position"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0023.pdf,//media.digikey.com/photos/Molex/76650-0023.JPG,WM8434-ND,76650-0023,Molex,KIT CONN EUROSTYLE 5MM,1,0,"41.94000","0","1","Plastic Box","Eurostyle ESE 39520, 39521, 39522","Active","Terminal Blocks - Headers and Plugs","48 pcs - Assorted 2 ~ 4, and 6 position"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0163.pdf,//media.digikey.com/photos/Molex/MFG_76650-0163.jpg,WM8484-ND,76650-0163,Molex,KIT CONN MINI-FIT RTC,3,0,"42.02000","0","1","Plastic Box","Mini-Fit Jr 46207, 5556, 5557","Active","Rectangular - Contact, Header, Housing","134 pcs - Assorted 4, 6, 8, 10, 12, 24 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0166.pdf,//media.digikey.com/photos/Molex/MFG_76650-0166.jpg,WM8487-ND,76650-0166,Molex,KIT CONN SPLASHPROOF WTW,2,0,"42.82000","0","1","Plastic Box","Splash Proof","Active","Rectangular - Contact, Housing","120 pcs - Assorted 2 ~ 4 Circuit Housing, 22 ~ 20 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0109.pdf,//media.digikey.com/photos/Molex/MFG_76650-0109.jpg,WM8545-ND,76650-0109,Molex,KIT CONN MICROBLADE,1,0,"43.30000","0","1","Plastic Box","MicroBlade","Active","Rectangular - Contact, Header, Housing","150 pcs - Assorted 5, 6, 9, 11, 13 Circuit Header, Housing, 30 ~ 24 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0114.pdf,//media.digikey.com/photos/Molex/MFG_76650-0114.jpg,WM8442-ND,76650-0114,Molex,KIT CONN MICRO-LATCH ASSORTED,1,0,"43.37000","0","1","Plastic Box","Micro-Latch","Active","Rectangular - Contact, Header, Housing","360 pcs - Assorted 2 ~ 4, 6 Circuit Header, Housing, 30 ~ 24 AWG Crimp Terminals"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/76650-0229.pdf,//media.digikey.com/photos/Molex/76650-0229.jpg,WM9033-ND,76650-0229,Molex,KIT CONN 2MM MICRO-FIT 3.0 390PC,3,0,"43.65000","0","1","-","Micro-Fit 3.0, PicoBlade","Active","Rectangular - Contact, Header, Housing","390 pcs - Assorted 2 ~ 4 Header, Housing, 20 ~ 32 AWG Contacts"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0146.pdf,//media.digikey.com/Photos/Molex/76650-0146.jpg,WM8471-ND,76650-0146,Molex,KIT MULTI BMI DELUXE BLIND MATE,5,0,"43.73000","0","1","Plastic Box with Bin Guide","-","Active","Contact, Header, Housing","162 pcs - Assorted Header, Plug, Receptacle, 28 ~ 20 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0164.pdf,//media.digikey.com/photos/Molex/MFG_76650-0164.jpg,WM8485-ND,76650-0164,Molex,KIT CONN CLIK-MATE 2MM WTB,2,0,"43.92000","0","1","Plastic Box","CLIK-Mate","Active","Rectangular - Contact, Header, Housing","160 pcs - Assorted 4, 6, 8, 12, 14 Circuit Header, Housing, 26 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0200.pdf,//media.digikey.com/photos/Molex/76650-0200.JPG,WM8514-ND,76650-0200,Molex,KIT IGRID 2.00MM DR V 20-28 PIN,1,0,"45.47000","0","1","Plastic Box","iGrid","Active","Rectangular - Contact, Header, Housing","320 pcs - Assorted 20, 22, 24, 26, 28 Circuit Header, Housing, 26 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0140.pdf,//media.digikey.com/photos/Molex/76650-0140.JPG,WM8465-ND,76650-0140,Molex,KIT MINI MI II ALL INCLUSIVE,1,0,"46.26000","0","1","Plastic Box","Mini Mi II","Active","Adapter, Header, Receptacle","75 pcs - Assorted 2, 4, 18, 20 Circuit Adapter, Header, Receptacle"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0167.pdf,//media.digikey.com/photos/Molex/MFG_76650-0167.jpg,WM8488-ND,76650-0167,Molex,KIT CONN MINI-SPOX 2.5MM,1,0,"47.97000","0","1","Plastic Box","Mini-SPOX","Active","Rectangular - Contact, Housing","214 pcs - Assorted 2 ~ 6 Circuit Housing, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0016.pdf,//media.digikey.com/photos/Molex/76650-0016.jpg,WM8428-ND,76650-0016,Molex,KIT CONN MINI-FIT JR 4.20MM,1,0,"55.98000","0","1","Plastic Box","Mini-Fit Jr","Active","Rectangular - Contact, Header, Housing","182 pcs - Assorted 2, 4, 6, 8, 10, 12, 14, 16, 18, 20 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/76650-0233.pdf,//media.digikey.com/Photos/Molex/76650-0233.jpg,WM9037-ND,76650-0233,Molex,KIT TERM BLOCK EUROSTYLE 41PC,1,0,"56.72000","0","1","-","Beau, Eurostyle, ESE, Eurostyle Barrier Strip","Active","Terminal Blocks - Barrier Blocks, Headers, Wire to Board","41 pcs - Assorted 2 ~ 4 position"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0117.pdf,//media.digikey.com/photos/Molex/MFG_76650-0117.jpg,WM8445-ND,76650-0117,Molex,KIT CONN MINI-LOCK ASSORTED,2,0,"57.46000","0","1","Plastic Box","Mini-Lock","Active","Header, Receptacle","275 pcs - Assorted 2 ~ 6 Circuit Header, Receptacle, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0188.pdf,//media.digikey.com/photos/Molex/76650-0188.JPG,WM8505-ND,76650-0188,Molex,KIT CONN MILLI-GRID CTB IDT,1,0,"58.83000","0","1","Plastic Box","Milli-Grid","Active","Rectangular - Free Hanging, Header","36 pcs - Assorted 10, 14, 16, 20, 24, 30, 40, 44, 50 Circuit Header"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0031.pdf,//media.digikey.com/photos/Molex/MFG_76650-0031.jpg,WM8403-ND,76650-0031,Molex,KIT ASSORTED QUICK DISCONNECT,1,0,"59.17000","0","1","Plastic Box","-","Active","Wire Splice, Quick Disconnect, Ring Tongue, Spade Terminal","481 pcs - Assorted 22 ~ 14 AWG Crimp Terminals, Crimp Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0143.pdf,//media.digikey.com/photos/Molex/MFG_76650-0143.jpg,WM8468-ND,76650-0143,Molex,KIT MULTI HDMI DVI USB,3,0,"59.36000","0","1","Plastic Box","-","Active","USB, IEEE-1394 (Firewire), DVI, HDMI","25 pcs - Assorted Cable Assembly, Header, Receptacle"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0177.pdf,//media.digikey.com/photos/Molex/MFG_76650-0177.jpg,WM8498-ND,76650-0177,Molex,KIT CONN C-GRID III SINGLE WTB,0,0,"59.95000","0","1","Plastic Box","C-Grid III","Active","Rectangular - Contact, Header, Housing","99 pcs - 2 ~ 6, 8 Circuit Header, Housing, 24 ~ 22 AWG Crimp Terminals, Insertion Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0007.pdf,//media.digikey.com/photos/Molex/76650-0007.jpg,WM9803-ND,76650-0007,Molex,KIT CONN KK SERIES ASSORTED,4,0,"60.80000","0","1","Plastic Box with Bin Guide","KK®","Active","Circuit Terminal Header, Housing","184 pcs - Assorted 30 ~ 22 AWG Housings, Headers, Crimp Tool, Extraction Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0158.pdf,//media.digikey.com/photos/Molex/76650-0158.JPG,WM8430-ND,76650-0158,Molex,KIT MINI-FIT BMI PLUG & RECEPT,3,0,"61.44000","0","1","Plastic Box with Bin Guide","Mini-Fit BMI","Active","Rectangular - Contact, Header, Housing","253 pcs - Assorted 4, 6, 8 ,10 ,14 ,18 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0043.pdf,//media.digikey.com/photos/Molex/MFG_76650-0043.jpg,WM8406-ND,76650-0043,Molex,KIT QUICK DISCONNECT K-188,1,0,"63.23000","0","1","Plastic Box","-","Active","Wire Splice, Quick Disconnect, Ring Tongue, Spade Terminal","491 pcs - Assorted 22 ~ 10 AWG Crimp Terminals, Crimp Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0150.pdf,//media.digikey.com/photos/Molex/MFG_76650-0150.jpg,WM8473-ND,76650-0150,Molex,KIT CONN MULTI MICRO WTB,1,0,"64.75000","0","1","Plastic Box with Bin Guide","-","Active","Contact, Header, Housing","403 pcs - Assorted 2 ~ 4, 6, 8, 9, 12, 14 Header, Housing, 32 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0179.pdf,//media.digikey.com/Photos/Molex/76650-0179.jpg,WM8500-ND,76650-0179,Molex,KIT CONN C-GRID III R/A DUAL WTB,3,0,"66.80000","0","1","Plastic Box with Bin Guide","C-Grid III","Active","Rectangular - Contact, Header, Housing","139 pcs - 6, 8, 10, 12, 14, 16 Circuit Header, Housing, 24 ~ 22 AWG Crimp Terminals, Insertion Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0038.pdf,//media.digikey.com/photos/Molex/MFG_76650-0038.jpg,WM8410-ND,76650-0038,Molex,KIT QUICK DISCONNECT K-176,1,0,"72.27000","0","1","Plastic Box","-","Active","Wire Splice, Quick Disconnect, Ring Tongue, Spade Terminal","901 pcs - Assorted 22 ~ 10 AWG Crimp Terminals, Crimp Tool"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/76650-0010.pdf,//media.digikey.com/photos/Molex/MFG_76650-0010.jpg,WM9981-ND,76650-0010,Molex,KIT CONN KK SERIES ASSORTED,1,0,"78.01000","0","1","Plastic Box with Bin Guide","KK®","Active","Circuit Terminal Header, Housing","200 pcs - Assorted 2 ~ 6, 10 Circuit Housing, Headers, KK Crimp Terminals, Crimp Tool, Extraction Tool"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0178.pdf,//media.digikey.com/Photos/Molex/76650-0178.jpg,WM8499-ND,76650-0178,Molex,KIT CONN C-GRID III DUAL WTB,4,0,"78.06000","0","1","Plastic Box","C-Grid III","Active","Rectangular - Contact, Header, Housing","143 pcs - 6, 8, 10, 12, 14, 16 Circuit Header, Housing, 24 ~ 22 AWG Crimp Terminals, Insertion Tool"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/AI.pdf,//media.digikey.com/Photos/Phoenix%20Photos/Mfg_3202973.jpg,277-2287-ND,3202973,Phoenix Contact,CONN FERRULE SLIDE BOX,4,12,"85.81000","0","1","Plastic Box with Slide Cover","AI","Active","Ferrule - Wire End","100 pcs - Assorted Insulated 12 ~ 6 AWG Ferrules"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0152.pdf,//media.digikey.com/photos/Molex/MFG_76650-0152.jpg,WM8475-ND,76650-0152,Molex,KIT CONN MX150L PANEL MNT,0,0,"98.99000","0","1","Plastic Box","MX150L","Active","Rectangular - Contact, Housing","427 pcs - Assorted 22  ~ 14 Housing, 22 ~ 14 AWG Crimp Terminals, Extraction Tool"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/558001%20Design%20Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/558001.jpg,732-4291-ND,558001,Wurth Electronics Inc.,CONN RING TERMINAL KIT 94PCS,1,0,"125.48000","0","1","Tray","-","Active","Ring Terminals","94 pcs - Assorted of 15 values"
-,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/746701.jpg,732-10197-ND,746701,Wurth Electronics Inc.,POWER ELEMENTS,1,0,"127.88000","0","1","Plastic Box with Bin Guide","-","Active","Terminal","70 pcs - 2 ea of 35 values"
http://www.panduit.com/heiler/CatalogCutSheets/K1-PNKIT%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_K-205.jpg,298-11567-ND,K-205,Panduit Corp,KIT TERMINAL W/CABLE TIES STEEL,1,0,"614.69000","0","1","Metal Box with Bin Guide","-","Active","Spade and Splice Terminals","902 pcs - 350 Spade Terminals, 250 Splice Terminals, 300 Cable Ties, GTS Tool and CT-100"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0100.pdf,//media.digikey.com/photos/Molex/76650-0100.JPG,WM8388-ND,76650-0100,Molex,KIT .156 KK SERIES 2 CIRC,2,0,"3.33000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","16 pcs - 2 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0216.pdf,//media.digikey.com/photos/Molex/76650-0216.JPG,WM8530-ND,76650-0216,Molex,KIT WMLX-273,4,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","15 pcs - Assorted 4 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0101.pdf,//media.digikey.com/photos/Molex/76650-0101.JPG,WM8391-ND,76650-0101,Molex,KIT .156 KK SERIES 3 CIRC RAMP,1,0,"3.80000","0","1","Plastic Packaging","KK®","Active","Circuit Plug, Receptacle","21 pcs - 3 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0217.pdf,//media.digikey.com/photos/Molex/76650-0217.JPG,WM8531-ND,76650-0217,Molex,KIT WMLX-274,4,0,"4.75000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","17 pcs - Assorted 5 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0219.pdf,//media.digikey.com/photos/Molex/76650-0219.JPG,WM8533-ND,76650-0219,Molex,KIT WMLX-276,5,0,"5.70000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","14 pcs - Assorted 10 Circuit Header, Housing, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0207.pdf,//media.digikey.com/photos/Molex/76650-0207.JPG,WM8521-ND,76650-0207,Molex,KIT WMLX-145,2,0,"5.70000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","14 pcs - Assorted 10 Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0205.pdf,//media.digikey.com/photos/Molex/76650-0205.JPG,WM8519-ND,76650-0205,Molex,KIT WMLX-143,1,0,"6.65000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","19 pcs - Assorted 6 Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals"
-,//media.digikey.com/Photos/Weidmuller/1163490000.jpg,281-3238-ND,1163490000,Weidmüller,TERM BLOCK SAMPLE KIT,3,0,"17.97000","0","1","Plastic Box","-","Active","Terminal Blocks - Headers and Plugs","6 pcs - 2 Headers (1-Female, 1-Male), 4 Plugs (2-Female, 2-Male)"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0172.pdf,//media.digikey.com/photos/Molex/MFG_76650-0172.jpg,WM8493-ND,76650-0172,Molex,KIT CONN Z-POWER & RING TERM,1,0,"17.99000","0","1","Plastic Box","Avikrimp; EXTreme ZPower","Active","PCB Connector, Ring Terminal","34 pcs - Assorted 6, 10 Tail PCB Connector,  12 ~ 10, 8 AWG Ring Tongue Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0169.pdf,//media.digikey.com/photos/Molex/MFG_76650-0169.jpg,WM8490-ND,76650-0169,Molex,KIT CONN SERIAL ATA 1.27MM,5,0,"20.74000","0","1","Plastic Box","-","Active","Pluggable - SFF, SAS, SATA, SFP, XFP","40 pcs - Assorted 7 Circuit Header, Housing"
-,//media.digikey.com/Photos/Weidmuller/1166410000.JPG,281-3241-ND,1166410000,Weidmüller,TERM BLOCK SAMPLE KIT,5,0,"24.24000","0","1","Plastic Box","-","Active","Terminal Blocks - Wire to Board","2 pcs - Wire to Board"
-,//media.digikey.com/Photos/Weidmuller/1163500000.JPG,281-3239-ND,1163500000,Weidmüller,TERM BLOCK SAMPLE KIT,4,2,"25.35000","0","1","Plastic Box","-","Active","Terminal Blocks - Headers and Plugs","6 pcs - 2 Headers (Male), 4 Plugs (2-Female, 2-Male)"
-,//media.digikey.com/Photos/Weidmuller/1110420000.JPG,281-3236-ND,1110420000,Weidmüller,TERM BLOCK SAMPLE KIT,5,8,"28.87000","0","1","Plastic Box","-","Active","Terminal Blocks - Headers and Plugs","6 pcs - 2 Headers (Male), 4 Plugs (Female)"
//media.digikey.com/pdf/Data%20Sheets/Molex%20PDFs/76650-0230.pdf,//media.digikey.com/photos/Molex/76650-0230.jpg,WM9034-ND,76650-0230,Molex,KIT CONN MULTI WIRE-BOARD 240PC,2,0,"42.26000","0","1","-","Micro-Latch, Mini-Latch, Mini-Lock","Active","Rectangular - Contact, Header, Housing","240 pcs - Assorted 3 ~ 4, 6 Header, Housing, 24 ~ 30 AWG Contacts"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0138.pdf,//media.digikey.com/photos/Molex/MFG_76650-0138.jpg,WM8463-ND,76650-0138,Molex,KIT CONN MINI MI II VERT T-H,3,0,"43.21000","0","1","Plastic Box","Mini Mi II","Active","Header, Receptacle","60 pcs - Assorted 2, 4, 8, 14, 18, 20 Circuit Header, Receptacle"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0137.pdf,//media.digikey.com/photos/Molex/MFG_76650-0137.jpg,WM8462-ND,76650-0137,Molex,KIT CONN MINI MI II VERT SMT,1,0,"56.03000","0","1","Plastic Box","Mini Mi II","Active","Header, Receptacle","80 pcs - Assorted 2, 5, 8, 14, 18, 20 Circuit Header, Receptacle"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0165.pdf,//media.digikey.com/photos/Molex/MFG_76650-0165.jpg,WM8486-ND,76650-0165,Molex,KIT CONN PANELMATE WTB,1,0,"58.98000","0","1","Plastic Box","PanelMate","Active","Rectangular - Contact, Header, Housing","110 pcs - Assorted 2, 4 ~ 6, 9, 14 Circuit Header, Housing, 32 ~ 28 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0134.pdf,//media.digikey.com/photos/Molex/76650-0134.JPG,WM8459-ND,76650-0134,Molex,KIT CONN MINI-LOCK .098 ASSORTED,2,0,"63.63000","0","1","Plastic Box","Mini-Lock","Active","Contact, Header, Housing","280 pcs - Assorted 7 ~ 10 Circuit Header, Housing, 28 ~ 22 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0191.pdf,//media.digikey.com/photos/Molex/76650-0191.JPG,WM8508-ND,76650-0191,Molex,KIT TDP TRIAD R/A RECPT & PLUG,3,0,"79.09000","0","1","Plastic Box","TDP","Active","Pluggable - SFF, SAS, SATA, SFP, XFP","10 pcs - Assorted 18, 48 Circuit Backshell, Plug"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0168.pdf,//media.digikey.com/photos/Molex/MFG_76650-0168.jpg,WM8489-ND,76650-0168,Molex,KIT CONN SLIMSTACK .635MM BTB,1,0,"81.20000","0","1","Plastic Box","SlimStack","Active","Board to Board - Arrays, Edge Type, Mezzanine","26 pcs - Assorted 20, 40, 60, 80 Circuit Headers, Housing"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0174.pdf,//media.digikey.com/photos/Molex/MFG_76650-0174.jpg,WM8495-ND,76650-0174,Molex,KIT RJ45 ETHERNET,1,0,"127.02000","0","1","Plastic Box","84700, 84702","Active","Modular - Jacks","10 pcs - Assorted Assembly, Receptacle"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/Hand_Tools&Accessories.pdf,//media.digikey.com/photos/TE%20Connectivity/58477-1.JPG,A9822-ND,58477-1,TE Connectivity AMP Connectors,KIT HAND TOOL BNC PREMISE WIRE,1,0,"455.36000","0","1","Bulk","-","Active","BNC","Assorted BNC Plugs, Contacts, Ferrules, Crimp Tool"
http://www.panduit.com/heiler/CatalogCutSheets/K-1000%20Product%20Page.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_K-110(3Y,4).jpg",298-11566-ND,K-1103Y,Panduit Corp,DISCONNECT KIT IN STEEL BOX,1,0,"647.81000","0","1","Metal Box with Bin Guide","Pan-Term®","Active","Termination","601 pcs - Assorted Insulated and Non-Insulated disconnects, Crimping Tool"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/ToolSetCat.pdf,//media.digikey.com/Photos/Weidmuller/MFG_9028650000.jpg,281-5145-ND,9028650000,Weidmüller,CRIMP-SET PZ 3,1,4,"449.28000","0","1","Plastic Box","STRIPAX","Active","Ferrule - Wire End","Assorted Ferrules, Crimp Tool, Strip Tool"
-,-,1377074-1-ND,1377074-1,TE Connectivity AMP Connectors,MICRO-MATCH SAMPLE BOX,0,0,"0.12000","0","1","Plastic Box with Bin Guide","Micro-MaTch","Active","Rectangular - Receptacle","Assorted"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=136506&DocType=Customer+Drawing&DocLang=English,-,136506-1-ND,136506-1,TE Connectivity AMP Connectors,KIT HD 22,0,0,"0.50233","0","60","Bulk","AMPLIMITE","Active","D-Sub Connector","84 pcs - 42 ea of 2 values"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0080.pdf,//media.digikey.com/photos/Molex/76650-0080.JPG,WM8398-ND,76650-0080,Molex,KIT CONN MINI-FIT JR 14 CIRCUITS,0,0,"4.38000","0","1","Plastic Packaging","Mini-Fit Jr","Active","Circuit Plug, Receptacle","30 pcs - 14 position Circuit Plug, Receptacle, 24 ~ 18 AWG Crimp Terminals"
//media.digikey.com/PDF/Data%20Sheets/Molex%20PDFs/76650-0206.pdf,//media.digikey.com/photos/Molex/76650-0206.JPG,WM8520-ND,76650-0206,Molex,KIT WMLX-144,0,0,"4.38000","0","1","Plastic Packaging","KK®","Active","Rectangular - Contact, Header, Housing","12 pcs - Assorted 8 Circuit Header, Housing, 30 ~ 22 AWG Crimp Terminals"
