Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Values","Diameter","Color","Shrinkage Ratio"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-Z-QK1-01-6IN-180.JPG,Q2Z1-KIT-ND,Q2-Z-QK1-01-6IN-180,Qualtek,HEATSHRNK KIT 6"" 3/64-1/4"" 180PC,803,373,"18.07000","0","1","Plastic Box with Bin Guide","Q2-Z","Active","180 pcs - 6"" (152.4mm) lengths","24 ea of 3/16"", 20 ea of 1/4"", 40 ea of 3/64"", 36 ea of 1/16"", 32 ea of 3/32"", 28 ea of 1/8""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/QUALTEK-Q2-F-QK4-11-6IN-141.jpg,Q2F15-KIT-ND,Q2-F-QK4-11-6IN-141,Qualtek,HEATSHRINK KIT Q2F 141 PCCOLOR,250,116,"29.69000","0","1","Plastic Box with Bin Guide","Q2-F","Active","141 pcs - 6"" (152.4mm) lengths","10 ea of 1"", 19 ea of 1/2"", 3/8"", 23 ea of 1/4"", 39 ea of 1/16"", 31 ea of 1/8""","Black, Blue, Green, Red, White, Yellow","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F3X-QK1-01-6IN-106.JPG,Q842-KIT-ND,Q2-F3X-QK1-01-6IN-106,Qualtek,HEATSHRINK KIT 106 PC BLACK,216,90,"32.73000","0","1","Plastic Box with Bin Guide","Q2-F3X","Active","106 pcs - 6"" (152.4mm) lengths","28 ea of 1/16"", 20 ea of 1/4"", 14 ea of 1/2"", 12 ea of 3/4"", 8 ea of 1""","Black","3 to 1"
http://multimedia.3m.com/mws/media/23031O/3mtm-heat-shrink-tubing-fp-301.pdf,//media.digikey.com/Photos/3M%20Photos/FP301-3%5E32-TO-1%5E2-ASSRTED-5-133-PC-KITS.jpg,3M15374-ND,FP301-3/32 TO 1/2-ASSRTED-5-133 PC KITS,3M,HEATSHRINK FP301 3/32-1/2 TBNG K,128,0,"99.03000","0","1","Plastic Box with Bin Guide","FP-301","Active","133 pcs - 6"" (152.4mm) lengths","35 pcs 3/32"", 28 pcs 1/8"", 21 pcs 3/16"", 21 pcs 1/4"", 14 pcs 3/8"",  14 pcs 1/2""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-QK1-01-6IN-180.JPG,Q2F1-KIT-ND,Q2-F-QK1-01-6IN-180,Qualtek,HEATSHRK KIT SMALL SZE BLK 180PC,223,274,"19.36000","0","1","Plastic Box with Bin Guide","Q2-F","Active","180 pcs - 6"" (152.4mm) lengths","20 ea of 1/4"", 24 ea of 3/16"", 28 ea of 1/8"", 32 ea of 3/32"", 36 ea of 1/16"", 40 ea of 3/64""","Black","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VERSAFIT&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/VER038K.jpg,VER038K-ND,VERSAFIT-3/8-KT1-REFILL,TE Connectivity Raychem Cable Protection,HEATSHRINK 3/8""X6"" 24 PCS BLK,141,0,"10.42000","0","1","Refill Pack","Versafit","Active","24 pcs - 6"" (152.4mm) lengths","3/8""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VERSAFIT&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/VER001K.jpg,VER001K-ND,VERSAFIT-1-KT1-REFILL,TE Connectivity Raychem Cable Protection,HEATSHRINK 1""X6"" 10 PCS BLK,455,0,"10.63000","0","1","Refill Pack","Versafit","Active","10 pcs - 6"" (152.4mm) Lengths","1""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=Tubing_Kits_9-1773447-9&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/VERSAFIT-KIT%202.jpg,VERSA2-KIT-ND,VERSAFIT-KIT-2-COLOR,TE Connectivity Raychem Cable Protection,KIT HEATSHRINK 6"" 133 PCS COLOR,13,0,"61.38000","0","1","Plastic Box with Bin Guide","Versafit","Active","133 pcs - 6"" (152.4mm) lengths","35 ea of 3/32"", 28 ea of 1/8"", 21 ea of 3/16"", 1/4"", 14 ea of 3/8"", 1/2""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2Z.pdf,//media.digikey.com/photos/Qualtek%20Photos/q2-z-rk1-1%208-01-6in-28.JPG,Q931-ND,Q2-Z-RK1-1/8-01-6IN-28,Qualtek,HEATSHRK KIT RFL 1/8"" BLK 28 PC,299,0,"1.25000","0","1","Refill Pack","Q2-Z","Active","28 pcs - 6"" (152.4mm) lengths","1/8""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2Z.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-Z-RK1-1^16-01-6IN-36.JPG,Q929-ND,Q2-Z-RK1-1/16-01-6IN-36,Qualtek,HEATSHRK KIT RFL 1/16"" BLK 36 PC,667,0,"1.42000","0","1","Refill Pack","Q2-Z","Active","36 pcs - 6"" (152.4mm) Lengths","1/16""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2Z.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-Z-RK1-3%5E64-01-6IN-40.jpg,Q934-ND,Q2-Z-RK1-3/64-01-6IN-40,Qualtek,HEATSHRK KIT RFL 3/64"" BLK 40 PC,318,98,"1.53000","0","1","Refill Pack","Q2-Z","Active","40 pcs - 6"" (152.4mm) lengths","3/64""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2Z.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-Z-RK1-1^4-01-6IN-20.JPG,Q930-ND,Q2-Z-RK1-1/4-01-6IN-20,Qualtek,HEATSHRK KIT RFL 1/4"" BLK 20 PC,91,0,"1.58000","0","1","Refill Pack","Q2-Z","Active","20 pcs - 6"" (152.4mm) lengths","1/4""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2Z.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-Z-RK1-3%5E16-01-6IN-24.jpg,Q932-ND,Q2-Z-RK1-3/16-01-6IN-24,Qualtek,HEATSHRK KIT RFL 3/16"" BLK 24 PC,82,0,"1.61000","0","1","Refill Pack","Q2-Z","Active","24 pcs - 6"" (152.4mm) lengths","3/16""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK1-1^8-01-6IN-28.JPG,Q2F5-KIT-ND,Q2-F-RK1-1/8-01-6IN-28,Qualtek,HEATSHRINK KIT RFL 1/8"" BLK 28PC,122,0,"1.72000","0","1","Refill Pack","Q2-F","Active","28 pcs - 6"" (152.4mm) lengths","1/8""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK1-3^32-01-6IN-32.JPG,Q2F4-KIT-ND,Q2-F-RK1-3/32-01-6IN-32,Qualtek,HEATSHRNK KIT RFL 3/32"" BLK 32PC,667,0,"1.83000","0","1","Refill Pack","Q2-F","Active","32 pcs - 6"" (152.4mm) Lengths","3/32""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F-RK1-1%5E16-01-6IN-36.JPG,Q2F3-KIT-ND,Q2-F-RK1-1/16-01-6IN-36,Qualtek,HEATSHRNK KIT RFL 1/16"" BLK 36PC,60,0,"1.86000","0","1","Refill Pack","Q2-F","Active","36 pcs - 6"" (152.4mm) Lengths","1/16""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK4-1^8-11-6IN-31.JPG,Q2F17-KIT-ND,Q2-F-RK4-1/8-11-6IN-31,Qualtek,HEATSHRK KIT RFL 1/8"" COLOR 31PC,134,74,"1.89000","0","1","Refill Pack","Q2-F","Active","4 - 31 pc Pkgs - 6"" (152.4mm) Lengths","1/8""","Assorted","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F-RK1-3%5E64-01-6IN-40.JPG,Q2F2-KIT-ND,Q2-F-RK1-3/64-01-6IN-40,Qualtek,HEATSHRNK KIT RFL 3/64"" BLK 40PC,108,0,"1.97000","0","1","Refill Pack","Q2-F","Active","40 pcs - 6"" (152.4mm) lengths","3/64""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK4-1^16-11-6IN-39.JPG,Q2F16-KIT-ND,Q2-F-RK4-1/16-11-6IN-39,Qualtek,HEATSHRK KIT RFL 1/16"" COLR 39PC,148,76,"2.03000","0","1","Refill Pack","Q2-F","Active","4 - 39 pc Pkgs - 6"" (152.4mm) Length","1/16""","Assorted","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F-RK1-3%5E16-01-6IN-24.JPG,Q2F6-KIT-ND,Q2-F-RK1-3/16-01-6IN-24,Qualtek,HEATSHRNK KIT RFL 3/16"" BLK 24PC,53,0,"2.11000","0","1","Refill Pack","Q2-F","Active","24 pcs - 6"" (152.4mm) lengths","3/16""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK1-1^4-01-6IN-20.JPG,Q2F7-KIT-ND,Q2-F-RK1-1/4-01-6IN-20,Qualtek,HEATSHRINK KIT RFL 1/4"" BLK 20PC,77,0,"2.19000","0","1","Refill Pack","Q2-F","Active","20 pcs - 6"" (152.4mm) lengths","1/4""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F-RK4-1%5E4-11-6IN-23.JPG,Q2F18-KIT-ND,Q2-F-RK4-1/4-11-6IN-23,Qualtek,HEATSHRK KIT RFL 1/4"" COLOR 23PC,107,237,"2.39000","0","1","Refill Pack","Q2-F","Active","4 - 23 pc Pkgs - 6"" (152.4mm) Lengths","1/4""","Assorted","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F-RK4-1%5E2-11-6IN-19.JPG,Q2F20-KIT-ND,Q2-F-RK4-1/2-11-6IN-19,Qualtek,HEATSHRK KIT RFL 1/2"" COLOR 19PC,51,1660,"2.58000","0","1","Refill Pack","Q2-F","Active","4 - 19 pc Pkgs - 6"" (152.4mm) Lengths","1/2""","Assorted","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK4-3^8-11-6IN-19.JPG,Q2F19-KIT-ND,Q2-F-RK4-3/8-11-6IN-19,Qualtek,HEATSHRK KIT RFL 3/8"" COLOR 19PC,45,14,"2.61000","0","1","Refill Pack","Q2-F","Active","4 - 19 pc Pkgs - 6"" (152.4mm) Lengths","3/8""","Assorted","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=Tubing_Kits_9-1773447-9&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/VERSAFIT-0-KIT%204.jpg,VERSA4-KIT-ND,VERSAFIT-KIT-4-0,TE Connectivity Raychem Cable Protection,KIT HEATSHRNK 3EACH 6"" 18PCS BLK,85,0,"8.72000","0","1","-","Versafit","Active","18 pcs - 6"" (152.4mm) lengths","3 ea of 3/16"", 1/4"", 3/8"", 1/2"", 3/4"", 1""","Black","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=Tubing_Kits_9-1773447-9&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/VERSAFIT-0-KIT%206.jpg,VERSA6-KIT-ND,VERSAFIT-KIT-6-0,TE Connectivity Raychem Cable Protection,KIT HEATSHRNK 6 EA 6"" 24PCS BLK,81,0,"8.72000","0","1","-","Versafit","Active","24 pcs - 6"" (152.4mm) lengths","6 ea of 3/64"", 1/16"", 3/32"", 1/8""","Black","2 to 1"
http://www.panduit.com/heiler/CatalogCutSheets/HSTT-YK1%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_HSTT-YK1.jpg,298-11535-ND,HSTT-YK1,Panduit Corp,HEAT SHRINK ASST DIA 6""EA 14PCS,28,0,"13.69000","0","1","Bag","HSTT","Active","14 pcs - 6"" (152.4mm) lengths","2 ea of 1/16"", 3/32"", 1/8"", 3/16"", 1/4"", 3/8"", 1/2""","Black","2 to 1"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/FP301-3%5E32-6%5E-ASSORTED-10-35-PC-PKS.jpg,3M161348-ND,FP301-1/8-6""-ASSORTED-10-28 PC PKS,3M,HEATSHRINK FP301 1/8-6"" ASSORTED,37,0,"16.48000","0","1","Refill Pack","FP-301","Active","10 - 28 pc Pkgs - 6"" (152.4mm) lengths","1/8""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/FP301-3%5E32-6%5E-ASSORTED-10-35-PC-PKS.jpg,3M156825-ND,FP301-3/32-6""-ASSORTED-10-35 PC PKS,3M,HEATSHRINK FP301 3/32-6"" ASSORTE,10,0,"16.48000","0","1","Refill Pack","FP-301","Active","10 - 35 pc Pkgs - 6"" (152.4mm) lengths","3/32""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-Z-QK2-01-6IN-82.JPG,Q2Z2-KIT-ND,Q2-Z-QK2-01-6IN-82,Qualtek,HEATSHRINK KIT 6"" 5/16""-1"" 82PC,48,0,"23.98000","0","1","Plastic Box with Bin Guide","Q2-Z","Active","82 pcs - 6"" (152.4mm) lengths","12 ea of 3/4"", 14 ea of 5/8"", 1/2"", 8 ea of 1"", 18 ea of 5/16"", 16 ea of 3/8""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-QK2-01-6IN-82.JPG,Q2F8-KIT-ND,Q2-F-QK2-01-6IN-82,Qualtek,HEATSHINK KIT LARGE BLK 82PC,32,108,"26.37000","0","1","Plastic Box with Bin Guide","Q2-F","Active","82 pcs - 6"" (152.4mm) lengths","8 ea of 1"", 12 ea of 3/4"", 14 ea of 5/8"", 1/2"", 16 ea of 3/8"", 18 ea of 5/16""","Black","2 to 1"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/F221MS_1.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F221MS%5E1-BK032.jpg,F221MS/1BK032-ND,F221MS/1 BK032,Alpha Wire,HEAT SHRINK TUBE CLASS1 BK,58,0,"32.74000","0","1","Plastic Box with Bin Guide","FIT®-221","Active","30 pcs - 6"" (152.4mm) lengths","6 ea of 3/64"" ~ 3/16""","Black","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=Tubing_Kits_9-1773447-9&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Raychem%20Photos/VERSAFIT-KIT%201.jpg,VERSA1-KIT-ND,VERSAFIT-KIT-1-0,TE Connectivity Raychem Cable Protection,KIT HEATSHRNK 6"" 126 PCS BLK,51,0,"52.30000","0","1","Plastic Box with Bin Guide","Versafit","Active","126 pcs - 6"" (152.4mm) lengths","30 ea of 3/16"", 28 ea of 1/4"", 24 ea of 3/8"", 20 ea of 1/2"", 14 ea of 3/4"", 10 ea of 1""","Black","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DWP-125&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/DWP-125-KIT3.JPG,DWP3-KIT-ND,DWP-125-KIT3,TE Connectivity Raychem Cable Protection,KIT HEATSHRINK 6"" 92 PCS COLOR,24,0,"80.57000","0","1","Plastic Box","DWP","Active","92 pcs - 6"" (152.4mm) lengths","25 ea of 1/8"", 3/16"", 24 ea of 1/4"", 10 ea of 1/2"", 5 ea of 3/4"", 3 ea of 1""","-","3 to 1"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/FKIT221BK.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/FKIT221BK-BK032.jpg,FKIT221BKBK032-ND,FKIT221BK BK032,Alpha Wire,KIT SHRINK TUBING 2:1 XLPO BLACK,11,0,"93.74000","0","1","Plastic Box with Bin Guide","FIT®-221","Active","80 pcs - 6"" (152.4mm) lengths","3/16"" ~ 1""","Black","2 to 1"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_FP301-3%5E16%20TO%201-BLACK-5-102%20PC%20KITS.jpg,3M156824-ND,FP301-3/16 TO 1-BLACK-5-102 PC KITS,3M,HEATSHRINK FP301 3/16-1 TUBING K,17,0,"99.03000","0","1","Plastic Box with Bin Guide","FP-301","Active","102 pcs - 6"" (152.4mm) lengths","30 pcs 3/16"", 28 pcs 1/4"", 20 pcs 3/8"", 14 pcs 1/2"", 6 pcs 3/4"",  4 pcs 1""","Black","2 to 1"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/FKIT221C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/FKIT221C-MC032.jpg,FKIT221CMC032-ND,FKIT221C MC032,Alpha Wire,KIT SHRINK TUBING 2:1 XLPO MULTI,27,20,"111.15000","0","1","Plastic Box with Bin Guide","FIT®-221","Active","119 pcs - 6"" (152.4mm) lengths","3/32"" ~ 1/2""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/KP-HSTTA.jpg,298-11581-ND,KP-HSTTA,Panduit Corp,KIT HEAT SHRINK ADH 3/16-1"" BLK,10,0,"121.91000","0","1","Plastic Box with Bin Guide","DAMP-SHRINK™","Active","47 pcs - 6"" (152.4mm) lengths","14 ea of 3/16"", 12 ea of 1/4"", 10 ea of 3/8:, 6 ea of 1/2"", 3 ea of 3/4"", 2 ea of 1""","Black","-"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK2-3^8-01-6IN-16.JPG,Q2F10-KIT-ND,Q2-F-RK2-3/8-01-6IN-16,Qualtek,HEATSHRINK KIT RFL 3/8"" BLK 16PC,26,0,"2.39000","0","1","Refill Pack","Q2-F","Active","2 - 16 pc Pkgs - 6"" (152.4mm) Lengths","3/8""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK2-1^2-01-6IN-14.JPG,Q2F11-KIT-ND,Q2-F-RK2-1/2-01-6IN-14,Qualtek,HEATSHINK KIT RFL 1/2"" BLK 14PC,244,0,"2.61000","0","1","Refill Pack","Q2-F","Active","2 - 18 pc Pkgs - 6"" (152.4mm) Lengths","1/2""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK2-5^8-01-6IN-14.JPG,Q2F12-KIT-ND,Q2-F-RK2-5/8-01-6IN-14,Qualtek,HEATSHINK KIT RFL 5/8"" BLK 14PC,34,0,"3.66000","0","1","Refill Pack","Q2-F","Active","2 - 14 pc Pkgs - 6"" (152.4mm) Lengths","5/8""","Black","2 to 1"
http://www.qualtekusa.com/PDFs/HST_CABLE_TIES_CATALOG.pdf,//media.digikey.com/photos/Qualtek%20Photos/Q2-F-RK2-3^4-01-6IN-12.JPG,Q2F13-KIT-ND,Q2-F-RK2-3/4-01-6IN-12,Qualtek,HEATSHINK KIT RFL 3/4"" BLK 12PC,44,0,"3.71000","0","1","Refill Pack","Q2-F","Active","2 - 12 pc Pkgs - 6"" (152.4mm) Lengths","3/4""","Black","2 to 1"
http://www.qualtekusa.com/images/Heatshrink/PDFs/Q2F.pdf,//media.digikey.com/Photos/Qualtek%20Photos/Q2-F-RK4-1-11-6IN-10.JPG,Q2F21-KIT-ND,Q2-F-RK4-1-11-6IN-10,Qualtek,HEATSHRINK KIT RFL 1"" COLOR 10PC,41,167,"3.81000","0","1","Refill Pack","Q2-F","Active","4 - 10 pc Pkgs - 6"" (152.4mm) Lengths","1""","Assorted","2 to 1"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VERSAFIT&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/VERSAFIT-3%208-KT2-REFILL.JPG,VER038M-ND,VERSAFIT-3/8-KT2-REFILL,TE Connectivity AMP Connectors,HEATSHRINK 3/8""X6"" 14 PCS,40,0,"13.02000","0","1","Refill Pack","Versafit","Active","14 pcs - 6"" (152.4mm) lengths","3/8""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/FIT-221-R%20MC213.jpg,FIT221R-ND,FIT-221-R MC213,Alpha Wire,HEATSHRINK MULTICOL BULK,11,0,"48.17000","0","1","Plastic Box","FIT®","Active","60 pcs - 6"" (152.4mm) lengths","14 ea of 1/8"", 3/16"", 1/4"", 9 ea of 3/8"", 1/2""","Black, Blue, Green, Red, White, Yellow","2 to 1"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/FIT-221-MS-2_Spec.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F221MS%5E2-BK032.jpg,F221MS/2BK032-ND,F221MS/2 BK032,Alpha Wire,HEAT SHRINK TUBE CLASS2 BK,10,24,"64.94000","0","1","Plastic Box with Bin Guide","FIT®-221","Active","16 pcs - 6"" (152.4mm) lengths","4 ea of 1/4"" ~ 3/4""","Black","2 to 1"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/KP-HSTT1.jpg,298-11579-ND,KP-HSTT1,Panduit Corp,KIT HT SHRINK W/PLAS BOX BLK 6"",11,0,"80.17000","0","1","Plastic Box with Bin Guide","HSTT","Active","116 pcs - 6"" (152.4mm) lengths","35 ea of 3/32"", 1/8"", 21 ea of 3/16"", 1/4"", 7 ea of 3/8"", 1/2""","Black","-"
http://www.panduit.com/heiler/CatalogCutSheets/KP-HSTT1%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_KP-HSTT2.jpg,298-11580-ND,KP-HSTT2,Panduit Corp,KIT HT SHRINK W/PLAS BOX MLTI 6"",7,0,"80.17000","0","1","Plastic Box with Bin Guide","HSTT","Active","116 pcs - 6"" (152.4mm) lengths","36 ea of 3/32"", 1/8"", 21 ea of 3/16"", 1/4"", 7 ea of 3/8"", 1/2""","Black, Blue, Green, Red, White, Yellow","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/FITMGKIT1.jpg,FITMGKIT1-ND,FITMGKIT1 NC032,Alpha Wire,HEATSHRINK KIT W/MINI HEAT GUN,8,0,"142.61000","0","1","Plastic Box","FIT®","Active","Heat Gun + FIT-221-R Variety Pak","14 ea of 1/8"", 3/16"", 1/4"", 9 ea of 3/8"", 1/2""","Black, Blue, Green, Red, White, Yellow","2 to 1"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/FKIT2-NC032.jpg,FKIT2NC032-ND,FKIT2 NC032,Alpha Wire,KIT HEATSHRINK TUBING NO COLOR,2,0,"252.72000","0","1","Plastic Box with Bin Guide","FIT®","Active","181 pcs - different sizes","3/8"" ~ 1""","-","-"
http://www.alphawire.com/~/media/Files/MasterCatalog2011/FITHeatShrink.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/FKIT7-NC032.jpg,FKIT7NC032-ND,FKIT7 NC032,Alpha Wire,KIT HEATSHRINK TUBING NO COLOR,3,0,"342.93000","0","1","Plastic Box with Bin Guide","FIT®","Active","112 pcs - 6"" (152.4mm) lengths","1/16"" ~ 1""","-","-"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,-,3M161397-ND,FP301-3/16-6""-ASSORTED-10-21 PC PKS,3M,HEATSHRINK FP301 3/16-6"" ASSORTE,37,0,"16.48000","0","1","Refill Pack","FP-301","Active","10 - 21 pc Pkgs - 6"" (152.4mm) lengths","3/16""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,-,3M161330-ND,FP301-1/4-6""-ASSORTED-10-21 PC PKS,3M,HEATSHRINK FP301 1/4-6"" ASSORTED,27,0,"16.48000","0","1","Refill Pack","FP-301","Active","10 - 21 pc Pkgs - 6"" (152.4mm) lengths","1/4""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
http://multimedia.3m.com/mws/media/888004O/3m-heat-shrink-2013-electrical-products-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/FP301-38-6%5E-ASSORTED-10-14-PC-PKS.jpg,3M161456-ND,FP301-3/8-6""-ASSORTED-10-14 PC PKS,3M,HEATSHRINK FP301 3/8-6"" ASSORTED,19,0,"16.48000","0","1","Refill Pack","FP-301","Active","10 - 14 pc Pkgs - 6"" (152.4mm) lengths","3/8""","Black, Blue, Clear, Green, Red, White, Yellow","2 to 1"
//media.digikey.com/pdf/Data%20Sheets/Alpha%20Wire%20PDFs/F105MS_1.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/F105MS%5E1-BK032.jpg,F105MS/1BK032-ND,F105MS/1 BK032,Alpha Wire,HEAT SHRINK TUBING 2:1 PVC BK,8,0,"52.25000","0","1","Plastic Box with Bin Guide","FIT®-105","Active","60 pcs - 6"" (152.4mm) lengths","10 ea of 3/16"" ~ 1/4""","Black","2 to 1"
