Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Region Utilized","Form","Input Type","Voltage - Input","Voltage - Output","Current - Output (Max)","Power (Watts)","No Load Power Consumption","Applications","Efficiency","Operating Temperature","Output Connector","Size / Dimension","Approvals"
-,-,MT7110-ND,830A0061-03,Tamura,AC/AC WALL MOUNT ADAPTER 12V 19W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1.6A","19W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,MT7111-ND,830A0062-03,Tamura,AC/AC WALL MOUNT ADAPTER 14V 20W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","14VAC","1.43A","20W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,MT7112-ND,830A0063-03,Tamura,AC/AC WALL MOUNT ADAPTER 16V 20W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","16VAC","1.25A","20W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,MT7113-ND,830A0064-03,Tamura,AC/AC WALL MOUNT ADAPTER 18V 20W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","18VAC","1.11A","20W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,MT7114-ND,830A0065-03,Tamura,AC/AC WALL MOUNT ADAPTER 20V 20W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","20VAC","1A","20W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,MT7115-ND,830A0066-03,Tamura,AC/AC WALL MOUNT ADAPTER 22V 20W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","22VAC","900mA","20W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
-,-,MT7116-ND,830A0067-03,Tamura,AC/AC WALL MOUNT ADAPTER 24V 20W,0,0,"Obsolete","0","45","830A","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","830mA","20W","-","ITE (Commercial)","-","-","Screw Terminal","-","-"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/212AS12012.pdf,//media.digikey.com/photos/Tamura%20Photos/212AS12012.JPG,MT7117-ND,212AS12012,Tamura,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","100","212AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","125mA","2W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.40"" L x 1.58"" W x 2.50"" H (35.5mm x 40.0mm x 63.5mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/318AS12037.pdf,//media.digikey.com/photos/Tamura%20Photos/TAMURA-%20318AS12037-%20318AS12037.jpg,MT7118-ND,318AS12037,Tamura,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","80","318AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","375mA","5W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.69"" L x 1.81"" W x 2.76"" H (43.0mm x 46.0mm x 70.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/420AS12075.pdf,//media.digikey.com/photos/Tamura%20Photos/420AS12075.jpg,MT7119-ND,420AS12075,Tamura,AC/AC WALL MOUNT ADAPTER 12V 9W,0,0,"Obsolete","0","80","420AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","750mA","9W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.83"" L x 2.05"" W x 2.84"" H (46.5mm x 52.0mm x 72.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/835AS12150.pdf,//media.digikey.com/photos/Tamura%20Photos/835AS12150.jpg,MT7120-ND,835AS12150,Tamura,AC/AC WALL MOUNT ADAPTER 12V 18W,0,0,"Obsolete","0","40","835AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1.5A","18W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.44"" L x 2.44"" W x 4.06"" H (62.0mm x 62.0mm x 103.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/212AS16010.pdf,-,MT7121-ND,212AS16010,Tamura,AC/AC WALL MOUNT ADAPTER 16V 2W,0,0,"Obsolete","0","100","212AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","16VAC","100mA","2W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.40"" L x 1.58"" W x 2.50"" H (35.5mm x 40.0mm x 63.5mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/318AS16030.pdf,"//media.digikey.com/photos/Tamura%20Photos/318AS24020,318AS16030.jpg",MT7122-ND,318AS16030,Tamura,AC/AC WALL MOUNT ADAPTER 16V 5W,0,0,"Obsolete","0","80","318AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","16VAC","300mA","5W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.69"" L x 1.81"" W x 2.76"" H (43.0mm x 46.0mm x 70.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/420AS16056.pdf,//media.digikey.com/photos/Tamura%20Photos/420AS16056.jpg,MT7123-ND,420AS16056,Tamura,AC/AC WALL MOUNT ADAPTER 16V 9W,0,0,"Obsolete","0","80","420AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","16VAC","560mA","9W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.83"" L x 2.05"" W x 2.84"" H (46.5mm x 52.0mm x 72.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/835AS16112.pdf,-,MT7124-ND,835AS16112,Tamura,AC/AC WALL MOUNT ADAPTER 16V 18W,0,0,"Obsolete","0","40","835AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","16VAC","1.125A","18W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.44"" L x 2.44"" W x 4.06"" H (62.0mm x 62.0mm x 103.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/212AS20007.pdf,//media.digikey.com/photos/Tamura%20Photos/212AS20007.JPG,MT7125-ND,212AS20007,Tamura,AC/AC WALL MOUNT ADAPTER 20V 2W,0,0,"Obsolete","0","100","212AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","20VAC","75mA","2W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.40"" L x 1.58"" W x 2.50"" H (35.5mm x 40.0mm x 63.5mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/318AS20022.pdf,//media.digikey.com/photos/Tamura%20Photos/318AS20022.JPG,MT7126-ND,318AS20022,Tamura,AC/AC WALL MOUNT ADAPTER 20V 5W,0,0,"Obsolete","0","80","318AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","20VAC","225mA","5W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.69"" L x 1.81"" W x 2.76"" H (43.0mm x 46.0mm x 70.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/420AS20045.pdf,-,MT7127-ND,420AS20045,Tamura,AC/AC WALL MOUNT ADAPTER 20V 9W,0,0,"Obsolete","0","80","420AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","20VAC","450mA","9W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.83"" L x 2.05"" W x 2.84"" H (46.5mm x 52.0mm x 72.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/835AS20090.pdf,-,MT7128-ND,835AS20090,Tamura,AC/AC WALL MOUNT ADAPTER 20V 18W,0,0,"Obsolete","0","40","835AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","20VAC","900mA","18W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.44"" L x 2.44"" W x 4.06"" H (62.0mm x 62.0mm x 103.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/212AS24006.pdf,-,MT7129-ND,212AS24006,Tamura,AC/AC WALL MOUNT ADAPTER 24V 1W,0,0,"Obsolete","0","100","212AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","60mA","1W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.40"" L x 1.58"" W x 2.50"" H (35.5mm x 40.0mm x 63.5mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/318AS24020.pdf,"//media.digikey.com/photos/Tamura%20Photos/318AS24020,318AS16030.jpg",MT7130-ND,318AS24020,Tamura,AC/AC WALL MOUNT ADAPTER 24V 5W,0,0,"Obsolete","0","80","318AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","200mA","5W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.69"" L x 1.81"" W x 2.76"" H (43.0mm x 46.0mm x 70.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/420AS24037.pdf,//media.digikey.com/photos/Tamura%20Photos/TAMURA-%20420AS24037.jpg,MT7131-ND,420AS24037,Tamura,AC/AC WALL MOUNT ADAPTER 24V 9W,0,0,"Obsolete","0","80","420AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","375mA","9W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","1.83"" L x 2.05"" W x 2.84"" H (46.5mm x 52.0mm x 72.0mm)","cULus"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/835AS24075.pdf,"//media.digikey.com/photos/Tamura%20Photos/835AS24050,835AS12100,835AS24075.jpg",MT7132-ND,835AS24075,Tamura,AC/AC WALL MOUNT ADAPTER 24V 18W,0,0,"Obsolete","0","40","835AS","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","24VAC","750mA","18W","-","ITE (Commercial)","-","-10°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.5mm","2.44"" L x 2.44"" W x 4.06"" H (62.0mm x 62.0mm x 103.0mm)","cULus"
-,-,DPA120030-P12-SZ-ND,DPA120030-P12-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P12/RSZ-ND,DPA120030-P12/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P13-SZ-ND,DPA120030-P13-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P13/RSZ-ND,DPA120030-P13/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P14-SZ-ND,DPA120030-P14-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P14/RSZ-ND,DPA120030-P14/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P5-SZ-ND,DPA120030-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P5/R-SZ-ND,DPA120030-P5/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120030-P6-SZ-ND,DPA120030-P6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120030-P6/R-SZ-ND,DPA120030-P6/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120030-P7-SZ-ND,DPA120030-P7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120030-P7/R-SZ-ND,DPA120030-P7/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120030-P9-SZ-ND,DPA120030-P9-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120030-P9/R-SZ-ND,DPA120030-P9/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 4W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","300mA","4W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120060-P12-ND,DPA120060-P12,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P12/R-ND,DPA120060-P12/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P13-ND,DPA120060-P13,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P13/R-ND,DPA120060-P13/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P14-ND,DPA120060-P14,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P14/R-ND,DPA120060-P14/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P5-ND,DPA120060-P5,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P5/R-ND,DPA120060-P5/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120060-P6-ND,DPA120060-P6,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120060-P6/R-ND,DPA120060-P6/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120060-P7-ND,DPA120060-P7,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120060-P7/R-ND,DPA120060-P7/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120060-P9-ND,DPA120060-P9,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120060-P9/R-ND,DPA120060-P9/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 7W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","600mA","7W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120100-P12-ND,DPA120100-P12,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P12/R-ND,DPA120100-P12/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P13-ND,DPA120100-P13,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P13/R-ND,DPA120100-P13/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P14-ND,DPA120100-P14,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P14/R-ND,DPA120100-P14/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P5-ND,DPA120100-P5,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P5/R-ND,DPA120100-P5/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P6-ND,DPA120100-P6,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-P6/R-ND,DPA120100-P6/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120100-P7-ND,DPA120100-P7,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120100-P7/R-ND,DPA120100-P7/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120100-P9-ND,DPA120100-P9,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120100-P9/R-ND,DPA120100-P9/R,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120020-P12-SZ-ND,DPA120020-P12-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P12/RSZ-ND,DPA120020-P12/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P13-SZ-ND,DPA120020-P13-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
