Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Region Utilized","Form","Input Type","Voltage - Input","Voltage - Output","Current - Output (Max)","Power (Watts)","No Load Power Consumption","Polarization","Applications","Efficiency","Operating Temperature","Output Connector","Cord Length","Input Connector","Size / Dimension","Approvals"
https://www.cui.com/product/resource/digikeypdf/smi36.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI36.jpg,102-3591-ND,SMI36-12-V-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 36W,3018,0,"25.64000","0","1","SMI36 (36W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","3A","36W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","3.10"" L x 1.34"" W x 2.60"" H (78.5mm x 34.0mm x 66.0mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi36.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI36.jpg,102-3594-ND,SMI36-12-V-P5R,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 36W,1446,0,"25.64000","0","1","SMI36 (36W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","3A","36W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","3.10"" L x 1.34"" W x 2.60"" H (78.5mm x 34.0mm x 66.0mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi36.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI36.jpg,102-3590-ND,SMI36-5-V-P6,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 36W,816,0,"25.64000","0","1","SMI36 (36W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","5A","25W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","39.4"" (1.00m)","Multi-Blade","3.10"" L x 1.34"" W x 2.60"" H (78.5mm x 34.0mm x 66.0mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/smi36.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SMI36.jpg,102-3593-ND,SMI36-24-V-P5,CUI Inc.,AC/DC WALL MOUNT ADAPTER 24V 36W,1145,0,"25.71000","0","1","SMI36 (36W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","24V","1.5A","36W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","Multi-Blade","3.10"" L x 1.34"" W x 2.60"" H (78.5mm x 34.0mm x 66.0mm)","CCC, CE, cULus, PSE, RCM"
https://www.cui.com/product/resource/digikeypdf/sdi65-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-U.jpg,102-3823-ND,SDI65-48-U-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 48V 65W,316,0,"26.10000","0","1","SDI65-U (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","48V","1.36A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/ADP_12V_Series_Power_Adapters.pdf,//media.digikey.com/photos/Delta%20Photos/ADP-66CR-BE.jpg,1145-1198-ND,ADP-66CR BE,Delta Electronics,AC/DC DESKTOP ADAPTER 12V 66W,394,0,"26.33000","0","1","ADP","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","5.5A","66W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI","-20°C ~ 45°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","5.31"" L x 2.44"" W x 1.34"" H (135.0mm x 62.0mm x 34.1mm)","-"
https://www.inspiredled.com/wp-content/uploads/2018/09/Interconnect-Accessories-2.2-1.pdf,//media.digikey.com/photos/Inspired-LED/MFG_4842.jpg,1647-1009-ND,4842,"Inspired LED, LLC",AC/DC WALL MOUNT ADAPTER 12V 46W,237,0,"26.33000","0","1","-","Active","North America","Wall Mount","Fixed Blade","100 ~ 240 VAC","12V","3.8A","46W","-","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D.","72"" (1.83m)","NEMA 1-15P","3.80"" L x 1.80"" W x 1.50"" H (96.5mm x 45.7mm x 38.1mm)","-"
https://www.cui.com/product/resource/digikeypdf/sdi65-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-U.jpg,102-3811-ND,SDI65-12-U-P6,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 60W,5016,0,"26.39000","0","1","SDI65-U (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-U.jpg,102-3813-ND,SDI65-15-U-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 15V 65W,753,0,"26.39000","0","1","SDI65-U (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","15V","4.3A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-U.jpg,102-3814-ND,SDI65-15-U-P6,CUI Inc.,AC/DC DESKTOP ADAPTER 15V 65W,352,0,"26.39000","0","1","SDI65-U (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","15V","4.3A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi50-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V-Infinity%20ETSA%2040W-C14.jpg,102-3801-ND,SDI50-24-UC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 24V 50W,348,0,"27.11000","0","1","SDI50-U (50W)","Active","North America","Desktop (Class I)","Cord","90 ~ 264 VAC","24V","2.1A","50W","150mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","72"" (1.83m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi50-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/SDI50-24-UDC-P5.jpg,102-3802-ND,SDI50-24-UDC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 24V 50W,242,0,"27.11000","0","1","SDI50-UD (50W)","Active","North America","Desktop (Class II)","Cord","90 ~ 264 VAC","24V","2.1A","50W","150mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","72"" (1.83m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-UD.jpg,102-3419-ND,SDI65-12-UD-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 60W,558,0,"27.17000","0","1","SDI65-UD (65W)","Active","International","Desktop (Class II)","Cord (Sold Separately)","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-U.jpg,102-3818-ND,SDI65-24-UC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 24V 65W,959,0,"27.66000","0","1","SDI65-U (65W)","Active","North America","Desktop (Class I)","Cord","90 ~ 264 VAC","24V","2.71A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/ETSA-60W%20SERIES.jpg,102-3817-ND,SDI65-19-UDC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 19V 65W,1595,0,"27.66000","0","1","SDI65-UD (65W)","Active","North America","Desktop (Class II)","Cord","90 ~ 264 VAC","19V","3.43A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/ETSA-60W%20SERIES.jpg,102-3819-ND,SDI65-24-UDC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 24V 65W,848,0,"27.66000","0","1","SDI65-UD (65W)","Active","North America","Desktop (Class II)","Cord","90 ~ 264 VAC","24V","2.71A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-UD.jpg,102-3420-ND,SDI65-12-UD-P5R,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 60W,458,0,"27.78000","0","1","SDI65-UD (65W)","Active","International","Desktop (Class II)","Cord (Sold Separately)","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi50-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V-Infinity%20ETSA%2040W-C14.jpg,102-3792-ND,SDI50-12-UC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 50W,338,0,"28.00000","0","1","SDI50-U (50W)","Active","North America","Desktop (Class I)","Cord","90 ~ 264 VAC","12V","4.2A","50W","150mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","72"" (1.83m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi50-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/ETSA-40%20SERIES.JPG,102-3793-ND,SDI50-12-UDC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 50W,303,0,"28.00000","0","1","SDI50-UD (50W)","Active","North America","Desktop (Class II)","Cord","90 ~ 264 VAC","12V","4.2A","50W","150mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","72"" (1.83m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
http://www.volgen.com/amass/doc-get-pub/inventorydocument/136/volgen_KTPS65-VIRev1_1.pdf,//media.digikey.com/Photos/Volgen%20Photos/KTPS65%20SERIES.JPG,62-1222-ND,KTPS65-1543DT-3P-VI-C-P1,Kaga Electronics USA,AC/DC DESKTOP ADAPTER 15V 65W,2369,0,"28.24000","0","1","KTPS65 (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","100 ~ 240 VAC","15V","4.3A","65W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CB, CE, cUL, GS, PSE, UL"
http://www.volgen.com/amass/doc-get-pub/inventorydocument/136/volgen_KTPS65-VIRev1_1.pdf,//media.digikey.com/Photos/Volgen%20Photos/KTPS65%20SERIES.JPG,62-1225-ND,KTPS65-2430DT-3P-VI-C-P1,Kaga Electronics USA,AC/DC DESKTOP ADAPTER 24V 65W,1963,0,"28.24000","0","1","KTPS65 (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","100 ~ 240 VAC","24V","3A","72W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CB, CE, cUL, GS, PSE, UL"
http://www.volgen.com/amass/doc-get-pub/inventorydocument/136/volgen_KTPS65-VIRev1_1.pdf,//media.digikey.com/Photos/Volgen%20Photos/KTPS65%20SERIES.JPG,62-1221-ND,KTPS65-1250DT-3P-VI-C-P1,Kaga Electronics USA,AC/DC DESKTOP ADAPTER 12V 65W,1004,0,"28.24000","0","1","KTPS65 (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","100 ~ 240 VAC","12V","5A","65W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CB, CE, cUL, GS, PSE, UL"
http://www.volgen.com/amass/doc-get-pub/inventorydocument/136/volgen_KTPS65-VIRev1_1.pdf,//media.digikey.com/Photos/Volgen%20Photos/KTPS65%20SERIES.JPG,62-1223-ND,KTPS65-2427DT-3P-VI-C-P1,Kaga Electronics USA,AC/DC DESKTOP ADAPTER 24V 65W,207,0,"28.24000","0","1","KTPS65 (65W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","100 ~ 240 VAC","24V","2.7A","65W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CB, CE, cUL, GS, PSE, UL"
https://www.slpower.com/data/collateral/ME_40_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MW173KB-3P-SERIES.jpg,271-2888-ND,ME40A1203F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER 12V 40W,110,0,"28.56000","0","1","ME40 (40W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","3.4A","41W","100mW (Max)","Positive Center","Medical","Level VI","-20°C ~ 50°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","4.7' (1.45m)","IEC 320-C14","3.76"" L x 2.13"" W x 1.22"" H (95.5mm x 54.0mm x 31.0mm)","CB, CE, DEMKO, UL"
https://www.cui.com/product/resource/digikeypdf/sdi65-u.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_SDI65-U.jpg,102-3808-ND,SDI65-12-UC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 60W,1376,0,"28.81000","0","1","SDI65-U (65W)","Active","North America","Desktop (Class I)","Cord","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C14","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/ETSA-60W%20SERIES.jpg,102-3809-ND,SDI65-12-UDC-P5,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 60W,888,0,"28.81000","0","1","SDI65-UD (65W)","Active","North America","Desktop (Class II)","Cord","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
https://www.cui.com/product/resource/digikeypdf/sdi65-ud.pdf,//media.digikey.com/Photos/CUI%20Photos/ETSA-60W%20SERIES.jpg,102-3665-ND,SDI65-12-UDC-P5R,CUI Inc.,AC/DC DESKTOP ADAPTER 12V 60W,751,0,"28.81000","0","1","SDI65-UD (65W)","Active","North America","Desktop (Class II)","Cord","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI, CoC Tier 2","0°C ~ 40°C","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","59"" (1.50m)","IEC 320-C8","4.53"" L x 2.09"" W x 1.50"" H (115.0mm x 53.0mm x 38.0mm)","CE, cULus, GS, PSE"
http://inventuspower.com/wp-content/uploads/2015/12/Inventus-Power-Data-Sheet_FWE050-Class-I_072916.pdf,//media.digikey.com/Photos/Inventus-Power/FWE050012A-10A.jpg,EPS581-ND,FWE050024A-10A,Inventus Power,AC/DC DESKTOP ADAPTER 24V 50W,191,0,"28.85000","0","1","ELPAC FWE050 (50W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","85 ~ 264 VAC","24V","2.1A","50W","100mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 60°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","48"" (1.22m)","IEC 320-C14","4.50"" L x 2.26"" W x 1.44"" H (114.2mm x 57.5mm x 36.5mm)","CB, CE, cTUVus"
https://www.cui.com/product/resource/digikeypdf/emma-15w.pdf,//media.digikey.com/Photos/CUI%20Photos/EMMA_15watt.jpg,T1232-P5P-ND,EMMA120110-P5P-IC,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 15W,383,0,"28.93000","0","1","EMMA (15W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","1.1A","13W","300mW (Max)","Positive Center","Medical","Level V","0°C ~ 50°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","70.9"" (1.80m)","Multi-Blade","3.17"" L x 1.89"" W x 1.71"" H (80.6mm x 47.9mm x 43.3mm)","CE, cURus, GS"
https://www.cui.com/product/resource/digikeypdf/emma-15w.pdf,//media.digikey.com/Photos/CUI%20Photos/EMMA_15watt.jpg,T1233-P5P-ND,EMMA050200-P5P-IC,CUI Inc.,AC/DC WALL MOUNT ADAPTER 5V 15W,315,0,"28.98000","0","1","EMMA (15W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","5V","2A","10W","300mW (Max)","Positive Center","Medical","Level V","0°C ~ 50°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","70.9"" (1.80m)","Multi-Blade","3.17"" L x 1.89"" W x 1.71"" H (80.6mm x 47.9mm x 43.3mm)","CE, cURus, GS"
https://www.slpower.com/data/collateral/TE60_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_TE60.jpg,271-2930-ND,TE60A1203F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER 12V 60W,1705,0,"33.80000","0","1","TE60 (60W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI","-20°C ~ 50°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","45.3"" (1.15m)","IEC 320-C14","4.25"" L x 2.67"" W x 1.29"" H (108.0mm x 67.9mm x 32.7mm)","CB, CE, CSA, UL"
https://www.slpower.com/data/collateral/TE60_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_TE60.jpg,271-2934-ND,TE60A2403F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER 24V 60W,574,0,"33.80000","0","1","TE60 (60W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","24V","2.7A","65W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI","-20°C ~ 50°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","45.3"" (1.15m)","IEC 320-C14","4.25"" L x 2.67"" W x 1.29"" H (108.0mm x 67.9mm x 32.7mm)","CB, CE, CSA, UL"
http://www.deltaww.com/filecenter/Products/download/01/0101/010102/IPC/Datasheet%20DPS-90AB-3.pdf,//media.digikey.com/Photos/Delta%20Photos/DPS-90AB-3-L.jpg,941-1787-ND,DPS-90AB-3 L,Delta Electronics,AC/DC DESKTOP ADAPTER 12V 90W,542,0,"35.95000","0","1","-","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","7.5A","90W","-","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","47.2"" (1.20m)","IEC 320-C14","5.91"" L x 2.36"" W x 1.20"" H (150.0mm x 60.0mm x 30.5mm)","BSMI, CB, CCC, CE, cULus, GS, KC, NOM, PSE, RCM"
https://www.slpower.com/data/collateral/ME60_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_ME60.jpg,271-2891-ND,ME60A1203F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER 12V 60W,737,0,"37.01000","0","1","ME60 (60W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","12V","5A","60W","210mW (Max)","Positive Center","Medical","Level VI","-20°C ~ 50°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","45.3"" (1.15m)","IEC 320-C14","4.25"" L x 2.67"" W x 1.29"" H (108.0mm x 67.9mm x 32.7mm)","CE, cURus"
https://www.slpower.com/data/collateral/ME60_DS.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_ME60.jpg,271-2895-ND,ME60A2403F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER 24V 60W,309,0,"37.01000","0","1","ME60 (60W)","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","24V","2.7A","65W","210mW (Max)","Positive Center","Medical","Level VI","-20°C ~ 50°C","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","45.3"" (1.15m)","IEC 320-C14","4.25"" L x 2.67"" W x 1.29"" H (108.0mm x 67.9mm x 32.7mm)","CE, cURus"
https://www.cui.com/product/resource/digikeypdf/emma_30w.pdf,//media.digikey.com/Photos/CUI%20Photos/EMMA_30watt.jpg,T1227-P5P-ND,EMMA120250-P5P-IC,CUI Inc.,AC/DC WALL MOUNT ADAPTER 12V 30W,683,0,"37.03000","0","1","EMMA (30W)","Active","International","Wall Mount","Multi-Blade (Included)","90 ~ 264 VAC","12V","2.5A","30W","300mW (Max)","Positive Center","Medical","Level V","0°C ~ 40°C","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","70.9"" (1.80m)","Multi-Blade","4.28"" L x 2.44"" W x 1.45"" H (108.7mm x 62.0mm x 36.7mm)","CE, cURus, GS"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/ADP_19V_Series_Power_Adapters.pdf,//media.digikey.com/photos/Delta%20Photos/ADP-90MD-HDM.jpg,1145-1141-ND,ADP-90MD HDM,Delta Electronics,AC/DC DESKTOP ADAPTER 19V 90W,706,0,"37.05000","0","1","ADP","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 264 VAC","19V","4.74A","90W","210mW (Max)","Positive Center","ITE (Commercial)","Level VI","0°C ~ 40°C","Barrel Plug R/A, 1.7mm I.D. x 5.5mm O.D. x 11.0mm","70.9"" (1.80m)","IEC 320-C6","5.00"" L x 2.01"" W x 1.20"" H (127.0mm x 51.0mm x 30.5mm)","CB, CE, cULus"
http://www.deltapsu.com/products/download/Datasheet/MDS-060AAS24-B,//media.digikey.com/Photos/Delta%20Photos/MDS-060AAS12%20BA.jpg,1145-1004-ND,MDS-060AAS24 BA,Delta Electronics,AC/DC DESKTOP ADAPTER 24V 60W,677,0,"37.44000","0","1","MDS","Active","International","Desktop (Class I)","Cord (Sold Separately)","90 ~ 275 VAC","24V","2.5A","60W","500mW (Max)","-","ITE (Commercial), Medical","Level VI","0°C ~ 40°C","Power DIN, 4 Pin","47.2"" (1.20m)","IEC 320-C14","5.31"" L x 2.44"" W x 1.34"" H (135.0mm x 62.0mm x 34.1mm)","-"
