Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Frequency Stability","Frequency Tolerance","Load Capacitance","ESR (Equivalent Series Resistance)","Operating Mode","Operating Temperature","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC2080TR-ND,ECS-120-20-5PX-TR,ECS Inc.,CRYSTAL 12.000 MHZ 20PF SMD,7000,11000,"0.14400","0","1000","Tape & Reel (TR)","CSM-7X","Active","MHz Crystal","12MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC2080CT-ND,ECS-120-20-5PX-TR,ECS Inc.,CRYSTAL 12.000 MHZ 20PF SMD,7385,11671,"0.30000","0","1","Cut Tape (CT)","CSM-7X","Active","MHz Crystal","12MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://www.ecsxtal.com/store/pdf/csm-7x.pdf,//media.digikey.com/photos/ECS%20Photos/CSM-7%20CRYSTAL.jpg,XC2080DKR-ND,ECS-120-20-5PX-TR,ECS Inc.,CRYSTAL 12.000 MHZ 20PF SMD,7385,11671,"Digi-Reel","0","1","Digi-Reel®","CSM-7X","Active","MHz Crystal","12MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.449"" L x 0.189"" W (11.40mm x 4.80mm)","0.169"" (4.30mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4252TR-ND,FA-238 24.0000MD30X-W5,EPSON,CRYSTAL 24.00 MHZ 12.0PF SMD,24000,0,"0.16500","0","3000","Tape & Reel (TR)","FA-238","Active","MHz Crystal","24MHz","±30ppm","±30ppm","12pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4252CT-ND,FA-238 24.0000MD30X-W5,EPSON,CRYSTAL 24.00 MHZ 12.0PF SMD,24844,0,"0.36000","0","1","Cut Tape (CT)","FA-238","Active","MHz Crystal","24MHz","±30ppm","±30ppm","12pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4252DKR-ND,FA-238 24.0000MD30X-W5,EPSON,CRYSTAL 24.00 MHZ 12.0PF SMD,24844,0,"Digi-Reel","0","1","Digi-Reel®","FA-238","Active","MHz Crystal","24MHz","±30ppm","±30ppm","12pF","60 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4248TR-ND,FA-238 19.9680MA30X-AG5,EPSON,CRYSTAL 19.6608 MHZ 7.0PF SMD,21000,0,"0.16500","0","3000","Tape & Reel (TR)","FA-238","Active","MHz Crystal","19.968MHz","±30ppm","±20ppm","7pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4248CT-ND,FA-238 19.9680MA30X-AG5,EPSON,CRYSTAL 19.6608 MHZ 7.0PF SMD,21000,0,"0.36000","0","1","Cut Tape (CT)","FA-238","Active","MHz Crystal","19.968MHz","±30ppm","±20ppm","7pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4248DKR-ND,FA-238 19.9680MA30X-AG5,EPSON,CRYSTAL 19.6608 MHZ 7.0PF SMD,21000,0,"Digi-Reel","0","1","Digi-Reel®","FA-238","Active","MHz Crystal","19.968MHz","±30ppm","±20ppm","7pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1797TR-ND,ECS-245.7-20-3X-EN-TR,ECS Inc.,CRYSTAL 24.5760MHZ 20PF SMD,15000,24000,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","24.576MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1797CT-ND,ECS-245.7-20-3X-EN-TR,ECS Inc.,CRYSTAL 24.5760MHZ 20PF SMD,16799,24063,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","24.576MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1797DKR-ND,ECS-245.7-20-3X-EN-TR,ECS Inc.,CRYSTAL 24.5760MHZ 20PF SMD,16799,24063,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","24.576MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1781TR-ND,ECS-250-20-3X-TR,ECS Inc.,CRYSTAL 25.0000MHZ 20PF SMD,12000,15000,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","25MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","2-SMD, No Lead","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1781CT-ND,ECS-250-20-3X-TR,ECS Inc.,CRYSTAL 25.0000MHZ 20PF SMD,12959,16000,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","25MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","2-SMD, No Lead","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1781DKR-ND,ECS-250-20-3X-TR,ECS Inc.,CRYSTAL 25.0000MHZ 20PF SMD,12959,16000,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","25MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","2-SMD, No Lead","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1771TR-ND,ECS-122.8-20-3X-TR,ECS Inc.,CRYSTAL 12.2880MHZ 20PF SMD,3000,9000,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","12.288MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1771CT-ND,ECS-122.8-20-3X-TR,ECS Inc.,CRYSTAL 12.2880MHZ 20PF SMD,3407,10000,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","12.288MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1771DKR-ND,ECS-122.8-20-3X-TR,ECS Inc.,CRYSTAL 12.2880MHZ 20PF SMD,3407,10000,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","12.288MHz","±50ppm","±30ppm","20pF","60 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1776TR-ND,ECS-160-20-3X-TR,ECS Inc.,CRYSTAL 16.0000MHZ 20PF SMD,3000,0,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","16MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1776CT-ND,ECS-160-20-3X-TR,ECS Inc.,CRYSTAL 16.0000MHZ 20PF SMD,4498,0,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","16MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1776DKR-ND,ECS-160-20-3X-TR,ECS Inc.,CRYSTAL 16.0000MHZ 20PF SMD,4498,0,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","16MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1777TR-ND,ECS-184-20-3X-TR,ECS Inc.,CRYSTAL 18.4320MHZ 20PF SMD,3000,3000,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1777CT-ND,ECS-184-20-3X-TR,ECS Inc.,CRYSTAL 18.4320MHZ 20PF SMD,5842,4000,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1777DKR-ND,ECS-184-20-3X-TR,ECS Inc.,CRYSTAL 18.4320MHZ 20PF SMD,5842,4000,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","18.432MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1786TR-ND,ECS-400-20-3X-TR,ECS Inc.,CRYSTAL 40.0000MHZ 20PF SMD,3000,3000,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","40MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1786CT-ND,ECS-400-20-3X-TR,ECS Inc.,CRYSTAL 40.0000MHZ 20PF SMD,3831,4000,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","40MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1786DKR-ND,ECS-400-20-3X-TR,ECS Inc.,CRYSTAL 40.0000MHZ 20PF SMD,3831,4000,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","40MHz","±50ppm","±30ppm","20pF","40 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1799TR-ND,ECS-270-20-3X-EN-TR,ECS Inc.,CRYSTAL 27.0000MHZ 20PF SMD,3000,6000,"0.17250","0","3000","Tape & Reel (TR)","CSM-3X","Active","MHz Crystal","27MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1799CT-ND,ECS-270-20-3X-EN-TR,ECS Inc.,CRYSTAL 27.0000MHZ 20PF SMD,3306,7000,"0.38000","0","1","Cut Tape (CT)","CSM-3X","Active","MHz Crystal","27MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,//media.digikey.com/Photos/ECS%20Photos/ECS-270-20-3X-EN-TR.jpg,XC1799DKR-ND,ECS-270-20-3X-EN-TR,ECS Inc.,CRYSTAL 27.0000MHZ 20PF SMD,3306,7000,"Digi-Reel","0","1","Digi-Reel®","CSM-3X","Active","MHz Crystal","27MHz","±50ppm","±30ppm","20pF","50 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","HC-49/US","0.276"" L x 0.161"" W (7.00mm x 4.10mm)","0.091"" (2.30mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4180TR-ND,TSX-3225 24.0000MF15X-AC6,EPSON,CRYSTAL 24.00 MHZ 9.0PF SMD,182000,0,"0.17600","0","2000","Tape & Reel (TR)","TSX-3225","Active","MHz Crystal","24MHz","±15ppm","±10ppm","9pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4180CT-ND,TSX-3225 24.0000MF15X-AC6,EPSON,CRYSTAL 24.00 MHZ 9.0PF SMD,182779,0,"0.36000","0","1","Cut Tape (CT)","TSX-3225","Active","MHz Crystal","24MHz","±15ppm","±10ppm","9pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4180DKR-ND,TSX-3225 24.0000MF15X-AC6,EPSON,CRYSTAL 24.00 MHZ 9.0PF SMD,182779,0,"Digi-Reel","0","1","Digi-Reel®","TSX-3225","Active","MHz Crystal","24MHz","±15ppm","±10ppm","9pF","40 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4069TR-ND,TSX-3225 16.0000MF09Z-AC0,EPSON,CRYSTAL 16.00 MHZ 9PF SMD,68000,0,"0.17600","0","1000","Tape & Reel (TR)","TSX-3225","Active","MHz Crystal","16MHz","±9ppm","±10ppm","9pF","60 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4069CT-ND,TSX-3225 16.0000MF09Z-AC0,EPSON,CRYSTAL 16.00 MHZ 9PF SMD,68934,0,"0.36000","0","1","Cut Tape (CT)","TSX-3225","Active","MHz Crystal","16MHz","±9ppm","±10ppm","9pF","60 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4069DKR-ND,TSX-3225 16.0000MF09Z-AC0,EPSON,CRYSTAL 16.00 MHZ 9PF SMD,68934,0,"Digi-Reel","0","1","Digi-Reel®","TSX-3225","Active","MHz Crystal","16MHz","±9ppm","±10ppm","9pF","60 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4105TR-ND,TSX-3225 26.0000MF09Z-AC0,EPSON,CRYSTAL 26.00 MHZ 9.0PF SMD,56000,0,"0.17600","0","1000","Tape & Reel (TR)","TSX-3225","Active","MHz Crystal","26MHz","±9ppm","±10ppm","9pF","40 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4105CT-ND,TSX-3225 26.0000MF09Z-AC0,EPSON,CRYSTAL 26.00 MHZ 9.0PF SMD,56380,0,"0.36000","0","1","Cut Tape (CT)","TSX-3225","Active","MHz Crystal","26MHz","±9ppm","±10ppm","9pF","40 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4105DKR-ND,TSX-3225 26.0000MF09Z-AC0,EPSON,CRYSTAL 26.00 MHZ 9.0PF SMD,56380,0,"Digi-Reel","0","1","Digi-Reel®","TSX-3225","Active","MHz Crystal","26MHz","±9ppm","±10ppm","9pF","40 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4261TR-ND,FA-238 30.0000MB-C0,EPSON,CRYSTAL 30.00 MHZ 18.0PF SMD,40000,0,"0.17600","0","1000","Tape & Reel (TR)","FA-238","Active","MHz Crystal","30MHz","±30ppm","±50ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4261CT-ND,FA-238 30.0000MB-C0,EPSON,CRYSTAL 30.00 MHZ 18.0PF SMD,40458,0,"0.36000","0","1","Cut Tape (CT)","FA-238","Active","MHz Crystal","30MHz","±30ppm","±50ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238&lang=en,//media.digikey.com/Renders/Epson%20Toyocom%20Renders/4-SMD.jpg,SER4261DKR-ND,FA-238 30.0000MB-C0,EPSON,CRYSTAL 30.00 MHZ 18.0PF SMD,40458,0,"Digi-Reel","0","1","Digi-Reel®","FA-238","Active","MHz Crystal","30MHz","±30ppm","±50ppm","18pF","40 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4185TR-ND,TSX-3225 24.0000MF20G-AC0,EPSON,CRYSTAL 24.0000MHZ 9PF SMD,20000,0,"0.17600","0","1000","Tape & Reel (TR)","TSX-3225","Active","MHz Crystal","24MHz","±20ppm","±10ppm","9pF","40 Ohms","Fundamental","-40°C ~ 105°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4185CT-ND,TSX-3225 24.0000MF20G-AC0,EPSON,CRYSTAL 24.0000MHZ 9PF SMD,21297,0,"0.36000","0","1","Cut Tape (CT)","TSX-3225","Active","MHz Crystal","24MHz","±20ppm","±10ppm","9pF","40 Ohms","Fundamental","-40°C ~ 105°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4185DKR-ND,TSX-3225 24.0000MF20G-AC0,EPSON,CRYSTAL 24.0000MHZ 9PF SMD,21297,0,"Digi-Reel","0","1","Digi-Reel®","TSX-3225","Active","MHz Crystal","24MHz","±20ppm","±10ppm","9pF","40 Ohms","Fundamental","-40°C ~ 105°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4378TR-ND,TSX-3225 32.0000MF10Z-W6,EPSON,CRYSTAL 32.00 MHZ 12.0PF SMD,16000,0,"0.17600","0","2000","Tape & Reel (TR)","TSX-3225","Active","MHz Crystal","32MHz","±10ppm","±10ppm","12pF","40 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,//media.digikey.com/Photos/Epson%20Toyocom%20Photos/TSX-3225%2026%5E0000MF09Z-AC3.jpg,SER4378CT-ND,TSX-3225 32.0000MF10Z-W6,EPSON,CRYSTAL 32.00 MHZ 12.0PF SMD,18049,0,"0.36000","0","1","Cut Tape (CT)","TSX-3225","Active","MHz Crystal","32MHz","±10ppm","±10ppm","12pF","40 Ohms","Fundamental","-20°C ~ 75°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.024"" (0.60mm)"
