Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Frequency Stability","Frequency Tolerance","Features","Capacitance","Impedance","Operating Temperature","Mounting Type","Package / Case","Size / Dimension","Height"
https://www.murata.com/en/products/productdata/8801161740318/SPEC-CSTNE8M00G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17958-2-ND,CSTNE8M00G550000R0,Murata Electronics North America,CER RES 8.0000MHZ 33PF SMD,0,0,"0.12600","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","8MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161740318/SPEC-CSTNE8M00G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17958-1-ND,CSTNE8M00G550000R0,Murata Electronics North America,CER RES 8.0000MHZ 33PF SMD,2340,0,"0.28000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","8MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161740318/SPEC-CSTNE8M00G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17958-6-ND,CSTNE8M00G550000R0,Murata Electronics North America,CER RES 8.0000MHZ 33PF SMD,2340,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","8MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://abracon.com/Resonators/AWSZT-CV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/AWSZT-CV3.7%20SERIES.JPG,535-10028-2-ND,AWSZT-24.00CV-T,Abracon LLC,CER RES 24.0000MHZ SMD,21000,0,"0.19200","0","1000","Tape & Reel (TR)","AWSZT-CV","Active","Ceramic","24MHz","±0.3%","±0.5%","-","-","40 Ohms","-25°C ~ 85°C","Surface Mount","1512 (3731 Metric)","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.047"" (1.19mm)"
https://abracon.com/Resonators/AWSZT-CV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/AWSZT-CV3.7%20SERIES.JPG,535-10028-1-ND,AWSZT-24.00CV-T,Abracon LLC,CER RES 24.0000MHZ SMD,22000,0,"0.40000","0","1","Cut Tape (CT)","AWSZT-CV","Active","Ceramic","24MHz","±0.3%","±0.5%","-","-","40 Ohms","-25°C ~ 85°C","Surface Mount","1512 (3731 Metric)","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.047"" (1.19mm)"
https://abracon.com/Resonators/AWSZT-CV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/AWSZT-CV3.7%20SERIES.JPG,535-10028-6-ND,AWSZT-24.00CV-T,Abracon LLC,CER RES 24.0000MHZ SMD,22000,0,"Digi-Reel","0","1","Digi-Reel®","AWSZT-CV","Active","Ceramic","24MHz","±0.3%","±0.5%","-","-","40 Ohms","-25°C ~ 85°C","Surface Mount","1512 (3731 Metric)","0.146"" L x 0.122"" W (3.70mm x 3.10mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1200-2-ND,CSTCR4M00G53-R0,Murata Electronics North America,CER RES 4.0000MHZ 15PF SMD,9000,0,"0.19290","0","3000","Tape & Reel (TR)","CERALOCK® CSTCR","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1200-1-ND,CSTCR4M00G53-R0,Murata Electronics North America,CER RES 4.0000MHZ 15PF SMD,11475,0,"0.42000","0","1","Cut Tape (CT)","CERALOCK® CSTCR","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1200-6-ND,CSTCR4M00G53-R0,Murata Electronics North America,CER RES 4.0000MHZ 15PF SMD,11475,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTCR","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1204-2-ND,CSTCR6M00G53-R0,Murata Electronics North America,CER RES 6.0000MHZ 15PF SMD,6000,0,"0.19290","0","3000","Tape & Reel (TR)","CERALOCK® CSTCR","Active","Ceramic","6MHz","±0.2%","±0.5%","Built in Capacitor","15pF","50 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1204-1-ND,CSTCR6M00G53-R0,Murata Electronics North America,CER RES 6.0000MHZ 15PF SMD,8571,0,"0.42000","0","1","Cut Tape (CT)","CERALOCK® CSTCR","Active","Ceramic","6MHz","±0.2%","±0.5%","Built in Capacitor","15pF","50 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1204-6-ND,CSTCR6M00G53-R0,Murata Electronics North America,CER RES 6.0000MHZ 15PF SMD,8571,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTCR","Active","Ceramic","6MHz","±0.2%","±0.5%","Built in Capacitor","15pF","50 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1217-2-ND,CSTCR4M00G53Z-R0,Murata Electronics North America,CER RES 4.0000MHZ 15PF SMD,3000,0,"0.20745","0","3000","Tape & Reel (TR)","CERALOCK® CSTCR","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1217-1-ND,CSTCR4M00G53Z-R0,Murata Electronics North America,CER RES 4.0000MHZ 15PF SMD,6613,0,"0.46000","0","1","Cut Tape (CT)","CERALOCK® CSTCR","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-1217-6-ND,CSTCR4M00G53Z-R0,Murata Electronics North America,CER RES 4.0000MHZ 15PF SMD,6613,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTCR","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","60 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","0.047"" (1.19mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_br.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-SR1-B%20SERIES.jpg,X931TR-ND,ECS-SR1-8.00-B-TR,ECS Inc.,CER RES 8.0000MHZ 30PF SMD,7500,5000,"0.33000","0","2500","Tape & Reel (TR)","ECS-SR1-B","Active","Ceramic","8MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.087"" (2.20mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_br.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-SR1-B%20SERIES.jpg,X931CT-ND,ECS-SR1-8.00-B-TR,ECS Inc.,CER RES 8.0000MHZ 30PF SMD,9146,5789,"0.73000","0","1","Cut Tape (CT)","ECS-SR1-B","Active","Ceramic","8MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.087"" (2.20mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_br.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-SR1-B%20SERIES.jpg,X931DKR-ND,ECS-SR1-8.00-B-TR,ECS Inc.,CER RES 8.0000MHZ 30PF SMD,9146,5789,"Digi-Reel","0","1","Digi-Reel®","ECS-SR1-B","Active","Ceramic","8MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.087"" (2.20mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_br.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-SR1-B%20SERIES.jpg,X928TR-ND,ECS-SR1-4.00-B-TR,ECS Inc.,CER RES 4.0000MHZ 30PF SMD,5000,20000,"0.33000","0","2500","Tape & Reel (TR)","ECS-SR1-B","Active","Ceramic","4MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.087"" (2.20mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_br.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-SR1-B%20SERIES.jpg,X928CT-ND,ECS-SR1-4.00-B-TR,ECS Inc.,CER RES 4.0000MHZ 30PF SMD,9356,21361,"0.73000","0","1","Cut Tape (CT)","ECS-SR1-B","Active","Ceramic","4MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.087"" (2.20mm)"
http://www.ecsxtal.com/store/pdf/ecs_sr_br.pdf,//media.digikey.com/photos/ECS%20Photos/ECS-SR1-B%20SERIES.jpg,X928DKR-ND,ECS-SR1-4.00-B-TR,ECS Inc.,CER RES 4.0000MHZ 30PF SMD,9356,21361,"Digi-Reel","0","1","Digi-Reel®","ECS-SR1-B","Active","Ceramic","4MHz","±0.3%","±0.5%","Built in Capacitor","30pF","-","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.295"" L x 0.130"" W (7.50mm x 3.30mm)","0.087"" (2.20mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCC-G%20SERIES.jpg,490-17715-2-ND,CSTCC2M45G56-R0,Murata Electronics North America,CER RESONATOR,32000,0,"0.34848","0","2000","Tape & Reel (TR)","CERALOCK® CSTCC","Not For New Designs","Ceramic","2.457MHz","±0.3%","±0.5%","Built in Capacitor","47pF","80 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.283"" L x 0.118"" W (7.20mm x 3.00mm)","0.061"" (1.55mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCC-G%20SERIES.jpg,490-17715-1-ND,CSTCC2M45G56-R0,Murata Electronics North America,CER RESONATOR,33086,0,"0.72000","0","1","Cut Tape (CT)","CERALOCK® CSTCC","Not For New Designs","Ceramic","2.457MHz","±0.3%","±0.5%","Built in Capacitor","47pF","80 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.283"" L x 0.118"" W (7.20mm x 3.00mm)","0.061"" (1.55mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTCC-G%20SERIES.jpg,490-17715-6-ND,CSTCC2M45G56-R0,Murata Electronics North America,CER RESONATOR,33086,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTCC","Not For New Designs","Ceramic","2.457MHz","±0.3%","±0.5%","Built in Capacitor","47pF","80 Ohms","-20°C ~ 80°C","Surface Mount","3-SMD, Non-Standard","0.283"" L x 0.118"" W (7.20mm x 3.00mm)","0.061"" (1.55mm)"
http://www.ecsxtal.com/store/pdf/zttr.pdf,//media.digikey.com/Photos/ECS%20Photos/ZTT-4.00MG.JPG,X902-ND,ZTT-4.00MG,ECS Inc.,CER RES 4.0000MHZ 30PF T/H,10601,16500,"0.60000","0","1","Bulk","ZTT","Active","Ceramic","4MHz","±0.3%","±0.5%","Built in Capacitor","30pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.394"" L x 0.197"" W (10.00mm x 5.00mm)","0.295"" (7.50mm)"
http://www.ecsxtal.com/store/pdf/ztb_ztbfr.pdf,"//media.digikey.com/photos/ECS%20Photos/ZTB640P,ZTB540P,ZTB455E.jpg",X921-ND,ZTB455E,ECS Inc.,CER RES 455.0000KHZ T/H,5834,22000,"0.65000","0","1","Bulk","ZTB","Not For New Designs","Ceramic","455kHz","±0.3%","±2kHz","-","-","-","-20°C ~ 80°C","Through Hole","Radial, Box - 2 Lead, 5.00mm Pitch","0.276"" L x 0.138"" W (7.00mm x 3.50mm)","0.354"" (9.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-6003-3-ND,CSTLS4M00G53-A0,Murata Electronics North America,CER RES 4.0000MHZ 15PF T/H,4000,0,"0.11440","0","2000","Tape & Box (TB)","CERALOCK® CSTLS","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/timingdevice/ceralock/p16e.ashx,//media.digikey.com/photos/Murata%20Photos/CSTLS-G%20SERIES.jpg,490-6003-1-ND,CSTLS4M00G53-A0,Murata Electronics North America,CER RES 4.0000MHZ 15PF T/H,5659,0,"0.24000","0","1","Cut Tape (CT)","CERALOCK® CSTLS","Active","Ceramic","4MHz","±0.2%","±0.5%","Built in Capacitor","15pF","30 Ohms","-20°C ~ 80°C","Through Hole","Radial - 3 Lead, 2.50mm Pitch","0.315"" L x 0.118"" W (8.00mm x 3.00mm)","0.236"" (6.00mm)"
https://www.murata.com/en/products/productdata/8801162067998/SPEC-CSTNE12M0G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17943-2-ND,CSTNE12M0G550000R0,Murata Electronics North America,CER RES 12.0000MHZ 33PF SMD,6000,0,"0.12600","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","12MHz","±0.2%","±0.5%","Built in Capacitor","33pF","30 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801162067998/SPEC-CSTNE12M0G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17943-1-ND,CSTNE12M0G550000R0,Murata Electronics North America,CER RES 12.0000MHZ 33PF SMD,6000,0,"0.28000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","12MHz","±0.2%","±0.5%","Built in Capacitor","33pF","30 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801162067998/SPEC-CSTNE12M0G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17943-6-ND,CSTNE12M0G550000R0,Murata Electronics North America,CER RES 12.0000MHZ 33PF SMD,6000,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","12MHz","±0.2%","±0.5%","Built in Capacitor","33pF","30 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161904158/SPEC-CSTNE10M0G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17938-2-ND,CSTNE10M0G550000R0,Murata Electronics North America,CER RES 10.0000MHZ 33PF SMD,3000,0,"0.12600","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","10MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161904158/SPEC-CSTNE10M0G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17938-1-ND,CSTNE10M0G550000R0,Murata Electronics North America,CER RES 10.0000MHZ 33PF SMD,3052,0,"0.28000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","10MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161904158/SPEC-CSTNE10M0G550000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17938-6-ND,CSTNE10M0G550000R0,Murata Electronics North America,CER RES 10.0000MHZ 33PF SMD,3052,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","10MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 85°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161478174/SPEC-CSTNE20M0V53Z000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17955-2-ND,CSTNE20M0V53Z000R0,Murata Electronics North America,CER RES 20.0000MHZ 15PF SMD WIDE,33000,0,"0.14280","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","20MHz","±0.3%","±0.5%","Built in Capacitor","15pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.039"" (1.00mm)"
https://www.murata.com/en/products/productdata/8801161478174/SPEC-CSTNE20M0V53Z000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17955-1-ND,CSTNE20M0V53Z000R0,Murata Electronics North America,CER RES 20.0000MHZ 15PF SMD WIDE,33945,0,"0.31000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","20MHz","±0.3%","±0.5%","Built in Capacitor","15pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.039"" (1.00mm)"
https://www.murata.com/en/products/productdata/8801161478174/SPEC-CSTNE20M0V53Z000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17955-6-ND,CSTNE20M0V53Z000R0,Murata Electronics North America,CER RES 20.0000MHZ 15PF SMD WIDE,33945,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","20MHz","±0.3%","±0.5%","Built in Capacitor","15pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.039"" (1.00mm)"
https://www.murata.com/en/products/productdata/8801161674782/SPEC-CSTNE8M00G55A000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17959-2-ND,CSTNE8M00G55A000R0,Murata Electronics North America,CER RES 8.0000MHZ 33PF SMD AUTOM,3000,0,"0.14310","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","8MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161674782/SPEC-CSTNE8M00G55A000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17959-1-ND,CSTNE8M00G55A000R0,Murata Electronics North America,CER RES 8.0000MHZ 33PF SMD AUTOM,3432,0,"0.31000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","8MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161674782/SPEC-CSTNE8M00G55A000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17959-6-ND,CSTNE8M00G55A000R0,Murata Electronics North America,CER RES 8.0000MHZ 33PF SMD AUTOM,3432,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","8MHz","±0.2%","±0.5%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801162166302/SPEC-CSTNE16M0V53C000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17949-2-ND,CSTNE16M0V53C000R0,Murata Electronics North America,CER RES 16.0000MHZ 15PF SMD AUTO,6000,0,"0.16320","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","16MHz","±0.15%","±0.5%","Built in Capacitor","15pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.039"" (1.00mm)"
https://www.murata.com/en/products/productdata/8801162166302/SPEC-CSTNE16M0V53C000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17949-1-ND,CSTNE16M0V53C000R0,Murata Electronics North America,CER RES 16.0000MHZ 15PF SMD AUTO,8618,0,"0.36000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","16MHz","±0.15%","±0.5%","Built in Capacitor","15pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.039"" (1.00mm)"
https://www.murata.com/en/products/productdata/8801162166302/SPEC-CSTNE16M0V53C000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17949-6-ND,CSTNE16M0V53C000R0,Murata Electronics North America,CER RES 16.0000MHZ 15PF SMD AUTO,8618,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","16MHz","±0.15%","±0.5%","Built in Capacitor","15pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.039"" (1.00mm)"
https://www.murata.com/en/products/productdata/8801161936926/SPEC-CSTNE10M0GH5C000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17941-2-ND,CSTNE10M0GH5C000R0,Murata Electronics North America,CER RES 10.0000MHZ 33PF SMD AUTO,3000,0,"0.17760","0","3000","Tape & Reel (TR)","CERALOCK® CSTNE","Active","Ceramic","10MHz","±0.13%","±0.07%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161936926/SPEC-CSTNE10M0GH5C000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17941-1-ND,CSTNE10M0GH5C000R0,Murata Electronics North America,CER RES 10.0000MHZ 33PF SMD AUTO,3797,0,"0.39000","0","1","Cut Tape (CT)","CERALOCK® CSTNE","Active","Ceramic","10MHz","±0.13%","±0.07%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
https://www.murata.com/en/products/productdata/8801161936926/SPEC-CSTNE10M0GH5C000R0.pdf,//media.digikey.com/photos/Murata%20Photos/CSTCR-G%20SERIES.jpg,490-17941-6-ND,CSTNE10M0GH5C000R0,Murata Electronics North America,CER RES 10.0000MHZ 33PF SMD AUTO,3797,0,"Digi-Reel","0","1","Digi-Reel®","CERALOCK® CSTNE","Active","Ceramic","10MHz","±0.13%","±0.07%","Built in Capacitor","33pF","40 Ohms","-40°C ~ 125°C","Surface Mount","3-SMD, Non-Standard","0.126"" L x 0.051"" W (3.20mm x 1.30mm)","0.032"" (0.80mm)"
