Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Type","Lamp Output","Features","Battery Cell Size","Length","Material - Body"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/BF-541A,B.pdf",//media.digikey.com/Photos/Panasonic%20Photos/BF-541A%5EB.jpg,P651-ND,BF-541A/B,Panasonic - BSG,EMERGENCY LT KRYPTON 700LUX D(2),0,0,"Obsolete","0","100","-","Obsolete","Emergency Light","Krypton","700 Lux","Automatic On-Off","D (Requires 2)","8.27"" (208.5mm)","Aluminum"
http://data.energizer.com/pdfs/inl2aae.pdf,//media.digikey.com/Photos/Energizer%20Photos/INL2AAE.jpg,N527-ND,INL2AAE,Energizer Battery Company,FLASHLIGHT CLIPON LED 13LM AA(2),0,0,"Obsolete","0","6","Industrial®","Obsolete","Standard","LED","13 Lumens","Chemical Resistant, Impact Resistant, Includes Lanyard, Shatterproof Lens","AA (Requires 2)","6.34"" (161.0mm)","Polypropylene"
http://data.energizer.com/pdfs/inl2de.pdf,//media.digikey.com/Photos/Energizer%20Photos/INL2DE.jpg,N528-ND,INL2DE,Energizer Battery Company,FLASHLIGHT LED 35LM D(2),0,0,"Discontinued at Digi-Key","0","6","Industrial®","Discontinued at Digi-Key","Standard","LED","35 Lumens","Chemical Resistant, Impact Resistant, Non-Slip Grip, Shatterproof Lens, Waterproof","D (Requires 2)","8.07"" (205.0mm)","Polypropylene"
http://data.energizer.com/pdfs/ms2dled.pdf,//media.digikey.com/Photos/Energizer%20Photos/MS2DLED.jpg,N530-ND,MS2DLED,Energizer Battery Company,FLASHLIGHT CLIPON LED 66LM D(2),0,0,"Discontinued at Digi-Key","0","6","Intrinsically Safe™","Discontinued at Digi-Key","Standard","LED","66 Lumens","Impact Resistant, Shatterproof Lens","D (Requires 2)","7.93"" (201.4mm)","-"
http://data.energizer.com/pdfs/tufhd31ph.pdf,//media.digikey.com/Photos/Energizer%20Photos/TUFHD31PH.jpg,N531-ND,TUFHD31PH,Energizer Battery Company,HEADLIGHT LED 70LM AA(3),0,0,"Obsolete","0","4","Hard Case Professional®","Obsolete","Headlight","LED","70 Lumens","Adjustable Band, Impact Resistant, Multiple Modes, Shatterproof Lens, Swiveling Head, Weatherproof","AA (Requires 3)","-","-"
http://data.energizer.com/pdfs/tufsw21p.pdf,//media.digikey.com/photos/Energizer%20Photos/TUFSW21PH.jpg,N532-ND,TUFSW21PH,Energizer Battery Company,FLASHLIGHT LED 75LM AA(2),0,0,"Obsolete","0","4","Hard Case Professional®","Obsolete","Standard","LED","75 Lumens","Multiple Modes, Swiveling Head, Waterproof, Weatherproof","AA (Requires 2)","7.50"" (190.5mm)","-"
http://data.energizer.com/pdfs/capw2bode.pdf,//media.digikey.com/Photos/Energizer%20Photos/capw2bbp.jpg,N533-ND,CAPW2BBP,Energizer Battery Company,HEADLT CLIPON LED 14LM CR2032(2),0,0,"Obsolete","0","6","Trailfinder®","Obsolete","Headlight, Clip-On","LED","14 Lumens","Swiveling Head","CR2032 (Requires 2)","-","-"
http://data.energizer.com/pdfs/elmcl11l.pdf,//media.digikey.com/Photos/Energizer%20Photos/ELMCL11L.jpg,N534-ND,ELMCL11L,Energizer Battery Company,FLASHLT CLIPON LED 8/70LM AA(1),0,0,"Obsolete","0","4","Ultimate®","Obsolete","Standard","LED","8, 70 Lumens","Automatic Off, Multiple Modes, Shatterproof Lens, Waterproof","AA (Requires 1)","4.37"" (111.0mm)","Aluminum"
http://data.energizer.com/pdfs/pled34a.pdf,//media.digikey.com/Photos/Energizer%20Photos/PLED34AE.jpg,N536-ND,PLED34AE,Energizer Battery Company,LED 14LM AAAA(3),0,0,"Obsolete","0","6","-","Obsolete","-","LED","14 Lumens","Impact Resistant, Shatterproof Lens, Water Resistant","AAAA (Requires 3)","6.30"" (160.0mm)","Plastic"
-,//media.digikey.com/Photos/Energizer%20Photos/HDL1AAE.jpg,N537-ND,HDL1AAE,Energizer Battery Company,HEADLIGHT LED 65LM AA(1),0,0,"Obsolete","0","4","-","Obsolete","Headlight","LED","65 Lumens","Adjustable Band, Includes Battery, Multiple Modes, Swiveling Head, Waterproof","AA (Requires 1)","-","-"
