Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Cut Edge","Length - Overall","Features"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_170MN.jpg,170MN-ND,170MN,Apex Tool Group,CUTTER SIDE TAPERED FLUSH 5"",3314,0,"9.00000","0","1","Xcelite®","Active","Side (Diagonal)","Tapered","Flush","5.00"" (127.0mm)","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D275-5.JPG,1742-1083-ND,D275-5,"Klein Tools, Inc.",CUTTER SIDE TAPERED FLUSH 5"",120,0,"13.41000","0","1","-","Active","Side (Diagonal)","Tapered","Flush","5.00"" (127.0mm)","Ergonomic, Soft Grips"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_1178MN.jpg,1178MN-ND,1178MN,Apex Tool Group,CUTTER SIDE OVAL FLUSH 5.63"",374,0,"15.30000","0","1","Xcelite®","Active","Side (Diagonal)","Oval","Flush","5.63"" (143.0mm)","-"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MS54V.JPG,MS54VN-ND,MS54VN,Apex Tool Group,CUTTER SIDE OVAL SEMI-FLUSH 4"",673,0,"24.20000","0","1","Xcelite®","Active","Side (Diagonal)","Oval","Semi Flush","4.00"" (101.6mm)","ESD Safe"
http://v.fastcdn.co/u/7e4e9c2d/12104938-0-Xcelite-Catalog-5506.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_MS543JVN.jpg,MS543JVN-ND,MS543JVN,Apex Tool Group,CUTTER SIDE TAPERED FLUSH 4"",342,0,"25.30000","0","1","Xcelite®","Active","Side (Diagonal)","Tapered, Relieved","Flush","4.00"" (101.6mm)","ESD Safe"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/2432E.JPG,2432E-ND,2432E,Apex Tool Group,CUTTER SIDE OVAL SPR FL FLUSH 5"",151,0,"78.00000","0","1","Erem®","Active","Side (Diagonal)","Oval","Super Full Flush","5.00"" (127.0mm)","Ergonomic"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/T776E.JPG,776E-ND,776E,Apex Tool Group,CUTTER SIDE TPRD SPR FULL FLUSH,45,0,"99.00000","0","1","Erem®","Active","Side (Diagonal)","Tapered, Relieved","Super Full Flush","4.25"" (108.0mm)","-"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/CHP_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/MFG_CHP-170.jpg,1691-1037-ND,CHP-170,"American Hakko Products, Inc.",CUTTER SIDE TAPERED FLUSH,2175,0,"4.47000","0","1","CHP","Active","Side (Diagonal)","Tapered","Flush","-","Soft Grips"
http://cnctech.us/pdfs/DL-501.pdf,//media.digikey.com/Photos/CnC%20Tech/DL-501.JPG,1175-1278-ND,DL-501,CNC Tech,CUTTER CABLE OVAL CROSSING 6.7"",117,0,"12.16000","0","1","DL","Active","Cable","Oval","-","6.70"" (170.2mm)","Safety Clips"
-,//media.digikey.com/photos/Swanstrom%20Photos/515.jpg,232-1016-ND,515,Swanstrom Tools USA,CUTTER SIDE TAPERED FLUSH 5"",155,0,"35.80000","0","1","Spartan","Active","Side (Diagonal)","Tapered","Flush","5.00"" (127.0mm)","ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/photos/Swanstrom%20Photos/S512E.JPG,232-1033-ND,S512E,Swanstrom Tools USA,CUTTER SIDE OVAL SPR FL FLSH,122,0,"69.96000","0","1","Super Tools™","Active","Side (Diagonal)","Oval","Super Full Flush","5.80"" (147.0mm)","Ergonomic, ESD Safe"
-,//media.digikey.com/Photos/Swanstrom%20Photos/STUSA-170.jpg,232-1025-ND,STUSA-170,Swanstrom Tools USA,CUTTER SHEARS TAPERED SHEAR,217,0,"9.68000","0","1","STUSA","Active","Side (Diagonal)","Tapered","Shear","-","ESD Safe"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_TRR-58-G.jpg,1691-1289-ND,TRR-58-G,"American Hakko Products, Inc.","CHP MACRO CUTTER, TRR-58-G",109,0,"12.67000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","Flush","6.25"" (158.8mm)","Soft Grips"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/622N.JPG,T622N-ND,T622N,Apex Tool Group,CUTTER SIDE OVAL FL FLUSH 4.25"",99,0,"70.00000","0","1","Erem®","Active","Side (Diagonal)","Oval","Full Flush","4.25"" (108.0mm)","Ergonomic, ESD Safe"
http://www.jonard.com/~/media/68F7AB5EC07C43C0BE10C981FB232DDA.pdf,//media.digikey.com/Photos/Jonard%20Tools/MFG_JIC-63050.jpg,K745-ND,JIC-63050,Jonard Tools,CUTTER CABLE RND CROSSING 9.25"",10,0,"17.83000","0","1","JIC","Active","Cable","Circular","-","9.25"" (235.0mm)","High Leverage, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212487.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212487.jpg,277-2449-ND,1212487,Phoenix Contact,CUTTER SIDE TAPERED 5.43"",14,0,"21.14000","0","1","Microfox SP","Active","Side (Diagonal)","Tapered","-","5.43"" (138.0mm)","Ergonomic"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10828F.pdf,//media.digikey.com/Photos/Aven%20Photos/10828F.jpg,10828F-ND,10828F,Aven Tools,CUTTER SIDE TAPERED FLUSH 5.12"",65,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Tapered, Relieved","Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/1005.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_1005.JPG,1742-1152-ND,1005,"Klein Tools, Inc.",CUTTER SIDE TAPERED - 9.75"",17,0,"38.25000","0","1","-","Active","Side (Diagonal)","Tapered","-","9.75"" (247.7mm)","Includes Crimper, Soft Grips"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_GA54JVN.jpg,GA54JVN-ND,GA54JVN,Apex Tool Group,CUTTER ANGLED 29DEG FLUSH 4"" BLU,34,0,"38.30000","0","1","Xcelite®","Active","Tip (Oblique)","Angled, 29°","Flush","4.00"" (101.6mm)","ESD Safe"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63050.JPG,1742-1153-ND,63050,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 9.5"",7,0,"40.90000","0","1","-","Active","Cable","Circular","-","9.50"" (241.3mm)","High Leverage, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Cutting_Tools.pdf,//media.digikey.com/photos/Weidmuller/9002650000.JPG,281-3064-ND,9002650000,Weidmüller,CUTTER CABLE OVAL CROSSING 6.5"",56,37,"55.93000","0","1","KT8","Active","Cable","Oval","-","6.50"" (165.0mm)","-"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/522N.JPG,522N-ND,522N,Apex Tool Group,CUTTER SIDE OVAL FULL FLUSH 4.5"",77,0,"73.00000","0","1","Erem®","Active","Side (Diagonal)","Oval","Full Flush","4.50"" (114.3mm)","Ergonomic, ESD Safe"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/COOPER%20INDUSTRIES-2422E.jpg,2422E-ND,2422E,Apex Tool Group,CUTTER SIDE OVAL FULL FLUSH 5"",25,0,"79.00000","0","1","Erem®","Active","Side (Diagonal)","Oval","Full Flush","5.00"" (127.0mm)","Ergonomic"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_2482E.jpg,2482E-ND,2482E,Apex Tool Group,CUTTER TIP ANGL 45DEG FLSH 5.32"",16,0,"93.00000","0","1","Erem®","Active","Tip (Oblique)","Angled, 45°","Flush","5.32"" (135.0mm)","-"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_TR-30.jpg,1691-1290-ND,TR-30,"American Hakko Products, Inc.","CUTTER, MEDIUM, CLEAN, CUT, 16G",48,0,"10.17000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","Flush","5.32"" (135.0mm)","Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10527B.pdf,//media.digikey.com/Photos/Aven%20Photos/10527B.jpg,243-1263-ND,10527B,Aven Tools,CUTTER SIDE TAPERED FLUSH 4.65"",80,0,"12.15000","0","1","1000","Active","Side (Diagonal)","Tapered","Flush","4.65"" (118.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10503.pdf,//media.digikey.com/Photos/Aven%20Photos/10503.jpg,243-1261-ND,10503,Aven Tools,CUTTER SIDE TAPERED FLUSH,96,0,"14.91000","0","1","5000","Active","Side (Diagonal)","Tapered","Flush","-","Ergonomic, ESD Safe"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/45820.jpg,431-1493-ND,45820,Wiha,CUTTER SIDE ANGLE 21DEG FLUSH 5"",65,0,"16.14000","0","1","Proturn®","Active","Side (Diagonal)","Angled, 21°","Flush","5.00"" (127.0mm)","Black Finish, ESD Safe, Non-Slip, Soft Grips"
http://content.yudu.com/web/2i025/0A2sznz/HakkoProducts2017/flash/resources/index.htm,//media.digikey.com/Photos/Hakko/MFG_TR-5000-R.jpg,1691-1288-ND,TR-5000-R,"American Hakko Products, Inc.","CUTTER,PRO MICRO,14G,FLUSH CUT",14,0,"18.17000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","Flush","5.43"" (138.0mm)","Soft Grips"
http://www.avenconnect.com/product_sheets/Stealth%20Cutters_Product_Sheet_v1.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10925F.jpg,243-1328-ND,10925F,Aven Tools,CUTTERS TAPER HEAD FLUSH,13,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Full Flush","-","-"
http://www.avenconnect.com/product_sheets/Stealth%20Cutters_Product_Sheet_v1.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10934F.jpg,243-1332-ND,10934F,Aven Tools,CUTTERS ANGULATED MINI,8,0,"18.83000","0","1","Stealth Cut","Active","Tip (Oblique)","-","Full Flush","-","-"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10826F.pdf,//media.digikey.com/Photos/Aven%20Photos/10826F.jpg,10826F-ND,10826F,Aven Tools,CUTTER SIDE TAPERED FLUSH 5.12"",17,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Tapered, Relieved","Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1116571&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Amp%20Photos/1116571-1.jpg,A121441-ND,1116571-1,TE Application Tooling,CUTTER SIDE TAPERED FLUSH 4.88"",29,0,"22.18000","0","1","AMP","Active","Side (Diagonal)","Tapered, Relieved","Flush","4.88"" (124.0mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Vinyl%20Grip%20Pliers%20&%20Cutters%20p119.pdf,//media.digikey.com/Photos/Wiha/MFG_32652.jpg,431-1314-ND,32652,Wiha,CUTTER SIDE OVAL FLUSH 8"",20,0,"24.96000","0","1","-","Active","Side (Diagonal)","Oval","Flush","8.00"" (203.2mm)","High Leverage"
-,//media.digikey.com/Photos/Wiha/MFG_32614.jpg,431-1313-ND,32614,Wiha,CUTTER SIDE OVAL FLUSH 6.30"",18,0,"26.96000","0","1","326","Active","Side (Diagonal)","Oval","Flush","6.30"" (160.0mm)","-"
https://cdn.wihatoolsus.com/pdfs/WihaESDCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32760.jpg,431-1868-ND,32760,Wiha,CUTTER SIDE OVAL FLUSH 5.25"",30,0,"29.96000","0","1","-","Active","Side (Diagonal)","Oval","Flush","5.25"" (133.4mm)","ESD Safe, Soft Grip"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Electronic%20Diagonal%20Cutters.pdf,//media.digikey.com/Photos/Wiha/MFG_56833.jpg,431-1405-ND,56833,Wiha,CUTTER TIP ANGL 48DEG FULL FLUSH,10,0,"32.90000","0","1","-","Active","Tip (Oblique)","Angled, 48°","Full Flush","5.43"" (138.0mm)","Ergonomic"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Precision%20Elec%20Pliers%20&%20Cutters%20p124.pdf,//media.digikey.com/Photos/Wiha/MFG_56818.jpg,431-1387-ND,56818,Wiha,CUTTER TIP ANGL 21DEG FULL FLUSH,26,0,"33.02000","0","1","-","Active","Tip (Oblique)","Angled, 21°","Full Flush","5.43"" (138.0mm)","Ergonomic"
http://www.swanstromtools.com/Spartan.pdf,//media.digikey.com/photos/Swanstrom%20Photos/415.jpg,232-1010-ND,415,Swanstrom Tools USA,CUTTER SIDE TAPERED FLUSH 4"",79,0,"33.12000","0","1","Spartan","Active","Side (Diagonal)","Tapered","Flush","4.00"" (101.6mm)","ESD Safe"
http://www.swanstromtools.com/Spartan.pdf,//media.digikey.com/photos/Swanstrom%20Photos/411.jpg,232-1009-ND,411,Swanstrom Tools USA,CUTTER SIDE OVAL FLUSH 4"",24,0,"33.12000","0","1","Spartan","Active","Side (Diagonal)","Oval","Flush","4.00"" (101.6mm)","ESD Safe"
http://www.swanstromtools.com/STUSA.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_MX54-9.jpg,232-1027-ND,MX54-9,Swanstrom Tools USA,CUTTER SIDE OVAL FLUSH 4.25"",15,0,"33.61000","0","1","STUSA","Active","Side (Diagonal)","Oval","Flush","4.25"" (108.0mm)","ESD Safe"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D248-8.JPG,1742-1139-ND,D248-8,"Klein Tools, Inc.",CUTTER SIDE ANGLED BEVEL 8.07"",18,0,"36.36000","0","1","2000","Active","Side (Diagonal)","Angled","Bevel","8.07"" (205.0mm)","High Leverage, Soft Grips"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1212207,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212207.jpg,277-12737-ND,1212207,Phoenix Contact,CUTTER SIDE OVAL,9,0,"39.57000","0","1","CUTFOX","Active","Side (Diagonal)","Oval","-","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D257-4C.JPG,1742-1180-ND,D257-4C,"Klein Tools, Inc.",CUTTER SIDE OVAL SEMI FLSH 4.25"",6,0,"41.20000","0","1","Midget","Active","Side (Diagonal)","Oval","Semi Flush","4.25"" (108.0mm)","Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D209-4C.JPG,1742-1145-ND,D209-4C,"Klein Tools, Inc.",CUTTER SIDE TPRD SEMI FLSH 4.25"",7,0,"41.47000","0","1","Midget","Active","Side (Diagonal)","Tapered","Semi Flush","4.25"" (108.0mm)","Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D209-5C.JPG,1742-1181-ND,D209-5C,"Klein Tools, Inc.",CUTTER SIDE TPRD SEMI FLUSH 5.1"",8,0,"41.71000","0","1","Midget","Active","Side (Diagonal)","Tapered","Semi Flush","5.10"" (130.0mm)","Soft Grips"
http://www.swanstromtools.com/Spartan.pdf,//media.digikey.com/photos/Swanstrom%20Photos/491.jpg,232-1011-ND,491,Swanstrom Tools USA,CUTTER TIP ANGLED 60DEG FLUSH 4"",70,0,"43.83000","0","1","Spartan","Active","Tip (Oblique)","Angled, 60°","Flush","4.00"" (101.6mm)","ESD Safe"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_D2000-48.JPG,1742-1162-ND,D2000-48,"Klein Tools, Inc.",CUTTER SIDE ANGLED BEVEL 8.07"",23,0,"44.48000","0","1","2000","Active","Side (Diagonal)","Angled","Bevel","8.07"" (205.0mm)","High Leverage, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Pliers.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_J2000-48.JPG,1742-1177-ND,J2000-48,"Klein Tools, Inc.",CUTTER SIDE ANGLED BEVEL 8.13"",10,0,"51.49000","0","1","Journeyman™","Active","Side (Diagonal)","Angled","Bevel","8.13"" (206.5mm)","High Leverage, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212831.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212831.jpg,277-11797-ND,1212831,Phoenix Contact,CUTTER SIDE OVAL 7.87"",7,0,"55.61000","0","1","CUTFOX","Active","Side (Diagonal)","Oval","-","7.87"" (200.0mm)","Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/photos/Wiha/32710.JPG,431-1058-ND,32710,Wiha,CUTTER SIDE TPRD FULLFLUSH 4.53"",50,0,"60.26000","0","1","-","Active","Side (Diagonal)","Tapered","Full Flush","4.53"" (115.0mm)","ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1212128.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212128.jpg,277-2457-ND,1212128,Phoenix Contact,CUTTER CABLE OVAL 6.5"",10,0,"61.08000","0","1","Cutfox 12","Active","Cable","Oval","-","6.50"" (165.0mm)","Ergonomic"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/photos/Wiha/32728.jpg,431-1045-ND,32728,Wiha,CUTTER TIP ANG 40DEG FLUSH 5.12"",8,0,"63.62000","0","1","-","Active","Tip (Oblique)","Angled, 40°","Flush","5.12"" (130.0mm)","ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/photos/Swanstrom%20Photos/S515E.jpg,232-1007-ND,S515E,Swanstrom Tools USA,CUTTER SIDE TAPERED FLUSH 5.8"",21,0,"69.96000","0","1","Super Tools™","Active","Side (Diagonal)","Tapered","Flush","5.80"" (147.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/photos/Swanstrom%20Photos/S415E.jpg,232-1001-ND,S415E,Swanstrom Tools USA,CUTTER SIDE TAPERED FLUSH 5.65"",14,0,"69.96000","0","1","Super Tools™","Active","Side (Diagonal)","Tapered","Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/612N.JPG,T612N-ND,T612N,Apex Tool Group,CUTTER SIDE OVAL SEMIFLUSH 4.25"",6,0,"79.00000","0","1","Erem®","Active","Side (Diagonal)","Oval","Semi Flush","4.25"" (108.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/M%20Series%20Cutters.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/M138-2.jpg,232-1050-ND,M138-2,Swanstrom Tools USA,CUTTER MINI SIZE 4 SUPER FLUSH,2,0,"85.14000","0","1","M","Active","Side (Diagonal)","Tapered, Relieved","Super Flush","4.20"" (106.7mm)","ESD Safe, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1212124.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1212124.jpg,277-2461-ND,1212124,Phoenix Contact,CUTTER CABLE STRAIGHT 7.87"",4,14,"130.62000","0","1","Cutfox-FBS","Active","Cable","Straight","-","7.87"" (200.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M401C.jpg,232-1036-ND,M401C,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 4.7"",5,0,"160.96000","0","1","M","Active","Side (Diagonal)","Tapered","Full Flush","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_M4051C.jpg,232-1045-ND,M4051C,Swanstrom Tools USA,CUTTER SIDE TPRD FULL FLUSH 4.7"",23,0,"182.09000","0","1","M","Active","Side (Diagonal)","Tapered","Full Flush","4.70"" (119.4mm)","Carbide Blades, ESD Safe, Soft Grips"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63607.JPG,1742-1220-ND,63607,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 10.25"",3,0,"391.29000","0","1","-","Active","Cable","Circular","-","10.25"" (260.4mm)","High Leverage, Ratcheting, Soft Grips"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10822F.pdf,//media.digikey.com/Photos/Aven%20Photos/10822F.jpg,10822F-ND,10822F,Aven Tools,CUTTER SIDE OVAL FLUSH 5.12"",18,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval, Relieved","Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10827S.pdf,//media.digikey.com/Photos/Aven%20Photos/10827S.jpg,10827S-ND,10827S,Aven Tools,CUTTER SIDE OVAL SEMIFLUSH 5.12"",12,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval","Semi Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10821S.pdf,//media.digikey.com/Photos/Aven%20Photos/10821S.jpg,10821S-ND,10821S,Aven Tools,CUTTER SIDE OVAL SEMIFLUSH 5.12"",10,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval","Semi Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10823F.pdf,//media.digikey.com/Photos/Aven%20Photos/10823F.jpg,10823F-ND,10823F,Aven Tools,CUTTER SIDE OVAL FLUSH 5.12"",9,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval","Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10823S.pdf,//media.digikey.com/Photos/Aven%20Photos/10823S.jpg,10823S-ND,10823S,Aven Tools,CUTTER SIDE OVAL SEMIFLUSH 5.12"",8,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval","Semi Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10822S.pdf,//media.digikey.com/Photos/Aven%20Photos/10822S.jpg,10822S-ND,10822S,Aven Tools,CUTTER SIDE OVAL SEMIFLUSH 5.12"",7,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval, Relieved","Semi Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10826S.pdf,//media.digikey.com/Photos/Aven%20Photos/10826S.jpg,10826S-ND,10826S,Aven Tools,CUTTER SIDE TPRD SEMIFLUSH 5.12"",7,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Tapered, Relieved","Semi Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Aven%20PDFs/10827F.pdf,//media.digikey.com/Photos/Aven%20Photos/10827F.jpg,10827F-ND,10827F,Aven Tools,CUTTER SIDE OVAL FLUSH 5.12"",7,0,"21.76000","0","1","Accu-Cut","Active","Side (Diagonal)","Oval","Flush","5.12"" (130.0mm)","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/1032xTC.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10321TC.jpg,243-1213-ND,10321TC,Aven Tools,CUTTER SIDE OVAL SEMIFLUSH 4.72"",7,0,"27.20000","0","1","-","Active","Side (Diagonal)","Oval","Semi Flush","4.72"" (120.0mm)","Carbide Blades, Ergonomic, Soft Grips"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32602.jpg,431-1398-ND,32602,Wiha,CUTTER CABLE STRT CROSSING 7.91"",11,0,"29.76000","0","1","-","Active","Cable","Straight","-","7.91"" (201.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/STUSA.pdf,//media.digikey.com/photos/Swanstrom%20Photos/MFG_MX54-3.jpg,232-1026-ND,MX54-3,Swanstrom Tools USA,CUTTER SIDE OVAL FLUSH 4.25"",8,0,"33.61000","0","1","STUSA","Active","Side (Diagonal)","Oval, Relieved","Flush","4.25"" (108.0mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Bi_cut_Super_Cutters.pdf,//media.digikey.com/Photos/Wiha/32636.jpg,431-1277-ND,32636,Wiha,CUTTER SIDE OVAL 8"",9,0,"34.96000","0","1","BiCut","Active","Side (Diagonal)","Oval","-","8.00"" (203.2mm)","Ergonomic, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Insulated%20Pliers%20&%20Cutters%20p105.pdf,//media.digikey.com/Photos/Wiha/MFG_32832.jpg,431-1086-ND,32832,Wiha,CUTTER SIDE OVAL BEVEL 6.3"",7,0,"35.96000","0","1","-","Active","Side (Diagonal)","Oval","Bevel","6.30"" (160.0mm)","Ergonomic, Insulated to 1000V"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Electronic%20Diagonal%20Cutters.pdf,//media.digikey.com/Photos/Wiha/MFG_56813.jpg,431-1404-ND,56813,Wiha,CUTTER TIP ANGL 21DEG FL FLSH 5"",7,0,"36.42000","0","1","-","Active","Tip (Oblique)","Angled, 21°","Full Flush","5.00"" (127.0mm)","Ergonomic"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Bi_cut_Super_Cutters.pdf,//media.digikey.com/Photos/Wiha/30936.jpg,431-1276-ND,30936,Wiha,CUTTER SIDE OVAL 8"",6,0,"39.96000","0","1","BiCut","Active","Side (Diagonal)","Oval","-","8.00"" (203.2mm)","Soft Grips"
