Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Type, Function","Style","Battery Cell Size","Number of Cells","Battery Series","Mounting Type","Termination Style","Height Above Board","Operating Temperature"
http://www.memoryprotectiondevices.com/datasheets/BC9VPC-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BC9VPC.jpg,BC9VPC-ND,BC9VPC,MPD (Memory Protection Devices),BATTERY HOLDER 9V PC PIN,25925,6100,"2.19000","0","1","-","Active","9V, Holder","Holder (Open)","9V","1","-","PCB, Through Hole","PC Pin","0.843"" (21.41mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BH26AASF-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH26AASF.jpg,BH26AASF-ND,BH26AASF,MPD (Memory Protection Devices),BATTERY HOLDER AA 6 CELL 9V SNAP,7216,2200,"2.19000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","6","-","Chassis Mount","9 Volt Snap Fasteners","-","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=1129,//media.digikey.com/photos/Keystone%20Elect%20Photos/1294.jpg,36-1294-ND,1294,Keystone Electronics,BATTERY HOLDER 9V PC PIN,3107,2369,"2.19000","0","1","-","Active","9V, Holder","Holder (Open)","9V","1","-","PCB, Through Hole","PC Pin","0.800"" (20.32mm)","-40°C ~ 130°C"
http://www.memoryprotectiondevices.com/datasheets/BC4AAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BC4AAW.jpg,BC4AAW-ND,BC4AAW,MPD (Memory Protection Devices),BATT HOLDER AA 4 CELL 6"" LEADS,8235,12200,"2.22000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","4","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","0.610"" (15.50mm)","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=727,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1061.jpg,36-1061TR-ND,1061TR,Keystone Electronics,BATT HLDR COIN 20MM 1/2 CELL SMD,2200,25000,"2.33000","0","200","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1, 2","2012 (2), 2016 (2), 2020 (1), 2025 (1)","PCB, Surface Mount","SMD (SMT) Tab","0.290"" (7.37mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=727,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1061.jpg,36-1061CT-ND,1061TR,Keystone Electronics,BATT HLDR COIN 20MM 1/2 CELL SMD,2445,25070,"3.45000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1, 2","2012 (2), 2016 (2), 2020 (1), 2025 (1)","PCB, Surface Mount","SMD (SMT) Tab","0.290"" (7.37mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=727,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1061.jpg,36-1061DKR-ND,1061TR,Keystone Electronics,BATT HLDR COIN 20MM 1/2 CELL SMD,2445,25070,"Digi-Reel","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1, 2","2012 (2), 2016 (2), 2020 (1), 2025 (1)","PCB, Surface Mount","SMD (SMT) Tab","0.290"" (7.37mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=919,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1043.jpg,36-1043-ND,1043,Keystone Electronics,BATTERY HOLDER 18650 PC PIN,24660,9150,"2.58000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","PCB, Through Hole","PC Pin","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=13958,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1043P.jpg,36-1043P-ND,1043P,Keystone Electronics,BATTERY HOLDER 18650 PC PIN,6616,550,"2.58000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","PCB, Through Hole","PC Pin","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=727,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1061.jpg,36-1061-ND,1061,Keystone Electronics,BATT HLDR COIN 20MM 1/2 CELL SMD,10894,1300,"2.61000","0","1","-","Active","Coin Cell, Holder","Holder (Open)","Coin, 20.0mm","1, 2","2012 (2), 2016 (2), 2020 (1), 2025 (1)","PCB, Surface Mount","SMD (SMT) Tab","0.290"" (7.37mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=5204,//media.digikey.com/Photos/Keystone%20Elect%20Photos/1050.JPG,36-1050-ND,1050,Keystone Electronics,BATTERY HOLDER CR123A SMD TAB,28932,8600,"2.71000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","CR123A","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=933,//media.digikey.com/photos/Keystone%20Elect%20Photos/1018.jpg,36-1018-ND,1018,Keystone Electronics,BATTERY HOLDER 2/3 A SMD TAB,8999,0,"2.71000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","2/3A","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=918,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1042.jpg,36-1042-ND,1042,Keystone Electronics,BATTERY HOLDER 18650 SMD TAB,6560,6200,"2.76000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.585"" (14.86mm)","-50°C ~ 145°C"
http://keyelco.com/product-pdf.cfm?p=13957,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1042P.jpg,36-1042P-ND,1042P,Keystone Electronics,BATTERY HOLDER 18650 SMD TAB,3038,7600,"2.76000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=936,//media.digikey.com/photos/Keystone%20Elect%20Photos/1024.jpg,36-1024-ND,1024,Keystone Electronics,BATTERY HOLDER AA SMD TAB,10444,9000,"2.88000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","1","-","PCB, Surface Mount","SMD (SMT) Tab","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/sbh321as-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/SBH-321AS.jpg,SBH321AS-ND,SBH321AS,MPD (Memory Protection Devices),BATT HOLDER AA 2 CELL 6"" LEADS,13903,12100,"2.89000","0","1","-","Active","Cylindrical, Holder with Switch","Holder (Covered)","AA","2","-","Custom","Wire Leads - 6"" (152.4mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Memory%20Protection%20PDFs/SBH-341A.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/SBH341A.jpg,SBH341A-ND,SBH341A,MPD (Memory Protection Devices),BATT HOLDER AA 4 CELL 6"" LEADS,4468,0,"2.96000","0","1","-","Active","Cylindrical, Holder","Holder (Covered)","AA","4","-","Custom","Wire Leads - 6"" (152.4mm)","-","-40°C ~ 76°C"
http://www.memoryprotectiondevices.com/datasheets/BH2AAAPC-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH2AAA-PC.jpg,BH2AAA-PC-ND,BH2AAAPC,MPD (Memory Protection Devices),BATTERY HOLDER AAA 2 CELL PC PIN,14169,8000,"3.03000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","2","-","PCB, Through Hole","PC Pin","0.490"" (12.45mm)","-40°C ~ 140°C"
http://www.memoryprotectiondevices.com/datasheets/BH48AASF-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH48AASF.JPG,BH48AASF-ND,BH48AASF,MPD (Memory Protection Devices),BATTERY HOLDER AA 8 CELL 9V SNAP,20397,15900,"3.13000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","8","-","Chassis Mount","9 Volt Snap Fasteners","-","-10°C ~ 100°C"
http://www.memoryprotectiondevices.com/datasheets/DU1-M-502-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_DU1-M-502.jpg,DU1-M-502-ND,DU1-M-502,MPD (Memory Protection Devices),BATTERY HOLDER AA 6 CELL,1081,0,"3.13000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","6","-","Custom","-","-","-"
http://www.memoryprotectiondevices.com/datasheets/BH2DW-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BH2DW.jpg,BH2DW-ND,BH2DW,MPD (Memory Protection Devices),BATT HOLDER D 2 CELL 6"" LEADS,8533,3200,"3.24000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","D","2","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.memoryprotectiondevices.com/datasheets/SBH361A-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_SBH361A.jpg,SBH361A-ND,SBH361A,MPD (Memory Protection Devices),BATT HOLDER AA 6 CELL 6"" LEADS,10650,5200,"3.34000","0","1","-","Active","Cylindrical, Holder","Holder (Covered)","AA","6","-","Custom","Wire Leads - 6"" (152.4mm)","-","-"
http://www.memoryprotectiondevices.com/datasheets/SBH341AS-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/SBH341AS.jpg,SBH341AS-ND,SBH341AS,MPD (Memory Protection Devices),BATT HOLDER AA 4 CELL 6"" LEADS,4785,4400,"3.48000","0","1","-","Active","Cylindrical, Holder with Switch","Holder (Covered)","AA","4","-","Custom","Wire Leads - 6"" (152.4mm)","-","-"
http://www.memoryprotectiondevices.com/datasheets/BH2AAPC-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH2AA-PC.jpg,BH2AA-PC-ND,BH2AAPC,MPD (Memory Protection Devices),BATTERY HOLDER AA 2 CELL PC PIN,1241,0,"3.54000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.630"" (16.00mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BHC-2-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BHC-2.jpg,BHC-2-ND,BHC-2,MPD (Memory Protection Devices),BATTERY HOLDER C PC PIN,11261,5000,"3.68000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","C","1","-","PCB, Through Hole","PC Pin","1.090"" (27.69mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-18650-PC2-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-18650-PC2.jpg,BK-18650-PC2-ND,BK-18650-PC2,MPD (Memory Protection Devices),BATTERY HOLDER 18650 PC PIN,5680,8300,"3.68000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","PCB, Through Hole","PC Pin","0.843"" (21.41mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=928,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1023.jpg,36-1023-ND,1023,Keystone Electronics,BATTERY HOLDER AAA 2 CELL PC PIN,5067,2075,"3.84000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","2","-","PCB, Through Hole","PC Pin","0.440"" (11.18mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=923,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1013.jpg,36-1013-ND,1013,Keystone Electronics,BATTERY HOLDER AA 2 CELL PC PIN,3193,10125,"3.84000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=14056,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1079.jpg,36-1079-ND,1079,Keystone Electronics,BATT HOLDER CR123A 2 CELL PC PIN,5584,2350,"3.93000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","CR123A","2","-","PCB, Through Hole","PC Pin","0.600"" (15.24mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=14046,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1089.jpg,36-1089-ND,1089,Keystone Electronics,BATTERY HOLDER AA 2 CELL PC PIN,685,1125,"3.99000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BH2AAPC-4-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH2AAPC-4.jpg,BH2AAPC-4-ND,BH2AAPC-4,MPD (Memory Protection Devices),BATTERY HOLDER AA 2 CELL PC PIN,5779,1400,"4.00000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.630"" (16.00mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BH2AAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH2AA-W.jpg,BH2AA-W-ND,BH2AAW,MPD (Memory Protection Devices),BATT HOLDER AA 2 CELL 6"" LEADS,2648,14700,"4.00000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.memoryprotectiondevices.com/datasheets/BH-18650-PC-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH-18650-PC.jpg,BH-18650-PC-ND,BH-18650-PC,MPD (Memory Protection Devices),BATTERY HOLDER 18650 PC PIN,8698,1100,"4.17000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","PCB, Through Hole","PC Pin","0.839"" (21.31mm)","-40°C ~ 180°C"
http://www.memoryprotectiondevices.com/datasheets/BA3AAW-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BA3AAW.JPG,BA3AAW-ND,BA3AAW,MPD (Memory Protection Devices),BATT HOLDER AA 3 CELL 6"" LEADS,3916,0,"4.17000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","3","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-10°C ~ 100°C"
http://www.memoryprotectiondevices.com/datasheets/BA3AAPC-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BA3AAPC.jpg,BA3AAPC-ND,BA3AAPC,MPD (Memory Protection Devices),BATTERY HOLDER AA 3 CELL PC PIN,2208,4000,"4.17000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","3","-","PCB, Through Hole","PC Pin","0.645"" (16.38mm)","-10°C ~ 100°C"
http://www.keyelco.com/product-pdf.cfm?p=935,//media.digikey.com/photos/Keystone%20Elect%20Photos/1022.jpg,36-1022-ND,1022,Keystone Electronics,BATT HOLDER AAA 2 CELL SMD TAB,17035,0,"4.38000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AAA","2","-","PCB, Surface Mount","SMD (SMT) Tab","0.440"" (11.18mm)","-50°C ~ 145°C"
http://www.memoryprotectiondevices.com/datasheets/BH-18650-W-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BH-18650-W.jpg,BH-18650-W-ND,BH-18650-W,MPD (Memory Protection Devices),BATTERY HOLDER 18650 6"" LEADS,2941,1200,"4.45000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","1","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-40°C ~ 180°C"
http://www.memoryprotectiondevices.com/datasheets/BH3AAPC-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH3AA-PC.jpg,BH3AA-PC-ND,BH3AAPC,MPD (Memory Protection Devices),BATTERY HOLDER AA 3 CELL PC PIN,3224,0,"4.63000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","3","-","PCB, Through Hole","PC Pin","0.680"" (17.28mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BH3AAW-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BH3AA-W.jpg,BH3AA-W-ND,BH3AAW,MPD (Memory Protection Devices),BATT HOLDER AA 3 CELL 6"" LEADS,2243,3900,"4.63000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","3","-","Chassis Mount","Wire Leads - 6"" (152.4mm)","-","-"
http://www.keyelco.com/product-pdf.cfm?p=1010,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2175.JPG,36-2175-ND,2175,Keystone Electronics,BATTERY HOLDER D SOLDER LUG,1843,0,"4.92000","0","1","2100","Active","Cylindrical, Holder","Holder (Open)","D","1","-","Chassis Mount","Solder Lug","-","-"
http://www.keyelco.com/product-pdf.cfm?p=921,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1049.jpg,36-1049-ND,1049,Keystone Electronics,BATT HOLDER 18650 2 CELL PC PIN,3238,3125,"4.98000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","2","-","PCB, Through Hole","PC Pin","0.585"" (14.86mm)","-50°C ~ 145°C"
http://www.keyelco.com/product-pdf.cfm?p=962,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2232.jpg,36-2232-ND,2232,Keystone Electronics,BATTERY HOLDER D PC PIN,2564,0,"5.01000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","D","1","-","PCB, Through Hole","PC Pin","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-6100-PC4-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BK-6100-PC4.JPG,BK-6100-PC4-ND,BK-6100-PC4,MPD (Memory Protection Devices),BATTERY HOLDER AA 2 CELL PC PIN,8121,4900,"5.02000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","PCB, Through Hole","PC Pin","0.657"" (16.69mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=943,//media.digikey.com/photos/Keystone%20Elect%20Photos/146.JPG,36-146-ND,146,Keystone Electronics,BATT HOLDER AA 2 CELL SOLDER LUG,2264,0,"5.25000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","2","-","Chassis Mount","Solder Lug","-","-"
http://www.memoryprotectiondevices.com/datasheets/ZA5350-B-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/ZA5350-B.jpg,ZA5350-B-ND,ZA5350-B,MPD (Memory Protection Devices),BATTERY CLIP LEAD ACID WIRE LEAD,1526,600,"5.49000","0","1","-","Active","-","Contact Clip","Lead Acid","1","-","Free Hanging","Wire Leads","-","-"
http://www.memoryprotectiondevices.com/datasheets/BK-1279-PC8-datasheet.pdf,//media.digikey.com/photos/Memory%20Protection%20Photos/BK-1279-PC8.JPG,BK-1279-PC8-ND,BK-1279-PC8,MPD (Memory Protection Devices),BATTERY HOLDER AA 4 CELL PC PIN,1079,600,"6.03000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","AA","4","-","PCB, Through Hole","PC Pin","0.657"" (16.69mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BK-18650-PC4-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-18650-PC4.jpg,BK-18650-PC4-ND,BK-18650-PC4,MPD (Memory Protection Devices),BATT HOLDER 18650 2 CELL PC PIN,9154,11000,"6.10000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","18650","2","-","PCB, Through Hole","PC Pin","0.848"" (21.54mm)","-"
http://www.memoryprotectiondevices.com/datasheets/BHC-POL-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BHC-POL.jpg,BHC-POL-ND,BHC-POL,MPD (Memory Protection Devices),BATTERY HOLDER C PC PIN,2394,600,"6.63000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","C","1","-","PCB, Through Hole","PC Pin","1.090"" (27.69mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1014,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2186.jpg,36-2186-ND,2186,Keystone Electronics,BATT HOLDER D 2 CELL SOLDER LUG,2401,0,"6.73000","0","1","2100","Active","Cylindrical, Holder","Holder (Open)","D","2","-","Chassis Mount","Solder Lug","-","-"
http://www.memoryprotectiondevices.com/datasheets/BHD-2-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BHD-2.JPG,BHD-2-ND,BHD-2,MPD (Memory Protection Devices),BATTERY HOLDER D PC PIN,7503,4400,"8.00000","0","1","-","Active","Cylindrical, Holder","Holder (Open)","D","1","-","PCB, Through Hole","PC Pin","1.475"" (37.47mm)","-55°C ~ 180°C"
http://www.memoryprotectiondevices.com/datasheets/BK-030-datasheet.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-030.jpg,BK-030-ND,BK-030,MPD (Memory Protection Devices),BATT HOLDER AA 8 CELL WIRE LEADS,1922,1700,"8.82000","0","1","-","Active","Cylindrical, Holder","Holder (Covered)","AA","8","-","Custom","Wire Leads with Connector","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/Battery_holders.pdf,//media.digikey.com/Photos/Bulgin%20Photos/BX0023.JPG,708-1403-ND,BX0023,Bulgin,BATTERY HOLDER 9V SOLDER LUG,5988,0,"9.80000","0","1","-","Active","9V, Holder","Holder (Covered)","9V","1","-","Panel Mount","Solder Lug","-","-30°C ~ 70°C"
http://www.keyelco.com/product-pdf.cfm?p=850,//media.digikey.com/photos/Keystone%20Elect%20Photos/211.jpg,36-211-ND,211,Keystone Electronics,BATTERY CONTACT SPRING MULTIPLE,69423,141800,"0.10000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","Multiple","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=774,//media.digikey.com/Photos/3M%20Photos/2991.jpg,36-2991-ND,2991,Keystone Electronics,BATTERY CONTACT NEGATIVE SMD TAB,54259,327100,"0.10000","0","1","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.016"" (0.41mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=1073,//media.digikey.com/photos/Keystone%20Elect%20Photos/261.JPG,36-261-ND,261,Keystone Electronics,BATTERY CONTACT SNAP 9V,7844,179800,"0.10000","0","1","-","Active","9V, Snap Contact (Single)","Contact Snap (Negative)","9V","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=773,//media.digikey.com/Photos/Keystone%20Elect%20Photos/2990.jpg,36-2990-ND,2990,Keystone Electronics,BATTERY CONTACT NEGATIVE PC T/H,7064,24500,"0.10000","0","1","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Through Hole","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=775,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2992.jpg,36-2992-ND,2992,Keystone Electronics,BATTERY CONTACT NEGATIVE SMD TAB,2617,147800,"0.10000","0","1","-","Active","Coin Cell, Contact","-","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.016"" (0.41mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=896,//media.digikey.com/photos/Keystone%20Elect%20Photos/5225.jpg,36-5225-ND,5225,Keystone Electronics,BATTERY CONTACT SOLID MULTIPLE,67324,120600,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14413,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_243.jpg,36-180-ND,180,Keystone Electronics,BATT CONTACT SPRING AAA PC PIN,16058,63100,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AAA","1","-","Custom","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14415,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_240.jpg,36-240-ND,240,Keystone Electronics,BATTERY CONTACT SPRING AA PC PIN,9501,9800,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AA","1","-","Custom","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14411,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_242.jpg,36-179-ND,179,Keystone Electronics,BATT CONTACT SPRING AAA PC PIN,8098,35500,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AAA","1","-","Custom","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14215,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_243.jpg,36-243-ND,243,Keystone Electronics,BATTERY CONTACT SPRING AA,8194,1800,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AA","1","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14416,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_241.JPG,36-241-ND,241,Keystone Electronics,BATTERY CONTACT SPRING AA PC PIN,6176,8000,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AA","1","-","Custom","PC Pin","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14214,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_242.jpg,36-242-ND,242,Keystone Electronics,BATTERY CONTACT SPRING AA,6031,3300,"0.11000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Spring (Coil)","AA","1","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=776,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2993.jpg,36-2993-ND,2993,Keystone Electronics,BATTERY CONTACT SPRING SMD TAB,23113,61400,"0.14000","0","1","-","Active","Coin Cell, Contact","Contact Spring (Leaf)","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.105"" (2.67mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=14412,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_244.jpg,36-181-ND,181,Keystone Electronics,BATT CONTACT SPRING AAA 2 CELL,10880,11700,"0.14000","0","1","-","Active","Cylindrical, Contact (Dual)","Contact Spring (Coil)","AAA","2","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=14216,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_244.jpg,36-244-ND,244,Keystone Electronics,BATTERY CONTACT SPRING AA 2 CELL,5340,22000,"0.14000","0","1","-","Active","Cylindrical, Contact (Dual)","Contact Spring (Coil)","AA","2","-","Custom","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=772,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_2983.jpg,36-2983-ND,2983,Keystone Electronics,BATTERY CONTACT SPRING SMD TAB,3172,13700,"0.14000","0","1","-","Active","Coin Cell, Contact","Contact Spring (Leaf)","-","-","-","PCB, Surface Mount","SMD (SMT) Tab","0.105"" (2.67mm)","-"
http://www.keyelco.com/product-pdf.cfm?p=895,//media.digikey.com/photos/Keystone%20Elect%20Photos/5224.jpg,36-5224-ND,5224,Keystone Electronics,BATTERY CONTACT SOLID MULTIPLE,34580,116000,"0.15000","0","1","-","Active","Cylindrical, Contact (Single)","Contact Solid (Positive)","Multiple","-","-","Custom","-","-","-"
