Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Color","For Use With/Related Products","Material","Label Type","Label Size"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1007.JPG,298-10861-ND,PCT-1007,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,15,0,"6.35000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1008.JPG,298-10862-ND,PCT-1008,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,15,0,"6.35000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1009.JPG,298-10863-ND,PCT-1009,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,15,0,"6.35000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1010.JPG,298-10864-ND,PCT-1010,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,15,0,"6.35000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1034.JPG,298-10865-ND,PCT-1034,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,15,0,"6.35000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCT-1050.JPG,298-10867-ND,PCT-1050,Panduit Corp,TAG 5.75""X3.25"" WHITE/RED,15,0,"6.35000","0","1","Bulk","-","Active","White Legend, Red Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1001.JPG,298-10881-ND,PVT-1001,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1002.JPG,298-10882-ND,PVT-1002,Panduit Corp,TAG 5.75""X3.25"" BLACK/WHITE/RED,10,0,"9.95000","0","1","Bulk","-","Active","Black and White Legend, Red Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1003.JPG,298-10883-ND,PVT-1003,Panduit Corp,TAG 5.75""X3.25"" BLACK/RED/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Black and Red Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1004.JPG,298-10884-ND,PVT-1004,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1005.JPG,298-10885-ND,PVT-1005,Panduit Corp,TAG ELEC WARN 5.75""X3.25"" R/BK/W,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","Danger","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1006.JPG,298-10886-ND,PVT-1006,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1007.JPG,298-10887-ND,PVT-1007,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1008.JPG,298-10888-ND,PVT-1008,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1009.JPG,298-10889-ND,PVT-1009,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1010.JPG,298-10890-ND,PVT-1010,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1011.JPG,298-10891-ND,PVT-1011,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1012.JPG,298-10892-ND,PVT-1012,Panduit Corp,TAG ELEC WARN 5.75""X3.25"" R/BK/W,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","Danger","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1014.JPG,298-10893-ND,PVT-1014,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1011.JPG,298-10894-ND,PVT-1016,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1004.JPG,298-10895-ND,PVT-1017,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1009.JPG,298-10896-ND,PVT-1025,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1002.JPG,298-10897-ND,PVT-1026,Panduit Corp,TAG 5.75""X3.25"" BLACK/WHITE/RED,10,0,"9.95000","0","1","Bulk","-","Active","Black and White Legend, Red Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1028.JPG,298-10898-ND,PVT-1028,Panduit Corp,TAG 5.75""X3.25"" WHITE,10,0,"9.95000","0","1","Bulk","-","Active","White","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1030.jpg,298-10899-ND,PVT-1030,Panduit Corp,TAG 5.75""X3.25"" RED,10,0,"9.95000","0","1","Bulk","-","Active","Red","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1031.jpg,298-10900-ND,PVT-1031,Panduit Corp,TAG 5.75""X3.25"" YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Yellow","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1034.JPG,298-10901-ND,PVT-1034,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1035.JPG,298-10902-ND,PVT-1035,Panduit Corp,"SFTYTAG,CTN OUT OF ORDER, BK A",10,0,"9.95000","0","1","Bulk","-","Active","-","-","Plastic","-","-"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1036.JPG,298-10903-ND,PVT-1036,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1043.JPG,298-10904-ND,PVT-1043,Panduit Corp,TAG 5.75""X3.25"" BLACK/YELLOW,10,0,"9.95000","0","1","Bulk","-","Active","Black Legend, Yellow Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1047-Front.jpg,298-10905-ND,PVT-1047,Panduit Corp,TAG 5.75""X3.25"" GREEN/BLCK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Green and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1048-Front.jpg,298-10906-ND,PVT-1048,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1049.JPG,298-10907-ND,PVT-1049,Panduit Corp,TAG 5.75""X3.25"" WHITE/GREEN,10,0,"9.95000","0","1","Bulk","-","Active","White Legend, Green Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
http://www.panduit.com/heiler/CatalogCutSheets/D-SFCC1--WW-ENG-PT1164.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVT-1051.JPG,298-10909-ND,PVT-1051,Panduit Corp,TAG 5.75""X3.25"" RED/BLACK/WHITE,10,0,"9.95000","0","1","Bulk","-","Active","Red and Black Legend, White Background","-","Plastic","-","5.75"" L x 3.25"" W (146.0mm x 82.6mm)"
