Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Mounting Type","Current - Max","Region Utilized","Overload Protection","Connector - AC Input","Connector - AC Output","Voltage - Input","Dielectric Material","Media Lines Protected","AC Outlets","Energy","Cord Length","Approvals","Features"
-,-,TL2403-ND,IBAR4ULTRAUSBB,Tripp Lite,ISOBAR 4-OUTLET SURGE PROTECTOR,10,0,"87.33000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","12A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (4)","120V","Metal","-","4","3330J","8' (2.44m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2818216.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2818216.jpg,277-17307-ND,2818216,Phoenix Contact,PCB FOR SCREW IN MODULE 24VDC,3,104,"89.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.hammondmfg.com/pdf/1589H48F1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM3550-ND,1589H48F1,Hammond Manufacturing,POWER STRIP 48"" 20A 8OUT 6'CR,5,1,"89.47000","0","1","1589","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Aluminum","-","8","-","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1587T12A1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM1890-ND,1587T12B1,Hammond Manufacturing,POWER STRIP 70"" 15A 12OUT 15',4,36,"90.80000","0","1","1587","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum","-","12","-","15' (4.57m)","CSA, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/SurgeProtection_Catalog.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8951840000.jpg,281-5037-ND,8951840000,Weidmüller,SURGE PROTECTION,6,65,"90.95000","0","1","-","Active","-","DIN Rail","-","International","None","-","-","-","-","-","None","-","-","-","-"
http://www.hammondmfg.com/pdf/1589H8F1BKRF.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1589H6C1BKRF.jpg,HM1898-ND,1589H8G1BKRF,Hammond Manufacturing,POWER STRIP 19"" 20A 8OUT 15',5,23,"91.49000","0","1","1589RF","Active","PDU (Power Distribution Unit)","Rack, Horizontal","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Steel","-","8","-","15' (4.57m)","CSA, UL","-"
https://assets.tripplite.com/product-pdfs/en/ps607hgoem.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS-607-HG-OEM.jpg,TL2222-ND,PS-607-HG-OEM,Tripp Lite,POWER STRIP MEDICAL HOSPITAL GRA,4,0,"92.11000","0","1","-","Active","Outlet Strip","Bench, Rack, Wall","15A","-","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","6","-","7' (2.13m)","TUV, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910340,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18032-ND,2910340,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,13,0,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","400V, 690V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910333,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18023-ND,2910333,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,2,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","60VDC","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910335,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18025-ND,2910335,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,0,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","120V, 240V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910336,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18027-ND,2910336,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,0,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","240V, 415V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910337,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18028-ND,2910337,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,0,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","240V, 415V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910338,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18029-ND,2910338,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,5,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","240V, 415V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910339,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18031-ND,2910339,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,0,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","400V, 690V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910341,//media.digikey.com/Photos/Phoenix%20Photos/2910341.jpg,277-18033-ND,2910341,Phoenix Contact,SURGE PROTECTION PLUG TYPE 2,10,2,"93.00000","0","1","VAL-US","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","554V, 960V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2804636,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2804636.jpg,277-16761-ND,2804636,Phoenix Contact,TVS DIODE 36VWM MODULE,5,0,"93.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2858315,//media.digikey.com/Photos/Phoenix%20Photos/2858315.jpg,277-7204-ND,2858315,Phoenix Contact,SURGE PROTECTION CONN TYPE 2,5,0,"93.00000","0","1","-","Active","-","Base Mount","-","International","None","-","-","-","-","-","None","-","-","cUL, cULus, GOST, KEMA, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2816399,//media.digikey.com/Photos/Phoenix%20Photos/2816399.JPG,277-7110-ND,2816399,Phoenix Contact,SURGE PROTECTION CONN TYPE2,2,77,"93.00000","0","1","-","Active","-","Base Mount","-","International","None","-","-","-","-","-","None","-","-","CB, CCA, cUL, cULus, GL, GOST, KEMA, OVE, UL","-"
http://www.hammondmfg.com/pdf/1587H24A1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM3547-ND,1587H24A1,Hammond Manufacturing,POWER STRIP 70"" 15A 24OUT 6'C,6,2,"93.44000","0","1","1587","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum","-","24","-","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1589H60F1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM3552-ND,1589H60F1,Hammond Manufacturing,POWER STRIP 60"" 20A 10OUT 6'C,4,0,"93.44000","0","1","1589","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Aluminum","-","10","-","6' (1.83m)","CSA, UL","-"
"http://www.hammondmfg.com/pdf/1580H7A1X,B1X.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1580-Series.jpg,HM3528-ND,1580H7A1X,Hammond Manufacturing,POWER STRIP 13.5""15A 7OUT 6' CRD,2,6,"96.53000","0","1","1580","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","7","-","6' (1.83m)","CSA, UL","-"
-,-,TL2404-ND,IBAR6ULTRAUSBB,Tripp Lite,ISOBAR 6-OUTLET SURGE PROTECTOR,10,0,"96.57000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","12A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R (6)","120V","Metal","-","6","3840J","10' (3.05m)","CSA, cUL, UL","Switch, USB Charge Port(s)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/8924500000_DS.pdf,//media.digikey.com/photos/Weidmuller/8924500000.jpg,281-3367-ND,8924500000,Weidmüller,VSPC 1CL 24VAC,2,5,"97.24000","0","1","VSPC","Active","Surge Protection Module","DIN Rail","450mA","International","Fuse Holder","Screw Terminals","Screw Terminals","24V","-","-","-","-","-","CE, CSAEX, EAC, OVE, TUV, UL","-"
http://www.hammondmfg.com/pdf/1589H70F1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM3553-ND,1589H70F1,Hammond Manufacturing,POWER STRIP 70"" 20A 10OUT 6'C,5,3,"97.38000","0","1","1589","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Aluminum","-","10","-","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1587H24A1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM3548-ND,1587H24B1,Hammond Manufacturing,POWER STRIP 70"" 15A 24OUT 15',3,10,"97.38000","0","1","1587","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum","-","24","-","15' (4.57m)","CSA, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/SurgeProtection_Catalog.pdf,//media.digikey.com/Photos/Weidmuller/1064270000.jpg,281-5463-ND,1064270000,Weidmüller,SURGE PROTECTION,6,87,"98.67000","0","1","-","Active","-","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","-","-","-","None","-","-","-","-"
-,-,281-8953-ND,6720005503,Weidmüller,SPD II 240V/G/40KA,10,118,"98.71000","0","1","SPD","Active","Surge Protection Module","DIN Rail","-","International","Fuse Holder","Screw Terminals","Screw Terminals","240V","-","-","None","-","-","UL","-"
http://www.emerson.com/resource/blob/163740/00b876e93e11bd36cf8289d6da4c57a9/shdcat-stc-drs-data.pdf,-,2106-STC-DRS-036-ND,STC-DRS-036,SolaHD,DIN RAIL SINGLE PAIR TVSS 36V,10,0,"99.50000","0","1","STC-DRS","Active","Surge Protection Module","DIN Rail","150mA","International","Fuse Holder","Screw Terminals","Screw Terminals","30V","-","-","None","-","-","UL","-"
http://www.hammondmfg.com/pdf/1584H6A1S.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584H6A1S.jpg,HM1865-ND,1584H6A1S,Hammond Manufacturing,POWER STRIP SURGE PROTECT 6'C,3,64,"100.69000","0","1","1584S","Active","Outlet Strip, Surge Protector","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","6","780J","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1589H77F1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM3554-ND,1589H77F1,Hammond Manufacturing,POWER STRIP 77"" 20A 12OUT 6'C,4,13,"101.33000","0","1","1589","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","20A","North America","Circuit Breaker(s)","NEMA 5-20P","NEMA 5-20R","120V","Aluminum","-","12","-","6' (1.83m)","CSA, UL","-"
-,-,281-8951-ND,6720005416,Weidmüller,SPD III 120V/40KA,10,851,"101.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"http://www.hammondmfg.com/pdf/1580H7A1X,B1X.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1580-Series.jpg,HM3529-ND,1580H7B1X,Hammond Manufacturing,POWER STRP 13.5""15A 7OUT 15' CRD,2,9,"101.89000","0","1","1580","Active","Outlet Strip","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","7","-","15' (4.57m)","CSA, UL","-"
https://assets.tripplite.com/product-pdfs/en/tlp1210satg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/TLP1210SATG.jpg,TL1748-ND,TLP1210SATG,Tripp Lite,POWER STRIP 12OUT 10'CORD,4,0,"102.52000","0","1","ECO-Surge™","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Plastic","Type F Coax, RJ45","12","3600J","10' (3.05m)","CSA, cUL, FCC, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1348450000.pdf,-,281-4442-ND,1348450000,Weidmüller,SURGE PROTECTION 550V/40KA,5,31,"103.28000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907877,-,277-18468-ND,2907877,Phoenix Contact,REPLACEMNT SURGE PROTECTION PLUG,5,0,"103.36000","0","1","VAL","Active","Surge Protection Module","Base Mount","-","International","Fuse Holder","-","-","48 ~ 60 VDC","Plastic","-","None","-","-","EAC","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907878,-,277-18469-ND,2907878,Phoenix Contact,REPLACEMNT SURGE PROTECTION PLUG,5,0,"103.36000","0","1","VAL","Active","Surge Protection Module","Base Mount","-","International","Fuse Holder","-","-","100 ~ 120 VDC","Plastic","-","None","-","-","EAC","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907879,-,277-18470-ND,2907879,Phoenix Contact,REPLACEMNT SURGE PROTECTION PLUG,5,0,"103.36000","0","1","VAL","Active","Surge Protection Module","Base Mount","-","International","Fuse Holder","-","-","200 ~ 220 VDC","Plastic","-","None","-","-","EAC","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907880,-,277-18471-ND,2907880,Phoenix Contact,REPLACEMNT SURGE PROTECTION PLUG,5,0,"103.36000","0","1","VAL","Active","Surge Protection Module","Base Mount","-","International","Fuse Holder","-","-","350 ~ 400 VDC","Plastic","-","None","-","-","EAC","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910342,-,277-18034-ND,2910342,Phoenix Contact,SURGE PROTECTION REPLACE PLUG,10,0,"105.00000","0","1","GDT","Active","Surge Protection Module","Base Mount","-","International","None","Hardwired","Hardwired","277V, 480V","Plastic","-","None","-","-","cUL, cULus, UL","-"
http://www.hammondmfg.com/pdf/1584H6A1SRA.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1584H4C1RA.jpg,HM1866-ND,1584H6A1SRA,Hammond Manufacturing,POWER STRIP SURGE PROTECT 6'C,3,0,"105.15000","0","1","1584S","Active","Outlet Strip, Surge Protector","Bench, Wall","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Aluminum and Steel","-","6","780J","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1582H6.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1582H6A1S.jpg,HM3536-ND,1582H6A1S,Hammond Manufacturing,SURGE SUPPRESSOR 6OUT 6'CORD GRY,4,4,"106.51000","0","1","1582S","Active","PDU, Surge Protector","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","780J","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1583H6A1SBK.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1583H6B1SBK.jpg,HM1851-ND,1583H6A1SBK,Hammond Manufacturing,SURGE SUPPRESSR 6OUT 6' CORD,4,26,"106.51000","0","1","1583S","Active","PDU, Surge Protector","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","780J","6' (1.83m)","CSA, UL","-"
http://www.hammondmfg.com/pdf/1582H6A1SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1582H6A1S.jpg,HM1836-ND,1582H6A1SBK,Hammond Manufacturing,SURGE SUPPRESSOR 6OUT 6'CORD BLK,2,37,"106.51000","0","1","1582S","Active","PDU, Surge Protector","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","780J","6' (1.83m)","CSA, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_1P+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-1P0-R.jpg,F12046-ND,SPD2-075-1P0-R,Littelfuse Inc.,SPD MOD 1P+0 75VAC TYPE 1+2,5,0,"106.64000","0","1","SPD2 1P+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","60V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
https://assets.tripplite.com/product-pdfs/en/ps406hgultra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_PS-406-HGULTRA.jpg,TL1702-ND,PS-406-HGULTRA,Tripp Lite,POWER STRIP MEDICAL 4 OUTLET 6',5,0,"108.27000","0","1","-","Active","Outlet Strip","-","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Metal","-","4","-","6' (1.83m)","TUV, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906799,-,277-17734-ND,2906799,Phoenix Contact,TTC-6-2X1-24DC-UT,5,0,"110.00000","0","1","TTC","Active","Surge Protection Module","DIN Rail","600mA","International","None","Screw Terminals","Screw Terminals","24VDC","Plastic","-","None","-","-","cCSAus, CSA, CSAus, DNV GL, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906805,//media.digikey.com/photos/Phoenix%20Photos/2906805.JPG,277-17735-ND,2906805,Phoenix Contact,TTC-6-2X1-24DC-PT,5,1084,"110.00000","0","1","TTC","Active","Surge Protection Module","DIN Rail","600mA","International","None","-","-","24VDC","Plastic","-","None","-","-","cCSAus, CSA, CSAus, DNV GL, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906798,//media.digikey.com/photos/Phoenix%20Photos/MFG_2906798.jpg,277-17733-ND,2906798,Phoenix Contact,TTC-6-1X2-24DC-UT,2,0,"110.00000","0","1","TTC","Active","Surge Protection Module","DIN Rail","600mA","International","None","Screw Terminals","Screw Terminals","24VDC","Plastic","-","None","-","-","cCSAus, CSA, CSAus, DNV GL, UL","-"
http://www.hammondmfg.com/pdf/1582H6A1SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1582H6A1S.jpg,HM3538-ND,1582H6B1SBK,Hammond Manufacturing,SURGE SUPPRESSR 6OUT 15'CORD,10,13,"110.37000","0","1","1582S","Active","PDU, Surge Protector","Rack, Horizontal","15A","North America","Circuit Breaker(s)","NEMA 5-15P","NEMA 5-15R","120V","Steel","-","6","780J","15' (4.57m)","CSA, UL","-"
-,-,281-8937-ND,2025080000,Weidmüller,"SURGE VOLTAGE ARRESTER, LOW VOLT",5,0,"110.66000","0","1","VPU","Active","Surge Protection Module","DIN Rail","-","International","None","-","-","240V","-","-","None","-","-","CE, cURus, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/SurgeProtection_Catalog.pdf,//media.digikey.com/Photos/Weidmuller/8924480000.JPG,281-6103-ND,8924480000,Weidmüller,SURGE PROTECTION,5,13,"110.97000","0","1","-","Active","-","DIN Rail","-","International","None","-","-","-","-","-","None","-","-","-","-"
-,//media.digikey.com/photos/Weidmuller/6720005415.JPG,281-4944-ND,6720005415,Weidmüller,SPD II 120V/G/40KA,5,311,"113.73000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=133,-,WM24741-ND,1301370204,Molex,DEEP-BOX FEED-THRU PENDNT YELLOW,2,0,"113.75000","0","1","Super-Safeway 3000","Active","Outlet Box","-","-","International","None","Hardwired","-","-","Rubber","-","-","-","Without Cord","CSA","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/SurgeProtection_Catalog.pdf,//media.digikey.com/photos/Weidmuller/MFG_8924350000.JPG,281-3369-ND,8924350000,Weidmüller,SURGE PROTECTION,4,3,"113.80000","0","1","-","Active","-","DIN Rail","-","International","None","-","-","-","-","-","None","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910343,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2910343.jpg,277-17984-ND,2910343,Phoenix Contact,SURGE PROTECTIVE DEVICE 48V,10,7,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","80A","International","None","Hardwired","Hardwired","60VDC","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910368,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2910343.jpg,277-18004-ND,2910368,Phoenix Contact,SURGE PROTECTIVE DEVICE 240V,10,0,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","240V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910381,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2910381.jpg,277-18013-ND,2910381,Phoenix Contact,SURGE PROTECTIVE DEVICE 347V,10,0,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","400V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910384,-,277-18016-ND,2910384,Phoenix Contact,SURGE PROTECTIVE DEVICE 480V,10,93,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","480V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910388,-,277-18020-ND,2910388,Phoenix Contact,SURGE PROTECTIVE DEVICE 600V,10,20,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","554V, 960V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910348,-,277-17989-ND,2910348,Phoenix Contact,SURGE PROTECTIVE DEVICE 120V,9,28,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","80A","International","None","Screw Terminals","Screw Terminals","120V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910372,-,277-18008-ND,2910372,Phoenix Contact,SURGE PROTECTIVE DEVICE 277V,9,0,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","277V","Plastic","-","None","-","-","cUL, cULus, UL","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2910361,-,277-17998-ND,2910361,Phoenix Contact,SURGE PROTECTIVE DEVICE 240V,4,33,"115.00000","0","1","VAL-US","Active","Surge Protection Module","DIN Rail","-","International","None","Screw Terminals","Screw Terminals","240V","Plastic","-","None","-","-","cUL, cULus, UL","-"
http://www.hammondmfg.com/pdf/1589H48C116.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_15851T6B1.jpg,HM1892-ND,1589H48D116,Hammond Manufacturing,POWER STRIP 48"" 20A 16OUT 15',13,28,"117.12000","0","1","1589","Active","PDU (Power Distribution Unit)","Bench, Rack, Wall","20A","North America","Circuit Breaker(s)","NEMA L5-20P","NEMA 5-20R","120V","Aluminum","-","16","-","15' (4.57m)","CSA, UL","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_2P+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-2P0-R.jpg,F12053-ND,SPD2-300-2P0-R,Littelfuse Inc.,SPD MOD 2P+0 300VAC TYPE 1+2,14,0,"119.08000","0","1","SPD2 2P+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","240V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
//media.digikey.com/pdf/Data%20Sheets/Littelfuse%20PDFs/SPD2_2P+0_Series.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SPD2-XXX-2P0-R.jpg,F12058-ND,SPD2-350-2P0-R,Littelfuse Inc.,SPD MOD 2P+0 350VAC TYPE 1+2,4,0,"119.08000","0","1","SPD2 2P+0","Active","Surge Protection Module","DIN Rail","-","-","Fuse Holder","Screw Terminals","Screw Terminals","277V","Plastic","-","None","-","-","CE, cURus, UL, VDE","-"
-,-,TL2512-ND,PS410HGUK,Tripp Lite,UK BS-1363 MEDICAL-GRADE POWER S,6,0,"119.58000","0","1","-","Active","Outlet Strip, Surge Protector","Bench, Floor, Wall","13A","United Kingdom","Circuit Breaker(s)","BS 1363","BS 1363A (4)","230V","Metal","-","4","-","10' (3.05m)","UL","Ground"
