Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Form","Power - Rated","AC Outlets","Backup Time - Max Load","Media Lines Protected","Voltage - Output","Connector - AC Input","Connector - AC Output","Cord Length","Size / Dimension","Height"
https://assets.tripplite.com/product-pdfs/en/bcpers450.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgBC%20Personal%20450.jpg,TL197-ND,BC PERS450,Tripp Lite,BATT BACKUP 450VA 3OUT 120V,5,0,"127.73000","0","1","BC Personal®","Active","Standby (No Regulation)","Desktop, Home Theater","Tower","450VA / 280W","3 (UPS)","4 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.000"" L x 5.201"" W (177.80mm x 132.10mm)","8.500"" (215.90mm)"
https://assets.tripplite.com/product-pdfs/en/eco750ups.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO750UPS%20Series.jpg,TL1107-ND,ECO750UPS,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,6,0,"133.58000","0","1","ECO","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","750VA / 450W","12 (6 UPS, 6 Surge Only)","-","RJ11","120V","NEMA 5-15P","NEMA 5-15R (12)","6' (1.83m)","6.900"" L x 12.200"" W (175.26mm x 309.88mm)","3.100"" (78.74mm)"
https://assets.tripplite.com/product-pdfs/en/internet900u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_INTERNET900U.jpg,TL1114-ND,INTERNET900U,Tripp Lite,UPS DESKTOP BATTERY BACK UP,8,0,"141.69000","0","1","-","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","900VA / 480W","12 (6 UPS, 6 Surge Only)","-","-","120V","NEMA 5-15P","NEMA 5-15R (12)","6' (1.83m)","6.900"" L x 12.200"" W (175.26mm x 309.88mm)","3.100"" (78.74mm)"
https://assets.tripplite.com/product-pdfs/en/omni650lcd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_OMNI650LCD.jpg,TL358-ND,OMNI650LCD,Tripp Lite,UPS 650VA 8OUT LCD DISP USB,3,0,"156.46000","0","1","OmniSmart™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","650VA / 350W","8 (4 UPS, 4 Surge Only)","3.5 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.201"" L x 3.701"" W (182.90mm x 94.00mm)","12.000"" (304.80mm)"
https://assets.tripplite.com/product-pdfs/en/smart750usb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART750USB.jpg,TL1156-ND,SMART750USB,Tripp Lite,UPS 750VA 450W 6OUT USB RJ/45,8,0,"156.75000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","750VA / 450W","6 (3 UPS, 3 Surge Only)","3 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.480"" L x 5.236"" W (190.00mm x 133.00mm)","10.748"" (273.00mm)"
https://assets.tripplite.com/product-pdfs/en/bcpro600.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgBCPRO600.jpg,TL198-ND,BC PRO600,Tripp Lite,BATT BACKUP 600VA 3UPS/3SURGE,2,0,"157.98000","0","1","BC Pro®","Active","Standby (No Regulation)","Desktop, Home Theater","Tower","600VA / 345W","6 (3 UPS, 3 Surge Only)","5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.500"" L x 5.201"" W (190.50mm x 132.10mm)","10.799"" (274.30mm)"
https://assets.tripplite.com/product-pdfs/en/omnivs800.pdf,//media.digikey.com/Photos/Tripplite%20Photos/OMNIVS800.jpg,TL353-ND,OMNIVS800,Tripp Lite,UPS 800VA 475W 7OUT RJ45,7,0,"167.12000","0","1","Omni VS™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","800VA / 475W","7 (6 UPS, 1 Surge Only)","3.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.480"" L x 5.236"" W (190.00mm x 133.00mm)","10.748"" (273.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart1000lcd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/SMART1000LCD.jpg,TL360-ND,SMART1000LCD,Tripp Lite,UPS 1000VA 8OUT LCD DISP USB,3,0,"190.99000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1kVA / 500W","8 (4 UPS, 4 Surge Only)","3 minutes","Type F Coax, RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.244"" L x 3.661"" W (184.00mm x 93.00mm)","11.850"" (301.00mm)"
https://assets.tripplite.com/product-pdfs/en/omnivsint800.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_OMNIVSINT800.jpg,TL438-ND,OMNIVSINT800,Tripp Lite,BATTERY BACK UP TOWER AVR 230V,10,0,"239.57000","0","1","OmniVS","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","800VA / 475W","4 (UPS)","4.3 minutes","-","230V","IEC 320-C14","IEC 320-C13 (4)","5.98"" (0.15m)","7.500"" L x 5.200"" W (190.50mm x 132.08mm)","10.800"" (274.32mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500lcdt.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1500LCDT.jpg,TL1152-ND,SMART1500LCDT,Tripp Lite,UPS SMART LCD TOWER BATT BACK UP,3,0,"243.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/omnivs1500.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_OMNIVS1500.jpg,TL1134-ND,OMNIVS1500,Tripp Lite,UPS 1500VA 940W 8OUT USB RJ45,3,0,"257.90000","0","1","Omni VS™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1.5kVA / 940W","8 (6 UPS, 2 Surge Only)","4 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.500"" L x 7.201"" W (190.50mm x 182.90mm)","11.799"" (299.70mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2868693.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2868693.jpg,277-10006-ND,2868693,Phoenix Contact,UPS 18.5VDC 1.4AH DIN RAIL,10,0,"442.79000","0","1","Step","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","12V","-","-","-","2.402"" L x 4.252"" W (61.00mm x 108.00mm)","3.543"" (90.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2320461_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2320461.jpg,277-12075-ND,2320461,Phoenix Contact,QUINT-UPS/ 24DC/12DC/5/24DC/10,7,14,"477.00000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","RS-232","12V, 24V","-","-","46.46"" (1.18m)","-","-"
https://assets.tripplite.com/product-pdfs/en/omnismart350hg.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgOmniSmart350HG.jpg,TL253-ND,OMNISMART350HG,Tripp Lite,UPS 330VA 4OUT 2/RJ11 HOSPGRADE,4,0,"480.03000","0","1","OmniSmart™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","330VA / 225W","4 (UPS)","18 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.244"" L x 5.236"" W (184.00mm x 133.00mm)","10.748"" (273.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart750rm1u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART750RM1U.jpg,TL289-ND,SMART750RM1U,Tripp Lite,UPS 600W 6OUT RACKMNT W/SOFTWARE,2,0,"535.48000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","750VA / 600W","6 (UPS)","5 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","16.748"" L x 17.500"" W (425.40mm x 444.50mm)","1.748"" (44.40mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgSMART1500.jpg,TL290-ND,SMART1500,Tripp Lite,BATT BACKUP 980W W/CDROM SOFTWR,3,0,"587.93000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Tower","1.5kVA / 980W","6 (UPS)","7 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","9.000"" L x 7.500"" W (228.60mm x 190.50mm)","12.799"" (325.10mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500slt.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1500SLT.jpg,TL1154-ND,SMART1500SLT,Tripp Lite,UPS 1500VA 900W 8OUT USB,3,0,"629.54000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Tower","1.5kVA / 900W","8 (UPS)","8 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","13.201"" L x 6.799"" W (335.30mm x 172.70mm)","10.201"" (259.10mm)"
https://assets.tripplite.com/product-pdfs/en/su1000xla.pdf,//media.digikey.com/photos/Tripplite%20Photos/SU1000XLBACK.jpg,TL342-ND,SU1000XLA,Tripp Lite,UPS TRUE ONLINE 1000VA 800W 6OUT,8,0,"682.46000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Tower","1kVA / 800W","6 (UPS)","4.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","13.201"" L x 6.799"" W (335.30mm x 172.70mm)","10.000"" (254.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Tripp%20Lite/SMART1500RMXL2U.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1500RMXL2U.jpg,TL284-ND,SMART1500RMXL2U,Tripp Lite,UPS 1500VA 940W 8OUT RACK MOUNT,3,0,"821.85000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","1.5kVA / 940W","8 (UPS)","12 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","16.496"" L x 17.520"" W (419.00mm x 445.00mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/su1500xl.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU1500XL.jpg,TL1163-ND,SU1500XL,Tripp Lite,UPS ONLINE 1.5KVA 1200W 6OUT,3,0,"876.27000","0","1","Smart Online™","Active","Online (Double Conversion)","Network, Single Phase","Tower","1.5kVA / 1200W","6 (UPS)","4.5 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","19.500"" L x 9.000"" W (495.30mm x 228.60mm)","10.201"" (259.10mm)"
http://select.phoenixcontact.com/phoenix/dwld/db_en_quint_dc_ups_24dc_40_101997_00_gb.pdf?cp=y&asid2=2663600880860,//media.digikey.com/Photos/Phoenix%20Photos/2866242.jpg,277-2135-ND,2866242,Phoenix Contact,UPS 24VDC 40A DIN RAIL,2,25,"1549.36000","0","1","Quint","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","-","-","-","4.921"" L x 2.598"" W (125.00mm x 66.00mm)","5.118"" (130.00mm)"
http://www.stacoenergy.com/images/staco/literature_finder/english/ups/unistar-sb/user-manual/003-2580.pdf,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SB-SERIES.jpg,452-1171-ND,SB-04001,Staco Energy Products Company,UPS 120V 400VA/240W 4 OUTLETS,6,0,"62.62000","0","1","Unistar® SB","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","400VA / 240W","4 (UPS)","2 minutes","-","120V","-","-","-","11.800"" L x 4.000"" W (299.72mm x 101.60mm)","5.600"" (142.24mm)"
https://assets.tripplite.com/product-pdfs/en/internet550ser.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_INTERNET550SER.jpg,TL1112-ND,INTERNET550SER,Tripp Lite,UPS 550VA 300W 8OUT SERIAL RJ/11,2,0,"91.66000","0","1","Internet Office®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","550VA / 300W","8 (4 UPS, 4 Surge Only)","3.5 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","5.701"" L x 10.902"" W (144.80mm x 276.90mm)","3.098"" (78.70mm)"
https://assets.tripplite.com/product-pdfs/en/internet600u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_INTERNET600U.jpg,TL1113-ND,INTERNET600U,Tripp Lite,UPS DESKTOP BATTERY BACK UP,2,0,"92.02000","0","1","-","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","600VA / 300W","8 (4 UPS, 4 Surge Only)","-","-","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","5.700"" L x 10.800"" W (144.78mm x 274.32mm)","3.100"" (78.74mm)"
https://assets.tripplite.com/product-pdfs/en/eco550ups.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO550UPS%20Series.jpg,TL1105-ND,ECO550UPS,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,7,0,"97.85000","0","1","ECO","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","550VA / 300W","8 (4 UPS, 4 Surge Only)","-","RJ11","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","5.700"" L x 10.800"" W (144.78mm x 274.32mm)","3.100"" (78.74mm)"
https://assets.tripplite.com/product-pdfs/en/eco650lcd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO650LCD.jpg,TL1106-ND,ECO650LCD,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,4,0,"110.81000","0","1","ECO","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","650VA / 235W","8 (4 UPS, 4 Surge Only)","-","RJ11","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","5.750"" L x 10.750"" W (146.05mm x 273.05mm)","3.500"" (88.90mm)"
http://www.stacoenergy.com/images/staco/literature_finder/english/ups/unistar-sb/user-manual/003-2580.pdf,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SB-SERIES.jpg,452-1175-ND,SB-15001,Staco Energy Products Company,UPS 120V 1.5KVA/900W 6 OUTLETS,10,0,"180.74000","0","1","Unistar® SB","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1.5kVA / 900W","6 (UPS)","2 minutes","-","120V","-","-","-","12.600"" L x 5.100"" W (320.04mm x 129.54mm)","7.200"" (182.88mm)"
https://assets.tripplite.com/product-pdfs/en/omnismart500.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgOmniSmart500.jpg,TL175-ND,OMNI SMT500PNP,Tripp Lite,BATT BACKUP 500VA 6OUTLET/RJ11,2,0,"221.06000","0","1","OmniSmart™","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","500VA / 300W","6 (3 UPS, 3 Surge Only)","4 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","7.000"" L x 5.201"" W (177.80mm x 132.10mm)","8.500"" (215.90mm)"
http://www.deltapsu.com/products/download/Datasheet/DRU-24V10ACZ,-,1145-1293-ND,DRU-24V10ACZ,Delta Electronics,DC-UPS MODULE 24V 10A,15,0,"42.20000","0","1","Chrome","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","240W","-","-","-","24V","-","-","-","2.795"" L x 2.189"" W (71.00mm x 55.60mm)","3.583"" (91.00mm)"
https://assets.tripplite.com/product-pdfs/en/avr700u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_AVR700U.jpg,TL1412-ND,AVR700U,Tripp Lite,UPS DESKTOP BATTERY BACK UP,7,0,"102.70000","0","1","AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Desktop","700VA / 350W","8 (4 UPS, 4 Surge Only)","-","-","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","6.000"" L x 11.300"" W (152.40mm x 287.02mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/smart550usb.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART550USB.jpg,TL285-ND,SMART550USB,Tripp Lite,UPS 550VA 300W 6OUT W/RJ45,5,0,"137.05000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","550VA / 300W","6 (3 UPS, 3 Surge Only)","4 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","6.496"" L x 5.000"" W (165.00mm x 127.00mm)","8.504"" (216.00mm)"
https://www.gavazzionline.com/pdf/SPUCDSENG.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/MFG_SPUC24720.jpg,1864-2854-ND,SPUC24720,Carlo Gavazzi Inc.,UPS CONTROLLER 24VDC 720W,4,0,"208.01000","0","1","SPUC","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","720W","-","-","-","24V","-","-","-","3.600"" L x 2.130"" W (91.44mm x 54.10mm)","4.490"" (114.05mm)"
https://www.emerson.com/documents/automation/catalog-solahd-sdu-series-dc-ups-en-us-164120.pdf,-,2106-SDU10-24-ND,SDU1024,SolaHD,240VA 10A 24V DIN DC UPSWOBAT,4,0,"264.84000","0","1","SDU","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","240VA","-","14 minutes","-","24V","Screw Terminals","Screw Terminals","-","4.567"" L x 3.031"" W (116.00mm x 77.00mm)","4.882"" (124.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart1200lcd.pdf,//media.digikey.com/photos/Tripplite%20Photos/Tripplite_SMART1200LCD.jpg,TL361-ND,SMART1200LCD,Tripp Lite,UPS 1200VA 8OUT LCD DISP USB,7,0,"271.02000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Rackmount","1.2kVA / 700W","8 (UPS)","4 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","10.512"" L x 17.244"" W (267.00mm x 438.00mm)","3.504"" (89.00mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldx-u20-series.pdf,-,179-3066-ND,LDX-U20,Bel Power Solutions,CONTROL UNITDC UPS MODULE110X54X,23,0,"315.33000","0","1","-","Active","-","General Purpose, Industrial Control","-","-","-","-","-","-","-","-","-","2.126"" L x 4.331"" W (54.00mm x 110.00mm)","4.528"" (115.01mm)"
https://www.emerson.com/documents/automation/catalog-solahd-sdu-series-dc-ups-en-us-164120.pdf,-,2106-SDU2024-ND,SDU2024,SolaHD,480VA 20A 24V DIN DC UPSWOBAT,5,0,"315.52000","0","1","SDU","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","480VA","-","4 minutes","-","24V","Screw Terminals","Screw Terminals","-","4.567"" L x 3.031"" W (116.00mm x 77.00mm)","4.882"" (124.00mm)"
https://www.gavazzionline.com/pdf/SPUBC24120DSENG.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/MFG_SPUBC24120.jpg,1864-2852-ND,SPUBC24120,Carlo Gavazzi Inc.,UPS POWER SUPPLY 24VDC 120W,13,0,"340.53000","0","1","SPUBC","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","120W","-","-","-","24V","Screw Terminals","-","-","5.315"" L x 2.559"" W (135.00mm x 65.00mm)","4.528"" (115.00mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI126A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI12xx.jpg,1920-1191-ND,CBI126A,Altech Corporation,UPS 12VDC 6A DIN RAIL,10,66,"341.69000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","17W","-","-","RJ45","12V","-","-","-","5.320"" L x 2.560"" W (135.13mm x 65.02mm)","4.530"" (115.06mm)"
https://www.emerson.com/documents/automation/catalog-solahd-sdu-ac-a-series-din-rail-ups-en-us-184484.pdf,-,2106-SDU500A-ND,SDU500A,SolaHD,OFFLINE UPS 500VA 120V DIN A-SER,4,0,"349.46000","0","1","SDU","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","500VA / 300W","-","4 minutes","-","120V","Screw Terminals","Screw Terminals","-","4.815"" L x 11.098"" W (122.30mm x 281.90mm)","4.870"" (123.70mm)"
https://www.emerson.com/documents/automation/catalog-solahd-s1k-series-ups-en-us-164182.pdf,-,2106-S1K850-ND,S1K850,SolaHD,OFF-LINE UPS 850VA 120V,3,0,"396.35000","0","1","S1K","Active","Standby (No Regulation)","General Purpose, Industrial Control","Tower","850VA / 600W","4 (3 UPS, 1 Surge Only)","25 minutes","-","115V","NEMA 5-15P","NEMA 5-15R (4)","6' (1.83m)","12.598"" L x 3.819"" W (320.00mm x 97.00mm)","5.315"" (135.00mm)"
http://www.pulspower.com/fileadmin/Dateien/pdf/ub10e242.pdf,"//media.digikey.com/Photos/PULS,%20LP/MFG_UB10.242.jpg",1736-1132-ND,UB10.242,"PULS, LP",DIN RAIL UPS CONTR 24V 17-130AH,19,0,"414.00000","0","1","DIMENSION U","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","360W","-","-","-","24V","-","-","-","4.606"" L x 1.929"" W (117.00mm x 49.00mm)","4.882"" (124.00mm)"
http://www.emerson.com/resource/blob/184484/eff3d3fc47b1914f2e94eb6057f22263/shdcat-sdu-a-ac-data.pdf,-,2106-SDU500A-5-ND,SDU500A-5,SolaHD,OFFLINE UPS 500VA 230V DIN A-SER,3,0,"416.01000","0","1","SDU AC -A","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","500VA / 300W","-","4 minutes","-","230V","Screw Terminals","Screw Terminals","-","4.815"" L x 11.098"" W (122.30mm x 281.90mm)","4.870"" (123.70mm)"
-,-,281-5562-ND,1251220000,Weidmüller,CP DC BUFFER 24V 20A,3,14,"458.38000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Weidmuller/MFG_1370050010.jpg,281-4446-ND,1370050010,Weidmüller,CP DC UPS 24V 20A/10A,2,70,"458.38000","0","1","-","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","480W","-","-","-","24V","Screw Terminals","Screw Terminals","-","5.906"" L x 2.598"" W (150.00mm x 66.00mm)","5.118"" (130.00mm)"
https://www.emerson.com/documents/automation/catalog-solahd-sdu-ac-a-series-din-rail-ups-en-us-184484.pdf,-,2106-SDU850A-ND,SDU850A,SolaHD,OFFLINE UPS 850VA 120V DIN A-SER,5,0,"485.33000","0","1","SDU AC -A","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","850VA / 510W","-","2 minutes","-","120V","Screw Terminals","Screw Terminals","-","4.815"" L x 11.098"" W (122.30mm x 281.90mm)","4.870"" (123.70mm)"
http://www.emerson.com/resource/blob/184484/eff3d3fc47b1914f2e94eb6057f22263/shdcat-sdu-a-ac-data.pdf,-,2106-SDU850A-5-ND,SDU850A-5,SolaHD,OFFLINE UPS 850VA 230V DIN A-SER,2,0,"552.79000","0","1","SDU AC -A","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","850VA / 510W","-","2 minutes","-","230V","Screw Terminals","Screw Terminals","-","4.815"" L x 11.098"" W (122.30mm x 281.90mm)","4.870"" (123.70mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI485A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI485A.jpg,1920-1198-ND,CBI485A,Altech Corporation,UPS 48VDC 5A DIN RAIL,8,129,"561.84000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","28W","-","-","RJ45","48V","-","-","-","5.320"" L x 2.950"" W (135.13mm x 74.93mm)","4.530"" (115.06mm)"
https://www.emerson.com/documents/automation/catalog-solahd-s1k-series-ups-en-us-164182.pdf,-,2106-S1K1200-ND,S1K1200,SolaHD,OFF-LINE UPS 1200VA 120V,2,0,"631.63000","0","1","S1K","Active","Standby (No Regulation)","General Purpose, Industrial Control","Tower","1.2kVA / 720W","4 (3 UPS, 1 Surge Only)","30 minutes","-","115V","NEMA 5-15P","NEMA 5-15R (4)","6' (1.83m)","12.598"" L x 3.819"" W (320.00mm x 97.00mm)","5.315"" (135.00mm)"
https://assets.tripplite.com/product-pdfs/en/smart700hg.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgSmart%20700HG%20(Psr).jpg,TL310-ND,SMART 700HG,Tripp Lite,UPS 700VA 450W 4OUT 6' CORD,5,0,"724.22000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Tower","700VA / 450W","4 (UPS)","18 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","9.016"" L x 7.480"" W (229.00mm x 190.00mm)","12.795"" (325.00mm)"
http://www.altechcorp.com/power/CB-CBI_SpecSheets/cbi%20data%20sheets/CBI1235A.pdf,//media.digikey.com/Photos/Altech-Corporation/MFG_CBI1235A.jpg,1920-1190-ND,CBI1235A,Altech Corporation,UPS 12VDC 35A DIN RAIL,5,17,"749.48000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","48W","-","-","RJ45","12V","-","-","-","5.910"" L x 5.320"" W (150.11mm x 135.13mm)","4.530"" (115.06mm)"
