Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Form","Power - Rated","AC Outlets","Backup Time - Max Load","Media Lines Protected","Voltage - Output","Connector - AC Input","Connector - AC Output","Cord Length","Size / Dimension","Height"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2905909_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2905909.jpg,277-16218-ND,2905909,Phoenix Contact,1AC/1AC/750 VA UNINTERRUPTIBLE P,3,0,"1365.01000","0","1","TRIO","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","600W","-","1 minutes","-","230VAC","Hardwired","Hardwired","-","8.270"" L x 5.350"" W (210.00mm x 136.00mm)","6.690"" (170.00mm)"
https://www.panduit.com/content/dam/panduit/en/products/assets/u/up/ups/ups0/ups00100dc/media/C-ZC100WATTUPS--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_UPS00100DC.jpg,298-13077-ND,UPS00100DC,Panduit Corp,UNINTERRUPTIBLE POWER SUPPLY,2,0,"1641.75000","0","1","-","Active","-","General Purpose, Industrial Control","Din Rail","100W","-","-","RJ45","24V","-","-","-","6.900"" L x 3.100"" W (175.26mm x 78.74mm)","5.457"" (138.60mm)"
-,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SBN-08001_View1.jpg,452-1193-ND,SBN-08001,Staco Energy Products Company,UNINTERRUPTIBLE POWER SUPPLY (UP,10,0,"387.79000","0","1","Unistar® SB-Net","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount, Tower","800VA / 720W","8 (4 UPS, 4 Surge Only)","4.3 minutes","RS-232","120V","NEMA 5-15P","NEMA 5-15R (8)","-","16.140"" L x 17.250"" W (409.96mm x 438.15mm)","3.460"" (87.88mm)"
-,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SBN-11001_View1.jpg,452-1194-ND,SBN-11001,Staco Energy Products Company,UNINTERRUPTIBLE POWER SUPPLY (UP,8,0,"450.41000","0","1","Unistar® SB-Net","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount, Tower","1.1kVA / 990W","8 (4 UPS, 4 Surge Only)","2.2 minutes","RS-232","120V","NEMA 5-15P","NEMA 5-15R (8)","-","16.140"" L x 17.250"" W (409.96mm x 438.15mm)","3.460"" (87.88mm)"
-,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SBN-15001_View1.jpg,452-1195-ND,SBN-15001,Staco Energy Products Company,UNINTERRUPTIBLE POWER SUPPLY (UP,9,0,"565.55000","0","1","Unistar® SB-Net","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount, Tower","1.5kVA / 1350W","8 (4 UPS, 4 Surge Only)","4.8 minutes","RS-232","120V","NEMA 5-15P","NEMA 5-15R (8)","-","20.080"" L x 17.250"" W (510.03mm x 438.15mm)","3.460"" (87.88mm)"
https://assets.tripplite.com/product-pdfs/en/sm1000rm1utaa.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SM1000RM1UTAA.jpg,SM1000RM1UTAA-ND,SM1000RM1UTAA,Tripp Lite,UPS SMART PRO RACK 6 OUTLETS,7,0,"767.98000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SBN-30001_VIew1.jpg,452-1196-ND,SBN-30001,Staco Energy Products Company,UNINTERRUPTIBLE POWER SUPPLY (UP,2,0,"1001.87000","0","1","Unistar® SB-Net","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount, Tower","3kVA / 2700W","8 (5 UPS, 3 Surge Only)","2.8 minutes","RS-232","120V","NEMA L5-30P","NEMA 5-20R (6), NEMA L5-30R","-","24.800"" L x 17.250"" W (629.92mm x 438.15mm)","3.460"" (87.88mm)"
http://www.stacoenergy.com/images/staco/literature_finder/english/ups/unistar-sb/user-manual/003-2581.pdf,//media.digikey.com/Photos/Staco%20Energy%20Photos/MFG_SB-SERIES.jpg,452-1181-ND,SB-20002,Staco Energy Products Company,UPS 230V 2KVA/1200W 6 OUTLETS,4,0,"359.51000","0","1","Unistar® SB","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","2kVA / 1200W","6 (UPS)","2 minutes","-","230V","-","-","-","12.598"" L x 5.118"" W (320.00mm x 130.00mm)","7.165"" (182.00mm)"
https://assets.tripplite.com/product-pdfs/en/avrx750u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_AVRX750U.jpg,TL434-ND,AVRX750U,Tripp Lite,UPS LOW PROFILE AVR 230V 6 OUT,0,0,"203.24000","0","1","AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Desktop","750VA / 450W","6 (3 UPS, 3 Surge Only)","2.4 minutes","-","230V","IEC 320-C14","IEC 320-C13 (6)","5.98"" (0.15m)","7.000"" L x 12.000"" W (177.80mm x 304.80mm)","4.000"" (101.60mm)"
https://assets.tripplite.com/product-pdfs/en/omnivsint1500xl.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_OMNIVSINT1500XL.jpg,TL437-ND,OMNIVSINT1500XL,Tripp Lite,BATTERY BACK UP TOWER AVR 230V,0,0,"404.84000","0","1","OmniVS, AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Tower","1.5kVA / 940W","8 (UPS)","4.5 minutes","-","230V","IEC 320-C14","IEC 320-C13 (8)","5.98"" (0.15m)","7.500"" L x 7.200"" W (190.50mm x 182.88mm)","11.800"" (299.72mm)"
https://assets.tripplite.com/product-pdfs/en/avrx550u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_AVRX550U.jpg,TL433-ND,AVRX550U,Tripp Lite,BATTERY BACK UP AVR 230V RJ11,1,0,"143.11000","0","1","AVR","Active","Line Interactive (Input Regulation)","Desktop, Home Theater","Desktop","550VA / 300W","6 (3 UPS, 3 Surge Only)","-","-","230V","IEC 320-C14","IEC 320-C13 (6)","5.98"" (0.15m)","5.800"" L x 11.000"" W (147.32mm x 279.40mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/smart1000rm2u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1000RM2U.jpg,TL1151-ND,SMART1000RM2U,Tripp Lite,UPS 1KVA 700W 6OUT RACK MOUNT,1,0,"609.09000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","1kVA / 700W","6 (UPS)","7 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","10' (3.05m)","12.500"" L x 17.350"" W (317.50mm x 440.70mm)","3.449"" (87.60mm)"
https://assets.tripplite.com/product-pdfs/en/smart2200net.pdf,//media.digikey.com/photos/Tripplite%20Photos/mfgSMART2200NET.jpg,TL279-ND,SMART 2200NET,Tripp Lite,UPS 2200VA 1700W 6OUT W/SOFTWARE,1,0,"969.89000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Tower","2.2kVA / 1700W","6 (UPS)","11 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","8' (2.44m)","12.500"" L x 9.000"" W (317.50mm x 228.60mm)","17.000"" (431.80mm)"
https://assets.tripplite.com/product-pdfs/en/smart3000rm2u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART3000RM2U.jpg,TL239-ND,SMART3000RM2U,Tripp Lite,UPS 3KVA 2250W 9OUT RACK MOUNT,1,0,"1280.50000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","3kVA / 2250W","9 (UPS)","4 minutes","-","120V","NEMA L5-30P","NEMA 5-20R (8), NEMA L5-30R (1)","10' (3.05m)","19.461"" L x 17.319"" W (494.30mm x 439.90mm)","3.429"" (87.10mm)"
https://assets.tripplite.com/product-pdfs/en/internet350ser.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_INTERNET350SER.jpg,TL302-ND,INTERNET350SER,Tripp Lite,UPS 350VA 180W 120V 6OUT W/RJ11,5,0,"80.23000","0","1","Internet Office®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","350VA / 180W","6 (3 UPS, 3 Surge Only)","2.5 minutes","RJ11","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","5.000"" L x 10.500"" W (127.00mm x 266.70mm)","3.000"" (76.20mm)"
https://assets.tripplite.com/product-pdfs/en/smart1500xl.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART1500XL%20Series.jpg,TL1155-ND,SMART1500XL,Tripp Lite,UPS 1500VA 980W 6OUT W/SOFTWARE,1,0,"704.51000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Tower","1.5kVA / 980W","6 (UPS)","7 minutes","-","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","9.500"" L x 7.500"" W (241.30mm x 190.50mm)","12.799"" (325.10mm)"
https://www.gavazzionline.com/pdf/SPUCDSENG.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/MFG_SPUC12360.jpg,1864-2853-ND,SPUC12360,Carlo Gavazzi Inc.,UPS CONTROLLER 12VDC 360W,0,0,"208.01000","0","1","SPUC","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","360W","-","-","-","12V","Screw Terminals","Screw Terminals","-","3.600"" L x 2.130"" W (91.44mm x 54.10mm)","4.490"" (114.05mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-5_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_-2906990.jpg,277-18039-ND,2906990,Phoenix Contact,QUINT UPS IQ 24VDC 5A,0,11,"300.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","120W","-","25 minutes","-","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-10_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907066.jpg,277-18040-ND,2907066,Phoenix Contact,QUINT UPS IQ 24VDC 10A,0,26,"340.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","240W","-","25 minutes","-","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-5_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906991.jpg,277-18047-ND,2906991,Phoenix Contact,QUINT UPS IQ 24VDC 5A,0,39,"340.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","120W","-","25 minutes","-","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-5_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906996.jpg,277-18055-ND,2906996,Phoenix Contact,QUINT UPS IQ 24VDC 5A,0,11,"373.52000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","120W","-","25 minutes","RJ45","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-10_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907067.jpg,277-18048-ND,2907067,Phoenix Contact,QUINT UPS IQ 24VDC 10A,0,18,"380.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","240W","-","25 minutes","-","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-20_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907071.jpg,277-18041-ND,2907071,Phoenix Contact,QUINT UPS IQ 24VDC 20A,0,30,"390.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","480W","-","22 minutes","-","24V","-","-","-","4.921"" L x 1.575"" W (125.00mm x 40.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-20_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907072.jpg,277-18049-ND,2907072,Phoenix Contact,QUINT UPS IQ 24VDC 20A,0,0,"410.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","480W","-","19 minutes","-","24V","-","-","-","4.921"" L x 1.575"" W (125.00mm x 40.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-5_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906994.jpg,277-18043-ND,2906994,Phoenix Contact,QUINT UPS IQ 24VDC 5A,0,153,"460.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","120W","-","25 minutes","RJ45","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-5_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906993.jpg,277-18051-ND,2906993,Phoenix Contact,QUINT UPS IQ 24VDC 5A,0,65,"460.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","120W","-","25 minutes","RJ45","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-10_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907069.jpg,277-18044-ND,2907069,Phoenix Contact,QUINT UPS IQ 24VDC 10A,0,161,"520.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","240W","-","25 minutes","RJ45","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-10_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907068.jpg,277-18052-ND,2907068,Phoenix Contact,QUINT UPS IQ 24VDC 10A,0,48,"520.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","240W","-","25 minutes","RJ45","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-10_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907070.jpg,277-18056-ND,2907070,Phoenix Contact,QUINT UPS IQ 24VDC 10A,0,13,"531.44000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","240W","-","25 minutes","RJ45","24V","-","-","-","4.921"" L x 1.378"" W (125.00mm x 35.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-20_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907074.jpg,277-18045-ND,2907074,Phoenix Contact,QUINT UPS IQ 24VDC 20A,0,205,"560.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","480W","-","19 minutes","RJ45","24V","-","-","-","4.921"" L x 1.575"" W (125.00mm x 40.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-20_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907073.jpg,277-18053-ND,2907073,Phoenix Contact,QUINT UPS IQ 24VDC 20A,0,50,"560.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","480W","-","19 minutes","RJ45","24V","-","-","-","4.921"" L x 1.575"" W (125.00mm x 40.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-20_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907076.jpg,277-18057-ND,2907076,Phoenix Contact,QUINT UPS IQ 24VDC 20A,0,12,"572.32000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","480W","-","19 minutes","RJ45","24V","-","-","-","4.921"" L x 1.575"" W (125.00mm x 40.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-40_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907077.jpg,277-18042-ND,2907077,Phoenix Contact,QUINT UPS IQ 24VDC 40A,0,43,"680.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","960W","-","33 minutes","-","24V","-","-","-","4.921"" L x 1.850"" W (125.00mm x 47.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/9916280024.pdf,-,281-6198-ND,9916280024,Weidmüller,UPS CTRL 360W 115-230VAC/24DC,1,4,"695.76000","0","1","-","Active","Standby (No Regulation)","-","Din Rail","-","-","-","-","24V","Hardwired","-","-","6.334"" L x 2.854"" W (161.00mm x 72.50mm)","5.020"" (127.50mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-40_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907078.jpg,277-18050-ND,2907078,Phoenix Contact,QUINT UPS IQ 24VDC 40A,0,8,"710.00000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","960W","-","45 minutes","-","24V","-","-","-","4.921"" L x 1.850"" W (125.00mm x 47.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-40_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907080.jpg,277-18046-ND,2907080,Phoenix Contact,QUINT UPS IQ 24VDC 40A,0,293,"840.01000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","960W","-","45 minutes","RJ45","24V","-","-","-","4.921"" L x 1.850"" W (125.00mm x 47.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-40_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907079.jpg,277-18054-ND,2907079,Phoenix Contact,QUINT UPS IQ 24VDC 40A,0,75,"840.01000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","960W","-","45 minutes","RJ45","24V","Screw Terminals","Screw Terminals","-","4.921"" L x 1.850"" W (125.00mm x 47.00mm)","5.118"" (130.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/QUINT4-UPS-24DC-24DC-40_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2907081.jpg,277-18058-ND,2907081,Phoenix Contact,QUINT UPS IQ 24VDC 40A,0,0,"843.15000","0","1","Quint","Active","Standby (No Regulation)","Network, Single Phase","Din Rail","960W","-","45 minutes","RJ45","24V","Screw Terminals","Screw Terminals","-","4.921"" L x 1.850"" W (125.00mm x 47.00mm)","5.118"" (130.00mm)"
https://assets.tripplite.com/product-pdfs/en/smx3000xlrt2ua.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMX3000XLRT2UA.jpg,TL1860-ND,SMX3000XLRT2UA,Tripp Lite,UPS INTL SMART RACKMOUNT,1,0,"1448.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/smart5000tel3u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SMART5000%20Series.jpg,TL1836-ND,SMART5000TEL3U,Tripp Lite,UPS 5KVA 3750W 5OUT W/SOFTWARE,0,0,"2469.72000","0","1","Smart Pro®","Active","Line Interactive (Input Regulation)","Network, Single Phase","Rackmount","5kVA / 3750W","5 (UPS)","8.5 minutes","-","120V, 208V","NEMA L6-30P","NEMA 5-15R (2), NEMA L6-20R (2), NEMA L6-30R (1)","10' (3.05m)","25.000"" L x 17.480"" W (635.00mm x 444.00mm)","5.236"" (133.00mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldx-c120-series.pdf,-,LDX-C120-12-ND,LDX-C120-12,Bel Power Solutions,CONTROL UNITBATTERY CHARGER AND,0,0,"76.03467","0","15","LDX-C120","Active","-","General Purpose, Industrial Control","Din Rail","120W","-","-","-","12V","-","-","-","2.126"" L x 4.331"" W (54.00mm x 110.00mm)","4.528"" (115.01mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldx-c120-series.pdf,-,LDX-C120-24-ND,LDX-C120-24,Bel Power Solutions,CONTROL UNITBATTERY CHARGER AND,0,0,"76.03467","0","15","LDX-C120","Active","-","General Purpose, Industrial Control","Din Rail","120W","-","-","-","24V","-","-","-","2.126"" L x 4.331"" W (54.00mm x 110.00mm)","4.528"" (115.01mm)"
http://advdownload.advantech.com/productfile/PIS/BB-DR-UPS40/Product%20-%20Datasheet/DR-UPS40-SPEC_July2017MeanWell.20171222060342.pdf,-,BB-DR-UPS40-ND,BB-DR-UPS40,"B&B SmartWorx, Inc.","PS, UPS CHARGER, METAL, 40A, 24V",0,19,"103.22000","0","1","DR","Active","Standby (No Regulation)","General Purpose, Industrial Control","Din Rail","-","-","-","-","24V","-","-","-","3.937"" L x 2.185"" W (100.00mm x 55.50mm)","4.929"" (125.20mm)"
https://assets.tripplite.com/product-pdfs/en/eco650upsm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO650UPSM.jpg,ECO650UPSM-ND,ECO650UPSM,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,0,0,"105.33000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/avr650um.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_AVR650UM.jpg,AVR650UM-ND,AVR650UM,Tripp Lite,UPS DESKTOP BATTERY BACK UP,0,0,"107.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/avr700uxrm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_AVR700UXRM.jpg,AVR700UXRM-ND,AVR700UXRM,Tripp Lite,UPS DESKTOP BATTERY BACK UP,0,0,"108.76000","0","1","AVR","Active","Line Interactive (Input Regulation)","General Purpose, Industrial Control","Desktop","700VA / 350W","8 (4 UPS, 4 Surge Only)","-","-","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","6.000"" L x 11.300"" W (152.40mm x 287.02mm)","3.500"" (88.90mm)"
https://assets.tripplite.com/product-pdfs/en/internetoffice300.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_INTRNT%20OFFCE300.jpg,INTRNTOFFC300-ND,INTRNT OFFC300,Tripp Lite,UPS 300VA 150W 6OUT RJ/45,0,0,"111.50000","0","1","Internet Office®","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","300VA / 150W","6 (3 UPS, 3 Surge Only)","4 minutes","RJ45","120V","NEMA 5-15P","NEMA 5-15R","6' (1.83m)","4.500"" L x 11.000"" W (114.30mm x 279.40mm)","2.598"" (66.00mm)"
https://assets.tripplite.com/product-pdfs/en/eco550upstaa.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO550UPS%20Series.jpg,ECO550UPSTAA-ND,ECO550UPSTAA,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,0,0,"111.50000","0","1","ECO","Active","Standby (No Regulation)","Desktop, Home Theater","Desktop","550VA / 300W","8 (4 UPS, 4 Surge Only)","-","RJ11","120V","NEMA 5-15P","NEMA 5-15R (8)","6' (1.83m)","5.700"" L x 10.800"" W (144.78mm x 274.32mm)","3.100"" (78.74mm)"
https://assets.tripplite.com/product-pdfs/en/avr750utaa.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_AVR750UTAA.jpg,AVR750UTAA-ND,AVR750UTAA,Tripp Lite,UPS 750VA 450W 12OUT USB RJ/11,0,0,"136.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/eco750upstaa.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO750UPS%20Series.jpg,ECO750UPSTAA-ND,ECO750UPSTAA,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,0,0,"141.24000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldb120-series.pdf,-,LDB120-12-ND,LDB120-12,Bel Power Solutions,POWER SUPPLYLDB120-12AC-DC/DC-DC,0,0,"151.32533","0","15","LDB120","Active","-","General Purpose, Industrial Control","Din Rail","120W","-","-","-","12V","Screw Terminals","-","-","2.126"" L x 4.331"" W (54.00mm x 110.00mm)","4.528"" (115.01mm)"
https://belfuse.com/resources/datasheets/powersolutions/ds-bps-ldb120-series.pdf,-,LDB120-24-ND,LDB120-24,Bel Power Solutions,POWER SUPPLYLDB120-24AC-DC/DC-DC,0,0,"151.32533","0","15","LDB120","Active","-","General Purpose, Industrial Control","Din Rail","120W","-","-","-","24V","Screw Terminals","-","-","2.126"" L x 4.331"" W (54.00mm x 110.00mm)","4.528"" (115.01mm)"
https://www.emerson.com/documents/automation/catalog-solahd-s1k-series-ups-en-us-164182.pdf,-,2106-S1K320-ND,S1K320,SolaHD,OFF-LINE UPS 320VA 120V AVR,0,0,"151.59000","0","1","S1K","Active","Standby (No Regulation)","General Purpose, Industrial Control","Tower","320VA / 240W","4","10 minutes","-","115V","NEMA 5-15P","NEMA 5-15R (4)","6' (1.83m)","12.598"" L x 3.819"" W (320.00mm x 97.00mm)","5.315"" (135.00mm)"
https://assets.tripplite.com/product-pdfs/en/eco900upsm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_ECO900UPSM.jpg,ECO900UPSM-ND,ECO900UPSM,Tripp Lite,UPS ECO GREEN BATTERY BACK UP,0,0,"153.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/omni700lcd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_OMNI700LCD.jpg,OMNI700LCD-ND,OMNI700LCD,Tripp Lite,UPS 700VA USB TOWER,0,0,"153.88000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
