Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Applications","Number of Channels","Interface","Voltage - Supply","Operating Temperature","Specifications","Package / Case","Supplier Device Package"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3403fv-e.pdf,//media.digikey.com/renders/Rohm%20Renders/32-SSOP_SSOPA32%20Pkg.jpg,BD3883FS-E2CT-ND,BD3883FS-E2,Rohm Semiconductor,IC AUDIO SOUND CONTRLR SSOP-A32,1992,0,"4.04000","0","1","Cut Tape (CT)","-","Active","Audio Signal Processor","Pre-Amplifier","2","SPI","6.5V ~ 9.5V","-25°C ~ 75°C (TA)","Front End","32-SOP (0.213"", 5.40mm Width)","32-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3403fv-e.pdf,//media.digikey.com/renders/Rohm%20Renders/32-SSOP_SSOPA32%20Pkg.jpg,BD3883FS-E2DKR-ND,BD3883FS-E2,Rohm Semiconductor,IC AUDIO SOUND CONTRLR SSOP-A32,1992,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Signal Processor","Pre-Amplifier","2","SPI","6.5V ~ 9.5V","-25°C ~ 75°C (TA)","Front End","32-SOP (0.213"", 5.40mm Width)","32-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37534FV-E2TR-ND,BD37534FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR AUTO 28SSOP,0,0,"2.14200","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio","2","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37534FV-E2CT-ND,BD37534FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR AUTO 28SSOP,1762,0,"4.18000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio","2","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37534FV-E2DKR-ND,BD37534FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR AUTO 28SSOP,1762,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio","2","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37033fv-m-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-28-SSOP.jpg,BD37033FV-ME2TR-ND,BD37033FV-ME2,Rohm Semiconductor,SOUND PROCESSORS FOR CAR AUDIO,0,0,"2.15040","0","2000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Audio Processor","Automotive Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C","-","28-TSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37033fv-m-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-28-SSOP.jpg,BD37033FV-ME2CT-ND,BD37033FV-ME2,Rohm Semiconductor,SOUND PROCESSORS FOR CAR AUDIO,1939,0,"4.19000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Audio Processor","Automotive Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C","-","28-TSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37033fv-m-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/Rohm-28-SSOP.jpg,BD37033FV-ME2DKR-ND,BD37033FV-ME2,Rohm Semiconductor,SOUND PROCESSORS FOR CAR AUDIO,1939,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Audio Processor","Automotive Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C","-","28-TSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37514fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37514FS-E2TR-ND,BD37514FS-E2,Rohm Semiconductor,SOUND PROCESSOR FOR CAR AUDIO 20,0,0,"2.15600","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37514fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37514FS-E2CT-ND,BD37514FS-E2,Rohm Semiconductor,SOUND PROCESSOR FOR CAR AUDIO 20,1990,0,"4.20000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37514fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37514FS-E2DKR-ND,BD37514FS-E2,Rohm Semiconductor,SOUND PROCESSOR FOR CAR AUDIO 20,1990,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37513fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37513FS-E2TR-ND,BD37513FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 20SSOP,0,0,"2.19800","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37513fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37513FS-E2CT-ND,BD37513FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 20SSOP,1990,0,"4.29000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37513fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37513FS-E2DKR-ND,BD37513FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 20SSOP,1990,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37531FV-E2TR-ND,BD37531FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,0,0,"2.22250","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37531FV-E2CT-ND,BD37531FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,1940,0,"4.33000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37531FV-E2DKR-ND,BD37531FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,1940,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3460fs-e.pdf,//media.digikey.com/renders/Rohm%20Renders/24-SSOP_SSOP-A24%20Pkg.jpg,BD3460FS-E2TR-ND,BD3460FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 6CH 24-SSOP,2000,0,"4.43800","0","2000","Tape & Reel (TR)","-","Active","Volume Control","Automotive Audio, Consumer Audio","6","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-109dB","24-SOP (0.213"", 5.40mm Width)","24-SSOP"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3460fs-e.pdf,//media.digikey.com/renders/Rohm%20Renders/24-SSOP_SSOP-A24%20Pkg.jpg,BD3460FS-E2CT-ND,BD3460FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 6CH 24-SSOP,1537,0,"7.77000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","Volume Control","Automotive Audio, Consumer Audio","6","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-109dB","24-SOP (0.213"", 5.40mm Width)","24-SSOP"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3460fs-e.pdf,//media.digikey.com/renders/Rohm%20Renders/24-SSOP_SSOP-A24%20Pkg.jpg,BD3460FS-E2DKR-ND,BD3460FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 6CH 24-SSOP,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","Volume Control","Automotive Audio, Consumer Audio","6","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-109dB","24-SOP (0.213"", 5.40mm Width)","24-SSOP"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3460fs-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;%20SSOP-B20;%20FV;%2020.jpg,BD3464FV-E2TR-ND,BD3464FV-E2,Rohm Semiconductor,IC VOLUME AMP GP 20SSOP-B,0,0,"2.33450","0","2500","Tape & Reel (TR)","-","Active","Volume Control","Automotive Audio, Consumer Audio","6","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-109dB","20-TSSOP (0.173"", 4.40mm Width)","20-SSOP-B"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3460fs-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;%20SSOP-B20;%20FV;%2020.jpg,BD3464FV-E2CT-ND,BD3464FV-E2,Rohm Semiconductor,IC VOLUME AMP GP 20SSOP-B,2276,0,"4.55000","0","1","Cut Tape (CT)","-","Active","Volume Control","Automotive Audio, Consumer Audio","6","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-109dB","20-TSSOP (0.173"", 4.40mm Width)","20-SSOP-B"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd3460fs-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;%20SSOP-B20;%20FV;%2020.jpg,BD3464FV-E2DKR-ND,BD3464FV-E2,Rohm Semiconductor,IC VOLUME AMP GP 20SSOP-B,2276,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Volume Control","Automotive Audio, Consumer Audio","6","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-109dB","20-TSSOP (0.173"", 4.40mm Width)","20-SSOP-B"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37533FV-E2TR-ND,BD37533FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,0,0,"2.33800","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37533FV-E2CT-ND,BD37533FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,1961,0,"4.56000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37533FV-E2DKR-ND,BD37533FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,1961,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://www.st.com/content/ccc/resource/technical/document/datasheet/9b/59/47/c6/2d/59/4c/56/CD00166760.pdf/files/CD00166760.pdf/jcr:content/translations/en.CD00166760.pdf,//media.digikey.com/Renders/STMicro%20Renders/PowerSSO-36%20Exposed%20Bottom%20Pad.jpg,497-11458-2-ND,STA333BW13TR,STMicroelectronics,IC DAS 2CH MICROLESS POWERSSO36,0,0,"2.36740","0","1000","Tape & Reel (TR)","Sound Terminal™","Active","Fully Integrated Processor","Pre-Amplifier","2","I²C, I²S","4.5V ~ 21.5V","-20°C ~ 70°C (TA)","Full Flexible Amplification","36-BFSOP (0.295"", 7.50mm Width) Exposed Pad","PowerSSO-36 EPD"
http://www.st.com/content/ccc/resource/technical/document/datasheet/9b/59/47/c6/2d/59/4c/56/CD00166760.pdf/files/CD00166760.pdf/jcr:content/translations/en.CD00166760.pdf,//media.digikey.com/Renders/STMicro%20Renders/PowerSSO-36%20Exposed%20Bottom%20Pad.jpg,497-11458-1-ND,STA333BW13TR,STMicroelectronics,IC DAS 2CH MICROLESS POWERSSO36,960,0,"4.62000","0","1","Cut Tape (CT)","Sound Terminal™","Active","Fully Integrated Processor","Pre-Amplifier","2","I²C, I²S","4.5V ~ 21.5V","-20°C ~ 70°C (TA)","Full Flexible Amplification","36-BFSOP (0.295"", 7.50mm Width) Exposed Pad","PowerSSO-36 EPD"
http://www.st.com/content/ccc/resource/technical/document/datasheet/9b/59/47/c6/2d/59/4c/56/CD00166760.pdf/files/CD00166760.pdf/jcr:content/translations/en.CD00166760.pdf,//media.digikey.com/Renders/STMicro%20Renders/PowerSSO-36%20Exposed%20Bottom%20Pad.jpg,497-11458-6-ND,STA333BW13TR,STMicroelectronics,IC DAS 2CH MICROLESS POWERSSO36,960,0,"Digi-Reel","0","1","Digi-Reel®","Sound Terminal™","Active","Fully Integrated Processor","Pre-Amplifier","2","I²C, I²S","4.5V ~ 21.5V","-20°C ~ 70°C (TA)","Full Flexible Amplification","36-BFSOP (0.295"", 7.50mm Width) Exposed Pad","PowerSSO-36 EPD"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/34/f3/82/e2/60/ca/44/8a/DM00299769/files/DM00299769.pdf/jcr:content/translations/en.DM00299769.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg,497-16704-2-ND,STA321MPL1TR,STMicroelectronics,IC AUDIO PROCESSOR 8CHAN 64TQFP,0,0,"2.41500","0","1000","Tape & Reel (TR)","-","Active","Fully Integrated Processor","Pre-Amplifier","8","I²C, I²S","3V ~ 3.6V","-40°C ~ 125°C (TJ)","Full Flexible Amplification","64-LQFP","64-TQFP (10x10)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/34/f3/82/e2/60/ca/44/8a/DM00299769/files/DM00299769.pdf/jcr:content/translations/en.DM00299769.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg,497-16704-1-ND,STA321MPL1TR,STMicroelectronics,IC AUDIO PROCESSOR 8CHAN 64TQFP,150,0,"4.71000","0","1","Cut Tape (CT)","-","Active","Fully Integrated Processor","Pre-Amplifier","8","I²C, I²S","3V ~ 3.6V","-40°C ~ 125°C (TJ)","Full Flexible Amplification","64-LQFP","64-TQFP (10x10)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group3/34/f3/82/e2/60/ca/44/8a/DM00299769/files/DM00299769.pdf/jcr:content/translations/en.DM00299769.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/64-LQFP.jpg,497-16704-6-ND,STA321MPL1TR,STMicroelectronics,IC AUDIO PROCESSOR 8CHAN 64TQFP,150,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Fully Integrated Processor","Pre-Amplifier","8","I²C, I²S","3V ~ 3.6V","-40°C ~ 125°C (TJ)","Full Flexible Amplification","64-LQFP","64-TQFP (10x10)"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37513fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37515FS-E2TR-ND,BD37515FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 20SSOP,0,0,"2.43600","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37513fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37515FS-E2CT-ND,BD37515FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 20SSOP,1997,0,"4.75000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37513fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,BD37515FS-E2DKR-ND,BD37515FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 20SSOP,1997,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","20-SOP (0.213"", 5.40mm Width)","20-SSOPA"
//media.digikey.com/pdf/Data%20Sheets/NJR%20PDFs/NJW1151.pdf,//media.digikey.com/photos/NJR%20Photos/NJW1151M.JPG,NJW1151M-ND,NJW1151M,NJR Corporation/NJRC,IC ELECTRONIC VOLUME 6CH 30-DMP,932,0,"4.76000","0","1","Tube","-","Obsolete","Volume Control","Consumer Audio","6","I²C","8V ~ 15V","-40°C ~ 85°C (TA)","-79dB","30-DMP","30-SDMP"
-,//media.digikey.com/photos/Rohm%20Photos/511-22-SOP.jpg,BD3805F-E2TR-ND,BD3805F-E2,Rohm Semiconductor,IC SOUND PROCESSOR SCF 22SOP,0,0,"2.45000","0","2000","Tape & Reel (TR)","-","Not For New Designs","Audio Processor","Audio Systems","4","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","22-SOIC (0.213"", 5.40mm Width)","22-SOP"
-,//media.digikey.com/photos/Rohm%20Photos/511-22-SOP.jpg,BD3805F-E2CT-ND,BD3805F-E2,Rohm Semiconductor,IC SOUND PROCESSOR SCF 22SOP,1998,0,"4.78000","0","1","Cut Tape (CT)","-","Not For New Designs","-","-","-","-","-","-","-","22-SOIC (0.213"", 5.40mm Width)","22-SOP"
-,//media.digikey.com/photos/Rohm%20Photos/511-22-SOP.jpg,BD3805F-E2DKR-ND,BD3805F-E2,Rohm Semiconductor,IC SOUND PROCESSOR SCF 22SOP,1998,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","-","-","-","-","-","-","-","22-SOIC (0.213"", 5.40mm Width)","22-SOP"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37522fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-xSOP.jpg,BD37523FS-E2TR-ND,BD37523FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 24-SSOP,0,0,"2.53400","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","24-SOP (0.213"", 5.40mm Width)","24-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37522fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-xSOP.jpg,BD37523FS-E2CT-ND,BD37523FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 24-SSOP,1600,0,"4.94000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","24-SOP (0.213"", 5.40mm Width)","24-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37522fs-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-xSOP.jpg,BD37523FS-E2DKR-ND,BD37523FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 24-SSOP,1600,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","24-SOP (0.213"", 5.40mm Width)","24-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37532FV-E2TR-ND,BD37532FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,0,0,"2.56550","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37532FV-E2CT-ND,BD37532FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,1817,0,"5.00000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37531fv-e.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/28-SOIC.jpg,BD37532FV-E2DKR-ND,BD37532FV-E2,Rohm Semiconductor,IC SOUND PROCESSOR 28-SSOP,1817,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","28-LSSOP (0.220"", 5.60mm Width)","28-SSOPB"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37541fs-e.pdf,//media.digikey.com/renders/Rohm%20Renders/32-SSOP_SSOPA32%20Pkg.jpg,BD37541FS-E2TR-ND,BD37541FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 32SSOP,0,0,"2.60050","0","2000","Tape & Reel (TR)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","32-SOP (0.213"", 5.40mm Width)","32-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37541fs-e.pdf,//media.digikey.com/renders/Rohm%20Renders/32-SSOP_SSOPA32%20Pkg.jpg,BD37541FS-E2CT-ND,BD37541FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 32SSOP,1997,0,"5.07000","0","1","Cut Tape (CT)","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","32-SOP (0.213"", 5.40mm Width)","32-SSOPA"
http://rohmfs.rohm.com/en/products/databook/datasheet/ic/audio_video/audio_processor/bd37541fs-e.pdf,//media.digikey.com/renders/Rohm%20Renders/32-SSOP_SSOPA32%20Pkg.jpg,BD37541FS-E2DKR-ND,BD37541FS-E2,Rohm Semiconductor,IC SOUND PROCESSOR 32SSOP,1997,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Audio Tone Processor","Automotive Audio, Consumer Audio","5","I²C","7V ~ 9.5V","-40°C ~ 85°C (TA)","-","32-SOP (0.213"", 5.40mm Width)","32-SSOPA"
https://www.akm.com/akm/en/file/datasheet/AK4113VF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4113VFP-E2.jpg,974-1003-2-ND,AK4113VF,AKM Semiconductor Inc.,IC RCVR DGTL AUD 30VSOP,0,0,"2.49200","0","1000","Tape & Reel (TR)","-","Active","Audio Receiver","Digital Audio Interfacing","6","I²C","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","8kHz ~ 216kHz","30-LSSOP (0.220"", 5.60mm Width)","30-VSOP"
https://www.akm.com/akm/en/file/datasheet/AK4113VF.pdf,//media.digikey.com/Photos/AKM%20Semiconductor/AK4113VFP-E2.jpg,974-1003-1-ND,AK4113VF,AKM Semiconductor Inc.,IC RCVR DGTL AUD 30VSOP,169,0,"5.13000","0","1","Cut Tape (CT)","-","Active","Audio Receiver","Digital Audio Interfacing","6","I²C","2.7V ~ 3.6V","-40°C ~ 85°C (TA)","8kHz ~ 216kHz","30-LSSOP (0.220"", 5.60mm Width)","30-VSOP"
