Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Primary","Voltage - Secondary","Power (Watts)","1st Connector","2nd Connector"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HB25S-ND,ES5HB25S,SolaHD,25KVA 240X480-120/240 1P 80C,0,0,"1804.06000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB15S-ND,E5HB15S,SolaHD,15KVA 480D-240DCT 80C,0,0,"1852.79000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HF37S-ND,ES5HF37S,SolaHD,37KVA 240X480-120/240 1P 115C,0,0,"1965.55000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H63S-ND,DT631H63S,SolaHD,63KVA 575D-230Y SCR DRIVE,0,0,"2037.24000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H63S-ND,DT651H63S,SolaHD,63KVA 460D-460Y SCR DRIVE,0,0,"2037.24000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H63S-ND,DT661H63S,SolaHD,63KVA 460D-230Y SCR DRIVE,0,0,"2037.24000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H15SCU-ND,E2H15SCU,SolaHD,15KVA 480D-208Y CU,0,0,"2061.74000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-ES5H75S-ND,ES5H75S,SolaHD,75KVA 240X480-120/240 1PH,0,0,"2138.76000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HB37S-ND,ES5HB37S,SolaHD,37KVA 240X480-120/240 1P 80C,0,0,"2154.72000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H75-ND,E2H75,SolaHD,75KVA 480D-208Y NO ESS,0,0,"2193.93000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E3H45S-ND,E3H45S,SolaHD,45KVA 208D-208Y,0,0,"2195.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E6H45S-ND,E6H45S,SolaHD,45KVA 240D-208Y,0,0,"2195.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E79H45S-ND,E79H45S,SolaHD,LVGP DOE2016 45KVA 480D-380Y,0,0,"2195.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H45S-ND,E81H45S,SolaHD,LVGP DOE2016 45KVA 480D-480Y,0,0,"2195.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E84H45S-ND,E84H45S,SolaHD,45KVA 208D-480Y,0,0,"2195.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E85H45S-ND,E85H45S,SolaHD,45KVA 240D-480Y,0,0,"2195.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H75S-ND,E2H75S,SolaHD,75KVA 480D-208Y,0,0,"2219.35000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H75-ND,E5H75,SolaHD,75KVA 480D-240DCT NO ESS,0,0,"2237.46000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H75S-ND,DT631H75S,SolaHD,75KVA 575D-230Y SCR DRIVE,0,0,"2240.87000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H75S-ND,DT651H75S,SolaHD,75KVA 460D-460Y SCR DRIVE,0,0,"2240.87000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H75S-ND,DT661H75S,SolaHD,75KVA 460D-230Y SCR DRIVE,0,0,"2240.87000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF30S-ND,E2HF30S,SolaHD,30KVA 480D-208Y 115C,0,0,"2304.43000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H75S-ND,E5H75S,SolaHD,75KVA 480D-240DCT,0,0,"2375.04000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H30SCU-ND,E2H30SCU,SolaHD,30KVA 480D-208Y CU,0,0,"2379.21000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF30S-ND,E5HF30S,SolaHD,30KVA 480D-240DCT 115C,0,0,"2419.90000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E84H75S-ND,E84H75S,SolaHD,75KVA 208D-480Y,0,0,"2516.36000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB30S-ND,E2HB30S,SolaHD,30KVA 480D-208Y 80C,0,0,"2535.39000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB30S-ND,E5HB30S,SolaHD,30KVA 480D-240DCT 80C,0,0,"2658.56000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HF50S-ND,ES5HF50S,SolaHD,50KVA 240X480-120/240 1P 115C,0,0,"2703.79000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H93S-ND,DT631H93S,SolaHD,93KVA 575D-230Y SCR DRIVE,0,0,"2740.88000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H93S-ND,DT651H93S,SolaHD,93KVA 460D-460Y SCR DRIVE,0,0,"2740.88000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H93S-ND,DT661H93S,SolaHD,93KVA 460D-230Y SCR DRIVE,0,0,"2740.88000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E3H75S-ND,E3H75S,SolaHD,75KVA 208D-208Y,0,0,"2844.58000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E6H75S-ND,E6H75S,SolaHD,75KVA 240D-208Y,0,0,"2844.58000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E79H75S-ND,E79H75S,SolaHD,75KVA 480D-380Y,0,0,"2844.58000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H75S-ND,E81H75S,SolaHD,75KVA 480D-480Y,0,0,"2844.58000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E85H75S-ND,E85H75S,SolaHD,75KVA 240D-480Y,0,0,"2844.58000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-ES5H100S-ND,ES5H100S,SolaHD,100KVA 240X480-120/240 1PH,0,0,"2867.00000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF45S-ND,E2HF45S,SolaHD,45KVA 480D-208Y 115C,0,0,"2870.54000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H112S-ND,E2H112S,SolaHD,112.5KVA 480D-208Y,0,0,"2897.44000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H112S-ND,E5H112S,SolaHD,112.5KVA 480D-240DCT,0,0,"2928.41000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H45SCU-ND,E2H45SCU,SolaHD,45KVA 480D-208Y CU,0,0,"2936.67000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF45S-ND,E5HF45S,SolaHD,45KVA 480D-240DCT 115C,0,0,"3015.15000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HB50S-ND,ES5HB50S,SolaHD,50KVA 240X480-120/240 1P 80C,0,0,"3017.53000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H118S-ND,DT631H118S,SolaHD,118KVA 575D-230Y SCR DRIVE,0,0,"3138.66000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H118S-ND,DT651H118S,SolaHD,118KVA 460D-460Y SCR DRIVE,0,0,"3138.66000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H118S-ND,DT661H118S,SolaHD,118KVA 460D-230Y SCR DRIVE,0,0,"3138.66000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F2F45S-ND,F2F45S,SolaHD,45KVA 480D-208Y C1D2,0,0,"3195.64000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB45S-ND,E2HB45S,SolaHD,45KVA 480D-208Y 80C,0,0,"3298.98000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB45S-ND,E5HB45S,SolaHD,45KVA 480D-240DCT 80C,0,0,"3459.66000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF75S-ND,E2HF75S,SolaHD,75KVA 480D-208Y 115C,0,0,"3497.14000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H150S-ND,E2H150S,SolaHD,150KVA 480D-208Y,0,0,"3658.52000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB75S-ND,E2HB75S,SolaHD,75KVA 480D-208Y 80C,0,0,"3663.17000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF75S-ND,E5HF75S,SolaHD,75KVA 480D-240DCT 115C,0,0,"3673.87000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HF75S-ND,ES5HF75S,SolaHD,75KVA 240X480-120/240 1P 115C,0,0,"3681.94000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H75SCU-ND,E2H75SCU,SolaHD,75KVA 480D-208Y CU,0,0,"3713.06000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H145S-ND,DT631H145S,SolaHD,145KVA 575D-230Y SCR DRIVE,0,0,"3731.35000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H145S-ND,DT651H145S,SolaHD,145KVA 460D-460Y SCR DRIVE,0,0,"3731.35000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H145S-ND,DT661H145S,SolaHD,145KVA 460D-230Y SCR DRIVE,0,0,"3731.35000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F81F45S-ND,F81F45S,SolaHD,45KVA 480D-480Y C1D2,0,0,"3770.86000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HB75S-ND,ES5HB75S,SolaHD,75KVA 240X480-120/240 1P 80C,0,0,"3838.83000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB75S-ND,E5HB75S,SolaHD,75KVA 480D-240DCT 80C,0,0,"3845.26000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H150S-ND,E5H150S,SolaHD,150KVA 480D-240DCT,0,0,"3850.05000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-23-23-230-8-ND,23-23-230-8,SolaHD,3000VA CVS VOLTAGE REGULATOR,0,0,"4144.31000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E3H112S-ND,E3H112S,SolaHD,112.5KVA 208D-208Y,0,0,"4229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E6H112S-ND,E6H112S,SolaHD,112.5KVA 240D-208Y,0,0,"4229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E79H112S-ND,E79H112S,SolaHD,112.5KVA 480D-380Y,0,0,"4229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H112S-ND,E81H112S,SolaHD,112.5KVA 480D-480Y,0,0,"4229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E84H112S-ND,E84H112S,SolaHD,112.5KVA 208D-480Y,0,0,"4229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E85H112S-ND,E85H112S,SolaHD,112.5KVA 240D-480Y,0,0,"4229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H175S-ND,DT631H175S,SolaHD,175KVA 575D-230Y SCR DRIVE,0,0,"4342.28000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H175S-ND,DT651H175S,SolaHD,175KVA 460D-460Y SCR DRIVE,0,0,"4342.28000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H175S-ND,DT661H175S,SolaHD,175KVA 460D-230Y SCR DRIVE,0,0,"4342.28000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-ES5H167S-ND,ES5H167S,SolaHD,167KVA 240X480-120/240 1PH,0,0,"4571.30000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HF100S-ND,ES5HF100S,SolaHD,100KVA 240X480-120/240 1P 115C,0,0,"4807.75000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H225S-ND,E5H225S,SolaHD,225KVA 480D-240DCT,0,0,"5027.94000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H220S-ND,DT631H220S,SolaHD,220KVA 575D-230Y SCR DRIVE,0,0,"5064.40000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H220S-ND,DT651H220S,SolaHD,220KVA 460D-460Y SCR DRIVE,0,0,"5064.40000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H220S-ND,DT661H220S,SolaHD,220KVA 460D-230Y SCR DRIVE,0,0,"5064.40000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-low-temperature-rise-transformers-en-us-164090.pdf,-,2106-ES5HB100S-ND,ES5HB100S,SolaHD,100KVA 240X480-120/240 1P 80C,0,0,"5066.13000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H225S-ND,E2H225S,SolaHD,225KVA 480D-208Y,0,0,"5142.42000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF112S-ND,E2HF112S,SolaHD,112.5KVA 480D-208Y 115C,0,0,"5221.61000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF112S-ND,E5HF112S,SolaHD,112.5KVA 480D-240DCT 115C,0,0,"5382.28000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F2F75S-ND,F2F75S,SolaHD,75KVA 480D-208Y C1D2,0,0,"5433.72000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB112S-ND,E2HB112S,SolaHD,112.5KVA 480D-208Y 80C,0,0,"5451.90000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E3H150S-ND,E3H150S,SolaHD,150KVA 208D-208Y,0,0,"5578.33000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E6H150S-ND,E6H150S,SolaHD,150KVA 240D-208Y,0,0,"5578.33000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E79H150S-ND,E79H150S,SolaHD,150KVA 480D-380Y,0,0,"5578.33000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H150S-ND,E81H150S,SolaHD,150KVA 480D-480Y,0,0,"5578.33000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E84H150S-ND,E84H150S,SolaHD,150KVA 208D-480Y,0,0,"5578.33000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E85H150S-ND,E85H150S,SolaHD,150KVA 240D-480Y,0,0,"5578.33000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H112SCU-ND,E2H112SCU,SolaHD,112.5KVA 480D-208Y CU,0,0,"5646.47000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HB112S-ND,E5HB112S,SolaHD,112.5KVA 480D-240DCT 80C,0,0,"5660.76000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H275S-ND,DT631H275S,SolaHD,275KVA 575D-230Y SCR DRIVE,0,0,"6006.07000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H275S-ND,DT651H275S,SolaHD,275KVA 460D-460Y SCR DRIVE,0,0,"6006.07000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H275S-ND,DT661H275S,SolaHD,275KVA 460D-230Y SCR DRIVE,0,0,"6006.07000","0","1","*","Active","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/su20kxfmrt4u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SU20KXFMRT4U.jpg,SU20KXFMRT4U-ND,SU20KXFMRT4U,Tripp Lite,STEP-DOWN TRANSFORMER,0,0,"6077.80000","0","1","-","Active","Standby (No Regulation)","-","-","-","-","-"
-,-,2106-F81F75S-ND,F81F75S,SolaHD,75KVA 480D-480Y C1D2,0,0,"6411.79000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-23-23-250-8-ND,23-23-250-8,SolaHD,5000VA CVS VOLTAGE REGULATOR,0,0,"6468.83000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F2F75SCU-ND,F2F75SCU,SolaHD,75KVA 480D-208Y CU C1D2,0,0,"6792.15000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H300S-ND,E2H300S,SolaHD,300KVA 480D-208Y,0,0,"6917.61000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E5H300S-ND,E5H300S,SolaHD,300KVA 480D-240DCT,0,0,"6917.61000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF150S-ND,E2HF150S,SolaHD,150KVA 480D-208Y 115C,0,0,"6930.02000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E81H225S-ND,E81H225S,SolaHD,225KVA 480D-480Y,0,0,"7025.02000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E5HF150S-ND,E5HF150S,SolaHD,150KVA 480D-240DCT 115C,0,0,"7149.59000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT631H330S-ND,DT631H330S,SolaHD,330KVA 575D-230Y SCR DRIVE,0,0,"7177.48000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT651H330S-ND,DT651H330S,SolaHD,330KVA 460D-460Y SCR DRIVE,0,0,"7177.48000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HB150S-ND,E2HB150S,SolaHD,150KVA 480D-208Y 80C,0,0,"7229.92000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-general-purpose-transformers-en-us-175176.pdf,-,2106-E2H150SCU-ND,E2H150SCU,SolaHD,150KVA 480D-208Y CU,0,0,"7292.03000","0","1","*","Active","-","-","-","-","-","-"
https://www.emerson.com/documents/automation/catalog-solahd-drive-isolation-transformers-en-us-163704.pdf,-,2106-DT661H330S-ND,DT661H330S,SolaHD,330KVA 460D-230Y SCR DRIVE,0,0,"7503.73000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-23-28-275-6-ND,23-28-275-6,SolaHD,7500VA CVS VOLTAGE REGULATOR,0,0,"7648.74000","0","1","*","Active","-","-","-","-","-","-"
http://www.emerson.com/resource/blob/164090/d00b8249206ca0c32f19a78f7959db95/shdcat-low-temp-rise-data.pdf,-,2106-E2HF225S-ND,E2HF225S,SolaHD,225KVA 480D-208Y 115C,0,0,"8003.90000","0","1","*","Active","-","-","-","-","-","-"
-,-,2106-F81F75SCU-ND,F81F75SCU,SolaHD,75KVA 480D-480Y CU C1D2,0,0,"8014.73000","0","1","*","Active","-","-","-","-","-","-"
