Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Edition","License Length","License - User Details","Operating System","For Use With/Related Products","Media Delivery Type"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/2DEdgeDetectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EDGE-DET-X2-U1-ND,EDGE-DET-X2-U1,Lattice Semiconductor Corporation,IP CORE 2D EDGE DETECTOR XP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-COMP-E2-U2-ND,FFT-COMP-E2-U2,Lattice Semiconductor Corporation,FFT COMPILER EC/ECP USER CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-COMP-E3-U2-ND,FFT-COMP-E3-U2,Lattice Semiconductor Corporation,FFT COMPILER ECP3 USER CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-COMP-EP-U1-ND,FFT-COMP-EP-U1,Lattice Semiconductor Corporation,SITE LIC FFT COMPILER LATTICECP,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-COMP-P2-U2-ND,FFT-COMP-P2-U2,Lattice Semiconductor Corporation,FFT COMPILER ECP2 USER CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-COMP-PM-U2-ND,FFT-COMP-PM-U2,Lattice Semiconductor Corporation,FFT COMPILER ECP2M USER CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-COMP-X2-U2-ND,FFT-COMP-X2-U2,Lattice Semiconductor Corporation,FFT COMPILER LATTICEXP2 CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG54FFTCompilerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FFT-IFFT-E3-U1-ND,FFT-IFFT-E3-U1,Lattice Semiconductor Corporation,FFT/INVERSE FFT 64-64K ECP3 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/FIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FIR-COMP-E2-U4-ND,FIR-COMP-E2-U4,Lattice Semiconductor Corporation,FIR FILTER GENERATOR EC/ECP CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/FIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FIR-COMP-E3-U4-ND,FIR-COMP-E3-U4,Lattice Semiconductor Corporation,FIR FILTER GENERATOR ECP3 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/FIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FIR-COMP-P2-U4-ND,FIR-COMP-P2-U4,Lattice Semiconductor Corporation,FIR FILTER GENERATOR ECP2 CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/FIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FIR-COMP-PM-U4-ND,FIR-COMP-PM-U4,Lattice Semiconductor Corporation,FIR FILTER GENERATOR ECP2M CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/FIRFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,FIR-COMP-X2-U4-ND,FIR-COMP-X2-U4,Lattice Semiconductor Corporation,FIR FILTER GENERATOR XP2 CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/GammaCorrectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GAMMA-P2-U1-ND,GAMMA-P2-U1,Lattice Semiconductor Corporation,GAMMA CORRECTOR ECP2 USER CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/GammaCorrectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GAMMA-PM-U1-ND,GAMMA-PM-U1,Lattice Semiconductor Corporation,GAMMA CORRECTOR ECP2M USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/SGMIIandGbEthernetPCSIPCoreUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GBE-SGMII-E3-U1-ND,GBE-SGMII-E3-U1,Lattice Semiconductor Corporation,IP CORE GBE PCS SGMII ECP3 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/SGMIIandGbEthernetPCSIPCoreUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GBE-SGMII-PM-U1-ND,GBE-SGMII-PM-U1,Lattice Semiconductor Corporation,IP CORE GBE PCS SGMII ECP2M CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/SGMIIandGbEthernetPCSIPCoreUserGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GBE-SGMII-SC-U1-ND,GBE-SGMII-SC-U1,Lattice Semiconductor Corporation,IP CORE GBE PCS SGMII SC/SCM,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/JL/JESD204AIPCore.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,JESD-204A-E3-U-ND,JESD-204A-E3-U,Lattice Semiconductor Corporation,IP INTERFACE DATA-LOGIC ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/MedianFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,MED-FILT-E3-U1-ND,MED-FILT-E3-U1,Lattice Semiconductor Corporation,IP CORE MEDIAN FILTER ECP3 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/MedianFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,MED-FILT-P2-U1-ND,MED-FILT-P2-U1,Lattice Semiconductor Corporation,IP CORE MEDIAN FILTER ECP2 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/MedianFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,MED-FILT-PM-U1-ND,MED-FILT-PM-U1,Lattice Semiconductor Corporation,IP CORE MEDIAN FILTER ECP2M CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/MedianFilterIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,MED-FILT-X2-U1-ND,MED-FILT-X2-U1,Lattice Semiconductor Corporation,IP CORE MEDIAN FILTER XP2 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-E2-U2-ND,NCO-DDS-E2-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS EC/ECP CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-E3-U2-ND,NCO-DDS-E3-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS ECP3 USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-P2-U2-ND,NCO-DDS-P2-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS ECP2 USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-PM-U2-ND,NCO-DDS-PM-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS ECP2M USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-SC-U2-ND,NCO-DDS-SC-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS SC/SCM CONFIG,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-X2-U2-ND,NCO-DDS-X2-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS LATTICEXP2 CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/MQ/NumericallyControlledOscillatorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,NCO-DDS-XM-U2-ND,NCO-DDS-XM-U2,Lattice Semiconductor Corporation,IP CORE NCO/DDS LATTICEXM CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-E2-U4-ND,TS-MAC-E2-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC TRI-SPEED EC/ECP,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-E3-U4-ND,TS-MAC-E3-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC TRI-SPEED ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-P2-U4-ND,TS-MAC-P2-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC TRI-SPEED ECP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-PM-U4-ND,TS-MAC-PM-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC TRI-SPEED ECP2M,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-SC-U4-ND,TS-MAC-SC-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC TRI-SPEED SC/SCM,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-X2-U4-ND,TS-MAC-X2-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC 3SPD LATTICEXP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/TriSpeedEthernetMACUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,TS-MAC-XM-U4-ND,TS-MAC-XM-U4,Lattice Semiconductor Corporation,IP CORE ETH MAC TRI-SPEED XP,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/XAUIIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,XAUI-E3-U1-ND,XAUI-E3-U1,Lattice Semiconductor Corporation,IP CORE XAUI 10GB ECP3 USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/XAUIIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,XAUI-PM-U1-ND,XAUI-PM-U1,Lattice Semiconductor Corporation,IP CORE XAUI 10GB ECP2M CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDR3PHYIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR3-PHY-E3-U-ND,DDR3-PHY-E3-U,Lattice Semiconductor Corporation,IP CORE DDR3 PHY ECP3 USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/JL/LPDDRSDRAMControllerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,LPDDRCT-WB-M2-U-ND,LPDDRCT-WB-M2-U,Lattice Semiconductor Corporation,LPDDR-SDRAM CTRLR FOR MACHXO2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DividerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DIVIDE-X2-U-ND,DIVIDE-X2-U,Lattice Semiconductor Corporation,IP MODULE DIVIDER,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRDDR2SDRAMControllerPipelinedMachXO2IPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR2CTWB-M2-U-ND,DDR2CTWB-M2-U,Lattice Semiconductor Corporation,IP CORE DDR2 SDRAM XO2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DDRDDR2SDRAMControllerPipelinedMachXO2IPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDRCTWB-M2-U-ND,DDRCTWB-M2-U,Lattice Semiconductor Corporation,IP CORE DDR SDRAM XO2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DIM-1PLL-M2-U-ND,DIM-1PLL-M2-U,Lattice Semiconductor Corporation,IP CORE MULTIPLEXER 1PLLXO2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DIM-2PLL-M2-U-ND,DIM-2PLL-M2-U,Lattice Semiconductor Corporation,IP CORE MULTIPLEXER 2PLLXO2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DividerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DIVIDE-P2-U-ND,DIVIDE-P2-U,Lattice Semiconductor Corporation,IP CORE DIVIDER ECP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/DividerIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DIVIDE-PM-U-ND,DIVIDE-PM-U,Lattice Semiconductor Corporation,IP CORE DIVIDER ECP2M,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/GammaCorrectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GAMMA-E3-U1-ND,GAMMA-E3-U1,Lattice Semiconductor Corporation,IP CORE GAMMA CORRECTOR ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/GammaCorrectorIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GAMMA-X2-U1-ND,GAMMA-X2-U1,Lattice Semiconductor Corporation,IP CORE GAMMA CORRECTOR XP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/VideoFrameBufferIPCoreUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,VFB-E3-U-ND,VFB-E3-U,Lattice Semiconductor Corporation,IP CORE VIDEO FRAME BUFFER ECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/VideoFrameBufferIPCoreUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,VFB-P2-U-ND,VFB-P2-U,Lattice Semiconductor Corporation,IP CORE VIDEO FRAME BUFFER ECP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/VideoFrameBufferIPCoreUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,VFB-PM-U-ND,VFB-PM-U,Lattice Semiconductor Corporation,IP CORE VIDEO FRAME BUFFER ECP2M,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/VideoFrameBufferIPCoreUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,VFB-X2-U-ND,VFB-X2-U,Lattice Semiconductor Corporation,IP CORE VIDEO FRAME BUFFER XP2,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/view_document?document_id=50740,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,JESD-204B-E3-U1-ND,JESD-204B-E3-U1,Lattice Semiconductor Corporation,JESD204B FOR LATTICEECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/EI/IPUG111.pd,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,JESD-207-E3-U1-ND,JESD-207-E3-U1,Lattice Semiconductor Corporation,JESD207 FOR LATTICEECP3,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR3-E5-U-ND,DDR3-E5-U,Lattice Semiconductor Corporation,IC CORE DDR3 SDRAM CTLR,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DDR3-PHY-E5-U-ND,DDR3-PHY-E5-U,Lattice Semiconductor Corporation,IP CORE DDR3 PHY ECP5 USER CONF,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GAMMA-E5-U-ND,GAMMA-E5-U,Lattice Semiconductor Corporation,IP CORE GAMMA CORRECTOR ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/LatticeECP3andECP5SGMIIandGbEthernetPCS%20IPCoreUserGuid.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,GBE-SGMII-E5-U-ND,GBE-SGMII-E5-U,Lattice Semiconductor Corporation,IP CORE GBE PCS SGMII ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,JESD-204B-E5-U-ND,JESD-204B-E5-U,Lattice Semiconductor Corporation,JESD204B FOR ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/JL/LPDDR3SDRAMControllerIPUG110.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,LPDDR3-E5-U-ND,LPDDR3-E5-U,Lattice Semiconductor Corporation,IC LPDDR3 SDRAM FOR ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/RZ/VideoFrameBufferIPCoreUsersGuide.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,VFB-E5-U-ND,VFB-E5-U,Lattice Semiconductor Corporation,VIDEO FRAME BUFFER FOR ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/JL/LatticeECP3ECP5XAUIIPCoreUsersGuideipug115.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,XAUI-E5-U-ND,XAUI-E5-U,Lattice Semiconductor Corporation,XAUI FOR ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","Electronically Delivered"
-,-,220-2120-ND,DS-CONN-ST-U,Lattice Semiconductor Corporation,CONNECTIVITY IP SUITE CONSISTING,0,0,"1137.06000","0","1","-","Active","License","-","-","-","-","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/view_document?document_id=28236,-,FFT-COMP-E5-U-ND,FFT-COMP-E5-U,Lattice Semiconductor Corporation,FFT COMPILER FOR ECP5 SINGLE D,0,0,"1137.06000","0","1","-","Active","License","-","-","-","Project","-","-","Electronically Delivered"
http://www.latticesemi.com/view_document?document_id=9073,-,LPDDR2L-E5-U-ND,LPDDR2L-E5-U,Lattice Semiconductor Corporation,LPDDR2 LITE SDRAM CONTROLLER FOR,0,0,"1137.06000","0","1","-","Active","License","-","-","-","Project","-","-","Electronically Delivered"
http://www.latticesemi.com/view_document?document_id=30831,-,FIR-COMP-E5-U-ND,FIR-COMP-E5-U,Lattice Semiconductor Corporation,LICENSE PROJ FIR FILTER ECP5,0,0,"1137.06000","0","1","LatticeCORE™","Active","License","-","-","-","Project","-","Lattice","-"
