Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Applications","Edition","License Length","License - User Details","Operating System","For Use With/Related Products","Media Delivery Type"
http://www.equinox-tech.com/downloads/Equinox/ApplicationNotes/AN101_ATmega_SPI_ISP_v117_110209.pdf,//media.digikey.com/photos/Equinox%20Tech%20Photos/FS2003-UPG7.JPG,483-1009-ND,FS2003-UPG7,Equinox Technologies,UPGRADE FS2003 JTAG ISP AVR MCU,0,0,"249.95000","0","1","-","Active","Programming Atmel AVR MCUs","Programming","Upgrade","-","-","-","FS2003","-"
//media.digikey.com/pdf/Data%20Sheets/Equinox%20Technologies/FS2009-UPG7.pdf,-,FS2009-UPG7-ND,FS2009-UPG7,Equinox Technologies,UPGRADE FS2009 AVR JTAG,0,0,"249.95000","0","1","-","Active","Programming Atmel AVR MCUs","Programming","Upgrade","-","-","-","FS2009","-"
-,-,ED32PR7EW-0A-ND,ED32PR7EW-0A,"Lantronix, Inc.",EXTENDED WARRANTY: 3RD YEAR COVE,0,0,"250.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2700184.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2700184-ND,2700184,Phoenix Contact,FL MGUARD LIC LIFETIME FW,0,0,"255.00000","0","1","-","Active","License","-","-","-","-","-","-","-"
http://www.echelon.com/assets/blt62f62cef534da5f1/IzoT-Network-Services-Server-datasheet.pdf,//media.digikey.com/Photos/Echelon%20Photos/echelon_color.jpg,38200-400-ND,38200-400,Echelon Corporation,OPENLNS SERVER STAND ED KEY,0,0,"259.68000","0","1","-","Active","Design, Commissioning Tool","Networking","Standard","-","-","Windows XP, Vista, Server 2008, 7","-","Electronically Delivered"
-,-,FR2ACPSSERV-0B-ND,FR2ACPSSERV-0B,"Lantronix, Inc.",EXTENDED PREMIUM SERVICE (MAXIMU,0,0,"264.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,ED16PR7EW-0C-ND,ED16PR7EW-0C,"Lantronix, Inc.","EXTENDED WARRANTY: 3RD, 4TH & 5T",0,0,"270.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
-,-,FR16IOSERV-0A-ND,FR16IOSERV-0A,"Lantronix, Inc.",PREMIUM SERVICE: ADDS 24X7 TECH,0,0,"286.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.st.com/content/ccc/resource/technical/document/data_brief/7a/ba/37/86/1f/78/4c/a7/DM00094241.pdf/files/DM00094241.pdf/jcr:content/translations/en.DM00094241.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,SPC5-UDEDEBG-TL-ND,SPC5-UDEDEBG-TL,STMicroelectronics,LICENSE SPC-UDESTK UNLIMITED USE,0,0,"292.60000","0","1","-","Active","License","Programming","-","1 Year","Unlimited Connections","Windows XP, Vista, 7, 8","SPC5","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-ALPLD-ND,CPI2-D-ALPLD,Phyton Inc.,ALTERA PLDS DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-ATCM-ND,CPI2-D-ATCM,Phyton Inc.,MICROCHIP & ATMEL CORTEX DEVICE,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-CY8C3-ND,CPI2-D-CY8C3,Phyton Inc.,CYPRESS CY8C2XXX & CY8C3XXX DEVI,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-CYCM-ND,CPI2-D-CYCM,Phyton Inc.,CYPRESS CORTEX DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-ELMOS-ND,CPI2-D-ELMOS,Phyton Inc.,ELMOS CONTROLLER LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-FR0812-ND,CPI2-D-FR0812,Phyton Inc.,NXP & FREESCALE HC08/S08/S12 DEV,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-FRCM-ND,CPI2-D-FRCM,Phyton Inc.,NXP & FREESCALE CORTEX DEVICE LI,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-INSP-ND,CPI2-D-INSP,Phyton Inc.,INFINEON SP3X/SP4X DEVICE LIBRAR,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-ISD2-ND,CPI2-D-ISD2,Phyton Inc.,NUVOTON ISD2XXX CHIPCORDER DEVIC,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-MWCM-ND,CPI2-D-MWCM,Phyton Inc.,MARVEL CORTEX DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-NRCM-ND,CPI2-D-NRCM,Phyton Inc.,NORDIC CORTEX DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-NX56-ND,CPI2-D-NX56,Phyton Inc.,NXP SPC56 & ST SPC56 DEVICE LIBR,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-NXJN-ND,CPI2-D-NXJN,Phyton Inc.,NXP PCF79XX & JN51XXX DEVICE LIB,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-PIC32-ND,CPI2-D-PIC32,Phyton Inc.,"MICROCHIP PIC24/32, DSPIC30/33 D",0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-RE26-ND,CPI2-D-RE26,Phyton Inc.,RENESAS RL78/RX200/RX6XXX DEVICE,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-RE85-ND,CPI2-D-RE85,Phyton Inc.,RENESAS V850 DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-RE8C-ND,CPI2-D-RE8C,Phyton Inc.,RENESAS R8C DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-SL51-ND,CPI2-D-SL51,Phyton Inc.,SILICON LABS EFM8/8051 DEVICE LI,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-SLCM-ND,CPI2-D-SLCM,Phyton Inc.,SILICON LABS CORTEX DEVICE LIBRA,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-STCM-ND,CPI2-D-STCM,Phyton Inc.,ST MICROELECTRONICS CORTEX DEVIC,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-STM8-ND,CPI2-D-STM8,Phyton Inc.,ST MICROELECTRONICS ST7/STM8 DEV,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-TI430-ND,CPI2-D-TI430,Phyton Inc.,TEXAS INSTRUMENTS MSP430 DEVICE,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-TICM-ND,CPI2-D-TICM,Phyton Inc.,TEXAS INSTRUMENTS CORTEX DEVICE,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/LIbrary_Licenses_Web.pdf,-,CPI2-D-UPD78-ND,CPI2-D-UPD78,Phyton Inc.,RENESAS UPD78XX DEVICE LIBRARY,0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","CPI2","Electronically Delivered"
-,-,CA251-SM-LC-ND,CA251-SM-LC,ARM,CA251 SUPPORT EXTENSION (LIC),0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,CA51-SM-LC-ND,CA51-SM-LC,ARM,CA51 SUPPORT EXTENSION (LIC),0,0,"300.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,ED32PR7EW-0B-ND,ED32PR7EW-0B,"Lantronix, Inc.",EXTENDED WARRANTY: 3RD & 4TH YEA,0,0,"300.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRL-STD-1U-ND,YCCRL-STD-1U,Renesas Electronics America,ANNUAL LICENSE FOR CC-RL STD,0,0,"305.59000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRX-STD-1U-ND,YCCRX-STD-1U,Renesas Electronics America,ANNUAL LICENSE FOR CC-RX STD,0,0,"305.59000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,96SW-OFFHOM16-EN-ND,96SW-OFFHOM16-EN,Advantech Corp,OFFICE 2016 HOME DSP 32/64BIT EN,0,0,"307.23000","0","1","-","Active","License","-","-","-","-","-","-","-"
http://advdownload.advantech.com/productfile/PIS/USHOP%20STORE%20BI%20SERVER/Product%20-%20Datasheet/UShop%20Store%20%20BI_DS(10.29.17)20171229095054.pdf,-,968SPUSTL1-ND,968SPUSTL1,Advantech Corp,USHOP+ STORE BI PUBLIC CLOUD EIS,0,0,"319.20000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://www.ccsinfo.com/downloads/PCDReferenceManual.pdf,//media.digikey.com/Photos/Custom%20Computer%20Photos/MFG_Compiler%20with%20screen%20shot.jpg,429-1008-ND,52203-609,Custom Computer Services Inc. (CCS),"PCD C-COMPILER PIC24, DSPIC",0,0,"325.85000","0","1","-","Active","Compiler","Programming","-","-","1 User","Windows","dsPIC, PIC24","CD/DVD"
http://www.echelon.com/assets/bltb3847b481c41202e/Power-Line-Development-Support-Kit-datasheet.pdf,-,1499-1025-ND,17050R-23-27,Echelon Corporation,PL DSK 2.3,0,0,"325.98000","0","1","-","Active","Reference","Networking","-","-","-","-","PL 3120, PL 3150, PL 3170","Electronically Delivered"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2701455,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701453.jpg,2701455-ND,2701455,Phoenix Contact,VL PORTICO SERVER 4 CLIENT,0,0,"335.00000","0","1","-","Active","License","Remote Control","-","-","4 Clients","Windows XP, 7","-","-"
-,-,SLC8008SERV-0A-ND,SLC8008SERV-0A,"Lantronix, Inc.",PREMIUM SERVICES: 24X7 TECH SUPP,0,0,"335.50000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.panduit.com/heiler/InstallInstructions/WW-IDCB60%20INTL%20(CAD-Connect%20ProdBull)%20WEB%2012-15-11.pdf,-,PROG-CCCD-ND,PROG-CCCD,Panduit Corp,CAD-CONNECT LABELING SOFTWARE,0,0,"348.05000","0","1","-","Active","Labeling Software","-","-","-","-","Windows","Easy-Mark™","CD/DVD"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRL-PRO-1U-ND,YCCRL-PRO-1U,Renesas Electronics America,ANNUAL LICENSE FOR CC-RL PRO,1,0,"352.99000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRX-PRO-1U-ND,YCCRX-PRO-1U,Renesas Electronics America,ANNUAL LICENSE FOR CC-RX PRO,0,0,"352.99000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,ED32PR7EW-0C-ND,ED32PR7EW-0C,"Lantronix, Inc.","EXTENDED WARRANTY: 3RD, 4TH & 5T",0,0,"370.00000","0","1","-","Active","Extended Warranty","-","-","-","-","-","-","-"
-,-,PC-LINT-V9-ND,PC-LINT-V9,ARM,KEIL PC-LINT SYNTAX CHECKER,1,0,"390.00000","0","1","-","Discontinued at Digi-Key","License","-","-","-","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/B10443.JPG,B10443-ND,B10443,Microchip Technology,OPTOLYZER STUDIO ENTRY FROM K2L,0,0,"399.00000","0","1","-","Active","Network Analyzer","-","-","-","-","-","APGDT001, APGDT002","-"
-,-,CA166-SM-LC-ND,CA166-SM-LC,ARM,CA166 SUPPORT EXTENSION (LIC),0,0,"405.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2902025,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902025.jpg,2902025-ND,2902025,Phoenix Contact,UPDATE OF DEVELOPMENT LICENSE FO,0,0,"416.00000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,FR16IOSERV-0B-ND,FR16IOSERV-0B,"Lantronix, Inc.",EXTENDED PREMIUM SERVICE (MAXIMU,0,0,"423.50000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
-,-,SLC8016SERV-0A-ND,SLC8016SERV-0A,"Lantronix, Inc.",PREMIUM SERVICES: 24X7 TECH SUPP,0,0,"434.50000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
https://www.echelon.com/assets/blt58fedc782f11e44b/Izot_Commissioning_Tool_4.1_Datasheet.pdf,-,38070-400-ND,38070-400,Echelon Corporation,OPENLNS STAND-PROF UPGRADE KEY,0,0,"436.48000","0","1","-","Active","Design, Commissioning Tool","Networking","Upgrade","-","-","Windows XP, Vista, Server 2008, 7","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRL-STD-1N-ND,YCCRL-STD-1N,Renesas Electronics America,ANNUAL LICENSE FOR CC-RL STD,0,0,"441.31000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRX-STD-1N-ND,YCCRX-STD-1N,Renesas Electronics America,ANNUAL LICENSE FOR CC-RX STD,0,0,"441.31000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,BB-RSN-00050-ND,BB-RSN-00050,"B&B SmartWorx, Inc.","R-SEENET, MONITORING SW - UP TO",0,0,"446.51000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,ISPNANO-UPG18-ND,ISPNANO-UPG18,Equinox Technologies,ISPNANO DEVICE LIB UPGRADE,0,0,"450.00000","0","1","-","Active","Upgrade Kit","-","-","-","-","-","ISPnano","-"
-,-,ISPNANO-UPG7-ND,ISPNANO-UPG7,Equinox Technologies,JTAG ISP UPGRADE FOR ATMEL AVR,0,0,"450.00000","0","1","-","Active","Upgrade Kit","-","-","-","-","-","ISPnano","-"
-,-,ISPNANOUPG17-ND,ISPNANO UPG17,Equinox Technologies,ISP NANO DEVICE LIB UPGRAGE,0,0,"450.00000","0","1","-","Active","-","Programming","-","-","-","-","ISPnano","-"
-,-,DK251-SM-LC-ND,DK251-SM-LC,ARM,DK251 SUPPORT EXTENSION (LIC),0,0,"455.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
http://advdownload.advantech.com/productfile/PIS/USHOP%20STORE%20BI%20SERVER/Product%20-%20Datasheet/UShop%20Store%20%20BI_DS(10.29.17)20171229095054.pdf,-,968SPUSTL2-ND,968SPUSTL2,Advantech Corp,USHOP+ STORE BI PUBLIC CLOUD EIS,0,0,"473.48000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
https://www.microsemi.com/document-portal/doc_download/136081-microsemi-imaging-and-video-solution-brochure,-,VIDEO-DC-MIPI-ND,VIDEO-DC-MIPI,Microsemi Corporation,HW/SW/OTHER,0,0,"482.09000","0","1","-","Active","License","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/Easy-Mark_Label_PB.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PROG-WIN2CD.jpg,298-4000-ND,PROG-WIN2CD,Panduit Corp,CD ROM WINDOWS PAN-MARK LABELING,1,0,"483.58000","0","1","-","Active","Labeling Software","-","-","-","-","Windows","Pan-Mark®","CD/DVD"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702191.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2702191-ND,2702191,Phoenix Contact,FL MGUARD LIC OPC INSP,0,5,"490.00000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Bantam%20Tools/MFG_WY1000-2Y.jpg,WY1000-2Y-ND,WY1000-2Y,Bantam Tools,MANUFACTURES 2YR WARRANTY,0,0,"492.00000","0","1","-","Active","Extended Warranty","-","-","2 Years","-","-","Desktop PCB Milling Machine","Electronically Delivered"
-,-,PK51-SM-LC-ND,PK51-SM-LC,ARM,PK51 SUPPORT EXTENSION (LIC),0,0,"495.00000","0","1","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRL-PRO-1N-ND,YCCRL-PRO-1N,Renesas Electronics America,ANNUAL LICENSE FOR CC-RL PRO,0,0,"500.19000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,YCCRX-PRO-1N-ND,YCCRX-PRO-1N,Renesas Electronics America,ANNUAL LICENSE FOR CC-RX PRO,0,0,"500.19000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,SLC8008SERV-0B-ND,SLC8008SERV-0B,"Lantronix, Inc.",EXTENDED PREMIUM SERVICES ADDS,0,0,"506.00000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.xilinx.com/publications/matrix/Software_matrix.pdf,-,EF-EDK-NL-ND,EF-EDK-NL,Xilinx Inc.,EDK EMBED NODE LOCK ONLY-NOT ISE,0,0,"514.80000","0","1","-","Active","Integrated Development Environment (IDE)","-","-","-","Fixed Node","-","Xilinx","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EF-DI-RSE-SITE-ND,EF-DI-RSE-SITE,Xilinx Inc.,SITE LICENSE REED SOLOMON ENCOD,0,0,"520.00000","0","1","LogiCORE™","Active","License","-","-","1 Year","Site","-","Xilinx","Electronically Delivered"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,EF-DI-TEMAC-PROJ-ND,EF-DI-TEMAC-PROJ,Xilinx Inc.,LICENSE TRI-MODE ETHERNET CTRLR,0,0,"520.00000","0","1","LogiCORE™","Active","License","-","-","1 Year","Project","-","Xilinx","Electronically Delivered"
-,-,APP-BNRG-ND,APP-BNRG,"B&B SmartWorx, Inc.",ENERGY MONITORING SOFTWARE APPLI,0,0,"523.95000","0","1","-","Active","License","-","-","-","-","-","-","-"
http://www.echelon.com/assets/bltfaa3068a934dfc1a/LonScanner-FX-Protocol-Analyzer-datasheet.pdf,-,33110-405-ND,33110-405,Echelon Corporation,LONSCANNER FX KEY,0,0,"530.40000","0","1","-","Active","Analyzer/Monitor","Networking","Activation Key","-","1 User","-","-","Electronically Delivered"
-,-,1.12.0287.00000-ND,1.12.0287.00000,HMS Networks,J1939 API FOR WINDOWS,0,0,"539.00000","0","1","-","Active","License","-","-","-","-","-","-","-"
http://ww1.microchip.com/downloads/en/DeviceDoc/atmel-3628-pld-prochip-designer-software-suite-overview.pdf,//media.digikey.com/photos/Atmel%20Photos/ATDS15XXKSW1.JPG,ATDS15XXKSW1-ND,ATDS15XXKSW1,Microchip Technology,PRO CHIP SOFTWARE LICENSE,0,0,"540.00000","0","1","-","Active","Integrated Development Environment (IDE)","-","-","-","-","-","ATF15xx","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701356.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,2701356-ND,2701356,Phoenix Contact,FL MGUARD LIC FW RD,0,5,"545.00000","0","1","-","Active","License","-","-","-","-","-","-","-"
-,-,DK251-SMF-LC-ND,DK251-SMF-LC,ARM,DK251 SUPPORT EXTENSION (FLOAT L,0,0,"545.00500","0","2","-","Active","License","-","-","-","-","-","-","Electronically Delivered"
-,-,CORESGMII-OM-ND,CORESGMII-OM,Microsemi Corporation,IP MODULE,0,0,"550.40000","0","1","-","Active","License","-","-","-","-","-","Microsemi","-"
-,-,CORESGMII-OMFL-ND,CORESGMII-OMFL,Microsemi Corporation,IP MODULE,0,0,"550.40000","0","1","-","Active","License","-","-","-","-","-","Microsemi","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-DSP-ST-UR1-ND,DS-DSP-ST-UR1,Lattice Semiconductor Corporation,LICENSE DESIGN SUITE DSP 1YEAR,0,0,"565.90000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
//media.digikey.com/pdf/Data%20Sheets/Lattice%20PDFs/IP_Suites_ECP3_Brief.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-VAL-ST-UR1-ND,DS-VAL-ST-UR1,Lattice Semiconductor Corporation,LICENSE IP VALUE SUITE ANNUAL,0,0,"565.90000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","Electronically Delivered"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/ProductBrochures/NZ/ProductSelectorGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-ETH-ST-UR1-ND,DS-ETH-ST-UR1,Lattice Semiconductor Corporation,IP SUITE ETHERNET,0,0,"565.90000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/ProductBrochures/NZ/ProductSelectorGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-PCIE-ST-UR1-ND,DS-PCIE-ST-UR1,Lattice Semiconductor Corporation,IP SUITE PCI EXPRESS,0,0,"565.90000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/ProductBrochures/NZ/ProductSelectorGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,DS-VDS-ST-UR1-ND,DS-VDS-ST-UR1,Lattice Semiconductor Corporation,IP SUITE VIDEO AND DISPLAY,0,0,"565.90000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","Electronically Delivered"
-,-,DS-CONN-ST-UR-ND,DS-CONN-ST-UR,Lattice Semiconductor Corporation,CONNECTIVITY IP SUITE 1 YR,0,0,"565.90000","0","1","-","Active","License","-","-","1 Year","-","-","Lattice","Electronically Delivered"
-,-,SLC8032SERV-0A-ND,SLC8032SERV-0A,"Lantronix, Inc.",PREMIUM SERVICES: 24X7 TECH SUPP,0,0,"566.50000","0","1","-","Active","Tech Support","-","-","-","-","-","-","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-E2-U3-ND,CONV-BLK-E2-U3,Lattice Semiconductor Corporation,IP CORE ENCODER EC/ECP W/DECODER,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-E3-U3-ND,CONV-BLK-E3-U3,Lattice Semiconductor Corporation,IP CORE ENCODER ECP3 USER CONFIG,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-P2-U3-ND,CONV-BLK-P2-U3,Lattice Semiconductor Corporation,IP CORE ENCODER ECP2 W/DECODER,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
http://www.latticesemi.com/~/media/LatticeSemi/Documents/UserManuals/1D/BlockConvolutionalEncoderIPCoreUsersGuide.PDF,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2700192.jpg,CONV-BLK-PM-U3-ND,CONV-BLK-PM-U3,Lattice Semiconductor Corporation,IP CORE ENCODER ECP2M USER CONF,0,0,"571.16000","0","1","LatticeCORE™","Active","License","-","-","-","-","-","Lattice","-"
