Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Dielectric Material","Operating Temperature","Mounting Type","Package / Case","Lead Spacing","Features","Size / Dimension","Height - Seated (Max)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,338-3114-ND,CDV16FF681JO3,Cornell Dubilier Electronics (CDE),CAP MICA 680PF 5% 1KV RADIAL,368,1200,"3.91000","0","1","Bulk","CDV16","Active","680pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.461"" L x 0.173"" W (11.70mm x 4.40mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2985-ND,CD15FD271FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 270PF 1% 500V RADIAL,425,200,"3.93000","0","1","Bulk","CD15","Active","270pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2597-ND,CD19FD102JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 5% 500V RADIAL,859,28700,"4.00000","0","1","Bulk","CD19","Active","1000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.220"" W (16.50mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1812(4532).jpg,338-1126-ND,MC18FD331J-F,Cornell Dubilier Electronics (CDE),CAP MICA 330PF 5% 500V 1812,4928,1000,"4.12000","0","1","Bulk","MC","Active","330pF","±5%","500V","Mica","-55°C ~ 125°C","Surface Mount","1812 (4532 Metric)","-","RF, High Q, Low Loss","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,338-2862-ND,CD16FD272JO3,Cornell Dubilier Electronics (CDE),CAP MICA 2700PF 5% 500V RADIAL,690,0,"4.15000","0","1","Bulk","CD16","Active","2700pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.469"" L x 0.252"" W (11.90mm x 6.40mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2626-ND,CD15FD221FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 220PF 1% 500V RADIAL,387,700,"4.15000","0","1","Bulk","CD15","Active","220pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.201"" W (11.70mm x 5.10mm)","0.382"" (9.70mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2622-ND,CD19FD102FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 1% 500V RADIAL,2012,5450,"4.23000","0","1","Bulk","CD19","Active","1000pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.220"" W (16.50mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1043-ND,CD15FD471JO3,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 5% 500V RADIAL,671,3700,"4.28000","0","1","Bulk","CD15","Active","470pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2591-ND,CD15FD471JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 5% 500V RADIAL,4555,7600,"4.46000","0","1","Bulk","CD15","Active","470pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3153-ND,CDV19FF681JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 680PF 5% 1KV RADIAL,318,3350,"4.48000","0","1","Bulk","CDV19","Active","680pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.220"" W (16.80mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,"//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MIN02-002C,CC,DC%20SERIES%20YELLOW%20HIGHLIGHT.jpg",338-1306-ND,MIN02-002EC910J-F,Cornell Dubilier Electronics (CDE),CAP MICA 91PF 5% 300V SMD,2210,1200,"4.50000","0","1","Bulk","MIN","Active","91pF","±5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2636-ND,CDV19FF102JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 5% 1KV RADIAL,900,2300,"4.93000","0","1","Bulk","CDV19","Active","1000pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.252"" W (17.00mm x 6.40mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2619-ND,CD15FA102JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1000PF 5% 100V RADIAL,778,2200,"5.00000","0","1","Bulk","CD15","Active","1000pF","±5%","100V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.480"" L x 0.228"" W (12.20mm x 5.80mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1135-ND,MC22FF431J-F,Cornell Dubilier Electronics (CDE),CAP MICA 430PF 5% 1KV 2220,1019,300,"5.03000","0","1","Bulk","MC","Active","430pF","±5%","1kV","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.157"" (4.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-1074-ND,CD19FD202JO3,Cornell Dubilier Electronics (CDE),CAP MICA 2000PF 5% 500V RADIAL,373,850,"5.18000","0","1","Bulk","CD19","Active","2000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.240"" W (17.00mm x 6.10mm)","0.532"" (13.50mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2646-ND,CD19FD222JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 5% 500V RADIAL,1435,0,"5.35000","0","1","Bulk","CD19","Active","2200pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.252"" W (17.00mm x 6.40mm)","0.532"" (13.50mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2642-ND,CD19FD202JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2000PF 5% 500V RADIAL,769,3650,"5.35000","0","1","Bulk","CD19","Active","2000pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.240"" W (17.00mm x 6.10mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-2220(5750).jpg,338-1130-ND,MC22FA202J-F,Cornell Dubilier Electronics (CDE),CAP MICA 2000PF 5% 100V 2220,731,1100,"5.83000","0","1","Bulk","MC","Active","2000pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","2220 (5750 Metric)","-","RF, High Q, Low Loss","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3098-ND,CDV16FF182JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1800PF 5% 1KV RADIAL,134,0,"5.90000","0","1","Bulk","CDV16","Active","1800pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.469"" L x 0.252"" W (11.90mm x 6.40mm)","0.520"" (13.20mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3029-ND,CD19FD222FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 1% 500V RADIAL,354,600,"8.06000","0","1","Bulk","CD19","Active","2200pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.669"" L x 0.252"" W (17.00mm x 6.40mm)","0.532"" (13.50mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3102-ND,CDV16FF222JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2200PF 5% 1KV RADIAL,352,800,"8.21000","0","1","Bulk","CDV16","Active","2200pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.469"" L x 0.252"" W (11.90mm x 6.40mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-1080-ND,CD5EC220JO3,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 5% 300V RADIAL,1437,6000,"2.65000","0","1","Bulk","CD5","Active","22pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.118"" W (6.90mm x 3.00mm)","0.201"" (5.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2845-ND,CD15FD121GO3,Cornell Dubilier Electronics (CDE),CAP MICA 120PF 2% 500V RADIAL,1092,0,"2.82000","0","1","Bulk","CD15","Active","120pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-3063-ND,CD5CC040DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 4PF 0.5PF 300V RADIAL,200,0,"3.19000","0","1","Bulk","CD5","Active","4pF","±0.5pF","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2621-ND,CD10ED470JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 47PF 5% 500V RADIAL,154,700,"3.22000","0","1","Bulk","CD10","Active","47pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.370"" L x 0.189"" W (9.40mm x 4.80mm)","0.339"" (8.60mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2611-ND,CD19FD471JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 470PF 5% 500V RADIAL,308,3100,"3.26000","0","1","Bulk","CD19","Active","470pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.642"" L x 0.201"" W (16.30mm x 5.10mm)","0.512"" (13.00mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,"//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MIN02-002C,CC,DC%20SERIES%20YELLOW%20HIGHLIGHT.jpg",338-1286-ND,MIN02-002CC150J-F,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 300V SMD,1081,0,"3.29000","0","1","Bulk","MIN","Active","15pF","±5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,"//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MIN02-002C,CC,DC%20SERIES%20YELLOW%20HIGHLIGHT.jpg",338-1290-ND,MIN02-002DC220J-F,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 5% 300V SMD,354,0,"3.29000","0","1","Bulk","MIN","Active","22pF","±5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2982-ND,CD15FD201GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 200PF 2% 500V RADIAL,133,0,"3.29000","0","1","Bulk","CD15","Active","200pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.189"" W (11.70mm x 4.80mm)","0.382"" (9.70mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-1084-ND,CD5EC470JO3,Cornell Dubilier Electronics (CDE),CAP MICA 47PF 5% 300V RADIAL,1353,400,"3.30000","0","1","Bulk","CD5","Active","47pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.142"" W (6.90mm x 3.60mm)","0.209"" (5.30mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2931-ND,CD10ED820JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 82PF 5% 500V RADIAL,212,700,"3.38000","0","1","Bulk","CD10","Active","82pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.370"" L x 0.201"" W (9.40mm x 5.10mm)","0.350"" (8.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3129-ND,CDV19EF820JO3,Cornell Dubilier Electronics (CDE),CAP MICA 82PF 5% 1KV RADIAL,103,0,"3.38000","0","1","Bulk","CDV19","Active","82pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.642"" L x 0.189"" W (16.30mm x 4.80mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3119-ND,CDV19CF180JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 18PF 5% 1KV RADIAL,139,0,"3.41000","0","1","Bulk","CDV19","Active","18pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.642"" L x 0.189"" W (16.30mm x 4.80mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3121-ND,CDV19EF220JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 5% 1KV RADIAL,105,0,"3.41000","0","1","Bulk","CDV19","Active","22pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.642"" L x 0.189"" W (16.30mm x 4.80mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2977-ND,CD15FD151FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 150PF 1% 500V RADIAL,170,4200,"3.53000","0","1","Bulk","CD15","Active","150pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.189"" W (11.70mm x 4.80mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2595-ND,CD15FD331JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 330PF 5% 500V RADIAL,1208,18100,"3.57000","0","1","Bulk","CD15","Active","330pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.209"" W (11.90mm x 5.30mm)","0.390"" (9.90mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2653-ND,CD10CD050DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 5PF 0.5PF 500V RADIAL,199,1400,"3.69000","0","1","Bulk","CD10","Active","5pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.358"" L x 0.189"" W (9.10mm x 4.80mm)","0.331"" (8.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2914-ND,CD10CD150JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 500V RADIAL,187,4800,"3.69000","0","1","Bulk","CD10","Active","15pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.358"" L x 0.189"" W (9.10mm x 4.80mm)","0.331"" (8.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD10ED220DO3F.jpg,338-2659-ND,CD10CD100JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 10PF 5% 500V RADIAL,180,3800,"3.69000","0","1","Bulk","CD10","Active","10pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.142"" (3.60mm)","General Purpose","0.358"" L x 0.189"" W (9.10mm x 4.80mm)","0.331"" (8.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%20SERIES.jpg,338-2891-ND,CD19FD621JO3,Cornell Dubilier Electronics (CDE),CAP MICA 620PF 5% 500V RADIAL,101,0,"3.69000","0","1","Bulk","CD19","Active","620pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.201"" W (16.50mm x 5.10mm)","0.512"" (13.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1077-ND,CD15FD511JO3,Cornell Dubilier Electronics (CDE),CAP MICA 510PF 5% 500V RADIAL,1252,1500,"3.75000","0","1","Bulk","CD15","Active","510pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.469"" L x 0.220"" W (11.90mm x 5.60mm)","0.402"" (10.20mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1081-ND,CD15FC561JO3,Cornell Dubilier Electronics (CDE),CAP MICA 560PF 5% 300V RADIAL,417,300,"3.75000","0","1","Bulk","CD15","Active","560pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.209"" W (11.70mm x 5.30mm)","0.382"" (9.70mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3113-ND,CDV16FF621JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 620PF 5% 1KV RADIAL,112,0,"3.75000","0","1","Bulk","CDV16","Active","620pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.461"" L x 0.173"" W (11.70mm x 4.40mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3050-ND,CD19FD751FO3F,Cornell Dubilier Electronics (CDE),CAP MICA 750PF 1% 500V RADIAL,273,0,"3.78000","0","1","Bulk","CD19","Active","750pF","±1%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.209"" W (16.50mm x 5.30mm)","0.512"" (13.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-2631-ND,CD19FD821JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 820PF 5% 500V RADIAL,264,1200,"3.78000","0","1","Bulk","CD19","Active","820pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.209"" W (16.50mm x 5.30mm)","0.512"" (13.00mm)"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3047-ND,CD19FD621JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 620PF 5% 500V RADIAL,199,0,"3.78000","0","1","Bulk","CD19","Active","620pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.201"" W (16.50mm x 5.10mm)","0.512"" (13.00mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1210(3225).jpg,338-4113-ND,MC12CF050D-F,Cornell Dubilier Electronics (CDE),CAP MICA 5PF 0.5PF 1KV 1210,719,300,"3.83000","0","1","Bulk","MC","Active","5pF","±0.5pF","1kV","Mica","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","-","RF, High Q, Low Loss","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1210(3225).jpg,338-1347-ND,MC12CF100D-F,Cornell Dubilier Electronics (CDE),CAP MICA 10PF 0.5PF 1KV 1210,601,700,"3.83000","0","1","Bulk","MC","Active","10pF","±0.5pF","1kV","Mica","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","-","RF, High Q, Low Loss","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3981-ND,CD19FD122GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 1200PF 2% 500V RADIAL,198,0,"3.88000","0","1","Bulk","CD19","Active","1200pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.661"" L x 0.220"" W (16.80mm x 5.60mm)","0.520"" (13.20mm)"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MCM01-009%20HIGHLIGHTED%20GREEN.JPG,338-1312-ND,MCM01-009D4R7D-F,Cornell Dubilier Electronics (CDE),CAP PTFE 4.7PF 0.5PF 500V SMD,246,0,"3.90000","0","1","Bulk","MCM01","Active","4.7pF","±0.5pF","500V","Polytetrafluoroethylene (PTFE)","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.460"" L x 0.400"" W (11.68mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/MCM-MIN.pdf,"//media.digikey.com/photos/Cornell%20Dubilier%20Photos/MIN02-002C,CC,DC%20SERIES%20YELLOW%20HIGHLIGHT.jpg",338-4123-ND,MIN02-002CC6R8D-F,Cornell Dubilier Electronics (CDE),CAP MICA 6.8PF 0.5PF 300V SMD,652,200,"3.91000","0","1","Bulk","MIN","Active","6.8pF","±0.5%","300V","Mica","-55°C ~ 200°C","Surface Mount","Nonstandard SMD","-","RF, High Frequency","0.218"" L x 0.400"" W (5.54mm x 10.16mm)","-"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3134-ND,CDV19FF151JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 150PF 5% 1KV RADIAL,216,400,"3.91000","0","1","Bulk","CDV19","Active","150pF","±5%","1kV","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.642"" L x 0.189"" W (16.30mm x 4.80mm)","0.500"" (12.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD19FD182FO3F.jpg,338-3053-ND,CD19FD911JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 910PF 5% 500V RADIAL,334,1300,"3.97000","0","1","Bulk","CD19","Active","910pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.343"" (8.70mm)","General Purpose","0.650"" L x 0.209"" W (16.50mm x 5.30mm)","0.512"" (13.00mm)"
