Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Dielectric Material","Operating Temperature","Mounting Type","Package / Case","Lead Spacing","Features","Size / Dimension","Height - Seated (Max)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2836-ND,CD15ED820JO3,Cornell Dubilier Electronics (CDE),CAP MICA 82PF 5% 500V RADIAL,735,0,"2.04000","0","1","Bulk","CD15","Active","82pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.181"" W (11.40mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2610-ND,CD15ED390JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 39PF 5% 500V RADIAL,325,12700,"2.04000","0","1","Bulk","CD15","Active","39pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2835-ND,CD15ED750JO3,Cornell Dubilier Electronics (CDE),CAP MICA 75PF 5% 500V RADIAL,276,900,"2.04000","0","1","Bulk","CD15","Active","75pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.181"" W (11.40mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2953-ND,CD15ED360JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 36PF 5% 500V RADIAL,200,10800,"2.04000","0","1","Bulk","CD15","Active","36pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2844-ND,CD15FD111JO3,Cornell Dubilier Electronics (CDE),CAP MICA 110PF 5% 500V RADIAL,132,0,"2.04000","0","1","Bulk","CD15","Active","110pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2616-ND,CD15ED820JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 82PF 5% 500V RADIAL,386,2900,"2.07000","0","1","Bulk","CD15","Active","82pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.181"" W (11.40mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2944-ND,CD15CD070DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 7PF 0.5PF 500V RADIAL,353,3300,"2.07000","0","1","Bulk","CD15","Active","7pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2943-ND,CD15CD060DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 6PF 0.5PF 500V RADIAL,349,1000,"2.07000","0","1","Bulk","CD15","Active","6pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2942-ND,CD15CD040DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 4PF 0.5PF 500V RADIAL,253,0,"2.07000","0","1","Bulk","CD15","Active","4pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2672-ND,CD15CD020DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2PF 0.5PF 500V RADIAL,191,1100,"2.07000","0","1","Bulk","CD15","Active","2pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2945-ND,CD15CD080DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 8PF 0.5PF 500V RADIAL,174,0,"2.07000","0","1","Bulk","CD15","Active","8pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2963-ND,CD15ED750JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 75PF 5% 500V RADIAL,157,0,"2.07000","0","1","Bulk","CD15","Active","75pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.181"" W (11.40mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2657-ND,CD15ED620JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 62PF 5% 500V RADIAL,146,600,"2.07000","0","1","Bulk","CD15","Active","62pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/CD17-CDV18.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD17%20SERIES%209.1H,11.4L.jpg",338-2999-ND,CD17CD020DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 2PF 0.5PF 500V RADIAL,594,0,"2.18000","0","1","Bulk","CD17","Active","2pF","±0.5pF","500V","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/CD17-CDV18.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD17%20SERIES%209.1H,11.4L.jpg",338-3003-ND,CD17ED330JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 33PF 5% 500V RADIAL,264,0,"2.18000","0","1","Bulk","CD17","Active","33pF","±5%","500V","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3987-ND,CDV16FF201JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 200PF 5% 1KV RADIAL,199,0,"2.18000","0","1","Bulk","CDV16","Active","200pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.234"" (5.94mm)","RF, High Q, Low Loss","0.429"" L x 0.150"" W (10.90mm x 3.80mm)","0.461"" (11.70mm)"
http://www.cde.com/resources/catalogs/CD17-CDV18.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD17FD101JO3F.jpg,338-3004-ND,CD17FD101JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 100PF 5% 500V RADIAL,443,600,"2.21000","0","1","Bulk","CD17","Active","100pF","±5%","500V","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.449"" L x 0.181"" W (11.40mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1058-ND,CD15FD121JO3,Cornell Dubilier Electronics (CDE),CAP MICA 120PF 5% 500V RADIAL,193,2400,"2.21000","0","1","Bulk","CD15","Active","120pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2596-ND,CD15FD121JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 120PF 5% 500V RADIAL,145,7600,"2.24000","0","1","Bulk","CD15","Active","120pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2846-ND,CD15FD131JO3,Cornell Dubilier Electronics (CDE),CAP MICA 130PF 5% 500V RADIAL,61,0,"2.28000","0","1","Bulk","CD15","Active","130pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-0805(2012).jpg,338-1100-ND,MC08EA150J-F,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 100V 0805,839,1300,"2.31000","0","1","Bulk","MC","Active","15pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","0805 (2012 Metric)","-","RF, High Q, Low Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.055"" (1.40mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-0805(2012).jpg,338-1102-ND,MC08EA220J-F,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 5% 100V 0805,610,1500,"2.31000","0","1","Bulk","MC","Active","22pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","0805 (2012 Metric)","-","RF, High Q, Low Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.055"" (1.40mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-0805(2012).jpg,338-1098-ND,MC08CA050D-F,Cornell Dubilier Electronics (CDE),CAP MICA 5PF 0.5PF 100V 0805,546,300,"2.31000","0","1","Bulk","MC","Active","5pF","±0.5pF","100V","Mica","-55°C ~ 125°C","Surface Mount","0805 (2012 Metric)","-","RF, High Q, Low Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.055"" (1.40mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-0805(2012).jpg,338-1101-ND,MC08EA200J-F,Cornell Dubilier Electronics (CDE),CAP MICA 20PF 5% 100V 0805,151,800,"2.31000","0","1","Bulk","MC","Active","20pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","0805 (2012 Metric)","-","RF, High Q, Low Loss","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.055"" (1.40mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2016%20SERIES.jpg,338-3979-ND,CD16FD221JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 220PF 5% 500V RADIAL,321,0,"2.35000","0","1","Bulk","CD16","Active","220pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.234"" (5.94mm)","RF, High Q, Low Loss","0.429"" L x 0.150"" W (10.90mm x 3.80mm)","0.461"" (11.70mm)"
http://www.cde.com/resources/catalogs/CD17-CDV18.pdf,"//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD17%20SERIES%209.1H,11.4L.jpg",338-3005-ND,CD17FD121JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 120PF 5% 500V RADIAL,470,0,"2.38000","0","1","Bulk","CD17","Active","120pF","±5%","500V","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/CD-CDV16.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CDV16F.jpg,338-3103-ND,CDV16FF241JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 240PF 5% 1KV RADIAL,136,200,"2.38000","0","1","Bulk","CDV16","Active","240pF","±5%","1kV","Mica","-55°C ~ 150°C","Through Hole","Radial","0.232"" (5.90mm)","RF, High Q, Low Loss","0.429"" L x 0.150"" W (10.90mm x 3.80mm)","0.461"" (11.70mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-2900-ND,CD5CC120JO3,Cornell Dubilier Electronics (CDE),CAP MICA 12PF 5% 300V RADIAL,507,0,"2.41000","0","1","Bulk","CD5","Active","12pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2821-ND,CD15ED200DO3,Cornell Dubilier Electronics (CDE),CAP MICA 20PF 0.5PF 500V RADIAL,179,0,"2.41000","0","1","Bulk","CD15","Active","20pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2976-ND,CD15FD131JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 130PF 5% 500V RADIAL,167,200,"2.41000","0","1","Bulk","CD15","Active","130pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-1090-ND,CD5CC100JO3,Cornell Dubilier Electronics (CDE),CAP MICA 10PF 5% 300V RADIAL,27,9600,"2.41000","0","1","Bulk","CD5","Active","10pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-3068-ND,CD5CC120JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 12PF 5% 300V RADIAL,701,800,"2.45000","0","1","Bulk","CD5","Active","12pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-3067-ND,CD5CC100DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 10PF 0.5PF 300V RADIAL,296,0,"2.45000","0","1","Bulk","CD5","Active","10pF","±0.5pF","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.110"" W (6.90mm x 2.80mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-1083-ND,CD5CC150JO3,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 5% 300V RADIAL,399,1700,"2.48000","0","1","Bulk","CD5","Active","15pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.118"" W (6.90mm x 3.00mm)","0.189"" (4.80mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2948-ND,CD15CD180DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 18PF 0.5PF 500V RADIAL,238,1400,"2.48000","0","1","Bulk","CD15","Active","18pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2979-ND,CD15FD161JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 160PF 5% 500V RADIAL,205,0,"2.48000","0","1","Bulk","CD15","Active","160pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.189"" W (11.70mm x 4.80mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2947-ND,CD15CD150DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 15PF 0.5PF 500V RADIAL,191,400,"2.48000","0","1","Bulk","CD15","Active","15pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2946-ND,CD15CD120DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 12PF 0.5PF 500V RADIAL,168,0,"2.48000","0","1","Bulk","CD15","Active","12pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2949-ND,CD15ED200DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 20PF 0.5PF 500V RADIAL,85,0,"2.48000","0","1","Bulk","CD15","Active","20pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2824-ND,CD15ED330GO3,Cornell Dubilier Electronics (CDE),CAP MICA 33PF 2% 500V RADIAL,220,200,"2.52000","0","1","Bulk","CD15","Active","33pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2825-ND,CD15ED360GO3,Cornell Dubilier Electronics (CDE),CAP MICA 36PF 2% 500V RADIAL,209,0,"2.52000","0","1","Bulk","CD15","Active","36pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-2822-ND,CD15ED220DO3,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 0.5PF 500V RADIAL,140,1900,"2.52000","0","1","Bulk","CD15","Active","22pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-1075-ND,CD5EC200JO3,Cornell Dubilier Electronics (CDE),CAP MICA 20PF 5% 300V RADIAL,96,800,"2.52000","0","1","Bulk","CD5","Active","20pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.118"" W (6.90mm x 3.00mm)","0.201"" (5.10mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1210(3225).jpg,338-1341-ND,MC12FA820J-F,Cornell Dubilier Electronics (CDE),CAP MICA 82PF 5% 100V 1210,634,400,"2.65000","0","1","Bulk","MC","Active","82pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","-","RF, High Q, Low Loss","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1082-ND,CD15FD181JO3,Cornell Dubilier Electronics (CDE),CAP MICA 180PF 5% 500V RADIAL,426,900,"2.65000","0","1","Bulk","CD15","Active","180pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.189"" W (11.70mm x 4.80mm)","0.370"" (9.40mm)"
http://www.cde.com/resources/catalogs/MC.pdf,//media.digikey.com/photos/Cornell%20Dubilier%20Photos/338-1210(3225).jpg,338-1114-ND,MC12FA470J-F,Cornell Dubilier Electronics (CDE),CAP MICA 47PF 5% 100V 1210,335,1900,"2.65000","0","1","Bulk","MC","Active","47pF","±5%","100V","Mica","-55°C ~ 125°C","Surface Mount","1210 (3225 Metric)","-","RF, High Q, Low Loss","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.079"" (2.00mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%2015%20SERIES.jpg,338-1063-ND,CD15FD201JO3,Cornell Dubilier Electronics (CDE),CAP MICA 200PF 5% 500V RADIAL,158,4500,"2.65000","0","1","Bulk","CD15","Active","200pF","±5%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.189"" W (11.70mm x 4.80mm)","0.382"" (9.70mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2950-ND,CD15ED220DO3F,Cornell Dubilier Electronics (CDE),CAP MICA 22PF 0.5PF 500V RADIAL,119,500,"2.65000","0","1","Bulk","CD15","Active","22pF","±0.5pF","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.449"" L x 0.169"" W (11.40mm x 4.30mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD5EC300JO3F.jpg,338-2675-ND,CD5EC200JO3F,Cornell Dubilier Electronics (CDE),CAP MICA 20PF 5% 300V RADIAL,99,5700,"2.65000","0","1","Bulk","CD5","Active","20pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.118"" W (6.90mm x 3.00mm)","0.201"" (5.10mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-2902-ND,CD5EC240JO3,Cornell Dubilier Electronics (CDE),CAP MICA 24PF 5% 300V RADIAL,74,0,"2.65000","0","1","Bulk","CD5","Active","24pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.118"" W (6.90mm x 3.00mm)","0.201"" (5.10mm)"
http://www.cde.com/resources/catalogs/STD-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD15ED680FO3F.jpg,338-2645-ND,CD15FD101GO3F,Cornell Dubilier Electronics (CDE),CAP MICA 100PF 2% 500V RADIAL,251,0,"2.69000","0","1","Bulk","CD15","Active","100pF","±2%","500V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.232"" (5.90mm)","General Purpose","0.461"" L x 0.181"" W (11.70mm x 4.60mm)","0.358"" (9.10mm)"
http://www.cde.com/resources/catalogs/MINI-DIPPED.pdf,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/CD%205%20SERIES.jpg,338-2903-ND,CD5EC270JO3,Cornell Dubilier Electronics (CDE),CAP MICA 27PF 5% 300V RADIAL,174,700,"2.69000","0","1","Bulk","CD5","Active","27pF","±5%","300V","Mica","-55°C ~ 125°C","Through Hole","Radial","0.118"" (3.00mm)","General Purpose","0.272"" L x 0.130"" W (6.90mm x 3.30mm)","0.201"" (5.10mm)"
