Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Slotted/Unslotted","Size","Length","Thickness","Material","Plating"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7300-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 73"",0,0,"6.78000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","73.000"" (1854.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7300-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 73"",0,0,"6.78000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","73.000"" (1854.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6700-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 67"",0,0,"6.87000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","67.000"" (1701.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6700-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 67"",0,0,"6.87000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","67.000"" (1701.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7400-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 74"",0,0,"6.88000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","74.000"" (1879.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7400-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 74"",0,0,"6.88000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","74.000"" (1879.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7500-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 75"",0,0,"6.97000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","75.000"" (1905.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7500-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 75"",0,0,"6.97000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","75.000"" (1905.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6800-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 68"",0,0,"6.98000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","68.000"" (1727.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6800-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 68"",0,0,"6.98000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","68.000"" (1727.20mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,915066-ND,9150660000,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 12"",0,0,"7.05400","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","12.000"" (304.80mm)","0.039"" (1.00mm)","Steel","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7600-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 76"",0,0,"7.06000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","76.000"" (1930.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7600-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 76"",0,0,"7.06000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","76.000"" (1930.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6900-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 69"",0,0,"7.08000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","69.000"" (1752.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6900-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 69"",0,0,"7.08000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","69.000"" (1752.60mm)","0.059"" (1.50mm)","Steel","Zinc"
http://www1.cooperbussmann.com/pdf/f0c6255b-4886-4e77-bb8d-49421de3da1b.pdf,-,NRA2-1/2-ND,NRA2-1/2,Eaton - Bussmann Electrical Division,DIN RAIL SLOTTED ALUMINUM 2.5"",0,0,"7.12240","0","25","NDN","Active","C Section","Slotted","-","2.500"" (63.50mm)","-","Aluminum","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7700-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 77"",0,0,"7.16000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","77.000"" (1955.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7700-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 77"",0,0,"7.16000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","77.000"" (1955.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7000-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 70"",0,0,"7.18000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","70.000"" (1778.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7000-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 70"",0,0,"7.18000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","70.000"" (1778.00mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,197-285-ND,197-285,Altech Corporation,TS15-285 DIN RAIL FOR TG3023 ENC,0,1,"7.22000","0","1","TG","Active","Top Hat","Slotted","-","11.220"" (285.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7800-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 78"",0,0,"7.25000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.000"" (1981.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7800-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 78"",0,0,"7.25000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.000"" (1981.20mm)","0.039"" (1.00mm)","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/Terminal_Blocks_Jul-2010.pdf,-,ER35-HPP-ND,ER35-HPP,"B&B SmartWorx, Inc.",DIN RAIL 35MM STEEL (DEEP 15MM),0,0,"7.27000","0","1","-","Active","-","-","-","-","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7100-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 71"",0,0,"7.28000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","71.000"" (1803.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7100-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 71"",0,0,"7.28000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","71.000"" (1803.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7200-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 72"",0,0,"7.39000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","72.000"" (1828.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7200-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 72"",0,0,"7.39000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","72.000"" (1828.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7300-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 73"",0,0,"7.49000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","73.000"" (1854.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7300-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 73"",0,0,"7.49000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","73.000"" (1854.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7400-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 74"",0,0,"7.59000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","74.000"" (1879.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7400-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 74"",0,0,"7.59000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","74.000"" (1879.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7500-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 75"",0,0,"7.69000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","75.000"" (1905.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7500-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 75"",0,0,"7.69000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","75.000"" (1905.00mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,915072-ND,915072,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 18"",0,0,"7.69900","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","18.000"" (457.20mm)","0.039"" (1.00mm)","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7600-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 76"",0,0,"7.80000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","76.000"" (1930.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7600-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 76"",0,0,"7.80000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","76.000"" (1930.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1207644,-,1207644-ND,1207644,Phoenix Contact,DIN RAIL MATERIAL: STEEL GALVANI,0,0,"7.86450","0","20","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","9.843"" (250.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7700-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 77"",0,0,"7.90000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","77.000"" (1955.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7700-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 77"",0,0,"7.90000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","77.000"" (1955.80mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,2511111-ND,2511111,Altech Corporation,TS35X7.5 DIN RAIL ALUMINUM UNPER,0,80,"7.90200","0","20","-","Active","-","-","-","-","-","-","-"
-,-,915073-ND,915073,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 19"",0,0,"7.90900","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","19.000"" (482.60mm)","0.039"" (1.00mm)","-","-"
-,-,2511110-ND,2511110,Altech Corporation,TS35X7.5 DIN RAIL STEEL UNPERFOR,0,480,"7.93000","0","20","-","Active","-","-","-","-","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7800-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 78"",0,0,"8.00000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.000"" (1981.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7800-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 78"",0,0,"8.00000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.000"" (1981.20mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,TK2-12-AG-ND,TK2-12-AG,TE Connectivity Raychem Cable Protection,TK2-12-AG=SNAP TRACK,0,0,"8.12150","0","240","-","Active","-","-","-","-","-","-","-"
