Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Material","Hole Diameter","Flange Diameter","Panel Thickness"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177283.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5564-ND,10678B,Essentra Components,BLANKING PLUG: .750 IN (19.1 MM),5000,0,"1.12000","0","1","-","Active","Body Plug","Black","PVC","-","0.984"" (25.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177335.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5580-ND,11323B,Essentra Components,BLANKING PLUG: .984 IN (25 MM) H,2843,0,"1.13000","0","1","-","Active","Body Plug","Black","PVC","0.984"" (25.00mm)","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5593-ND,15166B,Essentra Components,BLANKING PLUG: 1.000 IN (25.4 MM,3000,0,"1.15000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","1.260"" (32.00mm)","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5592-ND,15165B,Essentra Components,BLANKING PLUG: 1.000 IN (25.4 MM,2986,0,"1.15000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","1.260"" (32.00mm)","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177429.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40043B.jpg,RPC5599-ND,40043B,Essentra Components,BLANKING PLUG: .625 IN (15.9 MM),10000,0,"1.17000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","-","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/FC731B.jpg,RPC6065-ND,FC731B,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,1800,0,"1.17000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LTP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20154.jpg,RPC4298-ND,LTP-5,Essentra Components,LIQUID TIGHT PLUG BLK .750"" HL,1356,0,"1.35000","0","1","LTP","Active","Body Plug","Black","Silicone","0.750"" (19.05mm) 3/4""","1.150"" (29.21mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177307.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5571-ND,10902B,Essentra Components,BLANKING PLUG: .875 IN (22.2 MM),3000,0,"1.41000","0","1","-","Active","Body Plug","Black","PVC","-","-","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177323.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5576-ND,11152B,Essentra Components,BLANKING PLUG: .866 IN (22 MM) H,2969,0,"1.41000","0","1","-","Active","Body Plug","Black","PVC","0.866"" (22.00mm)","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177287.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5565-ND,10705B,Essentra Components,BLANKING PLUG: 1.000 IN (25.4 MM,2994,0,"1.43000","0","1","-","Active","Body Plug","Black","PVC","-","1.260"" (32.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC3848-ND,DGB-10,Essentra Components,DIAPHRAGM GROMMET BLANK 1.0""DIA,2469,0,"1.46000","0","1","DGB","Active","Body Plug","Black","-","0.870"" (22.10mm)","1.000"" (25.40mm) 1""","0.060"" (1.52mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5588-ND,15160B,Essentra Components,BLANKING PLUG: .750 IN (19.1 MM),5000,0,"1.50000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","0.984"" (25.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177317.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5574-ND,11059B,Essentra Components,BLANKING PLUG: 1.250 IN (31.8 MM,2000,0,"1.50000","0","1","-","Active","Body Plug","Black","PVC","-","-","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177329.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5578-ND,11281B,Essentra Components,BLANKING PLUG: 1.260 IN (32 MM),1798,0,"1.50000","0","1","-","Active","Body Plug","Black","PVC","1.260"" (32.00mm)","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1A.jpg,RPC6191-ND,S2-1/2A,Essentra Components,SHEET METAL PLUG: 2.500 IN (63.5,1375,0,"1.54000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6193-ND,S2-5/8A,Essentra Components,SHEET METAL PLUG: 2.625 IN (66.7,1229,0,"1.55000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5590-ND,15162B,Essentra Components,BLANKING PLUG: .866 IN (22 MM) H,2896,0,"1.57000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","0.866"" (22.00mm)","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6199-ND,S3A,Essentra Components,SHEET METAL PLUG: 3.000 IN (76.2,2000,0,"1.57000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC725B.jpg,RPC6067-ND,FC735A,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,1600,0,"1.58000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177303.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5570-ND,10877B,Essentra Components,BLANKING PLUG: 1.500 IN (38.1 MM,1500,0,"1.60000","0","1","-","Active","Body Plug","Black","PVC","-","-","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7060-ND,62MP2500,Essentra Components,SOLID LOCKING PLUG: 2.500 IN (63,5000,0,"1.65000","0","1","MicroPlastics","Active","-","Black","Nylon","2.500"" (63.50mm) 2 1/2""","2.775"" (70.49mm)","0.250"" (6.35mm) 1/4"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5594-ND,15168B,Essentra Components,BLANKING PLUG: 1.250 IN (31.8 MM,2000,0,"1.78000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","-","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5595-ND,15170B,Essentra Components,BLANKING PLUG: 1.260 IN (32 MM),1990,0,"1.78000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","1.260"" (32.00mm)","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5596-ND,15171B,Essentra Components,BLANKING PLUG: 1.500 IN (38.1 MM,1470,0,"1.79000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","-","0.063"" (1.60mm)"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_S15%5E16A.jpg,RPC6197-ND,S3-1/2A,Essentra Components,SHEET METAL PLUG: 3.500 IN (88.9,1190,0,"1.99000","0","1","S","Active","Body Plug","Black","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1737080000.pdf,//media.digikey.com/Photos/Weidmuller/1737080000.jpg,281-4711-ND,1737080000,Weidmüller,STOP PLUG VPM20-EXE SW PLA,150,200,"4.79000","0","1","VP","Active","Body Plug","Black","Nylon","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1737090000.pdf,//media.digikey.com/Photos/Weidmuller/1737090000.jpg,281-4712-ND,1737090000,Weidmüller,CABLE PLUG BLANK M25 PLAST EXE,150,125,"4.91000","0","1","VP","Active","Body Plug","Black","Nylon","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1265377.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_5518xx.jpg,RPC5543-ND,551851,Essentra Components,"BLANKING PLUG: HOLE DIAMTER, ROU",200,0,"5.06000","0","1","-","Active","Body Plug","Black","Silicone","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/BP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC1914-ND,BP-16231,Essentra Components,BODY PLUG .47"" HOLE SIZE,960,0,"0.30000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.472"" (12.00mm)","0.827"" (21.00mm)","0.031"" ~ 0.079"" (0.79mm ~ 2.00mm)"
http://www.keyelco.com/product-pdf.cfm?p=2726,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_860x.jpg,36-8609-ND,8609,Keystone Electronics,PLUG HOLE NYLON 1.250"" DIA,842,900,"0.43000","0","1","-","Active","Body Plug","Black","Nylon","1.250"" (31.75mm) 1 1/4""","1.375"" (34.93mm) 1 3/8""","0.125"" (3.18mm) 1/8"""
http://www.keyelco.com/product-pdf.cfm?p=2727,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8610.jpg,36-8610-ND,8610,Keystone Electronics,PLUG HOLE NYLON 1.375"" DIA,501,300,"0.43000","0","1","-","Active","Body Plug","Black","Nylon","1.375"" (34.93mm)","1.500"" (38.10mm) 1 1/2""","0.125"" (3.18mm) 1/8"""
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/HP-4-P.JPG,WM9320-ND,HP-4-P,GC Electronics,"STEEL HOLE PLUG,NICKEL PLTD 3/4""",228,0,"0.75000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.750"" (19.05mm) 3/4""","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LTP.pdf,//media.digikey.com/photos/Richco%20Photos/LTP-4.JPG,RP905-ND,LTP-4,Essentra Components,LIQUID TIGHT PLUG BLK .500"" HL,502,0,"1.09000","0","1","LTP","Active","Body Plug","Black","Silicone","0.500"" (12.70mm) 1/2""","0.921"" (23.39mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/LTP.pdf,//media.digikey.com/photos/Richco%20Photos/LTP-1.JPG,RP904-ND,LTP-1,Essentra Components,LIQUID TIGHT PLUG BLK .875"" HL,992,0,"1.36000","0","1","LTP","Active","Body Plug","Black","Silicone","0.875"" (22.23mm) 7/8""","1.260"" (32.00mm)","0.125"" (3.18mm) 1/8"""
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/11-348-C.JPG,WM9323-ND,11-348-C,GC Electronics,"STEEL HOLE PLG,NICKEL PLTD 5/16""",328,0,"0.70000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.312"" (7.92mm) 5/16""","-","-"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/11-360-C.JPG,WM9326-ND,11-360-C,GC Electronics,"STEEL HOLE PLUG,NICKEL PLTD 5/8""",463,0,"0.77000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.625"" (15.88mm) 5/8""","-","-"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/HP-5-P.JPG,WM9322-ND,HP-5-P,GC Electronics,"STEEL HOLE PLUG, NICKEL PLTD 1""",538,0,"0.90000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","1.000"" (25.40mm) 1""","-","-"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/11-368-C.JPG,WM9325-ND,11-368-C,GC Electronics,"STEEL HOLE PLUG,NICKEL PLTD 7/8""",251,0,"1.10000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.875"" (22.23mm) 7/8""","-","-"
http://www.alphawire.com/~/media/4CD3DE81E52D492E9A247A46EF68BF5C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPP9SL080-ND,HPP9 SL080,Alpha Wire,PG9 HOLE PLUG,703,0,"0.32000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.598"" (15.19mm)","0.591"" (15.00mm)","-"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPP.pdf,-,HPP21BK080-ND,HPP21 BK080,Alpha Wire,PG21 HOLE PLUG,990,110,"0.52000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","1.114"" (28.30mm)","1.300"" (33.02mm)","-"
http://www.alphawire.com/~/media/4CD3DE81E52D492E9A247A46EF68BF5C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPP21SL080-ND,HPP21 SL080,Alpha Wire,PG21 HOLE PLUG,311,0,"0.52000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","1.114"" (28.30mm)","1.300"" (33.02mm)","-"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPM.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_HPMxx_A.jpg,HPM12BK080-ND,HPM12 BK080,Alpha Wire,METRIC M12 HOLE PLUG,823,58,"0.56000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.472"" (12.00mm)","0.591"" (15.00mm)","-"
http://www.alphawire.com/~/media/1C2E7528D1664F92B9CFED0DC249F8AC.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPM12SL080-ND,HPM12 SL080,Alpha Wire,METRIC M12 HOLE PLUG,709,35,"0.56000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.472"" (12.00mm)","0.591"" (15.00mm)","-"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPM.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_HPMxx_A.jpg,HPM16BK080-ND,HPM16 BK080,Alpha Wire,METRIC M16 HOLE PLUG,847,0,"0.63000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.630"" (16.00mm)","0.787"" (19.99mm)","-"
http://www.alphawire.com/~/media/1C2E7528D1664F92B9CFED0DC249F8AC.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPM16SL080-ND,HPM16 SL080,Alpha Wire,METRIC M16 HOLE PLUG,667,0,"0.63000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.630"" (16.00mm)","0.787"" (19.99mm)","-"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPM.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_HPMxx_A.jpg,HPM20BK080-ND,HPM20 BK080,Alpha Wire,METRIC M20 HOLE PLUG,819,0,"0.69000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.787"" (20.00mm)","0.945"" (24.00mm)","-"
http://www.alphawire.com/~/media/1C2E7528D1664F92B9CFED0DC249F8AC.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPM20SL080-ND,HPM20 SL080,Alpha Wire,METRIC M20 HOLE PLUG,571,5,"0.69000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.787"" (20.00mm)","0.945"" (24.00mm)","-"
