Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Hardware Type","Specifications","For Use With/Related Products"
-,-,CS-114-ND,CS-114,Essentra Components,PIN/STRIKER NYLON BLACK,0,0,"Obsolete","0","500","CS","Obsolete","Striker Pin","Black, Nylon","-"
-,-,RFS-1-ND,RFS-1,Essentra Components,REMOVABLE FASTENER WHITE 2PC SET,0,0,"Obsolete","0","100","-","Obsolete","-","-","-"
http://www.ctonindustries.com/PRODUCTINFO/KLipet.pdf,-,CC1-B-ND,CC1-B,C-TON Industries,KLIPET CAPILLARY CLIP BEIGE,0,0,"Obsolete","0","200","Klipet®","Obsolete","Capillary Clip","Beige","Holds 1/8"", 1/4"" and 3/8"" Tubing"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,-,P2380-ND,P2380,Switchcraft Inc.,CLAMP STEEL ""U"" .335"",0,0,"Obsolete","0","1","-","Obsolete","U-Clamp","Steel, 0.335"" (8.5mm) W x 0.188"" (4.8mm) H","-"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,-,P2381-ND,P2381,Switchcraft Inc.,CLAMP STEEL ""U"" .313"",0,0,"Obsolete","0","10","-","Obsolete","U-Clamp","Steel, 0.313"" (8.5mm) W x 0.188"" (4.8mm) H","-"
//media.digikey.com/pdf/Data Sheets/3M PDFs/17200.pdf,//media.digikey.com/photos/3M%20Photos/17200.jpg,3M6452-ND,17200,3M,COMMAND ADHESIVE STRIPS 8S 4M 4L,0,0,"Obsolete","0","36","Command™","Obsolete","Adhesive Strips","-","-"
-,//media.digikey.com/photos/3M%20Photos/98-0003-3222-5.JPG,3M9582-ND,98-0003-3222-5,3M,COMMAND ADHESIVE STRIPS 7.875"",0,0,"Obsolete","0","800","Command™","Obsolete","Adhesive Strips","-","-"
http://www1.cooperbussmann.com/pdf/f0c6255b-4886-4e77-bb8d-49421de3da1b.pdf,-,SOA72-ND,SOA72,Eaton - Bussmann Electrical Division,C-RAIL STAND-OFF CHANNEL 72"",0,0,"Obsolete","0","20","NDN","Obsolete","Stand-Off Channel","72.0"" Length","DIN Rail, Channel Mount"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/Cut-OUT_Covers.pdf,-,12-36R-ND,12-36R,Bivar Inc.,HDWR CUT-OUT COVER ABS 94V-0 BK,0,0,"Obsolete","0","1000","-","Obsolete","Cover","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SC1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1166571.jpg,SC1-M5-ND,SC1-M5,Essentra Components,SOCKET HEAD SCREW CAP M5 BLK,0,0,"Obsolete","0","1000","-","Obsolete","-","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0850A-ND,RDM0850A,Essentra Components,1.25IN 12-14 GAUGE 3/8-16 THREAD,0,0,"Obsolete","0","500","RDM","Obsolete","Tube Insert","-","-"
-,-,SEZ-PMC.75-ND,SEZ-PMC.75,Panduit Corp,ADH ESTER PIPE MARKER CARRIER 9,0,0,"Obsolete","0","1","-","Obsolete","Marker Carrier","-","0.75mm Diameter Pipe"
-,-,SEZ-PMC2-ND,SEZ-PMC2,Panduit Corp,ADH ESTER PIPE MARKER CARRIER 16,0,0,"Obsolete","0","1","-","Obsolete","Marker Carrier","-","1.50mm ~ 2.00mm Diameter Pipe"
-,-,SEZ-PMC6-ND,SEZ-PMC6,Panduit Corp,ADH ESTER PIPE MARKER CARRIER 23,0,0,"Obsolete","0","1","-","Obsolete","Marker Carrier","-","2.50mm ~ 6.00mm Diameter Pipe"
-,-,SEZ-PMC8-ND,SEZ-PMC8,Panduit Corp,ADH ESTER PIPE MARKER CARRIER 32,0,0,"Obsolete","0","1","-","Obsolete","Marker Carrier","-","8.00mm Diameter and Up Pipe"
-,-,2P1818-ND,2P1818,Switchcraft Inc.,U-CLAMP CADMIUM PLATED,0,0,"Obsolete","0","0","-","Obsolete","-","-","-"
