Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Connector Type","Number of Positions","Number of Rows","Termination Style"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cd/cdp/cdpp/cdpp8rg/media/C-COCDPP8RG--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CDPP8RG.JPG,298-12482-ND,CDPP8RG,Panduit Corp,"INDUSTRIALNET, 8-PORT DIN RAIL M",47,0,"108.27000","0","1","Mini-Com®","Active","Patch Panel, Fiber","-","8","4","-"
http://www.switchcraft.com/Drawings/QGPK1B440_CD.PDF,-,SC2542-ND,QGPK1B440,Switchcraft Inc.,CONN PATCHBAY BLANK PANEL 1.75"",27,0,"150.14000","0","1","QG®","Active","Audio/Video Panel","-","16","1","-"
https://assets.tripplite.com/product-pdfs/en/n062024kjsh.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N062-024-KJ-SH.jpg,TL1028-ND,N062-024-KJ-SH,Tripp Lite,24-PORT 1U RACK-MOUNT SHIELDED B,110,0,"29.58000","0","1","Network","Active","Modular Panel, Keystone","RJ45 Jack (Not Provided)","24","1","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=27,//media.digikey.com/photos/Switchcraft%20Photos/Switchcraft%20-%20MT48FN.jpg,SC2081-ND,MT48FNX,Switchcraft Inc.,CONN PATCHBAY 48JACKS 1.75"",65,0,"574.17000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","48","2","Solder"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,//media.digikey.com/Photos/Cinch-Connectivity-Solutions/DS1.JPG,1097-1325-ND,DS1,Cinch Connectivity Solutions Trompeter,.500"" PANELID STRIP,300,0,"17.33000","0","1","-","Active","Patch Panel, Cat5","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cf/cfa/cfap/cfappbl1a/media/CFAPPBL1A%20dwg.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CFAPPBL1.JPG,298-12484-ND,CFAPPBL1,Panduit Corp,FLAT FIBER PATCH PANEL. HOLDS UP,110,0,"31.07000","0","1","Opticom®","Active","Patch Panel, Fiber","-","4","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp2/cpp24wbly/media/C-COCPP24WBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP24WBLY.jpg,298-16148-ND,CPP24WBLY,Panduit Corp,"PATCH PANEL, 24 PORT, MODULAR, B",147,0,"40.57000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppl/cppl24wbly/media/C-COCPPL24WBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPL24WBLY.jpg,298-16155-ND,CPPL24WBLY,Panduit Corp,"PATCH PANEL, 24 PORT, MODULAR SN",125,0,"43.18000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://assets.tripplite.com/product-pdfs/en/n252024.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N252-024.jpg,TL1126-ND,N252-024,Tripp Lite,PANEL PATCH CAT6 568B 24PORT,13,0,"64.64000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","Punch Down"
https://www.belden.com/hubfs/resources/technical/technical-data/english/RV5PPF1U24XX.pdf,-,BEL14207-ND,RV6PPF1U24BK,Belden Inc.,CAT6+ REVCONN PATCH PNL,5,0,"214.96000","0","1","KeyConnect","Active","-","RJ45","24","1","RJ45 Connector"
//media.digikey.com/pdf/Data%20Sheets/Assmann%20PDFs/A-PAN-16-MOD.pdf,//media.digikey.com/Photos/Assmann%20Photos/MFG_A-PAN-16-MOD.jpg,AE10606-ND,A-PAN-16-MOD,Assmann WSW Components,PATCH PANEL 19"" 16PORT BLANK,49,0,"5.55000","0","1","A-PAN","Active","Modular Panel","-","16","1","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=91,//media.digikey.com/Photos/Switchcraft%20Photos/MFG_2300X.jpg,SC2066-ND,2300X,Switchcraft Inc.,CONN JACK BLOCK DUAL W/O JACKS,90,0,"9.76000","0","1","2300","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","2","1","-"
https://assets.tripplite.com/product-pdfs/en/n062024kj.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N062-024-KJ.jpg,TL1259-ND,N062-024-KJ,Tripp Lite,24-PORT 2U RACK-MOUNT BLANK KEYS,9,0,"19.14000","0","1","Network","Active","Modular Panel, Keystone","RJ45 Jack (Not Provided)","24","2","-"
https://assets.tripplite.com/product-pdfs/en/n050012.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N050-012.jpg,TL1121-ND,N050-012,Tripp Lite,PANEL PATCH CAT5E WALL MT 12PORT,18,0,"32.97000","0","1","Network","Active","Patch Panel, Cat5e","RJ45","12","1","Punch Down"
https://assets.tripplite.com/product-pdfs/en/n052048.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N052-048.jpg,TL592-ND,N052-048,Tripp Lite,PANEL PATCH CAT5E 48 PORT RACK,5,0,"84.84000","0","1","Network","Active","Patch Panel, Cat5","RJ45","48","2","Punch Down"
http://www.switchcraft.com/Drawings/QGPK3B440_CD.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/QGPK3B440.jpg,SC2543-ND,QGPK3B440,Switchcraft Inc.,CONN PATCHBAY 3.5"" BLANK PANEL,17,0,"187.68000","0","1","QG®","Active","Audio/Video Panel","-","32","2","-"
https://assets.tripplite.com/product-pdfs/en/n053024rbgy.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N053-024-RBGY.JPG,TL1257-ND,N053-024-RBGY,Tripp Lite,24-PORT 1U RACK-MOUNT 110-TYPE C,8,0,"48.48000","0","1","Network","Active","Patch Panel, Cat5","RJ45","24","1","110 Block"
https://assets.tripplite.com/product-pdfs/en/n253024rbgy.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N253-024-RBGY.JPG,TL1282-ND,N253-024-RBGY,Tripp Lite,24-PORT 1U RACK-MOUNT 110-TYPE C,15,0,"72.40000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","110 Block"
https://b2b.harting.com/files/download/PRD/PDF_TS/20824050001_100219754DRW002A.pdf,//media.digikey.com/Photos/Harting/MFG_20824050001.jpg,1195-3973-ND,20824050001,HARTING,19"" KEYSTONE PATCH PANEL,2,0,"261.57000","0","1","-","Active","Modular Panel, Keystone","RJ45","24","1","Connector"
https://assets.tripplite.com/product-pdfs/en/n062012kj.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N062-012-KJ.jpg,TL2068-ND,N062-012-KJ,Tripp Lite,12-PORT 1U RACK-MOUNT BLANK KEYS,29,0,"11.64000","0","1","Network","Active","Modular Panel, Keystone","RJ45 Jack (Not Provided)","12","1","-"
https://assets.tripplite.com/product-pdfs/en/n062016kj.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N062-016-KJ.jpg,TL2069-ND,N062-016-KJ,Tripp Lite,16-PORT 1U RACK-MOUNT BLANK KEYS,44,0,"13.09000","0","1","Network","Active","Modular Panel, Keystone","RJ45 Jack (Not Provided)","16","1","-"
http://www.panduit.com/heiler/PartDrawings/C-NKNKFP12W--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NKFP12W.jpg,298-15078-ND,NKFP12W,Panduit Corp,PATCH PANEL MOD 12PORT WALL MNT,37,0,"18.97000","0","1","NetKey®","Active","Modular Panel, Keystone","-","12","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpat/cpatcbl/media/C-COCPATCWH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP12WBL.jpg,298-16147-ND,CPP12WBL,Panduit Corp,"PATCH PANEL, 12 PORT, BLACK",47,0,"29.00000","0","1","-","Active","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n050p12.pdf,-,TL1927-ND,N050-P12,Tripp Lite,CAT5E WALL-MOUNT 12-PORT PATCH P,30,0,"33.33000","0","1","Network","Active","Patch Panel, Cat5e","RJ45","12","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cw/cwp/cwpp/cwpp12wbl/media/C-COCWPP12WBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CWPP12WBL.jpg,298-12626-ND,CWPP12WBL,Panduit Corp,MINI COM 12-PORT WALL MOUNT MODU,6,0,"36.00000","0","1","Mini-Com®","Active","Modular Panel","-","12","1","-"
http://www.panduit.com/heiler/PartDrawings/C-NKNKFP24Y--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NKFP24Y.jpg,298-12392-ND,NKFP24Y,Panduit Corp,PATCH PANEL MOD 24PORT 1 ROW,8,0,"37.96000","0","1","NetKey®","Active","Modular Panel, Keystone","-","24","1","-"
https://www.belden.com/hubfs/resources/technical/technical-data/english/AX101456.pdf,//media.digikey.com/photos/Belden/AX101456.jpg,BEL1487-ND,AX101456,Belden Inc.,FLEX PATCH PANEL 24-P 1U BLK,20,0,"38.61000","0","1","-","Active","Patch Panel, Cat5e, Cat6","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cf/cfa/cfap/cfappbl2a/media/WW-FBSP39%20(Opticom%20FO%20Patch%20Panels%20Trays)%20WEB.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CFAPPBL2.jpg,298-15968-ND,CFAPPBL2,Panduit Corp,FIBER ADAPTER PATCH PANEL 2 RU,40,0,"38.97000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nk/nkp/nkpp/nkpp24fmy/media/C-NKNKPP24FMY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NKPP24FMY.jpg,298-12782-ND,NKPP24FMY,Panduit Corp,KEYSTONE 24-PORT MODULAR FLUSH M,14,0,"41.71000","0","1","NetKey®","Active","Modular Panel","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp1/cp16/cp16bly/media/C-COCP16XXY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP16BLY.jpg,298-16135-ND,CP16BLY,Panduit Corp,"PATCH PANEL, 16 PORT, ALL METAL,",10,0,"44.50000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp2/cpp24fmwbly/media/C-COCPP24FMWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP24FMWBLY.JPG,298-12618-ND,CPP24FMWBLY,Panduit Corp,MINI COM 24-PORT MODULAR FLUSH M,15,0,"44.59000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp2/cpp24fmwwh/media/C-OTCPP24FMWWH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP24FMWWH.jpg,298-16590-ND,CPP24FMWWH,Panduit Corp,MINI COM 24 PORT FLUSH MOUNT PAT,10,0,"44.59000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppl/cppl24m6bly/media/C-COCPPL24M6BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPL24M6BLY.jpg,298-16154-ND,CPPL24M6BLY,Panduit Corp,"PATCH PANEL, 24 PORT, MODULAR, 6",25,0,"45.34000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://www.belden.com/hubfs/resources/technical/technical-data/english/AX103114.pdf,//media.digikey.com/photos/Belden/AX103114.jpg,BEL1488-ND,AX103114,Belden Inc.,KEYCON PATCH PANEL 24-P 1U BLK,41,0,"45.71000","0","1","KeyConnect","Active","Patch Panel, Cat5e, Cat6","-","24","1","-"
https://assets.tripplite.com/product-pdfs/en/n250p12.pdf,-,TL1929-ND,N250-P12,Tripp Lite,CAT6 WALL-MOUNT 12-PORT PATCH PA,25,0,"46.54000","0","1","Network","Active","Patch Panel, Cat6","RJ45","12","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/u/ui/uic/uicm/uicmpp24bly/media/C-COUICMPP24BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_UICMPP24BLY.jpg,298-16383-ND,UICMPP24BLY,Panduit Corp,"PATCH PANEL, 24 PORT, ULTIMATE I",40,0,"46.73000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://assets.tripplite.com/product-pdfs/en/n052p24.pdf,//media.digikey.com/photos/Tripplite%20Photos/MFG_N052-P24.jpg,TL1928-ND,N052-P24,Tripp Lite,CAT5E 24-PORT PATCH PANEL - POE+,10,0,"47.83000","0","1","Network","Active","Patch Panel, Cat5e","RJ45","24","1","Punch Down"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QPP24WH.jpg,298-16924-ND,QPP24WH,Panduit Corp,"QN PATCH PANEL, FLAT, 24 PORT, 1",10,0,"48.08000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/q/qp/qpp/qpp2/qpp24bl/media/C-COQPP24BL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QPP24BL.JPG,298-12850-ND,QPP24BL,Panduit Corp,24-PORT PATCH PANEL IN BLACK ACC,9,0,"48.08000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","24","1","-"
-,-,298-18906-ND,CPPL24M6PBL,Panduit Corp,MINI COM 24 PORT MODULAR M6 FACE,10,0,"48.92000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP24BLY.JPG,298-12461-ND,CP24BLY,Panduit Corp,PATCH PANEL 24 PORT BLACK,18,0,"51.30000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
-,-,298-16927-ND,QSP24WH,Panduit Corp,QN PATCH PANEL FOR SHIELDED CASS,10,0,"53.76000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cf/cfa/cfap/cfappbl1a/media/CFAPPBL1A%20dwg_1.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CFAPPBL1A.jpg,298-15967-ND,CFAPPBL1A,Panduit Corp,FIBER ADAPTER PATCH PANEL ANGLED,12,0,"55.02000","0","1","-","Active","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n252p24.pdf,//media.digikey.com/photos/Tripplite%20Photos/MFG_N252-P24.jpg,TL1930-ND,N252-P24,Tripp Lite,CAT6 24-PORT PATCH PANEL - POE+,14,0,"60.76000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nk/nkp/nkpp/nkpp48fmy/media/C-NKNKPP48FMY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKPP48FMY.JPG,298-12783-ND,NKPP48FMY,Panduit Corp,KEYSTONE 48-PORT MODULAR FLUSH M,6,0,"72.59000","0","1","NetKey®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48wbly/media/C-COCPP48WBLY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CPP48WBLY.jpg,298-12621-ND,CPP48WBLY,Panduit Corp,MINI COM 48-PORT MODULAR PATCH P,6,0,"72.85000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
http://www.panduit.com/heiler/PartDrawings/CPPL48WBLY.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CPPL48WBLY.jpg,298-12462-ND,CPPL48WBLY,Panduit Corp,48 PORT MODULAR PATCH PANEL,15,0,"75.29000","0","1","-","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48fmwwh/media/C-OTCPP48FMWWH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP48FMWWH.jpg,298-16591-ND,CPP48FMWWH,Panduit Corp,MINI COM 48 PORT FLUSH MOUNT PAT,12,0,"77.56000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48fmwbly/media/C-COCPP48FMWBLY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CPP48FMWBLY.jpg,298-12619-ND,CPP48FMWBLY,Panduit Corp,MINI COM 48-PORT MODULAR FLUSH M,6,0,"77.56000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
http://www.panduit.com/heiler/PartDrawings/C-NKNKPPA24FMY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKPPA24FMY.jpg,298-15090-ND,NKPPA24FMY,Panduit Corp,PATCH PANEL 24 PORT 1 ROW ANGLED,8,0,"77.68000","0","1","NetKey®","Active","Modular Panel, Keystone","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppl/cppla24wbly/media/C-COCPPLA24WBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPLA24WBLY.JPG,298-12623-ND,CPPLA24WBLY,Panduit Corp,MINI COM 24-PORT MODULAR ANGLED,8,0,"78.05000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppl/cppl48m6bly/media/C-COCPPL48M6BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPL48M6BLY.jpg,298-16156-ND,CPPL48M6BLY,Panduit Corp,"PATCH PANEL, 48 PORT, MODULAR, 6",18,0,"79.07000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp2/cp24/cp24wsbly/media/C-COCP24WSXXY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP24WSBLY.jpg,298-16139-ND,CP24WSBLY,Panduit Corp,"PATCH PANEL, 24 PORT, ALL METAL,",12,0,"80.22000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/u/ui/uic/uicm/uicmpp48bly/media/C-COUICMPP48BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_UICMPP48BLY.jpg,298-16384-ND,UICMPP48BLY,Panduit Corp,"PATCH PANEL, 48 PORT, ULTIMATE I",30,0,"81.39000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/q/qa/qap/qapp/qapp24bl/media/D-NCCB78--WW-ENG-PrefPartsNetInfrastructureNA-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QAPP24BL.JPG,298-12847-ND,QAPP24BL,Panduit Corp,24-PORT ANGLED PATCH PANEL IN BL,10,0,"88.97000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","24","1","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QAPP24WH.jpg,298-16919-ND,QAPP24WH,Panduit Corp,"QN PATCH PANEL, ANGLED, 24 PORT,",8,0,"88.97000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp4/cp48/cp48bly/media/C-COCP48XXY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP48BLY.JPG,298-12617-ND,CP48BLY,Panduit Corp,MINI COM 48-PORT MODULAR ALL MET,6,0,"89.20000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpa2/cpa24bly/media/C-COCPA24BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPA24BLY.jpg,298-16142-ND,CPA24BLY,Panduit Corp,"PATCH PANEL, 24 PORT, ANGLED, AL",15,0,"91.37000","0","1","-","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QASP24WH.jpg,298-16922-ND,QASP24WH,Panduit Corp,QN PATCH PANEL FOR SHIELDED CASS,8,0,"102.31000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp7/cpp72fmwbly/media/C-COCPP72FMWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP72FMWBLY.jpg,298-16151-ND,CPP72FMWBLY,Panduit Corp,"PATCH PANEL, 72 PORT, MODULAR FL",15,0,"106.28000","0","1","-","Active","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/NK5EPPG12WY.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NK5EPPG12WY.jpg,298-15028-ND,NK5EPPG12WY,Panduit Corp,PATCH PANEL CAT5E 12PORT,3,0,"114.70000","0","1","NetKey®","Active","Patch Panel, Cat5e","RJ45 Jack","12","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48hdewbl/media/C-COCPP48HDEWBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP48HDEWBL.jpg,298-16149-ND,CPP48HDEWBL,Panduit Corp,"PATCH PANEL, 48 PORT, MODULAR HD",20,0,"117.16000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48hdvnswbl/media/C-COCPP48HDVNSWBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP48HDVNSWBL.jpg,298-16150-ND,CPP48HDVNSWBL,Panduit Corp,"PATCH PANEL, 48 PORT, MODULAR HD",10,0,"117.16000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48hdwwh/media/C-COCPP48HDWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPP48HDWWH.jpg,298-16592-ND,CPP48HDWWH,Panduit Corp,MINI COM 48 PORT HIGH DENSITY PA,5,0,"117.16000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cpp4/cpp48hdwbly/media/C-COCPP48HDWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CPP48HDWBLY.JPG,298-12620-ND,CPP48HDWBLY,Panduit Corp,MINI COM 48-PORT MODULAR HIGH DE,3,0,"117.16000","0","1","Mini-Com®","Active","Modular Panel","-","48","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/11-0731-002-csu.pdf,-,1436-2493-ND,PP24MOD1AU,HellermannTyton,"MODULAR PATCH PANEL, ANGLED, 24",3,0,"118.89000","0","1","-","Active","Modular Panel","RJ45 Jack (Not Provided)","24","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp1/dp12/dp125e88tgy/media/DP125E88TGY.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP125E88TGY.jpg,298-16160-ND,DP125E88TGY,Panduit Corp,"PUNCHDOWN PATCH PANEL, CAT 5E, F",9,0,"120.30000","0","1","-","Active","Punchdown Panel","RJ45","12","1","Punch Down"
http://www.panduit.com/heiler/PartDrawings/C-NKNKPP48HDY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKPP48HDY.jpg,298-15089-ND,NKPP48HDY,Panduit Corp,PATCH PANEL 48 PORT 1 ROW,10,0,"121.64000","0","1","NetKey®","Active","Modular Panel, Keystone","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/q/qp/qpp/qpp4/qpp48hdbl/media/C-COQPP48HDBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QPP48HDBL.JPG,298-12851-ND,QPP48HDBL,Panduit Corp,48-PORT PATCH PANEL IN BLACK ACC,6,0,"126.35000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/q/qp/qpp/qpp4/qpp48hdvnsbl/media/C-COQPP48HDVNSBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QPP48HDVNSBL.JPG,298-12852-ND,QPP48HDVNSBL,Panduit Corp,48-PORT PATCH PANEL IN BLACK ACC,6,0,"126.35000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QPP48HDVNSWH.jpg,298-16925-ND,QPP48HDVNSWH,Panduit Corp,"QN PATCH PANEL, VERTICAL NUMBERE",6,0,"126.35000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QPP48HDWH.jpg,298-16926-ND,QPP48HDWH,Panduit Corp,"QN PATCH PANEL, FLAT, 48 PORT, 1",6,0,"126.35000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
http://www.panduit.com/heiler/PartDrawings/C-NKNKPPA48FMY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NKPPA48FMY.jpg,298-12399-ND,NKPPA48FMY,Panduit Corp,PATCH PANEL 48 PORT 2 ROW ANGLED,4,0,"130.46000","0","1","NetKey®","Active","Modular Panel, Keystone","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppl/cppla48wbly/media/C-COCPPLA48WBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPLA48WBLY.JPG,298-12624-ND,CPPLA48WBLY,Panduit Corp,MINI COM 48-PORT MODULAR ANGLED,10,0,"131.57000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp4/cp48/cp48hdbl/media/C-COCP48HDBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP48HDBL.jpg,298-16140-ND,CP48HDBL,Panduit Corp,"PATCH PANEL, 48 PORT, MODULAR, H",12,0,"134.47000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp4/cp48/cp48wsbly/media/C-COCP48WSXXY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP48WSBLY.jpg,298-16141-ND,CP48WSBLY,Panduit Corp,"PATCH PANEL, 48 PORT, WITH LABEL",25,0,"138.04000","0","1","-","Active","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n252048.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N252-048.jpg,TL1505-ND,N252-048,Tripp Lite,PANEL PATCH CAT6 RACK 48 PORT,24,0,"139.38000","0","1","Network","Active","Patch Panel, Cat6","RJ45","48","2","Punch Down"
