Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Connector Type","Number of Positions","Number of Rows","Termination Style"
-,-,BEL2145-ND,MIPP-20-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"216.38000","0","1","-","Active","-","-","-","-","-"
-,-,CPA48HDBL-ND,CPA48HDBL,Panduit Corp,"PATCH PANEL, MINI-COM 48-PORT, H",0,0,"218.24000","0","1","-","Active","-","-","-","-","-"
-,-,JS-32D3SF15-ND,JS-32D3SF15,Cinch Connectivity Solutions Trompeter,32-HOLE NON-INSULATED PANEL,0,0,"219.93000","0","1","JS","Active","Modular Panel","-","32","2","-"
-,-,BEL2114-ND,MIPP-01-020,Belden Inc.,MOD IND PATCH PANEL,0,0,"221.77000","0","1","*","Active","Patch Panel, Cat6","-","4","1","-"
-,-,JS-10DD4-ND,JS-10DD4,Cinch Connectivity Solutions Trompeter,10-HOLE NON-INSULATED PANEL,0,0,"224.18000","0","1","JS","Active","Modular Panel","-","10","1","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=211,-,JP072000-ND,JP072000,Switchcraft Inc.,CONN JACK MOD TWIN ROW 1/4"" PNL,0,0,"224.70000","0","1","JP®","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","52","2","-"
-,-,GSTAPP-2U72SC-ND,GSTAPP-2U72SC,HellermannTyton,GST ANGLED MODULAR PATCH PANEL 7,0,0,"226.63000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","72","3","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MI3014009CST.pdf,-,APP110C5E24-ND,APP110C5E24,HellermannTyton,ANGLED UNIVERSAL 24 PORT PATCH P,0,0,"230.61000","0","1","-","Active","Modular Panel","RJ45","24","1","110 Block"
-,-,BEL2107-ND,MIPP/AD/1S9N,Belden Inc.,MOD IND PATCH PANEL,0,0,"234.01000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
-,-,JSI-48-ND,JSI-48,Cinch Connectivity Solutions Trompeter,48-HOLE INSULATED PANEL,0,0,"235.28000","0","1","JSI","Active","Modular Panel","-","48","2","-"
-,-,VOL-0406B-ND,VOL-0406B,3M,6PORT WALL MNT PATCH PANEL W/BEZ,0,0,"236.25000","0","1","Volition™","Active","Patch Panel, Fiber","-","6","1","-"
https://assets.tripplite.com/product-pdfs/en/n48201u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-01U.jpg,N482-01U-ND,N482-01U,Tripp Lite,FIBER PATCH PANEL,0,0,"236.34000","0","1","Network","Active","Patch Panel, Fiber","LC (Not Provided)","5","1","-"
https://assets.tripplite.com/product-pdfs/en/n254024of.pdf,-,N254-024-OF-ND,N254-024-OF,Tripp Lite,24-PORT CAT5E/6 FEED-THROUGH PAT,0,0,"237.55000","0","1","Network","Active","-","RJ45","24","1","RJ45 Connector"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1LC-ND,QGPK1LC,Switchcraft Inc.,QG PATCHBAY 1RU EHLC,0,0,"238.00000","0","1","QG®","Active","Audio Jack Panel","LC","16","1","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1LCM-ND,QGPK1LCM,Switchcraft Inc.,QG PATCHBAY 1RU EHLC,0,0,"238.00000","0","1","QG®","Active","Audio Jack Panel","LC","16","1","-"
-,-,JS-16DD4-ND,JS-16DD4,Cinch Connectivity Solutions Trompeter,16-HOLE NON-INSULATED PANEL,0,0,"238.50200","0","10","JS","Active","Modular Panel","-","16","1","-"
https://assets.tripplite.com/product-pdfs/en/n4826m246m24.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-6M24-6M24.jpg,N482-6M24-6M24-ND,N482-6M24-6M24,Tripp Lite,FIBER PATCH PANEL,0,0,"242.40000","0","1","Network","Active","Patch Panel, Fiber","MTP, MPO (Not Provided)","6","1","-"
https://assets.tripplite.com/product-pdfs/en/n2520246aof.pdf,-,N252-024-6A-OF-ND,N252-024-6A-OF,Tripp Lite,24-PORT CAT6A CAT6 CAT5E PATCH P,0,0,"242.40000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","Punch Down"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD055CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C6G24.jpg,PP110C6G24-ND,PP110C6G24,HellermannTyton,CAT 6 ALPHASNAP 24 PORT PATCH PA,0,0,"244.66000","0","1","AlphaSnap®","Active","Patch Panel, Cat6","RJ45","24","1","110 Block"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSI-32A-ND,JSI-32A,Cinch Connectivity Solutions Trompeter,32-HOLE INSULATED PANEL,0,0,"244.96200","0","10","JSI","Active","Modular Panel","-","32","2","-"
https://assets.tripplite.com/product-pdfs/en/n2540246ad.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024-6AD.jpg,N254-024-6AD-ND,N254-024-6AD,Tripp Lite,24-PORT CAT6A FEEDTHROUGH PATCH,0,0,"246.04000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","Punch Down"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1ST-ND,QGPK1ST,Switchcraft Inc.,QG PATCHBAY 1RU EHST,0,0,"249.20000","0","1","QG®","Active","Audio Jack Panel","ST","16","1","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1STM-ND,QGPK1STM,Switchcraft Inc.,QG PATCHBAY 1RU EHST,0,0,"249.20000","0","1","QG®","Active","Audio Jack Panel","ST","16","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MI3014009CST.pdf,-,APP110C624-ND,APP110C624,HellermannTyton,ANGLED UNIVERSAL 24 PORT PATCH P,0,0,"249.52000","0","1","-","Active","Modular Panel","RJ45","24","1","110 Block"
-,-,PP110C350-ND,PP110C350,HellermannTyton,CAT 3 1U VOICE PANEL 50 PAIR,0,0,"251.50000","0","1","-","Active","Patch Panel, Cat3","RJ45","50","2","110 Block"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD002CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E48.jpg,PP110C5E48-ND,PP110C5E48,HellermannTyton,CAT 5E UNIV 48 PORT PATCH PANEL,0,0,"251.50000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","48","2","110 Block"
-,-,DPKR245E88TG-ND,DPKR245E88TG,Panduit Corp,"PUNCHDOWN PATCH PANEL KIT, CAT 5",0,0,"251.77000","0","1","-","Active","-","-","-","-","-"
-,-,JSH-32-ND,JSH-32,Cinch Connectivity Solutions Trompeter,32-HOLE NON-INSULATED HF PANEL,0,0,"251.83000","0","1","JS","Active","Modular Panel","-","32","2","-"
-,-,JSHI-12-ND,JSHI-12,Cinch Connectivity Solutions Trompeter,12-HOLE INSULATED HF PANEL,0,0,"251.83000","0","1","JS","Active","Modular Panel","-","12","1","-"
-,-,JSI-32W-ND,JSI-32W,Cinch Connectivity Solutions Trompeter,32-HOLE INSULATED PANEL,0,0,"253.86200","0","10","JSI","Active","Modular Panel","-","32","2","-"
https://assets.tripplite.com/product-pdfs/en/n250024lp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N250-024-LP.jpg,N250-024-LP-ND,N250-024-LP,Tripp Lite,PATCH PANEL RJ45 1U TAA,0,0,"254.52000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","-"
https://assets.tripplite.com/product-pdfs/en/n4826m126m12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-6M12-6M12.jpg,N482-6M12-6M12-ND,N482-6M12-6M12,Tripp Lite,FIBER PATCH PANEL,0,0,"254.52000","0","1","Network","Active","Patch Panel, Fiber","MTP, MPO (Not Provided)","6","1","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JSI-40.pdf,-,JSI-40-ND,JSI-40,Cinch Connectivity Solutions Trompeter,40-HOLE INSULATED PANEL,0,0,"256.44600","0","10","JSI","Active","Modular Panel","-","40","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1SC-ND,QGPK1SC,Switchcraft Inc.,QG PATCHBAY 1RU EHSC,0,0,"261.80000","0","1","QG®","Active","Audio Jack Panel","SC","16","1","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1SCM-ND,QGPK1SCM,Switchcraft Inc.,QG PATCHBAY 1RU EHSC,0,0,"261.80000","0","1","QG®","Active","Audio Jack Panel","SC","16","1","-"
-,-,BEL2101-ND,MIPP-01-007,Belden Inc.,MOD IND PATCH PANEL,0,0,"262.14000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
-,-,BEL2106-ND,MIPP-01-012,Belden Inc.,MOD IND PATCH PANEL,0,0,"262.17000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
-,-,JSIX-64L-ND,JSIX-64L,Cinch Connectivity Solutions Trompeter,64-HOLE INSULATED PANEL,0,0,"262.52000","0","1","JSI","Active","Modular Panel","-","64","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD002CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E48RS.jpg,PP110C5E48RS-ND,PP110C5E48RS,HellermannTyton,CAT 5E RCK-SNP 48 PORT PATCH PAN,0,0,"264.77000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","48","2","110 Block"
https://assets.tripplite.com/product-pdfs/en/n2520481u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N252-048-1U.jpg,N252-048-1U-ND,N252-048-1U,Tripp Lite,48-PORT PUNCH DOWN 1URM TAA,0,0,"266.64000","0","1","Network","Active","Patch Panel, Cat6","RJ45","48","2","Punch Down"
http://www.panduit.com/heiler/PartDrawings/C-NKNKA5EPPG24Y--ENG.pdf,-,NKA5EPPG24Y-ND,NKA5EPPG24Y,Panduit Corp,PATCH PANEL CAT5E 24PORT 1ROW,0,0,"267.58000","0","1","NetKey®","Active","Patch Panel, Cat5e","RJ45 Jack","24","1","Punch Down"
-,-,BEL2104-ND,MIPP-01-010,Belden Inc.,MOD IND PATCH PANEL,0,0,"268.42000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=25,-,MT52K3NNX-ND,MT52K3NNX,Switchcraft Inc.,CONN PATCHKIT 52JACKS 3.5"",0,0,"274.61000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=25,-,MT52K1NNX-ND,MT52K1NNX,Switchcraft Inc.,CONN PATCHKIT 52JACKS 1.75"",0,0,"274.61000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
-,-,VOL-0401S-G-ND,VOL-0401S-G,3M,PTCH PNL RCK MT 24PORT 1U W/O CB,0,0,"275.63000","0","1","Volition™","Active","Patch Panel, Fiber","-","24","-","-"
-,-,JSI-48S-ND,JSI-48S,Cinch Connectivity Solutions Trompeter,48-HOLE INSULATED PANEL,0,0,"276.80000","0","1","JSI","Active","Modular Panel","-","48","2","-"
-,-,BEL2109-ND,MIPP-01-015,Belden Inc.,MOD IND PATCH PANEL,0,0,"278.33000","0","1","*","Active","Patch Panel, Fiber","ST","12","1","-"
-,-,BEL2111-ND,MIPP-01-017,Belden Inc.,MOD IND PATCH PANEL,0,0,"278.64000","0","1","*","Active","Patch Panel, Fiber","ST","12","1","-"
-,-,BEL2097-ND,MIPP-01-003,Belden Inc.,MOD IND PATCH PANEL,0,0,"280.17000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
-,-,BEL2099-ND,MIPP-01-005,Belden Inc.,MOD IND PATCH PANEL,0,0,"280.61000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
http://www.switchcraft.com/Drawings/QGPK116MB_CD.PDF,-,QGPK116MB-ND,QGPK116MB,Switchcraft Inc.,CONN PATCHBAY MALE 1.75"" HEIGHT,0,0,"281.46000","0","1","QG®","Active","Audio Jack Panel","XLR, Male","16","1","Solder Cup"
http://www.switchcraft.com/Drawings/QGPK116FB_CD.PDF,-,QGPK116FB-ND,QGPK116FB,Switchcraft Inc.,CONN PATCHBAY FEMALE 1.75"" HGHT,0,0,"281.46000","0","1","QG®","Active","Audio Jack Panel","XLR, Female","16","1","Solder Cup"
http://www.switchcraft.com/Drawings/QGPK18M8FB_CD.pdf,-,QGPK18M8FB-ND,QGPK18M8FB,Switchcraft Inc.,CONN PATCHBAY 8MALE/8FMALE 1.75"",0,0,"281.46000","0","1","QG®","Active","Audio Jack Panel","XLR, Male and Female","16","1","Solder Cup"
"//media.digikey.com/pdf/Data%20Sheets/Emerson%20PDFs/JS-32S,JSI-32S_Dwg.pdf",-,JS-32S-ND,JS-32S,Cinch Connectivity Solutions Trompeter,32-HOLE NON-INSULATED PANEL,0,0,"285.84000","0","1","JS","Active","Modular Panel","-","32","2","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=25,-,MT52K1HNX-ND,MT52K1HNX,Switchcraft Inc.,CONN PATCHKIT 52JACKS 1.75"",0,0,"286.41000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=25,-,MT52K3HNX-ND,MT52K3HNX,Switchcraft Inc.,CONN PATCHKIT 52JACKS 3.5"",0,0,"286.41000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
-,-,BEL2147-ND,MIPP-21-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"289.29000","0","1","-","Active","-","-","-","-","-"
-,-,BEL2131-ND,MIPP-05-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"289.42000","0","1","-","Active","-","-","-","-","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSH-24-ND,JSH-24,Cinch Connectivity Solutions Trompeter,24-HOLE NON-INSULATED HF PANEL,0,0,"290.45000","0","1","JS","Active","Modular Panel","-","24","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD058CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E24JJ.jpg,PP110C5E24JJ-ND,PP110C5E24JJ,HellermannTyton,CAT 5E JACK-JACK 24 PORT PATCH P,0,0,"291.21000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","24","1","110 Block"
-,-,BEL14033-ND,AX103259,Belden Inc.,CAT5E HD-110 PATCH PANEL 48-P,0,0,"291.82000","0","1","*","Active","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n2540246a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024-6A.jpg,N254-024-6A-ND,N254-024-6A,Tripp Lite,24 PORT RACKMOUNT PATCH PANEL,0,0,"292.90000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","Punch Down"
-,-,JSI-48A-ND,JSI-48A,Cinch Connectivity Solutions Trompeter,48-HOLE INSULATED PANEL,0,0,"293.19000","0","1","JSI","Active","Modular Panel","-","48","2","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=25,-,MT52K3FNX-ND,MT52K3FNX,Switchcraft Inc.,CONN PATCHKIT 52JACKS 3.5"",0,0,"298.20000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=25,//media.digikey.com/photos/Switchcraft%20Photos/Switchcraft%20-%20MT52K1FN.jpg,MT52K1FNX-ND,MT52K1FNX,Switchcraft Inc.,CONN PATCHKIT 52JACKS 1.75"",0,0,"298.20000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
-,-,JSI-8D2SF24-ND,JSI-8D2SF24,Cinch Connectivity Solutions Trompeter,8-HOLE INSULATED PANEL,0,0,"298.22000","0","1","JSI","Active","Modular Panel","-","8","1","-"
-,-,JS-32D3SF7-ND,JS-32D3SF7,Cinch Connectivity Solutions Trompeter,32-HOLE NON-INSULATED PANEL,0,0,"299.24000","0","1","JS","Active","Modular Panel","-","32","2","-"
-,-,JSI-40S-ND,JSI-40S,Cinch Connectivity Solutions Trompeter,40-HOLE INSULATED PANEL,0,0,"299.24000","0","1","JSI","Active","Modular Panel","-","40","2","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JS-32-ND,JS-32,Cinch Connectivity Solutions Trompeter,32-HOLE NON-INSULATED PANEL,0,0,"301.13000","0","1","JS","Active","Modular Panel","-","32","2","-"
https://assets.tripplite.com/product-pdfs/en/n2540246aof.pdf,-,N254-024-6A-OF-ND,N254-024-6A-OF,Tripp Lite,24-PORT CAT6A CAT6 CAT5E FEED-TH,0,0,"303.00000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","RJ45 Connector"
-,-,MTP24K11B-ND,MTP24K11B,Switchcraft Inc.,PANEL WALL MT 24CH AUDIO/144COND,0,0,"303.88000","0","1","MTP24K","Active","Punchdown Panel","Punchdown Terminals","144","3","Punch Down"
http://www.switchcraft.com/Documents/EDG4.pdf#page=195,-,HPCPK112F-ND,HPCPK112F,Switchcraft Inc.,CONN HPC PATCHBAY 12POS .250,0,0,"307.36000","0","1","HPC","Active","Audio Jack Panel","HPC Jacks","12","1","Quick Connect - 0.250"" (6.3mm)"
http://www.switchcraft.com/Documents/EDG4.pdf#page=195,-,HPCPK112F1-ND,HPCPK112F1,Switchcraft Inc.,CONN HPC PATCHBAY 12POS .187,0,0,"307.36000","0","1","HPC","Active","Audio Jack Panel","HPC Jacks","12","1","Quick Connect - 0.187"" (4.7mm)"
https://assets.tripplite.com/product-pdfs/en/n48412m12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-12M12.jpg,N484-12M12-ND,N484-12M12,Tripp Lite,FIBER PATCH PANEL,0,0,"307.55000","0","1","Network","Active","Patch Panel, Fiber","MTP, MPO (Not Provided)","12","2","-"
https://assets.tripplite.com/product-pdfs/en/n48412m24.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-12M24.jpg,N484-12M24-ND,N484-12M24,Tripp Lite,FIBER PATCH PANEL,0,0,"307.55000","0","1","Network","Active","Patch Panel, Fiber","MTP, MPO (Not Provided)","12","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD056CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5EA48.jpg,PP110C5EA48-ND,PP110C5EA48,HellermannTyton,CAT 5E ALPHASNAP 48 PORT PATCH P,0,0,"308.66000","0","1","AlphaSnap®","Active","Patch Panel, Cat5e","RJ45","48","2","110 Block"
https://assets.tripplite.com/product-pdfs/en/n254024shd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024-SH-D.jpg,N254-024-SH-D-ND,N254-024-SH-D,Tripp Lite,24-PORT 1U RACK-MOUNT PATCH PANE,0,0,"309.06000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","-"
-,-,JSI-56-ND,JSI-56,Cinch Connectivity Solutions Trompeter,56-HOLE INSULATED PANEL,0,0,"312.09000","0","1","JSI","Active","Modular Panel","-","56","2","-"
https://assets.tripplite.com/product-pdfs/en/n254024sh6ad.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024-SH-6AD.jpg,N254-024-SH-6AD-ND,N254-024-SH-6AD,Tripp Lite,24-PORT CAT6A SHIELDED FEEDTHROU,0,0,"316.33000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","Punch Down"
-,-,JSI-52-ND,JSI-52,Cinch Connectivity Solutions Trompeter,52-HOLE INSULATED PANEL,0,0,"318.75000","0","1","JSI","Active","Modular Panel","-","52","2","-"
-,-,JSI-52S-ND,JSI-52S,Cinch Connectivity Solutions Trompeter,52-HOLE INSULATED PANEL,0,0,"318.75000","0","1","JSI","Active","Modular Panel","-","52","2","-"
https://assets.tripplite.com/product-pdfs/en/n254024sh.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024-SH.jpg,N254-024-SH-ND,N254-024-SH,Tripp Lite,PATCH PANEL RJ45 1URM TAA,0,0,"321.18000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","-"
-,-,JSI-40W-ND,JSI-40W,Cinch Connectivity Solutions Trompeter,40-HOLE INSULATED PANEL,0,0,"321.76000","0","1","JSI","Active","Modular Panel","-","40","2","-"
-,-,JSMW64S-ND,JSMW64S,Cinch Connectivity Solutions Trompeter,64-HOLE INSULATED PANEL,0,0,"330.06000","0","1","JSMW","Active","Modular Panel","-","64","2","-"
https://assets.tripplite.com/product-pdfs/en/n492036lclce.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N492-036-LCLC-E.jpg,N492-036-LCLC-E-ND,N492-036-LCLC-E,Tripp Lite,FIBER PATCH PANEL,0,0,"333.30000","0","1","Network","Active","Patch Panel, Fiber","LC","36","1","-"
-,-,JSI-52W-ND,JSI-52W,Cinch Connectivity Solutions Trompeter,52-HOLE INSULATED PANEL,0,0,"333.41000","0","1","JSI","Active","Modular Panel","-","52","2","-"
-,-,DPKR24688TG-ND,DPKR24688TG,Panduit Corp,"PUNCHDOWN PATCH PANEL KIT, CAT 6",0,0,"335.86000","0","1","-","Active","-","-","-","-","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JS-24L.pdf,-,JS-24L-ND,JS-24L,Cinch Connectivity Solutions Trompeter,24-HOLE NON-INSULATED PANEL,0,0,"335.91000","0","1","JS","Active","Modular Panel","-","24","2","-"
http://www.belfuse.com/resources/Trompeter/Drawings/dr-JSI-24S.pdf,-,JS-24S-ND,JS-24S,Cinch Connectivity Solutions Trompeter,24-HOLE NON-INSULATED PANEL,0,0,"335.91000","0","1","JS","Active","Modular Panel","-","24","1","-"
http://www.belfuse.com/resources/Trompeter/Drawings/dr-JSI-24W.pdf,-,JS-24W-ND,JS-24W,Cinch Connectivity Solutions Trompeter,24-HOLE NON-INSULATED PANEL,0,0,"335.91000","0","1","JS","Active","Modular Panel","J9 Jacks","24","2","-"
-,-,JS-24WD2SF8-ND,JS-24WD2SF8,Cinch Connectivity Solutions Trompeter,20-HOLE NON-INSULATED PANEL,0,0,"335.91000","0","1","JS","Active","Modular Panel","-","24","2","-"
-,-,BEL2105-ND,MIPP-01-011,Belden Inc.,MOD IND PATCH PANEL,0,0,"337.07000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
-,-,BEL2102-ND,MIPP-01-008,Belden Inc.,MOD IND PATCH PANEL,0,0,"337.21000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=19,-,MTP52K3BPNOX-ND,MTP52K3BPNOX,Switchcraft Inc.,CONN JACK 48 MTP BACKPANEL 3.5"",0,0,"338.10000","0","1","MTPBP","Active","Punchdown Panel","Punchdown Terminals","156","3","Punch Down"
-,-,BEL2108-ND,MIPP-01-014,Belden Inc.,MOD IND PATCH PANEL,0,0,"344.52000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
https://assets.tripplite.com/product-pdfs/en/n254024sh6a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024-SH-6A.jpg,N254-024-SH-6A-ND,N254-024-SH-6A,Tripp Lite,24 PORT RACKMOUNT CAT6A SHIELDED,0,0,"345.62000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","Punch Down"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3CAT5ES-ND,QGPK3CAT5ES,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"354.20000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","32","2","-"
http://www.switchcraft.com/Drawings/ttp96k1series_cd.pdf,-,TTP96K1NNX-ND,TTP96K1NNX,Switchcraft Inc.,PATCHBAY 96TT JACK 1.75"" UNWIRED,0,0,"357.29000","0","1","TT96","Active","Audio Jack Panel","0.173"" Phone Jack","96","2","Solder"
-,-,JS-28W-ND,JS-28W,Cinch Connectivity Solutions Trompeter,28-HOLE NON-INSULATED PANEL,0,0,"357.68000","0","1","JS","Active","Modular Panel","-","28","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3CAT6-ND,QGPK3CAT6,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"358.40000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","32","2","-"
-,-,BEL2096-ND,MIPP-01-002,Belden Inc.,MOD IND PATCH PANEL,0,0,"366.57000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
http://www.panduit.com/heiler/PartDrawings/C-NKNKA6PPG24Y--ENG.pdf,-,NKA6PPG24Y-ND,NKA6PPG24Y,Panduit Corp,PATCH PANEL CAT6 24PORT,0,0,"367.85000","0","1","NetKey®","Active","Patch Panel, Cat6","RJ45 Jack","24","1","Punch Down"
-,-,BEL2098-ND,MIPP-01-004,Belden Inc.,MOD IND PATCH PANEL,0,0,"368.66000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
http://www.switchcraft.com/Drawings/ttp96k1series_cd.pdf,-,TTP96K1HNX-ND,TTP96K1HNX,Switchcraft Inc.,PATCHBAY 96TT JACK 1.75"" UNWIRED,0,0,"369.80000","0","1","TT96","Active","Audio Jack Panel","0.173"" Phone Jack","96","2","Solder"
-,-,BEL2100-ND,MIPP-01-006,Belden Inc.,MOD IND PATCH PANEL,0,0,"370.28000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
-,-,BEL2110-ND,MIPP-01-016,Belden Inc.,MOD IND PATCH PANEL,0,0,"372.04000","0","1","*","Active","Patch Panel, Fiber","ST","12","1","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JS-32A-ND,JS-32A,Cinch Connectivity Solutions Trompeter,32-HOLE NON-INSULATED PANEL,0,0,"376.41000","0","1","JS","Active","Modular Panel","-","32","2","-"
-,-,JS-36A-ND,JS-36A,Cinch Connectivity Solutions Trompeter,36-HOLE NON-INSULATED PANEL,0,0,"376.87000","0","1","JS","Active","Modular Panel","-","36","2","-"
-,-,JSMW64D-ND,JSMW64D,Cinch Connectivity Solutions Trompeter,64-HOLE INSULATED PANEL,0,0,"377.22000","0","1","JSMW","Active","Modular Panel","-","64","2","-"
-,-,BEL2125-ND,MIPP-02-010,Belden Inc.,MOD IND PATCH PANEL,0,0,"379.17000","0","1","*","Active","Patch Panel, Cat6","-","8","2","-"
-,-,BEL2112-ND,MIPP-01-018,Belden Inc.,MOD IND PATCH PANEL,0,0,"384.97000","0","1","*","Active","Patch Panel, Fiber","ST","12","1","-"
"//media.digikey.com/pdf/Data%20Sheets/Emerson%20PDFs/JS-26,JSI-26_Dwg.pdf",-,JS-26-ND,JS-26,Cinch Connectivity Solutions Trompeter,26-HOLE NON-INSULATED PANEL,0,0,"386.30000","0","1","JS","Active","Modular Panel","-","26","1","-"
