Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Height","Length - Center to Center","Thread/Screw/Hole Size","Material","Mounting Type"
https://www.hammfg.com/files/parts/pdf/1427B2BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427B2BK.jpg,HM1325-ND,1427B2BK,Hammond Manufacturing,HANDLE STEEL BLACK 2/PACK,654,106,"5.09000","0","1","1427","Active","Instrumentation","1.000"" (25.40mm)","1.252"" (31.80mm)","#6-32","Steel, Black Coating","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1705,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7170-ND,7170,Keystone Electronics,HANDLE INSTR RND .156""DIA ALUM,5770,2809,"5.25000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427B2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427B2.jpg,HM1266-ND,1427B2,Hammond Manufacturing,HANDLE 1.25""MOUNTING/1""HEIGHT,1481,320,"5.54000","0","1","1427","Active","Instrumentation","1.000"" (25.40mm)","1.252"" (31.80mm)","#6-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1737,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9116-ND,9116,Keystone Electronics,HANDLE RND .187""DIA 1.00""H ALUM,1281,1445,"5.78000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#6-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1705,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7171-ND,7171,Keystone Electronics,HANDLE INSTR RND .156""DIA ALUM,1203,755,"5.78000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","2.000"" (50.80mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9160.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9166-B.jpg,377-1235-ND,H-9166-B,Bud Industries,HANDLE CHROME MNTG CNTR 1 29/32"",886,8161,"6.00000","0","1","-","Active","Instrumentation","1.250"" (31.75mm)","1.906"" (48.41mm)","#6-32","Brass, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1737,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9118-ND,9118,Keystone Electronics,HANDLE RND .187""DIA 1.00""H ALUM,463,5522,"6.02000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","2.000"" (50.80mm)","#6-32","Aluminum","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4560.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4560.jpg,1722-1221-ND,4560,"Davies Molding, LLC",TWO POINT PULL HANDLES,424,0,"2.84000","0","1","4560","Active","Instrumentation","1.750"" (44.45mm)","4.250"" (107.95mm)","0.260"" (6.60mm) Inner Dia","Phenolic","Screw Holes, Front"
https://cadlinks.rafhdwe.com/dk2d/8075-440-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8075-440-A-24.jpg,1772-1624-ND,8075-440-A-24,RAF Electronic Hardware,3/16 OD X 3.00 LG X 1.00 HT,721,0,"3.66000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","3.000"" (76.20mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427C1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C1.JPG,HM1274-ND,1427C1,Hammond Manufacturing,HANDLE BRASS 3/8"" DIAMETER ROUND,670,133,"4.82000","0","1","1427","Active","Instrumentation","1.299"" (32.99mm)","4.000"" (101.60mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
https://www.hammfg.com/files/parts/pdf/1427E1BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427E1BK.jpg,HM1334-ND,1427E1BK,Hammond Manufacturing,HANDLE 2"" STEEL BLACK 1 PAIR,190,674,"5.09000","0","1","1427","Active","Instrumentation","1.032"" (26.21mm)","2.000"" (50.80mm)","#6-32","Steel, Black Coating","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1730,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9110-ND,9110,Keystone Electronics,HANDLE RND .187""DIA .625""H ALUM,427,3134,"5.25000","0","1","-","Active","Instrumentation","0.625"" (15.88mm)","1.250"" (31.75mm)","#4-40","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8103-832-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8103-832-A-24.JPG,1772-1504-ND,8103-832-A-24,RAF Electronic Hardware,1/4 OD X 1-1/4 LG X 1.00 HT,1378,0,"5.37000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9160.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9168-B.jpg,377-1236-ND,H-9168-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 3"",231,18211,"5.70000","0","1","-","Active","Instrumentation","1.250"" (31.75mm)","3.000"" (76.20mm)","#6-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1735,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9115-ND,9115,Keystone Electronics,HANDLE RND .187""DIA .750""H ALUM,646,525,"5.78000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","1.750"" (44.45mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1705,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7172-ND,7172,Keystone Electronics,HANDLE INSTR RND .156""DIA ALUM,430,3309,"5.83000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","3.000"" (76.20mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1737,//media.digikey.com/Photos/Keystone%20Elect%20Photos/9119.jpg,36-9119-ND,9119,Keystone Electronics,HANDLE RND .187""DIA 1.00""H ALUM,387,863,"6.12000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","3.000"" (76.20mm)","#6-32","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427L.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427L.JPG,HM1282-ND,1427L,Hammond Manufacturing,HANDLE CHROME STEEL 7X1.3"",244,153,"6.12000","0","1","1427","Active","Instrumentation","1.299"" (32.99mm)","7.000"" (177.80mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1691,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_714x.jpg,36-7140-ND,7140,Keystone Electronics,HANDLE INSTR RND .156""DIA BRASS,370,784,"6.24000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#4-40","Brass","Screw Holes, Back"
http://www.budind.com/pdf/hb9111.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9111-B.jpg,377-1229-ND,H-9111-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 4"",478,7418,"6.40000","0","1","-","Active","Instrumentation","1.312"" (33.32mm)","4.000"" (101.60mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4570BR.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_4570BR.jpg,1722-1227-ND,4570BR,"Davies Molding, LLC",TWO POINT PULL HANDLES,693,0,"6.74000","0","1","4570","Active","Instrumentation","1.680"" (42.67mm)","4.720"" (119.89mm)","0.250"" (6.35mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
http://reports.daviesmolding.com/drawings/4570BG.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_4570BG.jpg,1722-1225-ND,4570BG,"Davies Molding, LLC",TWO POINT PULL HANDLES,932,0,"6.80000","0","1","4570","Active","Instrumentation","1.680"" (42.67mm)","4.720"" (119.89mm)","0.250"" (6.35mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
http://reports.daviesmolding.com/drawings/4570BY.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_4570BY.jpg,1722-1228-ND,4570BY,"Davies Molding, LLC",TWO POINT PULL HANDLES,204,0,"6.84000","0","1","4570","Active","Instrumentation","1.680"" (42.67mm)","4.720"" (119.89mm)","0.250"" (6.35mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1693,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_714x.jpg,36-7143-ND,7143,Keystone Electronics,HANDLE INSTR RND .250""DIA BRASS,319,976,"7.49000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","3.000"" (76.20mm)","#8-32","Brass","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/RG_Series_ds.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_RG-1P.100.84.jpg,1722-1231-ND,RG-1P.100.84,"Davies Molding, LLC",TWO POINT PULL HANDLES,141,0,"7.60000","0","1","RG","Active","Instrumentation","1.299"" (33.00mm)","3.937"" (100.00mm)","M5","Thermoplastic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1710,//media.digikey.com/Photos/Keystone%20Elect%20Photos/7175.jpg,36-7175-ND,7175,Keystone Electronics,HANDLE INSTR RND .312""DIA ALUM,219,0,"7.73000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","3.000"" (76.20mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9111.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9112-B.jpg,377-1230-ND,H-9112-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 6"",624,1696,"7.80000","0","1","-","Active","Instrumentation","1.312"" (33.32mm)","6.000"" (152.40mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1683,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5xy.jpg,36-520-ND,520,Keystone Electronics,HANDLE RND 0.312""DIA 1.50""H ALUM,216,0,"8.11000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.500"" (114.30mm)","#10-32","Aluminum","Screw Holes, Back"
https://www.hammfg.com/files/parts/pdf/1427P1BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427P1BK.jpg,HM1336-ND,1427P1BK,Hammond Manufacturing,HANDLE 2.8"" STEEL BLACK 1 PAIR,136,95,"8.15000","0","1","1427","Active","Instrumentation","1.002"" (25.45mm)","2.799"" (71.09mm)","#6-32","Steel, Black Coating","Screw Holes, Back"
http://www.budind.com/pdf/hb9111.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9113-B.jpg,377-1231-ND,H-9113-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 8"",182,2045,"10.60000","0","1","-","Active","Instrumentation","1.312"" (33.32mm)","8.000"" (203.20mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1648,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_7186.jpg,36-7186-ND,7186,Keystone Electronics,HANDLE INSTR OCAL 4""DIA ALUM,262,661,"11.48000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/M3299-1231.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M3299-1231.jpg,HM1310-ND,M3299-1231,Hammond Manufacturing,HANDLE ALUMINUM MATTE 3.0X1.6"",167,110,"11.50000","0","1","M","Active","Drawer, Type","1.575"" (40.00mm)","2.953"" (75.01mm)","M4","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_54x.jpg,36-540-ND,540,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,667,0,"11.55000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","4.500"" (114.30mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9160.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9160-B.jpg,377-1233-ND,H-9160-B,Bud Industries,HANDLE CHROME MOUNTNG CENTR 3.5"",155,1657,"12.40000","0","1","-","Active","Instrumentation","2.062"" (52.37mm)","3.500"" (88.90mm)","1/4""-28","Steel, Chrome Plated","Screw, Bolt"
http://www.keyelco.com/product-pdf.cfm?p=1651,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_7196.jpg,36-7196-ND,7196,Keystone Electronics,HANDLE CONTEMPORARY CHROME PLATE,164,195,"24.35000","0","1","-","Active","Drawer, Type","1.062"" (26.97mm)","4.000"" (101.60mm)","#10-32","Zinc, Nickel Plated","Screw Holes, Back"
http://www.hammondmfg.com/pdf/M286-6.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M286-6.JPG,HM1318-ND,M286-6,Hammond Manufacturing,HANDLE FOLDING STEEL 3.9X1.7"" PR,170,190,"25.50000","0","1","M","Active","Hinged Ends","1.654"" (42.00mm)","3.937"" (100.00mm)","M8","Steel, Chrome Plated","Screw, Bolt"
http://reports.daviesmolding.com/drawings/0697.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_0697.jpg,1722-1194-ND,0697,"Davies Molding, LLC",TAPERED HANDLES,146,0,"2.91000","0","1","0697","Active","Instrumentation","3.031"" (77.00mm)","-","3/8""-16","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0710-A.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_0710-A.jpg,1722-1196-ND,0710-A,"Davies Molding, LLC",TAPERED HANDLES,204,0,"3.21000","0","1","0710","Active","Instrumentation","3.890"" (98.81mm)","-","1/4""-20","Phenolic","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427B.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427B.jpg,HM1265-ND,1427B,Hammond Manufacturing,HANDLE 1.25""MOUNTING/.625""HEIGHT,231,867,"4.92000","0","1","1427","Active","Instrumentation","0.625"" (15.88mm)","1.252"" (31.80mm)","#4-40","Steel, Chrome Plated","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0730-G.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_0730-G.jpg,1722-1197-ND,0730-G,"Davies Molding, LLC",TAPERED HANDLES,878,0,"4.95000","0","1","0730","Active","Instrumentation","4.960"" (125.98mm)","-","3/8""-16","Phenolic","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427E.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427E.jpg,HM1268-ND,1427E,Hammond Manufacturing,HANDLE 2""MOUNTING/1""HEIGHT,144,65,"5.54000","0","1","1427","Active","Instrumentation","1.000"" (25.40mm)","2.000"" (50.80mm)","#6-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1735,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9114-ND,9114,Keystone Electronics,HANDLE RND .187""DIA .750""H ALUM,2111,124,"5.78000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","1.500"" (38.10mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1737,//media.digikey.com/Photos/Keystone%20Elect%20Photos/9117.JPG,36-9117-ND,9117,Keystone Electronics,HANDLE RND .187""DIA 1.00""H ALUM,117,1585,"6.02000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.500"" (38.10mm)","#6-32","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427C6.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C6.jpg,HM1309-ND,1427C6,Hammond Manufacturing,HANDLE ALUMINUM CLEAR STRAIGHT,121,194,"6.12000","0","1","1427","Active","Drawer, Type","1.496"" (38.00mm)","2.756"" (70.00mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1691,//media.digikey.com/Photos/Keystone%20Elect%20Photos/7141.jpg,36-7141-ND,7141,Keystone Electronics,HANDLE INSTR RND .156""DIA BRASS,566,1909,"6.46000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","2.000"" (50.80mm)","#4-40","Brass","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4570BB.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_4570BB.jpg,1722-1224-ND,4570BB,"Davies Molding, LLC",TWO POINT PULL HANDLES,317,0,"6.62000","0","1","4570","Active","Instrumentation","1.680"" (42.67mm)","4.720"" (119.89mm)","0.250"" (6.35mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
http://reports.daviesmolding.com/drawings/4570BO.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_4570BO.jpg,1722-1226-ND,4570BO,"Davies Molding, LLC",TWO POINT PULL HANDLES,190,0,"6.64000","0","1","4570","Active","Instrumentation","1.680"" (42.67mm)","4.720"" (119.89mm)","0.250"" (6.35mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1727,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_910x.jpg,36-9106-ND,9106,Keystone Electronics,HANDLE RND .187""DIA 1.00""H BRASS,135,2269,"6.84000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#6-32","Brass","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1708,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7174-ND,7174,Keystone Electronics,HANDLE INSTR RND .250""DIA ALUM,443,2603,"6.91000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1678,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5xy.jpg,36-516-ND,516,Keystone Electronics,HANDLE .250""DIA 8-32 THREAD ALUM,186,897,"6.91000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","4.000"" (101.60mm)","#8-32","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/RG_Series_ds.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_RG-1P.120.84.jpg,1722-1232-ND,RG-1P.120.84,"Davies Molding, LLC",TWO POINT PULL HANDLES,252,0,"9.10000","0","1","RG","Active","Instrumentation","1.535"" (39.00mm)","4.724"" (120.00mm)","M6","Thermoplastic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1669,//media.digikey.com/Photos/Keystone%20Elect%20Photos/496.jpg,36-496-ND,496,Keystone Electronics,HANDLE BRASS 10/32THR .312""DIA,196,141,"9.59000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","6.000"" (152.40mm)","#10-32","Brass, Nickel Finish","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/RG_Series_ds.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_RG-1P.140.84.jpg,1722-1233-ND,RG-1P.140.84,"Davies Molding, LLC",TWO POINT PULL HANDLES,419,0,"11.45000","0","1","RG","Active","Instrumentation","1.772"" (45.00mm)","5.512"" (140.00mm)","M8","Thermoplastic","Screw Holes, Front"
http://www.hammondmfg.com/pdf/M268-3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M268-3.jpg,HM1316-ND,M268-3,Hammond Manufacturing,HANDLE ALUMINUM MATTE 4.8X1.6"",211,163,"12.01000","0","1","M","Active","Drawer, Type","1.575"" (40.00mm)","4.764"" (121.01mm)","M5","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/RG_Series_ds.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_RG-1P.160.84.jpg,1722-1234-ND,RG-1P.160.84,"Davies Molding, LLC",TWO POINT PULL HANDLES,334,0,"16.11000","0","1","RG","Active","Instrumentation","2.047"" (52.00mm)","6.299"" (160.00mm)","M8","Thermoplastic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1643,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_54x.jpg,36-545-ND,545,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,108,0,"11.99000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","4.500"" (114.30mm)","#10-32","Aluminum","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP1000A.jpg,RPC6127-ND,GRIP0900A,Essentra Components,ROUND TAPERED GRIP - HOLE DIAMET,293,0,"2.30000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0300A.jpg,RPC6121-ND,GRIP0300A,Essentra Components,ROUND TAPERED GRIP - HOLE DIAMET,249,0,"2.50000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8007-256-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8007-256-A.jpg,1772-2893-ND,8007-256-A,RAF Electronic Hardware,1/8 OD X 3/4 LG X 3/4 HT,248,345,"4.64000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","0.750"" (19.05mm)","#2-56","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8047-440-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8047-440-A-24.jpg,1772-3088-ND,8047-440-A-24,RAF Electronic Hardware,5/32 OD X 3.00 LG X 1.00 HT,200,7800,"4.82000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","3.000"" (76.20mm)","#4-40","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8070-632-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8070-632-A.JPG,1772-3301-ND,8070-632-A,RAF Electronic Hardware,3/16 OD X 1.00 LG X 1.00 HT,292,894,"5.59000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.000"" (25.40mm)","#6-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8042-440-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8042-440-A-24.jpg,1772-2044-ND,8042-440-A-24,RAF Electronic Hardware,5/32 OD X 1 1/4 LG X 1.00 HT,191,0,"5.75000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#4-40","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8076-440-a/,-,1772-3241-ND,8076-440-A,RAF Electronic Hardware,3/16 OD X 4.00 LG X 1.00 HT,135,1537,"5.78000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","4.000"" (101.60mm)","#4-40","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6041-3005-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M6041-3005-A.JPG,1772-3448-ND,M6041-3005-A,RAF Electronic Hardware,4MM OD X 32MM LG X 19MM HT,150,127,"5.84000","0","1","-","Active","Instrumentation","0.748"" (19.00mm)","1.260"" (32.00mm)","M3x0.5","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/184xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_184(40,57,61).jpg",RPC2480-ND,18461,Essentra Access Solutions,HANDLE 100MM STEEL CHROME FINISH,128,0,"5.98000","0","1","-","Active","Drawer, Type","1.575"" (40.00mm)","3.937"" (100.00mm)","M5 Thread","Steel, Chrome Plated","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6082-3005-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/M6082-3005-A.JPG,1772-2945-ND,M6082-3005-A,RAF Electronic Hardware,5MM OD X 25MM LG X 25MM HT,200,62,"6.30000","0","1","-","Active","Instrumentation","0.984"" (24.99mm)","0.984"" (24.99mm)","M3x0.5","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8007-256-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8007-256-SS.jpg,1772-3017-ND,8007-256-SS,RAF Electronic Hardware,1/8 OD X 3/4 LG X 3/4 HT,150,994,"6.52000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","0.750"" (19.05mm)","#2-56","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8266-632-a/,-,1772-2523-ND,8266-632-A,RAF Electronic Hardware,1/4 OD X 2.00 LG X 1-1/2 HT,250,117,"6.79000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.000"" (50.80mm)","#6-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8058-440-a/,-,1772-2963-ND,8058-440-A,RAF Electronic Hardware,3/16 OD X 2.00 LG X 3/4 HT,150,179,"6.79000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","2.000"" (50.80mm)","#4-40","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8163-832-a/,-,1772-2917-ND,8163-832-A-24,RAF Electronic Hardware,5/16 OD X 3.00 LG X 1-5/16 HT,150,0,"7.20000","0","1","-","Active","Instrumentation","1.313"" (33.34mm)","3.000"" (76.20mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8102-832-a/,-,1772-1454-ND,8102-832-A-35,RAF Electronic Hardware,1/4 OD X 1 1/8 LG X 1.00 HT,135,0,"7.34000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.125"" (28.58mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8103-632-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8103-632-A-24.JPG,1772-1464-ND,8103-632-A-24,RAF Electronic Hardware,1/4 OD X 1-1/4 LG X 1.00 HT,187,0,"7.44000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.250"" (31.75mm)","#6-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8339-1032-a/,-,1772-2865-ND,8339-1032-A,RAF Electronic Hardware,7/16 X 9/32 OV X 2-1/2 LG X 1-1/,150,741,"7.57000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.500"" (63.50mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8130-832-a/,-,1772-2448-ND,8130-832-A,RAF Electronic Hardware,1/4 OD X 4.00 LG X 1-1/2 HT,250,0,"7.83000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#8-32","Aluminum","Screw Holes, Back"
