Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Height","Length - Center to Center","Thread/Screw/Hole Size","Material","Mounting Type"
http://reports.daviesmolding.com/drawings/0692BM.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0692xx.jpg,1722-1339-ND,0692BM,"Davies Molding, LLC",HANDLE TAPER 0.875X2.65"" PLASTIC,99,0,"2.13000","0","1","0692","Active","Instrumentation","2.641"" (67.07mm)","-","M6","Phenolic","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0800A.jpg,RPC6126-ND,GRIP0800A,Essentra Components,ROUND RIBBED GRIP - HANDLE STYLE,500,0,"2.15000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0300A.jpg,RPC6122-ND,GRIP0400A,Essentra Components,ROUND TAPERED GRIP - HOLE DIAMET,249,0,"2.20000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP1000A.jpg,RPC6128-ND,GRIP1000A,Essentra Components,ROUND TAPERED GRIP - HOLE DIAMET,250,0,"2.21000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,-,1722-1481-ND,DH4017,"Davies Molding, LLC",POCKET HANDLE RECESSED SNAP FIT,200,0,"2.22000","0","1","*","Active","Inset","-","-","-","-","-"
http://reports.daviesmolding.com/drawings/4580-A.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4580-A.jpg,1722-1334-ND,4580-A,"Davies Molding, LLC",TWO POINT PULL HANDLES,98,0,"2.30000","0","1","4580","Active","Instrumentation","1.437"" (36.50mm)","4.594"" (116.69mm)","#10-24","Nylon","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0692CZ.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0692xx.jpg,1722-1341-ND,0692CZ,"Davies Molding, LLC",HANDLE TAPER 0.875X2.65"" PLASTIC,98,0,"2.52000","0","1","0692","Active","Instrumentation","2.650"" (67.31mm)","-","M8","Phenolic","Screw Holes, Back"
-,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0692xx.jpg,1722-1342-ND,0692DB,"Davies Molding, LLC",HANDLE TAPER 0.875X2.65"" PLASTIC,99,0,"2.55000","0","1","0692","Active","Instrumentation","2.650"" (67.31mm)","-","-","Phenolic","-"
http://reports.daviesmolding.com/drawings/0693-P.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0693-P.jpg,1722-1343-ND,0693-P,"Davies Molding, LLC",HANDLE TAPER 0.875X2.59"" PLASTIC,100,0,"2.56000","0","1","0693","Active","Instrumentation","2.620"" (66.55mm)","-","1/4""-20","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0710-S.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0710-x.jpg,1722-1348-ND,0710-S,"Davies Molding, LLC",HANDLE TAPER 1.125X3.875"" PLAST,100,0,"3.00000","0","1","0710","Active","Instrumentation","3.890"" (98.81mm)","-","1/4""-20","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0698BZ.pdf,-,1722-1345-ND,0698BZ,"Davies Molding, LLC",HANDLE TAPER 1.375X4.4"" PLASTIC,100,0,"3.02000","0","1","0698","Active","Instrumentation","4.400"" (111.76mm)","-","M8","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0698CA.pdf,-,1722-1346-ND,0698CA,"Davies Molding, LLC",HANDLE TAPER 1.375X4.4"" PLASTIC,100,0,"4.29000","0","1","0698","Active","Instrumentation","4.400"" (111.76mm)","-","M10","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0710-X.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0710-x.jpg,1722-1349-ND,0710-X,"Davies Molding, LLC",HANDLE TAPER 1.125X3.875"" PLAST,95,0,"3.67000","0","1","0710","Active","Instrumentation","3.890"" (98.81mm)","-","3/8""-16","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0710-J.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0710-x.jpg,1722-1347-ND,0710-J,"Davies Molding, LLC",HANDLE TAPER 1.125X3.875"" PLAST,99,0,"3.77000","0","1","0710","Active","Instrumentation","3.890"" (98.81mm)","-","5/16""-18","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4590-B.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4590-B.jpg,1722-1335-ND,4590-B,"Davies Molding, LLC",TWO POINT PULL HANDLES,80,0,"3.82000","0","1","4590","Active","Instrumentation","1.437"" (36.50mm)","7.000"" (177.80mm)","1/4""-20","Nylon","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8074-440-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8074-440-A-24.JPG,1772-1706-ND,8074-440-A-24,RAF Electronic Hardware,3/16 OD X 2.00 LG X 1.00 HT,94,150,"4.02000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","2.000"" (50.80mm)","#4-40","Aluminum","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0730-H.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0730-x.jpg,1722-1351-ND,0730-H,"Davies Molding, LLC",HANDLE TAPER 1.375X4.95"" PLASTIC,78,0,"5.07000","0","1","0730","Active","Instrumentation","4.950"" (125.73mm)","-","3/8""-16","Phenolic","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8054-440-s/,-,1772-3647-ND,8054-440-S-5,RAF Electronic Hardware,3/16 OD X 1.00 LG X 3/4 HT,100,686,"6.40000","0","1","-","Active","Instrumentation","0.625"" (15.88mm)","1.000"" (25.40mm)","#4-40","Steel","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0698-F.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0698-F.jpg,1722-1344-ND,0698-F,"Davies Molding, LLC",HANDLE TAPER 1.375X4.4"" PLASTIC,100,0,"6.45000","0","1","0698","Active","Instrumentation","4.380"" (111.25mm)","-","1/2""-13","Phenolic","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8357-1032-a/,-,1772-3929-ND,8357-1032-A,RAF Electronic Hardware,5/8 X 9/32 OV X 2-1/2 LG X 1-9/3,63,0,"6.47000","0","1","-","Active","Instrumentation","1.281"" (32.54mm)","2.500"" (63.50mm)","#10-32","Aluminum","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0730-F.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0730-x.jpg,1722-1350-ND,0730-F,"Davies Molding, LLC",HANDLE TAPER 1.375X4.95"" PLASTIC,100,0,"7.13000","0","1","0730","Active","Instrumentation","4.950"" (125.73mm)","-","1/2""-13","Phenolic","Screw Holes, Back"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C9.jpg,HM1332-ND,1427C9,Hammond Manufacturing,HANDLE OVAL NICKEL FINISH BRASS,34,29,"7.13000","0","1","1427","Active","Instrumentation","-","-","-","Brass, Nickel Finish","-"
http://reports.daviesmolding.com/drawings/4570BW.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4570BW.jpg,1722-1333-ND,4570BW,"Davies Molding, LLC",TWO POINT PULL HANDLES,50,0,"7.14000","0","1","4570","Active","Instrumentation","1.680"" (42.67mm)","4.720"" (119.89mm)","0.250"" (6.35mm) Inner Dia","Nylon, Glass Filled","Screw Holes, Front"
https://cadlinks.rafhdwe.com/dk2d/8070-440-ss/,-,1772-3446-ND,8070-440-SS-20,RAF Electronic Hardware,3/16 OD X 1.00 LG X 1.00 HT,96,0,"7.26000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.000"" (25.40mm)","#4-40","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8083-440-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8083-440-A-24.jpg,1772-1471-ND,8083-440-A-24,RAF Electronic Hardware,3/16 OD X 3.00 LG X 1-1/8 HT,94,0,"7.47000","0","1","-","Active","Instrumentation","1.125"" (28.58mm)","3.000"" (76.20mm)","#4-40","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8268-832-a/,-,1772-3363-ND,8268-832-A-24,RAF Electronic Hardware,1/4 OD X 4.00 LG X 1-1/2 HT,100,0,"7.60000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8119-632-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8119-632-A-24.JPG,1772-1494-ND,8119-632-A-24,RAF Electronic Hardware,1/4 OD X 3.00 LG X 1-1/4 HT,84,0,"7.64000","0","1","-","Active","Instrumentation","1.250"" (31.75mm)","3.000"" (76.20mm)","#6-32","Aluminum","Screw Holes, Back"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C9BK.jpg,HM1333-ND,1427C9BK,Hammond Manufacturing,HANDLE OVAL NICKEL FINISH BRASS,50,43,"7.64000","0","1","1427","Active","Instrumentation","-","-","-","Brass, Black Coating","-"
https://cadlinks.rafhdwe.com/dk2d/8359-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8359-1032-A.JPG,1772-3328-ND,8359-1032-A,RAF Electronic Hardware,5/8 X 9/32 OV X 4.00 LG X 1-9/32,100,926,"7.79000","0","1","-","Active","Instrumentation","1.281"" (32.54mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6077-3005-ss/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/M6077-3005-SS.JPG,1772-3406-ND,M6077-3005-SS,RAF Electronic Hardware,5MM OD X 44MM LG X 22MM HT,100,1023,"7.81000","0","1","-","Active","Instrumentation","0.866"" (22.00mm)","1.732"" (44.00mm)","M3x0.5","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8371-1032-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8371-1032-A.JPG,1772-1014-ND,8371-1032-A,RAF Electronic Hardware,5/8 X 9/32 OV X 4-9/16 LG X 1-1/,50,713,"7.82000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.562"" (115.88mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8172-1032-a/,-,1772-3282-ND,8172-1032-A-24,RAF Electronic Hardware,5/16 OD X 2.00 LG X 1-1/2 HT,100,0,"8.04000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.000"" (50.80mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8371-1024-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8371-1024-A-24.jpg,1772-1019-ND,8371-1024-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 4-9/16 LG X 1-1/,48,0,"8.07000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.562"" (115.88mm)","#10-24","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8358-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8358-1032-A-24.JPG,1772-1554-ND,8358-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 3.00 LG X 1-9/32,93,0,"8.09000","0","1","-","Active","Instrumentation","1.281"" (32.54mm)","3.000"" (76.20mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8329-832-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8329-832-A-24.jpg,1772-3691-ND,8329-832-A-24,RAF Electronic Hardware,7/16 X 9/32 OV X 2-1/2 LG X 1-9/,73,0,"8.28000","0","1","-","Active","Instrumentation","1.281"" (32.54mm)","2.500"" (63.50mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8319-832-a/,-,1772-4005-ND,8319-832-A-24,RAF Electronic Hardware,7/16 X 9/32 OV X 3.00 LG X 1.00,46,0,"8.32000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","3.000"" (76.20mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8359-1032-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8359-1032-A-24.JPG,1772-1605-ND,8359-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 4.00 LG X 1-9/32,69,0,"8.51000","0","1","-","Active","Instrumentation","1.281"" (32.54mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8339-1032-a/,-,1772-3989-ND,8339-1032-A-24,RAF Electronic Hardware,7/16 X 9/32 OV X 2-1/2 LG X 1-1/,46,0,"8.73000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.500"" (63.50mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8154-832-a/,-,1772-3137-ND,8154-832-A-24,RAF Electronic Hardware,5/16 OD X 2-1/2 LG X 1-1/4 HT,100,0,"8.84000","0","1","-","Active","Instrumentation","1.250"" (31.75mm)","2.500"" (63.50mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8126-832-a/,-,1772-3132-ND,8126-832-A-24,RAF Electronic Hardware,1/4 OD X 2-1/2 LG X 1-1/2 HT,92,0,"8.85000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.500"" (63.50mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6145-4007-ss/,-,1772-4236-ND,M6145-4007-SS,RAF Electronic Hardware,6.3MM OD X 76MM LG X 38MM HT,90,0,"8.89000","0","1","-","Active","Instrumentation","1.496"" (38.00mm)","-","M4x0.7","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8239-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8239-1032-A-24.JPG,1772-1036-ND,8239-1032-A-24,RAF Electronic Hardware,3/8 OD X 6.00 LG X 1-3/4 HT,37,0,"8.99000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","6.000"" (152.40mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8370-1032-a/,-,1772-3731-ND,8370-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 4-1/2 LG X 1-1/2,65,0,"9.28000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.500"" (114.30mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8102-632-a/,-,1772-3064-ND,8102-632-A-24,RAF Electronic Hardware,1/4 OD X 1-1/8 LG X 1.00 HT,100,0,"9.37000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","1.125"" (28.58mm)","#6-32","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0841x_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/08412.JPG,RPC2372-ND,08412,Essentra Access Solutions,HANDLE 96MM ZAMAK BLACK FINISH B,99,0,"9.49000","0","1","-","Active","Drawer, Type","1.122"" (28.50mm)","3.780"" (96.00mm)","M4 Thread","Zamak, Black Coating","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0841x_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/08411.JPG,RPC2371-ND,08411,Essentra Access Solutions,HANDLE 96MM ZAMAK CHROME FINISH,94,0,"9.49000","0","1","-","Active","Drawer, Type","1.122"" (28.50mm)","3.780"" (96.00mm)","M4 Thread","Zamak, Chrome Plated","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Cover_Handle_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/1861.JPG,RPC2481-ND,1861,Essentra Access Solutions,HANDLE 167MM POLYMER BLACK FINIS,45,0,"9.52000","0","1","-","Active","Instrumentation","2.106"" (53.50mm)","5.984"" (152.00mm)","-","Polyamide","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Cover_Handle_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/1862.JPG,RPC2482-ND,1862,Essentra Access Solutions,HANDLE 167MM POLYMER BLACK FINIS,31,0,"9.52000","0","1","-","Active","Instrumentation","2.106"" (53.50mm)","5.984"" (152.00mm)","-","Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427G,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427GGC.jpg,HM1285-ND,1427GGC,Hammond Manufacturing,HANDLE 3""MOUNT/1.64""HIGH GR/CLR,40,10,"9.65000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","3.000"" (76.20mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427G,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427GBC.jpg,HM1283-ND,1427GBC,Hammond Manufacturing,HANDLE 3""MOUNT/1.64""HIGH BLK/CLR,40,16,"9.65000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","3.000"" (76.20mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427G,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427GBB.jpg,HM1284-ND,1427GBB,Hammond Manufacturing,HANDLE 3""MOUNTING/1.64""HIGH BLK,28,50,"9.65000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","3.000"" (76.20mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427N,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427NGC.jpg,HM1288-ND,1427NGC,Hammond Manufacturing,HANDLE 3.5""MNT/1.64""HIGH GR/CLR,40,17,"10.13000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","3.500"" (88.90mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8376-1032-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8376-1032-A-24.jpg,1772-1101-ND,8376-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 3.00 LG X 1-3/4,85,0,"10.22000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","3.000"" (76.20mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6269-5008-a/,-,1772-2991-ND,M6269-5008-A,RAF Electronic Hardware,9.5MM OD X 102MM LG X 48MM HT,100,229,"10.47000","0","1","-","Active","Instrumentation","1.890"" (48.00mm)","4.016"" (102.00mm)","M5x0.8","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8211-1032-a/,-,1772-3200-ND,8211-1032-A-24,RAF Electronic Hardware,5/16 OD X 6-1/2 LG X 1-3/4 HT,80,0,"10.57000","0","1","-","Active","Instrumentation","6.500"" (165.10mm)","6.500"" (165.10mm)","#10-32","Aluminum","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427S,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427SGC.jpg,HM1291-ND,1427SGC,Hammond Manufacturing,HANDLE 4""MOUNT/1.64""HIGH GR/CLR,40,18,"10.62000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","4.000"" (101.60mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427S,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427SBB.jpg,HM1290-ND,1427SBB,Hammond Manufacturing,HANDLE 4""MOUNT/1.64""HIGH BLK,29,0,"10.62000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","4.000"" (101.60mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
-,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4605BB.jpg,1722-1336-ND,4605BB,"Davies Molding, LLC",TWO POINT PULL HANDLES,50,0,"10.67000","0","1","4605","Active","Instrumentation","2.130"" (54.10mm)","-","0.250"" (6.35mm) Inner Dia","Nylon","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8002-256-ss/,-,1772-2906-ND,8002-256-SS,RAF Electronic Hardware,1/8 OD X 7/8 LG X 1/2 HT,98,89,"10.86000","0","1","-","Active","Instrumentation","0.500"" (12.70mm)","0.875"" (22.23mm)","#2-56","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8319-1032-a/,-,1772-3836-ND,8319-1032-A-24,RAF Electronic Hardware,7/16 X 9/32 OV X 3.00 LG X 1.00,50,0,"10.94000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","3.000"" (76.20mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8379-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8379-1032-A-24.JPG,1772-1154-ND,8379-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 4-1/2 LG X 1-3/4,89,0,"10.96000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","4.500"" (114.30mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8037-440-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8037-440-SS.jpg,1772-2896-ND,8037-440-SS,RAF Electronic Hardware,5/32 OD X 1 1/2 LG X 3/4 HT,100,0,"10.97000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","1.500"" (38.10mm)","#4-40","Stainless Steel","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427T,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427TBC.jpg,HM1292-ND,1427TBC,Hammond Manufacturing,HANDLE 5""MOUNT/1.64""HIGH BLK/CLR,46,26,"11.11000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","5.000"" (127.00mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427T,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427TGC.jpg,HM1294-ND,1427TGC,Hammond Manufacturing,HANDLE 5""MOUNT/1.64""HIGH GR/CLR,31,18,"11.11000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","5.000"" (127.00mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6242-4007-a/,-,1772-3847-ND,M6242-4007-A-24,RAF Electronic Hardware,ROUND HANDLE SPOT PRIMARY,50,0,"11.38000","0","1","-","Active","Instrumentation","1.299"" (33.00mm)","4.016"" (102.00mm)","M4x0.7","Aluminum","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427M,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427MBC.jpg,HM1295-ND,1427MBC,Hammond Manufacturing,HANDLE 5.5""MNT/1.64""HIGH BLK/CLR,40,13,"11.57000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","5.500"" (139.70mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427M,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427MGC.jpg,HM1297-ND,1427MGC,Hammond Manufacturing,HANDLE 5.5""MOUNT/1.64HIGH GR/CLR,40,417,"11.57000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","5.500"" (139.70mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/1427F1_Dwg.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1427F1.jpg,HM2659-ND,1427F1,Hammond Manufacturing,POLYETHYLENE HANDLE,37,32,"11.95000","0","1","1427","Active","Hinged Ends","2.700"" (68.58mm)","3.700"" (93.98mm)","-","Polystyrene","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8317-832-a/,-,1772-3735-ND,8317-832-A,RAF Electronic Hardware,7/16 X 9/32 OV X 2.00 LG X 1.00,50,160,"12.01000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","2.000"" (50.80mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8128-832-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8128-832-A-24.JPG,1772-1248-ND,8128-832-A-24,RAF Electronic Hardware,1/4 OD X 3.00 LG X 1-1/2 HT,36,0,"12.05000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","3.000"" (76.20mm)","#8-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8156-832-ss/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8156-832-SS.JPG,1772-1255-ND,8156-832-SS,RAF Electronic Hardware,5/16 OD X 3-1/2 LG X 1-1/4 HT,40,365,"12.11000","0","1","-","Active","Instrumentation","1.250"" (31.75mm)","3.500"" (88.90mm)","#8-32","Stainless Steel","Screw Holes, Back"
-,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4608BB.jpg,1722-1337-ND,4608BB,"Davies Molding, LLC",TWO POINT PULL HANDLES,41,0,"12.30000","0","1","4608","Active","Instrumentation","2.130"" (54.10mm)","-","0.250"" (6.35mm) Inner Dia","Nylon","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8116-632-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8116-632-SS-20.jpg,1772-3659-ND,8116-632-SS-20,RAF Electronic Hardware,1/4 OD X 2-1/4 LG X 1-1/4 HT,50,0,"12.35000","0","1","-","Active","Instrumentation","1.250"" (31.75mm)","2.250"" (57.15mm)","#6-32","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8222-1032-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8222-1032-A-24.jpg,1772-1308-ND,8222-1032-A-24,RAF Electronic Hardware,3/8 OD X 4.00 LG X 1-1/2 HT,86,0,"12.50000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427W,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427WBB.jpg,HM1299-ND,1427WBB,Hammond Manufacturing,HANDLE 6""MOUNT/1.64""HIGH BLK,40,16,"12.55000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","6.000"" (152.40mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
"http://www.hammondmfg.com/pdf/1427W,BB,BC,GC.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427WGC.jpg,HM1300-ND,1427WGC,Hammond Manufacturing,HANDLE 6""MOUNT/1.64""HIGH GR/CLR,40,18,"12.55000","0","1","1427","Active","Drawer, Type","1.640"" (41.66mm)","6.000"" (152.40mm)","M4","Aluminum, Polyamide","Screw Holes, Back"
