Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Size / Dimension","Features","Color","Material","For Use With/Related Products","Ventilation"
http://www.budind.com/pdf/hb14103.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/HC-14103.jpg,377-1240-ND,HC-14103,Bud Industries,CHASSIS VALULINE 5.25"" X17"" X13"",0,0,"162.60000","0","1","Valuline","Active","Chassis, Enclosed","13.000"" L x 17.000"" W x 5.250"" H (330.20mm x 431.80mm x 133.35mm)","Handles","White","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM2242-ND,PBPS19003BK2,Hammond Manufacturing,PANEL FRONT 19X3.5X0.7"" BLACK,4,225,"10.80000","0","1","PBPS","Active","Panel, Front","19.000"" L x 3.470"" W x 0.072"" H (482.60mm x 88.14mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SFA-1832.jpg,377-1301-ND,SFA-1832,Bud Industries,PANEL SURFACE SHIELD ALUM .12"",24,46,"13.90000","0","1","SFA","Active","Panel, Front","19.000"" L x 3.500"" W x 0.125"" H (482.60mm x 88.90mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14400.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/C-14441.jpg,377-1421-ND,C-14441,Bud Industries,COVER SMALL RACK MOUNT SOLID,0,0,"15.80000","0","1","-","Active","Chassis, Cover","17.000"" L x 8.000"" W x 0.050"" H (431.80mm x 203.20mm x 1.27mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2012022CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/TBP2.JPG,1436-1648-ND,TBP2,HellermannTyton,2U BLANK RACK PANEL,4,0,"25.71000","0","1","-","Active","Panel, Front","19.000"" L x 3.500"" W (482.60mm x 88.9mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Shelves(Fixed)-Panel_Mount.pdf,-,HM2250-ND,RASU190115BK1,Hammond Manufacturing,SHELF FIXED 15X17.5X1.72"" BLACK,3,204,"48.00000","0","1","RAS","Active","Shelf, Fixed","15.000"" L x 17.500"" W x 1.720"" H (381.00mm x 444.50mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RFVS1921.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RFUS1921BK1.jpg,HM761-ND,RFVS1921BK1,Hammond Manufacturing,SHELF FIXED 21X17.8X1.74"" BLACK,5,194,"56.00000","0","1","RF","Active","Shelf, Fixed","21.000"" L x 17.750"" W x 1.740"" H (533.40mm x 450.85mm x 44.20mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://assets.tripplite.com/product-pdfs/en/srshelf2p.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRSHELF2P.jpg,TL1157-ND,SRSHELF2P,Tripp Lite,SHELF FIXED 2U CANTILEVER,0,0,"68.39000","0","1","SmartRack™","Active","Shelf, Fixed","18.000"" L x 19.000"" W x 3.500"" H (457.20mm x 482.60mm x 88.90mm)","-","Black","Metal, Steel","SmartRack™ Enclosures","Vented"
http://www.budind.com/pdf/hb1750.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SA-1752-BT.jpg,377-1293-ND,SA-1752-BT,Bud Industries,RACK EQUPMNT SHELF-OPEN NON VENT,2,24,"77.15000","0","1","-","Active","Shelf, Fixed","20.000"" L x 19.000"" W x 5.218"" H (508.00mm x 482.60mm x 132.54mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://assets.tripplite.com/product-pdfs/en/srshelf4phd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRSHELF4PHD.jpg,TL1226-ND,SRSHELF4PHD,Tripp Lite,RACK ENCLOSUR CABINET HEAVY DUTY,0,0,"109.72000","0","1","SmartRack™","Active","Shelf, Sliding","26.100"" L x 19.000"" W x 1.730"" H (662.94mm x 482.60mm x 43.94mm)","-","Black","Metal, Steel","SmartRack™ Enclosures","Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Shelves(Sliding)-Panel_Mount.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSUS1918BK1.jpg,HM2281-ND,RSUS1931BK1,Hammond Manufacturing,SHELF SLIDE 31X16.6X1.5"" BLACK,1,52,"141.44000","0","1","RS","Active","Shelf, Sliding","31.000"" L x 16.640"" W x 1.500"" H (787.40mm x 422.66mm x 38.10mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14104.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/HC-14104,%20HC-14105.jpg",377-1241-ND,HC-14104,Bud Industries,CHASSIS VALULINE 7"" X 17"" X 13"",0,0,"170.70000","0","1","Valuline","Active","Chassis, Enclosed","13.000"" L x 17.000"" W x 7.000"" H (330.20mm x 431.80mm x 177.80mm)","Handles","White","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
"//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Drawers,Slides-Panel_Mount.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RDRW1900722BK1.jpg,HM2269-ND,RDRW1900722BK1,Hammond Manufacturing,DRAWER 22.1X17.4X7"" BLACK,0,23,"238.70000","0","1","RDRW","Active","Drawer, Enclosed, Locking, Pull Out","22.070"" L x 17.360"" W x 7.000"" H (560.58mm x 440.94mm x 177.80mm)","Handles, Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
"//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Drawers,Slides-Panel_Mount.pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RDRW1900522BK1.jpg,HM2270-ND,RDRW1900822BK1,Hammond Manufacturing,DRAWER 22.1X17.4X8.8"" BLACK,0,24,"257.60000","0","1","RDRW","Active","Drawer, Enclosed, Locking, Pull Out","22.070"" L x 17.360"" W x 8.750"" H (560.58mm x 440.94mm x 222.25mm)","Handles, Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14400.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/mfgC-14440,C-14441,C-14442.jpg",377-1420-ND,C-14440,Bud Industries,COVER SMALL RACK MOUNT SOLID,22,6,"10.00000","0","1","-","Active","Chassis, Cover","17.000"" L x 4.000"" W x 0.050"" H (431.80mm x 101.60mm x 1.27mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19001.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19001UNF.jpg,HM808-ND,PBPA19001UNF,Hammond Manufacturing,PANEL FRONT 19X1.72X0.13"" NAT,17,186,"10.80000","0","1","PBPA","Active","Panel, Front","19.000"" L x 1.720"" W x 0.125"" H (482.60mm x 43.69mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/asdfkjashfd.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3685524.JPG,345-1338-ND,3685524,Wakefield-Vette,FRONT PANL EMC FOR HANDLE 3U/4HP,17,0,"11.82000","0","1","-","Active","Panel, Front","5.067"" L x 0.787"" W x 0.098"" H (128.70mm x 20.00mm x 2.50mm)","EMI Shielded","Natural","Metal, Aluminum","Handle, 3U, 4HP","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/asdfkjashfd.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3685532.JPG,345-1340-ND,3685532,Wakefield-Vette,FRONT PANL EMC FOR HANDLE 6U/4HP,0,0,"12.56000","0","1","-","Active","Panel, Front","10.317"" L x 0.787"" W x 0.098"" H (262.05mm x 20.00mm x 2.50mm)","EMI Shielded","Natural","Metal, Aluminum","Handle, 6U, 4HP","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PA-1101-MG.jpg,377-1247-ND,PA-1101-MG,Bud Industries,PANEL ALUMINUM 19"" METALLIC GRAY,13,0,"13.00000","0","1","PA","Active","Panel, Front","19.000"" L x 1.750"" W x 0.125"" H (482.60mm x 44.45mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/asdfkjashfd.pdf,//media.digikey.com/photos/Wakefield%20Photos/3685528.JPG,345-1339-ND,3685528,Wakefield-Vette,FRONT PANL EMC FOR HANDLE 3U/8HP,19,0,"14.49000","0","1","-","Active","Panel, Front","5.067"" L x 1.587"" W x 0.098"" H (128.70mm x 40.30mm x 2.50mm)","EMI Shielded","Natural","Metal, Aluminum","Handle, 3U, 8HP","Non-Vented"
http://www.hammondmfg.com/pdf/PPFS19005.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PPFS19005BK2.jpg,HM1585-ND,PPFS19005BK2,Hammond Manufacturing,PANEL FRONT 19X5.22X0.06"" BLACK,15,134,"16.20000","0","1","PPF","Active","Panel, Front","19.000"" L x 5.220"" W x 0.060"" H (482.60mm x 132.59mm x 1.52mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SFA-1833.jpg,377-1302-ND,SFA-1833,Bud Industries,PANEL SURFACE SHIELD ALUM .12"",0,0,"17.80000","0","1","SFA","Active","Panel, Front","19.000"" L x 5.250"" W x 0.125"" H (482.60mm x 133.35mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PA-1102-MG.jpg,377-1248-ND,PA-1102-MG,Bud Industries,PANEL ALUMINUM 19"" METALLIC GRAY,23,0,"18.20000","0","1","PA","Active","Panel, Front","19.000"" L x 3.500"" W x 0.125"" H (482.60mm x 88.90mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=809,//media.digikey.com/Photos/Schroff/30860512.jpg,1439-1304-ND,30860512,Schroff,MULTIPACPRO CVR 84HP 340MM PERF,4,0,"34.07000","0","1","multipacPRO","Active","Chassis, Cover","16.236"" L x 13.386"" W x 0.039"" H (412.40mm x 340.00mm x 1.00mm)","-","Natural","Metal, Aluminum","Chassis","Vented"
http://www.budind.com/pdf/hb1370.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/CB-1373.JPG,377-1967-ND,CB-1373,Bud Industries,PANEL ALUMINUM CHASSIS,0,0,"35.80000","0","1","-","Active","Chassis, Panel","5.281"" L x 17.000"" W x 7.000"" H (134.14mm x 431.80mm x 177.80mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PA-1105-MG.jpg,377-1251-ND,PA-1105-MG,Bud Industries,PANEL ALUMINUM 19"" METALLIC GRAY,4,0,"37.60000","0","1","PA","Active","Panel, Front","19.000"" L x 8.750"" W x 0.125"" H (482.60mm x 222.25mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=809,//media.digikey.com/Photos/Schroff/30860514.jpg,1439-1305-ND,30860514,Schroff,MULTIPACPRO CVR 84HP 460MM PERF,0,0,"43.79000","0","1","multipacPRO","Active","Chassis, Cover","16.236"" L x 18.110"" W x 0.039"" H (412.40mm x 460.00mm x 1.00mm)","-","Natural","Metal, Aluminum","Chassis","Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PA-1106-MG.jpg,377-1252-ND,PA-1106-MG,Bud Industries,PANEL ALUMINUM 19"" METALLIC GRAY,5,32,"47.70000","0","1","PA","Active","Panel, Front","19.000"" L x 10.500"" W x 0.125"" H (482.60mm x 266.70mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19015.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19015BK2.jpg,HM780-ND,PBPA19015BK2,Hammond Manufacturing,PANEL FRONT 19X15.7X0.13"" BLACK,5,84,"50.40000","0","1","PBPA","Active","Panel, Front","19.000"" L x 15.720"" W x 0.125"" H (482.60mm x 399.29mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb2379.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SH-2384.jpg,377-1307-ND,SH-2384,Bud Industries,SHELF VENTILATED STATIONARY,5,8,"65.50000","0","1","-","Active","Shelf, Fixed","17.750"" L x 17.906"" W x 1.578"" H (450.85mm x 454.81mm x 40.08mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBPA19019.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19019BK2.jpg,HM782-ND,PBPA19019BK2,Hammond Manufacturing,PANEL FRONT 19.2X19X0.13"" BLACK,3,46,"66.40000","0","1","PBPA","Active","Panel, Front","19.220"" L x 19.000"" W x 0.125"" H (488.19mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM1U08BKFP.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U19BKFP.jpg,HM5739-ND,RM1U08BKFP,Hammond Manufacturing,HARDWARE REPLACEMENT PANELS,7,8,"9.31000","0","1","RM","Active","Panel, Front","8.050"" L x 1.720"" W x 0.650"" H (204.47mm x 43.69mm x 16.51mm)","-","Black","Metal, Aluminum","RM1U Series","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM2U08BKFP.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U19BKFP.jpg,HM5745-ND,RM2U08BKFP,Hammond Manufacturing,HARDWARE REPLACEMENT PANELS,6,2,"11.08000","0","1","RM","Active","Panel, Front","8.050"" L x 3.470"" W x 0.650"" H (204.47mm x 88.13mm x 16.51mm)","-","Black","Metal, Aluminum","RM2U Series","Non-Vented"
http://www.hammondmfg.com/pdf/PBFS19001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PBFS19001BK2.jpg,HM2238-ND,PBFS19001BK2,Hammond Manufacturing,PANEL FRONT 19X1.7X0.5"" BLACK,20,31,"11.70000","0","1","PBFS","Active","Panel, Front","19.000"" L x 1.720"" W x 0.500"" H (482.60mm x 43.69mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM1U19BKFP.pdf,-,HM5740-ND,RM1U19BKFP,Hammond Manufacturing,REPLACEMENT PANEL 1.75"" 1U FOR R,15,73,"11.86000","0","1","RM","Active","Panel, Front","16.350"" L x 1.720"" W x 0.650"" H (415.30mm x 43.69mm x 16.51mm)","-","Black","Metal, Aluminum","RM1U Series","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM3U08BKFP.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U19BKFP.jpg,HM5752-ND,RM3U08BKFP,Hammond Manufacturing,HARDWARE REPLACEMENT PANELS,5,6,"13.10000","0","1","RM","Active","Panel, Front","8.050"" L x 5.220"" W x 0.650"" H (204.47mm x 132.59mm x 16.51mm)","-","Black","Metal, Aluminum","RM3U Series","Non-Vented"
http://www.hammondmfg.com/pdf/RMCP1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMP908.jpg,HM5760-ND,RMCP1,Hammond Manufacturing,RACK SPARE PANEL FOR RMC SERIES,14,37,"13.46000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 1.730"" W x 0.500"" H (424.69mm x 43.94mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
https://www.hammfg.com/electronics/small-case/rack-mount/rmc.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMCP5BK.jpg,HM5759-ND,RMCP1BK,Hammond Manufacturing,PANEL FRONT 16.7X1.73X0.5"" BLACK,5,5,"13.99000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 1.730"" W x 0.500"" H (424.69mm x 43.94mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.hammondmfg.com/pdf/PBFS19003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBFS19003BK2.jpg,HM2239-ND,PBFS19003BK2,Hammond Manufacturing,PANEL FRONT 19X3.5X0.5"" BLACK,17,1465,"15.30000","0","1","PBFS","Active","Panel, Front","19.000"" L x 3.470"" W x 0.500"" H (482.60mm x 88.14mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM2U19BKFP.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U19BKFP.jpg,HM5746-ND,RM2U19BKFP,Hammond Manufacturing,HARDWARE REPLACEMENT PANELS,18,17,"16.28000","0","1","RM","Active","Panel, Front","16.350"" L x 3.470"" W x 0.650"" H (415.30mm x 88.13mm x 16.51mm)","-","Black","Metal, Aluminum","RM2U Series","Non-Vented"
https://www.hammfg.com/electronics/small-case/rack-mount/rmc.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMP908.jpg,HM5761-ND,RMCP3BK,Hammond Manufacturing,PANEL FRONT 16.7X3.5X0.5"" BLACK,18,65,"16.56000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 3.480"" W x 0.500"" H (424.69mm x 88.39mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.hammondmfg.com/pdf/RMCP7.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMP908.jpg,HM5765-ND,RMCP7,Hammond Manufacturing,RACK SPARE PANEL FOR RMC SERIES,5,23,"20.93000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 6.980"" W x 0.500"" H (424.69mm x 177.29mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19007.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPA19005LG2.jpg,HM2241-ND,PBPA19007LG2,Hammond Manufacturing,PANEL FRONT 19X7X0.13"" GRAY,3,128,"27.20000","0","1","PBPA","Active","Panel, Front","19.000"" L x 6.970"" W x 0.125"" H (482.60mm x 177.04mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/electrical/products/climate/1481l.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1481L44.jpg,HM3257-ND,1481L88,Hammond Manufacturing,PANEL SIDE 10.5X10.56"" GRAY 1/PR,4,109,"33.13000","0","1","1481","Active","Panel, Side","10.500"" W x 10.560"" H (266.70mm x 268.22mm)","-","Gray","-","Enclosures","Vented"
http://www.hammondmfg.com/pdf/PBFS19017.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBFS19003BK2.jpg,HM5561-ND,PBFS19017BK2,Hammond Manufacturing,PANEL FRONT 19X17.5X0.5"" BLACK,5,60,"39.10000","0","1","PBFS","Active","Panel, Front","19.000"" L x 17.470"" W x 0.500"" H (482.60mm x 443.74mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBFS19021.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBFS19003BK2.jpg,HM5563-ND,PBFS19021BK2,Hammond Manufacturing,PANEL FRONT 21X19X0.5"" BLACK,4,10,"40.80000","0","1","PBFS","Active","Panel, Front","20.970"" L x 19.000"" W x 0.500"" H (532.64mm x 482.60mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RASU190112BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASU190112BK1.jpg,HM5642-ND,RASU190112BK1,Hammond Manufacturing,UNIVERSAL RACK SHELF SOLID (UN-V,2,49,"41.60000","0","1","RAS","Active","Shelf, Fixed","12.000"" L x 17.500"" W x 1.720"" H (304.80mm x 444.50mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19024.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PBPS19024BK2.jpg,HM5578-ND,PBPS19024BK2,Hammond Manufacturing,PANEL FRONT 24.5X19X0.07"" BLACK,5,27,"43.20000","0","1","PBPS","Active","Panel, Front","24.470"" L x 19.000"" W x 0.072"" H (621.54mm x 482.60mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19026.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM5579-ND,PBPS19026BK2,Hammond Manufacturing,PANEL FRONT 26.2X19X0.07"" BLACK,4,23,"48.80000","0","1","PBPS","Active","Panel, Front","26.220"" L x 19.000"" W x 0.072"" H (665.99mm x 482.60mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBFS19029.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBFS19003BK2.jpg,HM5567-ND,PBFS19029BK2,Hammond Manufacturing,PANEL FRONT 29.7X19X0.5"" BLACK,2,2,"52.00000","0","1","PBFS","Active","Panel, Front","29.720"" L x 19.000"" W x 0.500"" H (754.89mm x 482.60mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/C2T1923VCELG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2BPS1931BK1.jpg,HM5242-ND,C2T1923VCELG1,Hammond Manufacturing,RACK TOP,3,3,"54.40000","0","1","C2","Active","Panel, Top","20.000"" L x 15.000"" W x 0.070"" H (508.00mm x 381.00mm x 1.78mm)","Cable Entry Systems","Gray","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/dci/products/cabinet-systems/1564.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBRS19014BK2.jpg,HM5583-ND,PBRS19014BK2,Hammond Manufacturing,PANEL TOP SOLID 19"" BLACK,2,7,"54.59000","0","1","1564","Active","Panel, Top","-","-","Black","Metal, Steel","1564A2 Frames","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19028.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM5580-ND,PBPS19028BK2,Hammond Manufacturing,PANEL FRONT 28X19X0.07"" BLACK,2,11,"58.40000","0","1","PBPS","Active","Panel, Front","27.970"" L x 19.000"" W x 0.072"" H (710.44mm x 482.60mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19029.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM5581-ND,PBPS19029BK2,Hammond Manufacturing,PANEL FRONT 29.7X19X0.07"" BLACK,1,8,"60.00000","0","1","PBPS","Active","Panel, Front","29.720"" L x 19.000"" W x 0.072"" H (754.89mm x 482.60mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/dci/products/cabinet-systems/1564.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBRS19014BK2.jpg,HM5584-ND,PBRS19021BK2,Hammond Manufacturing,PANEL TOP SOLID 19"" BLACK,2,6,"60.42000","0","1","1564","Active","Panel, Top","-","-","Black","Metal, Steel","1564B2 Frames","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19031.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/MFG_PBPS19031BK2.jpg,HM5582-ND,PBPS19031BK2,Hammond Manufacturing,PANEL FRONT 31.5X19X0.7"" BLACK,5,35,"60.80000","0","1","PBPS","Active","Panel, Front","31.470"" L x 19.000"" W x 0.072"" H (799.34mm x 482.60mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RFUS1926.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RFUS1921BK1.jpg,HM759-ND,RFUS1926BK1,Hammond Manufacturing,SHELF FIXED 26X17.8X1.74"" BLACK,3,84,"63.20000","0","1","RF","Active","Shelf, Fixed","26.000"" L x 17.750"" W x 1.740"" H (660.40mm x 450.85mm x 44.20mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/9R3pg49-51.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923SBK1.jpg,HM5256-ND,C2T1931VBK1,Hammond Manufacturing,PANEL TOP 23.8X20X0.07"" BLACK,4,12,"64.80000","0","1","C2","Active","Panel, Top","23.750"" L x 20.000"" W x 0.070"" H (603.25mm x 508.00mm x 1.78mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/C2T1931VLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2BPS1931BK1.jpg,HM5258-ND,C2T1931VLG1,Hammond Manufacturing,RACK TOP,1,11,"64.80000","0","1","C2","Active","Panel, Top","23.750"" L x 20.000"" W x 0.070"" H (603.25mm x 508.00mm x 1.78mm)","-","Gray","Metal, Steel","19"" Panel Width Racks","Vented"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CCE1975BK1.jpg,HM5283-ND,CCE1975BK1,Hammond Manufacturing,RACK CABLE ENTRY DOOR,3,6,"68.00000","0","1","C2","Active","Panel, Front","-","Cable Entry Systems","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/C2BPCE1923.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2BPS1931BK1.jpg,HM5222-ND,C2BPCE1923BK1,Hammond Manufacturing,PANEL BOT 17.7X11.5X0.3"" BLACK,5,0,"72.80000","0","1","C2","Active","Panel, Bottom","17.690"" L x 11.540"" W x 0.310"" H (449.33mm x 293.12mm x 7.87mm)","Cable Entry Systems","Black","Metal, Steel","C2 Series","Vented"
