Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Features","For Use With/Related Products"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pz/pzl/pzlr/pzlrb4u/media/PZLRB4U(V10521AP_DC_00A).pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PZLRB4U.JPG,298-12843-ND,PZLRB4U,Panduit Corp,THE PANDUIT PANZONE OVERHEAD DI,3,0,"192.80000","0","1","PanZone®","Active","Exposure Kit","-","19"" Panel Width Racks"
http://www.panduit.com/heiler/PartDrawings/GB2D%20GrndBusbar.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GB2D0008TPI-1.jpg,298-14523-ND,GB2D0008TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X2""X12"",3,0,"200.81000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nc/ncm/ncmh/ncmhaef2/media/D-NCCB69--WW-ENG-EnterprisePrefPartsCatEMEA.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NCMHAEF2.JPG,298-12778-ND,NCMHAEF2,Panduit Corp,THE PANDUIT NETMANAGER HORIZON,3,0,"201.43000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
-,-,298-16937-ND,B1S24G0168,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"211.68000","0","1","*","Active","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cu/cue/cueo/cueorf04dpb1/media/C-RKCUEORF04DP--ENG.pdf,-,298-18914-ND,CUEORF04DPB1,Panduit Corp,NET-CONTAINA UNIVERSAL AISLE C,2,0,"213.94000","0","1","-","Active","Panel, End","-","Panels"
https://www.hammfg.com/files/parts/pdf/FLK7LED.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK10LED.jpg,HM5440-ND,FLK7LED,Hammond Manufacturing,LED LIGHT KIT,2,83,"213.98000","0","1","FLK LED","Active","Light Kit","17.500"" (444.50mm) Length","Air Conditioners"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_R2PPR2VWFWH.jpg,298-16916-ND,R2PPR2VWFWH,Panduit Corp,CABLE MANAGER VERTICAL,3,0,"214.88000","0","1","PatchRunner™","Last Time Buy","-","-","Cable Management"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_R2PPR2VWF.jpg,298-17427-ND,R2PPR2VWF,Panduit Corp,WATERFALL TROUGH FOR 2 POST RACK,3,0,"214.88000","0","1","PatchRunner™","Last Time Buy","Vertical Cable Managers","-","Cable Management"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NCMHAEF4.JPG,298-12779-ND,NCMHAEF4,Panduit Corp,THE PANDUIT NETMANAGER HORIZON,4,0,"216.35000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
-,-,298-16941-ND,B2S12N0337,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"221.24000","0","1","*","Active","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/g/gb/gb4/gb4b/gb4b0624tpi1/media/C-RKGB4B0624TPI-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GB4B0624TPI-1.jpg,298-13052-ND,GB4B0624TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X4""X20"",8,0,"229.06000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/s2/s2b/s2br/s2brk12/media/C-RKS2BRK12--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_S2BRK12.JPG,298-12858-ND,S2BRK12,Panduit Corp,COMBINATION PDU/CABLE MANAGEMENT,2,0,"250.26000","0","1","Net-Access™","Active","Bracket - Mounting","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cw/cwm/cwmp/cwmpv3440/media/CWMPV3440(00720-44).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CWMPV3440.JPG,298-12625-ND,CWMPV3440,Panduit Corp,THE PANDUIT IN-CABINET VERTICAL,4,0,"252.27000","0","1","-","Active","Cable Management","-","-"
-,-,298-16935-ND,B1S18N0303,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"255.49000","0","1","*","Active","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fr/frm/frme/frme1u/media/FRME1U.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FRME1U.JPG,298-12701-ND,FRME1U,Panduit Corp,THE PANDUIT OPTICOM RACK MOUNT,3,0,"260.35000","0","1","Opticom®","Active","Enclosure","Latching","19"" Panel Width Racks"
-,-,298-18987-ND,FRME1UWH,Panduit Corp,"RACK MOUNT FIBER ENCLOSURE 1 RU,",2,0,"260.35000","0","1","Opticom®","Active","Enclosure","-","19"" or 23"" Panel Width Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fr/frm/frme/frme1/media/FRME1(10049-49%20Rev%2001).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FRME1.JPG,298-12700-ND,FRME1,Panduit Corp,THE PANDUIT OPTICOM RACK MOUNT,7,0,"260.54000","0","1","Opticom®","Active","Enclosure","Latching","19"" Panel Width Racks"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/DNRR_Series(Accessories).pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RRHDDOL.jpg,HM2276-ND,RRHDDOL,Hammond Manufacturing,DOLLY HEAVY DUTY 19"" RELAY RACK,12,22,"262.50000","0","1","-","Active","Dolly","Heavy Duty, Locking 2, Non-Locking 2","Cabinet Racks"
-,-,298-17385-ND,PR2D06,Panduit Corp,"PATCHRUNNER2 DUAL HINGE DOOR, 6I",2,0,"265.42000","0","1","*","Active","-","-","-"
https://www.hammfg.com/files/parts/pdf/FLK10LED.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK10LED.jpg,HM5431-ND,FLK10LED,Hammond Manufacturing,LED LIGHT KIT,2,36,"267.77000","0","1","FLK LED","Active","Light Kit","26.000"" (660.40mm) Length","Air Conditioners"
-,-,298-16932-ND,B1S18G0303,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"276.51000","0","1","*","Active","-","-","-"
-,-,298-17386-ND,PR2D0679,Panduit Corp,"PATCHRUNNER2 DUAL HINGE DOOR, 6I",2,0,"278.70000","0","1","*","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-RKWMPV45E--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_WMPV45E.jpg,298-12446-ND,WMPV45E,Panduit Corp,CABLE MANAGER VERT W/COVER 45RU,2,0,"283.73000","0","1","NetRunner™","Active","Mounting Brackets","Cable Entry Systems","Cable Management"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fc/fce/fce1/fce1ua/media/C-FBFCE1UA--ENG.PDF,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FCE1UA.jpg,298-16211-ND,FCE1UA,Panduit Corp,"RACK MOUNT FIBER ENCLOSURE, OPEN",8,0,"290.45000","0","1","Opticom®","Active","Splice Kit","-","Opticom® FCEU, FRM"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0f/0fm/0fmd/fmd1/media/FMD1(10050-23).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FMD1.jpg,298-16231-ND,FMD1,Panduit Corp,RACK MOUNT FIBER DRAWER 1 RU,4,0,"290.45000","0","1","Opticom®","Active","Enclosure","-","19"" Panel Width Racks"
http://www.panduit.com/heiler/PartDrawings/NEMA%20Busbars%20-%20GB4N.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GB4N0007TPI-1.jpg,298-14526-ND,GB4N0007TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X4""X12"",10,0,"293.85000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
-,-,298-17388-ND,PR2D08,Panduit Corp,"PATCHRUNNER2 DUAL HINGE DOOR, 8I",2,0,"294.08000","0","1","*","Active","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fr/frm/frme/frme2u/media/FRME2U.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FRME2U.JPG,298-12703-ND,FRME2U,Panduit Corp,HOLDS UP TO SIX FAP OR FMP ADAPT,4,0,"305.46000","0","1","Opticom®","Active","Enclosure","Latching","19"" Panel Width Racks"
-,-,298-18989-ND,FRME2UWH,Panduit Corp,"RACK MOUNT FIBER ENCLOSURE 2 RU,",2,0,"305.46000","0","1","Opticom®","Active","Enclosure","-","19"" or 23"" Panel Width Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fr/frm/frme/frme2/media/FRME2(10049-48-07).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FRME2.JPG,298-12702-ND,FRME2,Panduit Corp,THE PANDUIT OPTICOM RACK MOUNT,5,0,"305.56000","0","1","Opticom®","Active","Enclosure","Latching","19"" Panel Width Racks"
-,-,298-18990-ND,FRME2WH,Panduit Corp,RACK MOUNT FIBER ENCLOSURE 2 RU,2,0,"305.56000","0","1","Opticom®","Active","Enclosure","-","19"" or 23"" Panel Width Racks"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SAKOSHPD.jpg,298-17430-ND,SAKOSHPD,Panduit Corp,S-TYPE CABINET OSHPD ANCHOR KIT,3,0,"305.75000","0","1","-","Active","-","-","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/d1/d12/d12f/d12fbw/media/C-RKD12FBB--ENG.pdf,-,298-18918-ND,D12FBW,Panduit Corp,"42RU FINGER BRACKET KIT, WHITE",2,0,"316.90000","0","1","*","Active","Bracket - Mounting","-","-"
-,-,298-17387-ND,PR2D0696,Panduit Corp,"PATCHRUNNER2 DUAL HINGE DOOR, 6I",2,0,"318.52000","0","1","*","Active","-","-","-"
-,-,298-16939-ND,B1S24N0303,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",2,0,"325.02000","0","1","*","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/GB2B0514TPI-1.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GB2B0514TPI-1.jpg,298-14522-ND,GB2B0514TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X2""X24"",4,0,"326.83000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fr/frm/frme/frme3/media/FRME3(10049-50-04).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FRME3.jpg,298-16245-ND,FRME3,Panduit Corp,RACK MOUNT FIBER ENCLOSURE 3 RU,5,0,"337.39000","0","1","Opticom®","Active","Enclosure","-","19"" Panel Width Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/d1/d15/d15f/d15fbw/media/C-RKD12FBB--ENG.pdf,-,298-18919-ND,D15FBW,Panduit Corp,"45RU FINGER BRACKET KIT, WHITE",2,0,"337.61000","0","1","*","Active","Bracket - Mounting","-","-"
https://www.hammfg.com/files/parts/pdf/FLK15LED.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK10LED.jpg,HM5432-ND,FLK15LED,Hammond Manufacturing,LED LIGHT KIT,2,34,"337.90000","0","1","FLK LED","Active","Light Kit","34.500"" (876.30mm) Length","Air Conditioners"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fc/fce/fce1/fce1ua/media/WW-FBSP37%20(QuickNet%20MTP%20Fiber%20Optic%20Cassettes).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FCE2U.JPG,298-12663-ND,FCE2U,Panduit Corp,HOLDS UP TO EIGHT QUICKNET CASS,2,0,"346.65000","0","1","-","Active","Splice Kit","-","Opticom® FCEU, FRM"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0f/0fm/0fmd/fmd2/media/FMD2(10050-24).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FMD2.jpg,298-16232-ND,FMD2,Panduit Corp,RACK MOUNT FIBER DRAWER 2 RU,8,0,"346.71000","0","1","Opticom®","Active","Enclosure","-","19"" Panel Width Racks"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NAKOSHPD.jpg,298-17138-ND,NAKOSHPD,Panduit Corp,N-TYPE CABINET OSHPD ANCHOR KIT,2,0,"347.06000","0","1","-","Active","-","-","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/w/wm/wmp/wmpv/wmpvhc45e/media/C-RKWMPVHC45E--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_WMPVHC45E.jpg,298-13000-ND,WMPVHC45E,Panduit Corp,THE PANDUIT NETRUNNER VERTICAL,4,0,"349.35000","0","1","NetRunner®","Active","Cable Management","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/sn/sn1/sn15/sn15f/media/C-RKSN15F--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SN15F.jpg,298-12861-ND,SN15F,Panduit Corp,"FINGER KIT, 100MM (3.9) DEPTH TH",2,0,"350.34000","0","1","Net-Access™","Active","Bracket - Mounting","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/sn/sn2/sn25/sn25f/media/C-RKSN25F--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SN25F.JPG,298-12862-ND,SN25F,Panduit Corp,"FINGER KIT, 150MM (5.9) DEPTH TH",2,0,"350.34000","0","1","Net-Access™","Active","Bracket - Mounting","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/d1/d18/d18f/d18fbb/media/C-RKD12FBB--ENG.pdf,-,298-18920-ND,D18FBB,Panduit Corp,"48RU FINGER BRACKET KIT, BLACK",2,0,"359.68000","0","1","*","Active","Bracket - Mounting","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/d1/d18/d18f/d18fbb/media/C-RKD12FBB--ENG.pdf,-,298-18921-ND,D18FBW,Panduit Corp,"48RU FINGER BRACKET KIT, WHITE",2,0,"359.68000","0","1","*","Active","Bracket - Mounting","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fr/frm/frme/frme4/media/FRME4(10049-51-04).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FRME4.JPG,298-12704-ND,FRME4,Panduit Corp,THE PANDUIT OPTICOM RACK MOUNT,4,0,"384.60000","0","1","Opticom®","Active","Enclosure","Latching","19"" Panel Width Racks"
-,-,298-18992-ND,FRME4WH,Panduit Corp,RACK MOUNT FIBER ENCLOSURE 4 RU,2,0,"384.60000","0","1","Opticom®","Active","Enclosure","-","19"" or 23"" Panel Width Racks"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891053.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891053.jpg,277-17317-ND,2891053,Phoenix Contact,FL DIN RA,4,0,"395.00000","0","1","-","Active","Mounting Brackets","-","DIN Rails"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cu/cuc/cucg/cucgf04dpb1/media/C-RKCUCGF04DB--ENG.pdf,-,298-18913-ND,CUCGF04DPB1,Panduit Corp,NET-CONTAINA UNIVERSAL AISLE C,2,0,"422.04000","0","1","-","Active","-","-","Panels"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fc/fce/fce4/fce4u/media/FCE4U%20rev01.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FCE4U.jpg,298-16212-ND,FCE4U,Panduit Corp,RACK MOUNT FIBER ENCLOSURE 4 RU,10,0,"468.47000","0","1","Opticom®","Active","Splice Kit","-","Opticom® FCEU, FRM"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/s8/s8v/s8vb/s8vbpne/media/C-RKS8VBPNE--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_S8VBPNE.jpg,298-17429-ND,S8VBPNE,Panduit Corp,800MM NET-ACCESS ENHANCED AIR DA,4,0,"472.25000","0","1","Net-Access™","Active","Air Dam Kit","-","Net-Access™ Server Cabinet"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nr/nrv/nrv1/nrv10/media/NRV10%20(V10661AD_DC_01A).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NRV10.JPG,298-12789-ND,NRV10,Panduit Corp,THE PANDUIT NETRUNNER HIGH CAP,2,0,"516.15000","0","1","NetRunner®","Active","Cable Management","-","-"
http://www.panduit.com/heiler/PartDrawings/NEMA%20Busbars%20-%20GB4N.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GB4N0016TPI-1.jpg,298-14527-ND,GB4N0016TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X4""X24"",3,0,"518.08000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0n/0nv/0nvb/nvbp/media/C-RKNVBP--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NVBP.JPG,298-12790-ND,NVBP,Panduit Corp,VERTICAL BLANKING PANELS WITH PA,2,0,"539.39000","0","1","Net-Access™","Active","Blanking Panel","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0c/0cd/0cde/cde2/media/C-RKCDE2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CDE2.JPG,298-12481-ND,CDE2,Panduit Corp,THIS NET-DIRECT AIR INLET DUCT,2,0,"546.96000","0","1","Net-Direct™","Active","Air Inlet","-","Cisco Cabinets"
http://www.panduit.com/heiler/PartDrawings/GB4B1028TPI-1TMGB%20BCSI.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GB4B1028TPI-1.jpg,298-14525-ND,GB4B1028TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X4""X24"",4,0,"566.81000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_C2SDT8W04DAW1.jpg,298-16944-ND,C2SDT8W04DAW1,Panduit Corp,NET-CONTAIN CABINET SUPPORTED CO,2,0,"588.08000","0","1","*","Active","Adapter","-","Cabinet Racks"
-,-,298-17389-ND,PR2V06,Panduit Corp,"PATCHRUNNER2 VERTICAL MANAGER, 6",2,0,"598.09000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fl/fle/flex/flex1u06/media/C-FBFLEX1U--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FLEX1U.jpg,298-16226-ND,FLEX1U,Panduit Corp,1 RU HD FLEX ENCLOSURE,10,0,"612.98000","0","1","-","Active","Enclosure","-","19"" Panel Width Racks"
-,-,298-17396-ND,PR2VF06,Panduit Corp,"PATCHRUNNER2 VERTICAL MANAGER, 6",2,0,"628.01000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
-,-,298-17391-ND,PR2V0696,Panduit Corp,"PATCHRUNNER2 VERTICAL MANAGER, 6",2,0,"717.72000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
https://www.panduit.com/content/dam/panduit/en/products/assets/z/za/zae/zaei/zaei01uni/media/D-PVSP130--WW-ENG-SmartZoneEPA126GWay-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ZAEI-01-UNI.JPG,298-13006-ND,ZAEI-01-UNI,Panduit Corp,SMARTZONE GATEWAY EPA126 SUPPOR,2,0,"812.99000","0","1","SmartZone™","Active","Gateway","-","-"
-,-,298-17390-ND,PR2V0679,Panduit Corp,"PATCHRUNNER2 VERTICAL MANAGER, 6",2,0,"912.00000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fl/fle/flex/flex4u06/media/C-FBFLEX4U--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FLEX4U.jpg,298-16227-ND,FLEX4U,Panduit Corp,4 RU HD FLEX ENCLOSURE,4,0,"1022.64000","0","1","-","Active","Enclosure","-","19"" Panel Width Racks"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PR2VD06.jpg,298-17393-ND,PR2VD06,Panduit Corp,PATCHRUNNER2 VERTICAL MANAGER AN,4,0,"1128.90000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PR2VD06WH.jpg,298-16917-ND,PR2VD06WH,Panduit Corp,CABLE MANAGER VERTICAL,2,0,"1128.90000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PR2VD0679.jpg,298-17394-ND,PR2VD0679,Panduit Corp,PATCHRUNNER2 VERTICAL MANAGER AN,6,0,"1185.33000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PR2VD0696.jpg,298-17395-ND,PR2VD0696,Panduit Corp,PATCHRUNNER2 VERTICAL MANAGER AN,2,0,"1354.70000","0","1","PatchRunner™","Active","Vertical Cable Managers","-","Cable Management"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiCase%20Accessories%20Slide%20Rails.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3751500.jpg,345-1394-ND,3751500,Wakefield-Vette,RC SLIDE RAILS 300MM 2PCS,26,0,"21.05000","0","1","RiCase","Active","Rails","-","RiCase 300MM"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/Ripac%20Vario%20Module%20Accessories%20Front%20Flanges.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3981210.JPG,345-1402-ND,3981210,Wakefield-Vette,VM FRONT FLANGE 3U W/O HOLE 2PCS,15,0,"25.60000","0","1","Ripac Vario-Module","Active","Flange","-","Ripac Vario-Module 3U"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiCase%20Accessories%20Threaded%20Inserts.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3751720.JPG,345-1398-ND,3751720,Wakefield-Vette,RC THREADED INSERTS 3U 8PCS,14,0,"25.60000","0","1","RiCase","Active","Insert","M4 Thread","RiCase 3U"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/1421CNC.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CNBxxx.jpg,HM2611-ND,1421CNC25,Hammond Manufacturing,CAGE NUT STEEL 12-24 25/PK,10,0,"26.51000","0","1","1421CN","Obsolete","Mounting Hardware","Caged Nuts","Enclosures"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiCase%20Accessories%20Slide%20Rails.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3751510.jpg,345-1395-ND,3751510,Wakefield-Vette,RC SLIDE RAILS 420MM 2PCS,21,0,"26.54000","0","1","RiCase","Active","Rails","-","RiCase 420MM"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/1421CNB.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CNBxxx.jpg,HM2609-ND,1421CNB25,Hammond Manufacturing,CAGE NUT M6 25/PK,11,0,"29.14000","0","1","1421CN","Obsolete","Mounting Hardware","Caged Nuts","Enclosures"
-,-,14101-C-NF-PK-ND,14101-C-NF-PK,Bud Industries,"BOTTOM PLATE, 16.930"" X 13.00""",6,0,"29.75000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/1421CNC.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CNBxxx.jpg,HM2610-ND,1421CNC100,Hammond Manufacturing,CAGE NUT STEEL 12-24 100/PK,7,0,"46.01000","0","1","1421CN","Obsolete","Mounting Hardware","Caged Nuts","Enclosures"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nv/nvp/nvpd/nvpdub/media/C-RKNVPDUB--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/NVPDUB.JPG,298-12791-ND,NVPDUB,Panduit Corp,"PDU BRACKETS, SOLD IN PAIRS. COL",4,0,"119.44000","0","1","Net-Access™","Obsolete","Mounting Brackets","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_R2PPRVWF.JPG,R2PPRVWF-ND,R2PPRVWF,Panduit Corp,WATERFALL TROUGH FOR 2 POST RACK,2,0,"220.94000","0","1","-","Obsolete","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PREP96B1.jpg,PREPB1-ND,PREPB1,Panduit Corp,PATCHRUNNER END PANEL FOR 84"" HI,2,0,"238.05000","0","1","*","Obsolete","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PREP96B1.jpg,PREP96B1-ND,PREP96B1,Panduit Corp,PATCHRUNNER END PANEL FOR 96"" HI,2,0,"269.35000","0","1","*","Obsolete","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd6/media/PRD6(10200-35-R).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRD6.JPG,298-12804-ND,PRD6,Panduit Corp,THE PANDUIT PATCHRUNNER DUAL-H,5,0,"284.23000","0","1","PatchRunner™","Obsolete","Door","Hinged","PRV Cable Manager"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pe/ped/ped6/ped6b1/media/C-RKPED6B1--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PED6B1.JPG,298-12799-ND,PED6B1,Panduit Corp,THE PANDUIT PATCHRUNNER HIGH-C,3,0,"312.68000","0","1","PatchRunner™","Obsolete","Door","Hinged","PRV, PEV Cable Manager"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pr/0prd/prd8/media/C-RKPRD8--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PRD8.JPG,298-12805-ND,PRD8,Panduit Corp,THE PANDUIT PATCHRUNNER DUAL-H,6,0,"314.92000","0","1","PatchRunner™","Obsolete","Door","Hinged","PRV Cable Manager"
-,-,PRD10-ND,PRD10,Panduit Corp,PATCHRUNNER 10"" (254MM) DUAL HIN,2,0,"343.23000","0","1","*","Obsolete","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pe/ped/ped8/ped8b1/media/C-RKPED8B1--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PED8B1.JPG,298-12800-ND,PED8B1,Panduit Corp,THE PANDUIT PATCHRUNNER HIGH-C,4,0,"346.42000","0","1","PatchRunner™","Obsolete","Door","Hinged","PRV, PEV Cable Manager"
