Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Features","For Use With/Related Products"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1275-ND,AFK1212,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 12.00X12.06,2,0,"278.32000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LF120V28.jpg,1441-1511-ND,LF120V28,"Hoffman Enclosures, Inc.",FLUORESCENT LIGHT 120V 28-IN,2,0,"278.32000","0","1","PANELITE™","Active","Light Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1278-ND,AFK1812,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 18.00X12.06,2,0,"333.20000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cn/cnw/cnws/cnws1224c/media/C-RKCNWS1224-C--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CNWS1224-C.jpg,298-12615-ND,CNWS1224-C,Panduit Corp,#12-24 PANDUIT CAGE NUT AND SCRE,451,0,"1.87000","0","1","-","Active","Screws","-","-"
-,-,298-19070-ND,PC-118,Panduit Corp,CARTON REV 02 WS-0230,100,0,"2.92000","0","1","*","Active","-","-","-"
http://www.hammondmfg.com/pdf/DNMFC.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFC48P.jpg,HM5357-ND,DNMFC,Hammond Manufacturing,CORD FAN SINGLE 24"" 115VAC PLUG,56,100,"4.25000","0","1","-","Active","Cord, 2 Contact, 45° Plug to Wire","24.000"" (609.60mm) Length","Fan Trays"
https://www.hammfg.com/dci/products/accessories/1421a.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1421A25B.jpg,HM2597-ND,1421A25B,Hammond Manufacturing,MACH SCRW OVAL COMB 10-32 25/PK,42,149,"5.70000","0","1","1421","Active","Mounting Hardware","Screws","Enclosures"
https://www.hammfg.com/dci/products/accessories/1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421Screws-Washers.jpg,HM2619-ND,1421E25W,Hammond Manufacturing,WASHER CUP 10-32 METAL 25/PK,42,128,"5.70000","0","1","1421","Active","Mounting Hardware","Washers","Enclosures"
https://www.hammfg.com/dci/products/accessories/1421d.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1421A100B.jpg,HM2618-ND,1421D,Hammond Manufacturing,MACH SCREW PAN COMB 10-32 25/PK,29,287,"5.70000","0","1","1421","Active","Mounting Hardware","Screws","Enclosures"
http://www.hammondmfg.com/pdf/DNFC72P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFC72P.jpg,HM5348-ND,DNFC72P,Hammond Manufacturing,CORD SINGLE FAN 115V 72"" W/PLUG,48,6,"5.95000","0","1","DNF","Active","Cord, 2 Contact, 90° Plug to Wire","72.000"" (1828.80mm) Length","Fan Trays"
http://www.hammondmfg.com/pdf/DNFG.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFG.jpg,HM2218-ND,DNFG,Hammond Manufacturing,FAN GUARD METAL 120MM W/HARDWARE,40,180,"5.95000","0","1","DNF","Active","Finger Guard","4.724"" (120.00mm)","Fan Trays"
https://www.hammfg.com/electrical/products/accessories/dngl.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNGL.jpg,HM2220-ND,DNGL,Hammond Manufacturing,GROUND LUGS 1 1/8X1 3/16"",42,1652,"6.00000","0","1","DNGL","Active","Grounding Kit","-","BusBar"
https://www.hammfg.com/dci/products/accessories/1421abk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421ABKSeries.jpg,HM2602-ND,1421ABK25,Hammond Manufacturing,SCREW/WASH 10-32X.625"" 25/PK,75,701,"6.94000","0","1","1421","Active","Mounting Hardware","Screws, Washers","Enclosures"
http://www.hammondmfg.com/pdf2/9C-1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421T6CL.JPG,HM2636-ND,1421T6CL,Hammond Manufacturing,FEET RUBBER .31"" X .09"" CLR 1=24,96,588,"7.13000","0","1","1421","Active","Rubber Feet","Self Adhesive","Enclosures"
http://www.hammondmfg.com/pdf2/9C-1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421T5CL.jpg,HM2635-ND,1421T5CL,Hammond Manufacturing,FEET RUBBER .44"" X .20"" CLR 1=24,39,400,"7.13000","0","1","1421","Active","Rubber Feet","Self Adhesive","Enclosures"
http://www.hammondmfg.com/pdf2/9C-1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421T8BK.jpg,HM2638-ND,1421T8BK,Hammond Manufacturing,FEET RUBBER .47"" X .12"" BLK 1=24,35,349,"7.13000","0","1","1421","Active","Rubber Feet","Self Adhesive","Enclosures"
http://www.hammondmfg.com/pdf2/9C-1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421T2CL.jpg,HM1709-ND,1421T2CL,Hammond Manufacturing,FEET RUBBER .5"" X .14"" CLR 1=24,54,634,"7.45000","0","1","1421","Active","Rubber Feet","Self Adhesive","Enclosures"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421J6.jpg,HM2623-ND,1421J8,Hammond Manufacturing,SHT MTL SCREW PHILLIPS 6-32 8/PK,50,28,"7.58000","0","1","1421","Active","Mounting Hardware","Screws","Enclosures"
http://www.hammondmfg.com/pdf/DNFC48P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFC48P.jpg,HM5347-ND,DNFC48P,Hammond Manufacturing,CORD SINGLE FAN 115V 48"" W/PLUG,48,40,"8.74000","0","1","DNF","Active","Cord, 2 Contact, 90° Plug to Plug","48.000"" (1219.20mm)","Fan Trays"
https://www.hammfg.com/dci/products/accessories/1421a.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CupWasher-Screw.jpg,HM2599-ND,1421A25W,Hammond Manufacturing,WASHER CUP 10-32 PLASTIC 25/PK,29,209,"10.18000","0","1","1421","Active","Mounting Hardware","Washers","Enclosures"
https://www.hammfg.com/dci/products/accessories/1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421Screws-Washers.jpg,HM2594-ND,142125,Hammond Manufacturing,MACH SCRW OVAL SLOT 10-32 25/PK,29,39,"10.18000","0","1","1421","Active","Mounting Hardware","Screws, Washers","Enclosures"
https://www.hammfg.com/electrical/products/modular/imelf.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CLFK.jpg,HM5297-ND,CLFKNS,Hammond Manufacturing,FEET EXTRA LEVELING RUBBER 1=4,40,32,"10.80000","0","1","C2","Active","Feet, Leveling","Rubber Bass","C2 Series"
http://www.hammondmfg.com/pdf/9R3pg97-101P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_XPFA120BK.jpg,HM5848-ND,XPFA80CG,Hammond Manufacturing,RACK - FILTER GRILL BEIGE,40,226,"10.92000","0","1","XPFA","Active","Fan Grill","-","Square 3.15"" Fan"
https://www.hammfg.com/dci/products/accessories/rulbk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RULBK.jpg,HM5823-ND,RULBK,Hammond Manufacturing,HARDWARE RACK UNIT LABEL,98,200,"11.10000","0","1","-","Active","Label","-","Rails"
https://www.hammfg.com/electrical/products/climate/sda.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SDA412.jpg,HM5833-ND,SDA412,Hammond Manufacturing,PLUG PRESSURE COMPENSATION,85,1745,"11.65000","0","1","SDA","Active","Breather Kit","IP45","Enclosures"
https://www.hammfg.com/files/parts/pdf/CMRB.pdf,-,HM2207-ND,CMRB,Hammond Manufacturing,RACK CABLE MANAGEMENT BRACKET,29,467,"11.70000","0","1","CMRB","Active","Mounting Brackets","-","Cable Management"
https://www.hammfg.com/files/parts/pdf/XPFA80LG.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_XPFA120BK.jpg,HM5850-ND,XPFA80LG,Hammond Manufacturing,RACK FILTER GRILL,26,327,"11.70000","0","1","XPFA","Active","Fan Grill","-","Square 3.15"" Fan"
https://www.hammfg.com/electrical/products/accessories/pkt.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PKT66.jpg,HM5596-ND,PKT66,Hammond Manufacturing,LITERATURE PACKET 6X6X0.75"",40,1390,"11.77000","0","1","PKT","Active","Pocket","-","Enclosures"
https://www.hammfg.com/electrical/products/accessories/pkt.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PKT66.jpg,HM5597-ND,PKT99,Hammond Manufacturing,LITERATURE PACKET 6X9X0.75"",75,1252,"12.13000","0","1","PKT","Active","Pocket","-","Enclosures"
http://www.hammondmfg.com/pdf/9R3pg44-54.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CLFK.jpg,HM5296-ND,CLFK,Hammond Manufacturing,FEET EXTRA LEVELING 1=4,40,41,"12.60000","0","1","C2","Active","Feet, Leveling","Nylon Bass","C2 Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cr/crs/crs4/crs4125x/media/CRS6-X%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CRS4-125-X.jpg,298-16157-ND,CRS4-125-X,Panduit Corp,CABLE RACK SPACER,88,0,"13.02000","0","1","*","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-GRACGK--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_ACGK.jpg,298-14199-ND,ACGK,Panduit Corp,CABLE JUMPER KIT,100,0,"13.47000","0","1","StructuredGround™","Active","Grounding Kit","Clamp, Terminal","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/tl/tlb/tlbp/tlbp1rv/media/D-WASP39--WW-ENG-Tool-LessBlankPanel-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TLBP1S-V.JPG,298-12871-ND,TLBP1S-V,Panduit Corp,"1RU TOOL-LESS BLANKING PANEL, SQ",60,0,"13.54000","0","1","-","Active","Blanking Panel","-","19"" Panel Width Racks"
https://www.hammfg.com/files/parts/pdf/RM2UMTGFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U19BKFP.jpg,HM5747-ND,RM2UMTGFL,Hammond Manufacturing,HARDWARE RM2U MOUNTING FLANGE,86,30,"13.75000","0","1","RM","Active","Mounting Hardware","-","RM2U1918SBK, RM2U1918VBK"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/tl/tlb/tlbp/tlbp1rv/media/GB3634DH%20A%20RV%2011A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TLBP1R-V.JPG,298-12870-ND,TLBP1R-V,Panduit Corp,"1RU TOOL-LESS BLANKING PANEL, RO",50,0,"15.15000","0","1","-","Active","Blanking Panel","-","19"" Panel Width Racks"
https://www.hammfg.com/electrical/products/accessories/pkt.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PKT66.jpg,HM5595-ND,PKT1212,Hammond Manufacturing,LITERATURE PACKET 12X12X2.50"",51,451,"16.45000","0","1","PKT","Active","Pocket","-","Enclosures"
http://www.hammondmfg.com/pdf/9R3pg80-123.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_XPFA120BK.jpg,HM5840-ND,XPFA120CG,Hammond Manufacturing,FILTER FAN GRILL 5.91"" GRAY/BEIG,47,699,"17.33000","0","1","XPFA","Active","Fan Grill","-","Square 4.70"" Fan"
http://www.hammondmfg.com/pdf/9R3pg97-101P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_XPFA120BK.jpg,HM5841-ND,XPFA120GY,Hammond Manufacturing,RACK FILTER GRILL GRAY,24,1323,"17.33000","0","1","XPFA","Active","Fan Grill","-","Square 4.70"" Fan"
http://www.hammondmfg.com/pdf/PA2319001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PA2319001BK1.jpg,HM5543-ND,PA2319001BK1,Hammond Manufacturing,PANEL RACK ADAPTER 19 TO 23"" 1U,31,80,"17.85000","0","1","PA","Active","Mounting Brackets","Adapt 19"" Equipment to 23"" or 24"" Space","Open and Enclosed Cabinet Racks"
http://www.hammondmfg.com/pdf/9R3pg70-78.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CBDK4.jpg,HM5282-ND,CBDK4,Hammond Manufacturing,BOLT DOWN KIT,30,12,"17.85000","0","1","C2","Active","Bolt Down Kit","Bolts, Nuts, Washers","C2 Series"
https://www.hammfg.com/files/parts/pdf/XPFA120LG.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_XPFA120BK.jpg,HM5842-ND,XPFA120LG,Hammond Manufacturing,RACK FILTER GRILL,28,235,"17.85000","0","1","XPFA","Active","Fan Grill","-","Square 4.70"" Fan"
http://www.hammondmfg.com/pdf/9R3pg94-96.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PCMBV19001BK1.jpg,HM5585-ND,PCMBV19001BK1,Hammond Manufacturing,PANEL BLACK 5 STRAPS RACK MNT,17,94,"17.85000","0","1","PCMBV","Active","Mounting Brackets","Hook and Loop Straps","19"" Panel Width Racks"
http://www.panduit.com/heiler/SpecificationSheets/D-WASP40--WW-ENG-VertMgmtDringsW.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CMVDR2S.JPG,298-12215-ND,CMVDR2S,Panduit Corp,BRACKET CABLE MGMT,28,0,"18.20000","0","1","-","Active","Ring","-","Cable Management"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Hardware_1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1463S.jpg,HM3243-ND,1463S,Hammond Manufacturing,HARDWARE 3/8-16 X 0.75"" 1=3,62,687,"18.43000","0","1","-","Active","Mounting Hardware","Bolts, Spring Nuts, Washers","C2, C3, REFK Series"
https://www.hammfg.com/electrical/products/accessories/1421hpm6.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/11421HPM6-Series.jpg,HM2621-ND,1421HPM625,Hammond Manufacturing,HEX SCREW M6 X 12MM 25/PK,48,679,"18.90000","0","1","1421","Active","Mounting Hardware","Screws","Enclosures"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/11421HPM6-Series.jpg,HM2622-ND,1421HPTM525,Hammond Manufacturing,HEX SCREW M5 X 12MM 25/PK,30,22,"18.90000","0","1","1421","Active","Mounting Hardware","Screws","Enclosures"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-1347-001-CSU.PDF,-,1436-2281-ND,CMB3,HellermannTyton,"CABLE MANAGEMENT BAR, 0U, STEEL,",13,0,"19.04000","0","1","-","Active","Cable Management","-","Panels"
https://www.hammfg.com/files/parts/pdf/FDS1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FDS1.jpg,HM5426-ND,FDS1,Hammond Manufacturing,DOOR SWITCH,28,195,"19.21000","0","1","-","Active","Door Switch","-","Air Conditioners"
http://www.panduit.com/heiler/SpecificationSheets/D-WASP40--WW-ENG-VertMgmtDringsW.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CMVDR2.JPG,298-12214-ND,CMVDR2,Panduit Corp,BRACKET CABLE MGMT,40,0,"19.44000","0","1","-","Active","Ring","-","Cable Management"
https://www.hammfg.com/electronics/small-case/rack-mount/rm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U19BKFP.jpg,HM5756-ND,RM632SC100BK,Hammond Manufacturing,SCREW SELF TAP 6-32X3/8"" 100/PK,6,8,"19.51000","0","1","RM","Active","Screws","-","RM_U Series"
http://www.hammondmfg.com/pdf/PBAS19001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PA2319001BK1.jpg,HM5546-ND,PBAS19001BK2,Hammond Manufacturing,RACK ADAPTS 19 TO 24"" BLACK 1U,28,58,"19.55000","0","1","PBAS","Active","Mounting Brackets","Adapt 19"" Equipment to 23"" or 24"" Space","Open and Enclosed Cabinet Racks"
http://www.hammondmfg.com/pdf/PA2319003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PA2319001BK1.jpg,HM5544-ND,PA2319003BK1,Hammond Manufacturing,PANEL RACK ADAPTER 19 TO 23"" 2U,21,165,"19.55000","0","1","PA","Active","Mounting Brackets","Adapt 19"" Equipment to 23"" or 24"" Space","Open and Enclosed Cabinet Racks"
http://www.hammondmfg.com/pdf/CPRSA.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CPRSA.jpg,HM5309-ND,CPRSA,Hammond Manufacturing,ADAPTER SQ HOLE PANEL RAIL,8,64,"19.55000","0","1","CPR","Active","Adapter","-","C2, C3, REFK Series"
http://www.hammondmfg.com/pdf/1427BAILKIT1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_M3265-1003.jpg,HM5513-ND,M3265-1003,Hammond Manufacturing,EXTRUSION ALUMINUM 1M LONG,16,33,"19.74000","0","1","RM","Active","Bail, Feet","39.370"" (1.00 Meter)","RM_U Series"
http://www.hammondmfg.com/pdf2/9C-1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421T7.jpg,HM2637-ND,1421T7,Hammond Manufacturing,FEET RUBBER .75"" X .5"" BLK 1=24,90,116,"21.22000","0","1","1421","Active","Rubber Feet","Screw On","Enclosures"
https://www.hammfg.com/files/parts/pdf/CMRC34BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CMRC34BK1.jpg,HM5303-ND,CMRC34BK1,Hammond Manufacturing,RACK CABLE MANAGEMENT BRACKET,100,62,"21.25000","0","1","CMRC","Active","Ring","-","Cable Management"
https://www.hammfg.com/electrical/products/accessories/rds.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLKDS.jpg,HM5441-ND,FLKDS,Hammond Manufacturing,REMOTE DOOR SWITCH,24,222,"21.30000","0","1","-","Active","Door Switch","-","Air Conditioners"
https://www.hammfg.com/files/parts/pdf/RDA2U4.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RDA2U4.jpg,HM5686-ND,RDA2U4,Hammond Manufacturing,RACK HARDWARE,20,60,"21.60000","0","1","RDA","Active","Adapter","-","Rails"
https://www.panduit.com/content/dam/panduit/en/products/assets/u/ug/ugb/ugb2/ugb204146/media/C-GRUGB20-414-6--ENG.pdf,-,298-19576-ND,UGB2/0-414-4,Panduit Corp,4 PORT UNIVERSAL GROUND BAR,20,0,"22.68000","0","1","StructuredGround™","Active","Grounding Kit","-","Cabinet Racks"
-,-,2066-7T.81.0.000.2403-ND,7T.81.0.000.2403,"Finder Relays, Inc.",THERMOSTAT SPST-NC 10A,99,0,"22.83000","0","1","7T","Active","Thermostat","-","Cabinet Racks"
-,-,2066-7T.81.0.000.2303-ND,7T.81.0.000.2303,"Finder Relays, Inc.",THERMOSTAT SPST-NO 10A,49,0,"22.83000","0","1","7T","Active","Thermostat","-","Cabinet Racks"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DPFP1WH.jpg,298-16956-ND,DPFP1WH,Panduit Corp,"FILLER PANEL, 1 RU X 19"", SOLID,",19,0,"23.17000","0","1","-","Active","Panel, Front","-","-"
https://www.hammfg.com/dci/products/cabinet-systems/c4.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923SBK1.jpg,HM5271-ND,C4RHINGE,Hammond Manufacturing,RACK HARDWARE RIGHT DOOR HINGE,15,20,"23.40000","0","1","C4","Active","Hinges","-","C4 Series"
http://www.hammondmfg.com/pdf/PA2319005.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PA2319001BK1.jpg,HM5545-ND,PA2319005BK1,Hammond Manufacturing,PANEL RACK ADAPTER 19 TO 23"" 3U,52,74,"23.80000","0","1","PA","Active","Mounting Brackets","Adapt 19"" Equipment to 23"" or 24"" Space","Open and Enclosed Cabinet Racks"
https://www.hammfg.com/dci/products/accessories/hcm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HCM230UBK1.jpg,HM5455-ND,HCM230UBK1,Hammond Manufacturing,RACK HORIZONTAL CABLE MANAGER,8,31,"23.80000","0","1","HCM","Active","Cable Guide","-","Cable Management"
http://www.hammondmfg.com/pdf/PBAS19003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PA2319001BK1.jpg,HM5547-ND,PBAS19003BK2,Hammond Manufacturing,RACK ADAPTS 19 TO 24"" BLACK 2U,6,3,"23.80000","0","1","PBAS","Active","Mounting Brackets","Adapt 19"" Equipment to 23"" or 24"" Space","Open and Enclosed Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/tl/tlb/tlbp/tlbp1rv/media/D-WASP39--WW-ENG-Tool-LessBlankPanel-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/TLBP2S-V.JPG,298-12872-ND,TLBP2S-V,Panduit Corp,"2RU TOOL-LESS BLANKING PANEL, SQ",25,0,"24.53000","0","1","-","Active","Blanking Panel","-","19"" Panel Width Racks"
https://www.hammfg.com/files/parts/pdf/CMRC36BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CMRC36BK1.jpg,HM5304-ND,CMRC36BK1,Hammond Manufacturing,RACK CABLE MANAGEMENT BRACKET,30,7,"24.65000","0","1","CMRC","Active","Ring","-","Cable Management"
https://www.hammfg.com/files/parts/pdf/HCM190UBK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HCM190UBK1.jpg,HM5454-ND,HCM190UBK1,Hammond Manufacturing,RACK HORIZONTAL CABLE MANAGER,18,193,"24.65000","0","1","HCM","Active","Cable Guide","-","Cable Management"
http://www.hammondmfg.com/pdf2/9C-1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421T9BK.jpg,HM2639-ND,1421T9BK,Hammond Manufacturing,FEET RUBBER .88"" X .40"" BLK 1=24,6,177,"25.09000","0","1","1421","Active","Rubber Feet","Self Adhesive","Enclosures"
https://www.hammfg.com/electrical/products/modular/hmegs.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CNBxxx.jpg,HM2615-ND,1421CND25,Hammond Manufacturing,CAGE NUT 1/4-20 25/PK,9,64,"26.10000","0","1","1421CN","Active","Mounting Hardware","Caged Nuts","Enclosures"
http://www.panduit.com/heiler/PartDrawings/C41736_02.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_HDW3%5E8-KT.jpg,298-14552-ND,HDW3/8-KT,Panduit Corp,MOUNTING HARDWARE KIT SS,6,0,"26.30000","0","1","StructuredGround™","Active","Hardware Kit","Bolts, Nuts, Screws, Washers","BusBar"
https://www.hammfg.com/electrical/products/accessories/grdkit.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_GRDKIT01.jpg,HM5447-ND,GRDKIT01,Hammond Manufacturing,ENCLOSURE GROUND KIT,8,49,"26.35000","0","1","-","Active","Grounding Kit","2 Jumper Wires","Enclosures"
http://www.panduit.com/heiler/CatalogCutSheets/GB4N0007TPI-1%20Product%20Page1.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GLMHK.jpg,298-14538-ND,GLMHK,Panduit Corp,CABLE MOUNTING KIT,16,0,"26.42000","0","1","StructuredGround™","Active","Hardware Kit","Bolts, Washers","Grounding Panels"
https://www.hammfg.com/files/parts/bulletins/BUL10327.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C4K-Z4.jpg,HM5270-ND,C4K-Z4,Hammond Manufacturing,RACK HARDWARE ZONE 4 BOLT DOWN,9,68,"27.00000","0","1","C4","Active","Hardware Kit","-","C4 Series"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DPFP2WH.jpg,298-16957-ND,DPFP2WH,Panduit Corp,"FILLER PANEL, 2RU X 19"", SOLID,",19,0,"28.10000","0","1","-","Active","Panel, Front","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dpf/dpfp/dpfp2/media/C-RKDPFP1--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DPFP2.JPG,298-12633-ND,DPFP2,Panduit Corp,2RU HORIZONTAL FLAT RACK FILLER,16,0,"28.10000","0","1","-","Active","Panel, Front","-","-"
https://assets.tripplite.com/product-pdfs/en/b0180001p5.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B018-000-1P5.jpg,TL1881-ND,B018-000-1P5,Tripp Lite,RACKMOUNT RACK EXTENSION BRACKET,36,0,"28.21000","0","1","-","Active","Extension Kit","-","19"" Panel Width Racks"
http://www.hammondmfg.com/pdf/PBAS19007.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PA2319001BK1.jpg,HM5549-ND,PBAS19007BK2,Hammond Manufacturing,RACK ADAPTS 19 TO 24"" BLACK 4U,29,54,"28.90000","0","1","PBAS","Active","Mounting Brackets","Adapt 19"" Equipment to 23"" or 24"" Space","Open and Enclosed Cabinet Racks"
https://www.hammfg.com/dci/products/accessories/1421a.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421Screws-Washers.jpg,HM2600-ND,1421A500B,Hammond Manufacturing,MACH SCRW OVAL SLOT 10-32 500/PK,8,0,"29.09000","0","1","1421","Active","Mounting Hardware","Screws","Enclosures"
https://www.hammfg.com/dci/products/accessories/rb-hfm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RB-HRM1.jpg,HM2257-ND,RB-HRM1,Hammond Manufacturing,RACK HORIZONTAL RING CABLE MANAG,11,317,"30.60000","0","1","-","Active","Mounting Brackets","Cable Entry Systems","Cable Management"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0p/0pe/0peb/peb1/media/PEB1(00673-10).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PEB1.JPG,298-12796-ND,PEB1,Panduit Corp,THE PANDUIT PANEL EXTENDER BRACK,12,0,"30.60000","0","1","NetManager®","Active","Extender","-","19"" or 23"" Panel Width Racks"
http://www.hammondsales.com/enclosurepdf/09%20-%20General%20Accessories.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1421K100.jpg,HM2624-ND,1421K100,Hammond Manufacturing,MACH SCRW RND SLOT 1/4-20 100/PK,10,9,"30.60000","0","1","1421","Active","Mounting Hardware","Nuts, Screws","Enclosures"
