Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Configuration","Copper Ports","Copper Type","Fiber Ports","Fiber Type","SFP/XFP Ports","Features","Distance","MTU","Voltage - Input","Connector Type","Mounting Type","Ingress Protection","Operating Temperature"
http://advdownload.advantech.com/productfile/PIS/BB-856-10747/Product%20-%20Datasheet/Giga-MiniMc-SFP_-_Giga-MiniMc-TX-SX_-_TX-LX_1917ds20171129111205.pdf,//media.digikey.com/Photos/B&B%20Electronics/856-10747.jpg,1165-1084-ND,BB-856-10747,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,1,7,"285.00000","0","1","Bulk","Giga-MiniMc","Active","-","Fixed + SFP","1","10/100/1000","Up to 1","SFP","1 (SFP)","-","Varies","Jumbo","5VDC","RJ45, SFP","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-19724/Product%20-%20Datasheet/IE-MiniMc_1217ds20171129111415.pdf,//media.digikey.com/photos/B&B%20Electronics/855-19722.jpg,1165-1102-ND,BB-855-19722,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,1,32,"290.00000","0","1","Bulk","IE-MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","1916","7 ~ 50VDC","RJ45, ST","Chassis Mount","-","-40°C ~ 85°C"
-,//media.digikey.com/Photos/Phoenix%20Photos/2744461.jpg,277-3006-ND,2744461,Phoenix Contact,INTERFACE CONVERTER DIN RAIL,0,7,"406.00000","0","1","-","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","10km","-","18 ~ 30VDC","RJ45, SC","DIN Rail","IP20","-40°C ~ 65°C"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891315,%206,%207,%208_Ds.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2891317.JPG,277-11941-ND,2891317,Phoenix Contact,FO CONVERTER SC DUPLEX,1,404,"436.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 48VDC","RJ45, SC","DIN Rail","IP20","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/Downloadfile2/1-1EIVC9K/58-80121-00-A7-web_Rebranded_4915.pdf,//media.digikey.com/Photos/B&B%20Electronics/858-11121.jpg,1165-1109-ND,BB-858-11121,"B&B SmartWorx, Inc.",IE-MULTIWAY 2TX/2SFP PORTS,1,254,"530.00000","0","1","Bulk","IE-Multiway","Active","Managed","Fixed + SFP","2","10/100","Up to 2","SFP","2 (SFP)","SNMP Manageable","Varies","Jumbo","-","RJ45, SFP","Chassis Mount","-","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PSI-MOS-PROFIB-FO_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2708559.JPG,277-7434-ND,2708559,Phoenix Contact,FIBER OPTIC CONVERTER,1,10,"1908.00000","0","1","-","-","Active","-","Fixed","-","-","2","100BASE-FX (Multimode, Singlemode)","-","-","-","-","18 ~ 32VDC","SC","DIN Rail","IP20","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PSI-MOS-RS422-FO....pdf,//media.digikey.com/Photos/Phoenix%20Photos/2708397.jpg,277-9256-ND,2708397,Phoenix Contact,FIBER OPTIC CONVERTER DIN RAIL,1,0,"892.00000","0","1","-","-","Active","-","Fixed","-","-","2","100BASE-FX (Multimode)","-","-","-","-","18 ~ 32VDC","ST","DIN Rail","IP20","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PSI-MOS-PROFIB-FO_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2708614.JPG,277-3167-ND,2708614,Phoenix Contact,FIBER OPTIC CONVERTER DIN RAIL,0,0,"1047.01000","0","1","-","-","Active","-","Fixed","-","-","2","100BASE-FX (Multimode)","-","-","-","-","18 ~ 30VDC","ST","DIN Rail","IP20","-20°C ~ 60°C"
https://assets.tripplite.com/product-pdfs/en/n784001sc15.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N784-001-SC-15.jpg,TL2137-ND,N784-001-SC-15,Tripp Lite,EXTERNAL MULTIMODE MEDIA CONVERT,3,0,"85.16000","0","1","Bulk","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","15km","-","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-FOSTCDRI-INV/Product%20-%20Datasheet/FOSTCDRI%20&%20FOSTCDRI-INV_0218ds20180113002116.pdf,-,1165-1424-ND,BB-FOSTCDRI-INV,"B&B SmartWorx, Inc.",FOSTCDRI WITH INVERTED FIBER.,0,24,"307.97000","0","1","-","-","Active","Unmanaged","Fixed","-","-","1","-","-","-","4km","-","10 ~ 48VDC","-","DIN Rail","-","-40°C ~ 80°C"
https://assets.tripplite.com/product-pdfs/en/n784001sc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N784-001-SC.jpg,N784-001-SC-ND,N784-001-SC,Tripp Lite,EXTERNAL MULTIMODE MEDIA CONVERT,0,0,"54.94000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n784001scmm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N784-001-SC-MM.jpg,N784-001-SC-MM-ND,N784-001-SC-MM,Tripp Lite,EXTERNAL MULTIMODE MEDIA CONVERT,0,0,"82.42000","0","1","Bulk","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","550m","-","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","-"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SC-VL-ND,HEMC2-SC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"86.77500","0","18","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-ST-VL-ND,HEMC2-ST-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"86.77500","0","18","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-LC-VL-ND,HEMC2-LC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"86.77500","0","18","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","LC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SC-VLW-ND,HEMC2-SC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"96.52500","0","16","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-ST-VLW-ND,HEMC2-ST-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"96.52500","0","16","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-LC-VLW-ND,HEMC2-LC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"96.52500","0","16","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","LC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SSC-VL-ND,HEMC3-SSC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"106.27533","0","15","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SST-VL-ND,HEMC3-SST-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"106.27533","0","15","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-10°C ~ 60°C"
-,-,BB-850-33101-ND,BB-850-33101,"B&B SmartWorx, Inc.",IE-MEDIACHASSIS/1 (EXCLUDES POWE,0,0,"110.00000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SSC-VL-ND,HEMC2-SSC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"110.61077","0","13","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SST-VL-ND,HEMC2-SST-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"110.61077","0","13","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SLC-VL-ND,HEMC2-SLC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"110.61077","0","13","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","LC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SSC-VLW-ND,HEMC3-SSC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"110.61077","0","13","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SFC35-VL-ND,HEMC3-SFC35-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"112.12500","0","14","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SFC53--VL-ND,HEMC3-SFC53--VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"112.12500","0","14","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SFC35-VLW-ND,HEMC3-SFC35-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"116.18769","0","13","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,HEMC3-SFC53-VLW-ND,HEMC3-SFC53-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"116.18769","0","13","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SSC-VLW-ND,HEMC2-SSC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"119.90583","0","12","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SST-VLW-ND,HEMC2-SST-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"119.90583","0","12","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SLC-VLW-ND,HEMC2-SLC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"119.90583","0","12","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","LC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SFC35-VL-ND,HEMC2-SFC35-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"119.90583","0","12","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SFC53-VL-ND,HEMC2-SFC53-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"119.90583","0","12","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-10°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/BB-850-13100/Product%20-%20Datasheet/MediaChassis-1_3817ds20171129111944.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_850-13100.jpg,1165-1156-ND,BB-850-13100,"B&B SmartWorx, Inc.",IMEDIA CHASSIS FOR IMCV CNVRTR,0,7,"125.00000","0","1","-","iMcV","Active","Managed","Modular - Rack","-","-","-","-","-","SNMP Manageable","-","-","100 ~ 240 VAC","-","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/PIS/BB-EIS-M-SC/Product%20-%20Datasheet/EIS-x-Sx-Series_3713ds20171129110920.pdf,-,EIS-M-SC-UK-ND,EIS-M-SC-UK,"B&B SmartWorx, Inc.",MEDIA CONVERTER 10/100 TO 100FX,0,0,"129.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12VDC","RJ45","DIN Rail","-","0°C ~ 45°C"
http://advdownload.advantech.com/productfile/PIS/BB-EIS-M-SC/Product%20-%20Datasheet/EIS-x-Sx-Series_3713ds20171129110920.pdf,-,EIS-M-ST-EU-ND,EIS-M-ST-EU,"B&B SmartWorx, Inc.",MEDIA CONVERTER 10/100 TO 100FX,0,0,"129.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12VDC","RJ45","DIN Rail","-","0°C ~ 45°C"
https://assets.tripplite.com/product-pdfs/en/n785001scmm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N785-001-SC-MM.jpg,N785-001-SC-MM-ND,N785-001-SC-MM,Tripp Lite,FIBER MEDIA CONVERTER RJ45 SC,0,0,"130.49000","0","1","Bulk","-","Active","-","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","550m","-","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","-"
-,-,BB-854-10619-ND,BB-854-10619,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/SFP (REQUIR",0,0,"131.00000","0","1","Bulk","MiniMc","Active","-","Fixed + SFP","1","10/100","Up to 1","SFP","1 (SFP)","-","Varies","1916","100 ~ 240VAC","RJ45, SFP","Chassis Mount","-","0°C ~ 50°C"
-,-,BB-854-10620-ND,BB-854-10620,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/FX-MM850-ST",0,100,"133.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","1916","100 ~ 240VAC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
-,//media.digikey.com/Photos/B&B%20Electronics/854-10623.jpg,1165-1211-ND,BB-854-10623,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/FX-MM1300-S",0,69,"133.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","1916","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SFC35-VLW-ND,HEMC2-SFC35-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"138.49545","0","11","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2-Datasheet.pdf,-,HEMC2-SFC53-VLW-ND,HEMC2-SFC53-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,0,0,"138.49545","0","11","-","HEMC2","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","FC","DIN Rail","IP30","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_855-106%20SERIES.jpg,BB-855-10620-ND,BB-855-10620,"B&B SmartWorx, Inc.","MINIMC, TP-TX/FX-MM850-ST",0,18,"140.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","1916","5VDC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_855-106%20SERIES.jpg,1165-1213-ND,BB-855-10621,"B&B SmartWorx, Inc.","MINIMC, TP-TX/FX-MM850-SC",0,0,"140.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","1916","5VDC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/McBasic%20TP_FO.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_855-102xx%20SERIES.jpg,855-10230-ND,855-10230,"B&B SmartWorx, Inc.","MCBASIC, TP/FO-MM850-ST",0,0,"150.00000","0","1","Bulk","McBasic","Active","-","Fixed","1","10","1","10BASE-FL (Multimode)","-","-","2km","-","100 ~ 240VAC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/Downloadfile3/1-1I7CBVJ/McPCMediaLinX-manual-web_0914.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_855-1xxxx.jpg,855-13731-ND,855-13731,"B&B SmartWorx, Inc.",MCPC/ISA-MEDIALINX-MM850-SC,0,0,"150.00000","0","1","-","McPC-MediaLinX","Active","Unmanaged","Modular - Card","1","10/100","1","Multimode","-","SNMP Manageable","2km","-","-","RJ45, SC","Rack Mount","-","0°C ~ 50°C"
https://assets.tripplite.com/product-pdfs/en/n785intsc.pdf,-,N785-INT-SC-ND,N785-INT-SC,Tripp Lite,GIGABIT MULTIMODE FIBER TO ETHER,0,0,"152.30800","0","10","-","-","Active","-","Fixed","1","10/100/1000","-","Gigabit (Multimode)","-","-","2km","-","100V ~ 240V","RJ45, SC","Chassis Mount","-","-"
https://assets.tripplite.com/product-pdfs/en/n785intscmm.pdf,-,N785-INT-SC-MM-ND,N785-INT-SC-MM,Tripp Lite,GIGABIT MULTIMODE FIBER TO ETHER,0,0,"155.13600","0","10","-","-","Active","-","Fixed","1","10/100/1000","-","Gigabit (Multimode)","-","-","550m","-","100V ~ 240V","RJ45, SC","Chassis Mount","-","-"
https://assets.tripplite.com/product-pdfs/en/n785001sc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N785-001-SC.jpg,N785-001-SC-ND,N785-001-SC,Tripp Lite,FIBER MEDIA CONVERTER RJ45 SC,0,0,"164.83000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/McPC-Series-100,10_100&Gigabit.pdf",-,855-13127-ND,855-13127,"B&B SmartWorx, Inc.","MCPC/ISA, TX/FX-MM1300-ST",0,0,"165.00000","0","1","Bulk","MediaLinX","Active","-","Modular - Card","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","-","-","RJ45, ST","Rack Mount","-","0°C ~ 50°C"
"//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/McPC-Series-100,10_100&Gigabit.pdf",-,855-13128-ND,855-13128,"B&B SmartWorx, Inc.","MCPC/ISA, TX/FX-MM1300-SC",0,0,"165.00000","0","1","Bulk","MediaLinX","Active","-","Modular - Card","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","-","-","RJ45, SC","Rack Mount","-","0°C ~ 50°C"
-,-,BB-854-10621-ND,BB-854-10621,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/FX-MM850-SC",0,10,"166.25000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","1916","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
-,-,BB-854-10624-ND,BB-854-10624,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/FX-SM1310/P",0,0,"173.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","40km","1916","100 ~ 240VAC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
-,-,BB-854-10625-ND,BB-854-10625,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/FX-SM1310/P",0,0,"173.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","40km","1916","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
http://www.redlion.net/files/138/4231,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_Sixnet-Net-SL-2ES.jpg,SL-2ES-2SC-ND,SL-2ES-2SC,Red Lion Controls,SL2 P 1 SC MMF ENCL TRAN,0,0,"176.47000","0","1","Bulk","Sixnet® Networking","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","4km","-","10 ~ 30VDC","RJ45, SC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.redlion.net/files/138/4231,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_Sixnet-Net-SL-2ES.jpg,SL-2ES-2ST-ND,SL-2ES-2ST,Red Lion Controls,SL2 P CON1 STMMF,0,0,"176.47000","0","1","Bulk","Sixnet® Networking","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","4km","-","10 ~ 30VDC","RJ45, SC","DIN Rail","IP30","-10°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/photos/B&B%20Electronics/855-10624.jpg,1165-1098-ND,BB-855-10624,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,0,0,"180.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","40km","1916","5VDC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
-,-,102MC-SC-MDRBB-ND,102MC-SC-MDR,"B&B SmartWorx, Inc.",10/100BASETX TO 100BASEFX MEDIA,0,0,"186.00000","0","1","-","N-TRON®","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","-","-","10 ~ 30VDC","RJ45","DIN Rail","-","-40°C ~ 80°C"
-,-,102MC-ST-MDRBB-ND,102MC-ST-MDR,"B&B SmartWorx, Inc.",10/100BASETX TO 100BASEFX MEDIA,0,0,"186.00000","0","1","-","N-TRON®","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","-","-","10 ~ 30VDC","RJ45","DIN Rail","-","-40°C ~ 80°C"
http://advdownload.advantech.com/productfile/Downloadfile3/1-1I7CBVJ/McPCMediaLinX-manual-web_0914.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_855-12xyz%20SERIES.jpg,855-12732-ND,855-12732,"B&B SmartWorx, Inc.",MCPC/PCI-MEDIALINX-MM1300-ST,0,0,"190.00000","0","1","Bulk","McPC-MediaLinX","Active","-","Modular - Card","1","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","-","RJ45, SC","Rack Mount","-","0°C ~ 50°C"
"//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/iMcV-LIM%2010,100_Mbps(850-14yyy).pdf",//media.digikey.com/Photos/B&B%20Electronics/MFG_850-142xy.jpg,850-14262-ND,850-14262,"B&B SmartWorx, Inc.",IMCV SNMP MANAGEABLE CONVRTR,0,0,"195.00000","0","1","Bulk","iMcV","Active","-","Modular - Card","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","5km","-","-","RJ45, ST","Rack Mount","-","0°C ~ 50°C"
