Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Type","Speed - Read","Speed - Write","Operating Temperature","Size / Dimension"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU216GBE1BP2MT-I-QT-131-STD-ND,SFU216GBE1BP2MT-I-QT-131-STD,Swissbit,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"Obsolete","0","60","unitedCONTRAST II","Obsolete","16GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
http://www.virtium.com/wp-content/uploads/2016/01/PB007-1114-02-TuffDrive-eUSB-Family-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VTDU24CC032G-100.JPG,VTDU24CC032G-100-ND,VTDU24CC032G-100,Virtium LLC,USB FLASH DRIVE 32GB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","25","TuffDrive®","Discontinued at Digi-Key","32GB","FLASH - NAND (SLC)","USB 2.0, 3.0","160MB/s","125MB/s","0°C ~ 70°C","45.35mm L x 17.90mm W x 6.20mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,//media.digikey.com/Photos/ATP%20Electronics/AFxxxUFNDNC(I)-OEM.JPG,AF2GUFNDNC(I)-OEM-ND,AF2GUFNDNC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 2GB SLC USB 2.0,0,0,"Obsolete","0","1000","Nanodura™","Obsolete","2GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","34.00mm L x 12.20mm W x 4.50mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,-,AF512UFP3NC(I)-OEM-ND,AF512UFP3NC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRV 512MB SLC USB 2.0,0,0,"Obsolete","0","50","-","Obsolete","512MB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","26.60mm L x 12.00mm W x 4.50mm H"
http://www.amphenol-socapex.com/wp-content/themes/amphenol_socapex_theme/downloads/pdf/Field%20Series.pdf,-,USBFTVKEY6A4096G-ND,USBFTVKEY6A4096G,Amphenol PCD,USB FLASH DRIVE 4GB USB 2.0,0,0,"Obsolete","0","2","-","Obsolete","4GB","-","USB 2.0","-","-","-40°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA001GAG0CG-1T-ND,APHA001GAG0CG-1T,Apacer Memory America,USB FLASH DRV 1GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","1GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","40MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA001GAG0EG-1T-ND,APHA001GAG0EG-1T,Apacer Memory America,USB FLASH DRV 1GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","1GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","40MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA002GAG0CG-1T-ND,APHA002GAG0CG-1T,Apacer Memory America,USB FLASH DRV 2GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","2GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","40MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA002GAG0EG-1T-ND,APHA002GAG0EG-1T,Apacer Memory America,USB FLASH DRV 2GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","2GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","40MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA004GAG0CG-1T-ND,APHA004GAG0CG-1T,Apacer Memory America,USB FLASH DRV 4GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","4GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","50MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA004GAG0EG-1T-ND,APHA004GAG0EG-1T,Apacer Memory America,USB FLASH DRV 4GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","4GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","50MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA008GAG0CG-1T-ND,APHA008GAG0CG-1T,Apacer Memory America,USB FLASH DRV 8GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","8GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","65MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA008GAG0EG-1T-ND,APHA008GAG0EG-1T,Apacer Memory America,USB FLASH DRV 8GB SLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","8GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","65MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA016GAG0CG-1T-ND,APHA016GAG0CG-1T,Apacer Memory America,USB FLASH DRIVE 16GB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","16GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA016GAG0EG-1T-ND,APHA016GAG0EG-1T,Apacer Memory America,USB FLASH DRIVE 16GB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","16GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA032GAG0CG-1T-ND,APHA032GAG0CG-1T,Apacer Memory America,USB FLASH DRIVE 32GB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","32GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA032GAG0EG-1T-ND,APHA032GAG0EG-1T,Apacer Memory America,USB FLASH DRIVE 32GB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","32GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH321/Industrial-USB_AH321.pdf,//media.digikey.com/Photos/Apacer%20Photos/AH321_img2_HI.jpg,APHA128MR13CG-2T-ND,APHA128MR13CG-2T,Apacer Memory America,USB FLASH DRV 128MB SLC USB 2.0,0,0,"Active","0","0","AH321","Active","128MB","FLASH - NAND (SLC)","USB 2.0","-","-","0°C ~ 70°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_APHAxxxxx23CG.jpg,APHA128MR23CG-2T-ND,APHA128MR23CG-2T,Apacer Memory America,USB FLASH DRV 128MB SLC USB 2.0,0,0,"Active","0","0","AH322","Active","128MB","FLASH - NAND (SLC)","USB 2.0","-","-","0°C ~ 70°C","55.29mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH321/Industrial-USB_AH321.pdf,//media.digikey.com/Photos/Apacer%20Photos/AH321_img2_HI.jpg,APHA128MT13EG-2T-ND,APHA128MT13EG-2T,Apacer Memory America,USB FLASH DRV 128MB SLC USB 2.0,0,0,"Obsolete","0","1","AH321","Obsolete","128MB","FLASH - NAND (SLC)","USB 2.0","-","-","-40°C ~ 85°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,//media.digikey.com/Photos/Apacer%20Photos/AH321_img2_HI.jpg,APHA128MT23EG-2T-ND,APHA128MT23EG-2T,Apacer Memory America,USB FLASH DRV 128MB SLC USB 2.0,0,0,"Active","0","0","AH322","Active","128MB","FLASH - NAND (SLC)","USB 2.0","-","-","-40°C ~ 85°C","55.29mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA256MAG0CG-1T-ND,APHA256MAG0CG-1T,Apacer Memory America,USB FLASH DRV 256MB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","256MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","10MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA256MAG0EG-1T-ND,APHA256MAG0EG-1T,Apacer Memory America,USB FLASH DRV 256MB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","256MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","10MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH321/Industrial-USB_AH321.pdf,//media.digikey.com/Photos/Apacer%20Photos/AH321_img2_HI.jpg,APHA256MT13EG-2T-ND,APHA256MT13EG-2T,Apacer Memory America,USB FLASH DRV 256MB SLC USB 2.0,0,0,"Obsolete","0","1","AH321","Obsolete","256MB","FLASH - NAND (SLC)","USB 2.0","31MB/s","10MB/s","-40°C ~ 85°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA512MAG0CG-1T-ND,APHA512MAG0CG-1T,Apacer Memory America,USB FLASH DRV 512MB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","512MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","21MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA512MAG0EG-1T-ND,APHA512MAG0EG-1T,Apacer Memory America,USB FLASH DRV 512MB SLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","512MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","21MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP2GAH322B.jpg,1582-1008-ND,AP2GAH322B,Apacer Memory America,USB FLASH DRIVE 2GB USB 2.0,0,0,"Active","0","0","AH322","Active","2GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1053-ND,APHA008GAG0CG-1TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","205MB/s","20MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1054-ND,APHA008GAG0EG-1TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","205MB/s","20MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1057-ND,APHA016GAG0CG-1TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","200MB/s","45MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1058-ND,APHA016GAG0EG-1TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","200MB/s","45MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1061-ND,APHA032GAG0CG-1TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","32GB","FLASH - NAND (MLC)","USB 2.0, 3.0","205MB/s","85MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1062-ND,APHA032GAG0EG-1TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","32GB","FLASH - NAND (MLC)","USB 2.0, 3.0","205MB/s","85MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1065-ND,APHA064GAG0CG-1TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","64GB","FLASH - NAND (MLC)","USB 2.0, 3.0","200MB/s","80MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353_20150216.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,1582-1066-ND,APHA064GAG0EG-1TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC 2.0/3.0,0,0,"Discontinued at Digi-Key","0","1","EH353","Discontinued at Digi-Key","64GB","FLASH - NAND (MLC)","USB 2.0, 3.0","200MB/s","80MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH162-A/Industrial-USB2.0_AH162-A.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AH162-A.jpg,APHA004G2BACG-BTM-DK-ND,APHA004G2BACG-BTM-DK,Apacer Memory America,USB FLASH DRIVE 4GB MLC USB 2.0,0,0,"Obsolete","0","1","AH162-A","Obsolete","4GB","FLASH - NAND (MLC)","USB 2.0","26MB/s","10MB/s","0°C ~ 70°C","32.00mm L x 13.50mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH162-A/Industrial-USB2.0_AH162-A.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AH162-A.jpg,APHA008G2BACG-BTM-DK-ND,APHA008G2BACG-BTM-DK,Apacer Memory America,USB FLASH DRIVE 8GB MLC USB 2.0,0,0,"Obsolete","0","1","AH162-A","Obsolete","8GB","FLASH - NAND (MLC)","USB 2.0","26MB/s","10MB/s","0°C ~ 70°C","32.00mm L x 13.50mm W x 4.50mm H"
http://www.amphenol-socapex.com/uploads/Page%20Clef%20USB%203.0.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_USB3FTVKEY6A16GAPA.jpg,USB3FTVKEY6A16GAPA-ND,USB3FTVKEY6A16GAPA,Amphenol PCD,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Active","0","0","USB3F TV","Active","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","200MB/s","47MB/s","-40°C ~ 85°C","-"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA008GAG0CG-2TM-ND,APHA008GAG0CG-2TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","95MB/s","28MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA016GAG0CG-2TM-ND,APHA016GAG0CG-2TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","55MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA032GAG0CG-2TM-ND,APHA032GAG0CG-2TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","32GB","FLASH - NAND (MLC)","USB 2.0, 3.0","190MB/s","49MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA064GAG0CG-2TM-ND,APHA064GAG0CG-2TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","64GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","95MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA008GAK0CG-2TM-ND,APHA008GAK0CG-2TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","95MB/s","28MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA016GAK0CG-2TM-ND,APHA016GAK0CG-2TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","55MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA032GAK0CG-2TM-ND,APHA032GAK0CG-2TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","32GB","FLASH - NAND (MLC)","USB 2.0, 3.0","190MB/s","49MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA064GAK0CG-2TM-ND,APHA064GAK0CG-2TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","64GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","95MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,APHA008GA20CG-2TM-ND,APHA008GA20CG-2TM,Apacer Memory America,USB FLASH DRIVE 8GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","8GB","FLASH - NAND (MLC)","-","-","-","0°C ~ 70°C","-"
-,-,APHA016GA20CG-2TM-ND,APHA016GA20CG-2TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","16GB","FLASH - NAND (MLC)","-","-","-","0°C ~ 70°C","-"
-,-,APHA032GA20CG-2TM-ND,APHA032GA20CG-2TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","32GB","FLASH - NAND (MLC)","-","-","-","0°C ~ 70°C","-"
-,-,APHA064GA20CG-2TM-ND,APHA064GA20CG-2TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","64GB","FLASH - NAND (MLC)","-","-","-","0°C ~ 70°C","-"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA008GAG0EG-2TM-ND,APHA008GAG0EG-2TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","95MB/s","28MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA016GAG0EG-2TM-ND,APHA016GAG0EG-2TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","55MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA032GAG0EG-2TM-ND,APHA032GAG0EG-2TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","32GB","FLASH - NAND (MLC)","USB 2.0, 3.0","190MB/s","49MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA064GAG0EG-2TM-ND,APHA064GAG0EG-2TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","64GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","95MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA008GAK0EG-2TM-ND,APHA008GAK0EG-2TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","95MB/s","28MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA016GAK0EG-2TM-ND,APHA016GAK0EG-2TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","16GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","55MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA032GAK0EG-2TM-ND,APHA032GAK0EG-2TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","32GB","FLASH - NAND (MLC)","USB 2.0, 3.0","190MB/s","49MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzyG0CG-xTx.pdf,-,APHA064GAK0EG-2TM-ND,APHA064GAK0EG-2TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC 2.0/3.0,0,0,"Obsolete","0","0","EH353-M","Obsolete","64GB","FLASH - NAND (MLC)","USB 2.0, 3.0","195MB/s","95MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
