Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Type","Speed - Read","Speed - Write","Operating Temperature","Size / Dimension"
-,//media.digikey.com/Photos/Apacer%20Photos/AP2GAH322B.jpg,1582-1016-ND,AP4GAH322B,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,707,0,"10.63000","0","1","AH322","Active","4GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1018-ND,AP8GAH321R,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,612,0,"14.02000","0","1","AH321","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH162-A/Industrial-USB2.0_AH162-A_20151013.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AH162-A.jpg,APHA008G2BACG-DTM-ND,APHA008G2BACG-DTM,Apacer Memory America,USB FLASH DRIVE 8GB MLC USB 2.0,565,0,"22.51000","0","1","AH162-A","Active","8GB","FLASH - NAND (MLC)","USB 2.0","26MB/s","10MB/s","0°C ~ 70°C","32.00mm L x 13.50mm W x 4.50mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,//media.digikey.com/Photos/ATP%20Electronics/AFxxxUFNDNC(I)-OEM.JPG,AF1GUFNDNC(I)-OEM-ND,AF1GUFNDNC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 1GB SLC USB 2.0,4515,0,"24.02000","0","1","Nanodura™","Active","1GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","34.00mm L x 12.20mm W x 4.50mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,1052-1192-ND,SFU22048E3BP2TO-I-MS-121-STD,Swissbit,USB FLASH DRIVE 2GB SLC USB 2.0,117,0,"60.80000","0","1","unitedCONTRAST II","Active","2GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,//media.digikey.com/Photos/ATP%20Electronics/AFxxxUFNDNC(I)-OEM.JPG,AF8GUFNDNC(I)-OEM-ND,AF8GUFNDNC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 8GB SLC USB 2.0,395,0,"116.56000","0","1","Nanodura™","Active","8GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","34.00mm L x 12.20mm W x 4.50mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1015-ND,AP4GAH321R,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,741,0,"10.88000","0","1","AH321","Active","4GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP2GAH322B.jpg,1582-1002-ND,AP16GAH322B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,115,0,"15.93000","0","1","AH322","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1009-ND,AP32GAH321R,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,197,0,"23.86000","0","1","AH321","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA004GR23CG-CM.jpg,1582-1052-ND,APHA004GR23CG-CM,Apacer Memory America,USB FLASH DRIVE 4GB MLC USB 2.0,453,0,"34.76000","0","1","AH322-M","Active","4GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","0°C ~ 70°C","55.29mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP2GAH322B.jpg,1582-1060-ND,APHA016GR23CG-CM,Apacer Memory America,USB FLASH DRIVE 16GB MLC USB 2.0,144,0,"46.20000","0","1","AH322-M","Active","16GB","FLASH - NAND (MLC)","USB 2.0","33MB/s","14MB/s","0°C ~ 70°C","55.29mm L x 18.00mm W x 8.50mm H"
-,-,VNFUSB3016GCCDWT3-ND,VNFUSB3016GCCDWT3,Viking Technology,16GB USB3.0 USB STICK,449,0,"13.17000","0","1","*","Active","-","-","-","-","-","-","-"
-,-,VNFUSB3032GCC1WT3-ND,VNFUSB3032GCC1WT3,Viking Technology,32GB USB3.0 USB STICK,488,0,"19.80000","0","1","*","Active","-","-","-","-","-","-","-"
-,-,VNFUSB3064GCC5WT3-ND,VNFUSB3064GCC5WT3,Viking Technology,64GB USB3.0 USB STICK,463,0,"29.96000","0","1","*","Active","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Viking%20PDFs/PSFUSB2zzzzAzzzTx.pdf,//media.digikey.com/Photos/Viking%20Technology/VRFUSB2064GACAMTL.JPG,1803-1044-ND,VRFUSB2064GACAMTL,Viking Technology,USB FLASH DRIVE 64GB MLC USB 2.0,29,0,"74.18000","0","1","-","Active","64GB","FLASH - NAND (MLC)","USB 2.0","-","-","-","-"
-,-,SFU28192E1BP2TO-I-QT-111-JGL-ND,SFU28192E1BP2TO-I-QT-111-JGL,Swissbit,USB FLASH DRIVE 8GB SLC USB 2.0,53,0,"131.84000","0","1","unitedCONTRAST II","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,//media.digikey.com/Photos/ATP%20Electronics/AFxxxUFNDNC(I)-OEM.JPG,AF4GUFNDNC(I)-OEM-ND,AF4GUFNDNC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 4GB SLC USB 2.0,56,0,"61.81000","0","1","Nanodura™","Active","4GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","34.00mm L x 12.20mm W x 4.50mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,1052-1180-ND,SFU24096E3BP2TO-I-DT-121-STD,Swissbit,USB FLASH DRIVE 4GB SLC USB 2.0,4,0,"97.58000","0","1","unitedCONTRAST II","Active","4GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1001-ND,AP16GAH321R,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,96,0,"15.93000","0","1","AH321","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP2GAH322B.jpg,1582-1010-ND,AP32GAH322B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,20,0,"23.93000","0","1","AH322","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP2GAH322B.jpg,1582-1064-ND,APHA032GR23CG-CM,Apacer Memory America,USB FLASH DRIVE 32GB MLC USB 2.0,9,0,"81.86000","0","1","AH322-M","Active","32GB","FLASH - NAND (MLC)","USB 2.0","33MB/s","16MB/s","0°C ~ 70°C","55.29mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH321/Industrial-USB_AH321.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1051-ND,APHA004GR13CG-CM,Apacer Memory America,USB FLASH DRIVE 4GB MLC USB 2.0,7,0,"34.76000","0","1","AH321","Active","4GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","0°C ~ 70°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH321/Industrial-USB_AH321.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1063-ND,APHA032GR13CG-CM,Apacer Memory America,USB FLASH DRIVE 32GB MLC USB 2.0,11,0,"81.86000","0","1","AH321","Active","32GB","FLASH - NAND (MLC)","USB 2.0","33MB/s","16MB/s","0°C ~ 70°C","53.30mm L x 18.80mm W x 8.00mm H"
-,//media.digikey.com/Photos/Apacer%20Photos/AP8GAH322B.jpg,1582-1019-ND,AP8GAH322B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.02000","0","1","AH322","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA008GR23CG-CM.jpg,1582-1056-ND,APHA008GR23CG-CM,Apacer Memory America,USB FLASH DRIVE 8GB MLC USB 2.0,1,0,"38.77000","0","1","AH322-M","Active","8GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","0°C ~ 70°C","55.29mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH112.pdf,-,AP8GAH112R-ND,AP8GAH112R,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"9.51000","0","1","AH112","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","24.30mm L x 12.00mm W x 4.50mm H"
-,-,AF8GUFP1SV-OEM-ND,AF8GUFP1SV-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 8GB MLC USB 2.0,0,0,"10.44272","0","1000","-","Active","8GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP8GAH133R-ND,AP8GAH133R,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"10.67000","0","1","AH133","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH139.pdf,-,AP8GAH139U-ND,AP8GAH139U,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"11.05000","0","1","AH139","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","34.10mm L x 17.00mm W x 9.30mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH135.pdf,-,AP8GAH135S-ND,AP8GAH135S,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"11.83000","0","1","AH135","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","40.20mm L x 18.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH112.pdf,-,AP16GAH112R-ND,AP16GAH112R,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"12.42000","0","1","AH112","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","24.30mm L x 12.00mm W x 4.50mm H"
-,-,AF8GUFEDBK-OEM-ND,AF8GUFEDBK-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 8GB MLC USB 2.0,0,0,"12.76320","0","50","Endura™","Active","8GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
-,-,AF4GUFEDBK-OEM-ND,AF4GUFEDBK-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 4GB MLC USB 2.0,0,0,"13.59160","0","50","Endura™","Active","4GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH139.pdf,-,AP16GAH139U-ND,AP16GAH139U,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"13.76000","0","1","AH139","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","34.10mm L x 17.00mm W x 9.30mm H"
-,-,AF512UFEDBK(I)-OEM-ND,AF512UFEDBK(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRV 512MB MLC USB 2.0,0,0,"13.89600","0","50","Endura™","Active","512MB","FLASH - NAND (MLC)","USB 2.0","-","-","-40°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP8GAH325B-ND,AP8GAH325B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.02000","0","1","AH325","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP8GAH326B-ND,AP8GAH326B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.02000","0","1","AH326","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH332.pdf,-,AP8GAH332B-ND,AP8GAH332B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.02000","0","1","AH332","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","55.00mm L x 21.00mm W x 9.80mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH333.pdf,-,AP8GAH333B-ND,AP8GAH333B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.02000","0","1","AH333","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","56.05mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH334.pdf,-,AP8GAH334U-ND,AP8GAH334U,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.02000","0","1","AH334","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","53.90mm L x 20.90mm W x 8.80mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,//media.digikey.com/Photos/ATP%20Electronics/AFxxxUFNDNC(I)-OEM.JPG,AF512UFNDNC(I)-OEM-ND,AF512UFNDNC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRV 512MB SLC USB 2.0,0,0,"14.13260","0","50","Nanodura™","Active","512MB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","34.00mm L x 12.20mm W x 4.50mm H"
-,-,AF4GUFP1SV-OEM-ND,AF4GUFP1SV-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 4GB MLC USB 2.0,0,0,"14.26780","0","50","-","Active","4GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH121.pdf,-,AP8GAH121C-ND,AP8GAH121C,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.34000","0","1","AH121","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","32.85mm L x 17.00mm W x 5.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH135.pdf,-,AP16GAH135S-ND,AP16GAH135S,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"14.53000","0","1","AH135","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","40.20mm L x 18.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH328.pdf,-,AP8GAH328S-ND,AP8GAH328S,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.98000","0","1","AH328","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH330.pdf,-,AP8GAH330T-ND,AP8GAH330T,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"14.98000","0","1","AH330","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,AF16GUFP3NC-OEM-ND,AF16GUFP3NC-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 16GB MLC USB 2.0,0,0,"15.21460","0","50","-","Active","16GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
-,-,1582-1307-ND,AP4GAH322B-1,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,0,0,"15.29000","0","1","AH322","Active","4GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP4GAH325B-1-ND,AP4GAH325B-1,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,0,0,"15.29000","0","1","AH325","Active","4GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP4GAH326B-1-ND,AP4GAH326B-1,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,0,0,"15.29000","0","1","AH326","Active","4GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP4GAH326W-1-ND,AP4GAH326W-1,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,0,0,"15.29000","0","1","AH326","Active","4GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
-,-,1582-1308-ND,AP8GAH322B-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"15.61000","0","1","AH322","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH321.pdf,-,AP8GAH321R-1-ND,AP8GAH321R-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"15.61000","0","1","AH321","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP8GAH325B-1-ND,AP8GAH325B-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"15.61000","0","1","AH325","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP8GAH326B-1-ND,AP8GAH326B-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"15.61000","0","1","AH326","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP8GAH326W-1-ND,AP8GAH326W-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"15.61000","0","1","AH326","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH332.pdf,-,AP8GAH332B-1-ND,AP8GAH332B-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"15.61000","0","1","AH332","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","55.00mm L x 21.00mm W x 9.80mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP16GAH325B-ND,AP16GAH325B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"15.93000","0","1","AH325","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP16GAH326B-ND,AP16GAH326B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"15.93000","0","1","AH326","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH332.pdf,-,AP16GAH332B-ND,AP16GAH332B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"15.93000","0","1","AH332","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","55.00mm L x 21.00mm W x 9.80mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH333.pdf,-,AP16GAH333B-ND,AP16GAH333B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"15.93000","0","1","AH333","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","56.05mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH334.pdf,-,AP16GAH334U-ND,AP16GAH334U,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"15.93000","0","1","AH334","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","53.90mm L x 20.90mm W x 8.80mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,-,AF1GUFP3NC(I)-OEM-ND,AF1GUFP3NC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"16.15780","0","1000","-","Active","1GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","33.70mm L x 17.50mm W x 9.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH350.pdf,-,AP8GAH350B-ND,AP8GAH350B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"16.57000","0","1","AH350","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH352.pdf,-,AP8GAH352B-ND,AP8GAH352B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"16.57000","0","1","AH352","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.80mm L x 18.00mm W x 8.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH354.pdf,-,AP8GAH354B-ND,AP8GAH354B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"16.57000","0","1","AH354","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","65.70mm L x 21.00mm W x 8.70mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH355.pdf,-,AP8GAH355B-ND,AP8GAH355B,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"16.57000","0","1","AH355","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","65.05mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH358.pdf,-,AP8GAH358W-ND,AP8GAH358W,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"16.57000","0","1","AH358","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.00mm L x 18.20mm W x 7.90mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH121.pdf,-,AP8GAH121C-1-ND,AP8GAH121C-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"16.62000","0","1","AH121","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","32.85mm L x 17.00mm W x 5.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH328.pdf,-,AP16GAH328S-ND,AP16GAH328S,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"16.89000","0","1","AH328","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH330.pdf,-,AP16GAH330T-ND,AP16GAH330T,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"16.89000","0","1","AH330","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH121.pdf,-,AP16GAH121C-ND,AP16GAH121C,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.21000","0","1","AH121","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","32.85mm L x 17.00mm W x 5.50mm H"
-,-,1582-1305-ND,AP16GAH322B-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.52000","0","1","AH322","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH321.pdf,-,AP16GAH321R-1-ND,AP16GAH321R-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.52000","0","1","AH321","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP16GAH325B-1-ND,AP16GAH325B-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.52000","0","1","AH325","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
