Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Connector Type","Number of Contacts","Gender","Specifications","Mounting Type","Mounting Feature","Termination","Features","Ingress Protection","Operating Temperature","Number of Ports","Current Rating (Amps)","Voltage - Rated","Mating Cycles","Shielding"
http://productfinder.pulseeng.com/products/datasheets/E9320.pdf,//media.digikey.com/Photos/Pulse%20Photos/E9320-001-01.jpg,553-3756-1-ND,E9320-001-01,Pulse Electronics Network,CONN RCP MINI DISPLAYPORT SMD RA,5340,0,"1.78000","0","1","Cut Tape (CT)","-","Active","DisplayPort, Mini","20","Receptacle","-","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Shielded"
http://productfinder.pulseeng.com/products/datasheets/E9320.pdf,//media.digikey.com/Photos/Pulse%20Photos/E9320-001-01.jpg,553-3756-6-ND,E9320-001-01,Pulse Electronics Network,CONN RCP MINI DISPLAYPORT SMD RA,5340,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","DisplayPort, Mini","20","Receptacle","-","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Shielded"
https://www.jae.com/direct/topics/topics_file_download/?topics_id=66509&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07S024JJ3R1300-TOP.jpg,670-2846-2-ND,DX07S024JJ3R1300,JAE Electronics,CONN RCP USB3.1 TYPEC 24P SMD RA,14300,0,"1.27200","0","1300","Tape & Reel (TR)","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/?topics_id=66509&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07S024JJ3R1300-TOP.jpg,670-2846-1-ND,DX07S024JJ3R1300,JAE Electronics,CONN RCP USB3.1 TYPEC 24P SMD RA,14868,0,"2.52000","0","1","Cut Tape (CT)","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/?topics_id=66509&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07S024JJ3R1300-TOP.jpg,670-2846-6-ND,DX07S024JJ3R1300,JAE Electronics,CONN RCP USB3.1 TYPEC 24P SMD RA,14868,0,"Digi-Reel","0","1","Digi-Reel®","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/topics_id=66496&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07B024JJ1R1500.jpg,670-2795-2-ND,DX07B024JJ1R1500,JAE Electronics,CONN RCPT USB3.1 TYPEC 24POS SMD,7500,0,"1.27600","0","1500","Tape & Reel (TR)","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Board Edge, Cutout; Surface Mount; Through Hole, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/topics_id=66496&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07B024JJ1R1500.jpg,670-2795-1-ND,DX07B024JJ1R1500,JAE Electronics,CONN RCPT USB3.1 TYPEC 24POS SMD,8914,0,"2.61000","0","1","Cut Tape (CT)","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Board Edge, Cutout; Surface Mount; Through Hole, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/topics_id=66496&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07B024JJ1R1500.jpg,670-2795-6-ND,DX07B024JJ1R1500,JAE Electronics,CONN RCPT USB3.1 TYPEC 24POS SMD,8914,0,"Digi-Reel","0","1","Digi-Reel®","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Board Edge, Cutout; Surface Mount; Through Hole, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/gsb311ax1eu.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_GSB311A41EU.jpg,GSB311A41EUTR-ND,GSB311A41EU,Amphenol ICC (Commercial Products),CONN RCPT USB3.0 TYPEA 9POS R/A,3120,0,"1.27892","0","240","Tape & Reel (TR)","GSB3","Active","USB - A","9","Receptacle","USB 3.0 (USB 3.1 Gen 1, Superspeed)","Through Hole, Right Angle","Horizontal, Reverse Mount","Solder","Board Lock","-","-20°C ~ 60°C","1","0.25A, 1.8A","30VAC","-","-"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/gsb311ax1eu.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_GSB311A41EU.jpg,GSB311A41EUCT-ND,GSB311A41EU,Amphenol ICC (Commercial Products),CONN RCPT USB3.0 TYPEA 9POS R/A,3303,0,"1.81000","0","1","Cut Tape (CT)","GSB3","Active","USB - A","9","Receptacle","USB 3.0 (USB 3.1 Gen 1, Superspeed)","Through Hole, Right Angle","Horizontal, Reverse Mount","Solder","Board Lock","-","-20°C ~ 60°C","1","0.25A, 1.8A","30VAC","-","-"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/UE27AEX4X0X.pdf,//media.digikey.com/Photos/Amphenol%20Photos/UE27AE5410H.JPG,UE27AE5410H-ND,UE27AE5410H,Amphenol ICC (Commercial Products),CONN RCPT USB2.0 TYPEA 4POS VERT,6132,0,"1.28000","0","1","Tray","UE27","Active","USB - A","4","Receptacle","USB 2.0","Through Hole","Vertical","Solder","Board Lock","-","-40°C ~ 85°C","1","1.5A","30VAC","1500","Shielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10029449.pdf,//media.digikey.com/photos/FCI%20Photos/10029449-001RLF.jpg,609-1010-2-ND,10029449-001RLF,Amphenol ICC (FCI),CONN RCPT 1.4 HDMI 19POS SMD R/A,13200,0,"1.28915","0","400","Tape & Reel (TR)","-","Active","HDMI","19","Receptacle","HDMI™ 1.4","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-20°C ~ 85°C","1","0.5A","40V","10000","Shielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10029449.pdf,//media.digikey.com/photos/FCI%20Photos/10029449-001RLF.jpg,609-1010-1-ND,10029449-001RLF,Amphenol ICC (FCI),CONN RCPT 1.4 HDMI 19POS SMD R/A,13520,0,"2.02000","0","1","Cut Tape (CT)","-","Active","HDMI","19","Receptacle","HDMI™ 1.4","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-20°C ~ 85°C","1","0.5A","40V","10000","Shielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10029449.pdf,//media.digikey.com/photos/FCI%20Photos/10029449-001RLF.jpg,609-1010-6-ND,10029449-001RLF,Amphenol ICC (FCI),CONN RCPT 1.4 HDMI 19POS SMD R/A,13520,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","HDMI","19","Receptacle","HDMI™ 1.4","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-20°C ~ 85°C","1","0.5A","40V","10000","Shielded"
http://www.on-shore.com/wp-content/uploads/USB-A2VSXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-A2VSW6.JPG,ED2984-ND,USB-A2VSW6,On Shore Technology Inc.,CONN RCPT TYPEA STACK 8POS VERT,51031,0,"1.29000","0","1","Tray","-","Active","USB - A, Stacked","8","Receptacle","-","Through Hole","Vertical","Solder","Board Lock","-","-20°C ~ 60°C","2","1A","30VAC","-","Unshielded"
https://www.molex.com/pdm_docs/sd/1050570001_sd.pdf,//media.digikey.com/Photos/Molex/1050570001.JPG,WM8672-ND,1050570001,Molex,CONN RCPT USB2.0 TYPEA 4POS VERT,42994,0,"1.29000","0","1","Tray","105057","Active","USB - A","4","Receptacle","USB 2.0","Through Hole","Vertical","Solder","Board Lock","-","-40°C ~ 85°C","1","1.5A","30VAC","-","Shielded"
https://www.molex.com/pdm_docs/sd/678038020_sd.pdf,//media.digikey.com/Photos/Molex/0678038020.jpg,WM17148TR-ND,0678038020,Molex,CONN RCPT USB2.0 MINI AB SMD R/A,4000,0,"1.30008","0","500","Tape & Reel (TR)","67803","Active","USB - mini AB","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/678038020_sd.pdf,//media.digikey.com/Photos/Molex/0678038020.jpg,WM17148CT-ND,0678038020,Molex,CONN RCPT USB2.0 MINI AB SMD R/A,4364,0,"2.21000","0","1","Cut Tape (CT)","67803","Active","USB - mini AB","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/678038020_sd.pdf,//media.digikey.com/Photos/Molex/0678038020.jpg,WM17148DKR-ND,0678038020,Molex,CONN RCPT USB2.0 MINI AB SMD R/A,4364,0,"Digi-Reel","0","1","Digi-Reel®","67803","Active","USB - mini AB","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/2012670005_sd.pdf,//media.digikey.com/photos/Molex/2012670005.JPG,WM17992TR-ND,2012670005,Molex,CONN RCP USB3.1 TYPEC 24P SMD RA,3000,0,"1.30230","0","1000","Tape & Reel (TR)","201267","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-40°C ~ 105°C","1","0.25A, 1.25A, 5A","30V","20000","Shielded"
https://www.molex.com/pdm_docs/sd/2012670005_sd.pdf,//media.digikey.com/photos/Molex/2012670005.JPG,WM17992CT-ND,2012670005,Molex,CONN RCP USB3.1 TYPEC 24P SMD RA,3107,0,"2.58000","0","1","Cut Tape (CT)","201267","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-40°C ~ 105°C","1","0.25A, 1.25A, 5A","30V","20000","Shielded"
https://www.molex.com/pdm_docs/sd/2012670005_sd.pdf,//media.digikey.com/photos/Molex/2012670005.JPG,WM17992DKR-ND,2012670005,Molex,CONN RCP USB3.1 TYPEC 24P SMD RA,3107,0,"Digi-Reel","0","1","Digi-Reel®","201267","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-40°C ~ 105°C","1","0.25A, 1.25A, 5A","30V","20000","Shielded"
http://files.edac.net/690-004-260-013.pdf,//media.digikey.com/photos/EDAC%20Photos/690-004-660-013.JPG,151-1082-ND,690-004-660-013,EDAC Inc.,CONN RCPT USB2.0 TYPEA 4POS VERT,12350,0,"1.31000","0","1","Bulk","690","Active","USB - A","4","Receptacle","USB 2.0","Through Hole","Vertical","Solder","Board Lock","-","-55°C ~ 85°C","1","-","-","1500","Unshielded"
https://katalog.we-online.de/em/datasheet/61400413321.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/61400413321.jpg,732-2734-ND,61400413321,Wurth Electronics Inc.,CONN RCPT USB2.0 TYPEB 4POS VERT,16555,0,"1.32000","0","1","Tray","WR-COM","Active","USB - B","4","Receptacle","USB 2.0","Through Hole","Vertical","Solder","Board Lock","-","-40°C ~ 105°C","1","1.5A","30VAC","1500","Shielded"
https://www.jae.com/direct/topics/topics_file_download/?topics_id=66508&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07S024JJ2R1300.jpg,670-2794-2-ND,DX07S024JJ2R1300,JAE Electronics,CONN RCP USB3.1 TYPEC 24P SMD RA,3900,0,"1.32000","0","1300","Tape & Reel (TR)","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/?topics_id=66508&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07S024JJ2R1300.jpg,670-2794-1-ND,DX07S024JJ2R1300,JAE Electronics,CONN RCP USB3.1 TYPEC 24P SMD RA,4696,0,"2.61000","0","1","Cut Tape (CT)","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://www.jae.com/direct/topics/topics_file_download/?topics_id=66508&ext_no=06&index=1&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX07S024JJ2R1300.jpg,670-2794-6-ND,DX07S024JJ2R1300,JAE Electronics,CONN RCP USB3.1 TYPEC 24P SMD RA,4696,0,"Digi-Reel","0","1","Digi-Reel®","DX07","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place","-","-30°C ~ 80°C","1","0.25A, 1.25A","20V","10000","Shielded"
https://katalog.we-online.de/em/datasheet/629105150521.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_629105150521.jpg,732-5960-2-ND,629105150521,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO B SMD R/A,1100,0,"1.33800","0","550","Tape & Reel (TR)","WR-COM","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-40°C ~ 85°C","1","1A, 3A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/629105150521.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_629105150521.jpg,732-5960-1-ND,629105150521,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO B SMD R/A,1111,0,"2.07000","0","1","Cut Tape (CT)","WR-COM","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-40°C ~ 85°C","1","1A, 3A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/629105150521.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_629105150521.jpg,732-5960-6-ND,629105150521,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO B SMD R/A,1661,0,"Digi-Reel","0","1","Digi-Reel®","WR-COM","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-40°C ~ 85°C","1","1A, 3A","30VAC","10000","Shielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/12401610e4x2a.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_12401610E4%232A.jpg,12401610E4#2ATR-ND,12401610E4#2A,Amphenol ICC (Commercial Products),CONN RCP USB3.1 TYPEC 24P SMD RA,30680,0,"1.33875","0","1000","Tape & Reel (TR)","-","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/12401610e4x2a.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_12401610E4%232A.jpg,12401610E4#2ACT-ND,12401610E4#2A,Amphenol ICC (Commercial Products),CONN RCP USB3.1 TYPEC 24P SMD RA,30957,0,"2.65000","0","1","Cut Tape (CT)","-","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/12401610e4x2a.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_12401610E4%232A.jpg,12401610E4#2ADKR-ND,12401610E4#2A,Amphenol ICC (Commercial Products),CONN RCP USB3.1 TYPEC 24P SMD RA,31607,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/12401598xxx2a.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_12401598E4%232A.jpg,12401598E4#2ATR-ND,12401598E4#2A,Amphenol ICC (Commercial Products),CONN RCP USB3.1 TYPEC 24P SMD RA,4000,0,"1.33875","0","1000","Tape & Reel (TR)","-","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/12401598xxx2a.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_12401598E4%232A.jpg,12401598E4#2ACT-ND,12401598E4#2A,Amphenol ICC (Commercial Products),CONN RCP USB3.1 TYPEC 24P SMD RA,4712,0,"2.65000","0","1","Cut Tape (CT)","-","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/12401598xxx2a.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_12401598E4%232A.jpg,12401598E4#2ADKR-ND,12401598E4#2A,Amphenol ICC (Commercial Products),CONN RCP USB3.1 TYPEC 24P SMD RA,4712,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - C","24","Receptacle","USB 3.1 (USB 3.1 Gen 2, Superspeed+)","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","-","1","-","-","-","Unshielded"
https://katalog.we-online.de/em/datasheet/614105150721.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/614105150721.JPG,732-5958-2-ND,614105150721,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO B VERT,9000,0,"1.34400","0","1500","Tape & Reel (TR)","WR-COM","Active","USB - micro B","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/614105150721.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/614105150721.JPG,732-5958-1-ND,614105150721,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO B VERT,9789,0,"1.98000","0","1","Cut Tape (CT)","WR-COM","Active","USB - micro B","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/629105150921.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/629105150921.jpg,732-5961-2-ND,629105150921,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO AB SMD RA,2600,0,"1.34400","0","1300","Tape & Reel (TR)","WR-COM","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/629105150921.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/629105150921.jpg,732-5961-1-ND,629105150921,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO AB SMD RA,4025,0,"1.98000","0","1","Cut Tape (CT)","WR-COM","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/629105150921.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/629105150921.jpg,732-5961-6-ND,629105150921,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO AB SMD RA,4025,0,"Digi-Reel","0","1","Digi-Reel®","WR-COM","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Board Guide","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/614105150621.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/614105150621.JPG,732-5959-2-ND,614105150621,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO AB VERT,1500,0,"1.34400","0","1500","Tape & Reel (TR)","WR-COM","Active","USB - micro AB","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/614105150621.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/614105150621.JPG,732-5959-1-ND,614105150621,Wurth Electronics Inc.,CONN RCPT USB2.0 MICRO AB VERT,1903,0,"1.98000","0","1","Cut Tape (CT)","WR-COM","Active","USB - micro AB","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-40°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://katalog.we-online.de/em/datasheet/614004190021.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_614004190021.jpg,732-10012-ND,614004190021,Wurth Electronics Inc.,CONN RCPT USB2.0 TYPEA 4POS R/A,15354,0,"1.35000","0","1","Tray","WR-COM","Active","USB - A","4","Receptacle","USB 2.0","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","-40°C ~ 85°C","1","0.5A, 3A","30VAC","1500","Unshielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2174507&DocType=Customer+Drawing&DocLang=JP,//media.digikey.com/Photos/TE%20Connectivity/2174507-2.JPG,A118106TR-ND,2174507-2,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,3000,0,"1.35540","0","1000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","10000","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2174507&DocType=Customer+Drawing&DocLang=JP,//media.digikey.com/Photos/TE%20Connectivity/2174507-2.JPG,A118106CT-ND,2174507-2,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,3524,0,"2.68000","0","1","Cut Tape (CT)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","10000","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2174507&DocType=Customer+Drawing&DocLang=JP,//media.digikey.com/Photos/TE%20Connectivity/2174507-2.JPG,A118106DKR-ND,2174507-2,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,3524,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","10000","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX80-B-5SA(30),//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX80-B-5S(xx).jpg,H125243-ND,ZX80-B-5SA(30),Hirose Electric Co Ltd,CONN PLUG USB2.0 MICRO B SMD,20818,0,"1.36000","0","1","Tray","ZX","Active","USB - micro B","5","Plug","USB 2.0","Surface Mount, Through Hole","Flange, Vertical","Solder","-","-","-30°C ~ 85°C","1","1.8A","30VAC","10000","Shielded"
http://cnctech.us/pdfs/1002-014-01000.pdf,//media.digikey.com/Photos/CnC%20Tech/1002-014-01000.JPG,1175-1019-ND,1002-014-01000,CNC Tech,CONN RCPT USB2.0 TYPEA 4POS R/A,7449,0,"1.36000","0","1","Tray","-","Active","USB - A","4","Receptacle","USB 2.0","Through Hole, Right Angle","Vertical","Solder","Board Lock","-","-55°C ~ 85°C","1","1.5A","30V","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1932788&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1932788-1.JPG,A118088TR-ND,1932788-1,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,21000,0,"1.36214","0","1000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal, Reverse Mount","Solder","Pick and Place","-","-30°C ~ 85°C","1","0.5A, 1.5A","30VAC","10000","Unshielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1932788&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1932788-1.JPG,A118088CT-ND,1932788-1,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,21352,0,"2.70000","0","1","Cut Tape (CT)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal, Reverse Mount","Solder","Pick and Place","-","-30°C ~ 85°C","1","0.5A, 1.5A","30VAC","10000","Unshielded"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX80-B-5S(30),//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX80-B-5S(xx).jpg,H125281-ND,ZX80-B-5S(30),Hirose Electric Co Ltd,CONN PLUG USB2.0 MICRO B SMD,1507,0,"1.38000","0","1","Bag","ZX","Active","USB - micro B","5","Plug","USB 2.0","Surface Mount, Through Hole","Flange, Vertical","Solder","-","-","-30°C ~ 85°C","1","1.8A","30VAC","10000","Shielded"
