Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Kit Type","Main Purpose","Interconnect System","Suggested Programming Environment","Utilized IC / Part","Included MCU/MPU Board(s)"
http://shop.emscdn.com/catalog/emskits/741/kitv1/741_datasheet_revA.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_EMS-762_A.jpg,EMS762-ND,EMS 762,Pimoroni Ltd,THE XL741 DISCRETE OP-AMP KIT,0,0,"43.94333","0","3","-","Active","Solder","Through Hole Practice","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/LogicBlocks_Digital_Logic_Intro_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-11006.jpg,KIT-11006-ND,KIT-11006,SparkFun Electronics,LOGICBLOCKS KIT W/GUIDE,0,0,"44.95000","0","1","LogicBlocks","Active","Starter Kit","Logic Function","-","-","-","-"
-,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_ARX-MSP.jpg,ARX-MSP-ND,ARX-MSP,Global Specialties,SEARCH PROBE KIT ARX/AAR BOTS,0,0,"45.00000","0","1","-","Active","Project Kit","Metal Detector","-","-","-","-"
http://www.globalspecialties.com/programmable-robotics/add-on-modules/download/1167_2f42ccaf12f5c7ae53f0bec442a8213f.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_ARX-SNK.jpg,ARX-SNK-ND,ARX-SNK,Global Specialties,IR HEAT SENSOR MOD ARX/AAR BOTS,0,0,"45.00000","0","5","-","Active","Project Kit","Heat Detector","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Micro_bit_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_MBIT0001.jpg,MBIT0001-ND,MBIT0001,Pimoroni Ltd,MICRO:BIT COMPLETE STARTER KIT,0,0,"49.46667","0","3","-","Active","RJ11 ITU","MCU","micro:bit","Microsoft MakeCode, Python","nRF51822, MMA8652, MAG3110, KL26Z","BBC micro:bit"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL-15007_Web.pdf,-,WRL-15007-ND,WRL-15007,SparkFun Electronics,PIXHAWK RADIO TELEMETRY KIT,0,0,"49.94000","0","1","Pixhawk®","Active","RF","Wireless, RF","-","-","FT230X","-"
http://globalspecialties.com/programmable-robotics/arx-stem-video-based-curriculum/download/1489_ae0b89d0d105c54e41b99cfa605bb962.html,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_ARX-BBKT.jpg,ARX-BBKT-ND,ARX-BBKT,Global Specialties,TOOL BOX STARTER KIT 12"",0,0,"50.00000","0","1","-","Active","Starter Kit","Breadboard Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14715_Web.pdf,-,KIT-14715-ND,KIT-14715,SparkFun Electronics,SPARKFUN PAPER CIRCUITS CLASSROO,0,0,"50.00000","0","1","SparkFun Paper Circuits","Active","Project Kit","LED Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/TOY0062_Web.pdf,-,TOY0062-ND,TOY0062,DFRobot,CIRCUIT SCRIBE BASIC KIT,0,0,"50.21000","0","1","Circuit Scribe","Active","Starter Kit","Prototyping","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0086_Web.pdf,-,KIT0086-ND,KIT0086,DFRobot,STARTER KIT INTEL EDISON/GALILEO,0,0,"50.99000","0","1","-","Active","Starter Kit","IoT Kit","Arduino R3 Shield, Gravity","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14556_Web.pdf,-,KIT-14556-ND,KIT-14556,SparkFun Electronics,SPARKFUN TINKER KIT,0,0,"51.88000","0","1","SparkFun Tinker Kit (STK)","Active","Starter Kit","Inventor Kit","Arduino R3 Shield","Arduino IDE","ATmega328","SparkFun Redboard"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14218_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14218_A.jpg,KIT-14218-ND,KIT-14218,SparkFun Electronics,MICRO ARCADE KIT,0,0,"52.95000","0","1","-","Active","Starter Kit","Game Kit","micro:bit","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0100_Web.pdf,-,DFR0100-ND,DFR0100,DFRobot,STARTER KIT ARDUINO UNO R3,0,0,"54.49000","0","1","-","Active","Starter Kit","MCU","Arduino R3 Shield","Arduino IDE","ATmega328P","DFRduino UNO R3"
http://files.tinycircuits.com/Datasheets/TinyCircuits_ASK1002-R-LG-B.pdf,-,ASK1002-R-LG-B-ND,ASK1002-R-LG-B,TinyCircuits,TINYDUINO STARTER KIT COINCELL V,0,0,"54.95000","0","1","TinyDuino","Active","Starter Kit","Inventor Kit","TinyDuino","Arduino IDE","-","TinyDuino Processor Board"
http://www.globalspecialties.com/programmable-robotics/add-on-modules/download/1427_963fdda137ead70082692543e48aa703.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_ARX-BT3.jpg,ARX-BT3-ND,ARX-BT3,Global Specialties,WIRELESS KIT BT FOR ARX/AAR BOTS,0,0,"55.00000","0","5","-","Active","RF","Bluetooth Kit","-","-","-","-"
https://github.com/littleBitsbitLab/HDK-hardware-dev-manual/archive/master.zip,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0140.jpg,PIS-0140-ND,PIS-0140,Pi Supply,LITTLEBITS HARDWARE DEVELOPMENT,0,0,"55.00692","0","13","littleBits","Active","Starter Kit","Inventor Kit","littleBits","-","-","-"
-,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_6002-210-007.jpg",1286-1111-ND,6002-410-007,"Digilent, Inc.",BOARD DEV MYPROTO ED KIT,4,0,"59.00000","0","1","-","Active","Project Kit","-","-","Labview","-","-"
http://files.tinycircuits.com/Datasheets/TinyCircuits_ASK3001.pdf,-,1832-1043-ND,ASK3001-B,TinyCircuits,TINY ARCADE KIT BLACK,3,0,"59.95000","0","1","-","Active","Project Kit","Game Kit","-","Arduino IDE","SAMD21","Tiny Arcade Processor Board"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK1005_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/ASK1005.jpg,1832-1001-ND,ASK1005,TinyCircuits,TINYSCREENBASICKIT,0,0,"59.95000","0","1","TinyScreen","Active","Project Kit","OLED Kit","TinyDuino","Arduino IDE","ATmega328P","TinyDuino Processor Board"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK3001-C_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASK3001-C.jpg,ASK3001-C-ND,ASK3001-C,TinyCircuits,TINYARCADEKIT-CLEAR,0,0,"59.95000","0","1","-","Active","Project Kit","Game Kit","-","Arduino IDE","SAMD21","Tiny Arcade Processor Board"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK1002-R-L_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASK1002-R-L.jpg,ASK1002-R-L-ND,ASK1002-R-L,TinyCircuits,STARTER KIT LITHIUM VERSION,0,0,"59.95000","0","1","TinyDuino","Active","Starter Kit","Inventor Kit","TinyDuino","Arduino IDE","ATmega328P","TinyDuino Processor Board"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK1016_Web.pdf,-,ASK1016-ND,ASK1016,TinyCircuits,TINYZERO IOT KIT,0,0,"59.95000","0","1","TinyZero","Active","Starter Kit","Inventor Kit","TinyZero","Arduino IDE","SAMD21","TinyZero Processor Board"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK1017_Web.pdf,-,ASK1017-ND,ASK1017,TinyCircuits,TINY VIDEO PLAYER KIT,0,0,"59.95000","0","1","-","Active","Project Kit","OLED Kit","TinyZero","Arduino IDE","SAMD21","TinyZero Processor Board"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK3002-C_Web.pdf,-,ASK3002-C-ND,ASK3002-C,TinyCircuits,POCKET ARCADE KIT - CLEAR,0,0,"59.95000","0","1","-","Active","Project Kit","Game Kit","-","Arduino IDE","-","Tiny Arcade Processor Board"
https://cdn.sparkfun.com/assets/parts/1/2/3/4/8/Pi_Desktop_User_Manual_EN_Rev3.4.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-14354.JPG,1568-1701-ND,DEV-14354,SparkFun Electronics,PI DESKTOP,0,0,"62.49000","0","1","-","Active","Starter Kit","Accessories Kit","Raspberry Pi HAT (40 pin)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/TOY0063_Web.pdf,-,TOY0063-ND,TOY0063,DFRobot,CIRCUIT SCRIBE BASIC KIT (WITH B,0,0,"66.95000","0","1","Circuit Scribe","Active","Starter Kit","Prototyping","-","-","-","-"
https://cdn.sparkfun.com/datasheets/Wireless/WiFi/BlynkBoardV1.pdf,-,1568-KIT-14682-ND,KIT-14682,SparkFun Electronics,IOT STARTER KIT WITH BLYNK BOARD,0,0,"69.95000","0","1","SparkFun","Active","Starter Kit","IoT Kit","-","Blynk app","ESP8266, SEN-13637","SparkFun Blynk Board"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4061_Web.pdf,-,1528-2892-ND,4061,Adafruit Industries LLC,ADABOX011 - PYPORTAL,0,0,"69.95000","0","1","-","Active","Starter Kit","IoT Kit","-","Arduino IDE, Circuit Python","ATSAMD51J20, ESP32","Circuit Playground Express"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_90005.jpg,90005-ND,90005,Parallax Inc.,KIT BASIC STAMP ACTIVITY,0,0,"69.99000","0","1","BASIC Stamp®","Active","-","-","-","BASIC Stamp Editor","BASIC Stamp 2","HomeWork Board"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/expEYES_Junior_Science_Learning_Exp_Kit_Web.pdf,-,PIS-0150-ND,PIS-0150,Pi Supply,EXPEYES JUNIOR SCIENCE LEARNING,0,0,"70.00000","0","11","-","Active","Project Kit","Power","Raspberry Pi pHAT","Python","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0119_Web.pdf,-,KIT0119-ND,KIT0119,DFRobot,GRAVITY: SENSOR KIT FOR INTEL JO,0,0,"71.07000","0","1","Gravity","Active","Starter Kit","Sensor Kit","Intel Joule, Gravity","-","-","-"
http://image.dfrobot.com/image/data/KIT0017/ardublock_tutorial.zip,-,KIT0017-ND,KIT0017,DFRobot,STARTER KIT ARDUBLOCK GRAVITY,0,0,"71.59000","0","1","-","Active","Starter Kit","Inventor Kit","Arduino R3 Shield, Gravity","Ardublock","ATmega328P","DFRduino UNO R3"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/6002-240-004_Web.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_6002-240-004.JPG",6002-240-004-ND,6002-240-004,"Digilent, Inc.",LABVIEW INTERACTION PARTS KIT,0,0,"73.75000","0","1","LabView®","Active","Components","Accessories Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0148_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0148.jpg,PIS-0148-ND,PIS-0148,Pi Supply,LITTLEBITS TACKLE BOX,0,0,"74.30500","0","10","littleBits","Active","Starter Kit","Inventor Kit","littleBits","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/InventorsKit_for_MicroView_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-13205.jpg,1568-1071-ND,KIT-13205,SparkFun Electronics,INVENTOR KIT FOR MICROVIEW ARD,1,0,"74.95000","0","1","-","Obsolete","Starter Kit","MicroView Kit","-","Arduino IDE","ATmega328P","SparkFun MicroView"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14102_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14102.jpg,1568-1466-ND,KIT-14102,SparkFun Electronics,KIT INTEL EDISON/ANDROID THINGS,0,0,"74.95000","0","1","-","Active","Starter Kit","Inventor Kit","Intel Edison","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/Smart_Sensors_Applications.pdf,//media.digikey.com/Photos/Parallax%20Photos/29140.JPG,29140PAR-ND,29140,Parallax Inc.,INTRODUCTION TO SENSORS,0,0,"74.99000","0","1","-","Active","Starter Kit","Sensor Kit","-","-","-","-"
-,-,10980000022DE-ND,10980000022DE,HARTING,CABLE SAMPLE BOX DE,0,0,"76.43000","0","1","*","Active","-","-","-","-","-","-"
-,-,10980000022EN-ND,10980000022EN,HARTING,CABLE SAMPLE BOX EN,0,0,"76.43000","0","1","*","Active","-","-","-","-","-","-"
http://www.globalspecialties.com/courseware/electronics-fundamentals/download/1473_b5bf509f084199ae5e1ee2aaccace3f9.html,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_GSC-2311KIT.jpg,GSC-2311KIT-ND,GSC-2311KIT,Global Specialties,LAB KIT ELECTRONIC FUNDAMENTALS,0,0,"77.25000","0","1","-","Active","Project Kit","Lab Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/32023_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_32023.jpg,32023PAR-ND,32023,Parallax Inc.,PROPELLER FLIP TRY-IT KIT,0,0,"79.99000","0","1","Propeller™","Active","Starter Kit","Programming Language","-","Propeller Tool","Propeller","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Raspberry_Pi3B+_Essentials_Kit_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM338.jpg,PIM338-ND,PIM338,Pimoroni Ltd,RASPBERRY PI 3 B+ ESSENTIALS KIT,0,0,"83.41500","0","2","-","Active","Starter Kit","MCU","Raspberry Pi HAT (40 pin)","-","BCM2837","Raspberry Pi 3 Model B+"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL-14211_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_WRL-14211_A.jpg,1568-1596-ND,WRL-14211,SparkFun Electronics,RF WIRELESS KIT 3G 850MHZ/1.9GHZ,0,0,"87.44000","0","1","Particle Electron","Active","RF","Wireless Kit","-","Particle Build, Particle Dev, GNU GCC","STM32F205, SARA","Particle Electron"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL-14212_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_WRL-14212_A.jpg,WRL-14212-ND,WRL-14212,SparkFun Electronics,RF WIRELESS KIT 3G 900MHZ/1.8GHZ,0,0,"87.44000","0","1","Particle Electron","Active","RF","Wireless Kit","-","Particle Build, Particle Dev, GNU GCC","STM32F205, SARA","Particle Electron"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/K010007_Web.pdf,//media.digikey.com/Photos/Arduino/MFG_K010007.jpg,1050-1151-ND,K010007,Arduino,ARDUINO STARTER KIT ITALIAN,0,0,"87.89000","0","12","-","Active","Starter Kit","MCU","Arduino R3 Shield","Arduino IDE","ATmega328P","Arduino Uno R3"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/Starter_Kit_MultiLanguage_Web.pdf,//media.digikey.com/Photos/Arduino/MFG_STARTER_KIT.jpg,1050-1153-ND,K090007,Arduino,STARTER KIT JAPAN,0,0,"87.89000","0","12","-","Active","Starter Kit","MCU","Arduino R3 Shield","Arduino IDE","ATmega328P","Arduino Uno R3"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/Starter_Kit_MultiLanguage_Web.pdf,//media.digikey.com/Photos/Arduino/MFG_STARTER_KIT.jpg,1050-1154-ND,K110007,Arduino,STARTER KIT CHINA,0,0,"87.89000","0","12","-","Active","Starter Kit","MCU","Arduino R3 Shield","Arduino IDE","ATmega328P","Arduino Uno R3"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/Starter_Kit_MultiLanguage_Web.pdf,//media.digikey.com/Photos/Arduino/MFG_STARTER_KIT.jpg,1050-1155-ND,K120007,Arduino,STARTER KIT KOREAN,0,0,"87.89000","0","12","-","Active","Starter Kit","MCU","Arduino R3 Shield","Arduino IDE","ATmega328P","Arduino Uno R3"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/TOY0064_Web.pdf,-,TOY0064-ND,TOY0064,DFRobot,CIRCUIT SCRIBE MAKER KIT,0,0,"88.84000","0","1","Circuit Scribe","Active","Starter Kit","Prototyping","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/LabView_PhysCompKit_chipKit_WF32_Web.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_510-000.JPG",510-000-ND,510-000,"Digilent, Inc.",PHYSICAL COMPUTING KIT,0,0,"89.00000","0","1","LabView®","Active","Starter Kit","MCU","-","Labview","-","chipKIT™"
//media.digikey.com/pdf/Data%20Sheets/Particle%20PDFs/Maker_Kit_Web.pdf,"//media.digikey.com/Photos/Particle%20Industries,%20Inc/MFG_MKITPH.jpg",1878-1004-ND,MKITPH,"Particle Industries, Inc.",MAKER KIT,0,0,"89.31000","0","56","-","Active","Starter Kit","Inventor Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0113_Web.pdf,-,KIT0113-ND,KIT0113,DFRobot,GRAVITY STARTER KIT FOR GENUINO,0,0,"92.60000","0","1","-","Active","Starter Kit","Inventor Kit","Arduino R3 Shield, Gravity","Arduino IDE","Intel® Curie™","Arduino 101"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14590_Web.pdf,-,KIT-14590-ND,KIT-14590,SparkFun Electronics,LOVE TO CODE CREATIVE CODING KIT,0,0,"93.75000","0","1","-","Active","Starter Kit","MCU","-","Chibitronics’ LTC, Microsoft MakeCode","-","Chibi Chip"
https://cdn-learn.adafruit.com/downloads/pdf/cupcade-raspberry-pi-micro-mini-arcade-game-cabinet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1783.JPG,1528-2312-ND,1783,Adafruit Industries LLC,CUPCADE: THE RASPBERRY PI-POWERE,1,0,"94.95000","0","1","-","Active","Project Kit","Game Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM106_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM106.jpg,1778-1098-ND,PIM106,Pimoroni Ltd,PICADE CONSOLE,1,0,"96.82000","0","1","Picade","Obsolete","Starter Kit","Arcade Game Kit","-","-","ATmega32U4","Picade PCB"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0025_Web.pdf,-,KIT0025-ND,KIT0025,DFRobot,DFRDUINO MEGA KIT,0,0,"97.85000","0","1","*","Active","Starter Kit","MCU","Arduino MEGA R3 Shield, Gravity","Arduino IDE","ATmega2560","DFRduino Mega 2560 V3.0"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0136_Web.pdf,-,KIT0136-ND,KIT0136,DFRobot,RASPBERRY PI 3 MODEL B+ STARTER,0,0,"99.78000","0","1","-","Active","Starter Kit","Communication and Networking","Raspberry Pi HAT (40 pin)","Python","BCM2837","Raspberry Pi 3 Model B+"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-13255_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-13255.jpg,COM-13255-ND,COM-13255,SparkFun Electronics,CIRCUIT SCRIBE MAKER KIT,0,0,"99.94000","0","1","Circuit Scribe","Active","Starter Kit","Prototyping","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0103_Web.pdf,-,KIT0103-ND,KIT0103,DFRobot,KIT FOR RASP PI WINDOWS IOT CORE,0,0,"103.00000","0","1","-","Active","Starter Kit","IoT Kit","Raspberry Pi HAT (40 pin), Gravity","Windows 10 IoT","BCM2837","Raspberry Pi 2 Model B"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/471-002_Web.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_471-002.JPG",471-002-ND,471-002,"Digilent, Inc.",LABVIEW KIT BEAGLEBONE BLACK,0,0,"111.25000","0","1","LabView®","Active","Starter Kit","MCU","BeagleBone Cape","Labview","AM3358BZCZ","Beaglebone Black Rev.C"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PinkPi_StakeBox_Web.pdf,-,PIS-0622-ND,PIS-0622,Pi Supply,PINKPI STAKEBOX,0,0,"111.99000","0","6","-","Active","Project Kit","Power Supply","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/QTUM_Stakebox_Web.pdf,-,PIS-0623-ND,PIS-0623,Pi Supply,QTUM STAKEBOX,0,0,"111.99000","0","6","-","Active","Project Kit","Power Supply","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/CloakCoin_StakeBox_6-26-18.pdf,-,PIS-0627-ND,PIS-0627,Pi Supply,CLOAKCOIN STAKEBOX,0,0,"111.99000","0","6","-","Active","Project Kit","Power Supply","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/Whitecoin_StakeBox_Web.pdf,-,PIS-0664-ND,PIS-0664,Pi Supply,WHITECOIN STAKEBOX,0,0,"111.99000","0","6","-","Active","Project Kit","Power Supply","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/Neblio_StakeBox_Web.pdf,-,PIS-0638-ND,PIS-0638,Pi Supply,NEBLIO STAKEBOX,0,0,"111.99000","0","6","-","Active","Project Kit","Power Supply","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/Denarius_StakeBox_Web.pdf,-,PIS-0654-ND,PIS-0654,Pi Supply,DENARIUS STAKEBOX,0,0,"111.99000","0","6","-","Active","Project Kit","Power Supply","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Digilent%20PDFs/240-064-KIT_Webpage.pdf,-,240-064-ND,240-064,"Digilent, Inc.",STARTER KIT CHIPKIT 32BIT,0,0,"115.00000","0","1","-","Active","Components","Discrete Parts Kit 32BIT","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/InventorsKit_for_Photon_ExperimentGuide_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-13320.jpg,1568-1128-ND,KIT-13320,SparkFun Electronics,INVENTOR KIT FOR PHOTON,0,0,"119.95000","0","1","Sparkfun Inventor Kit (SIK)","Active","Starter Kit","Inventor Kit","Arduino R3 Shield","Particle Build, Particle Dev, GNU GCC","STM32F205, BCM43362","SparkFun Photon RedBoard"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14684_Web.pdf,-,1568-KIT-14684-ND,KIT-14684,SparkFun Electronics,SPARKFUN INVENTOR\'S KIT FOR PHO,0,0,"119.95000","0","1","-","Active","Starter Kit","Inventor Kit","Arduino R3 Shield","Particle Build, Particle Dev, GNU GCC","STM32F205, BCM43362","SparkFun Photon RedBoard"
https://www.parallax.com/sites/default/files/downloads/28150-Board-Of-Education-Serial-Manual-v2.0.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27807.jpg,27807-ND,27807,Parallax Inc.,KIT BASIC STAMP DISCOVERY USB,0,0,"119.99000","0","1","-","Active","MCU","BOE Discovery Kit","-","BASIC Stamp Editor","BASIC Stamp 2","Board of Education"
//media.digikey.com/pdf/Data%20Sheets/Makeblock%20PDFs/P1030001_Web.pdf,//media.digikey.com/Photos/Makeblock/MFG_P1030001_View-2.jpg,1890-1000-ND,P1030001,"Makeblock Co., LTD.",NEURON INVENTOR KIT,0,0,"119.99000","0","1","-","Active","Starter Kit","Inventor Kit","Neuron","mBlock, Neuron App","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/Web_of_Things_Kit_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0562.jpg,PIS-0562-ND,PIS-0562,Pi Supply,WEB OF THINGS - FULL KIT WITH BO,0,0,"125.99000","0","10","-","Active","Starter Kit","IoT Kit","Raspberry Pi pHAT","-","BCM2835","Raspberry Pi Zero W"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT%E2%80%9015302_Web.pdf,-,1568-KIT-15302-ND,KIT-15302,SparkFun Electronics,BASIC AUTONOMOUS KIT FOR SPHERO,0,0,"131.25000","0","1","SparkFun","Active","Project Kit","Motion Kit","Raspberry Pi HAT (40 pin), SparkFun’s Qwiic","-","-","Raspberry Pi Zero W"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14604_Web.pdf,-,KIT-14604-ND,KIT-14604,SparkFun Electronics,JOHNNY-FIVE INVENTOR'S KIT,0,0,"134.95000","0","1","Johnny-Five (J5IK)","Active","Starter Kit","Inventor Kit","-","Javascript","MT7620n","Tessel 2"
https://docs.onion.io/omega2-starter-kit/,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14540.jpg,KIT-14540-ND,KIT-14540,SparkFun Electronics,OMEGA2+ STARTER KIT,0,0,"137.50000","0","1","-","Active","Starter Kit","IoT Kit","SparkFun Thing","Python","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/SAM_Labs_Inventor_Kit_Web.pdf,-,PIS-0488-ND,PIS-0488,Pi Supply,SAM LABS INVENTOR KIT,0,0,"138.60000","0","5","-","Active","Project Kit","Inventor Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0122_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_KIT0122.jpg,KIT0122-ND,KIT0122,DFRobot,CURIENEURONS KIT - A NEURAL NETW,0,0,"143.17000","0","1","CurieNeurons™","Active","Starter Kit","Inventor Kit","Arduino R3 Shield, Gravity","Arduino IDE","Intel® Curie™","Arduino 101"
https://cdn.sparkfun.com/datasheets/Dev/RaspberryPi/pi-topCEED_Manual.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14035.jpg,1568-1441-ND,KIT-14035,SparkFun Electronics,COMPUTER KIT GREEN 14"" HD LCD,0,0,"143.69000","0","1","pi-topCEED","Active","Starter Kit","Computer Kit","Raspberry Pi HAT (40 pin)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Particle%20PDFs/SensorKit3G_Americas_Aus_Web.pdf,"//media.digikey.com/Photos/Particle%20Industries,%20Inc/MFG_SNSRKIT3G260.jpg",1878-1018-ND,SNSRKIT3G260,"Particle Industries, Inc.",SENSOR KIT 3G (AMERICAS/AUS),0,0,"149.26161","0","56","-","Active","RF","Sensor Kit","-","-","-","-"
