Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Main Purpose","Type","Specifications"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/LilyPad_MP3_Player_GetStartedGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11013.jpg,DEV-11013-ND,DEV-11013,SparkFun Electronics,LILYPAD MP3,0,0,"49.95000","0","1","LilyPad","Active","Audio","MP3","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/LilyPad_ProtoSnap_Plus_HookupGuide_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-12922.jpg,DEV-12922-ND,DEV-12922,SparkFun Electronics,LILYPAD PROTOSNAP PLUS KIT,0,0,"51.25000","0","1","LilyPad","Active","MCU","ATmega32U4","ProtoSnap"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ProtoSnap_LilyPad_Dev_Simple_HookupGuide_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11201.jpg,DEV-11201-ND,DEV-11201,SparkFun Electronics,STARTER PACK LILYPAD-PROTOSNAP,0,0,"51.95000","0","1","LilyPad","Active","Kit","Starter Pack","Board, Battery, Needles, Thread"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/615_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_615.jpg,1528-1255-ND,615,Adafruit Industries LLC,NEEDLE SET SIZE 3-9 20PC,0,0,"1.95000","0","1","-","Active","Sewing","Needle(s)","20 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1755_Web.pdf,"//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1755,-1756,-1757,-1758,-1792.jpg",1528-1525-ND,1755,Adafruit Industries LLC,ADAFRUIT LED SEQUINS,0,0,"3.95000","0","1","-","Active","Lighting","LED Red","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1756_Web.pdf,"//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1755,-1756,-1757,-1758,-1792.jpg",1528-1526-ND,1756,Adafruit Industries LLC,ADAFRUIT LED SEQUINS,0,0,"3.95000","0","1","-","Active","Lighting","LED Green","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1758_Web.pdf,"//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1755,-1756,-1757,-1758,-1792.jpg",1528-1528-ND,1758,Adafruit Industries LLC,ADAFRUIT LED SEQUINS,0,0,"3.95000","0","1","-","Active","Lighting","LED White","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1792_Web.pdf,"//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1755,-1756,-1757,-1758,-1792.jpg",1528-1529-ND,1792,Adafruit Industries LLC,ADAFRUIT LED SEQUINS,0,0,"3.95000","0","1","-","Active","Lighting","LED Pink","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2273_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_2273.JPG,2273-ND,2273,Adafruit Industries LLC,SOFT POTENTIOMETER KIT FROM PLUG,0,0,"6.95000","0","1","-","Active","Sewing","Conductive Ribbon","0.35"" x 20"" (9mm x 500mm)"
https://cdn-shop.adafruit.com/product-files/3670/NW170-PI-20+TDS.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3670.jpg,1528-2518-ND,3670,Adafruit Industries LLC,EEONTEX HIGH-CONDUCTIVITY HEATER,0,0,"15.63000","0","1","EeonTex","Active","Resistive Heating","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1759_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_1759.JPG,1528-1949-ND,1759,Adafruit Industries LLC,GEMMA TALKING TOY GUTS SOUND PAC,0,0,"19.95000","0","1","Gemma","Active","Audio","Speaker","-"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/Hexiwear_Color_Pack_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-2146.JPG,1471-1557-ND,MIKROE-2146,MikroElektronika,HEXIWEAR COLOR PACK BLUE,0,0,"20.30000","0","1","Hexiwear","Active","Accessories Kit","Cover, Wristband","Blue"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/Hexiwear_Color_Pack_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-2147.JPG,1471-1558-ND,MIKROE-2147,MikroElektronika,HEXIWEAR COLOR PACK YELLOW,0,0,"20.30000","0","1","Hexiwear","Active","Accessories Kit","Cover, Wristband","Yellow"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1244_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1244.jpg,1528-1302-ND,1244,Adafruit Industries LLC,CONDUCTIVE RIBBON SS 5MM W 1M L,0,0,"24.95000","0","1","-","Active","Sewing","Conductive Ribbon","0.2"" x 39.37"" (5mm x 1000mm)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1243_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1243.jpg,1528-1301-ND,1243,Adafruit Industries LLC,CONDUCTIVE RIBBON SS 17MM W 1M L,0,0,"29.95000","0","1","-","Active","Sewing","Conductive Ribbon","0.7"" x 39.37"" (17mm x 1000mm)"
https://learn.adafruit.com/downloads/pdf/getting-started-with-flora.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1405.jpg,1405-ND,1405,Adafruit Industries LLC,FLORA BUDGET PACK WEARABLE,0,0,"34.95000","0","1","Flora","Active","Kit","Starter Pack","MCU, LED, Thread"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1849_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1849.jpg,1849-ND,1849,Adafruit Industries LLC,GEMMA SENSOR STARTER PACK,0,0,"44.95000","0","1","Gemma","Active","Kit","Starter Pack","MCU, Sensors, Alligator Clips, Cable, Thread"
https://learn.adafruit.com/downloads/pdf/getting-started-with-flora.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1090.jpg,1090-ND,1090,Adafruit Industries LLC,GPS STARTER PACK FLORA,0,0,"89.95000","0","1","Flora","Active","Kit","Starter Pack","MCU, GPS, LED"
https://github.com/sparkfun/LilyPad_Light_Sensor/tree/V_1.3,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-08464.jpg,DEV-08464-ND,DEV-08464,SparkFun Electronics,LIGHT SENSOR,0,0,"Obsolete","0","1","-","Obsolete","Sensor","Light","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-09266_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-09266.jpg,DEV-09266-ND,DEV-09266,SparkFun Electronics,ARDUINO 328 MAIN BOARD,0,0,"Obsolete","0","1","LilyPad","Obsolete","MCU","ATmega328","-"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/Q150OVS4.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-1004x.jpg,DEV-10044-ND,DEV-10044,SparkFun Electronics,LED RED (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Red","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/S150ANB4-H.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-1004x.jpg,DEV-10045-ND,DEV-10045,SparkFun Electronics,LED BLUE (5PCS),0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Lighting","LED Blue","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/S150ANG4-H.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-1004x.jpg,DEV-10046-ND,DEV-10046,SparkFun Electronics,LED GREEN (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Green","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/Q150YUS4.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-1004x.jpg,DEV-10047-ND,DEV-10047,SparkFun Electronics,LED YELLOW (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Yellow","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/APT3216QWF-D.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10081.jpg,DEV-10081-ND,DEV-10081,SparkFun Electronics,LED WHITE (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED White","5 Pieces"
https://www.kingbrightusa.com/images/catalog/spec/APT3216QWF-D.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10753.jpg,DEV-10753-ND,DEV-10753,SparkFun Electronics,LED MICRO - WHITE (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED White","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/Q150OVS4.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10753.jpg,DEV-10754-ND,DEV-10754,SparkFun Electronics,LED MICRO - RED (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Red","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/S150ANB4-H.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10753.jpg,DEV-10755-ND,DEV-10755,SparkFun Electronics,LED MICRO - BLUE (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Blue","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/S150ANG4-H.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10753.jpg,DEV-10756-ND,DEV-10756,SparkFun Electronics,LED MICRO - GREEN (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Green","5 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/Q150YUS4.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10753.jpg,DEV-10757-ND,DEV-10757,SparkFun Electronics,LED MICRO - YELLOW (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Yellow","5 Pieces"
http://cdn.sparkfun.com/datasheets/Components/General/S1206PKSBJC.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10962.jpg,DEV-10962-ND,DEV-10962,SparkFun Electronics,LED PINK (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Pink","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-11259_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11259.jpg,DEV-11259-ND,DEV-11259,SparkFun Electronics,POWER SUPPLY,0,0,"Obsolete","0","1","-","Obsolete","Power","Battery Holder with Switch","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-11260_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11260.jpg,DEV-11260-ND,DEV-11260,SparkFun Electronics,LIPOWER,0,0,"Obsolete","0","1","-","Obsolete","Power","Lipo Battery Management with Switch","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-11285_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11285.jpg,DEV-11285-ND,DEV-11285,SparkFun Electronics,COIN CELL BATTERY HOLDER - SWITC,0,0,"Obsolete","0","1","-","Obsolete","Power","Battery Holder with Switch","-"
http://cdn.sparkfun.com/datasheets/E-Textiles/Lilypad/Purple%20LEDs%20HT15-2102UPC.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11325.jpg,DEV-11325-ND,DEV-11325,SparkFun Electronics,LED PURPLE (5PCS),0,0,"Obsolete","0","1","-","Obsolete","Lighting","LED Purple","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/Photon_Wearable_Shield_HookupGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13328.jpg,DEV-13328-ND,DEV-13328,SparkFun Electronics,PHOTON WEARABLE SHIELD 13328,0,0,"Obsolete","0","1","Photon","Obsolete","Breakout Board","Header","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-09101_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-09101.jpg,DEV-09101-ND,DEV-09101,SparkFun Electronics,LILYPAD PROTOBOARD LARGE,0,0,"Obsolete","0","1","LilyPad","Obsolete","Prototyping Board","Plated Through Hole","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-10730_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10730.jpg,DEV-10730-ND,DEV-10730,SparkFun Electronics,LILYPAD COIN CELL BATTERY HOLDER,0,0,"Obsolete","0","1","LilyPad","Obsolete","Power","Battery Holder","Coin, 20.0mm"
https://github.com/sparkfun/LilyPad_LED_Rainbow,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11842.jpg,DEV-11842-ND,DEV-11842,SparkFun Electronics,LED STRIP RAINBOW 7 COLORS,0,0,"Obsolete","0","1","LilyPad","Obsolete","Lighting","LED Strip","7 Colors"
https://github.com/sparkfun/LilyPad_LED_Rainbow,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11843.jpg,DEV-11843-ND,DEV-11843,SparkFun Electronics,LILYPAD RAINBOW LED PANEL (5 STR,0,0,"Obsolete","0","1","LilyPad","Obsolete","Lighting","LED Matrix","(5 x 7)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-12073_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-12073.jpg,KIT-12073-ND,KIT-12073,SparkFun Electronics,LILYPAD DESIGN KIT,0,0,"Obsolete","0","1","LilyPad","Obsolete","Kit","Starter Pack","MCU, LED, Battery Holder"
https://cdn.sparkfun.com/datasheets/IoT/Simblee%20User%20Guide%20v2.05.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13633.jpg,DEV-13633-ND,DEV-13633,SparkFun Electronics,LILYPAD SIMBLEE BLE BOARD - RFD7,0,0,"Obsolete","0","1","LilyPad","Obsolete","RF","BLE","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/Photon_Wearable_Shield_HookupGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13842.jpg,DEV-13842-ND,DEV-13842,SparkFun Electronics,PHOTON WEARABLE SHIELD,0,0,"Obsolete","0","1","Photon","Obsolete","Breakout Board","Header","-"
//media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/WDK_Man.pdf,//media.digikey.com/Photos/On%20Semi%20Photos/MFG_WDK1.0GEVK.jpg,WDK1.0GEVKOS-ND,WDK1.0GEVK,ON Semiconductor,WEARABLE REF DESIGN & DEV KIT,0,0,"Obsolete","0","1","-","Obsolete","Interface","Watch","Watch, Docking Station, Wristband, Cable"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/medtex180.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10055.jpg,DEV-10055-ND,DEV-10055,SparkFun Electronics,COND FABRIC KNIT SLVR-PLTD NYLON,0,0,"Obsolete","0","1","-","Obsolete","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/ripstopzell.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10056.jpg,DEV-10056-ND,DEV-10056,SparkFun Electronics,COND FABRIC KNIT NYLON RIPSTOP,0,0,"Obsolete","0","1","-","Obsolete","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/medtex130.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10070.jpg,DEV-10070-ND,DEV-10070,SparkFun Electronics,COND FABRIC KNIT SLVR-PLTD NYLON,0,0,"Obsolete","0","1","-","Obsolete","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/ProtoSnap_LilyPadDevBrd_QSG_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11262.jpg,DEV-11262-ND,DEV-11262,SparkFun Electronics,STARTER PACK LILYPAD-PROTOSNAP,0,0,"Obsolete","0","1","LilyPad","Obsolete","Kit","Starter Pack","Board, Battery, Needles, Thread"
https://cdn.sparkfun.com/datasheets/E-Textiles/Materials/LTT-SLPA%20TDS.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14112.jpg,COM-14112-ND,COM-14112,SparkFun Electronics,COND FABRIC BLCK NYLON/SPANDEX,0,0,"Obsolete","0","1","EeonTex","Obsolete","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
https://cdn.sparkfun.com/datasheets/E-Textiles/Materials/NW170-SLPA-2k%20TDS.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14111.jpg,COM-14111-ND,COM-14111,SparkFun Electronics,PRESSURE SENSING FABRIC 5G-100KG,0,0,"Obsolete","0","1","EeonTex","Obsolete","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-11032_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11032.jpg,DEV-11032-ND,DEV-11032,SparkFun Electronics,PROTOSNAP LILYPAD E-SEWING KIT,0,0,"Obsolete","0","1","LilyPad","Obsolete","Kit","Starter Pack","Board, Battery, Needles, Thread"
https://cdn.sparkfun.com/assets/4/8/8/1/2/Lilypad-Guide-Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14628.jpg,14628-ND,KIT-14628,SparkFun Electronics,LILYPAD SEWABLE ELECTRONICS KIT,0,0,"Obsolete","0","1","LilyPad","Obsolete","Kit","Starter Pack","ProtoSnap"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Electro_Fashion.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_2720.jpg,1927-1033-ND,2720,Kitronik Ltd.,"ELECTRO-FASHION, MAGNETIC SWITCH",0,0,"Obsolete","0","50","-","Obsolete","Human Interface","Magnetic Switch","-"
https://learn.adafruit.com/downloads/pdf/flora-lux-sensor.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1246.jpg,1528-1303-ND,1246,Adafruit Industries LLC,FLORA LUX LIGHT SENSOR TSL2561,0,0,"Obsolete","0","1","Flora","Obsolete","Sensor","Light","TSL2561"
https://cdn-learn.adafruit.com/downloads/pdf/flora-sensors.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2020.jpg,1528-1335-ND,2020,Adafruit Industries LLC,FLORA ACCEL/GYRO/MAGN 9-DOF,0,0,"Obsolete","0","1","Flora","Obsolete","Sensor","Accelerometer, Gyroscope, Magnetometer","-"
http://www.seeedstudio.com/wiki/Xadow_M0,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_102040001_A.jpg,102040001-ND,102040001,"Seeed Technology Co., Ltd",XADOW M0 MBED ENABLED ARM CORTEX,0,0,"Obsolete","0","2","Xadow","Obsolete","MCU","mbed, ARM","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_102990088.jpg,102990088-ND,102990088,"Seeed Technology Co., Ltd",SQUAREWEAR V2.0 (WEARABLE ARDUIN,0,0,"Obsolete","0","2","SquareWear","Obsolete","MCU","ATmega328","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/107040000_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_107040000_A.jpg,107040000-ND,107040000,"Seeed Technology Co., Ltd",XADOW BUZZER,0,0,"Obsolete","0","7","Xadow","Obsolete","Audio","Buzzer","-"
http://www.seeedstudio.com/wiki/Xadow_Main_Board,-,102040000-ND,102040000,"Seeed Technology Co., Ltd",XADOW MAIN BOARD,0,0,"Obsolete","0","3","Xadow","Obsolete","MCU","ATmega32U4","-"
http://www.seeedstudio.com/wiki/Xadow_Breakout,-,103040007-ND,103040007,"Seeed Technology Co., Ltd",XADOW BREAKOUT,0,0,"Obsolete","0","9","Xadow","Obsolete","Breakout Board","Plated Through Hole","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/105040000_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_105040000_A.jpg,105040000-ND,105040000,"Seeed Technology Co., Ltd",XADOW VIBRATION MOTOR,0,0,"Obsolete","0","7","Xadow","Obsolete","Haptic","Vibration Motor","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/112040000_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_112040000.jpg,112040000-ND,112040000,"Seeed Technology Co., Ltd",XADOW STORAGE,0,0,"Obsolete","0","7","Xadow","Obsolete","Memory","EEPROM","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/107040001_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_107040001.jpg,107040001-ND,107040001,"Seeed Technology Co., Ltd",XADOW AUDIO,0,0,"Obsolete","0","7","Xadow","Obsolete","Audio","Speaker, Microphone","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/Xadow_GSM_Breakout_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_104040003.jpg,104040003-ND,104040003,"Seeed Technology Co., Ltd",XADOW GSM BREAKOUT,0,0,"Obsolete","0","100","Xadow","Obsolete","Breakout Board","Plated Through Hole","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/Xadow_LED_5x7_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_104040004.jpg,104040004-ND,104040004,"Seeed Technology Co., Ltd",XADOW LED MATRIX,0,0,"Obsolete","0","4","Xadow","Obsolete","Lighting","LED Matrix","(5 x 7)"
https://cdn-learn.adafruit.com/downloads/pdf/introducing-gemma.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2470.jpg,1528-2031-ND,2470,Adafruit Industries LLC,GEMMA MINI ARDUINO ATTYINY85 MCU,0,0,"Obsolete","0","1","Gemma","Obsolete","MCU","Attiny85","-"
https://cdn-shop.adafruit.com/product-files/3669/LTT-SLPA+TDS.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3669.jpg,1528-2517-ND,3669,Adafruit Industries LLC,EEONTEX STRETCHY VARIABLE RESIST,0,0,"Obsolete","0","1","EeonTex","Obsolete","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
