Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Title","Author(s)","Publisher","ISBN"
//media.digikey.com/pdf/Data%20Sheets/McGraw%20Hill%20Ed%20PDFs/1259860388_Web.pdf,//media.digikey.com/Photos/McGraw-Hill%20Education/MFG_1259860388.jpg,1751-1004-ND,1259860388,McGraw-Hill Education,BOOK: 3D PRINTER PROJECTS,3,0,"23.94000","0","1","-","Active","Book","3D Printer Projects for Makerspaces","Lydia Cline","McGraw-Hill Education","9781259860386"
//media.digikey.com/pdf/Data%20Sheets/McGraw%20Hill%20Ed%20PDFs/0071844635_Web.pdf,//media.digikey.com/Photos/McGraw-Hill%20Education/MFG_0071844635.jpg,1751-1010-ND,0071844635,McGraw-Hill Education,BOOK: FRITZING FOR INVENTORS,1,0,"23.94000","0","1","-","Active","Book","Fritzing for Inventors","Simon Monk","McGraw-Hill Education","9780071844635"
//media.digikey.com/pdf/Data%20Sheets/McGraw%20Hill%20Ed%20PDFs/1260012204_Web.pdf,-,1260012204-ND,1260012204,McGraw-Hill Education,BOOK: HACKING ELECTRONICS 2/E,0,0,"23.94000","0","1","-","Active","Book","Hacking Electronics (2nd Edition)","Simon Monk","McGraw-Hill Education","9781260012200"
-,-,1528-2720-ND,3944,Adafruit Industries LLC,GETTING STARTED WITH ADAFRUIT CI,0,0,"24.31000","0","1","-","Active","Book","MAKE: Getting Started with Adafruit Circuit Playground Express","Mike Barela","Maker Media, Inc.","978-1-68045-488-8"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781457186707.pdf,//media.digikey.com/Photos/O'Reilly-Media/MFG_9781457186707.jpg,1653-1029-ND,9781457186707,O'Reilly Media,GETTING STARTED WITH LITTLEBITS,3,0,"24.99000","0","1","-","Active","Book","MAKE: Getting Started with littleBits","Ayah Bdeir, Matt Richardson","Maker Media, Inc.","978-1-4571-8670-7"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781457187599.pdf,//media.digikey.com/Photos/O'Reilly-Media/MFG_9781457187599.jpg,1653-1030-ND,9781457187599,O'Reilly Media,GETTING STARTED WITH INTEL EDISO,2,0,"24.99000","0","1","-","Active","Book","MAKE: Getting Started with Intel Edison","Stephanie Moyerman","Maker Media, Inc.","978-1-4571-8759-9"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/Soft%20Robotics.pdf,-,9781680450934-ND,9781680450934,O'Reilly Media,SOFT ROBOTICS,0,0,"24.99000","0","1","-","Active","Book","Soft Robotics","Matthew Borgatti","Maker Media, Inc.","9781680450934"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/Tips%20and%20Tales%20from%20the%20Workshop.pdf,-,9781680450798-ND,9781680450798,O'Reilly Media,MAKE TIPS & TALES WORKSHOP,0,0,"24.99000","0","1","-","Active","Book","Make: Tips and Tales from the Workshop","Gareth Branwyn","Maker Media, Inc.","9781680450798"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781593277444.pdf,//media.digikey.com/Photos/O'Reilly-Media/MFG_9781593277444.jpg,1653-1036-ND,9781593277444,O'Reilly Media,ARDUINO PLAYGROUND,2,0,"29.95000","0","1","-","Discontinued at Digi-Key","Book","Arduino Playground","Warren Andrews","No Starch Press","978-1-59327-744-4"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1942_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1942.jpg,1528-2054-ND,1942,Adafruit Industries LLC,BOOK LEARNING PYTHON RASPB PI,0,0,"29.95000","0","1","-","Active","Book","Learning Python® with Raspberry Pi®","Alex Bradbury, Ben Everard","John Wiley & Sons Inc","978-1-118-71705-9"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781457187797.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781457187797.JPG,1653-1002-ND,9781457187797,O'Reilly Media,MAKE: ACTION,5,0,"34.99000","0","1","-","Active","Book","MAKE: Action","Simon Monk","Maker Media, Inc.","978-1-4571-8779-7"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781680451894.pdf,//media.digikey.com/Photos/O'Reilly-Media/MFG_9781680451894.jpg,1653-1031-ND,9781680451894,O'Reilly Media,MAKING THINGS SMART,3,0,"34.99000","0","1","-","Active","Book","Making Things Smart","Gordon H. Williams","Maker Media, Inc.","978-1-68045-189-4"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781449392437.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781449392437.JPG,1653-1024-ND,9781449392437,O'Reilly Media,MAKING THINGS TALK (2ND EDITION),1,0,"34.99000","0","1","-","Active","Book","Making Things Talk (2nd Edition)","Tom Igoe","Maker Media, Inc.","-"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781449307073.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781449307073.JPG,1653-1023-ND,9781449307073,O'Reilly Media,MAKING THINGS SEE,2,0,"39.99000","0","1","-","Active","Book","Making Things See","Greg Borenstein","Maker Media, Inc.","978-1-4493-0707-3"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3754_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3754.jpg,1528-2570-ND,3754,Adafruit Industries LLC,THE 3D PRINTING HANDBOOK - BY 3D,0,0,"61.25000","0","1","-","Active","Book","The 3D Printing Handbook","Ben Redwood, Filemon Schöffer, Brian Garret","3D Hubs","978-9082748505"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/30337A.JPG,9239B-ND,30337A,Microchip Technology,IC PRODUCT SPEC DATA SHEET 16C74,0,0,"Obsolete","0","1","-","Obsolete","Book","PIC16C74 Data Sheet","-","-","-"
-,-,LI-501-ND,SBAT001,Texas Instruments,DATA BOOK LINEAR & MIXED SIGNAL,0,0,"Obsolete","0","1","-","Obsolete","Book","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/StampWorks_Man.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27220.jpg,27220-ND,27220,Parallax Inc.,BOOK STAMPWORKS,0,0,"Obsolete","0","1","-","Obsolete","Book","Stampworks","Jon Williams","Parallax Inc.","-"
https://www.parallax.com/sites/default/files/downloads/28128-Web-Basic-Analog-Digital-v1.4.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_28129.jpg,28129-ND,28129,Parallax Inc.,TEXT BASIC ANALOG & DIGITAL,0,0,"Obsolete","0","1","-","Obsolete","Book","Basic Analog and Digital","Andy Lindsay","Parallax Inc.","1-928982-04-2"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_28127.jpg,28127-ND,28127,Parallax Inc.,APPLIED SENSORS TEXT,0,0,"Obsolete","0","1","-","Obsolete","Book","Applied Sensors","Tracy Allen Ph.D.","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/Smart_Sensors_Applications.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_122-28029.jpg,122-28029-ND,122-28029,Parallax Inc.,GUIDE STUDENT SMART SENSORS,0,0,"Obsolete","0","1","-","Obsolete","Book","Smart Sensors and Applications","-","Parallax Inc.","1-928982-39-5"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/Process_Control_Student_Gde.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_122-28176.jpg,122-28176-ND,122-28176,Parallax Inc.,GUIDE STUDENT PROCESS CONTROL,0,0,"Obsolete","0","1","-","Obsolete","Book","Process Control","Martin Hebel, Will Devenport","Parallax Inc.","1-928982-36-0"
-,-,27957-ND,27957,Parallax Inc.,MANUAL USER FOR JAVELIN STAMP,0,0,"Obsolete","0","1","-","Obsolete","Book","Manual for Javelin Stamp","-","-","-"
-,-,28113-ND,28113,Parallax Inc.,COOKBOOK MCU APPLICATION 1&2,0,0,"Obsolete","0","1","-","Obsolete","Book","Cookbook MCU Applications 1 & 2","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/sxkeyman2_0.pdf,-,45111-ND,45111,Parallax Inc.,MANUAL FOR SX-KEY/BLITZ VER. 2.0,0,0,"Obsolete","0","1","-","Obsolete","Book","Manual SX-KEY/Blitz Version 2.0","-","Parallax Inc.","-"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_70002.jpg,70002PAR-ND,70002,Parallax Inc.,GUIDE PROG THE SX MICRO -DAUBACH,0,0,"Obsolete","0","1","-","Obsolete","Book","Programming the SX Microcontroller","-","-","-"
-,-,70013PAR-ND,70013,Parallax Inc.,BOOK STAMP PROJECTS OF THE MONTH,0,0,"Obsolete","0","1","-","Obsolete","Book","Stamp Projects of the Month","-","-","-"
https://www.parallax.com/sites/default/files/downloads/70016-Web-IR-Remote-for-the-Boe-Bot-v1.1.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_70016.jpg,70016-ND,70016,Parallax Inc.,TEXT INFRARED REMOTE FOR BOE-BOT,0,0,"Obsolete","0","1","-","Obsolete","Book","IR Remote for the BoeBot®","Andy Lindsay","Parallax Inc.","-"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_70019.jpg,70019-ND,70019,Parallax Inc.,BOOK NUTS&VOLTS BASIC STAMPS #6,0,0,"Obsolete","0","5","-","Obsolete","Book","The Nuts and Volts of Basic Stamp® Vol 6","Jon Williams","-","-"
https://www.parallax.com/sites/default/files/downloads/122-32000-Propeller-Manual-v1.1-Supp-Errata.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_122-32000.jpg,122-32000-ND,122-32000,Parallax Inc.,MANUAL PROPELLER,0,0,"Obsolete","0","1","-","Obsolete","Book","Propeller Manual","-","Parallax Inc.","-"
https://www.parallax.com/sites/default/files/downloads/32360-Elektor-Nov07-Hydra.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_70360.jpg,70360-ND,70360,Parallax Inc.,MANUAL W/CD-ROM HYDRA GAME PROG,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Book","Game Programming for the Hydra","André LaMothe","-","-"
-,-,27255-ND,27255,Parallax Inc.,BOOK ROBOT PROGRAMMERS BONANZA,0,0,"Obsolete","0","1","-","Obsolete","Book","Robot Programmer's Bonanza","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/Understanding%20Signals%20SG.pdf,-,70009PAR-ND,70009,Parallax Inc.,BOOK UNDERSTANDING SIGNALS,0,0,"Obsolete","0","1","-","Obsolete","Book","Understanding Signals","-","Parallax Inc.","-"
-,-,MCU-EMBPROGBOOK2-ND,MCU-EMBPROGBOOK2,Silicon Labs,TEXT BOOK MIXED-SIGNAL MCU,0,0,"Obsolete","0","1","-","Obsolete","Book","Embedded Programming with Field-Programmable Mixed Signal Microcontrollers","Moi Tin Chew, Sen Gupta Gourab","Silicon Laboratories","9780980054118"
-,//media.digikey.com/Photos/Arduino/A000035.jpg,1050-1013-ND,A000035,Arduino,BOOK GETTING STARTED W/ARDUINO,0,0,"Obsolete","0","1","-","Obsolete","Book","Getting Started with Arduino","Massimo Banzi","-","-"
-,//media.digikey.com/Photos/Arduino/A000036.jpg,1050-1014-ND,A000036,Arduino,BOOK MAKING THINGS TALK ARDUINO,0,0,"Obsolete","0","1","-","Obsolete","Book","Making Things Talk","Tom Igoe","-","-"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/B000001_Web.pdf,//media.digikey.com/Photos/Arduino/B000001.JPG,1050-1028-ND,B000001,Arduino,BOOK GETTING STARTED W/ARDUINO,0,0,"Obsolete","0","19","-","Obsolete","Book","Getting Started with Arduino (2nd Edition)","Massimo Banzi","-","-"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/B000002_Web.pdf,//media.digikey.com/Photos/Arduino/B000002.JPG,1050-1037-ND,B000002,Arduino,"BOOK MAKING THINGS TALK, 2ND ED",0,0,"Obsolete","0","1","-","Obsolete","Book","Making Things Talk (2nd Edition)","Tom Igoe","Maker Media, Inc.","-"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/B000003_Web.pdf,//media.digikey.com/Photos/Arduino/B000003.JPG,1050-1036-ND,B000003,Arduino,BOOK OPEN SOFTWEAR 2ND EDITION,0,0,"Obsolete","0","1","-","Obsolete","Book","Open Softwear (2nd Edition)","Tony Olsson, David Gaetano, Jonas Odhner, Samson Wiklund","-","-"
-,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/90001265-88.JPG,602-1833-ND,90001265-88,Digi International,BOOK BUILDING WIRELESS SENS NTWK,0,0,"Obsolete","0","1","-","Obsolete","Book","Building Wireless Sensor Networks","Robert Faludi","O'Reilly Media","-"
-,//media.digikey.com/Photos/Arduino/B000004.JPG,1050-1068-ND,B000004,Arduino,ANDROID OPEN ACCY PRO W/ARDUINO,0,0,"Obsolete","0","1","-","Obsolete","Book","Android™ Open Accessory","Andreas Göransson, David Cuartielles Ruiz","-","-"
-,-,ANALOGPRGBOOK-ND,ANALOGPRGBOOK,Texas Instruments,ANALOG POCKET REFERENCE GUIDE,0,0,"Active","0","58","-","Active","Book","Analog Engineer's Pocket Reference","-","-","-"
-,//media.digikey.com/Photos/Parallax%20Photos/MFG_122-32305.jpg,122-32305-ND,122-32305,Parallax Inc.,"MANUAL, PROPELLER EDU KIT LABS",0,0,"Active","0","0","-","Active","Book","Propeller Education Kit Labs: Fundamentals","Andy Lindsay","Parallax Inc.","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-13997_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-13997.jpg,BOK-13997-ND,BOK-13997,SparkFun Electronics,MAKE YOUR OWN PCBS WITH EAGLE,0,0,"Obsolete","0","1","-","Obsolete","Book","Make Your Own PCBs with Eagle","Simon Monk","McGraw-Hill/TAB Electronics","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/BOK0026_Web.pdf,-,BOK0026-ND,BOK0026,DFRobot,CIRCUIT SCRIBE EDUCATIONAL WORKB,0,0,"Obsolete","0","1","-","Obsolete","Book","-","Analisa Russo, Michael Bell, Mack Fixler","Electroninks Writeables","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-10576_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-10576.jpg,BOK-10576-ND,BOK-10576,SparkFun Electronics,OPEN SOFTWEAR - 2ND EDITION,0,0,"Obsolete","0","1","-","Obsolete","Book","Open Softwear (2nd Edition)","Tony Olsson, David Gaetano, Jonas Odhner, Samson Wiklund","Blushing Boy Publishing","978-91-97-95540-9"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-11123_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-11123.jpg,BOK-11123-ND,BOK-11123,SparkFun Electronics,PROGRAMMING INTERACTIVITY - 2ND,0,0,"Obsolete","0","1","-","Obsolete","Book","Programming Interactivity (2nd Edition)","Joshua Noble","O'Reilly Media","978-1-4493-1144-5"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-11135_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-11135.jpg,BOK-11135-ND,BOK-11135,SparkFun Electronics,MAKING ANDROID ACCESSORIES WITH,0,0,"Obsolete","0","1","-","Obsolete","Book","Making Android Accessories with IOIO","Simon Monk","O'Reilly Media","978-1449323288"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-11499_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-11499.jpg,BOK-11499-ND,BOK-11499,SparkFun Electronics,ROBOTICS: DISCOVER THE SCIENCE A,0,0,"Obsolete","0","1","-","Obsolete","Book","Robotics: Discover the Science and Technology of the Future","Kathy Ceceri","Nomad Press","978-1-9367-4975-1"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-11729_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-11729.jpg,BOK-11729-ND,BOK-11729,SparkFun Electronics,PYTHON FOR KIDS: A PLAYFUL INTRO,0,0,"Obsolete","0","1","-","Obsolete","Book","Python for Kids: A Playful Introduction to Programming","Jason R. Briggs","No Starch Press","978-1-5932-7407-8"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-12940_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-12940.jpg,BOK-12940-ND,BOK-12940,SparkFun Electronics,GETTING STARTED WITH INTEL GALIL,0,0,"Obsolete","0","1","-","Obsolete","Book","Getting Started with Intel Galileo","Matt Richardson","Maker Media, Inc.","978-1-457-18308-9"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-13220_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-13220.jpg,BOK-13220-ND,BOK-13220,SparkFun Electronics,BUILDING OPEN SOURCE HARDWARE,0,0,"Obsolete","0","1","-","Obsolete","Book","Building Open Source Hardware","Alica Gibb","Addison-Wesley Professional","978-0321906045"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/BOK-13232_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_BOK-13232.jpg,BOK-13232-ND,BOK-13232,SparkFun Electronics,SUPER-AWESOME SYLVIAAE S SUPER-A,0,0,"Obsolete","0","1","-","Obsolete","Book","Super-Awesome Sylvia’s Super-Awesome Project Book","Sylvia Todd","Constructing Modern Knowledge Press","978-0989151160"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SWG-11063_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SWG-11063.jpg,SWG-11063-ND,SWG-11063,SparkFun Electronics,SFE PROJECT NOTEBOOK - 10\"" X 7.,0,0,"Obsolete","0","1","-","Obsolete","Book","SFE Project Notebook","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SWG-11064_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SWG-11064.jpg,SWG-11064-ND,SWG-11064,SparkFun Electronics,SFE PROJECT NOTEBOOK - 10\"" X 7.,0,0,"Obsolete","0","1","-","Obsolete","Book","SFE Project Notebook","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/BK0601_Web.pdf,-,BK0601-ND,BK0601,Pimoroni Ltd,MAKE: MAKING SIMPLE ROBOTS,0,0,"Obsolete","0","6","-","Obsolete","Book","MAKE: Making Simple Robots","Kathy Ceceri","Maker Media, Inc.","-"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781593274481.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781593274481.JPG,1653-1000-ND,9781593274481,O'Reilly Media,ARDUINO WORKSHOP,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Book","Arduino Workshop","John Boxall","No Starch Press","-"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781457186127.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781457186127.JPG,1653-1016-ND,9781457186127,O'Reilly Media,GETTING STARTED W/RASPBERRY PI,0,0,"Obsolete","0","1","-","Obsolete","Book","MAKE: Getting Started with Raspberry Pi (2nd Edition)","Matt Richardson, Shawn Wallace","Maker Media, Inc.","978-1-4571-8612-7"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781449365226.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781449365226.JPG,1653-1025-ND,9781449365226,O'Reilly Media,RASPBERRY PI COOKBOOK,0,0,"Obsolete","0","1","-","Obsolete","Book","Raspberry Pi Cookbook","Simon Monk","O'Reilly Media","-"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781593276676.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781593276676.JPG,1653-1027-ND,9781593276676,O'Reilly Media,MAKERS GUIDE ZOMBIE APOCALYPSE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Book","The Maker's Guide to the Zombie Apocalypse","Simon Monk","No Starch Press","978-1-59327-667-6"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/9781593276126.pdf,//media.digikey.com/Photos/O%27Reilly-Media/9781593276126.JPG,1653-1028-ND,9781593276126,O'Reilly Media,THE SPARKFUN GUIDE TO PROCESSING,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Book","The Sparkfun Guide to Processing","Derek Runberg","No Starch Press","978-1-59327-612-6"
//media.digikey.com/pdf/Data%20Sheets/McGraw%20Hill%20Ed%20PDFs/0071802363_Web.pdf,//media.digikey.com/Photos/McGraw-Hill%20Education/MFG_0071802363.jpg,1751-1006-ND,0071802363,McGraw-Hill Education,BOOK: HACKING ELECTRONICS,0,0,"Obsolete","0","1","-","Obsolete","Book","Hacking Electronics","Simon Monk","McGraw-Hill Education","9780071802369"
//media.digikey.com/pdf/Data%20Sheets/O'Reilly_PDFs/Jumpstarting%20Your%20Own%20PCB.PDF,-,1653-1055-ND,9781680455120,O'Reilly Media,JUMPSTARTING YOUR OWN PCB,0,0,"Obsolete","0","1","-","Obsolete","Book","Jumpstarting Your Own PCB","Shawn Wallace","Maker Media, Inc.","9781680455120"
