Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Input","Output","Type","Size / Dimension","Mounting Type"
-,-,LXMG1618-05-63-ND,LXMG1618-05-63,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1618-05-6x","Discontinued at Digi-Key","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
-,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-12-43.jpg,LXMG1618-12-43-ND,LXMG1618-12-43,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1618-12-4x","Discontinued at Digi-Key","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
-,-,LXMG1618-12-63-ND,LXMG1618-12-63,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1618-12-6x","Discontinued at Digi-Key","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi-IPG%20pdf/LXMG1620-01.pdf,-,LXMG1620-01-ND,LXMG1620-01,Microsemi Corporation,MOD INVERTER CCFL DUAL DIRECT,0,0,"Obsolete","0","150","-","Obsolete","12V","1800V","CCFL and UV Lamps","5.51"" L x 0.94"" W x 0.45"" H (140mm x 24mm x 11.4mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9407-lxmg1621-xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1621-01.jpg,LXMG1621-01-ND,LXMG1621-01,Microsemi Corporation,MOD INVERTER CCFL DUAL DGTL DIM,0,0,"Obsolete","0","100","LXMG1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi-IPG%20pdf/LXMG1621_rev07.pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1621-03.jpg,LXMG1621-03-ND,LXMG1621-03,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 6.5MA,0,0,"Obsolete","0","100","LXMG1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9411-lxmg1623-05-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-05-42.jpg,LXMG1623-05-42-ND,LXMG1623-05-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","100","LXMG1623-05-4x","Obsolete","5V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9413-lxmg1623-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-05-62.jpg,LXMG1623-05-62-ND,LXMG1623-05-62,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 5V,0,0,"Obsolete","0","100","LXMG1623-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
-,-,LXMG1623-05-63-ND,LXMG1623-05-63,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 5V,0,0,"Discontinued at Digi-Key","0","150","LXMG1623-05-6x","Discontinued at Digi-Key","5V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9415-lxmg1623-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-12-41.jpg,LXMG1623-12-41-ND,LXMG1623-12-41,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","100","LXMG1623-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9415-lxmg1623-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-12-42.jpg,LXMG1623-12-42-ND,LXMG1623-12-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","100","LXMG1623-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
-,-,LXMG1623-12-43-ND,LXMG1623-12-43,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Discontinued at Digi-Key","0","150","LXMG1623-12-4x","Discontinued at Digi-Key","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi-IPG%20pdf/lxmg1623-12-44.pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-12-44.jpg,LXMG1623-12-44-ND,LXMG1623-12-44,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","100","LXMG1623-12-4x","Obsolete","12V","1800V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9416-lxmg1623-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-12-62.jpg,LXMG1623-12-62-ND,LXMG1623-12-62,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","100","LXMG1623-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
-,-,LXMG1623-12-63-ND,LXMG1623-12-63,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Discontinued at Digi-Key","0","150","LXMG1623-12-6x","Discontinued at Digi-Key","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=5577 ,//media.digikey.com/photos/Microsemi%20Photos/LXMG1624-12-42.jpg,LXMG1624-12-42-ND,LXMG1624-12-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","100","LXMG1624-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
-,-,LXMG1624-12-43-ND,LXMG1624-12-43,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Discontinued at Digi-Key","0","150","LXMG1624-12-4x","Discontinued at Digi-Key","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
-,-,LXMG1624-12-63-ND,LXMG1624-12-63,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Discontinued at Digi-Key","0","150","LXMG1624-12-6x","Discontinued at Digi-Key","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9443 ,//media.digikey.com/photos/Microsemi%20Photos/LXMG1643-12-62.jpg,LXMG1643-12-62-ND,LXMG1643-12-62,Microsemi Corporation,MOD INVERTER CCFL QUAD 6W 12V,0,0,"Obsolete","0","100","LXMG1643-12-6x","Obsolete","12V","2000V","CCFL and UV Lamps","7.40"" L x 1.42"" W x 0.31"" H (188mm x 36mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9447-lxmg1644-12-61-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1644-12-61.jpg,LXMG1644-12-61-ND,LXMG1644-12-61,Microsemi Corporation,MOD INVERTER CCFL QUAD 6W 12V,0,0,"Obsolete","0","100","LXMG1644-12-6x","Obsolete","12V","2000V","CCFL and UV Lamps","7.40"" L x 1.42"" W x 0.31"" H (188mm x 36mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/JKL%20PDFs/BXA-12665-5M.pdf,//media.digikey.com/Photos/JKL/BXA-12665-5M.jpg,289-1167-ND,BXA-12665-5M,JKL Components Corp.,INVERTER DIMMING SGL CCFL 12V,0,0,"Obsolete","0","100","-","Obsolete","12V","1200V","CCFL and UV Lamps","3.74"" L x 0.71"" W x 0.33"" H (95mm x 18mm x 8.5mm)","Chassis Mount"
http://www.newhavendisplay.com/specs/WICCFL1.pdf,-,WICCFL1#-ND,WICCFL1#,Newhaven Display Intl,INVERTER CCFL 5V,0,0,"Obsolete","0","100","-","Obsolete","5V","280V","CCFL and UV Lamps","1.92"" L x 0.83"" W x 0.76"" H (49mm x 21mm x 19.3mm)","Through Hole"
http://www.newhavendisplay.com/specs/WICCFL2.PDF,-,WICCFL2#-ND,WICCFL2#,Newhaven Display Intl,INVERTER CCFL 12V,0,0,"Obsolete","0","100","-","Obsolete","12V","750V","CCFL and UV Lamps","1.92"" L x 0.83"" W x 0.76"" H (49mm x 21mm x 19.3mm)","Through Hole"
http://www.newhavendisplay.com/specs/WICCFL4.pdf,-,WICCFL4#-ND,WICCFL4#,Newhaven Display Intl,INVERTER CCFL 5V,0,0,"Obsolete","0","100","-","Obsolete","5V","950V","CCFL and UV Lamps","1.92"" L x 0.83"" W x 0.76"" H (49mm x 21mm x 19.3mm)","Through Hole"
http://www.newhavendisplay.com/specs/WICCFL5.PDF,-,WICCFL5#-ND,WICCFL5#,Newhaven Display Intl,INVERTER CCFL 12V,0,0,"Obsolete","0","100","-","Obsolete","12V","850V","CCFL and UV Lamps","1.97"" L x 0.83"" W x 0.76"" H (50mm x 21mm x 19.3mm)","Through Hole"
http://www.newhavendisplay.com/specs/WICCFL5.PDF,-,WICCFL6#-ND,WICCFL6#,Newhaven Display Intl,INVERTER CCFL 5V,0,0,"Obsolete","0","100","-","Obsolete","5V","1000V","CCFL and UV Lamps","1.97"" L x 0.83"" W x 0.76"" H (50mm x 21mm x 19.3mm)","Through Hole"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/LS380_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/MFG_LS380-RH.jpg,587-2005-ND,LS380-RH,Taiyo Yuden,INVERTER 10-16VDC IN 1500V OUT,0,0,"Obsolete","0","10","-","Obsolete","10 ~ 16V","1500V","CCFL and UV Lamps","3.35"" L x 0.79"" W x 0.29"" H (85mm x 20mm x 7.3mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/LS460_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/MFG_LS460-RH.jpg,587-2006-ND,LS460-RH,Taiyo Yuden,INVERTER 10.8-13.2V IN 1300V OUT,0,0,"Obsolete","0","10","-","Obsolete","10.8 ~ 13.2V","1300V","CCFL and UV Lamps","4.72"" L x 0.79"" W x 0.37"" H (120mm x 20mm x 9.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/LS530_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/MFG_LS530-RH.jpg,587-2007-ND,LS530-RH,Taiyo Yuden,INVERTER 9.6-14.4V IN 1500V OUT,0,0,"Obsolete","0","100","-","Obsolete","9.6 ~ 14.4V","1500V","CCFL and UV Lamps","5.12"" L x 0.79"" W x 0.55"" H (130mm x 20mm x 14mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/LS655_RH-v2.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/LS655-RH.JPG,587-2008-ND,LS655-RH,Taiyo Yuden,INVERTER 4.75-5.25V IN 1000V OUT,0,0,"Obsolete","0","10","-","Obsolete","4.75 ~ 5.25V","1000V","CCFL and UV Lamps","1.92"" L x 0.98"" W x 0.39"" H (105mm x 25mm x 10mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/LS700_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/MFG_LS700-RH.jpg,587-2009-ND,LS700-RH,Taiyo Yuden,INVERTER 10.8-13.2V IN 1650V OUT,0,0,"Obsolete","0","10","-","Obsolete","10.8 ~ 13.2V","1650V","CCFL and UV Lamps","1.92"" L x 0.98"" W x 0.39"" H (105mm x 25mm x 10mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/LS720A_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/MFG_LS720A-RH.jpg,587-2010-ND,LS720A-RH,Taiyo Yuden,INVERTER 10.8-13.2V IN 1650V OUT,0,0,"Obsolete","0","10","-","Obsolete","10.8 ~ 13.2V","1650V","CCFL and UV Lamps","4.92"" L x 0.83"" W x 0.39"" H (125mm x 25mm x 10mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SIPF150_RH.pdf,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/SIPF-150-RH.jpg,587-2011-ND,SIPF-150-RH,Taiyo Yuden,INVERTER 4.5-7VDC IN 1500V OUT,0,0,"Obsolete","0","10","-","Obsolete","4.5 ~ 7V","1500V","CCFL and UV Lamps","3.80"" L x 0.89"" W x 0.29"" H (96.5mm x 22.7mm x 7.3mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/SIPF200_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/SIPF-200A-RH.JPG,587-2012-ND,SIPF-200A-RH,Taiyo Yuden,INVERTER 8-20V IN 1500V OUT,0,0,"Obsolete","0","10","-","Obsolete","8 ~ 20V","1500V","CCFL and UV Lamps","3.80"" L x 0.89"" W x 0.29"" H (96.5mm x 22.7mm x 7.3mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/KLS150A_RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/KLS-150A-RH.JPG,587-2013-ND,KLS-150A-RH,Taiyo Yuden,INVERTER 10.8-13.2V IN 930V OUT,0,0,"Obsolete","0","10","-","Obsolete","10.8 ~ 13.2V","930V","CCFL and UV Lamps","4.72"" L x 1.57"" W x 0.39"" H (120mm x 40mm x 10mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/KBI-B02D-RH.pdf,//media.digikey.com/photos/Taiyo%20Yuden%20Photos/KBI-B02D-RH.JPG,587-2014-ND,KBI-B02D-RH,Taiyo Yuden,INVRTR 10.8-13.2VDC IN 1450V OUT,0,0,"Obsolete","0","10","-","Obsolete","10.8 ~ 13.2V","1450V","CCFL and UV Lamps","1.92"" L x 0.98"" W x 0.39"" H (105mm x 25mm x 10mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9383-lxmg1617a-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1617a-03-21.JPG,LXMG1617A-03-21-ND,LXMG1617A-03-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","100","LXMG1617A-03-2x","Obsolete","3 ~ 3.6V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9383-lxmg1617a-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1617A-03-22.JPG,LXMG1617A-03-22-ND,LXMG1617A-03-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","100","LXMG1617A-03-2x","Obsolete","3 ~ 3.6V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9384-lxmg1617a-05-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1617A-05-21.JPG,LXMG1617A-05-21-ND,LXMG1617A-05-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","100","LXMG1617A-05-2x","Obsolete","4.75 ~ 5.25V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9384-lxmg1617a-05-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1617a-05-22.JPG,LXMG1617A-05-22-ND,LXMG1617A-05-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","100","LXMG1617A-05-2x","Obsolete","4.75 ~ 5.25V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9386-lxmg1617a-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1617a-05-62.JPG,LXMG1617A-05-62-ND,LXMG1617A-05-62,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","100","LXMG1617A-05-6x","Obsolete","4.75 ~ 5.25V","1900V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9387-lxmg1617a-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1617a-12-42.JPG,LXMG1617A-12-42-ND,LXMG1617A-12-42,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","100","LXMG1617A-12-4x","Obsolete","10.8 ~ 13.2V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9388-lxmg1617a-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1617A-12-62.JPG,LXMG1617A-12-62-ND,LXMG1617A-12-62,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","LXMG1617A-12-6x","Obsolete","10.8 ~ 13.2V","1900V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9400-lxmg1618a-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-03-21.JPG,LXMG1618A-03-21-ND,LXMG1618A-03-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","100","LXMG1618A-03-2x","Obsolete","3 ~ 3.6V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9400-lxmg1618a-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-03-22.JPG,LXMG1618A-03-22-ND,LXMG1618A-03-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","100","LXMG1618A-03-2x","Obsolete","3 ~ 3.6V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9401-lxmg1618a-05-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1618A-05-21.JPG,LXMG1618A-05-21-ND,LXMG1618A-05-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","100","LXMG1618A-05-2x","Obsolete","4.75 ~ 5.25V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9401-lxmg1618a-05-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-05-22.JPG,LXMG1618A-05-22-ND,LXMG1618A-05-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","100","LXMG1618A-05-2x","Obsolete","4.75 ~ 5.25V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.19"" H (86mm x 16mm x 4.7mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9402-lxmg1618a-05-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1618A-05-41.JPG,LXMG1618A-05-41-ND,LXMG1618A-05-41,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","100","LXMG1618A-05-4x","Obsolete","4.75 ~ 5.25V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9402-lxmg1618a-05-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-05-42.JPG,LXMG1618A-05-42-ND,LXMG1618A-05-42,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","100","LXMG1618A-05-4x","Obsolete","4.75 ~ 5.25V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/LXMG1618A-05-6x.pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-05-61.JPG,LXMG1618A-05-61-ND,LXMG1618A-05-61,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","100","LXMG1618A-05-6x","Obsolete","4.75 ~ 5.25V","1900V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/LXMG1618A-12-4x.pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-12-42.JPG,LXMG1618A-12-42-ND,LXMG1618A-12-42,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","100","LXMG1618A-12-4x","Obsolete","10.8 ~ 13.2V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/LXMG1618A-12-6x.pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1618a-12-62.JPG,LXMG1618A-12-62-ND,LXMG1618A-12-62,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","LXMG1618A-12-6x","Obsolete","10.8 ~ 13.2V","1900V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/JKL%20PDFs/BXA-12579_MOD5.pdf,//media.digikey.com/photos/JKL/BXA-12579^MOD5.JPG,289-1170-ND,BXA-12579/MOD5,JKL Components Corp.,INVERTER 1500V FOR CCFL LAMP,0,0,"Obsolete","0","100","-","Obsolete","12V","1500V","CCFL and UV Lamps","3.35"" L x 1.06"" W x 0.73"" H (85mm x 27mm x 18.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9450-lxmg1811-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1811-05-61.JPG,LXMG1811-05-61-ND,LXMG1811-05-61,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","5V","1650V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9451-lxmg1811-05-6xs-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1811-05-61.JPG,LXMG1811-05-61S-ND,LXMG1811-05-61S,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","5V","1650V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9451-lxmg1811-05-6xs-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1811-05-62S.JPG,LXMG1811-05-62S-ND,LXMG1811-05-62S,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","5V","1650V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9450-lxmg1811-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1811-05-62.JPG,LXMG1811-05-62-ND,LXMG1811-05-62,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","5V","1650V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9452-lxmg1813-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1813-12-61.JPG,LXMG1813-12-61-ND,LXMG1813-12-61,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","12V","1600V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9453-lxmg1813-12-6xs-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1813-12-61s.JPG,LXMG1813-12-61S-ND,LXMG1813-12-61S,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","12V","1600V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9453-lxmg1813-12-6xs-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1813-12-62s.JPG,LXMG1813-12-62S-ND,LXMG1813-12-62S,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","12V","1600V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
