Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Positions","Pitch","Outer Dimension","Inner Dimension","Thermal Center Pad","Material"
http://www.chipquik.com/datasheets/IPC0069-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0069-S.JPG,IPC0069-S-ND,IPC0069-S,Chip Quik Inc.,DFN-10 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","10","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.118"" L x 0.102"" W (3.00mm x 2.60mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0083-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0083-S.JPG,IPC0083-S-ND,IPC0083-S,Chip Quik Inc.,DFN-6 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","6","0.037"" (0.95mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.091"" L x 0.059"" W (2.30mm x 1.50mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0065-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0065-S.JPG,IPC0065-S-ND,IPC0065-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.118"" L x 0.087"" W (3.00mm x 2.20mm)","Stainless Steel"
http://www.chipquik.com/datasheets/FPC050P040-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P040-S.JPG,FPC050P040-S-ND,FPC050P040-S,Chip Quik Inc.,FPC/FFC SMT CONN STENCIL,0,0,"11.59000","0","1","Proto-Advantage FPC","Active","FPC/FFC","40","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","1.094"" L x 0.157"" W (27.80mm x 4.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0100-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0100-S.JPG,PA0100-S-ND,PA0100-S,Chip Quik Inc.,LGA-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","LGA","16","0.039"" (1.00mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.295"" L x 0.173"" W (7.50mm x 4.40mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0091-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0091-S.JPG,IPC0091-S-ND,IPC0091-S,Chip Quik Inc.,POWERSSOP-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","PowerSSOP","28","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.382"" L x 0.240"" W (9.70mm x 6.10mm)","0.162"" L x 0.154"" W (4.11mm x 3.91mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0005-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0005-S.JPG,IPC0005-S-ND,IPC0005-S,Chip Quik Inc.,QFN-14 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","14","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.138"" L x 0.138"" W (3.50mm x 3.50mm)","0.081"" L x 0.081"" W (2.05mm x 2.05mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0081-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0081-S.JPG,IPC0081-S-ND,IPC0081-S,Chip Quik Inc.,QFN-24 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","24","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.142"" L x 0.142"" W (3.60mm x 3.60mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0066-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0066-S.JPG,PA0066-S-ND,PA0066-S,Chip Quik Inc.,QFN-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","28","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.276"" L x 0.276"" W (7.00mm x 7.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0174-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0174-S.JPG,PA0174-S-ND,PA0174-S,Chip Quik Inc.,SOT-223-4 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOT/SC","3","0.091"" (2.30mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.256"" L x 0.140"" W (6.50mm x 3.56mm)","0.130"" L x 0.079"" W (3.30mm x 2.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0084-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0084-S.JPG,PA0084-S-ND,PA0084-S,Chip Quik Inc.,SOT-89 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOT/SC","3","0.059"" (1.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","0.157"" L x 0.079"" W (4.00mm x 2.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0183-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0183-S.JPG,PA0183-S-ND,PA0183-S,Chip Quik Inc.,TO-252 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TO/DPAK","3","0.090"" (2.29mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.287"" L x 0.259"" W (7.30mm x 6.58mm)","0.276"" L x 0.236"" W (7.00mm x 6.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0184-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0184-S.JPG,PA0184-S-ND,PA0184-S,Chip Quik Inc.,TO-263-3 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TO/DDPAK","3","0.100"" (2.54mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.400"" L x 0.390"" W (10.16mm x 9.91mm)","0.433"" L x 0.394"" W (11.00mm x 10.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0097-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0097-S.JPG,PA0097-S-ND,PA0097-S,Chip Quik Inc.,TSOP-32 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSOP","32","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0211-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0211-S.JPG,PA0211-S-ND,PA0211-S,Chip Quik Inc.,TSOP-56 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSOP","56","0.020"" (0.50mm)","1.950"" L x 1.350"" W (49.53mm x 34.29mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0191-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0191-S.JPG,PA0191-S-ND,PA0191-S,Chip Quik Inc.,TSSOP-10-EXP-PAD STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","10","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.354"" L x 0.069"" W (9.00mm x 1.75mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0193-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0193-S.JPG,PA0193-S-ND,PA0193-S,Chip Quik Inc.,TSSOP-16-EXP-PAD STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","16","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.173"" W (5.00mm x 4.40mm)","0.433"" L x 0.118"" W (11.00mm x 3.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0194-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0194-S.JPG,PA0194-S-ND,PA0194-S,Chip Quik Inc.,TSSOP-20-EXP-PAD STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","20","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.256"" L x 0.173"" W (6.50mm x 4.40mm)","0.492"" L x 0.118"" W (12.50mm x 3.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0120-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0120-S.JPG,PA0120-S-ND,PA0120-S,Chip Quik Inc.,CSP-32/TCSP-32 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","CSP","32","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.217"" L x 0.177"" W (5.50mm x 4.50mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0070-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0070-S.JPG,IPC0070-S-ND,IPC0070-S,Chip Quik Inc.,DFN-12 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","12","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.130"" L x 0.067"" W (3.30mm x 1.70mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0052-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0052-S.JPG,IPC0052-S-ND,IPC0052-S,Chip Quik Inc.,DFN-4 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","4","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.059"" L x 0.051"" W (1.50mm x 1.30mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0085-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0085-S.JPG,IPC0085-S-ND,IPC0085-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.079"" W (3.00mm x 2.00mm)","0.085"" L x 0.022"" W (2.15mm x 0.56mm)","Stainless Steel"
http://www.chipquik.com/datasheets/FPC050P030-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P030-S.JPG,FPC050P030-S-ND,FPC050P030-S,Chip Quik Inc.,FPC/FFC SMT CONN STENCIL,0,0,"11.59000","0","1","Proto-Advantage FPC","Active","FPC/FFC","30","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","0.898"" L x 0.157"" W (22.80mm x 4.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0105-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0105-S.JPG,IPC0105-S-ND,IPC0105-S,Chip Quik Inc.,LGA-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","LGA","28","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.157"" W (5.00mm x 4.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0078-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0078-S.JPG,IPC0078-S-ND,IPC0078-S,Chip Quik Inc.,MSOP-12 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","MSOP","12","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.118"" L x 0.063"" W (3.00mm x 1.60mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0049-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0049-S.JPG,IPC0049-S-ND,IPC0049-S,Chip Quik Inc.,POWERSOIC-20/PSOP-20/HSOP-20 STE,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","PowerSOIC","20","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.630"" L x 0.433"" W (16.00mm x 11.00mm)","0.630"" L x 0.244"" W (16.00mm x 6.20mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0048-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0048-S.JPG,IPC0048-S-ND,IPC0048-S,Chip Quik Inc.,POWERSOIC-24/PSOP-24/HSOP-24 STE,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","PowerSOIC","24","0.039"" (1.00mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.630"" L x 0.433"" W (16.00mm x 11.00mm)","0.630"" L x 0.244"" W (16.00mm x 6.20mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0047-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0047-S.JPG,IPC0047-S-ND,IPC0047-S,Chip Quik Inc.,POWERSOIC-36/PSOP-36/HSOP-36 STE,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","PowerSOIC","36","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.630"" L x 0.433"" W (16.00mm x 11.00mm)","0.630"" L x 0.244"" W (16.00mm x 6.20mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0114-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0114-S.JPG,PA0114-S-ND,PA0114-S,Chip Quik Inc.,QFP-80 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PQFP","80","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.551"" L x 0.551"" W (14.00mm x 14.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0009-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0009-S.JPG,IPC0009-S-ND,IPC0009-S,Chip Quik Inc.,QFN-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","16","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.106"" L x 0.106"" W (2.70mm x 2.70mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0113-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0113-S.JPG,IPC0113-S-ND,IPC0113-S,Chip Quik Inc.,QFN-20 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","20","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.067"" L x 0.067"" W (1.70mm x 1.70mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0107-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0107-S.JPG,IPC0107-S-ND,IPC0107-S,Chip Quik Inc.,QFN-24 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","24","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.138"" L x 0.138"" W (3.50mm x 3.50mm)","0.087"" L x 0.087"" W (2.20mm x 2.20mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0019-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0019-S.JPG,IPC0019-S-ND,IPC0019-S,Chip Quik Inc.,QFN-32 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","32","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.236"" L x 0.157"" W (6.00mm x 4.00mm)","0.177"" L x 0.098"" W (4.50mm x 2.50mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0097-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0097-S.JPG,IPC0097-S-ND,IPC0097-S,Chip Quik Inc.,QFN-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","48","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.354"" L x 0.354"" W (9.00mm x 9.00mm)","0.268"" L x 0.268"" W (6.80mm x 6.80mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0030-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0030-S.JPG,PA0030-S-ND,PA0030-S,Chip Quik Inc.,QSOP-24 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QSOP","24","0.025"" (0.64mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0088-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0088-S.JPG,PA0088-S-ND,PA0088-S,Chip Quik Inc.,SC70-5/SOT-353 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOT/SC","5","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0013-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0013-S.JPG,PA0013-S-ND,PA0013-S,Chip Quik Inc.,SOIC-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOIC","48","0.050"" (1.27mm)","1.950"" L x 0.900"" W (49.53mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0182-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0182-S.JPG,PA0182-S-ND,PA0182-S,Chip Quik Inc.,SSOP-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","16","0.025"" (0.64mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0022-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0022-S.JPG,PA0022-S-ND,PA0022-S,Chip Quik Inc.,SSOP-36 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","36","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0024-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0024-S.JPG,PA0024-S-ND,PA0024-S,Chip Quik Inc.,SSOP-38 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","38","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0186-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0186-S.JPG,PA0186-S-ND,PA0186-S,Chip Quik Inc.,TO-263-7 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TO/DDPAK","7","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.400"" L x 0.390"" W (10.16mm x 9.91mm)","0.427"" L x 0.370"" W (10.85mm x 9.40mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0041-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0041-S.JPG,PA0041-S-ND,PA0041-S,Chip Quik Inc.,TSSOP-56 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","56","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0087-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0087-S.JPG,IPC0087-S-ND,IPC0087-S,Chip Quik Inc.,DFN-6 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","6","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.079"" L x 0.079"" W (2.00mm x 2.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0123-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0123-S.JPG,IPC0123-S-ND,IPC0123-S,Chip Quik Inc.,DFN-6 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","6","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.079"" L x 0.079"" W (2.00mm x 2.00mm)","0.064"" L x 0.047"" W (1.63mm x 1.20mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0060-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0060-S.JPG,IPC0060-S-ND,IPC0060-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.079"" L x 0.079"" W (2.00mm x 2.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0061-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0061-S.JPG,IPC0061-S-ND,IPC0061-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.079"" L x 0.079"" W (2.00mm x 2.00mm)","0.057"" L x 0.031"" W (1.45mm x 0.80mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0064-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0064-S.JPG,IPC0064-S-ND,IPC0064-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.069"" L x 0.057"" W (1.75mm x 1.45mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0086-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0086-S.JPG,IPC0086-S-ND,IPC0086-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.236"" L x 0.197"" W (6.00mm x 5.00mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/FPC050P060-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC050P060-S.JPG,FPC050P060-S-ND,FPC050P060-S,Chip Quik Inc.,FPC/FFC SMT CONN STENCIL,0,0,"11.59000","0","1","Proto-Advantage FPC","Active","FPC/FFC","60","0.020"" (0.50mm)","1.950"" L x 0.900"" W (49.53mm x 22.86mm)","-","1.488"" L x 0.157"" W (37.80mm x 4.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0099-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0099-S.JPG,PA0099-S-ND,PA0099-S,Chip Quik Inc.,LGA-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","LGA","16","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0170-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0170-S.JPG,PA0170-S-ND,PA0170-S,Chip Quik Inc.,MINI SOIC-8 EXP PAD STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","Mini SOIC","8","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.315"" L x 0.067"" W (8.00mm x 1.70mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0049-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0049-S.JPG,PA0049-S-ND,PA0049-S,Chip Quik Inc.,MLP/DFN-6 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","DFN","6","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.079"" L x 0.079"" W (2.00mm x 2.00mm)","0.157"" L x 0.031"" W (4.00mm x 0.80mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0219-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0219-S.JPG,PA0219-S-ND,PA0219-S,Chip Quik Inc.,PLCC-52 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PLCC/JLCC","52","0.050"" (1.27mm)","1.950"" L x 1.350"" W (49.53mm x 34.29mm)","0.748"" L x 0.748"" W (19.00mm x 19.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0095-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0095-S.JPG,PA0095-S-ND,PA0095-S,Chip Quik Inc.,QFP-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PQFP","48","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.433"" L x 0.433"" W (11.00mm x 11.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0035-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0035-S.JPG,IPC0035-S-ND,IPC0035-S,Chip Quik Inc.,QFN-10 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","10","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.071"" L x 0.055"" W (1.80mm x 1.40mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0036-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0036-S.JPG,IPC0036-S-ND,IPC0036-S,Chip Quik Inc.,QFN-10 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","10","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.083"" L x 0.063"" W (2.10mm x 1.60mm)","-","Stainless Steel"
