Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tip - Type","Tip - Shape","Height","Width","Length","Diameter","Tip - Chip Size","Temperature Range","For Use With/Related Products"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-CF2.JPG,1691-1126-ND,T15-CF2,"American Hakko Products, Inc.","TIP,BEVEL,2MM/60 X 19MM,TINNED F",41,0,"35.07000","0","1","T15","Active","Soldering","Bevel 60°","0.079"" (2.00mm)","0.079"" (2.00mm)","0.709"" (18.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/A1378.jpg,1691-1021-ND,A1378,"American Hakko Products, Inc.","TIP,2.0MM,2PK,FX-8804/950",9,0,"53.47000","0","1","950","Active","Soldering","Chisel","-","0.079"" (2.00mm)","-","-","Chip","-","FX-8804"
-,//media.digikey.com/Photos/Hakko/T31-021401.JPG,1691-1255-ND,T31-021401,"American Hakko Products, Inc.","TIP,BLADE,10.4MM LONG,IH,400C/75",8,0,"69.97000","0","1","T31","Active","Soldering","Spatula","0.080"" (2.03mm)","0.410"" (10.41mm)","0.280"" (7.11mm)","-","-","752°F (400°C)","FX-100, FX1001"
-,//media.digikey.com/Photos/Hakko/MFG_T31-011402.jpg,1691-1242-ND,T31-011402,"American Hakko Products, Inc.","TIP,BLADE,15.7MM LONG,IH,450C/84",3,0,"69.97000","0","1","T31","Active","Soldering","Spatula","0.080"" (2.03mm)","0.620"" (15.75mm)","0.280"" (7.11mm)","-","-","842°F (450°C)","FX-100, FX1001"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/A1142B.JPG,1691-1020-ND,A1142B,"American Hakko Products, Inc.","NOZZLE,BENT,SINGLE,1.5 X 3MM,FR-",15,0,"73.27000","0","1","Hot Air","Active","Rework (Hot Air)","Nozzle, Bent 45°","-","-","-","1.500"" (38.10mm)","Single","-","FR-702, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T16-1006.JPG,1691-1162-ND,T16-1006,"American Hakko Products, Inc.","TIP,SOP,2PK,8MM,FM-2022",8,0,"73.47000","0","1","T16","Active","Tweezer","-","0.028"" (0.70mm)","0.315"" (8.00mm)","-","-","SOP","-","900M, 907, 913, FX-600, FX-8801"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_MT1B.jpg,MT1B-ND,MT1B,Apex Tool Group,TIP CONE SHAPE 1/8"" FOR SP23/25,98,0,"2.60000","0","1","Weller®, MT","Active","Soldering","Conical","-","-","-","0.125"" (3.18mm) OD","-","700°F (371°C)","SP23, SP25"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTD7-ND,PTD7,Apex Tool Group,TIP SCREWDRIVER 3/16"" 700F,60,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.035"" (0.90mm)","0.187"" (4.75mm)","0.620"" (15.75mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/PTO8.jpg,PTP6-ND,PTP6,Apex Tool Group,TIP CONICAL 1/32"" 600F,50,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Conical","-","-","0.620"" (15.75mm)","0.012"" (0.30mm) OD","-","600°F (316°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTCC8-ND,PTCC8,Apex Tool Group,TIP SINGLE FLAT 1/8"" 800F,42,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Flat, Single","0.031"" (0.80mm)","0.125"" (3.18mm)","0.620"" (15.75mm)","-","-","800°F (427°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/ETS.JPG,PTK7-ND,PTK7,Apex Tool Group,TIP LONG SCREWDRIVER 3/64"" 700F,29,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.026"" (0.66mm)","0.047"" (1.19mm)","1.000"" (25.40mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTL7-ND,PTL7,Apex Tool Group,TIP LONG SCREWDRIVER 5/64"" 700F,46,0,"3.90000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.027"" (0.69mm)","0.079"" (2.00mm)","1.000"" (25.40mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,ST2-ND,ST2,Apex Tool Group,TIP REPLACEMENT SCREWDR .093"",57,0,"4.10000","0","1","Weller®, ST","Active","Soldering","Screwdriver","0.020"" (0.50mm)","0.094"" (2.40mm)","0.750"" (19.05mm)","-","-","-","SP40L, SP40N, WLC100, WP25, WP40, WP35"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7235.jpg,7235AT-ND,7235,Apex Tool Group,TIP STD FOR 7200 SOLD GUN 7235,32,0,"4.50000","0","1","Weller®","Active","Soldering","-","-","-","-","-","-","-","7200"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/7250N.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7250N.jpg,7250N-ND,7250N,Apex Tool Group,GUN TIP FOR D550,37,0,"5.80000","0","1","Weller®","Active","Soldering","-","-","-","-","-","-","-","8200N"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054488699N-ND,T0054488699N,Apex Tool Group,XNTCC SOLD TIP SLOPED 45 3.2MM,26,0,"8.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/MTG20.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_MTG20.jpg,MTG20-ND,MTG20,Apex Tool Group,MTG20 CRD 3/8IN S/FRIVER TIP A,26,0,"9.60000","0","1","Weller®, MT","Active","Soldering","Chisel","-","0.375"" (9.53mm)","1.750"" (44.45mm)","-","-","-","SPG80, WLC200"
http://www.steinel.net/Customized/uploads/PDFs/Heat%20Tools%20Handbook2.pdf,//media.digikey.com/photos/Steinel%20Photos/MFG_72021.jpg,SDL4064-ND,110049862,Steinel America,TIP CONICAL 1.6MM FOR TS 550/600,34,0,"11.92000","0","1","TS","Active","Soldering","Conical","-","-","-","0.063"" (1.60mm) OD","-","-","TS 550, TS 600"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054473799N-ND,T0054473799N,Apex Tool Group,XT HX SOLDERING TIP 0.8X0.4,8,0,"15.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051326099.jpg,T0051326099N-ND,T0051326099N,Apex Tool Group,XDSL2 DS TIP 3.0 X 5.3MM L,18,0,"17.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_NT1SC.jpg,NT1SCN-ND,NT1SCN,Apex Tool Group,TIP SOLDER MICRO DIM .005"",7,0,"22.20000","0","1","Weller®, NT","Active","Soldering","Chisel","-","-","0.325"" (8.26mm)","0.130"" (3.30mm) OD","-","-","WMP"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__main_nr=6010,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054462099N-ND,T0054462099N,Apex Tool Group,RT6MS ROUND SLOPED TIP CART 2.2,22,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054461899N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054461899N-ND,T0054461899N,Apex Tool Group,RT4MS CHISEL TIP CARTRIDGE 1.5M,18,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054462399N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054462399N-ND,T0054462399N,Apex Tool Group,CHISEL TIP CARTRIDGE RT9MS 0.8X0,13,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054462299N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054462299N.jpg,T0054462299N-ND,T0054462299N,Apex Tool Group,RT8MS CHISEL TIP CARTRIDGE 2.2M,11,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054462199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054462199N-ND,T0054462199N,Apex Tool Group,KNIFE TIP CARTRIDGE RT7MS,17,0,"26.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054463299N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054463299N.jpg,T0054463299N-ND,T0054463299N,Apex Tool Group,RT 12MS TIP POINTED 25DEG BENT 0,15,0,"27.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054462571N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054462571N-ND,T0054462571N,Apex Tool Group,RT 1NWMS SOLD. TIP NEEDLE 0.1MM,21,0,"38.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054463199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054463199N-ND,T0054463199N,Apex Tool Group,RT 11MS SOLDERING TIP CHISEL 3.6,9,0,"39.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465999N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054465999N.jpg,T0054465999N-ND,T0054465999N,Apex Tool Group,RTW 4MS SOLDERING TIP SET 6X1MM,8,0,"64.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054466371N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054466371N.jpg,T0054466371N-ND,T0054466371N,Apex Tool Group,RTW7NWMS TIP NW MS CHISEL 0.3,42,0,"69.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054466999N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054466999N.jpg,T0054466999N-ND,T0054466999N,Apex Tool Group,RTW9MS CART TIP MS BLADE 3X1MM,9,0,"69.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054466599N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054466599N.jpg,T0054466599N-ND,T0054466599N,Apex Tool Group,RTW8MS CART TIP MS BLADE 1.3X,7,0,"69.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054467099N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054467099N.jpg,T0054467099N-ND,T0054467099N,Apex Tool Group,RTW11MS CART TIP MS BLADE 6X 1,5,0,"98.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0053657199.jpg,T0053657199N-ND,T0053657199N,Apex Tool Group,SOLDER NOZZLE KIT WF60,2,0,"230.00000","0","1","Weller®, WF60","Active","-","-","-","-","-","-","-","-","WFE2ES, WFE2S"
http://www.dremel.co.nz/nz/media/countrypool/files_1/service/job_0223_bsc_dremel_28pp_a6_broc_v2.pdf,-,2017-1079-ND,201,Dremel,VERSATIP SOLDERING TIP ACCESSORY,26,0,"6.99000","0","1","-","Active","Soldering","Conical","-","-","-","-","-","-","VersaTip™, VersaFlame™"
https://www.hakkousa.com/files/index/download/id/18384/,-,1691-1302-ND,N50B-01,"American Hakko Products, Inc.",NOZZLE .8MM EX FR300 817 808 807,38,0,"18.57000","0","1","N50B","Active","Desoldering","Nozzle","-","-","-","0.031"" (0.80mm) ID","-","-","FR-300, FR-807, FR-808, FR-817"
"//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WT,WT1H_DS.pdf",//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054490499.JPG,T0054490499-ND,T0054490499,Apex Tool Group,THM A SOLDERING TIP 1.6X0.4MM (1,27,0,"19.00000","0","1","Weller®","Obsolete","Soldering","Pencil","3.976"" (101.00mm)","5.118"" (130.00mm)","5.906"" (150.00mm)","-","Chip","122°F ~ 1022°F (50°C ~ 550°C)","Weller® WT1 and WT1H Soldering Station, WTP90 Pencil"
"//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WT,WT1H_DS.pdf",//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054490699.JPG,T0054490699-ND,T0054490699,Apex Tool Group,THM C SOLDERING TIP 3.2X0.8MM (1,26,0,"19.00000","0","1","Weller®","Obsolete","Soldering","Pencil","3.976"" (101.00mm)","5.118"" (130.00mm)","5.906"" (150.00mm)","-","Chip","122°F ~ 1022°F (50°C ~ 550°C)","Weller® WT1 and WT1H Soldering Station, WTP90 Pencil"
"//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WT,WT1H_DS.pdf",//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054490599.JPG,T0054490599-ND,T0054490599,Apex Tool Group,THM B SOLDERING TIP 2.4X0.8MM (1,17,0,"19.00000","0","1","Weller®","Obsolete","Soldering","Pencil","3.976"" (101.00mm)","5.118"" (130.00mm)","5.906"" (150.00mm)","-","Chip","122°F ~ 1022°F (50°C ~ 550°C)","Weller® WT1 and WT1H Soldering Station, WTP90 Pencil"
"//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WT,WT1H_DS.pdf",//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054490799.JPG,T0054490799-ND,T0054490799,Apex Tool Group,THM D SOLDERING TIP 4.0X0.8MM (1,11,0,"19.00000","0","1","Weller®","Obsolete","Soldering","Pencil","3.976"" (101.00mm)","5.118"" (130.00mm)","5.906"" (150.00mm)","-","Chip","122°F ~ 1022°F (50°C ~ 550°C)","Weller® WT1 and WT1H Soldering Station, WTP90 Pencil"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EBM7SB275_Technical_Datasheet.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/EBM7SB275.jpg,EB1212-ND,EBM7SB275,MENDA/EasyBraid,SHARP BENT 30DEG TIP 0.4MM 700,10,0,"22.90000","0","1","M","Discontinued at Digi-Key","Soldering","Conical, Bent 30°","-","-","0.331"" (8.40mm)","0.016"" (0.40mm) OD","-","662°F ~ 748°F (350°C ~ 398°C)","EB-9000S-1, EB-9000S-2, MX500, MX5000"
https://www.hakkousa.com/files/index/download/id/18340/,-,1691-1310-ND,T35-02D06,"American Hakko Products, Inc.",MICRO CHISEL TIP FOR USE WITH FX,49,0,"37.87000","0","1","T35","Active","Soldering","Chisel","0.008"" (0.20mm)","0.020"" (0.51mm)","0.200"" (5.08mm)","-","-","752°F (400°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-02D1.jpg",1691-1311-ND,T35-02D1,"American Hakko Products, Inc.",MICRO CHISEL TIP FOR USE WITH FX,49,0,"37.87000","0","1","T35","Active","Soldering","Chisel","0.008"" (0.20mm)","0.040"" (1.02mm)","0.200"" (5.08mm)","-","-","752°F (400°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18161/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-02J.jpg",1691-1313-ND,T35-02J,"American Hakko Products, Inc.",MICRO BENT TIP FOR USE WITH FX-1,39,0,"37.87000","0","1","T35","Active","Soldering","Bent 40°","-","-","-","0.004"" (0.10mm) OD","-","752°F (400°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,-,1691-1312-ND,T35-02I,"American Hakko Products, Inc.",MICRO CONICAL TIP FOR USE WITH F,27,0,"37.87000","0","1","T35","Active","Soldering","Conical","-","-","0.220"" (5.58mm)","0.004"" (0.10mm) OD","-","752°F (400°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-03D1.jpg",1691-1316-ND,T35-03D1,"American Hakko Products, Inc.",MICRO CHISEL TIP FOR USE WITH FX,24,0,"37.87000","0","1","T35","Active","Soldering","Chisel","0.008"" (0.20mm)","0.040"" (1.02mm)","0.200"" (5.08mm)","-","-","662°F (350°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-03D06.jpg",1691-1315-ND,T35-03D06,"American Hakko Products, Inc.",MICRO CHISEL TIP FOR USE WITH FX,21,0,"37.87000","0","1","T35","Active","Soldering","Chisel","0.008"" (0.20mm)","0.020"" (0.51mm)","0.200"" (5.08mm)","-","-","662°F (350°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-03J.jpg",1691-1318-ND,T35-03J,"American Hakko Products, Inc.",MICRO BENT TIP FOR USE WITH FX-1,21,0,"37.87000","0","1","T35","Active","Soldering","Bent 40°","-","-","-","0.004"" (0.10mm) OD","-","662°F (350°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-03I.jpg",1691-1317-ND,T35-03I,"American Hakko Products, Inc.",MICRO CONICAL TIP FOR USE WITH F,16,0,"37.87000","0","1","T35","Active","Soldering","Conical","-","-","0.220"" (5.58mm)","0.004"" (0.10mm) OD","-","662°F (350°C)","FX-1002"
https://www.hakkousa.com/files/index/download/id/18340/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_T35-03KU.jpg",1691-1319-ND,T35-03KU,"American Hakko Products, Inc.",MICRO KNIFE TIP FOR USE WITH FX-,24,0,"41.47000","0","1","T35","Active","Soldering","Knife","0.080"" (2.03mm)","0.060"" (1.50mm)","0.250"" (6.35mm)","-","-","662°F (350°C)","FX-1002"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/N50(B)-0x_DS.pdf,//media.digikey.com/Photos/Hakko/N50-03.jpg,1691-1103-ND,N50-03,"American Hakko Products, Inc.","NOZZLE, 0.8MM, FR-300, 817/808/8",29,0,"17.97000","0","1","N50","Obsolete","Desoldering","Nozzle","-","-","0.689"" (17.50mm)","0.033"" (0.85mm) ID, 0.098"" (2.50mm) OD","-","-","FR-410, FR-4101, FR-4102"
-,//media.digikey.com/Photos/Hakko/MFG_T31-011401.jpg,1691-1241-ND,T31-011401,"American Hakko Products, Inc.","TIP,BLADE,10.4MM LONG,IH,450C/84",2,0,"69.97000","0","1","T31","Active","Soldering","Spatula","0.080"" (2.03mm)","0.410"" (10.41mm)","0.280"" (7.11mm)","-","-","842°F (450°C)","FX-100, FX1001"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=ETM,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_ETM.jpg,ETM-ND,ETM,Apex Tool Group,TIP LONG SCREWDRIVER 1/8,16,0,"4.30000","0","1","Weller®, ET","Active","Soldering","Screwdriver","0.039"" (1.00mm)","0.125"" (3.18mm)","1.000"" (25.40mm)","-","-","-","EC1201, PES50, PES51"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/DS113.JPG,DS113-ND,DS113,Apex Tool Group,TOOL TIPLETS FOR DESOLDERING,14,0,"11.20000","0","1","Weller®, DS","Active","Desoldering","Tiplet","-","-","0.500"" (12.70mm)","0.046"" (1.16mm) ID, 0.098"" (2.48mm) OD","-","-","DS80, DSV80"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058768743N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0058768743.JPG,T0058768743N-ND,T0058768743N,Apex Tool Group,TNR 40 ROUND NOZZLE 4MM,19,0,"14.60000","0","1","Weller®","Active","Rework (Hot Air)","Pencil","4.900"" (124.46mm)","6.299"" (160.00mm)","8.307"" (211.00mm)","-","Chip","122°F ~ 1112°F (50°C ~ 600°C)","Weller® WTHA1 Hot Air Station"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054485499.jpg,T0054485499N-ND,T0054485499N,Apex Tool Group,TIP XNT GW GULL WING 2MM,1,0,"15.30000","0","1","Weller®, XNT","Not For New Designs","Rework","Gull Wing 45°","-","0.079"" (2.00mm)","1.299"" (33.00mm)","-","-","-","WP65"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/0051314799.JPG,T0051314799N-ND,T0051314799N,Apex Tool Group,DESOLDERING TIP 2.9X1.5MM,25,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.906"" (23.00mm)","0.059"" (1.50mm) ID, 0.114"" (2.90mm) OD","-","-","DS80, DSV80"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Soldering_Desoldering_Tools_Accessories.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17400-N92.jpg,243-1231-ND,17400-N92,Aven Tools,SOLDER TIPS STYLE N9-1 2PC,22,0,"4.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Soldering_Desoldering_Tools_Accessories.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17400-N93.jpg,243-1232-ND,17400-N93,Aven Tools,SOLDER TIPS STYLE N9-1 2PC,21,0,"4.77000","0","1","400","Active","Soldering","-","-","0.118"" (3.00mm)","1.732"" (44.00mm)","-","-","320°F ~ 900°F (160°C ~ 480°C)","17400, 17405"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Soldering_Desoldering_Tools_Accessories.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17400-N95.jpg,243-1234-ND,17400-N95,Aven Tools,SOLDER TIPS STYLE N9-1 2PC,11,0,"4.77000","0","1","400","Active","Soldering","Knife","0.059"" (1.50mm)","0.197"" (5.00mm)","1.732"" (44.00mm)","-","-","320°F ~ 900°F (160°C ~ 480°C)","17400, 17405"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Soldering_Desoldering_Tools_Accessories.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17400-N94.jpg,243-1233-ND,17400-N94,Aven Tools,SOLDER TIPS STYLE N9-1 2PC,10,0,"4.77000","0","1","400","Active","Soldering","-","-","0.157"" (4.00mm)","1.732"" (44.00mm)","-","-","320°F ~ 900°F (160°C ~ 480°C)","17400, 17405"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MT3.jpg,MT3AT-ND,MT3,Apex Tool Group,4MM CHISEL TIP FOR SP25D QTY 2,5,0,"5.70000","0","1","Weller®, MT","Active","Soldering","Chisel","0.015"" (0.38mm)","0.157"" (4.00mm)","-","-","-","-","SP23, SP25"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-IS.tif,//media.digikey.com/photos/Hakko/T18-IS.JPG,1691-1181-ND,T18-IS,"American Hakko Products, Inc.","TIP,SI,FX-8801/907/900M/913",15,0,"7.07000","0","1","T18","Active","Soldering","Conical","-","-","0.433"" (11.00mm)","0.008"" (0.20mm) OD","-","-","900M, 907, 913, FX-600, FX-8801"
https://www.techspray.com/content/msds/TS-PL-HS%20series_ENG_TDS.pdf,//media.digikey.com/photos/Chemtronics/HS-4785.JPG,HS-4785-ND,HS-4785,Techspray,PLATO SLDER TIP CONICAL 1.0 MM,22,0,"7.67000","0","1","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/MP133.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MP133.jpg,MP133-ND,MP133,Apex Tool Group,TIP SINGLE FLAT 1/32"" FOR WM120,20,0,"8.00000","0","1","Weller®, MP","Active","Soldering","Bevel","-","0.031"" (0.80mm)","0.437"" (11.10mm)","-","-","800°F (427°C)","WM120"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054445299.jpg,T0054445299N-ND,T0054445299N,Apex Tool Group,TIP REPLACEMENT CHISEL 4.7MM,16,0,"9.20000","0","1","Weller®, LHT","Active","Soldering","Chisel","0.079"" (2.00mm)","0.276"" (7.00mm)","-","-","-","-","WSP150"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_PPT5.jpg,PPT5-ND,PPT5,Apex Tool Group,TIP SOLDER DBL FLAT 1/32""FOR P2C,16,0,"10.30000","0","1","Weller®, Portasol®","Active","Soldering","Flat, Double","-","0.031"" (0.80mm)","0.457"" (11.60mm)","-","-","850°F (450°C)","P2C, P2KC"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BCF2.JPG,1691-1121-ND,T15-BCF2,"American Hakko Products, Inc.",SOLDERING TIP SHAPE-2BC TINNED S,9,0,"10.47000","0","1","T15","Active","Soldering","Bevel 45°","0.083"" (2.10mm)","0.079"" (2.00mm)","0.453"" (11.50mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
