Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tip - Type","Tip - Shape","Height","Width","Length","Diameter","Tip - Chip Size","Temperature Range","For Use With/Related Products"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054486099.jpg,T0054486099N-ND,T0054486099N,Apex Tool Group,TIP XNT K CHISEL 1.2MM,44,0,"9.40000","0","1","Weller®, XNT","Active","Rework","Chisel","0.016"" (0.40mm)","0.047"" (1.19mm)","1.102"" (28.00mm)","-","-","-","WP65"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/MFG_WPS10.jpg,WPS10-ND,WPS10,Apex Tool Group,REPLACE TIP CONICAL FOR WPS18MP,60,0,"10.50000","0","1","Weller®, WP","Active","Soldering","Conical","-","-","1.000"" (25.40mm)","0.031"" (0.80mm) OD","-","850°F (450°C)","WPS18MP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/PPT6.JPG,PPT6-ND,PPT6,Apex Tool Group,TIP SOLDER DBL FLAT 3/32""FOR P2C,37,0,"10.80000","0","1","Weller®, Portasol®","Active","Soldering","Flat, Double","-","0.094"" (2.39mm)","0.457"" (11.60mm)","-","-","850°F (450°C)","P2C, P2KC"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/PPT1.JPG,PPT1-ND,PPT1,Apex Tool Group,TIP SOLDER FLAT 1/32"" FOR P2C,35,0,"10.80000","0","1","Weller®, Portasol®","Active","Soldering","Sloped","-","-","0.457"" (11.60mm)","0.031"" (0.80mm) OD","-","850°F (450°C)","P2C, P2KC"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NT4.JPG,NT4N-ND,NT4N,Apex Tool Group,TIP SOLDER RND DIM .047"" .390""L,61,0,"11.90000","0","1","Weller®, NT","Active","Soldering","Round","-","-","0.390"" (9.91mm)","-","-","-","WMP"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NTB.JPG,NTBN-ND,NTBN,Apex Tool Group,TIP SOLDER CHISEL DIM .094"",56,0,"11.90000","0","1","Weller®, NT","Active","Soldering","Chisel","0.031"" (0.80mm)","0.094"" (2.40mm)","0.289"" (7.34mm)","-","-","-","WMP"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NTC.JPG,NTCN-ND,NTCN,Apex Tool Group,TIP SOLDER CHISEL DIM .126"",50,0,"11.90000","0","1","Weller®, NT","Active","Soldering","Chisel","0.031"" (0.80mm)","0.125"" (3.18mm)","0.305"" (7.75mm)","-","-","-","WMP"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NT6.JPG,NT6N-ND,NT6N,Apex Tool Group,TIP SOLDER CHISEL DIM .063X.372"",38,0,"11.90000","0","1","Weller®, NT","Active","Soldering","Chisel","0.016"" (0.40mm)","0.063"" (1.60mm)","0.372"" (9.45mm)","-","-","-","WMP"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NTH.jpg,NTHN-ND,NTHN,Apex Tool Group,NTH SOLDERING TIP CHISEL 0 8MM,31,0,"12.60000","0","1","Weller®, NT","Active","Soldering","Chisel","0.016"" (0.40mm)","0.031"" (0.80mm)","-","-","-","-","WMP"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NT1X.JPG,NT1XN-ND,NT1XN,Apex Tool Group,TIP SOLDER BENT DIM .016"" .321""L,89,0,"14.20000","0","1","Weller®, NT","Active","Soldering","Bent","0.016"" (0.40mm)","0.063"" (1.60mm)","-","-","-","-","WMP"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/0054470399.JPG,T0054470399N-ND,T0054470399N,Apex Tool Group,TIP CHISEL XTA 1.6MM X 0.7MM,75,0,"14.30000","0","1","Weller®, XT","Active","Soldering","Chisel","0.028"" (0.70mm)","0.063"" (1.60mm)","1.437"" (36.50mm)","-","-","-","WP120"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054470599.JPG,T0054470599N-ND,T0054470599N,Apex Tool Group,TIP CHISEL XTC 0.8MM FOR WP120,71,0,"14.30000","0","1","Weller®, XT","Active","Soldering","Chisel","0.031"" (0.80mm)","0.125"" (3.18mm)","1.417"" (36.00mm)","-","-","-","WP120"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054471499,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054471499.JPG,T0054471499-ND,T0054471499,Apex Tool Group,TIP CONICAL XTO .039 X 1.437,50,0,"14.30000","0","1","Weller®, XT","Active","Soldering","Conical","-","-","1.437"" (36.50mm)","0.039"" (1.00mm) OD","-","-","WP120"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/EPH106.jpg,EPH106-ND,EPH106,Apex Tool Group,TIP REPLACEMENT SCREWDRVR .062"",43,0,"15.30000","0","1","Weller®, EPH","Active","Soldering","Screwdriver","-","0.060"" (1.52mm)","0.437"" (11.10mm)","-","-","-","EC3001, EC1301, EC1302A, EC1302B"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0051314699.jpg,T0051314699N-ND,T0051314699N,Apex Tool Group,DESOLDER TIP FOR DXV80 2.7X1.2MM,39,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","1.142"" (29.00mm)","0.047"" (1.20mm) ID, 0.106"" (2.70mm) OD","-","-","DS80, DSV80"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/DX113.jpg,T0051314399N-ND,T0051314399N,Apex Tool Group,DESOLDER TIP FOR DXV80 2.5X1.2MM,34,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.325"" (8.26mm)","0.047"" (1.20mm) ID, 0.098"" (2.50mm) OD","-","-","DS80, DSV80"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/T0054486399.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054486399.jpg,T0054486399N-ND,T0054486399N,Apex Tool Group,TIP XNT KN KNIFE 2.0MM,89,0,"16.40000","0","1","Weller®, XNT","Active","Rework","Knife","0.079"" (2.00mm)","-","1.299"" (33.00mm)","-","-","-","WP65"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-IL.jpg,1691-1140-ND,T15-IL,"American Hakko Products, Inc.","TIP,CONICAL,R0.1 X 12.7MM,FM-202",50,0,"16.77000","0","1","T15","Active","Soldering","Conical","-","-","0.500"" (12.70mm)","0.008"" (0.20mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054485399,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054485399.jpg,T0054485399-ND,T0054485399,Apex Tool Group,TIP XNT D CHISEL 4MM,46,0,"17.40000","0","1","Weller®, XNT","Active","Rework","Chisel","0.031"" (0.80mm)","0.157"" (4.00mm)","1.063"" (27.00mm)","-","-","-","WP65"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/EPH112.JPG,EPH112-ND,EPH112,Apex Tool Group,LONG CONICK TIP,30,0,"17.90000","0","1","Weller®, EPH","Active","Soldering","Micro Fine","-","-","0.625"" (15.88mm)","0.015"" (0.38mm) OD","-","-","EC1301, EC1302"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054414699,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054414699.jpg,T0054414699-ND,T0054414699,Apex Tool Group,"TIP, 3MM THERMAL TWEEZER 2PC",25,0,"19.20000","0","1","Weller®, WTA","Active","Desoldering","Tiplet","-","0.118"" (3.00mm)","-","-","-","-","WTA50"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054460999N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054460999.jpg,T0054460999N-ND,T0054460999N,Apex Tool Group,TIP RT9 CHISEL CARTRIDGE - WMRP,54,0,"25.50000","0","1","Weller®, RT","Active","Soldering","Chisel","0.016"" (0.40mm)","0.031"" (0.80mm)","-","-","-","-","WMRP, WMRP-MS, WXMP, WXMP-MS"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054461099N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054461099.jpg,T0054461099N-ND,T0054461099N,Apex Tool Group,TIP RT10 GULL WING CARTRIDGE,46,0,"25.50000","0","1","Weller®, RT","Active","Soldering","Gull Wing","0.047"" (1.19mm)","0.079"" (2.00mm)","-","-","-","-","WMRP, WMRP-MS, WXMP, WXMP-MS"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054460699N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054460699.JPG,T0054460699N-ND,T0054460699N,Apex Tool Group,TIP RT6 ROUND BEVEL 45 DEG 1.2MM,44,0,"25.50000","0","1","Weller®, RT","Active","Soldering","Bevel 45°","-","0.047"" (1.19mm)","-","-","-","-","WMRP, WMRP-MS, WXMP, WXMP-MS"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054461699N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054461699N-ND,T0054461699N,Apex Tool Group,CHISEL CARTRIDGE RT3MS 1.3X0.4MM,14,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058768744N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0058768744.JPG,T0058768744N-ND,T0058768744N,Apex Tool Group,TNR70 ROUND NOZZLE 7MM,34,0,"25.90000","0","1","Weller®","Not For New Designs","Rework (Hot Air)","Pencil","4.900"" (124.46mm)","6.299"" (160.00mm)","8.307"" (211.00mm)","-","Chip","122°F ~ 1112°F (50°C ~ 600°C)","Weller® WTHA1 Hot Air Station"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T30-I.jpg,1691-1199-ND,T30-I,"American Hakko Products, Inc.","TIP, CONICAL, R0.1 X 6MM, MICRO,",43,0,"36.57000","0","1","T30","Active","Soldering","Conical","-","-","0.236"" (6.00mm)","0.004"" (0.10mm) OD","-","-","FM-2032"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054461599N,//media.digikey.com/photos/Apex%20Tool%20Photos/T0054461599.JPG,T0054461599N-ND,T0054461599N,Apex Tool Group,CHISEL TIP CARTRIDGE RT1SCMS 0.4,72,0,"37.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054461199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054461199.jpg,T0054461199N-ND,T0054461199N,Apex Tool Group,TIP RT11 CHISEL CARTRIDGE - WMRP,54,0,"39.10000","0","1","Weller®, RT","Active","Soldering","Chisel","0.035"" (0.90mm)","0.142"" (3.60mm)","0.748"" (19.00mm)","-","-","-","WMRP, WMRP-MS, WXMP, WXMP-MS"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-08.JPG,1691-1091-ND,N3-08,"American Hakko Products, Inc.","NOZZLE,0.8MM,FM-2024",80,0,"49.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.421"" (10.70mm)","0.031"" (0.80mm) ID, 0.079"" (2.00mm) OD","-","-","FM-2024, FM-205"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N3-16.JPG,1691-1094-ND,N3-16,"American Hakko Products, Inc.","NOZZLE,1.6MM,FM-2024",43,0,"49.97000","0","1","N3","Active","Desoldering","Nozzle","-","-","0.421"" (10.70mm)","0.063"" (1.60mm) ID, 0.118"" (3.00mm) OD","-","-","FM-2024, FM-205"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054414199,//media.digikey.com/photos/Cooper%20Industries%20Photos/0054414199.jpg,T0054414199-ND,T0054414199,Apex Tool Group,"TIP, 1MM THERMAL TWEEZER 2PC",38,0,"50.44000","0","1","Weller®, WTA","Active","Desoldering","Tiplet","-","0.039"" (1.00mm)","-","-","-","-","WTA50"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058768742N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0058768742.JPG,T0058768742N-ND,T0058768742N,Apex Tool Group,TNR 25 ROUND NOZZLE 2.5MM,14,0,"54.00000","0","1","Weller®","Active","Rework (Hot Air)","Pencil","4.900"" (124.46mm)","6.299"" (160.00mm)","8.307"" (211.00mm)","-","Chip","122°F ~ 1112°F (50°C ~ 600°C)","Weller® WTHA1 Hot Air Station"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058768745N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0058768745.JPG,T0058768745N-ND,T0058768745N,Apex Tool Group,TNRB 17 ROUND NOZZLE 1.7MM X 45,9,0,"56.00000","0","1","Weller®","Not For New Designs","Rework (Hot Air)","Pencil","4.900"" (124.46mm)","6.299"" (160.00mm)","8.307"" (211.00mm)","-","Chip","122°F ~ 1112°F (50°C ~ 600°C)","Weller® WTHA1 Hot Air Station"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T9-L1.JPG,1691-1204-ND,T9-L1,"American Hakko Products, Inc.","TIP,1L,2PK,FM-2023",70,0,"62.97000","0","1","T9","Active","Tweezer","-","-","0.039"" (1.00mm)","-","-","Chip","-","FM-2032"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T9-I.JPG,1691-1203-ND,T9-I,"American Hakko Products, Inc.","TIP,I,2PK,FM-2023",53,0,"62.97000","0","1","T9","Active","Tweezer","-","-","-","-","0.008"" (0.20mm) OD","Chip","-","FM-2032"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465399N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054465399.JPG,T0054465399N-ND,T0054465399N,Apex Tool Group,TIP SET FOR WMRT 3.0 X 0.7MM,41,0,"64.00000","0","1","Weller®, RTW","Active","Tweezer","Chisel","0.039"" (1.00mm)","0.118"" (3.00mm)","-","-","-","-","WMRT, WMRT-MS, WXMT"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465499N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054465499.JPG,T0054465499N-ND,T0054465499N,Apex Tool Group,TIP SET FOR WMRT 6.0 X 0.7MM,31,0,"64.00000","0","1","Weller®, RTW","Active","Tweezer","Chisel","0.039"" (1.00mm)","0.236"" (6.00mm)","-","-","-","-","WMRT, WMRT-MS, WXMT"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-1403.JPG,1691-1110-ND,T15-1403,"American Hakko Products, Inc.","TIP,BLADE,21.2MM LONG,FM-2027",18,0,"87.17000","0","1","T15","Active","Soldering","Spatula","0.079"" (2.00mm)","0.835"" (21.20mm)","0.283"" (7.20mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054450199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054450199.jpg,T0054450199N-ND,T0054450199N,Apex Tool Group,SMT01 TIP BL 10.4X0.6X7.1MM W/O,22,0,"93.00000","0","1","Weller®, LT","Active","Rework, SMD","Blade","0.024"" (0.60mm)","0.409"" (10.40mm)","0.280"" (7.11mm)","-","-","-","WP80, WSP80"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051515599N,//media.digikey.com/photos/Cooper%20Industries%20Photos/0051515599.JPG,T0051515599N-ND,T0051515599N,Apex Tool Group,KIT SMD CHIP REMOVAL NOZZLE,15,0,"404.00000","0","1","Weller®, WRK","Active","Rework (Hot Air), SMD","Assorted","-","-","Assorted","-","-","-","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/PTC6.JPG,PTC6-ND,PTC6,Apex Tool Group,TIP REPLACEMENT .125"" 600 DEG,30,0,"3.90000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.024"" (0.60mm)","0.125"" (3.18mm)","0.625"" (15.88mm)","-","-","600°F (316°C)","TC201, TCP"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/Soldering_Desoldering_Tools_Accessories.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17400-N91.jpg,243-1230-ND,17400-N91,Aven Tools,SOLDER TIPS STYLE N9-1 2PC,84,0,"4.77000","0","1","400","Active","Soldering","Conical","-","-","-","0.008"" (0.20mm) OD","-","320°F ~ 900°F (160°C ~ 480°C)","17400"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054441199N.jpg,T0054441199N-ND,T0054441199N,Apex Tool Group,TIP REPLACEMENT 3.2MM FOR WS,29,0,"5.00000","0","1","Weller®, LT","Active","Soldering","Chisel","-","0.126"" (3.20mm)","0.669"" (17.00mm)","-","-","-","WP80, WSP80"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-S7.tif,//media.digikey.com/Photos/Hakko/T18-S7.JPG,1691-1186-ND,T18-S7,"American Hakko Products, Inc.","TIP,C1.18,FX-8801,907/900M/913",56,0,"5.27000","0","1","T18","Active","Soldering","Bevel 60°","-","0.047"" (1.19mm)","0.571"" (14.50mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-C1_CF1%20(2).tif,//media.digikey.com/Photos/Hakko/T18-C2.jpg,1691-1171-ND,T18-C2,"American Hakko Products, Inc.","TIP,2C,FX-8801/907/900M/913",81,0,"5.67000","0","1","T18","Active","Soldering","Bevel 45°","0.083"" (2.10mm)","0.079"" (2.00mm)","Assorted","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-S6.tif,//media.digikey.com/Photos/Hakko/T18-S6.JPG,1691-1185-ND,T18-S6,"American Hakko Products, Inc.","TIP,C1.27,MICRO,FX-8801/907/900M",56,0,"5.67000","0","1","T18","Active","Soldering","Bevel 60°","0.051"" (1.30mm)","0.051"" (1.30mm)","0.650"" (16.50mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-C1_CF1%20(1).tif,//media.digikey.com/Photos/Hakko/T18-C1.JPG,1691-1170-ND,T18-C1,"American Hakko Products, Inc.","TIP,1C,FX-8801/907/900M/913",87,0,"6.47000","0","1","T18","Active","Soldering","Bevel 60°","0.039"" (1.00mm)","0.039"" (1.00mm)","0.531"" (13.50mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-D32.tif,//media.digikey.com/Photos/Hakko/T18-DL32.jpg,1691-1179-ND,T18-DL32,"American Hakko Products, Inc.","TIP,3.2LD,FX-8801/907/900M/913",54,0,"6.47000","0","1","T18","Active","Soldering","Chisel","0.039"" (1.00mm)","0.126"" (3.20mm)","0.886"" (22.50mm)","-","-","-","FX-601, FX-8805"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-DL2.tif,//media.digikey.com/Photos/Hakko/T18-DL2.jpg,1691-1178-ND,T18-DL2,"American Hakko Products, Inc.","TIP,2LD,FX-8801/907/900M/913",52,0,"6.47000","0","1","T18","Active","Soldering","Chisel","0.039"" (1.00mm)","0.079"" (2.00mm)","0.886"" (22.50mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-I.tif,//media.digikey.com/Photos/Hakko/T18-I.JPG,1691-1180-ND,T18-I,"American Hakko Products, Inc.","TIP,I,FX-8801/907/900M/913",99,0,"6.67000","0","1","T18","Active","Soldering","Conical","-","-","0.571"" (14.50mm)","0.008"" (0.20mm) OD","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-S4.tif,//media.digikey.com/Photos/Hakko/T18-S4.JPG,1691-1184-ND,T18-S4,"American Hakko Products, Inc.","TIP,SMD,FX-8801/907/900M/913",63,0,"6.67000","0","1","T18","Active","Soldering","Conical","-","-","0.571"" (14.50mm)","0.005"" (0.13mm) OD","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T18-C05.JPG,1691-1168-ND,T18-C05,"American Hakko Products, Inc.","TIP,0.5C,FX-8801/907/900M/913",82,0,"7.47000","0","1","T18","Active","Soldering","Bevel 45°","0.020"" (0.50mm)","0.020"" (0.51mm)","0.531"" (13.50mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-C08.tif,//media.digikey.com/Photos/Hakko/T18-C08.JPG,1691-1169-ND,T18-C08,"American Hakko Products, Inc.","TIP,0.8C,FX-8801/907/900M/913",48,0,"7.47000","0","1","T18","Active","Soldering","Bevel 45°","0.028"" (0.70mm)","0.031"" (0.80mm)","0.610"" (15.50mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-SB.tif,//media.digikey.com/photos/Hakko/T18-SB.JPG,1691-1188-ND,T18-SB,"American Hakko Products, Inc.","TIP,SB,FX-8801/907/900M/913",33,0,"7.47000","0","1","T18","Active","Soldering","Conical","-","-","0.520"" (13.21mm)","0.008"" (0.20mm) OD","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/T18-S3.tif,//media.digikey.com/photos/Hakko/T18-S3.JPG,1691-1183-ND,T18-S3,"American Hakko Products, Inc.","TIP,13/64IN. D,FX-8801/907/900M/",30,0,"8.57000","0","1","T18","Active","Soldering","Chisel","0.039"" (1.00mm)","0.205"" (5.20mm)","0.709"" (18.00mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/T18-BR02.JPG,1691-1167-ND,T18-BR02,"American Hakko Products, Inc.","TIP,0.2RB,FX-8801/907/900M/913",73,0,"9.47000","0","1","T18","Active","Soldering","Conical, Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","-","Hakko 703, 900, 907, 913, 928, 936, 937, FX-888"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MT10.jpg,MT10AT-ND,MT10,Apex Tool Group,MT10 CRD 1/4IN CHISEL TIP QTY 2,26,0,"10.20000","0","1","Weller®, MT","Active","Soldering","Chisel","-","0.250"" (6.35mm)","-","-","-","700°F (371°C)","SP40"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-B.JPG,1691-1113-ND,T15-B,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 7.5MM,FM-2027",95,0,"10.47000","0","1","T15","Active","Soldering","Conical","-","-","0.295"" (7.50mm)","0.008"" (0.20mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BC3.JPG,1691-1120-ND,T15-BC3,"American Hakko Products, Inc.","TIP,BEVEL,3MM/45 X 10MM,FM-2027",85,0,"10.47000","0","1","T15","Active","Soldering","Bevel 45°","0.130"" (3.30mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-B2.JPG,1691-1114-ND,T15-B2,"American Hakko Products, Inc.","TIP,CONICAL,R0.5 X 10MM,FM-2027",67,0,"10.47000","0","1","T15","Active","Soldering","Conical","-","-","0.394"" (10.00mm)","0.020"" (0.50mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-D32.JPG,1691-1133-ND,T15-D32,"American Hakko Products, Inc.","TIP,CHISEL,3.2 X 5MM,FM-2027",59,0,"10.47000","0","1","T15","Active","Soldering","Chisel","0.020"" (0.50mm)","0.126"" (3.20mm)","0.197"" (5.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BC1.JPG,1691-1115-ND,T15-BC1,"American Hakko Products, Inc.","TIP,BEVEL,1MM/45 X 11.5MM,FM-202",54,0,"10.47000","0","1","T15","Active","Soldering","Bevel 45°","0.043"" (1.10mm)","0.039"" (1.00mm)","0.453"" (11.50mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-C4.JPG,1691-1125-ND,T15-C4,"American Hakko Products, Inc.","TIP,BEVEL,4MM/45 X 11.5MM,FM-202",42,0,"10.47000","0","1","T15","Active","Soldering","Bevel 45°","0.157"" (4.00mm)","0.157"" (4.00mm)","0.453"" (11.50mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BC2.JPG,1691-1118-ND,T15-BC2,"American Hakko Products, Inc.","TIP,BEVEL,2MM/45 X 11.5MM,FM-202",35,0,"10.47000","0","1","T15","Active","Soldering","Bevel 45°","0.083"" (2.10mm)","0.079"" (2.00mm)","Assorted","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
