Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Abrasive Material","Abrasive Grade","Abrasive Grit","Micron Size","Color","Width","Length","Diameter","Applications"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160561-ND,76630,3M,ROLOC DISC,200,0,"1.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160568-ND,76746,3M,ROLOC DISC,200,0,"1.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20gray.jpg,3M159812-ND,61500037488,3M,SURFACE CONDITION DISC TR 1-1/2"",200,0,"1.86000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M159843-ND,61500052453,3M,SURFACE CONDITION DISC TS 1-1/2"",200,0,"1.86000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M159844-ND,61500052461,3M,SURFACE CONDITION DISC TS 1-1/2"",200,0,"1.86000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M159845-ND,61500052479,3M,SURFACE CONDITION DISC TS 1-1/2"",200,0,"1.86000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158299-ND,11111,3M,ROLOC DISC,200,0,"1.89000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158300-ND,11112,3M,ROLOC DISC,200,0,"1.92000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M159554-ND,49949,3M,ROLOC DISC,200,0,"1.93000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160560-ND,76629,3M,ROLOC DISC,195,0,"1.93000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202-3in.jpg,3M159770-ND,61500013075,3M,SURFACE DISC 2""XNH A MED,200,0,"1.95000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%203%20in%20teal.jpg,3M159780-ND,61500015971,3M,SURFACE DISC 2""XNH A VFN,200,0,"1.95000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,-,3M159471-ND,481-8.5""X11""-30,3M,POLISH FILM SILICON CRBD 11X8.5"",200,0,"1.98000","0","1","Wetordry™","Active","Polishing Film","Silicon Carbide","-","-","-","-","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,-,3M159470-ND,481-8.5""X11""-15,3M,POLISH FILM SILICON CRBD 11X8.5"",200,0,"1.98000","0","1","Wetordry™","Active","Polishing Film","Silicon Carbide","-","-","-","-","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M160643-ND,82114,3M,ROLOC DISC,200,0,"1.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160704-ND,83589,3M,ROLOC DISC,200,0,"1.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_radial%20bristle%20discs%20grade%20400.jpg,3M160220-ND,61500148004,3M,RADIAL BRISTLE DISC 3/4"" 400,192,0,"2.05000","0","1","*","Active","Radial Bristle Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_radial%20bristle%20discs%20grade%20120.jpg,3M160328-ND,61500192226,3M,RADIAL BRISTLE DISC 3/4"" 120,192,0,"2.05000","0","1","*","Active","Radial Bristle Disc","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_high%20strength%20disc%20no%20hole%20red.jpg,3M159936-ND,61500083987,3M,HIGH STRENGTH DISC TR 2"" A MED,200,0,"2.07000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160616-ND,80513,3M,ROLOC DISC,50,0,"2.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/348D_Ds.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_348D.jpg,3M158966-ND,348D,3M,"3M(TM) PSA CLOTH DISC 348D, 5 IN",250,0,"2.15000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158288-ND,11101,3M,ROLOC DISC,200,0,"2.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158287-ND,11100,3M,ROLOC DISC,200,0,"2.18000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500190709.jpg,3M160325-ND,61500190709,3M,GEN PURPHANDPAD 7447B 6X9"" 1=1PC,385,0,"2.21000","0","1","*","Active","Hand Pad","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_615001xxxxx.jpg,3M160326-ND,61500190717,3M,ULTRAFINEHANDPAD7448B 6X9"" 1=1PC,176,0,"2.21000","0","1","*","Active","Hand Pad","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500013xxx.jpg,3M159768-ND,61500013034,3M,SURFACE DISC 2""XNH A CRS,200,0,"2.22000","0","1","Scotch-Brite™","Active","Disc","Aluminum Oxide","Coarse","-","-","Brown","-","-","2.00"" (50.80mm)","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/76755.jpg,3M160572-ND,76755,3M,ROLOC DISC,200,0,"2.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160570-ND,76751,3M,ROLOC DISC,200,0,"2.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160565-ND,76634,3M,ROLOC DISC,150,0,"2.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160564-ND,76633,3M,ROLOC DISC,150,0,"2.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500123155.jpg,3M160068-ND,61500123155,3M,LIGHT CLEANSING PAD 7445B 1=1PC,180,0,"2.27000","0","1","Scotch-Brite™","Active","Hand Pad","-","Super Fine","-","-","White","6.00"" (152.40mm)","9.00"" (228.60mm)","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158290-ND,11103,3M,ROLOC DISC,200,0,"2.28000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158289-ND,11102,3M,ROLOC DISC,200,0,"2.28000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160563-ND,76632,3M,ROLOC DISC,50,0,"2.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_clean%20and%20finish%20disc%20red.jpg,3M160306-ND,61500189511,3M,CLEAN & FINISH DISC 5""XNH A VFN,100,0,"2.33000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_PO-DC-5.jpg,3M162014-ND,PO-DC 5"",3M,SCOTCH-BRITE 7447 PRO DISC 5 IN,100,0,"2.33000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_60MIC-3M263X-TP-SHEET-8.5X11%5E%5E.jpg,3M159744-ND,60MIC 3M263X TP SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11""X8.5"",195,0,"2.35000","0","1","263X","Active","Lapping Film","Aluminum Oxide","-","-","60µ","White","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_40MIC-3M263X-TP-SHEET-8.5X11%5E%5E.jpg,3M159186-ND,40MIC 3M263X TP SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11""X8.5"",173,0,"2.35000","0","1","263X","Active","Lapping Film","Aluminum Oxide","-","-","40µ","Blue","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1MIC-3M262X-TF-SHEET-8.5X11%5E%5E.jpg,3M158612-ND,1MIC 3M262X TF SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11""X8.5"",121,0,"2.35000","0","1","262X","Active","Lapping Film","Aluminum Oxide","-","-","1µ","Green","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158291-ND,11104,3M,ROLOC DISC,200,0,"2.38000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_615001xxxxx.jpg,3M160072-ND,61500123247,3M,ULTRAFINEHANDPAD 7448 6X9"" 1=1PC,334,0,"2.43000","0","1","*","Active","Hand Pad","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20red.jpg,3M159841-ND,61500052347,3M,SURFACE CONDITION DISC TP 2"",200,0,"2.43000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M160201-ND,61500141728,3M,SURFACE CONDITION DISC TR 2"",350,0,"2.45000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M160200-ND,61500141710,3M,SURFACE CONDITION DISC TR 2"",300,0,"2.45000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M160202-ND,61500141736,3M,SURFACE CONDITION DISC TR 2"",300,0,"2.45000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M160229-ND,61500151040,3M,SURFACE CONDITION DISC TSM 2"",200,0,"2.45000","0","1","Scotch-Brite™","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M160233-ND,61500151099,3M,SURFACE CONDITION DISC TSM 2"",180,0,"2.45000","0","1","Scotch-Brite™","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M160228-ND,61500151032,3M,SURFACE CONDITION DISC TSM 2"",150,0,"2.45000","0","1","Scotch-Brite™","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500123213.jpg,3M160070-ND,61500123213,3M,LGHTCLEANSINGPAD7445 6X9"" 1=1PC,335,0,"2.50000","0","1","Scotch-Brite™","Active","Hand Pad","-","Super Fine","-","-","White","6.00"" (152.40mm)","9.00"" (228.60mm)","-","-"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_12MIC-3M261X-SHEET-8.5X11%5E%5E.jpg,3M158461-ND,12MIC 3M261X SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11""X8.5"",163,0,"2.50000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","12µ","Yellow","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160582-ND,777F-3""-36YF,3M,ROLOC DISC,200,0,"2.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160567-ND,76743,3M,ROLOC DISC,200,0,"2.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/76631.JPG,3M160562-ND,76631,3M,ROLOC DISC,200,0,"2.51000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_radial%20bristle%20discs%20grade%20120.jpg,3M160244-ND,61500151586,3M,RADIAL BRISTLE DISC THIN 1=1PC,192,0,"2.51000","0","1","Scotch-Brite™","Active","Radial Bristle Disc","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_high%20strength%20disc%204-6.jpg,3M159791-ND,61500026259,3M,HI STRNGTH DISC 3X1/4"" A VFN,200,0,"2.53000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202-3in.jpg,3M159771-ND,61500013083,3M,SURFACE DISC 3""XNH A MED,100,0,"2.55000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%203%20in%20teal.jpg,3M159781-ND,61500015989,3M,SURFACE DISC 3""XNH A VFN,100,0,"2.55000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158292-ND,11105,3M,ROLOC DISC,200,0,"2.57000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://multimedia.3m.com/mws/media/276102O/3mtm-lapping-film-461x-462x-463x-466x-468x-468xy-468xw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_15MIC-3M461X-TC-SHEET-8.5X11%5E%5E.jpg,3M158554-ND,15MIC 3M461X TC SHEET 8.5X11"",3M,LAPPING FLM SILICON CRBD 11X8.5"",90,0,"2.59000","0","1","461X","Active","Lapping Film","Silicon Carbide","-","-","15µ","Gray","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_615002905xx.jpg,3M160344-ND,61500290558,3M,EXTRADUTYHANDPAD6444B 6X9"" 1=1PC,178,0,"2.60000","0","1","Scotch-Brite™","Active","Hand Pad","Aluminum Oxide","Fine","-","-","Brown","6.00"" (152.40mm)","9.00"" (228.60mm)","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500290566.jpg,3M160345-ND,61500290566,3M,LGHTDTY HANDPAD 6448 6X9"" 1=1PC,178,0,"2.60000","0","1","Scotch-Brite™","Active","Hand Pad","Silicon Carbide","Ultra Fine","-","-","Dark Gray","6.00"" (152.40mm)","9.00"" (228.60mm)","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20no%20hole%20red.jpg,3M160332-ND,61500193018,3M,SL SURFACE CONDITION DISC TR 2"",200,0,"2.61000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20no%20hole.jpg,3M160334-ND,61500193034,3M,SL SURFACE CONDITION DISC TR 2"",200,0,"2.61000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20no%20hole.jpg,3M160336-ND,61500193059,3M,SL SURFACE CONDITION DISC TR 2"",200,0,"2.61000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20no%20hole.jpg,3M160338-ND,61500193075,3M,SL SURFACE CONDITION DISC TR 2"",200,0,"2.61000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161015-ND,AL-DR-2""-NH A CRS,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,200,0,"2.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161016-ND,AL-DR-2""-NH A MED,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,200,0,"2.63000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161007-ND,AL-DM-2""-NH A CRS,3M,SCOTCH-BRITE ROLOC SURFACE CONDI,200,0,"2.63000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161017-ND,AL-DR-2""-NH A VFN,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,199,0,"2.63000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161008-ND,AL-DM-2""-NH A MED,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,199,0,"2.63000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3MIC-3M261X-SHEET-8.5X11%5E%5E.jpg,3M162497-ND,3MIC 3M261X SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11""X8.5"",203,0,"2.66000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","3µ","Pink","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_9MIC-3M261X-SHEET-8.5X11%5E%5E.jpg,3M160994-ND,9MIC 3M261X SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11""X8.5"",129,0,"2.66000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","9µ","Blue","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_.3MIC-3M261X-SHEET-8.5X11%5E%5E.jpg,3M158104-ND,.3MIC 3M261X SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11X8.5"",92,0,"2.66000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","0.3µ","White","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_30MIC-3M261X-SHEET-8.5X11%5E%5E.jpg,3M158836-ND,30MIC 3M261X SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11 X8.5"",89,0,"2.66000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","30µ","Green","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_5MIC-3M261X-SHEET-8.5X11%5E%5E.jpg,3M159719-ND,5MIC 3M261X SHEET 8.5X11"",3M,LAPPING FILM ALUM OXIDE 11X 8.5"",42,0,"2.66000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","5µ","Brown","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M159847-ND,61500052503,3M,SURFACE CONDITION DISC TS 2"",400,0,"2.67000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M159848-ND,61500052511,3M,SURFACE CONDITION DISC TS 2"",400,0,"2.67000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20gray.jpg,3M159849-ND,61500052529,3M,SURFACE CONDITION DISC TS 2"",200,0,"2.67000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M160197-ND,61500140902,3M,SURFACE CONDITION DISC TR 2"",200,0,"2.67000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
