Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Filter Type","Configuration","Voltage - Rated DC","Voltage - Rated AC","Voltage - Rated AC (Phase to Ground/Neutral)","Voltage - Rated AC (Phase to Phase)","Current","Frequency - Operating","Applications","Approvals","Operating Temperature","Mounting Type","Termination Style","Inductance"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-1248-ND,FN2010-12-06,Schaffner EMC Inc.,LINE FILTER 250VAC 12A CHASS MNT,135,960,"14.78000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","12A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","700µH"
https://www.curtisind.com/wp-content/uploads/F1100-F1150-F1199-RFI-Filters.pdf,//media.digikey.com/photos/Curtis%20Industries%20Photos/f1199bb02.JPG,364-1054-ND,F1199BB02,Curtis Industries,LINE FILTER 250VAC 2A CHASS MNT,891,0,"15.07000","0","1","F1199","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","CE, CSA, TUV, UR","-","Chassis Mount","Wire Leads","-"
https://www.curtisind.com/wp-content/uploads/F3000-F3100-F3200-F3400-F3500-RFI-Filters.pdf,//media.digikey.com/Photos/Curtis%20Industries%20Photos/F3000AA06.jpg,364-1154-ND,F3000AA06,Curtis Industries,LINE FILTER 250VAC 6A CHASS MNT,337,0,"15.09000","0","1","F3000","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","Medical","CE, CSA, TUV, UR","-","Chassis Mount","Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2VB1&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/1VB1,2VB1,6EH1.jpg",CCM1301-ND,2VB1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 2A CHASS MNT,367,0,"15.34000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","539µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1VB3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1VB3.JPG,CCM1310-ND,6609021-2,TE Connectivity Corcom Filters,LINE FILTER 250VAC 1A CHASS MNT,3351,0,"15.46000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","1A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","1.86mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-1250-ND,FN2010-16-06,Schaffner EMC Inc.,LINE FILTER 250VAC 16A CHASS MNT,172,1020,"15.96000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","16A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","700µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2030-general-purpose-emcemi-filter-with-high-attenuation-performance/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2030-SERIES.jpg,817-2383-ND,FN2030B-10-06,Schaffner EMC Inc.,LINE FILTER 250VAC 10A CHASS MNT,194,100,"16.38000","0","1","FN 2030","Active","Single Phase","Single Stage","-","250V","-","-","10A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","8mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3VB1&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/3VB1,5VB1.jpg",CCM1302-ND,3VB1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,318,0,"16.87000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","1.76mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-12-06.JPG,817-1266-ND,FN2020-12-06,Schaffner EMC Inc.,LINE FILTER 250VAC 12A CHASS MNT,132,0,"16.92000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","12A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","700µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-16-06.JPG,817-1268-ND,FN2020-16-06,Schaffner EMC Inc.,LINE FILTER 250VAC 16A CHASS MNT,122,0,"17.18000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","16A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","650µH"
https://www.curtisind.com/wp-content/uploads/F1300-F1350-F1399-RFI-Filters.pdf,//media.digikey.com/Photos/Curtis%20Industries%20Photos/F1300AA10.jpg,364-1073-ND,F1399AA10,Curtis Industries,LINE FILTER 250VAC 10A CHASS MNT,541,0,"17.20000","0","1","F1399","Active","Single Phase","Two Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CE, CSA, TUV, UR","-","Chassis Mount","Quick Connect","-"
https://www.curtisind.com/wp-content/uploads/F1300-F1350-F1399-RFI-Filters.pdf,//media.digikey.com/Photos/Curtis%20Industries%20Photos/F1300AA10.jpg,364-1072-ND,F1399AA06,Curtis Industries,LINE FILTER 250VAC 6A CHASS MNT,791,0,"17.25000","0","1","F1399","Active","Single Phase","Two Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CE, CSA, TUV, UR","-","Chassis Mount","Quick Connect","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2030-general-purpose-emcemi-filter-with-high-attenuation-performance/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN2030-1-06.jpg,817-1276-ND,FN2030-1-06,Schaffner EMC Inc.,LINE FILTER 250VAC 1A CHASS MNT,351,0,"17.26000","0","1","FN 2030","Active","Single Phase","Single Stage","-","250V","-","-","1A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","20mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-3-07.JPG,817-1261-ND,FN2020-3-07,Schaffner EMC Inc.,LINE FILTER 250VAC 3A CHASS MNT,295,0,"17.56000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","2.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2060-multi-stage-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2060-6-06.JPG,817-1289-ND,FN2060-6-06,Schaffner EMC Inc.,LINE FILTER 250VAC 6A CHASS MNT,102,250,"17.95000","0","1","FN 2060","Active","Single Phase","Two Stage","-","250V","-","-","6A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","970µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EBP_EDP_EOP&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/6EDP.jpg,6609065-3-ND,6609065-3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 6A TH,278,0,"17.96000","0","1","EDP","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Through Hole","PC Pins","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3VB3&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/3VB3,5VB3.jpg",CCM1312-ND,3VB3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,168,0,"17.96000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","1.76mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2030-general-purpose-emcemi-filter-with-high-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2030-4-06.JPG,817-1282-ND,FN2030-4-06,Schaffner EMC Inc.,LINE FILTER 250VAC 4A CHASS MNT,339,0,"18.27000","0","1","FN 2030","Active","Single Phase","Single Stage","-","250V","-","-","4A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","14mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2060-multi-stage-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2060-6-07.JPG,817-1290-ND,FN2060-6-07,Schaffner EMC Inc.,LINE FILTER 250VAC 6A CHASS MNT,602,0,"18.78000","0","1","FN 2060","Active","Single Phase","Two Stage","-","250V","-","-","6A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","970µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EMC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3EMC1.JPG,CCM1738-ND,1-6609037-1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,689,0,"19.02000","0","1","EMC","Active","Single Phase","Two Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2070-multi-stage-performancey-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2070-1-06.JPG,817-1301-ND,FN2070-1-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 1A CHAS,114,0,"19.45000","0","1","FN 2070","Active","Single Phase","Two Stage","-","110V, 250V","-","-","1A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","22mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2030-general-purpose-emcemi-filter-with-high-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2030-16-06.JPG,817-1278-ND,FN2030-16-06,Schaffner EMC Inc.,LINE FILTER 250VAC 16A CHASS MNT,549,760,"19.50000","0","1","FN 2030","Active","Single Phase","Single Stage","-","250V","-","-","16A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","4mH"
https://www.us.tdk-lambda.com/ftp/specs/etl_rsan.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSAN-2006-2030.JPG,285-2819-ND,RSAN-2006,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 6A CHASS,133,0,"19.61000","0","1","RSAN","Active","Single Phase","Single Stage","250V","250V","-","-","6A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_K_SERIES&DocType=CS&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/2VK1,5VK1,10VK1.jpg",CCM1641-ND,1-6609028-3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 10A CHASS MNT,174,0,"19.98000","0","1","K","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","495µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-1336-ND,FN2090-4-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 4A CHAS,280,40,"20.46000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","4A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","14mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-1909-ND,FN2090B-4-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 4A CHAS,105,0,"20.46000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","4A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","14mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2FB3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/8-1609095-9.jpg,CCM1928-ND,8-1609095-9,TE Connectivity Corcom Filters,LINE FILTER 277VDC/VAC 2A CHASS,605,0,"21.64000","0","1","FB","Active","Single Phase","Single Stage","277V","277V","-","-","2A","50/60Hz","Lighting","CSA, UR, VDE","-10°C ~ 50°C","Chassis Mount","Wire Leads","L1 - 890µH, L2 - 1.04mH"
https://www.us.tdk-lambda.com/ftp/specs/etl_rshn.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSHN-%282003-2030%29.JPG,285-2625-ND,RSHN-2006,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 6A CHASS,267,0,"21.27000","0","1","RSHN","Active","Single Phase","Two Stage","250V","250V","-","-","6A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5FB3&DocType=CD&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/9-1609095-1.jpg,CCM1927-ND,9-1609095-1,TE Connectivity Corcom Filters,LINE FILTER 277VDC/VAC 5A CHASS,882,0,"21.39000","0","1","FB","Active","Single Phase","Single Stage","277V","277V","-","-","5A","50/60Hz","Lighting","CSA, UR, VDE","-10°C ~ 50°C","Chassis Mount","Wire Leads","L1 - 420µH, L2 - 440µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2030-general-purpose-emcemi-filter-with-high-attenuation-performance/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2030-SERIES.jpg,817-1885-ND,FN2030B-20-06,Schaffner EMC Inc.,LINE FILTER 250VAC 20A CHASS MNT,210,0,"22.12000","0","1","FN 2030","Active","Single Phase","Single Stage","-","250V","-","-","20A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","4mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_R_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3VR1.JPG,CCM1332-ND,3VR1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,117,0,"22.56000","0","1","R","Active","Single Phase","Two Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","3.52mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2080-multi-stage-high-performance-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2080-1-06.JPG,817-1317-ND,FN2080-1-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 1A CHAS,167,0,"22.84000","0","1","FN 2080","Active","Single Phase","Two Stage","-","110V, 250V","-","-","1A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","22mH"
http://www.qualtekusa.com/images/EMI_Filters/pdf/85020004.pdf,//media.digikey.com/photos/Qualtek%20Photos/850-20^004.JPG,Q456-ND,850-20/004,Qualtek,LINE FILTER 115/250VAC 20A CHASS,115,96,"24.95000","0","1","850","Active","Single Phase","Two Stage","-","115V, 250V","-","-","20A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 85°C","Chassis Mount","Quick Connect","L1 - 1.73mH, L2 - 30µH"
https://www.us.tdk-lambda.com/ftp/specs/etl_rshn.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSHN-%282003-2030%29.JPG,285-2627-ND,RSHN-2010,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 10A CHASS,107,0,"25.22000","0","1","RSHN","Active","Single Phase","Two Stage","250V","250V","-","-","10A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.tdk-electronics.tdk.com/inf/30/db/emc_2014/B84111A.pdf,//media.digikey.com/Photos/Epcos%20Photos/MFG_B84111A0000B120.jpg,495-75972-ND,B84111A0000B120,EPCOS (TDK),LINE FILTER 250VDC/VAC 20A CHASS,327,0,"26.06000","0","1","B84111A","Active","Single Phase","Single Stage","250V","250V","-","-","20A","50 ~ 60Hz","Medical","CSA, ENEC, UL","-","Chassis Mount","Quick Connect","-"
http://www.deltaww.com/filecenter/Products/download/04/0406/general_two/DR.pdf,//media.digikey.com/photos/Delta%20Photos/20DRGG5.JPG,603-1147-ND,20DRGG5,Delta Electronics,LINE FILTER 115/250VAC 20A CHASS,574,0,"27.46000","0","1","DR","Active","Single Phase","Two Stage","-","115V, 250V","-","-","20A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","1mH"
https://us.schurter.com/pdf/english/typ_FMEB.pdf,//media.digikey.com/photos/Schurter%20Photos/5500.2224.JPG,486-1403-ND,5500.2224,Schurter Inc.,LINE FILTER 43/80VDC 10A CHAS,279,0,"30.19000","0","1","FMEB","Active","DC","Single Stage","43V, 80V","-","-","-","10A","-","General Purpose","cURus, ENEC, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","200µH"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FMAB-72.pdf,//media.digikey.com/Photos/Schurter%20Photos/MFG_5500.2025.jpg,486-3393-ND,5500.2025,Schurter Inc.,LINE FILTER 125/250VAC 16A TH,3396,140,"32.64000","0","1","FMAB-72","Active","Single Phase","Single Stage","-","125V, 250V","-","-","16A","50/60Hz","General Purpose","cURus, ENEC, VDE","-25°C ~ 100°C","Through Hole","PC Pins","650µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6EG1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/6EG1.JPG,CCM1744-ND,6EG1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 6A CHASS MNT,592,0,"37.45000","0","1","G","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","3.45mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2060-multi-stage-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2060-20-08.JPG,817-1299-ND,FN2060-20-08,Schaffner EMC Inc.,LINE FILTER 250VAC 20A CHASS MNT,247,0,"39.88000","0","1","FN 2060","Active","Single Phase","Two Stage","-","250V","-","-","20A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M4)","600µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=20AYO1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/20ayo1.JPG,CCM1684-ND,20AYO1,TE Connectivity Corcom Filters,LINE FILTER 20A CHASSIS MOUNT,127,0,"41.98000","0","1","AYO","Active","Three Phase (Wye)","Single Stage","-","-","250V","440V","20A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_HT_SERIES&DocType=CS&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/6ET1,6EHT1.jpg",CCM1606-ND,6609053-5,TE Connectivity Corcom Filters,LINE FILTER 250VAC 6A CHASS MNT,521,0,"40.99000","0","1","HT","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","18.5mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EMC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/15EMC1.jpg,1-6609037-4-ND,1-6609037-4,TE Connectivity Corcom Filters,LINE FILTER 250VAC 15A CHASS MNT,173,0,"41.11000","0","1","EMC","Active","Single Phase","Two Stage","-","250V","-","-","15A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EMC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/20EMC1.jpg,CCM1933-ND,20EMC1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 20A CHASS MNT,501,0,"43.53000","0","1","EMC","Active","Single Phase","Two Stage","-","250V","-","-","20A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-1907-ND,FN2090B-16-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 16A CHASS,418,100,"44.87000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","16A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","4mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_Q_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3EP3.jpg,3EQ3-ND,3EQ3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,332,0,"46.19000","0","1","Q","Active","Single Phase","Two Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","32.18mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=20EP1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/20EP1.JPG,CCM1685-ND,20EP1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 20A CHASS MNT,85,0,"51.66000","0","1","EP","Active","Single Phase","Two Stage","-","250V","-","-","20A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=15EHZ1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/15EHZ1.JPG,CCM1923-ND,3-1609037-1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 15A CHASS MNT,233,0,"52.80000","0","1","HZ","Active","Single Phase","Single Stage","-","250V","-","-","15A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","5.04mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=20VS1&DocType=Customer+Drawing&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/20VV1,%2020VW1,%2020VS1,%2020VR1.jpg",CCM1648-ND,20VS1,TE Connectivity Corcom Filters,LINE FILTER 120/250VAC 20A CHASS,261,0,"60.95000","0","1","S","Active","Single Phase","Two Stage","-","120V, 250V","-","-","20A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","960µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=40VSK6&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Corcom%20Photos/40VSK6.jpg,CCM1615-ND,1-6609036-6,TE Connectivity Corcom Filters,LINE FILTER 250VAC 40A CHASS MNT,109,0,"65.34000","0","1","SK","Active","Single Phase","Single Stage","-","250V","-","-","40A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Threaded Post (10-32)","2.3mH"
https://www.us.tdk-lambda.com/ftp/specs/etl_rsen.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSEN-2003-2060.jpg,285-2624-ND,RSEN-2040,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 40A CHASS,82,0,"75.65000","0","1","RSEN","Active","Single Phase","Single Stage","250V","250V","-","-","40A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2410-fn-2412-single-and-two-phase-emcemi-filters-for-industrial-electronics/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/fn2410-45-33.JPG,817-1354-ND,FN2410-45-33,Schaffner EMC Inc.,LINE FILTER 250VAC 45A CHASS MNT,46,0,"81.89000","0","1","FN 2410","Active","Single Phase","Single Stage","-","250V","-","-","45A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3025-fn-3026-advanced-emcemi-filter-concept-with-minimum-leakage-current/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3025HL-20-71.JPG,817-1114-ND,FN3025HL-20-71,Schaffner EMC Inc.,LINE FILTER 20A CHASSIS MOUNT,43,1,"95.20000","0","1","FN 3025","Active","Three Phase (Delta)","Single Stage","-","-","300V","520V","20A","DC ~ 60Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-3270-compact-3-phase-emcemi-filter-for-industrial-motor-drive-applications/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN3270H-10-44.JPG,817-1387-ND,FN3270H-10-44,Schaffner EMC Inc.,LINE FILTER 480VAC 10A CHASS MNT,26,0,"96.92000","0","1","FN 3270","Active","Three Phase (Delta)","Single Stage","-","480V","300V","520V","10A","DC ~ 60Hz","Inverters, Power Drive Systems","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Block","-"
