Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Type","Length","Core Diameter","Cladding Diameter","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Tensile Strength","Attenuation - Typ","Refractive Index - Core","Refractive Index - Cladding","Jacket Color","Ratings","Features"
-,-,CG0041PNR-ND,CG0041PNR,General Cable/Carol Brand,4F 62.5 MM TB OFNR DISTRIBTN,0,0,"0.45500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,BEL32160-ND,FI1I001LB,Belden Inc.,FI INTERC OM1 1F OFNR-LS SX,0,0,"0.46000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0061PNR-ND,AP0061PNR,General Cable/Carol Brand,6F SM TB OFNR DISTRIBTN,0,0,"0.46800","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Yellow","OFNR","-"
-,-,BEL32187-ND,FI3I001LC,Belden Inc.,FI INTERC OM3-BIF 1F OFNR-LS,0,0,"0.48000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32211-ND,FISI002LB,Belden Inc.,FI INTERC OS2 2F ZH/OFNR,0,0,"0.48000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32859-ND,B9C003,Belden Inc.,SMPLX3.0 1F OM3 OFNP TB,0,0,"0.48000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0021PNZ-ND,BI0021PNZ,General Cable/Carol Brand,2F MM 50 TB OFNR LOW SMOKE,0,0,"0.48100","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BEL31605-ND,FDSD002P9,Belden Inc.,FD DN_TB OS2 2F OFNP,0,0,"0.49000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32291-ND,FI3I002P0,Belden Inc.,FI OM3 MR2.0 2F OFNP AQ_JKT,0,0,"0.49000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,CG0021PNZ-ND,CG0021PNZ,General Cable/Carol Brand,2F MM 62.5 TB OFNR LOW SMOKE,0,0,"0.49400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,BEL32171-ND,FI2I001RB,Belden Inc.,FI INTERC OM2-BIF 1F OFNR SX,0,0,"0.50000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32199-ND,FI4I001RBA,Belden Inc.,FI INTERC OM4-BIF 1F OFNR SX,0,0,"0.50000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32342-ND,FI4I001RB,Belden Inc.,FI OM4 SX_2.0 1F OFNR EV_JKT,0,0,"0.50000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32161-ND,FI1I001LC,Belden Inc.,FI INTERC OM1 1F OFNR-LS SX,0,0,"0.51000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32230-ND,FI1I002P0,Belden Inc.,FI OM1 MR2.0 2F OFNP OR_JKT,0,0,"0.51000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32142-ND,FISD006R9,Belden Inc.,FI DN_TB OS2 6F OFNR NON_UNI,0,0,"0.52000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32466-ND,FSSC004N0,Belden Inc.,FS CTL_LT OS2 4F OSP,0,0,"0.52000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32212-ND,FISI002LC,Belden Inc.,FI INTERC OS2 2F ZH/OFNR,0,0,"0.53000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32172-ND,FI2I001RC,Belden Inc.,FI INTERC OM2-BIF 1F OFNR SX,0,0,"0.54000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32200-ND,FI4I001RCA,Belden Inc.,FI INTERC OM4-BIF 1F OFNR SX,0,0,"0.54000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32343-ND,FI4I001RC,Belden Inc.,FI OM4 SX_3.0 1F OFNR EV_JKT,0,0,"0.54000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0061ANU-ND,AP0061ANU,General Cable/Carol Brand,6F SM TB OFNP IN/OUT,0,0,"0.54600","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.195"" (4.95mm)","43.5kg","-","-","-","Yellow","-","-"
-,-,BL0021ZNR1.6-ND,BL0021ZNR1.6,General Cable/Carol Brand,2F 50.0 MM OFNR INTRCNNCT,0,0,"0.54600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.136"" (3.45mm)","6.8kg","-","-","-","Aqua","OFNR","-"
-,-,BEL32169-ND,FI2I001PB,Belden Inc.,FI INTERC OM2-BIF 1F OFNP SX,0,0,"0.55000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32195-ND,FI4I001PB,Belden Inc.,FI INTERC OM4-BIF 1F OFNP SX,0,0,"0.55000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32198-ND,FI4I001PBA,Belden Inc.,FI INTERC OM4-BIF 1F OFNP SX_,0,0,"0.55000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0061PNR-ND,BI0061PNR,General Cable/Carol Brand,6F 50 MM TB OFNR DISTRIBTN,0,0,"0.55900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0061PNU-ND,BI0061PNU,General Cable/Carol Brand,6F 50 MM TB OFNP DISTRIBTN,0,0,"0.55900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL31626-ND,FDSD006R9,Belden Inc.,FD DN_TB OS2 6F OFNR,0,0,"0.57000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021PNZ-ND,BE0021PNZ,General Cable/Carol Brand,2F MM 50 TB OFNR LOW SMOKE,0,0,"0.57200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0041ANR.BK-ND,BI0041ANR.BK,General Cable/Carol Brand,4F 50 MM TB OFNR I/O DIST,0,0,"0.57200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,BI0041ANU.BK-ND,BI0041ANU.BK,General Cable/Carol Brand,4F 50 MM TB OFNP I/O DIST,0,0,"0.57200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BL0021ZNR3.0-ND,BL0021ZNR3.0,General Cable/Carol Brand,2F 50 MM TB OFNR INTERCNNCT,0,0,"0.57200","0","25000","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.247"" (6.27mm)","72.6kg","-","-","-","Aqua","-","-"
-,-,BEL32138-ND,FISD004R9,Belden Inc.,FI DN_TB OS2 4F OFNR,0,0,"0.58000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32141-ND,FISD006P9,Belden Inc.,FI DN_TB OS2 6F OFNP,0,0,"0.58000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32181-ND,FI3I002L0,Belden Inc.,FI INTERC OM3 2F ZH/OFNR DX,0,0,"0.58000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0081PNU-ND,AP0081PNU,General Cable/Carol Brand,8F SM TB OFNP DISTRIBTN,0,0,"0.58500","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.210"" (5.33mm)","31.8kg","-","-","-","Yellow","OFNP","-"
-,-,AQ0023M1A-DWB-ND,AQ0023M1A-DWB,General Cable/Carol Brand,2F SM LT SINGLE JKT,0,0,"0.58500","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31604-ND,FDSD002L9,Belden Inc.,FD DN_TB OS2 2F LSZH NON_UNI,0,0,"0.59000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32177-ND,FI3I002RB,Belden Inc.,FI INTERC OM3 2F OFNR DX_2.0,0,0,"0.59000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0041PNU-ND,BE0041PNU,General Cable/Carol Brand,4F 50 MM TB OFNP DISTRIBTN,0,0,"0.59800","0","25000","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL31323-ND,B96919,Belden Inc.,DUPLX3.0 2F OM1 OFNP TB,0,0,"0.61000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32165-ND,FI1I002L0,Belden Inc.,FI INTERC OM1 2F ZH/OFNR DX,0,0,"0.61000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32170-ND,FI2I001PC,Belden Inc.,FI INTERC OM2-BIF 1F OFNP SX,0,0,"0.61000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32196-ND,FI4I001PC,Belden Inc.,FI INTERC OM4-BIF 1F OFNP SX,0,0,"0.61000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32197-ND,FI4I001PCA,Belden Inc.,FI INTERC OM4-BIF 1F OFNP SX,0,0,"0.61000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32217-ND,FI1I002RB,Belden Inc.,FI OM1 DXZ2.0 2F OFNR OR_JKT,0,0,"0.62000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0044M1A-DWB-ND,AQ0044M1A-DWB,General Cable/Carol Brand,4F SM LT SINGLE JKT,0,0,"0.62400","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0041ANR-ND,CG0041ANR,General Cable/Carol Brand,4F 62.5MM TB OFNR IN/OUT,0,0,"0.62400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Poly-Vinyl Chloride (PVC)","0.200"" (5.08mm)","43.5kg","-","-","-","Orange","OFNR","-"
-,-,CG0041ANR.BK-ND,CG0041ANR.BK,General Cable/Carol Brand,4F 62.5 MM TB OFNR I/O DIST,0,0,"0.62400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,CG0041ANU.BK-ND,CG0041ANU.BK,General Cable/Carol Brand,4F 62.5 MM TB OFNP I/O DIST,0,0,"0.62400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.180"" (4.57mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,CG0061PNR-ND,CG0061PNR,General Cable/Carol Brand,6F 62.5 MM TB OFNR DISTRIBTN,0,0,"0.62400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,BEL31625-ND,FDSD006P9,Belden Inc.,FD DN_TB OS2 6F OFNP,0,0,"0.63000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31620-ND,FDSD004R9,Belden Inc.,FD DN_TB OS2 4F OFNR,0,0,"0.64000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32137-ND,FISD004P9,Belden Inc.,FI DN_TB OS2 4F OFNP,0,0,"0.65000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31325-ND,B9C002,Belden Inc.,DUPLX3.0 2F OM3 OFNR TB,0,0,"0.66000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32173-ND,FI2I001LB,Belden Inc.,FI INTERC OM2-BIF 1F OFNR-LS,0,0,"0.66000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32178-ND,FI3I002RC,Belden Inc.,FI INTERC OM3 2F OFNR DX_3.0,0,0,"0.66000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32275-ND,FI3I002PB,Belden Inc.,FI OM3 DXZ2.0 2F OFNP AQ_JKT,0,0,"0.66000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32340-ND,FI4I001LBA,Belden Inc.,FI OM4 SX_2.0 1F LSZH AQ_JKT,0,0,"0.66000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32341-ND,FI4I001LB,Belden Inc.,FI OM4 SX_2.0 1F LSZH EV_JKT,0,0,"0.66000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0064M1A-DWB-ND,AQ0064M1A-DWB,General Cable/Carol Brand,6F SM LT SINGLE JKT,0,0,"0.66300","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32860-ND,B9E003,Belden Inc.,SMPLX3.0 1F OM4 OFNP TB,0,0,"0.67000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BL0021PNZ-ND,BL0021PNZ,General Cable/Carol Brand,2F MM 50 TB OFNR LOW SMOKE,0,0,"0.67600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,CG0061ANR-ND,CG0061ANR,General Cable/Carol Brand,6F 62.5 MM TB OFNR IN/OUTDOOR,0,0,"0.67600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Poly-Vinyl Chloride (PVC)","0.220"" (5.59mm)","43.5kg","-","-","-","Orange","OFNR","-"
-,-,BEL31603-ND,FDSD002L9Y,Belden Inc.,FD DN_TB OS2 2F LSZH,0,0,"0.69000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32215-ND,FI1I002PB,Belden Inc.,FI OM1 DXZ2.0 2F OFNP OR_JKT,0,0,"0.69000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32218-ND,FI1I002RC,Belden Inc.,FI OM1 DXZ3.0 2F OFNR OR_JKT,0,0,"0.69000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32176-ND,FI3I002RBW,Belden Inc.,FI INTERC OM3 2F OFNR DX _2.0,0,0,"0.70000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32276-ND,FI3I002RBN,Belden Inc.,FI OM3 DXZ2.0 2F OFNR BK_JKT,0,0,"0.70000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32277-ND,FI3I002RBB,Belden Inc.,FI OM3 DXZ2.0 2F OFNR BL_JKT,0,0,"0.70000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32278-ND,FI3I002RBR,Belden Inc.,FI OM3 DXZ2.0 2F OFNR RD_JKT,0,0,"0.70000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,CG0041PNZ-ND,CG0041PNZ,General Cable/Carol Brand,4F MM 62.5 TB OFNR LOW SMOKE,0,0,"0.70200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Orange","OFNR","-"
-,-,BEL31619-ND,FDSD004P9,Belden Inc.,FD DN_TB OS2 4F OFNP,0,0,"0.71000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0121PNR-ND,AP0121PNR,General Cable/Carol Brand,12F SM TB OFNR DISTRIBTN,0,0,"0.71500","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.250"" (6.35mm)","50.8kg","-","-","-","Yellow","OFNR","-"
-,-,AQ0084M1A-DWB-ND,AQ0084M1A-DWB,General Cable/Carol Brand,8F SM LT SINGLE JKT,0,0,"0.71500","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0021PNR-ILRA-ND,CG0021PNR-ILRA,General Cable/Carol Brand,2F 62.5 TB IND RSR INTLK ALUM,0,0,"0.71500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Orange","OFCR","Interlocked Aluminum Armor"
-,-,CG0021PNU-ILPA-ND,CG0021PNU-ILPA,General Cable/Carol Brand,2F 62.5 TB IND PLN INTLK ALUM,0,0,"0.71500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Orange","OFCP","Interlocked Aluminum Armor"
-,-,AP0081ANR.BK-ND,AP0081ANR.BK,General Cable/Carol Brand,8F SM TB OFNR I/O DIST,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.220"" (5.59mm)","43.5kg","-","-","-","Black","-","-"
-,-,AP0081ANU.BK-ND,AP0081ANU.BK,General Cable/Carol Brand,8F SM TB OFNP I/O DIST,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.190"" (4.83mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BI0023M1A-DWB-ND,BI0023M1A-DWB,General Cable/Carol Brand,2F 50 MM LT SINGLE JKT,0,0,"0.72800","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0041PNZ-ND,BI0041PNZ,General Cable/Carol Brand,4F MM 50 TB OFNR LOW SMOKE,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0061ANR.BK-ND,BI0061ANR.BK,General Cable/Carol Brand,6F 50 MM TB OFNR I/O DIST,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,BI0061ANU.BK-ND,BI0061ANU.BK,General Cable/Carol Brand,6F 50 MM TB OFNP I/O DIST,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BI0081PNR-ND,BI0081PNR,General Cable/Carol Brand,8F 50 MM TB OFNR DISTRIBTN,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","31.8kg","-","-","-","Aqua","OFNR","-"
-,-,BI0081PNU-ND,BI0081PNU,General Cable/Carol Brand,8F 50 MM TB OFNP DISTRIBTN,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.210"" (5.33mm)","31.8kg","-","-","-","Aqua","OFNP","-"
-,-,BL0041PNR-ND,BL0041PNR,General Cable/Carol Brand,4F 50 MM TB OFNR DISTRIBTN,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BL0041PNU-ND,BL0041PNU,General Cable/Carol Brand,4F 50.0 MM TB OFNP DISTRIBTN,0,0,"0.72800","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL32174-ND,FI2I001LC,Belden Inc.,FI INTERC OM2-BIF 1F OFNR-LS,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32201-ND,FI4I001LC,Belden Inc.,FI INTERC OM4-BIF 1F OFNR-LS,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32202-ND,FI4I001LCA,Belden Inc.,FI INTERC OM4-BIF 1F OFNR-LS,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32216-ND,FI1I002RBN,Belden Inc.,FI OM1 DXZ2.0 2F OFNR BLK_JKT,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32259-ND,FI2I002P0,Belden Inc.,FI OM2 MR2.0 2F OFNP OR_JKT,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32279-ND,FI3I002PC,Belden Inc.,FI OM3 DXZ3.0 2F OFNP AQ_JKT,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32338-ND,FI4I002P0A,Belden Inc.,FI OM4 MR2.0 2F OFNP AQ_JKT,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32339-ND,FI4I002P0,Belden Inc.,FI OM4 MR2.0 2F OFNP EV_JKT,0,0,"0.73000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0124M1A-DWB-ND,AQ0124M1A-DWB,General Cable/Carol Brand,12F SM LT SINGLE JKT,0,0,"0.75400","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0041ANR.BK-ND,BE0041ANR.BK,General Cable/Carol Brand,4F 50 MM TB OFNR I/O DIST,0,0,"0.75400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,CG0081PNU-ND,CG0081PNU,General Cable/Carol Brand,8F 62.5 MM TB OFNP DISTRIBTN,0,0,"0.75400","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.210"" (5.33mm)","31.8kg","-","-","-","Orange","OFNP","-"
-,-,BEL31622-ND,FDSD006L9,Belden Inc.,FD DN_TB OS2 6F LSZH NON_UNI,0,0,"0.76000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31913-ND,FISB002RB,Belden Inc.,FI BO OS2 2F OFNR,0,0,"0.76000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,CG0044M1F-DWB-ND,CG0044M1F-DWB,General Cable/Carol Brand,4F 62.5 MM LT SNGL JKT ARMOR,0,0,"0.76700","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32162-ND,FI1I002PC,Belden Inc.,FI INTERC OM1 2F OFNP DX_3.0,0,0,"0.77000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32468-ND,FSSC006N0,Belden Inc.,FS CTL_LT OS2 6F OSP,0,0,"0.77000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021PNU-ND,BE0021PNU,General Cable/Carol Brand,2F 50 MM TB OFNP DISTRIBTN,0,0,"0.77000","0","1","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.170"" (4.32mm)","29.5kg","-","-","-","Aqua","OFNP","-"
-,-,BEL32175-ND,FI3I002PBR,Belden Inc.,FI INTERC OM3 2F OFNP DX _2.0,0,0,"0.78000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0023M1F-DWB-ND,BI0023M1F-DWB,General Cable/Carol Brand,2F 50MM LT SINGLE JKT ARMORED,0,0,"0.78000","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32179-ND,FI3I002LB,Belden Inc.,FI INTERC OM3 2F ZH/OFNR,0,0,"0.79000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32630-ND,FSSL006NF,Belden Inc.,FS SJAD_LT OS2 6F OSP,0,0,"0.79000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0021PNR-ILRA-ND,BI0021PNR-ILRA,General Cable/Carol Brand,2F 50MM TB IND RSR INTLK ALUM,0,0,"0.79300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Aqua","OFCR","Interlocked Aluminum Armor"
-,-,BI0021PNU-ILPA-ND,BI0021PNU-ILPA,General Cable/Carol Brand,2F 50MM TB IND PLN INTLK ALUM,0,0,"0.79300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Aqua","OFCP","Interlocked Aluminum Armor"
-,-,BI0023H1F-DWB-ND,BI0023H1F-DWB,General Cable/Carol Brand,2F 50 MM LT DUAL JKT ARMORED,0,0,"0.79300","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
