Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Style","Type","Length","Core Diameter","Cladding Diameter","Jacket (Insulation) Material","Jacket (Insulation) Diameter","Tensile Strength","Attenuation - Typ","Refractive Index - Core","Refractive Index - Cladding","Jacket Color","Ratings","Features"
-,-,AP0181PNR-ND,AP0181PNR,General Cable/Carol Brand,18F SM TB OFNR DISTRIBTN,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.330"" (8.38mm)","50.8kg","-","-","-","Yellow","OFNR","-"
-,-,AP0181PNU-ND,AP0181PNU,General Cable/Carol Brand,18F SM TB OFNP DISTRIBTN,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.310"" (7.87mm)","50.8kg","-","-","-","Yellow","OFNP","-"
-,-,AQ0364M1A-DWB-ND,AQ0364M1A-DWB,General Cable/Carol Brand,36F SM LT SINGLE JKT,0,0,"1.07900","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0041PNR-ILRA-ND,BI0041PNR-ILRA,General Cable/Carol Brand,4F 50MM TB IND RSR INTLK ALUM,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.570"" (14.48mm)","74.8kg","-","-","-","Aqua","OFCR","Interlocked Aluminum Armor"
-,-,BI0041PNU-ILPA-ND,BI0041PNU-ILPA,General Cable/Carol Brand,4F 50MM TB IND PLN INTLK ALUM,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Aqua","OFCP","Interlocked Aluminum Armor"
-,-,BI0121PNR-ND,BI0121PNR,General Cable/Carol Brand,12F 50 MM TB OFNR DISTRBTN,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.250"" (6.35mm)","50.8kg","-","-","-","Aqua","OFNR","-"
-,-,BI0121PNU-ND,BI0121PNU,General Cable/Carol Brand,12F 50 MM TB OFNP DISTRIBTN,0,0,"1.07900","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","50.8kg","-","-","-","Aqua","OFNP","-"
-,-,BEL31383-ND,FD1D002R9,Belden Inc.,FD DN_TB OM1 2F OFNR,0,0,"1.08000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32116-ND,FISD012P9,Belden Inc.,FI DN_TB OS2 12F OFNP,0,0,"1.08000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32409-ND,FS1C002N0,Belden Inc.,FS CTL_LT OM1 2F OSP,0,0,"1.08000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BL0023H1F-DWB-ND,BL0023H1F-DWB,General Cable/Carol Brand,NF 50 MM LT ARMORED BURIAL,0,0,"1.09200","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0121PNR-ND,CG0121PNR,General Cable/Carol Brand,12F 62.5 MM TB OFNR DISTRIBTN,0,0,"1.09200","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.250"" (6.35mm)","50.8kg","-","-","-","Orange","OFNR","-"
-,-,BEL31934-ND,FI1D002P9,Belden Inc.,FI DN_TB OM1 2F OFNP,0,0,"1.10000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32246-ND,FI2I002PC,Belden Inc.,FI OM2 DXZ3.0 2F OFNP OR_JKT,0,0,"1.10000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32311-ND,FI4I002PCA,Belden Inc.,FI OM4 DXZ3.0 2F OFNP AQ_JKT,0,0,"1.10000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32312-ND,FI4I002PC,Belden Inc.,FI OM4 DXZ3.0 2F OFNP EV_JKT,0,0,"1.10000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32375-ND,FISI012LR,Belden Inc.,FI OS2 JK_RIB 12F LSZH YL_JKT,0,0,"1.10000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0101ANR.BK-ND,BI0101ANR.BK,General Cable/Carol Brand,10F 50 MM TB OFNR I/O DIST,0,0,"1.10500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.240"" (6.10mm)","54.4kg","-","-","-","Black","-","-"
-,-,BI0101ANU.BK-ND,BI0101ANU.BK,General Cable/Carol Brand,10F 50 MM TB OFNP I/O DIST,0,0,"1.10500","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","54.4kg","-","-","-","Black","OFNP","-"
-,-,20200011011-ND,20200011011,HARTING,POF-CABLE 1MM POF PE,0,0,"1.13100","0","500","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,CG0101ANR.BK-ND,CG0101ANR.BK,General Cable/Carol Brand,10F 62.5 MM TB OFNR I/O DIST,0,0,"1.13100","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.240"" (6.10mm)","54.4kg","-","-","-","Black","-","-"
-,-,CG0101ANU.BK-ND,CG0101ANU.BK,General Cable/Carol Brand,10F 62.5 MM TB OFNP I/O DIST,0,0,"1.13100","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.220"" (5.59mm)","54.4kg","-","-","-","Black","OFNP","-"
-,-,BE0064M1F-DWB-ND,BE0064M1F-DWB,General Cable/Carol Brand,6F 50MM LT SINGLE JKT ARMORED,0,0,"1.14400","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0064H1A-DWB-ND,BI0064H1A-DWB,General Cable/Carol Brand,6F 50 MM LT DUAL JKT,0,0,"1.14400","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0124M1F-DWB-ND,CG0124M1F-DWB,General Cable/Carol Brand,12F 62.5MM LT SNGL JKT ARMOR,0,0,"1.14400","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31492-ND,FD3D002P9,Belden Inc.,FD DN_TB OM3 2F OFNP,0,0,"1.15000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0021ANR-ILRA-ND,BE0021ANR-ILRA,General Cable/Carol Brand,2F 50MM TB I/O RSR INTLK ALUM,0,0,"1.15700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.520"" (13.21mm)","74.8kg","-","-","-","Black","OFCR","Interlocked Aluminum Armor"
-,-,BE0021ANU-ILPA-ND,BE0021ANU-ILPA,General Cable/Carol Brand,2F 50MM TB I/0 PLN INTLK ALUM,0,0,"1.15700","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.490"" (12.45mm)","74.8kg","-","-","-","Black","OFCP","Interlocked Aluminum Armor"
-,-,BE0044H1F-DWB-ND,BE0044H1F-DWB,General Cable/Carol Brand,4F 50 MM LT DUAL JKT ARMORED,0,0,"1.15700","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0084M1A-DWB-ND,BE0084M1A-DWB,General Cable/Carol Brand,8F 50 MM LT SINGLE JKT,0,0,"1.15700","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32385-ND,FISI012L2,Belden Inc.,FI OS2 MR_3.0 12F LSZH YL_JKT,0,0,"1.16000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32738-ND,FDSL012P0,Belden Inc.,SJAD 12F OS2 OFNP LT,0,0,"1.16000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32819-ND,FDSL006LF,Belden Inc.,SJAD 6F OS2 OFNR-ZH LT,0,0,"1.16000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0061ANR.BK-ND,AP0061ANR.BK,General Cable/Carol Brand,6F SM TB OFNR I/O DIST,0,0,"1.16000","0","1","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,AP0061ANU.BK-ND,AP0061ANU.BK,General Cable/Carol Brand,6F SM TB OFNP I/O DIST,0,0,"1.16000","0","1","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.180"" (4.57mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BL0044M1F-DWB-ND,BL0044M1F-DWB,General Cable/Carol Brand,4F 50 MM LT ARMORED BURIAL,0,0,"1.17000","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0084M1F-DWB-ND,BE0084M1F-DWB,General Cable/Carol Brand,8F 50MM LT SINGLE JKT ARMORED,0,0,"1.18300","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0084H1A-DWB-ND,BI0084H1A-DWB,General Cable/Carol Brand,8F 50 MM LT DUAL JKT,0,0,"1.18300","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,CG0064H1A-DWB-ND,CG0064H1A-DWB,General Cable/Carol Brand,6F 62.5 MM LT DUAL JKT,0,0,"1.18300","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31587-ND,FDSD012P9,Belden Inc.,FD DN_TB OS2 12F OFNP,0,0,"1.19000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32166-ND,FI2I002LB,Belden Inc.,FI INTERC OM2 2F ZH/OFNR,0,0,"1.19000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32189-ND,FI4I002LB,Belden Inc.,FI INTERC OM4 2F ZH/OFNR,0,0,"1.19000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32190-ND,FI4I002LBA,Belden Inc.,FI INTERC OM4 2F ZH/OFNR,0,0,"1.19000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32512-ND,FSSH002NF,Belden Inc.,FS DJHD_LT OS2 2F OSP,0,0,"1.19000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AP0121PNZ-ND,AP0121PNZ,General Cable/Carol Brand,12F SM TB OFNR LOW SMOKE,0,0,"1.19600","0","1640","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","-","0.230"" (5.84mm)","50.8kg","-","-","-","Yellow","OFNR","-"
-,-,BI0061PNZ-ND,BI0061PNZ,General Cable/Carol Brand,6F MM 50 TB OFNR LOW SMOKE,0,0,"1.19600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","29.5kg","-","-","-","Aqua","OFNR","-"
-,-,BI0184M1F-DWB-ND,BI0184M1F-DWB,General Cable/Carol Brand,18F 50MM LT SINGLE JKT ARMORED,0,0,"1.19600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BL0064M1A-DWB-ND,BL0064M1A-DWB,General Cable/Carol Brand,6F 50 MM LT OUTDOOR DUCT,0,0,"1.19600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,AQ0064H1F-DWB-ND,AQ0064H1F-DWB,General Cable/Carol Brand,6F SM LT DUAL JKT ARMORED,0,0,"1.20900","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
-,-,AQ0484M1A-DWB-ND,AQ0484M1A-DWB,General Cable/Carol Brand,48F SM LT SINGLE JKT,0,0,"1.20900","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0124M1A-DWB-ND,BE0124M1A-DWB,General Cable/Carol Brand,12F 50 MM LT SINGLE JKT,0,0,"1.20900","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31382-ND,FD1D002P9,Belden Inc.,FD DN_TB OM1 2F OFNP,0,0,"1.21000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32569-ND,FSSH012NG,Belden Inc.,FS HD_LT OS2 12F OFN,0,0,"1.21000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31915-ND,FISB004RB,Belden Inc.,FI BO OS2 4F OFNR,0,0,"1.22000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32031-ND,FI3D006R9,Belden Inc.,FI DN_TB OM3 6F OFNR,0,0,"1.22000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32515-ND,FSSH004NF,Belden Inc.,FS DJHD_LT OS2 4F OSP,0,0,"1.22000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BL0044H1A-DWB-ND,BL0044H1A-DWB,General Cable/Carol Brand,4F 50 MM LT AERIAL/BURIAL,0,0,"1.22200","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0023H1A-DWB-ND,BE0023H1A-DWB,General Cable/Carol Brand,2F 50 MM LT DUAL JKT,0,0,"1.23500","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32423-ND,FS2C002N0,Belden Inc.,FS CTL_LT OM2 2F OSP,0,0,"1.24000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,CG0061PNU-ND,CG0061PNU,General Cable/Carol Brand,6F 62.5 MM TB OFNP DISTRIBTN,0,0,"1.24000","0","1","-","NEXTGEN®","Active","Standard","Multimode","-","62.5µm","125µm","-","0.180"" (4.57mm)","29.5kg","-","-","-","Orange","OFNP","-"
-,-,BE0124M1F-DWB-ND,BE0124M1F-DWB,General Cable/Carol Brand,12F 50MM LT SINGLE JKT ARMORED,0,0,"1.26100","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0064H1F-DWB-ND,BI0064H1F-DWB,General Cable/Carol Brand,6F 50 MM LT DUAL JKT ARMORED,0,0,"1.26100","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
-,-,BI0184M1A-DWB-ND,BI0184M1A-DWB,General Cable/Carol Brand,18F 50 MM LT SINGLE JKT,0,0,"1.26100","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.440"" (11.18mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL30461-1000-ND,B9E014 G75A1000,Belden Inc.,BO2.0 4F OM4 OFNP TB,0,0,"1.26802","0","1000","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31865-ND,FI3B002RB,Belden Inc.,FI BO OM3 2F OFNR,0,0,"1.27000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31949-ND,FI1D006R9,Belden Inc.,FI DN_TB OM1 6F OFNR,0,0,"1.28000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0244M1F-DWB-ND,AQ0244M1F-DWB,General Cable/Carol Brand,24F SM LT SINGLE JKT ARMORED,0,0,"1.28700","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL32438-ND,FS3C004N0,Belden Inc.,FS CTL_LT OM3 4F OSP,0,0,"1.29000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32470-ND,FSSC00860,Belden Inc.,FS CTL_LT OS2 8F OSP_SCA,0,0,"1.30000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BI0124H1A-DWB-ND,BI0124H1A-DWB,General Cable/Carol Brand,12F 50 MM LT DUAL JKT,0,0,"1.30000","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL30416-ND,FSSC00660,Belden Inc.,6 X SM OUTDOOR ARMORED CENTRAL,0,0,"1.31000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0244H1A-DWB-ND,AQ0244H1A-DWB,General Cable/Carol Brand,24F SM LT DUAL JKT,0,0,"1.31300","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0101PNR-ND,BE0101PNR,General Cable/Carol Brand,10F 50 MM TB OFNR DISTRIBTN,0,0,"1.31300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.240"" (6.10mm)","50.8kg","-","-","-","Aqua","OFNR","-"
-,-,BL0061ANR.BK-ND,BL0061ANR.BK,General Cable/Carol Brand,6F 50 MM TB OFNR IN/OUT,0,0,"1.31300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.200"" (5.08mm)","43.5kg","-","-","-","Black","-","-"
-,-,BL0061ANU-ND,BL0061ANU,General Cable/Carol Brand,6F 50 MM TB OFNP I/O DIST,0,0,"1.31300","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.195"" (4.95mm)","43.5kg","-","-","-","Aqua","-","-"
-,-,BEL32167-ND,FI2I002LC,Belden Inc.,FI INTERC OM2 2F ZH/OFNR,0,0,"1.32000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32191-ND,FI4I002LC,Belden Inc.,FI INTERC OM4 2F ZH/OFNR,0,0,"1.32000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32192-ND,FI4I002LCA,Belden Inc.,FI INTERC OM4 2F ZH/OFNR,0,0,"1.32000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BE0044H1A-DWB-ND,BE0044H1A-DWB,General Cable/Carol Brand,4F 50 MM LT DUAL JKT,0,0,"1.32600","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.510"" (12.95mm)","81.6kg","-","-","-","Black","-","-"
-,-,BE0081ANR.BK-ND,BE0081ANR.BK,General Cable/Carol Brand,8F 50 MM TB OFNR I/O DIST,0,0,"1.32600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","43.5kg","-","-","-","Black","-","-"
-,-,BE0081ANU.BK-ND,BE0081ANU.BK,General Cable/Carol Brand,8F 50 MM TB OFNP I/O DIST,0,0,"1.32600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.190"" (4.83mm)","43.5kg","-","-","-","Black","OFNP","-"
-,-,BI0121ANR.BK-ND,BI0121ANR.BK,General Cable/Carol Brand,12F 50 MM TB OFNR I/O DIST,0,0,"1.32600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.250"" (6.35mm)","54.4kg","-","-","-","Black","-","-"
-,-,BI0121ANU.BK-ND,BI0121ANU.BK,General Cable/Carol Brand,12F 50 MM TB OFNP I/O DIST,0,0,"1.32600","0","1640","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","-","0.220"" (5.59mm)","54.4kg","-","-","-","Black","OFNP","-"
-,-,BEL31837-ND,FI1B002RB,Belden Inc.,FI BO OM1 2F OFNR,0,0,"1.33000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0364M1F-DWB-ND,AQ0364M1F-DWB,General Cable/Carol Brand,36F SM LT SINGLE JKT ARMORED,0,0,"1.33900","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BL0064M1F-DWB-ND,BL0064M1F-DWB,General Cable/Carol Brand,6F 50 MM LT ARMORED BURIAL,0,0,"1.33900","0","3281","-","NEXTGEN®","Active","Standard","Multimode","-","50µm","125µm","Polyethylene (PE)","0.480"" (12.19mm)","81.6kg","-","-","-","Black","-","-"
-,-,BEL31513-ND,FD3D006R9,Belden Inc.,FD DN_TB OM3 6F OFNR,0,0,"1.34000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL31914-ND,FISB004PB,Belden Inc.,FI BO OS2 4F OFNP,0,0,"1.35000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32029-ND,FI3D006P9,Belden Inc.,FI DN_TB OM3 6F OFNP,0,0,"1.35000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32030-ND,FI3D006P9ABK,Belden Inc.,FI DN_TB OM3 6F OFNP NON_UNI,0,0,"1.35000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,BEL32411-ND,FS1C004N0,Belden Inc.,FS CTL_LT OM1 4F OSP,0,0,"1.35000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,AQ0124H1F-DWB-ND,AQ0124H1F-DWB,General Cable/Carol Brand,12F SM LT DUAL JKT ARMORED,0,0,"1.35200","0","3281","-","NEXTGEN®","Active","Standard","Singlemode","-","9µm","125µm","Polyethylene (PE)","0.590"" (14.99mm)","81.6kg","-","-","-","Black","-","-"
